EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,OffThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FirstChancePoints,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,ThreePtAssists,Assists,Arc3Assists,AssistPoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,PenaltyFg3Pct,PenaltyEfgPct,PenaltyTsPct,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,ShortMidRangeFGM,FtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,ShortMidRangeAssists,LongMidRangeAssists,DefThreePtRebounds,LostBallSteals,DeadBallTurnovers,PenaltyTurnovers,Charge Fouls,Loose Ball Fouls,FoulsDrawn,Charge Fouls Drawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,FG2APctBlocked,ShortMidRangePctBlocked,DefThreePtReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,AtRimAssists,OffTwoPtRebounds,FTOffRebounds,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,AtRimPctBlocked,OffFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFGM,PenaltyAtRimAccuracy,SecondChanceFtPoints,Loose Ball Fouls Drawn,Offensive Fouls,OffLongMidRangeReboundPct,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceArc3Frequency,LostBallOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,OffArc3ReboundPct,PtsPutbacks,SelfOReb,Travels,BlockingFoulsDrawn,BlockedLongMidRange,SelfORebPct,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Offensive Fouls Drawn,team_id,year,season,team_vs
100076-100404-100445-100720-101030,1611661328,"Tina Thompson, Katie Smith, Ann Wauters, Sue Bird, Tanisha Wright","Thompson, Smith, Wauters, Bird, Wright",100076-100404-100445-100720-101030,SEA,231.0,1,4.0,-4.0,8.0,9.0,3.0,1.0,17.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,10.0,14.0,1.0,1.0,2.0,4.0,6.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,5.0,8.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.8333333333333334,1.0,0.8333333333333334,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,105.97402597402598,14.625,12.666666666666666,13.375,12.666666666666666,0.16666666666666666,0.3333333333333333,1.0,1.0,0.16666666666666666,0.3333333333333333,1.0,1.0,0.5,1.0,0.5077666666666667,0.3471,0.2,15.5,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2012,2012,True
100076-100404-100445-100720-203015,1611661328,"Tina Thompson, Katie Smith, Ann Wauters, Sue Bird, Shekinna Stricklen","Thompson, Smith, Wauters, Bird, Stricklen",100076-100404-100445-100720-203015,SEA,130.0,2,2.0,-1.0,3.0,4.0,3.0,,7.0,,,,,2.0,3.0,,,2.0,3.0,6.0,7.0,,,,,,3.0,2.0,,,,,,,,,,,,,1.0,2.0,6.0,0.6666666666666666,0.6666666666666666,,,1.0,,1.0,,1.0,,,,,,,,,77.53846153846155,15.0,21.25,15.0,21.25,,,,,,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.56015,,,,21.366666666666664,3.0,2.0,3.0,2.0,3.0,6.0,6.0,2.0,2.0,2.0,6.0,6.0,3.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.6666666666666666,0.56015,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2012,2012,True
100076-100404-100445-101030-201067,1611661328,"Tina Thompson, Katie Smith, Ann Wauters, Tanisha Wright, Camille Little","Thompson, Smith, Wauters, Wright, Little",100076-100404-100445-101030-201067,SEA,1.0,1,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2012,2012,True
100076-100404-100445-101030-203015,1611661328,"Tina Thompson, Katie Smith, Ann Wauters, Tanisha Wright, Shekinna Stricklen","Thompson, Smith, Wauters, Wright, Stricklen",100076-100404-100445-101030-203015,SEA,422.0,2,7.0,-4.0,16.0,14.0,8.0,,30.0,4.0,1.0,3.0,,,2.0,2.0,7.0,,2.0,12.0,16.0,,,,,,2.0,,,3.0,,6.0,,6.0,1.0,,2.0,2.0,,3.0,2.0,4.0,12.0,,,0.2857142857142857,,0.2222222222222222,,0.4230769230769231,,0.2222222222222222,0.6666666666666666,,1.0,,0.8571428571428571,,,1.0,102.3696682464455,13.625,14.571428571428571,13.625,14.142857142857142,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.2222222222222222,,,0.2222222222222222,,0.3957277777777778,,,12.471428571428572,22.0,10.0,,,,,9.0,,,2.0,,4.0,9.0,10.0,,,0.3333333333333333,0.5,,,,0.3879333333333333,0.75,0.625,1.0,8.0,2.0,6.0,5.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,9.0,1.0,3.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.14285714285714285,0.25,0.75,1.0,1.0,1.0,0.5,0.25,0.3333333333333333,1.0,1.0,0.25,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2012,2012,True
100076-100404-100682-100720-101030,1611661328,"Tina Thompson, Katie Smith, Lauren Jackson, Sue Bird, Tanisha Wright","Thompson, Smith, Jackson, Bird, Wright",100076-100404-100682-100720-101030,SEA,685.0,2,11.0,-7.0,16.0,16.0,4.0,3.0,32.0,4.0,1.0,3.0,,1.0,2.0,6.0,14.0,1.0,2.0,15.0,22.0,1.0,2.0,2.0,,,2.0,1.0,,3.0,,5.0,3.0,8.0,1.0,1.0,,,,1.0,2.0,4.0,13.0,0.5,0.5,0.42857142857142855,0.5,0.46875,0.5,0.46875,0.5,0.125,,,0.375,,0.45454545454545453,0.2222222222222222,,,67.27007299270073,20.6875,22.125,18.625,19.875,0.25,0.1875,0.3333333333333333,0.3333333333333333,,0.125,0.5,0.5,0.5625,0.5,0.45773125,0.50935,0.13333333333333333,7.821428571428571,22.65,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,7.0,1.0,15.0,3.0,3.0,1.0,1.0,0.5,0.5,1.0,0.3333333333333333,1.0,0.42278333333333334,0.2,0.1875,2.0,,,2.0,,12.0,1.0,6.0,2.0,1.0,2.0,,1.0,,,,2.0,,,,,,1.0,1.0,1.0,,0.07142857142857142,,0.6666666666666666,0.3333333333333333,0.5,0.6666666666666666,,0.5,0.5,1.0,1.0,,,3.0,7.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.14285714285714285,1.0,0.25,0.25,0.5,0.5,0.4375,0.42857142857142855,0.5,1.0,0.5,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2012,2012,True
100076-100404-100682-100720-203015,1611661328,"Tina Thompson, Katie Smith, Lauren Jackson, Sue Bird, Shekinna Stricklen","Thompson, Smith, Jackson, Bird, Stricklen",100076-100404-100682-100720-203015,SEA,187.0,2,3.0,2.0,6.0,7.0,6.0,1.0,13.0,1.0,2.0,3.0,1.0,,,2.0,5.0,1.0,1.0,9.0,7.0,1.0,1.0,2.0,2.0,,,,,3.0,1.0,4.0,1.0,5.0,,,,,,,1.0,2.0,7.0,1.0,1.0,0.4,1.0,0.5833333333333334,1.0,0.6428571428571429,1.0,0.16666666666666666,,1.0,0.75,,0.75,0.3333333333333333,,0.5,100.10695187165776,15.833333333333334,13.142857142857142,14.666666666666666,12.857142857142858,0.16666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.16666666666666666,,,,0.3333333333333333,,0.450675,0.3895,0.2222222222222222,11.040000000000001,21.7,,,,,,,3.0,1.0,2.0,,5.0,,,1.0,,,,,,,,,,,2.0,,,,2.0,,1.0,,1.0,,,,,,,1.0,,2.0,,1.0,,,0.5,0.5,,,,,1.0,,,,,,,0.5,0.14285714285714285,0.16666666666666666,,1.0,,,,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,,,0.3333333333333333,1.0,,1.0,0.16666666666666666,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2012,2012,True
100076-100404-100682-101030-201067,1611661328,"Tina Thompson, Katie Smith, Lauren Jackson, Tanisha Wright, Camille Little","Thompson, Smith, Jackson, Wright, Little",100076-100404-100682-101030-201067,SEA,101.0,1,2.0,2.0,3.0,2.0,,1.0,5.0,1.0,,,,,,1.0,2.0,,,2.0,,1.0,1.0,2.0,2.0,,,,,1.0,,2.0,1.0,3.0,,,1.0,,1.0,2.0,,,,,,0.5,1.0,0.5,1.0,0.5,1.0,,0.5,,1.0,,1.0,1.0,,,71.2871287128713,18.333333333333332,23.0,16.666666666666668,23.0,0.5,,,,,,,,0.5,,0.4452,0.5569,1.0,4.4,,3.0,,,,,2.0,,,,,,2.0,3.0,,,0.5,0.5,,,,0.4452,1.0,1.0,,,1.0,2.0,,,,,,,1.0,,1.0,2.0,,,,,,,,,,,,0.5,,,1.0,1.0,,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,1.0,,1.0,,0.5,1.0,1.0,,1.0,1.0,,0.5,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2012,2012,True
100076-100404-100682-101030-203015,1611661328,"Tina Thompson, Katie Smith, Lauren Jackson, Tanisha Wright, Shekinna Stricklen","Thompson, Smith, Jackson, Wright, Stricklen",100076-100404-100682-101030-203015,SEA,260.0,3,4.0,9.0,10.0,7.0,4.0,1.0,17.0,3.0,,1.0,,,2.0,2.0,5.0,,2.0,12.0,3.0,,,2.0,,,2.0,,,2.0,,4.0,1.0,5.0,1.0,1.0,,,,,2.0,2.0,10.0,,,0.4,,0.2857142857142857,,0.5454545454545454,1.0,0.2857142857142857,,,0.5,,0.6666666666666666,0.2,,0.5,94.15384615384616,15.8,14.571428571428571,15.8,14.142857142857142,0.42857142857142855,0.14285714285714285,,,,0.2857142857142857,,,0.42857142857142855,,0.4626571428571428,,0.16666666666666666,9.040000000000001,21.65,2.0,,,,,4.0,,,2.0,,4.0,4.0,2.0,,,,0.6666666666666666,,,,0.4119,0.3333333333333333,0.2,1.0,8.0,,1.0,4.0,4.0,,2.0,1.0,,2.0,,,,,,5.0,,8.0,,2.0,2.0,2.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,,0.2222222222222222,0.2857142857142857,1.0,1.0,,,,1.0,1.0,,,,1.0,1.0,,1.0,,,,,0.3333333333333333,,0.5,,0.14285714285714285,1.0,1.0,1.0,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2012,2012,True
100076-100404-100720-101030-201067,1611661328,"Tina Thompson, Katie Smith, Sue Bird, Tanisha Wright, Camille Little","Thompson, Smith, Bird, Wright, Little",100076-100404-100720-101030-201067,SEA,509.0,1,8.0,-14.0,12.0,14.0,7.0,,26.0,5.0,,3.0,,,2.0,2.0,9.0,,2.0,4.0,18.0,,,,2.0,,2.0,,,3.0,,5.0,1.0,6.0,2.0,1.0,1.0,1.0,,2.0,,4.0,4.0,,,0.2222222222222222,,0.18181818181818182,,0.18181818181818182,,0.18181818181818182,0.5,,0.75,,0.7142857142857143,0.125,,0.75,73.55599214145384,17.666666666666668,21.214285714285715,17.666666666666668,20.428571428571427,0.45454545454545453,0.2727272727272727,,,,0.18181818181818182,,,0.2727272727272727,,0.38932727272727274,,,11.733333333333333,22.2,4.0,,,,,,,,1.0,,2.0,,4.0,,,,,,,,0.29415,,0.3333333333333333,2.0,,,4.0,,2.0,,1.0,1.0,,2.0,1.0,1.0,1.0,,,2.0,,,,,,,0.5,0.5,,,,0.6666666666666666,,,1.0,0.5,0.4,0.4,0.5,,,,,1.0,,,,,1.0,,,,,,,,,,,,0.16666666666666666,,,,0.09090909090909091,,,,,,,,,,,,,,,,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2012,2012,True
100076-100404-101030-201067-203015,1611661328,"Tina Thompson, Katie Smith, Tanisha Wright, Camille Little, Shekinna Stricklen","Thompson, Smith, Wright, Little, Stricklen",100076-100404-101030-201067-203015,SEA,169.0,1,3.0,2.0,6.0,6.0,,,12.0,,1.0,3.0,,,1.0,1.0,3.0,,1.0,3.0,1.0,,,,,,1.0,,,1.0,1.0,3.0,,3.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,3.0,,,0.3333333333333333,,0.25,,0.3,,0.25,1.0,1.0,0.3333333333333333,,0.4,,,,102.24852071005917,12.166666666666666,16.0,12.166666666666666,13.833333333333334,,0.75,0.3333333333333333,0.3333333333333333,,0.25,,,0.25,,0.4511625,,,17.433333333333334,24.7,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,1.0,,,,2.0,,1.0,,1.0,1.0,1.0,,,,,2.0,,2.0,,1.0,,,1.0,1.0,,,,0.5,1.0,,0.5,,,,,1.0,0.2,0.25,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2012,2012,True
