EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PtsUnassisted2s,Fg2aBlocked,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,Fouls,Loose Ball Fouls,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,NonShootingPenaltyNonTakeFouls,Fg2Pct,EfgPct,TsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPoss,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,SelfOReb,ShootingFouls,FoulsDrawn,Charge Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,DefThreePtReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,FTDefRebounds,Loose Ball Fouls Drawn,DefFTReboundPct,Offensive Fouls,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceFG3A,LongMidRangeAssists,OffThreePtRebounds,LostBallTurnovers,BlockingFouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,ShortMidRangePctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,LongMidRangePctAssisted,Corner3Frequency,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,Travels,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockingFoulsDrawn,Corner3FGM,PenaltyCorner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,FTOffRebounds,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Charge Fouls,Clear Path Fouls,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,3SecondViolations,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffFTReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,team_id,year,season,team_vs
100396-100949-201496-202626-203014,1611661320,"DeLisha Milton-Jones, Alana Beard, Candace Parker, Jenna O'Hea, Nneka Ogwumike","Milton-Jones, Beard, Parker, O'Hea, Ogwumike",100396-100949-201496-202626-203014,LAS,3.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2012,2012,True
100396-100949-201889-202650-203014,1611661320,"DeLisha Milton-Jones, Alana Beard, Marissa Coleman, Jantel Lavender, Nneka Ogwumike","Milton-Jones, Beard, Coleman, Lavender, Ogwumike",100396-100949-201889-202650-203014,LAS,236.0,3,4.0,-4.0,6.0,7.0,3.0,2.0,13.0,4.0,1.0,1.0,1.0,1.0,6.0,2.0,6.0,2.0,2.0,4.0,2.0,2.0,4.0,6.0,2.0,1.0,1.0,3.0,3.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.5,0.75,0.5,0.8,0.3333333333333333,0.8,0.75,1.0,0.5,1.0,79.3220338983051,22.0,14.857142857142858,21.5,11.142857142857142,0.6666666666666666,0.16666666666666666,1.0,1.0,0.16666666666666666,0.6666666666666666,0.5124,5.366666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2012,2012,True
100949-201496-201889-202650-203040,1611661320,"Alana Beard, Candace Parker, Marissa Coleman, Jantel Lavender, April Sykes","Beard, Parker, Coleman, Lavender, Sykes",100949-201496-201889-202650-203040,LAS,509.0,4,8.0,15.0,17.0,17.0,4.0,5.0,34.0,10.0,2.0,6.0,3.0,9.0,19.0,26.0,11.0,10.0,,6.0,3.0,5.0,6.0,11.0,3.0,2.0,1.0,,,,,,2.0,,2.0,1.0,2.0,16.0,,0.47368421052631576,0.525,0.5652173913043478,,,,0.75,0.6,0.8333333333333334,0.6,0.75,0.5,,,96.18860510805501,15.235294117647058,14.705882352941176,13.764705882352942,13.470588235294118,0.5,0.3,0.3333333333333333,0.3333333333333333,0.15,0.55,0.51296,6.363157894736842,5.0,6.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,4.0,4.0,10.0,3.0,6.0,1.0,1.0,2.0,11.0,8.0,3.0,4.0,1.0,1.0,4.0,1.0,5.0,1.0,3.0,1.0,11.0,2.0,2.0,1.0,4.0,1.0,6.0,3.0,1.0,1.0,11.0,5.0,0.4444444444444444,0.5714285714285714,1.0,1.0,1.0,1.0,0.75,0.5,0.75,0.6428571428571429,0.8333333333333334,0.6875,0.05,1.0,0.5,1.0,1.0,1.0,0.2,0.5,0.6,0.6,0.5,0.5,0.3333333333333333,0.3333333333333333,0.05,1.0,1.0,1.0,0.5,1.0,0.42857142857142855,0.6666666666666666,0.14285714285714285,1.0,1.0,0.550925,0.4846285714285714,0.13043478260869565,0.13636363636363635,0.38461538461538464,0.4230769230769231,22.7,0.29411764705882354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2012,2012,True
100949-201496-201911-203014-203040,1611661320,"Alana Beard, Candace Parker, Kristi Toliver, Nneka Ogwumike, April Sykes","Beard, Parker, Toliver, Ogwumike, Sykes",100949-201496-201911-203014-203040,LAS,480.0,3,8.0,-5.0,13.0,14.0,6.0,1.0,27.0,7.0,4.0,6.0,1.0,8.0,14.0,17.0,22.0,4.0,2.0,2.0,3.0,5.0,2.0,7.0,,,,,,,,,2.0,,,,,15.0,,0.5714285714285714,0.5714285714285714,0.5666666666666667,0.14285714285714285,0.2857142857142857,,0.5,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,,1.0,,81.0,14.76923076923077,20.571428571428573,14.307692307692308,17.642857142857142,0.5,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.07142857142857142,0.5,0.49602857142857143,6.435714285714285,4.0,4.0,,,1.0,2.0,,,,,,,,1.0,1.0,2.0,,2.0,2.0,4.0,,,,4.0,12.0,,,,,6.0,,6.0,,3.0,3.0,12.0,1.0,,2.0,2.0,,2.0,1.0,,,4.0,4.0,0.75,0.75,,,,,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.3333333333333333,1.0,,,,0.5714285714285714,0.8,0.75,0.75,,,,,,,,,0.5,0.5,,,,0.33365,0.48115,0.06666666666666667,0.06666666666666667,0.11764705882352941,0.23529411764705882,,0.3076923076923077,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2012,2012,True
201500-201889-202626-202650-203040,1611661320,"Nicky Anosike, Marissa Coleman, Jenna O'Hea, Jantel Lavender, April Sykes","Anosike, Coleman, O'Hea, Lavender, Sykes",201500-201889-202626-202650-203040,LAS,127.0,1,2.0,-5.0,4.0,4.0,2.0,2.0,8.0,3.0,,,,,3.0,,5.0,,1.0,2.0,,,2.0,2.0,1.0,1.0,,,,1.0,1.0,1.0,2.0,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,0.6666666666666666,,0.5,0.6666666666666666,,,,90.70866141732283,13.25,18.5,12.25,13.0,0.75,,,,,1.0,0.4822375,2.533333333333333,,,,1.0,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,0.25,,,,1.0,,,,,,,0.3959,,,,,,22.8,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2012,2012,True
100396-100949-201496-202315-203014,1611661320,"DeLisha Milton-Jones, Alana Beard, Candace Parker, Andrea Riley, Nneka Ogwumike","Milton-Jones, Beard, Parker, Riley, Ogwumike",100396-100949-201496-202315-203014,LAS,136.0,1,2.0,1.0,5.0,4.0,,1.0,9.0,,1.0,1.0,,1.0,1.0,5.0,4.0,,,,1.0,1.0,,1.0,,,,,,1.0,1.0,,2.0,,,,,3.0,,1.0,0.5,0.625,,,,1.0,,1.0,,,,,1.0,95.29411764705883,13.4,17.25,12.4,17.25,,0.5,1.0,1.0,,0.5,0.4988,6.4,5.0,,,,,,,,1.0,,1.0,,1.0,3.0,,,2.0,2.0,1.0,1.0,,1.0,3.0,5.0,2.0,,,1.0,,1.0,,1.0,,,1.0,2.0,,,1.0,2.0,,4.0,1.0,,,5.0,5.0,1.0,1.0,,,,,,1.0,,0.5,1.0,0.625,0.5,,,,,,,,,,,1.0,,,0.5,,,,,,,,0.5,,,,0.4988,0.3333333333333333,0.5,0.4,1.0,21.8,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2012,2012,True
100396-201496-201889-201911-203014,1611661320,"DeLisha Milton-Jones, Candace Parker, Marissa Coleman, Kristi Toliver, Nneka Ogwumike","Milton-Jones, Parker, Coleman, Toliver, Ogwumike",100396-201496-201889-201911-203014,LAS,2599.0,14,43.0,1.0,86.0,89.0,35.0,13.0,175.0,27.0,9.0,17.0,12.0,28.0,56.0,95.0,94.0,24.0,6.0,10.0,17.0,27.0,14.0,41.0,9.0,5.0,4.0,9.0,5.0,2.0,11.0,,19.0,2.0,1.0,,1.0,81.0,1.0,0.5,0.46710526315789475,0.5337078651685393,0.10714285714285714,0.1111111111111111,0.8181818181818182,0.6538461538461539,0.35714285714285715,0.6666666666666666,0.3333333333333333,0.2727272727272727,0.5555555555555556,0.25,0.8181818181818182,96.9603693728357,16.151162790697676,13.595505617977528,15.116279069767442,12.955056179775282,0.35526315789473684,0.2236842105263158,0.5294117647058824,0.6428571428571429,0.15789473684210525,0.618421052631579,0.5008366666666667,6.696428571428571,47.0,16.0,5.0,9.0,12.0,19.0,3.0,5.0,17.0,3.0,10.0,5.0,20.0,24.0,7.0,12.0,,14.0,17.0,32.0,3.0,13.0,14.0,57.0,32.0,15.0,4.0,17.0,5.0,16.0,5.0,21.0,5.0,7.0,7.0,47.0,7.0,3.0,13.0,23.0,,30.0,13.0,1.0,,57.0,47.0,0.5714285714285714,0.6153846153846154,1.0,0.25,0.23076923076923078,0.25,0.5833333333333334,0.53125,0.5384615384615384,0.4777777777777778,0.5384615384615384,0.5377358490566038,0.2631578947368421,0.7,0.25,0.6363636363636364,0.6666666666666666,0.75,0.08333333333333333,,0.5925925925925926,0.6666666666666666,0.4375,0.7777777777777778,0.25,0.25,0.2236842105263158,0.29411764705882354,0.29411764705882354,1.0,0.6923076923076923,0.5555555555555556,0.4222222222222222,0.631578947368421,0.2222222222222222,0.3,0.29411764705882354,0.5184444444444445,0.5165556818181818,0.15294117647058825,0.2,0.14736842105263157,0.6,23.785,0.5465116279069767,3.0,2.0,0.75,,1.0,4.0,4.0,4.0,3.0,1.0,3.0,1.0,2.0,4.0,4.0,1.0,1.0,4.0,0.17647058823529413,0.2857142857142857,0.2727272727272727,0.3333333333333333,0.6666666666666666,0.039473684210526314,0.07692307692307693,0.06666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2012,2012,True
100396-100690-100949-201496-203014,1611661320,"DeLisha Milton-Jones, Coco Miller, Alana Beard, Candace Parker, Nneka Ogwumike","Milton-Jones, Miller, Beard, Parker, Ogwumike",100396-100690-100949-201496-203014,LAS,255.0,2,4.0,7.0,10.0,9.0,,1.0,19.0,5.0,1.0,2.0,1.0,3.0,8.0,9.0,2.0,2.0,,2.0,5.0,5.0,2.0,7.0,2.0,2.0,,1.0,1.0,1.0,2.0,,,,1.0,,1.0,9.0,,0.375,0.45,0.45,,,0.5,1.0,0.4,1.0,0.3333333333333333,0.5,,1.0,1.0,107.29411764705883,12.3,14.666666666666666,12.1,14.666666666666666,0.5,0.2,0.5,0.5,0.1,0.7,0.5718099999999999,5.2875,,1.0,,1.0,,,1.0,1.0,1.0,,,1.0,2.0,,,1.0,,,,,,,,,4.0,3.0,,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,,,,,,,,1.0,1.0,,,0.6666666666666666,0.6666666666666666,1.0,0.5,,0.5,,,,,,,0.2,,,1.0,,,,1.0,0.2,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,,,,,,1.0,0.6033,,,,,,21.25,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.1,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2012,2012,True
100396-100690-201911-202650-203014,1611661320,"DeLisha Milton-Jones, Coco Miller, Kristi Toliver, Jantel Lavender, Nneka Ogwumike","Milton-Jones, Miller, Toliver, Lavender, Ogwumike",100396-100690-201911-202650-203014,LAS,392.0,3,7.0,9.0,14.0,15.0,2.0,1.0,29.0,6.0,,1.0,3.0,4.0,10.0,17.0,8.0,2.0,1.0,2.0,3.0,4.0,2.0,6.0,5.0,3.0,2.0,1.0,1.0,,1.0,,,,1.0,1.0,1.0,13.0,,0.4,0.5,0.53125,0.1,0.16666666666666666,1.0,0.6,0.3333333333333333,0.5714285714285714,0.25,,0.6666666666666666,0.75,,106.53061224489797,16.785714285714285,10.466666666666667,15.214285714285714,9.866666666666667,0.42857142857142855,0.07142857142857142,,,0.21428571428571427,0.7142857142857143,0.4886653846153846,6.609999999999999,1.0,4.0,,,,,,2.0,4.0,,1.0,2.0,4.0,3.0,,,1.0,4.0,,,,1.0,,,6.0,6.0,,4.0,2.0,3.0,2.0,5.0,2.0,3.0,,12.0,1.0,,,5.0,1.0,4.0,2.0,,1.0,,1.0,0.75,0.75,1.0,0.5,,0.5,,,1.5,,1.0,,0.2857142857142857,0.5,,,0.5,,,1.0,0.6666666666666666,0.8,0.75,,,,0.2857142857142857,0.5,0.5,1.0,,,,,1.0,,0.5,0.5289,,0.125,0.16666666666666666,0.23529411764705882,,34.825,0.07142857142857142,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2012,2012,True
100396-100690-201911-202650-203040,1611661320,"DeLisha Milton-Jones, Coco Miller, Kristi Toliver, Jantel Lavender, April Sykes","Milton-Jones, Miller, Toliver, Lavender, Sykes",100396-100690-201911-202650-203040,LAS,115.0,1,2.0,-1.0,6.0,5.0,5.0,1.0,11.0,1.0,,,,1.0,1.0,3.0,4.0,,,,2.0,3.0,,3.0,,,,1.0,,1.0,2.0,,2.0,,,,,3.0,2.0,1.0,0.5,0.5,,,0.5,0.6666666666666666,,0.75,,,,,0.5,137.7391304347826,8.833333333333334,12.4,8.666666666666666,11.6,0.5,,,,,1.0,0.5763,1.3,5.0,1.0,,,1.0,1.0,,,1.0,,1.0,,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,3.0,2.0,,,1.0,,1.0,,1.0,,1.0,,2.0,1.0,,,1.0,,2.0,1.0,,,3.0,5.0,1.0,1.0,,,,,,1.0,,0.5,,0.5,0.5,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,,,0.5,,,,,,0.5,1.0,0.5,,,,0.5763,0.3333333333333333,0.5,,1.0,21.0,0.8333333333333334,,,,,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2012,2012,True
