EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,TotalPoss,Arc3FGM,Arc3FGA,FG3M,FG3A,Points,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,Fouls,FoulsDrawn,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,Pace,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg3ptShotDistance,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,FG2M,FG2A,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,DefThreePtRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Offensive Fouls,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefThreePtReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChancePointsPct,Corner3FGM,PenaltyCorner3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FtPoints,PenaltyFG3M,PenaltyFtPoints,PtsUnassisted3s,Corner3Assists,FTDefRebounds,Travels,FTA,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,DefFTReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFGM,PenaltyAtRimFGM,ShortMidRangeFGM,PtsPutbacks,AtRimAssists,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,SecondChanceTurnovers,PenaltyTurnovers,BlockingFouls,Loose Ball Fouls,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,NonShootingPenaltyNonTakeFouls,LiveBallTurnoverPct,OffArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceAtRimFGM,ShortMidRangeAssists,LostBallSteals,RecoveredBlocks,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,DefLongMidRangeReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFtPoints,FTOffRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Charge Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,BlockedShortMidRange,3SecondViolations,ShortMidRangePctBlocked,OffFTReboundPct,OffLongMidRangeReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,LongMidRangePctBlocked,BlockedLongMidRange,Offensive Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,Blocked3s,BlockedCorner3,3pt And 1 Free Throw Trips,StepOutOfBoundsTurnovers,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,OffensiveGoaltends,Arc3PctBlocked,BlockedArc3,HeaveMakes,team_id,year,season,team_vs
100656-100721-201480-201909-202259,1611661329,"Ruth Riley, Swin Cash, Sylvia Fowles, Sonja Petrovic, Epiphanny Prince","Riley, Cash, Fowles, Petrovic, Prince",100656-100721-201480-201909-202259,CHI,45.0,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.5,1.5,1.0,32.0,26.0,26.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4293,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2012,2012,False
100656-201062-201480-202259-202664,1611661329,"Ruth Riley, Shay Murphy, Sylvia Fowles, Epiphanny Prince, Courtney Vandersloot","Riley, Murphy, Fowles, Prince, Vandersloot",100656-201062-201480-202259-202664,CHI,128.0,2,2.0,-2.0,4.0,7.0,,,,1.0,4.0,,,,,1.0,,2.0,1.0,,4.0,,,,0.3333333333333333,0.3333333333333333,0.16666666666666666,78.75,19.25,15.0,,,,,0.3333333333333333,,0.46590833333333337,21.7,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,5.0,6.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,0.5,0.5,0.4,0.3333333333333333,0.25,0.25,0.2,1.0,1.0,0.3333333333333333,1.0,1.0,0.5,1.0,1.0,1.0,17.0,17.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.16666666666666666,0.5,0.25,0.25,0.2848,0.4843625,0.5,10.16,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2012,2012,False
100656-201477-202259-202664-202670,1611661329,"Ruth Riley, Tamera Young, Epiphanny Prince, Courtney Vandersloot, Carolyn Swords","Riley, Young, Prince, Vandersloot, Swords",100656-201477-202259-202664-202670,CHI,225.0,2,4.0,-2.0,5.0,11.0,1.0,2.0,1.0,3.0,5.0,3.0,2.0,1.0,1.0,2.0,1.0,5.0,6.0,,,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.6,70.4,15.6,11.0,0.4,0.5,0.5,1.0,0.6,0.5,0.484,21.5,6.0,,,2.0,,,,1.0,1.0,1.0,1.0,,1.0,2.0,7.0,1.0,,,,,2.0,,,1.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,,,1.0,1.0,0.5,,,,,,0.5,1.0,0.5,0.75,0.6666666666666666,,1.0,,24.5,22.333333333333332,,0.2,0.2,1.0,1.0,1.0,0.2,,,,0.3658,,,13.4,,1.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.25,1.25,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2012,2012,False
100721-201480-201909-202259-202664,1611661329,"Swin Cash, Sylvia Fowles, Sonja Petrovic, Epiphanny Prince, Courtney Vandersloot","Cash, Fowles, Petrovic, Prince, Vandersloot",100721-201480-201909-202259-202664,CHI,152.0,3,3.0,1.0,7.0,11.0,1.0,2.0,2.0,3.0,10.0,3.0,2.0,1.0,1.0,2.0,,5.0,2.0,2.0,10.0,0.5,0.6666666666666666,0.6666666666666666,1.0,1.0,0.75,104.21052631578948,15.285714285714286,15.285714285714286,0.5,0.5,0.5,,0.75,0.5,0.4011625,21.900000000000002,4.0,4.0,3.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,9.0,,,,3.0,8.0,2.0,,,1.0,1.0,,,,1.0,,1.0,8.0,4.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,11.25,11.25,,,0.25,1.0,1.0,1.0,0.25,,,0.3333333333333333,,0.39315000000000005,0.8,16.8,0.5714285714285714,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2012,2012,False
100234-100721-100973-201062-202670,1611661329,"Ticha Penicheiro, Swin Cash, Le'coe Willingham, Shay Murphy, Carolyn Swords","Penicheiro, Cash, Willingham, Murphy, Swords",100234-100721-100973-201062-202670,CHI,328.0,3,5.0,-2.0,10.0,19.0,1.0,6.0,1.0,6.0,10.0,3.0,6.0,1.0,1.0,2.0,1.0,5.0,3.0,2.0,8.0,1.0,0.16666666666666666,0.16666666666666666,0.4090909090909091,0.45454545454545453,0.5454545454545454,83.41463414634146,20.0,19.0,0.5454545454545454,0.16666666666666666,0.16666666666666666,1.0,0.9090909090909091,0.16666666666666666,0.5080863636363636,22.55,9.0,4.0,6.0,2.0,4.0,,2.0,1.0,,,,,3.0,5.0,12.0,1.0,2.0,3.0,1.0,4.0,2.0,4.0,2.0,1.0,,3.0,,,1.0,3.0,4.0,4.0,4.0,0.3333333333333333,0.5,0.6,0.6666666666666666,0.5,0.5,0.4,0.5,,,0.75,0.5,0.5,,,,14.222222222222221,12.666666666666666,0.36363636363636365,0.09090909090909091,,,,,,,0.5,,,0.4917625,0.4,3.2600000000000002,0.4,,1.0,1.0,,1.0,2.0,1.0,,2.0,3.0,1.0,,,1.0,0.5,0.5,1.0,,,1.0,,0.5,,,0.2,,,,1.0,1.0,,,,,,,1.0,,1.0,,,,,,,0.25,,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.3333333333333333,0.75,0.5,1.0,0.5,1.0,1.0,0.5,0.09090909090909091,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2012,2012,False
100234-100973-201477-201480-202259,1611661329,"Ticha Penicheiro, Le'coe Willingham, Tamera Young, Sylvia Fowles, Epiphanny Prince","Penicheiro, Willingham, Young, Fowles, Prince",100234-100973-201477-201480-202259,CHI,172.0,2,3.0,5.0,6.0,13.0,,1.0,,1.0,6.0,,1.0,,,1.0,,2.0,1.0,2.0,4.0,,,,0.5,0.6,0.25,108.83720930232558,13.666666666666666,13.333333333333334,0.25,,,,0.5,,0.5057875,23.4,7.0,,,1.0,1.0,1.0,,2.0,,,,,2.0,3.0,1.0,1.0,,,,,2.0,2.0,,1.0,,1.0,1.0,3.0,3.0,2.0,5.0,,,0.5,1.0,0.6666666666666666,,,,,,1.0,1.0,1.0,1.0,1.0,,,1.0,12.857142857142858,12.857142857142858,0.25,0.5,,,,,,1.0,,,0.6409,,,6.566666666666666,,,,1.0,,,2.0,,1.0,1.0,3.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,,,,,,0.3333333333333333,,,,,2.0,,,,,,,2.0,,,,,,,,,,,1.0,,1.0,2.0,,2.0,1.0,2.0,2.0,,,,,,,1.0,1.0,1.0,1.0,,0.6666666666666666,1.0,1.0,1.0,,0.5,0.5,,0.2,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2012,2012,False
100656-100721-201062-201480-202259,1611661329,"Ruth Riley, Swin Cash, Shay Murphy, Sylvia Fowles, Epiphanny Prince","Riley, Cash, Murphy, Fowles, Prince",100656-100721-201062-201480-202259,CHI,77.0,1,1.0,4.0,2.0,5.0,,,,,4.0,,,,,,,,1.0,,4.0,,,,1.0,1.0,,93.5064935064935,10.0,10.0,,,,,,,0.3893,,3.0,2.0,,,,,,2.0,,,,,2.0,2.0,,,2.0,2.0,,4.0,,4.0,,,,,,1.0,1.0,,1.0,4.0,2.0,,,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,,,,19.0,19.0,,1.0,,,,,,,,,,0.3893,1.0,8.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2012,2012,False
100656-100721-201480-202259-202664,1611661329,"Ruth Riley, Swin Cash, Sylvia Fowles, Epiphanny Prince, Courtney Vandersloot","Riley, Cash, Fowles, Prince, Vandersloot",100656-100721-201480-202259-202664,CHI,4977.0,8,83.0,19.0,159.0,317.0,9.0,27.0,14.0,38.0,164.0,39.0,27.0,9.0,13.0,41.0,8.0,95.0,40.0,28.0,134.0,0.9285714285714286,0.3684210526315789,0.3684210526315789,0.524822695035461,0.5394736842105263,0.2695035460992908,91.71790235081374,15.635220125786164,14.71069182389937,0.19148936170212766,0.3333333333333333,0.3333333333333333,0.8888888888888888,0.6312056737588653,0.3333333333333333,0.5044858156028368,21.96578947368421,158.0,1.0,3.0,29.0,51.0,12.0,1.0,29.0,5.0,23.0,11.0,,53.0,103.0,145.0,15.0,1.0,2.0,,2.0,56.0,50.0,6.0,28.0,2.0,8.0,23.0,39.0,61.0,32.0,93.0,2.0,1.0,0.5283018867924528,0.6086956521739131,0.5145631067961165,0.5,0.5,0.5,0.05825242718446602,0.09803921568627451,0.6610169491525424,0.46,0.3333333333333333,0.7160493827160493,0.4189189189189189,0.5333333333333333,0.5,0.7619047619047619,15.765822784810126,14.677215189873417,0.3617021276595745,0.20567375886524822,0.16312056737588654,0.21739130434782608,0.21739130434782608,0.4,0.07801418439716312,0.5454545454545454,0.5,,0.5101966666666666,0.3927,0.012195121951219513,7.388349514563107,0.006289308176100629,1.0,5.0,10.0,2.0,7.0,30.0,19.0,3.0,16.0,40.0,22.0,2.0,0.2857142857142857,0.6666666666666666,0.5909090909090909,0.625,0.8636363636363636,0.35294117647058826,0.7368421052631579,0.8666666666666667,0.8571428571428571,0.22727272727272727,0.2,1.0,0.18292682926829268,5.0,,,,16.0,,,3.0,5.0,3.0,2.0,24.0,,,,1.0,0.45454545454545453,0.45454545454545453,1.0,,,,36.0,1.0,12.0,14.0,22.0,14.0,7.0,24.0,17.0,6.0,,3.0,,,2.0,13.0,9.0,6.0,9.0,,0.6,0.2777777777777778,0.7058823529411765,0.782608695652174,0.6111111111111112,0.41379310344827586,0.42857142857142855,1.0,0.08552631578947369,0.11403508771929824,8.0,4.0,7.0,5.0,0.5555555555555556,0.3333333333333333,0.6666666666666666,0.47368421052631576,1.0,2.0,4.0,1.0,3.0,2.0,7.0,4.0,1.0,1.0,3.0,1.0,0.034482758620689655,0.25,0.5,0.04411764705882353,0.125,0.09090909090909091,0.5,1.0,,,,,,,,,,,,,,,,,,,,1611661329,2012,2012,False
100234-100656-100721-100973-201062,1611661329,"Ticha Penicheiro, Ruth Riley, Swin Cash, Le'coe Willingham, Shay Murphy","Penicheiro, Riley, Cash, Willingham, Murphy",100234-100656-100721-100973-201062,CHI,207.0,2,3.0,-1.0,7.0,14.0,,3.0,1.0,4.0,5.0,3.0,3.0,,1.0,1.0,,3.0,1.0,1.0,5.0,1.0,0.25,0.25,0.375,0.5,1.0,97.39130434782608,14.285714285714286,14.285714285714286,0.75,,,,1.0,,0.565575,22.0,7.0,,2.0,,,,,,,,1.0,,,,6.0,,,,,,,,,,,,,1.0,3.0,,3.0,,,,,,,,,,,1.0,,,1.0,,,,,15.285714285714286,15.285714285714286,,,,,,,0.25,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,1.0,,1.0,1.0,,,,,,1.0,,,,2.0,,,,1.0,,,2.0,,,,,1.0,1.0,1.0,,,,,,,,,,,2.0,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,0.2,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2012,2012,False
100234-100656-201062-201477-202670,1611661329,"Ticha Penicheiro, Ruth Riley, Shay Murphy, Tamera Young, Carolyn Swords","Penicheiro, Riley, Murphy, Young, Swords",100234-100656-201062-201477-202670,CHI,79.0,1,1.0,3.0,2.0,4.0,,,1.0,1.0,5.0,3.0,,,1.0,1.0,,3.0,1.0,,2.0,1.0,1.0,1.0,0.8333333333333334,0.8333333333333334,0.3333333333333333,72.9113924050633,19.0,18.0,,,,,0.6666666666666666,,0.4895,21.5,2.0,,,1.0,1.0,,,1.0,,,1.0,,1.0,2.0,2.0,,,,,,,2.0,,,,,1.0,,1.0,1.0,2.0,,,,,0.5,,,,,,,1.0,,,1.0,1.0,,,20.5,20.5,0.3333333333333333,0.3333333333333333,,,,,0.3333333333333333,,,,0.5568,,,7.6,,,,,1.0,1.0,3.0,,,,,,,1.0,,1.5,1.5,,,,,,,,,0.6,1.0,,,,,,,,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1611661329,2012,2012,False
