EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,SecondChanceTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,AtRimAssists,DefThreePtRebounds,Technical Free Throw Trips,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefThreePtReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceAtRimFGM,Arc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG2M,PenaltyFG3M,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,LiveBallTurnovers,BadPassTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,LiveBallTurnoverPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Corner3FGA,PtsUnassisted3s,HeaveMakes,ShortMidRangeAssists,FTDefRebounds,Offensive Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,DefFTReboundPct,ShortMidRangePctAssisted,Corner3Frequency,TwoPtShootingFoulsDrawnPct,LostBallTurnovers,Travels,BlockedShortMidRange,DefLongMidRangeReboundPct,Corner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,Fg2aBlocked,Corner3Assists,SelfOReb,Offensive Fouls Drawn,SecondChanceFg3Pct,FG2APctBlocked,AtRimPctBlocked,OffShortMidRangeReboundPct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BadPassOutOfBoundsTurnovers,PenaltyCorner3FGM,PenaltyCorner3FGA,Fg3aBlocked,StepOutOfBoundsTurnovers,Charge Fouls,Loose Ball Fouls,BlockedLongMidRange,Defensive 3 Seconds Violations,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceAtRimPctAssisted,FTOffRebounds,OffFTReboundPct,Charge Fouls Drawn,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,3SecondViolations,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,team_id,year,season,team_vs
1627671-1627672-1629491-1630101-201480,1611661324,"Rachel Banham, Aerial Powers, Jessica Shepard, Crystal Dangerfield, Sylvia Fowles","Banham, Powers, Shepard, Dangerfield, Fowles",1627671-1627672-1629491-1630101-201480,MIN,260.0,2,4.0,-7.0,9.0,9.0,2.0,2.0,18,1.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,6.0,4.0,2.0,6.0,13.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.5,0.5,0.3333333333333333,0.2,0.2727272727272727,0.3333333333333333,0.4,0.6666666666666666,0.5,0.25,0.5,0.375,1.0,0.25,0.5,1.0,99.6923076923077,1.0,15.0,13.88888888888889,13.11111111111111,13.555555555555555,0.3,0.3333333333333333,0.3333333333333333,0.1,0.2,0.5,0.5,1.0,0.4,0.5,0.5,0.7,0.54872,0.56405,0.09090909090909091,0.2,0.3333333333333333,8.25,24.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2021,2021,True
1627672-1629524-1630101-203024-203831,1611661324,"Aerial Powers, Bridget Carleton, Crystal Dangerfield, Damiris Dantas, Natalie Achonwa","Powers, Carleton, Dangerfield, Dantas, Achonwa",1627672-1629524-1630101-203024-203831,MIN,187.0,2,3.0,-6.0,7.0,8.0,5.0,,15,1.0,3.0,,2.0,,,1.0,,2.0,5.0,1.0,2.0,6.0,12.0,,,,,2.0,2.0,1.0,1.0,1.0,,2.0,,,1.0,2.0,,2.0,1.0,,1.0,,,,2.0,2.0,1.0,3.0,,1.0,1.0,1.0,1.0,6.0,,0.5,0.5,0.4,0.3333333333333333,0.35714285714285715,,0.16666666666666666,0.5,,,0.6666666666666666,,,,1.0,,115.50802139037432,1.0,12.857142857142858,12.125,12.857142857142858,10.75,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,0.16666666666666666,,,0.6666666666666666,0.6099583333333333,,,,,4.38,23.3,5.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,6.0,5.0,1.0,0.6666666666666666,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.25,0.6012875,1.0,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2021,2021,True
1629491-1629524-1630101-203406-203831,1611661324,"Jessica Shepard, Bridget Carleton, Crystal Dangerfield, Layshia Clarendon, Natalie Achonwa","Shepard, Carleton, Dangerfield, Clarendon, Achonwa",1629491-1629524-1630101-203406-203831,MIN,81.0,1,1.0,3.0,3.0,3.0,3.0,2.0,6,1.0,1.0,1.0,,,1.0,3.0,,1.0,2.0,3.0,,5.0,2.0,1.0,,,2.0,,2.0,2.0,,1.0,,3.0,1.0,1.0,1.0,2.0,2.0,4.0,,,,,,1.0,1.0,1.0,,,,,,,,3.0,,,,0.5,0.5,0.5,1.0,0.6,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,106.66666666666666,,13.0,14.0,12.666666666666666,14.0,0.2,1.0,1.0,,0.2,,,,0.6,1.0,,0.8,0.5494875,,,,0.4,8.6,34.06666666666667,3.0,1.0,1.0,,3.0,1.0,2.0,3.0,,5.0,,1.0,,,5.0,3.0,,0.5,0.5,0.5,1.0,,,,,0.2,1.0,0.6,0.5494875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2021,2021,True
1627671-1629483-1629524-1630101-203831,1611661324,"Rachel Banham, Napheesa Collier, Bridget Carleton, Crystal Dangerfield, Natalie Achonwa","Banham, Collier, Carleton, Dangerfield, Achonwa",1627671-1629483-1629524-1630101-203831,MIN,547.0,4,9.0,-13.0,18.0,19.0,6.0,1.0,37,3.0,3.0,,3.0,,2.0,6.0,,4.0,8.0,7.0,4.0,15.0,28.0,1.0,,,,6.0,2.0,3.0,3.0,3.0,,6.0,1.0,,2.0,7.0,1.0,8.0,1.0,1.0,,2.0,,3.0,3.0,7.0,5.0,5.0,,,,,,15.0,,0.75,0.75,0.5,0.36666666666666664,0.4411764705882353,,0.4666666666666667,1.0,,0.2,1.0,0.1111111111111111,,0.25,1.0,1.0,97.40402193784277,,17.38888888888889,12.31578947368421,16.333333333333332,12.31578947368421,0.2,1.0,1.0,0.2,0.13333333333333333,,,,0.4,,,0.6666666666666666,0.48878846153846156,,0.17647058823529413,,,6.8625,29.957142857142856,9.0,1.0,1.0,1.0,4.0,2.0,5.0,4.0,1.0,8.0,2.0,4.0,,,8.0,9.0,,0.4,0.3888888888888889,0.4444444444444444,1.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.1111111111111111,1.0,0.4444444444444444,0.45067142857142856,0.5333333333333333,0.5,,1.0,1.0,1.0,,1.0,,,2.0,,,,1.0,1.0,,2.0,,0.14285714285714285,0.25,,,,0.3333333333333333,,1.0,0.16666666666666666,0.16666666666666666,,,0.25,,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,0.06666666666666667,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2021,2021,True
1629483-1629491-1630101-203825-203831,1611661324,"Napheesa Collier, Jessica Shepard, Crystal Dangerfield, Kayla McBride, Natalie Achonwa","Collier, Shepard, Dangerfield, McBride, Achonwa",1629483-1629491-1630101-203825-203831,MIN,273.0,2,5.0,15.0,10.0,10.0,4.0,1.0,20,2.0,3.0,,2.0,1.0,1.0,2.0,,5.0,6.0,2.0,2.0,15.0,,1.0,,,2.0,10.0,,2.0,5.0,5.0,1.0,10.0,,,5.0,5.0,,5.0,5.0,3.0,2.0,1.0,,2.0,,,3.0,2.0,,1.0,,1.0,1.0,13.0,,1.0,1.0,0.8333333333333334,0.8125,0.9375,1.0,0.25,0.8333333333333334,,,0.8333333333333334,,,,1.0,1.0,105.4945054945055,1.0,9.6,17.7,9.5,17.2,0.375,0.6666666666666666,0.6666666666666666,0.25,0.125,1.0,1.0,1.0,0.25,,,0.625,0.51,0.3547,0.25,,0.13333333333333333,7.05,24.4,4.0,1.0,2.0,2.0,,2.0,3.0,,,4.0,2.0,,,,4.0,4.0,,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,1.0,1.0,1.0,0.6666666666666666,0.5,,0.5173666666666666,0.26666666666666666,0.4,,1.0,,1.0,1.0,,,,,1.0,,,1.0,,,1.0,,0.5,,0.5,1.0,1.0,0.5,,,0.5,0.5,,,,0.5,,3.0,,2.0,,,,2.0,2.0,,1.0,,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2021,2021,True
1627671-1629483-1630101-203024-203825,1611661324,"Rachel Banham, Napheesa Collier, Crystal Dangerfield, Damiris Dantas, Kayla McBride","Banham, Collier, Dangerfield, Dantas, McBride",1627671-1629483-1630101-203024-203825,MIN,585.0,2,10.0,-2.0,17.0,20.0,3.0,4.0,37,2.0,5.0,1.0,3.0,,1.0,6.0,1.0,2.0,9.0,7.0,7.0,26.0,28.0,3.0,1.0,2.0,7.0,,4.0,6.0,,4.0,,12.0,1.0,5.0,4.0,5.0,6.0,11.0,1.0,,1.0,2.0,,4.0,3.0,7.0,4.0,7.0,1.0,,,,,19.0,,,,0.2222222222222222,0.59375,0.6842105263157895,0.7,0.4375,1.0,0.7142857142857143,0.5,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,91.07692307692308,,18.352941176470587,13.65,16.529411764705884,13.3,0.3125,0.4,0.5,0.1875,0.0625,,,,0.375,0.25,0.25,0.75,0.539909375,0.44248333333333334,0.15789473684210525,0.125,0.2692307692307692,6.633333333333334,24.400000000000002,5.0,,,,2.0,,4.0,2.0,2.0,5.0,,1.0,,,5.0,5.0,,,0.25,0.35714285714285715,0.5,,,,,,,0.3333333333333333,0.4411333333333333,0.19230769230769232,0.29411764705882354,1.0,4.0,1.0,5.0,1.0,1.0,12.0,,,4.0,4.0,3.0,2.0,1.0,,1.0,0.8,0.7142857142857143,0.5,0.7142857142857143,0.3333333333333333,0.625,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.75,1.0,0.5,0.6666666666666666,1.0,3.0,,,,2.0,,,2.0,,,0.0625,0.18181818181818182,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.1111111111111111,0.2,0.6666666666666666,0.25,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2021,2021,True
1627671-1629524-1630101-203024-203831,1611661324,"Rachel Banham, Bridget Carleton, Crystal Dangerfield, Damiris Dantas, Natalie Achonwa","Banham, Carleton, Dangerfield, Dantas, Achonwa",1627671-1629524-1630101-203024-203831,MIN,304.0,3,5.0,-7.0,11.0,9.0,8.0,2.0,20,,2.0,2.0,2.0,,1.0,5.0,2.0,,5.0,5.0,,3.0,10.0,2.0,2.0,,3.0,,,5.0,,1.0,,3.0,1.0,3.0,1.0,3.0,4.0,7.0,1.0,1.0,,3.0,,4.0,1.0,3.0,2.0,,,,,,,,1.0,,,,0.15,0.15,0.375,0.5,0.5,0.6,0.25,0.6,0.4444444444444444,1.0,0.25,,,94.73684210526316,,18.727272727272727,10.88888888888889,17.0,10.555555555555555,0.2,,,0.2,0.1,,,,0.5,0.5,0.5,0.7,0.496465,0.61815,,,1.0,8.3,25.14,1.0,,,,,,,,,,,2.0,,,,1.0,,,,,0.6666666666666666,,,,,,,,,,0.09090909090909091,,1.0,,1.0,,,3.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.2,,0.2,,0.375,0.25,1.0,0.6666666666666666,0.2,0.2,1.0,,,0.2,,,,,,1.0,,,,,,,,,1.0,,1.0,,1.0,1.0,,,2.0,,0.5,,,,0.2222222222222222,,,,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2021,2021,True
1629483-1629524-1630101-201480-203825,1611661324,"Napheesa Collier, Bridget Carleton, Crystal Dangerfield, Sylvia Fowles, Kayla McBride","Collier, Carleton, Dangerfield, Fowles, McBride",1629483-1629524-1630101-201480-203825,MIN,5893.0,19,98.0,14.0,185.0,185.0,40.0,15.0,370,23.0,35.0,3.0,51.0,8.0,27.0,45.0,2.0,48.0,113.0,53.0,18.0,186.0,172.0,13.0,2.0,5.0,10.0,50.0,46.0,44.0,25.0,47.0,5.0,116.0,7.0,14.0,42.0,77.0,21.0,98.0,17.0,11.0,6.0,16.0,3.0,31.0,8.0,33.0,31.0,24.0,,11.0,4.0,11.0,6.0,176.0,6.0,0.5208333333333334,0.5319148936170213,0.4247787610619469,0.5060240963855421,0.5225988700564972,0.2647058823529412,0.3192771084337349,0.7924528301886793,0.2153846153846154,0.2692307692307692,0.7474747474747475,0.23076923076923078,0.25,0.2608695652173913,0.625,0.7857142857142857,90.41235363991176,0.5454545454545454,16.518918918918917,15.335135135135134,15.92972972972973,14.637837837837838,0.21084337349397592,0.6571428571428571,0.6764705882352942,0.3072289156626506,0.16265060240963855,0.2962962962962963,0.3076923076923077,0.625,0.2710843373493976,0.2,0.13333333333333333,0.5301204819277109,0.48929451219512193,0.4608909090909091,0.05714285714285714,,0.053763440860215055,8.339823008849557,24.986792452830187,26.0,5.0,7.0,17.0,9.0,7.0,12.0,10.0,8.0,28.0,15.0,32.0,1.0,2.0,28.0,26.0,2.0,0.5833333333333334,0.45454545454545453,0.5384615384615384,0.6956521739130435,0.9090909090909091,0.6521739130434783,0.3333333333333333,0.3695652173913043,0.3181818181818182,0.7142857142857143,0.4090909090909091,0.5228475,0.15053763440860216,0.14054054054054055,1.0,19.0,1.0,24.0,1.0,2.0,66.0,2.0,1.0,19.0,22.0,17.0,15.0,9.0,1.0,5.0,0.9166666666666666,0.4528301886792453,0.2,0.46153846153846156,0.07692307692307693,0.16666666666666666,0.4838709677419355,0.21052631578947367,0.6285714285714286,0.4222222222222222,0.4318181818181818,0.8947368421052632,0.3333333333333333,0.1111111111111111,0.4318181818181818,8.0,6.0,,5.0,3.0,2.0,1.0,1.0,10.0,1.0,0.29411764705882354,0.04819277108433735,0.08196721311475409,6.0,2.0,6.0,0.8823529411764706,5.0,1.0,1.0,7.0,5.0,3.0,4.0,0.5,0.061946902654867256,0.02857142857142857,0.20588235294117646,0.03571428571428571,0.625,0.625,1.0,0.5,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.018867924528301886,0.09803921568627451,0.037037037037037035,0.022222222222222223,0.3333333333333333,0.045454545454545456,1.0,,,,,,,,,,,,,,,1611661324,2021,2021,True
1629483-1630101-201480-203024-203406,1611661324,"Napheesa Collier, Crystal Dangerfield, Sylvia Fowles, Damiris Dantas, Layshia Clarendon","Collier, Dangerfield, Fowles, Dantas, Clarendon",1629483-1630101-201480-203024-203406,MIN,85.0,2,1.0,7.0,3.0,2.0,,1.0,5,,,,1.0,2.0,2.0,,,3.0,3.0,,1.0,7.0,,1.0,,,2.0,4.0,2.0,,2.0,2.0,1.0,4.0,,,1.0,1.0,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,5.0,,0.6666666666666666,0.6666666666666666,1.0,1.0,1.1666666666666667,1.0,,1.0,,,1.0,,,,,,84.70588235294117,,10.0,27.5,6.666666666666667,27.5,,,,0.3333333333333333,0.6666666666666666,1.0,1.0,0.5,,,,,0.3863666666666667,0.3744,0.3333333333333333,,0.2857142857142857,11.700000000000001,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,1.0,1.0,,1.0,,0.3333333333333333,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2021,2021,True
1629483-1629524-1630101-203024-203825,1611661324,"Napheesa Collier, Bridget Carleton, Crystal Dangerfield, Damiris Dantas, Kayla McBride","Collier, Carleton, Dangerfield, Dantas, McBride",1629483-1629524-1630101-203024-203825,MIN,355.0,2,6.0,4.0,12.0,11.0,,2.0,23,2.0,3.0,,3.0,,,5.0,,3.0,6.0,6.0,1.0,16.0,12.0,,1.0,,,4.0,2.0,5.0,2.0,5.0,,13.0,1.0,1.0,3.0,5.0,2.0,7.0,1.0,1.0,,3.0,,3.0,1.0,2.0,2.0,2.0,,,,,,16.0,,0.6666666666666666,0.6666666666666666,0.5,0.625,0.6153846153846154,,0.5,1.0,0.3333333333333333,0.5,1.0,0.4,1.0,1.0,1.0,,93.29577464788731,,17.083333333333332,13.636363636363637,16.666666666666668,13.636363636363637,0.25,0.6666666666666666,0.6666666666666666,0.25,,,,,0.4166666666666667,,,0.75,0.5260916666666667,,0.07692307692307693,,,4.883333333333334,23.5,,,,1.0,,,,,,,2.0,1.0,,,,,,,,,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,3.0,,3.0,,,9.0,,,3.0,3.0,3.0,,,1.0,,1.0,0.5,,0.5,,,,,,0.6,0.6,1.0,,,0.6,1.0,,,,1.0,1.0,,,1.0,1.0,,0.08333333333333333,0.14285714285714285,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1611661324,2021,2021,True
