EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,ShortMidRangeFGM,ShortMidRangeAssists,FTDefRebounds,Steals,LostBallSteals,LostBallTurnovers,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFGM,SecondChanceFG2A,PtsUnassisted2s,Fg2aBlocked,LongMidRangeAssists,OffTwoPtRebounds,OffRebounds,SelfOReb,BadPassSteals,SecondChanceTurnovers,BlockedAtRim,RecoveredBlocks,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceShotQualityAvg,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,OffThreePtRebounds,SecondChanceFg3Pct,SecondChanceEfgPct,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,PtsPutbacks,SecondChanceFg2Pct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PtsUnassisted3s,Corner3FGM,Corner3FGA,Corner3Assists,FTOffRebounds,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,OffFTReboundPct,OffLongMidRangeReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,Travels,Loose Ball Fouls Drawn,PenaltyFg3Pct,PenaltyCorner3Frequency,PenaltyArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Offensive Fouls,LongMidRangePctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ShortMidRangePctBlocked,Loose Ball Fouls,OffCorner3ReboundPct,OffShortMidRangeReboundPct,LostBallOutOfBoundsTurnovers,Offensive Fouls Drawn,BlockedLongMidRange,PenaltyCorner3FGM,PenaltyCorner3Accuracy,HeaveAttempts,Charge Fouls Drawn,3SecondViolations,Charge Fouls,SecondChanceAtRimPctAssisted,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,BlockedCorner3,team_id,year,season,team_vs
1627675-1628881-203015-203026-203824,1611661330,"Courtney Williams, Monique Billings, Shekinna Stricklen, Tiffany Hayes, Odyssey Sims","Williams, Billings, Stricklen, Hayes, Sims",1627675-1628881-203015-203026-203824,ATL,371.0,2,6.0,-3.0,14.0,12.0,10.0,1.0,26.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,4.0,1.0,3.0,4.0,9.0,12.0,2.0,2.0,1.0,3.0,1.0,4.0,6.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,4.0,7.0,7.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,7.0,6.0,10.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,0.35714285714285715,0.25,0.5,1.0,0.5,0.42857142857142855,0.5,0.6666666666666666,0.6,0.6363636363636364,0.5,0.6666666666666666,1.0,0.6666666666666666,0.5,100.91644204851751,11.642857142857142,17.333333333333332,11.357142857142858,15.333333333333334,0.14285714285714285,1.0,1.0,1.0,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,0.25,1.0,0.25,0.5714285714285714,0.3333333333333333,0.48255714285714285,0.4979625,0.125,0.2,0.2222222222222222,0.6666666666666666,12.95,23.5,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2021,2021,True
1627675-1630462-203403-203824-204325,1611661330,"Courtney Williams, Aari McDonald, Tianna Hawkins, Odyssey Sims, Crystal Bradford","Williams, McDonald, Hawkins, Sims, Bradford",1627675-1630462-203403-203824-204325,ATL,248.0,2,4.0,1.0,11.0,10.0,6.0,,21.0,1.0,1.0,,,2.0,,,1.0,,3.0,3.0,,1.0,13.0,19.0,18.0,,,1.0,1.0,,8.0,10.0,6.0,,1.0,,3.0,,3.0,,1.0,6.0,,1.0,2.0,2.0,1.0,,,,1.0,1.0,1.0,4.0,8.0,14.0,3.0,4.0,,,,19.0,10.0,6.0,4.0,1.0,1.0,,,,1.0,1.0,0.75,1.0,0.9,,0.9,0.25,1.0,0.16666666666666666,,0.14285714285714285,,,1.0,,,121.93548387096773,10.909090909090908,12.8,10.909090909090908,10.8,0.25,1.0,1.0,1.0,0.5,,0.25,,,,,,,0.5,,0.428375,0.3828,0.5,0.6,,0.5263157894736842,5.366666666666667,26.6,0.5454545454545454,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2021,2021,True
1628881-1630462-203015-203403-204325,1611661330,"Monique Billings, Aari McDonald, Shekinna Stricklen, Tianna Hawkins, Crystal Bradford","Billings, McDonald, Stricklen, Hawkins, Bradford",1628881-1630462-203015-203403-204325,ATL,275.0,1,5.0,4.0,11.0,10.0,,2.0,21.0,1.0,4.0,,,3.0,1.0,,1.0,,3.0,8.0,,1.0,,6.0,2.0,,,,,,,,4.0,,1.0,,2.0,,2.0,,,4.0,3.0,3.0,6.0,8.0,2.0,,2.0,1.0,3.0,,1.0,2.0,,,,,2.0,1.0,2.0,6.0,,,,0.6666666666666666,0.6666666666666666,,,,0.375,,0.3333333333333333,,0.3333333333333333,,,0.1111111111111111,0.6666666666666666,1.0,0.75,0.8571428571428571,1.0,1.0,,0.75,,109.96363636363637,14.909090909090908,11.1,12.181818181818182,10.1,0.4444444444444444,0.25,0.3333333333333333,,0.3333333333333333,0.1111111111111111,0.1111111111111111,,,,,,,0.5555555555555556,,0.5457611111111111,,,,,,6.725,24.4,,1.0,1.0,1.0,,1.0,,,,,,,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.125,0.25,0.4,0.3333333333333333,0.6666666666666666,0.2,1.0,1.0,1.0,1.0,0.4173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2021,2021,True
1630462-203026-203403-203824-204323,1611661330,"Aari McDonald, Tiffany Hayes, Tianna Hawkins, Odyssey Sims, Cheyenne Parker","McDonald, Hayes, Hawkins, Sims, Parker",1630462-203026-203403-203824-204323,ATL,119.0,1,2.0,3.0,3.0,4.0,,1.0,7.0,,,,,2.0,,1.0,2.0,,1.0,2.0,1.0,2.0,,5.0,2.0,,3.0,,,,,,,3.0,2.0,1.0,,1.0,1.0,1.0,,3.0,2.0,1.0,3.0,4.0,,,,,,,,,,,,,,,,2.0,,,,,,1.0,0.5,0.5,0.5,,0.625,,0.625,1.5,,0.5,,1.0,1.0,1.0,,1.0,,1.0,,84.70588235294117,17.333333333333332,16.75,15.666666666666666,16.75,,,,,0.5,,0.5,0.5,0.5,1.0,,,,0.5,0.5,0.47105,,,,0.6,,7.25,24.8,,,1.0,,,,,,,,,,0.5,0.5,,,,2.0,,,,1.0,,,,,,,,,0.5,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2021,2021,True
1627675-1630462-203403-204323-204325,1611661330,"Courtney Williams, Aari McDonald, Tianna Hawkins, Cheyenne Parker, Crystal Bradford","Williams, McDonald, Hawkins, Parker, Bradford",1627675-1630462-203403-204323-204325,ATL,133.0,1,2.0,-1.0,5.0,5.0,4.0,1.0,10.0,2.0,4.0,1.0,3.0,,,,2.0,2.0,2.0,4.0,,2.0,2.0,6.0,7.0,,2.0,1.0,3.0,2.0,1.0,3.0,2.0,,2.0,,1.0,,1.0,,1.0,2.0,,1.0,1.0,3.0,,,,,,,,1.0,2.0,3.0,1.0,1.0,1.0,,1.0,4.0,3.0,4.0,1.0,0.5,1.0,,,,0.5,0.3333333333333333,0.3333333333333333,0.2,0.42857142857142855,0.5,0.25,0.3333333333333333,,1.0,,1.0,1.0,,,,,108.27067669172932,12.4,14.2,9.4,14.2,0.6666666666666666,0.5,0.6666666666666666,0.5,,,0.3333333333333333,,,,0.6,0.3333333333333333,0.4,1.0,,0.5894,0.58402,0.16666666666666666,0.25,0.3333333333333333,0.5,1.525,25.15,0.8,4.0,,,,,,,1.0,,1.0,,,,,,1.0,2.0,1.0,,1.0,2.0,,,,1.0,1.0,0.25,0.25,0.5,0.5,0.5,,1.0,,,,0.27375,,1.0,,1.0,1.0,,0.5,0.5,0.5,0.5,,,1.0,1.0,1.0,2.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2021,2021,True
1627675-1630462-203026-204322-204323,1611661330,"Courtney Williams, Aari McDonald, Tiffany Hayes, Elizabeth Williams, Cheyenne Parker","Williams, McDonald, Hayes, Williams, Parker",1627675-1630462-203026-204322-204323,ATL,230.0,2,4.0,-7.0,8.0,8.0,4.0,1.0,16.0,,1.0,,1.0,,2.0,2.0,2.0,,,3.0,2.0,2.0,,6.0,13.0,,,,2.0,,,,,3.0,2.0,2.0,,1.0,1.0,1.0,,3.0,1.0,,1.0,1.0,2.0,,1.0,1.0,3.0,2.0,1.0,3.0,,,,,,,,6.0,,4.0,,,,0.5,1.0,1.0,,,0.6,,0.6,,,0.4,0.6666666666666666,,1.0,0.3333333333333333,,,,1.0,,100.17391304347825,13.25,15.5,13.125,13.0,0.2,,,,,0.4,0.4,1.0,1.0,0.5,0.5,,,0.6,1.0,0.53648,0.59155,,,,,13.0,24.6,0.5,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2021,2021,True
1627675-203026-203824-204322-204325,1611661330,"Courtney Williams, Tiffany Hayes, Odyssey Sims, Elizabeth Williams, Crystal Bradford","Williams, Hayes, Sims, Williams, Bradford",1627675-203026-203824-204322-204325,ATL,255.0,2,4.0,9.0,8.0,8.0,2.0,2.0,16.0,1.0,2.0,1.0,1.0,5.0,2.0,,,,5.0,9.0,1.0,1.0,1.0,14.0,5.0,1.0,3.0,1.0,2.0,,,2.0,6.0,3.0,,,3.0,1.0,4.0,,,9.0,2.0,2.0,4.0,6.0,,,,,,,1.0,2.0,3.0,2.0,1.0,,,,,11.0,2.0,2.0,,0.6,0.6,1.0,1.0,1.0,0.5555555555555556,0.5,0.65,0.5,0.7,0.75,0.5,0.1,,1.0,1.0,1.0,,1.0,1.0,1.0,,90.3529411764706,17.0,14.875,16.0,14.875,0.2,0.5,0.5,,0.5,0.2,,,,,0.5,1.0,,0.3,,0.46898999999999996,0.51905,0.2,0.1111111111111111,0.21428571428571427,0.14285714285714285,8.61111111111111,23.4,0.25,8.0,3.0,3.0,,,,,1.0,,,,0.6,0.6,1.0,1.0,2.0,4.0,,,1.0,2.0,,,,,,,,0.25,0.25,,,,0.5,0.5,,0.5849,,,,,,,0.5,,,,,,,1.0,1.0,,0.5,0.5,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2021,2021,True
1627675-1630150-203403-203824-204323,1611661330,"Courtney Williams, Chennedy Carter, Tianna Hawkins, Odyssey Sims, Cheyenne Parker","Williams, Carter, Hawkins, Sims, Parker",1627675-1630150-203403-203824-204323,ATL,109.0,1,2.0,4.0,3.0,3.0,,,6.0,,,,,,,1.0,1.0,,,,2.0,2.0,,6.0,2.0,,,,,,,,,6.0,1.0,1.0,,2.0,2.0,1.0,,6.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,6.0,,,,,,1.0,1.0,1.0,,,1.5,,1.5,,,1.0,1.0,1.0,,1.0,,,1.0,,,79.26605504587155,14.666666666666666,21.666666666666668,14.666666666666666,21.666666666666668,,,,,,,0.5,1.0,1.0,1.0,,,,1.0,1.0,0.47055,,,,,,,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2021,2021,True
1630462-203403-203824-204323-204325,1611661330,"Aari McDonald, Tianna Hawkins, Odyssey Sims, Cheyenne Parker, Crystal Bradford","McDonald, Hawkins, Sims, Parker, Bradford",1630462-203403-203824-204323-204325,ATL,57.0,1,1.0,1.0,3.0,2.0,3.0,,5.0,,,,,1.0,1.0,,,,1.0,2.0,,,2.0,4.0,3.0,,,1.0,2.0,,2.0,4.0,2.0,,,,1.0,,1.0,,,2.0,,1.0,1.0,1.0,,,,,,,,,1.0,2.0,,1.0,1.0,,1.0,4.0,4.0,3.0,1.0,1.0,1.0,,,,0.5,0.5,0.5,0.5,0.6666666666666666,,0.6666666666666666,,,1.0,,1.0,1.0,,,,,126.31578947368422,8.333333333333334,16.0,8.333333333333334,16.0,,,,,0.5,0.5,,,,,,,,,,0.4206,0.4206,,,,1.0,12.8,,1.0,2.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2021,2021,True
1627675-1628881-1630150-203026-203403,1611661330,"Courtney Williams, Monique Billings, Chennedy Carter, Tiffany Hayes, Tianna Hawkins","Williams, Billings, Carter, Hayes, Hawkins",1627675-1628881-1630150-203026-203403,ATL,362.0,4,6.0,3.0,12.0,12.0,9.0,,24.0,2.0,2.0,2.0,2.0,3.0,,1.0,2.0,2.0,4.0,5.0,1.0,3.0,5.0,16.0,13.0,,,3.0,3.0,3.0,5.0,14.0,,3.0,2.0,1.0,,1.0,1.0,1.0,,3.0,,2.0,3.0,3.0,,,,1.0,1.0,,,1.0,3.0,6.0,1.0,2.0,,,,16.0,14.0,9.0,2.0,,,1.0,0.3333333333333333,0.3333333333333333,0.8,1.0,0.6875,0.75,0.7272727272727273,,0.7777777777777778,0.375,,0.5,,0.3333333333333333,1.0,,1.0,,,95.4696132596685,13.833333333333334,16.333333333333332,13.833333333333334,15.0,0.25,1.0,1.0,,0.375,,0.25,0.5,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,0.625,0.5,0.54205,0.58255,0.1111111111111111,0.16666666666666666,,0.875,5.0,24.03333333333333,0.75,5.0,2.0,,1.0,1.0,,,,,1.0,1.0,0.6666666666666666,0.6666666666666666,,,,8.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.125,,,,,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.16666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2021,2021,True
