EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGA,FG2M,FG2A,Points,PtsUnassisted2s,Steals,LostBallSteals,DeadBallTurnovers,Turnovers,Fouls,FoulsDrawn,FirstChancePoints,Fg2Pct,EfgPct,TsPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,SecondChanceOffPoss,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,FG3M,FG3A,FtPoints,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,BadPassOutOfBoundsTurnovers,ShootingFouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceAtRimFGA,PenaltyAtRimFGA,LongMidRangeFGM,PenaltyCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,HeaveAttempts,LongMidRangeAssists,OffThreePtRebounds,LiveBallTurnovers,BadPassTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls Drawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChanceFtPoints,PtsPutbacks,SecondChanceFg2Pct,SecondChanceAtRimAccuracy,PenaltyAtRimFGM,PtsUnassisted3s,BadPassSteals,LostBallTurnovers,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyAtRimAccuracy,Travels,Loose Ball Fouls,ShortMidRangeAssists,LostBallOutOfBoundsTurnovers,Loose Ball Fouls Drawn,BlockedShortMidRange,OffCorner3ReboundPct,ShortMidRangePctAssisted,Offensive Fouls Drawn,SecondChanceArc3FGM,BlockedLongMidRange,ShortMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,OffShortMidRangeReboundPct,StepOutOfBoundsTurnovers,Offensive Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,PenaltyArc3FGM,PenaltyFG3M,Fg3aBlocked,PenaltyFg3Pct,FG3APctBlocked,Corner3PctBlocked,PenaltyArc3Accuracy,FTOffRebounds,OffFTReboundPct,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Charge Fouls,Blocked3s,BlockedArc3,3SecondViolations,LongMidRangePctBlocked,Arc3PctBlocked,BlockedCorner3,HeaveMakes,Clear Path Fouls,team_id,year,season,team_vs
1627669-1629481-1630112-1630386-204330,1611661321,"Moriah Jefferson, Arike Ogunbowale, Tyasha Harris, Awak Kuier, Isabelle Harrison","Jefferson, Ogunbowale, Harris, Kuier, Harrison",1627669-1629481-1630112-1630386-204330,DAL,66.0,2,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,0.5,65.45454545454545,22.5,21.0,22.5,21.0,0.5,1.0,1.0,0.5,0.5,0.3852,9.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2021,2021,True
1627669-1629481-1629497-1630454-204330,1611661321,"Moriah Jefferson, Arike Ogunbowale, Marina Mabrey, Charli Collier, Isabelle Harrison","Jefferson, Ogunbowale, Mabrey, Collier, Harrison",1627669-1629481-1629497-1630454-204330,DAL,505.0,1,8.0,9.0,18.0,17.0,35.0,4.0,7.0,1.0,5.0,10.0,30.0,2.0,,,1.0,1.0,2.0,2.0,27.0,0.5,0.8235294117647058,0.8333333333333334,99.8019801980198,12.555555555555555,16.41176470588235,12.5,15.941176470588236,0.4117647058823529,0.5714285714285714,0.6666666666666666,0.058823529411764705,0.8235294117647058,0.5749794117647058,5.43,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,5.0,6.0,7.0,2.0,21.0,1.0,1.0,3.0,8.0,18.0,5.0,4.0,1.0,4.0,6.0,10.0,4.0,2.0,4.0,26.0,1.0,1.0,6.0,1.0,8.0,1.0,9.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,0.8,0.8,1.0,0.8571428571428571,1.0,0.8571428571428571,1.5,1.5,0.4117647058823529,0.1,0.14285714285714285,1.0,0.8571428571428571,0.2,0.5,0.7777777777777778,0.16666666666666666,1.0,0.5,1.0,1.0,0.5,0.2,0.5,1.0,0.11764705882352941,0.5,0.5,0.11764705882352941,1.0,1.0,1.0,0.29411764705882354,0.8,0.8,1.0,1.0,1.0,1.0,0.8,0.59655,0.1111111111111111,0.18181818181818182,0.1,23.75714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2021,2021,True
1627669-1629481-1630112-203866-204330,1611661321,"Moriah Jefferson, Arike Ogunbowale, Tyasha Harris, Kayla Thornton, Isabelle Harrison","Jefferson, Ogunbowale, Harris, Thornton, Harrison",1627669-1629481-1630112-203866-204330,DAL,643.0,2,11.0,-18.0,18.0,21.0,39.0,2.0,5.0,2.0,3.0,8.0,11.0,2.0,,,1.0,2.0,6.0,3.0,11.0,0.375,0.25,0.2894736842105263,87.34059097978226,19.5,13.904761904761905,17.11111111111111,12.952380952380953,0.2777777777777778,0.4,0.5,0.1111111111111111,0.8333333333333334,0.5121970588235294,7.1875,3.0,,1.0,,1.0,,,1.0,9.0,1.0,10.0,2.0,29.0,,1.0,,4.0,3.0,8.0,1.0,1.0,2.0,1.0,3.0,1.0,,1.0,7.0,1.0,3.0,1.0,,4.0,3.0,7.0,,,4.0,2.0,,,3.0,3.0,3.0,,0.6666666666666666,0.6666666666666666,1.0,0.1,,0.1111111111111111,,,0.5555555555555556,0.125,0.2,,0.16666666666666666,0.2,1.0,0.4444444444444444,0.21428571428571427,,,0.5,,1.0,,,0.5,0.05555555555555555,,,0.05555555555555555,,,,0.5,0.1111111111111111,0.1111111111111111,1.0,,,,0.125,0.48435,,,,25.98,6.0,15.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,0.3333333333333333,0.14285714285714285,0.25,0.5,0.2222222222222222,0.3333333333333333,0.25,1.0,0.5,0.5,1.0,0.5,0.5,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.5438928571428571,0.36363636363636365,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2021,2021,True
1629481-1630093-1630112-1630149-203866,1611661321,"Arike Ogunbowale, Bella Alarie, Tyasha Harris, Satou Sabally, Kayla Thornton","Ogunbowale, Alarie, Harris, Sabally, Thornton",1629481-1630093-1630112-1630149-203866,DAL,157.0,2,3.0,1.0,4.0,5.0,9.0,2.0,4.0,,2.0,4.0,5.0,4.0,,,,1.0,1.0,2.0,2.0,0.5,0.4,0.5,82.54777070063695,18.0,17.0,18.0,17.0,0.8,0.5,0.5,,1.0,0.59675,1.575,1.0,,,,,,,,1.0,,1.0,1.0,4.0,,,3.0,,,1.0,,,,,,,,,,1.0,1.0,1.0,,2.0,2.0,4.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,1.0,1.5,0.2,,,,1.0,0.5,1.0,1.0,0.6666666666666666,,,1.0,,1.0,0.3333333333333333,,,,,,,,,,0.2,,,,,,,,0.5748,0.2,0.25,0.6,24.4,,,1.0,,,,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,0.5,1.0,,,,,1.0,,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2021,2021,True
1629485-1629497-1630112-1630440-203866,1611661321,"Kristine Anigwe, Marina Mabrey, Tyasha Harris, Chelsea Dungee, Kayla Thornton","Anigwe, Mabrey, Harris, Dungee, Thornton",1629485-1629497-1630112-1630440-203866,DAL,100.0,1,2.0,-1.0,3.0,3.0,6.0,,1.0,,,1.0,2.0,,,,,,,1.0,2.0,,,0.2,86.39999999999999,21.0,12.333333333333334,14.0,12.333333333333334,0.25,,,,1.0,0.4785,3.5,1.0,,,,,,,,3.0,,3.0,2.0,3.0,,2.0,,,,3.0,,,,,,,,,,1.0,1.0,1.0,,2.0,2.0,4.0,,,,2.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,0.75,,,,1.0,1.0,1.0,1.0,0.5,,1.0,,,1.0,,1.0,,,,,,,,,0.75,,,,,,,,0.4464,0.2,0.5,,24.766666666666666,3.0,,,1.0,,,2.0,3.0,,,1.0,3.0,2.0,2.0,,,1.0,,,,,,,2.0,3.0,,,,0.2,,0.3333333333333333,1.0,0.3333333333333333,,,,,,1.0,0.25,,0.75,0.4785,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2021,2021,True
1629497-1630112-1630149-203866-204330,1611661321,"Marina Mabrey, Tyasha Harris, Satou Sabally, Kayla Thornton, Isabelle Harrison","Mabrey, Harris, Sabally, Thornton, Harrison",1629497-1630112-1630149-203866-204330,DAL,409.0,2,7.0,-8.0,13.0,14.0,27.0,2.0,3.0,,2.0,5.0,11.0,2.0,3.0,1.0,,1.0,3.0,2.0,11.0,0.4,0.35,0.4583333333333333,95.06112469437653,14.692307692307692,15.571428571428571,14.692307692307692,14.714285714285714,0.3,0.6666666666666666,0.6666666666666666,,0.8,0.49701000000000006,6.220000000000001,,,2.0,,,,,1.0,5.0,1.0,5.0,4.0,19.0,,,,2.0,,5.0,1.0,,1.0,,1.0,,,1.0,2.0,,,2.0,,2.0,,2.0,,,1.0,4.0,,1.0,,,,,0.5,0.5,,0.2,,0.2,,,0.5,,,,1.0,,,0.4,,,,1.0,1.0,,,,0.5,0.2,,,,,,,0.5,0.2,0.2,,,,,0.2,,0.09090909090909091,0.16666666666666666,,25.56,6.0,7.0,,2.0,,,,2.0,,1.0,3.0,2.0,2.0,4.0,,,,1.0,,,,,1.0,4.0,6.0,,0.3333333333333333,0.2,0.3333333333333333,1.0,,,,,,,,,,0.4,,0.4,0.52421,0.36363636363636365,0.46153846153846156,,,,,,,1.0,3.0,2.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2021,2021,True
1628277-1629497-1630093-1630149-204330,1611661321,"Allisha Gray, Marina Mabrey, Bella Alarie, Satou Sabally, Isabelle Harrison","Gray, Mabrey, Alarie, Sabally, Harrison",1628277-1629497-1630093-1630149-204330,DAL,41.0,1,1.0,-3.0,1.0,1.0,2.0,,,,,,,,,,1.0,1.0,,1.0,,,,,70.2439024390244,17.0,24.0,17.0,24.0,,,,,1.0,,,,,,,,,,,1.0,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,47.1,1.0,1.0,,,,,,1.0,,,,1.0,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2021,2021,True
1628277-1629497-1630093-1630149-203866,1611661321,"Allisha Gray, Marina Mabrey, Bella Alarie, Satou Sabally, Kayla Thornton","Gray, Mabrey, Alarie, Sabally, Thornton",1628277-1629497-1630093-1630149-203866,DAL,30.0,1,,-2.0,2.0,1.0,3.0,,,,,,,,,,,,1.0,,,,,,144.0,13.0,4.0,13.0,4.0,,,,,1.0,0.48525,,,,,,,,,,2.0,,2.0,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,24.95,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2021,2021,True
1628277-1630112-1630386-1630440-203866,1611661321,"Allisha Gray, Tyasha Harris, Awak Kuier, Chelsea Dungee, Kayla Thornton","Gray, Harris, Kuier, Dungee, Thornton",1628277-1630112-1630386-1630440-203866,DAL,81.0,1,1.0,-2.0,2.0,3.0,5.0,,,,,1.0,,,,,,,,,,,,,88.88888888888889,22.0,12.333333333333334,22.0,12.333333333333334,,,,,0.5,0.44355,10.7,,,1.0,,,,,,1.0,,1.0,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,0.5,,,,,,,0.5,,,,,,,,,,,,23.7,2.0,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,0.5,0.44355,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2021,2021,True
1629481-1629497-1630149-1630454-203866,1611661321,"Arike Ogunbowale, Marina Mabrey, Satou Sabally, Charli Collier, Kayla Thornton","Ogunbowale, Mabrey, Sabally, Collier, Thornton",1629481-1629497-1630149-1630454-203866,DAL,217.0,2,4.0,,7.0,5.0,12.0,,2.0,,2.0,4.0,7.0,2.0,,,2.0,2.0,1.0,1.0,7.0,0.5,0.4375,0.4375,79.63133640552995,17.142857142857142,19.4,16.571428571428573,19.4,0.25,,,,0.75,0.4419125,4.75,2.0,2.0,2.0,,1.0,,1.0,1.0,3.0,1.0,4.0,,7.0,,2.0,,2.0,3.0,3.0,1.0,,1.0,1.0,2.0,1.0,,,5.0,2.0,,2.0,,2.0,3.0,5.0,1.0,,,,,,1.0,,1.0,1.0,0.5,0.5,1.0,0.25,,0.25,,,0.5,,,,1.0,1.0,,1.0,0.75,,,1.0,1.0,,0.25,1.0,,0.25,1.0,1.0,0.125,,,,0.375,0.3333333333333333,0.3333333333333333,1.0,0.5,,,0.3333333333333333,0.220275,,,,24.825,2.0,,,1.0,,1.0,1.0,1.0,,,1.0,2.0,,,,,1.0,,,1.0,1.0,,,,2.0,,,,,,0.5,1.0,,,,,,,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3480833333333333,,0.2857142857142857,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2021,2021,True
