EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,FG2M,FG2A,Points,OpponentPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,LiveBallTurnovers,BadPassTurnovers,Turnovers,Fouls,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,LiveBallTurnoverPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Steals,BadPassSteals,DeadBallTurnovers,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3A,SecondChanceFG3A,PenaltyFG3A,NonHeaveArc3FGA,OffThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LostBallTurnovers,SecondChanceTurnovers,FoulsDrawn,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,FG3APct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,Arc3Frequency,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGA,PtsUnassisted2s,Fg2aBlocked,ShootingFouls,FG2APctBlocked,ShortMidRangePctBlocked,ShortMidRangeFrequency,ShortMidRangeFGM,ShortMidRangeAssists,Travels,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyAtRimFGM,PenaltyAtRimFGA,FtPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,OffTwoPtRebounds,DefThreePtRebounds,SelfOReb,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Blocked3s,BlockedArc3,SecondChanceAtRimFGA,Corner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG2A,PenaltyFG3M,PenaltyFtPoints,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,FTDefRebounds,LostBallSteals,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,AtRimPctBlocked,DefFTReboundPct,DefCorner3ReboundPct,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChanceAtRimFGM,LongMidRangeFGM,LongMidRangeFGA,SecondChanceFG2M,PtsPutbacks,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,Charge Fouls,BlockedShortMidRange,SecondChanceFg2Pct,SecondChanceEfgPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,PenaltyTurnovers,OffShortMidRangeReboundPct,Offensive Fouls,OffLongMidRangeReboundPct,SecondChanceArc3FGM,SecondChanceFG3M,Loose Ball Fouls Drawn,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,OffCorner3ReboundPct,Corner3FGM,PenaltyCorner3FGA,Fg3aBlocked,Corner3Assists,Charge Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,FG3APctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawnPct,BlockedLongMidRange,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LongMidRangePctBlocked,PenaltyCorner3FGM,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,team_id,year,season,team_vs
1627674-1628882-1628890-1628922-201496,1611661329,"Kahleah Copper, Lexie Brown, Diamond DeShields, Azurá Stevens, Candace Parker","Copper, Brown, DeShields, Stevens, Parker",1627674-1628882-1628890-1628922-201496,CHI,77.0,1,1,-3.0,2,2,4,1.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,74.8051948051948,18.0,20.5,18.0,20.5,1.0,1.0,1.0,1.0,1.0,0.5676,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2021,2021,False
1627674-1628882-1628890-1628922-203828,1611661329,"Kahleah Copper, Lexie Brown, Diamond DeShields, Azurá Stevens, Stefanie Dolson","Copper, Brown, DeShields, Stevens, Dolson",1627674-1628882-1628890-1628922-203828,CHI,58.0,1,1,,3,2,5,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,0.5,124.13793103448276,4.333333333333333,22.5,4.333333333333333,22.5,1.0,1.0,1.0,1.0,1.0,0.8768,1.2,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2021,2021,False
1627674-1628882-1628922-201496-201516,1611661329,"Kahleah Copper, Lexie Brown, Azurá Stevens, Candace Parker, Allie Quigley","Copper, Brown, Stevens, Parker, Quigley",1627674-1628882-1628922-201496-201516,CHI,91.0,1,2,-4.0,3,4,7,,,,,,4.0,,,,,,2.0,,2.0,,,,,,,,1.0,110.76923076923077,22.333333333333332,6.0,21.333333333333332,6.0,,,,,1.0,0.42369999999999997,,,,,1.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.339675,24.733333333333334,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2021,2021,False
1627674-1628882-1628922-201496-202664,1611661329,"Kahleah Copper, Lexie Brown, Azurá Stevens, Candace Parker, Courtney Vandersloot","Copper, Brown, Stevens, Parker, Vandersloot",1627674-1628882-1628922-201496-202664,CHI,72.0,1,1,,3,3,6,1.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,1.0,2.0,,,0.5,0.3333333333333333,0.3333333333333333,,120.0,7.666666666666667,16.333333333333332,7.666666666666667,16.333333333333332,0.3333333333333333,1.0,1.0,,0.6666666666666666,0.49695,4.7,,,,,,,1.0,,,1.0,,,1.0,,2.0,2.0,,2.0,,,,,,,,,,0.3333333333333333,1.0,,1.0,,,1.0,,0.3333333333333333,,,,24.8,,1.0,2.0,1.0,1.0,0.5,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2021,2021,False
1627674-1628882-1628922-202664-203828,1611661329,"Kahleah Copper, Lexie Brown, Azurá Stevens, Courtney Vandersloot, Stefanie Dolson","Copper, Brown, Stevens, Vandersloot, Dolson",1627674-1628882-1628922-202664-203828,CHI,59.0,1,1,,2,1,3,,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,2.0,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,73.22033898305085,19.5,20.0,19.5,19.0,,,,,,0.3718,9.3,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2021,2021,False
1627674-1628890-1628922-1630389-201496,1611661329,"Kahleah Copper, Diamond DeShields, Azurá Stevens, Dana Evans, Candace Parker","Copper, DeShields, Stevens, Evans, Parker",1627674-1628890-1628922-1630389-201496,CHI,195.0,2,3,5.0,6,6,12,2.0,4.0,2.0,4.0,5.0,,2.0,1.0,1.0,1.0,2.0,,,,,4.0,0.5,0.5,0.5,0.4,0.4166666666666667,,88.61538461538461,15.5,17.0,14.833333333333334,17.0,0.8,0.5,0.5,0.5,1.0,0.66901,1.325,,,,3.0,5.0,1.0,1.0,,,1.0,,,1.0,,3.0,4.0,1.0,5.0,,,1.0,,,,,,3.0,0.2,0.75,,0.8,0.3333333333333333,,1.0,,0.2,,,0.75375,24.0,0.5,,2.0,,,,,,,,,,,,2.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.5,1.0,1.0,0.3333333333333333,1.0,1.0,0.16666666666666666,0.2,0.2,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2021,2021,False
1627674-1628890-1628922-1630389-203828,1611661329,"Kahleah Copper, Diamond DeShields, Azurá Stevens, Dana Evans, Stefanie Dolson","Copper, DeShields, Stevens, Evans, Dolson",1627674-1628890-1628922-1630389-203828,CHI,92.0,1,2,-5.0,3,3,6,,,,,,5.0,,,,,,1.0,,3.0,,,,,,,,0.3333333333333333,93.91304347826086,13.666666666666666,17.0,13.666666666666666,17.0,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2021,2021,False
1627674-1628890-1628922-201496-202664,1611661329,"Kahleah Copper, Diamond DeShields, Azurá Stevens, Candace Parker, Courtney Vandersloot","Copper, DeShields, Stevens, Parker, Vandersloot",1627674-1628890-1628922-201496-202664,CHI,789.0,7,13,-2.0,27,28,55,5.0,12.0,6.0,14.0,30.0,32.0,8.0,4.0,6.0,4.0,14.0,3.0,2.0,4.0,6.0,30.0,0.6666666666666666,0.6666666666666666,0.42857142857142855,0.45652173913043476,0.5555555555555556,0.75,100.38022813688212,14.407407407407407,14.285714285714286,13.592592592592593,13.0,0.5217391304347826,0.4166666666666667,0.5555555555555556,0.8,0.9130434782608695,0.5607130434782609,3.0214285714285714,6.0,5.0,1.0,7.0,10.0,3.0,7.0,,1.0,9.0,,1.0,7.0,,3.0,8.0,4.0,12.0,1.0,1.0,8.0,,2.0,2.0,2.0,,4.0,0.391304347826087,0.3333333333333333,,0.4666666666666667,0.2857142857142857,,0.2857142857142857,,0.30434782608695654,,0.3333333333333333,0.6253833333333333,23.966666666666665,0.25925925925925924,2.0,4.0,3.0,1.0,0.21428571428571427,,0.08695652173913043,1.0,,,0.5,0.5,,2.0,2.0,9.0,,,2.0,2.0,14.0,4.0,4.0,1.0,10.0,2.0,9.0,1.0,1.1666666666666667,,1.0,0.5,0.6666666666666666,0.5714285714285714,0.5,,0.75,0.09090909090909091,0.6666666666666666,1.0,0.08695652173913043,0.14285714285714285,,0.4666666666666667,,,2.0,2.0,3.0,1.0,3.0,3.0,1.0,7.0,6.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.25,1.0,0.5,0.08695652173913043,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.6666666666666666,1.0,0.42857142857142855,0.5113666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2021,2021,False
1627674-1628890-1628922-202664-203828,1611661329,"Kahleah Copper, Diamond DeShields, Azurá Stevens, Courtney Vandersloot, Stefanie Dolson","Copper, DeShields, Stevens, Vandersloot, Dolson",1627674-1628890-1628922-202664-203828,CHI,751.0,5,13,3.0,27,27,54,6.0,9.0,10.0,14.0,30.0,27.0,14.0,7.0,7.0,4.0,14.0,2.0,1.0,6.0,4.0,28.0,0.7,0.7777777777777778,0.7142857142857143,0.575,0.625,0.3333333333333333,103.54194407456724,11.37037037037037,16.444444444444443,11.074074074074074,16.0,0.45,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.52215,7.242857142857143,3.0,3.0,4.0,,2.0,4.0,5.0,1.0,,6.0,1.0,,5.0,1.0,8.0,11.0,2.0,13.0,1.0,3.0,4.0,,1.0,,1.0,1.0,,0.3,0.8888888888888888,0.3333333333333333,0.9166666666666666,0.2857142857142857,0.3333333333333333,,1.0,0.25,0.5,,,24.066666666666666,,1.0,6.0,,3.0,,,0.05,1.0,1.0,,1.0,1.0,1.0,,,7.0,,2.0,,,,1.0,3.0,,8.0,4.0,,,,0.5,,0.25,1.0,0.3333333333333333,1.0,0.8333333333333334,1.0,,,,0.16666666666666666,0.2222222222222222,0.06666666666666667,,,,1.0,1.0,1.0,,1.0,1.0,,,,3.0,1.0,,,,,,,,,,,,0.16666666666666666,,0.16666666666666666,,,1.0,0.05,0.2,0.2,,0.5,,0.2,0.6042,1.0,3.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.2,0.75,0.75,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2021,2021,False
1627674-1628890-1628922-202664-203838,1611661329,"Kahleah Copper, Diamond DeShields, Azurá Stevens, Courtney Vandersloot, Astou Ndour-Fall","Copper, DeShields, Stevens, Vandersloot, Ndour-Fall",1627674-1628890-1628922-202664-203838,CHI,41.0,1,1,,1,1,2,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,70.2439024390244,28.0,13.0,28.0,13.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2021,2021,False
