EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceOffPoss,Corner3FGA,SecondChanceCorner3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,LongMidRangeAssists,OffTwoPtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,AtRimPctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,LongMidRangePctAssisted,Corner3Frequency,SecondChanceCorner3Frequency,SecondChanceShotQualityAvg,SecondChancePointsPct,ShootingFouls,PenaltyDefPoss,ShortMidRangeFGM,ShortMidRangeAssists,2pt And 1 Free Throw Trips,OffShortMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyOffPoss,PenaltyCorner3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,BadPassOutOfBoundsTurnovers,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,PenaltyCorner3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceAtRimFGA,PenaltyAtRimFGA,PenaltyArc3FGA,LostBallOutOfBoundsTurnovers,Travels,PenaltyTurnovers,BlockedLongMidRange,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Corner3FGM,PenaltyArc3FGM,SecondChanceFtPoints,PenaltyFG3M,HeaveAttempts,Corner3Assists,LostBallTurnovers,SecondChanceTurnovers,Loose Ball Fouls,PenaltyFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyArc3Accuracy,Charge Fouls Drawn,PenaltyAtRimFGM,OffThreePtRebounds,Offensive Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,OffThreePtReboundPct,OffArc3ReboundPct,PenaltyAtRimAccuracy,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Technical Free Throw Trips,Offensive Fouls Drawn,SecondChanceAtRimFGM,PtsPutbacks,SecondChanceAtRimAccuracy,Charge Fouls,Blocked3s,BlockedArc3,PtsUnassisted3s,FTOffRebounds,OffFTReboundPct,SecondChanceAtRimPctAssisted,OffCorner3ReboundPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3SecondViolations,team_id,year,season,team_vs
100720-1627668-200676-202259-204319,1611661328,"Sue Bird, Breanna Stewart, Candice Dupree, Epiphanny Prince, Jewell Loyd","Bird, Stewart, Dupree, Prince, Loyd",100720-1627668-200676-202259-204319,SEA,321.0,4,5.0,4.0,11.0,10.0,21,3.0,3.0,2.0,1.0,2.0,1.0,2.0,4.0,7.0,1.0,2.0,3.0,14.0,10.0,6.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,9.0,1.0,4.0,1.0,6.0,6.0,1.0,3.0,1.0,4.0,2.0,14.0,0.75,0.75,1.0,0.5,0.5,0.5714285714285714,0.6111111111111112,0.6363636363636364,0.2222222222222222,0.14285714285714285,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,94.20560747663552,13.454545454545455,17.3,13.454545454545455,17.3,0.3333333333333333,1.0,1.0,1.0,0.2222222222222222,0.2222222222222222,0.5,0.5,0.2222222222222222,0.5,0.5,1.0,0.5555555555555556,0.5,0.5068444444444444,0.18181818181818182,0.2222222222222222,8.585714285714285,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2021,2021,False
100720-1629496-200676-202259-203855,1611661328,"Sue Bird, Ezi Magbegor, Candice Dupree, Epiphanny Prince, Stephanie Talbot","Bird, Magbegor, Dupree, Prince, Talbot",100720-1629496-200676-202259-203855,SEA,697.0,4,12.0,2.0,21.0,20.0,41,3.0,5.0,2.0,3.0,6.0,2.0,4.0,6.0,13.0,2.0,6.0,1.0,19.0,17.0,10.0,2.0,6.0,4.0,2.0,1.0,5.0,2.0,7.0,2.0,3.0,16.0,3.0,5.0,,8.0,10.0,8.0,4.0,,2.0,1.0,17.0,0.8333333333333334,0.8333333333333334,1.0,0.3333333333333333,0.3333333333333333,0.46153846153846156,0.47368421052631576,0.475,0.3157894736842105,0.07692307692307693,,,0.8333333333333334,0.6,0.7272727272727273,1.0,0.6666666666666666,1.0,0.5,84.70588235294117,16.38095238095238,17.65,15.761904761904763,17.3,0.2631578947368421,0.6,0.75,1.0,0.10526315789473684,0.3157894736842105,0.5,0.5,0.21052631578947367,0.5,0.5,1.0,0.5789473684210527,0.5,0.49784210526315786,0.05,0.07142857142857142,10.115384615384615,24.233333333333334,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.2,0.6666666666666666,0.2857142857142857,0.18181818181818182,0.5,0.3333333333333333,1.0,0.1,1.0,0.6666666666666666,0.10526315789473684,0.5,0.509025,0.10526315789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2021,2021,False
100720-1627668-1628886-200676-202259,1611661328,"Sue Bird, Breanna Stewart, Jordin Canada, Candice Dupree, Epiphanny Prince","Bird, Stewart, Canada, Dupree, Prince",100720-1627668-1628886-200676-202259,SEA,31.0,1,1.0,-2.0,1.0,1.0,2,,,,,,,1.0,,,,1.0,,,2.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,92.9032258064516,14.0,17.0,14.0,17.0,,,,,,,,,1.0,,,,1.0,,0.53595,,,,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2021,2021,False
100720-1627668-1629478-1629496-1629568,1611661328,"Sue Bird, Breanna Stewart, Katie Lou Samuelson, Ezi Magbegor, Kennedy Burke","Bird, Stewart, Lou Samuelson, Magbegor, Burke",100720-1627668-1629478-1629496-1629568,SEA,82.0,1,1.0,,2.0,2.0,4,1.0,2.0,,,,,,1.0,2.0,,1.0,,2.0,2.0,,2.0,,,,,,,,,,,,1.0,,1.0,2.0,1.0,,,,,2.0,,,,,,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,1.0,,1.0,,1.0,,,70.2439024390244,17.0,24.0,15.0,24.0,0.6666666666666666,0.5,0.5,,,,,,,,,,1.0,,0.5561166666666667,,,2.05,22.5,1.0,1.0,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,0.5,1.0,,,,,,0.3333333333333333,1.0,0.39945,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2021,2021,False
100720-1627668-200676-202259-203855,1611661328,"Sue Bird, Breanna Stewart, Candice Dupree, Epiphanny Prince, Stephanie Talbot","Bird, Stewart, Dupree, Prince, Talbot",100720-1627668-200676-202259-203855,SEA,149.0,2,2.0,-4.0,5.0,6.0,11,,,2.0,1.0,2.0,,1.0,2.0,4.0,,1.0,,4.0,8.0,2.0,2.0,,1.0,,,1.0,,1.0,,,2.0,1.0,,1.0,2.0,3.0,1.0,1.0,,1.0,1.0,2.0,0.5,0.5,,,,0.5,0.4,0.4,0.2,,,1.0,,1.0,1.0,,,,1.0,106.30872483221476,20.0,8.166666666666666,19.0,8.166666666666666,,,,,0.4,0.4,0.5,0.5,0.2,,,,0.2,,0.43067,0.2,0.25,11.35,23.5,1.0,,,1.0,1.0,,2.0,,1.0,1.0,,,,,,,1.0,,1.0,,,,,1.0,1.0,1.0,,,0.5,0.3333333333333333,,,,,,,,,0.343,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2021,2021,False
100720-1627668-1629478-200676-202259,1611661328,"Sue Bird, Breanna Stewart, Katie Lou Samuelson, Candice Dupree, Epiphanny Prince","Bird, Stewart, Lou Samuelson, Dupree, Prince",100720-1627668-1629478-200676-202259,SEA,206.0,2,3.0,-2.0,8.0,7.0,15,,,2.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,6.0,8.0,,2.0,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,,3.0,1.0,1.0,,2.0,2.0,1.0,1.0,,2.0,,6.0,,,1.0,0.5,0.5,0.25,0.4166666666666667,0.42857142857142855,0.3333333333333333,0.25,0.5,,0.5,1.0,0.6666666666666666,,1.0,,1.0,104.85436893203884,15.75,11.428571428571429,15.75,11.285714285714286,,,,,0.3333333333333333,0.3333333333333333,0.5,0.5,0.16666666666666666,1.0,1.0,1.0,0.3333333333333333,1.0,0.4283416666666667,,,12.775,24.4,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,5.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,5.0,1.0,0.3333333333333333,0.25,0.3,0.25,0.40785,0.5,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2021,2021,False
1627668-1628886-1628920-202259-204319,1611661328,"Breanna Stewart, Jordin Canada, Mercedes Russell, Epiphanny Prince, Jewell Loyd","Stewart, Canada, Russell, Prince, Loyd",1627668-1628886-1628920-202259-204319,SEA,397.0,5,7.0,-6.0,14.0,15.0,29,1.0,3.0,3.0,1.0,2.0,,2.0,3.0,8.0,,2.0,3.0,9.0,15.0,,6.0,,2.0,,,,,,,,,3.0,2.0,,5.0,6.0,2.0,6.0,,5.0,2.0,9.0,,,,,,0.375,0.3,0.4090909090909091,0.2,,,,0.6666666666666666,1.0,0.8333333333333334,,0.5,1.0,1.0,105.18891687657431,14.928571428571429,12.533333333333333,14.857142857142858,12.466666666666667,0.3,0.3333333333333333,0.3333333333333333,,0.3,0.2,0.5,0.5,0.2,,,,0.5,,0.504135,0.18181818181818182,0.2222222222222222,8.4625,24.15,1.0,,,,1.0,,,,1.0,1.0,,2.0,1.0,1.0,2.0,2.0,2.0,,4.0,1.0,,1.0,1.0,,,,,0.5,0.2,0.14285714285714285,0.5,,,,1.0,,,,0.7386,,2.0,,1.0,,1.0,,0.3333333333333333,0.3333333333333333,,4.0,,,3.0,1.0,,,,,,4.0,,,,,,0.577075,,0.2857142857142857,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2021,2021,False
1628886-1628920-200676-202259-204319,1611661328,"Jordin Canada, Mercedes Russell, Candice Dupree, Epiphanny Prince, Jewell Loyd","Canada, Russell, Dupree, Prince, Loyd",1628886-1628920-200676-202259-204319,SEA,233.0,2,4.0,2.0,7.0,5.0,12,1.0,1.0,,,2.0,1.0,2.0,1.0,3.0,1.0,3.0,4.0,9.0,7.0,2.0,,3.0,2.0,1.0,,1.0,1.0,2.0,1.0,1.0,5.0,,2.0,,2.0,3.0,2.0,3.0,1.0,4.0,2.0,6.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.5625,0.5,,,,1.0,,1.0,,1.0,,,74.16309012875537,18.285714285714285,21.0,17.857142857142858,21.0,0.16666666666666666,1.0,1.0,1.0,,0.3333333333333333,,,0.3333333333333333,0.5,0.5,1.0,0.6666666666666666,0.5,0.508825,0.25,0.4,12.4,24.666666666666668,1.0,1.0,,,,1.0,3.0,,1.0,1.0,,,,,,,,,,,,,,,1.5,1.5,,,0.5,0.25,,0.5,,,,,0.16666666666666666,,0.53865,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2021,2021,False
1628886-1629496-200676-203855-204319,1611661328,"Jordin Canada, Ezi Magbegor, Candice Dupree, Stephanie Talbot, Jewell Loyd","Canada, Magbegor, Dupree, Talbot, Loyd",1628886-1629496-200676-203855-204319,SEA,907.0,7,15.0,-3.0,31.0,32.0,63,2.0,3.0,8.0,4.0,6.0,1.0,3.0,8.0,17.0,2.0,4.0,8.0,30.0,33.0,6.0,10.0,6.0,2.0,1.0,4.0,3.0,2.0,5.0,1.0,2.0,12.0,5.0,8.0,,13.0,15.0,5.0,8.0,,11.0,4.0,29.0,0.375,0.375,1.0,0.5,0.6666666666666666,0.47058823529411764,0.5238095238095238,0.5769230769230769,0.19047619047619047,0.23529411764705882,0.375,,0.8,0.8333333333333334,0.8125,0.5,1.0,1.0,0.8333333333333334,100.0220507166483,13.483870967741936,15.28125,13.225806451612904,15.15625,0.14285714285714285,0.6666666666666666,1.0,1.0,0.38095238095238093,0.2857142857142857,0.6666666666666666,0.6666666666666666,0.14285714285714285,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.5,0.4519475,0.16666666666666666,0.2,10.288235294117648,30.05,2.0,1.0,,,,,1.0,1.0,2.0,2.0,1.0,2.0,2.0,,3.0,2.0,4.0,,7.0,4.0,4.0,4.0,2.0,,,0.5,0.3333333333333333,0.42857142857142855,0.2222222222222222,0.2,,,,0.16666666666666666,0.5,0.25,0.047619047619047616,,,0.03333333333333333,3.0,11.0,2.0,,1.0,0.3333333333333333,0.25,0.4,,13.0,,3.0,8.0,3.0,4.0,13.0,2.0,2.0,13.0,13.0,2.0,0.375,0.4090909090909091,0.4642857142857143,,0.43367500000000003,0.43333333333333335,0.41935483870967744,,,3.0,,2.0,1.0,,,,0.2727272727272727,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2021,2021,False
100720-1627668-1629478-1629568-204319,1611661328,"Sue Bird, Breanna Stewart, Katie Lou Samuelson, Kennedy Burke, Jewell Loyd","Bird, Stewart, Lou Samuelson, Burke, Loyd",100720-1627668-1629478-1629568-204319,SEA,21.0,1,,,1.0,1.0,2,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,137.14285714285714,17.0,4.0,17.0,4.0,,,,,,1.0,,,,,,,,,0.325,,,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2021,2021,False
