EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,LongMidRangeFGM,DefShortMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,ShortMidRangeFGM,ShortMidRangeFGA,Fg2aBlocked,ShortMidRangeAssists,ShootingFouls,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,AtRimPctBlocked,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,FTDefRebounds,StepOutOfBoundsTurnovers,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,DefCorner3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,FTOffRebounds,OffFTReboundPct,SecondChanceShotQualityAvg,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,BlocksRecoveredPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG3M,PenaltyFG3M,PtsAssisted3s,ThreePtAssists,Corner3Assists,LostBallTurnovers,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefAtRimReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PtsUnassisted3s,NonHeaveArc3FGM,Arc3Assists,LongMidRangeAssists,OffTwoPtRebounds,SelfOReb,LostBallSteals,Travels,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Blocked3s,BlockedAtRim,BlockedCorner3,SecondChanceFg3Pct,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,SelfORebPct,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceCorner3FGA,Fg3aBlocked,LostBallOutOfBoundsTurnovers,3SecondViolations,FG3APctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,Technical Free Throw Trips,BlockedArc3,BlockedLongMidRange,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,Clear Path Fouls,Corner3PctBlocked,LongMidRangePctBlocked,team_id,year,season,team_vs
100412-100888-201086-201507-202253,1611661313,"Taj McWilliams-Franklin, Plenette Pierson, Sidney Spencer, Leilani Mitchell, Kalana Greene","McWilliams-Franklin, Pierson, Spencer, Mitchell, Greene",100412-100888-201086-201507-202253,NYL,178.0,1,3.0,4.0,6.0,7.0,6.0,1.0,13.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,8.0,4.0,2.0,3.0,1.0,4.0,8.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,5.0,1.0,1.0,2.0,8.0,8.0,6.0,2.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5,0.5,0.6666666666666666,0.6666666666666666,0.25,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,105.16853932584269,12.833333333333334,14.428571428571429,12.166666666666666,14.428571428571429,0.5,1.0,1.0,0.5,0.25,0.25,0.5,1.0,0.25,0.75,0.5523375,0.5523375,0.25,0.3333333333333333,1.0,5.6000000000000005,22.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2010,2010,True
100412-200689-201502-201913-202253,1611661313,"Taj McWilliams-Franklin, Nikki Blue, Essence Carson, Kia Vaughn, Kalana Greene","McWilliams-Franklin, Blue, Carson, Vaughn, Greene",100412-200689-201502-201913-202253,NYL,26.0,1,,2.0,1.0,1.0,1.0,,2.0,,,,,1.0,,,1.0,1.0,,,2.0,,1.0,1.0,,,2.0,,2.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,2.0,2.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,,,,110.76923076923076,18.0,8.0,18.0,8.0,,,,,1.0,,,,,,0.3347,0.3347,,,1.0,17.9,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2010,2010,True
100888-100919-101019-201502-201507,1611661313,"Plenette Pierson, Nicole Powell, Janel McCarville, Essence Carson, Leilani Mitchell","Pierson, Powell, McCarville, Carson, Mitchell",100888-100919-101019-201502-201507,NYL,197.0,2,3.0,-2.0,9.0,8.0,4.0,,17.0,1.0,4.0,,1.0,1.0,,,2.0,7.0,,4.0,8.0,10.0,1.0,3.0,,2.0,4.0,4.0,,,2.0,2.0,1.0,4.0,,,,,,,3.0,3.0,,,,,,,,2.0,2.0,4.0,,2.0,,8.0,4.0,4.0,,1.0,1.0,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.4444444444444444,0.5,,,,,,,,,,,124.26395939086295,14.333333333333334,8.5,14.333333333333334,8.5,0.5714285714285714,0.25,0.3333333333333333,1.0,0.14285714285714285,,0.3333333333333333,,,0.5714285714285714,0.5059,0.45446666666666663,0.2222222222222222,0.2222222222222222,0.5,4.728571428571429,,0.4444444444444444,5.0,,,,,1.0,2.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.25,0.2857142857142857,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2010,2010,True
100888-101019-200665-201502-201507,1611661313,"Plenette Pierson, Janel McCarville, Cappie Pondexter, Essence Carson, Leilani Mitchell","Pierson, McCarville, Pondexter, Carson, Mitchell",100888-101019-200665-201502-201507,NYL,230.0,2,4.0,-5.0,8.0,7.0,,1.0,15.0,1.0,1.0,,,2.0,3.0,,1.0,3.0,3.0,2.0,4.0,9.0,,,,,,,2.0,3.0,,,,,1.0,1.0,1.0,3.0,1.0,4.0,,,,,,1.0,1.0,,,3.0,1.0,2.0,,1.0,,2.0,,,,,,0.3333333333333333,,0.16666666666666666,,0.2857142857142857,,0.5,,0.3333333333333333,1.0,0.3333333333333333,0.5,0.2,0.3333333333333333,0.5,,93.91304347826086,13.625,17.285714285714285,13.5,15.142857142857142,0.16666666666666666,1.0,1.0,,0.3333333333333333,0.5,,,,0.6666666666666666,0.52735,,0.14285714285714285,0.25,,11.5,22.2,,2.0,,,,,,,,,3.0,,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2010,2010,True
100919-101019-201050-201502-201507,1611661313,"Nicole Powell, Janel McCarville, Tiffany Jackson, Essence Carson, Leilani Mitchell","Powell, McCarville, Jackson, Carson, Mitchell",100919-101019-201050-201502-201507,NYL,40.0,1,1.0,2.0,1.0,1.0,,1.0,2.0,1.0,1.0,,,,,,1.0,1.0,,,2.0,,,,,,,,2.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,72.0,3.0,37.0,2.0,24.0,1.0,1.0,1.0,,,,,,,1.0,0.698,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,0.698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2010,2010,True
101019-201050-201502-201507-202253,1611661313,"Janel McCarville, Tiffany Jackson, Essence Carson, Leilani Mitchell, Kalana Greene","McCarville, Jackson, Carson, Mitchell, Greene",101019-201050-201502-201507-202253,NYL,25.0,1,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,57.599999999999994,,12.0,,12.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2010,2010,True
101019-200665-200689-201050-202253,1611661313,"Janel McCarville, Cappie Pondexter, Nikki Blue, Tiffany Jackson, Kalana Greene","McCarville, Pondexter, Blue, Jackson, Greene",101019-200665-200689-201050-202253,NYL,79.0,1,1.0,2.0,2.0,3.0,,,5.0,,,,,,,,2.0,2.0,,,4.0,2.0,,,,,,2.0,2.0,,1.0,1.0,,2.0,,,2.0,2.0,,2.0,,,,,,,,,,1.0,,,,,,4.0,,,,0.5,0.5,1.0,,1.0,,1.0,,,,1.0,,,1.0,,,,,91.13924050632912,8.5,20.666666666666668,8.5,20.666666666666668,,,,,,,,,,,0.38985,,,,,7.65,,,,,1.0,,,2.0,2.0,,1.0,1.0,,,,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2010,2010,True
200665-201050-201502-201913-202253,1611661313,"Cappie Pondexter, Tiffany Jackson, Essence Carson, Kia Vaughn, Kalana Greene","Pondexter, Jackson, Carson, Vaughn, Greene",200665-201050-201502-201913-202253,NYL,176.0,1,3.0,-3.0,7.0,6.0,1.0,,13.0,,,,,2.0,,,1.0,4.0,1.0,,5.0,8.0,,,1.0,,3.0,,2.0,,,1.0,,3.0,,,3.0,3.0,,3.0,,,1.0,,,1.0,2.0,,,2.0,1.0,,,,,5.0,3.0,1.0,,,,0.25,,0.5,1.5,0.5,1.5,0.2,0.5,1.0,,,1.0,,,1.0,,106.36363636363637,16.285714285714285,10.333333333333334,16.285714285714285,10.333333333333334,,,,,0.4,,,,,0.2,0.3287,0.2526,,,0.6,12.55,23.3,0.14285714285714285,,,,,,1.0,2.0,,,2.0,,,,0.4,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2010,2010,True
100412-100888-100919-200665-201507,1611661313,"Taj McWilliams-Franklin, Plenette Pierson, Nicole Powell, Cappie Pondexter, Leilani Mitchell","McWilliams-Franklin, Pierson, Powell, Pondexter, Mitchell",100412-100888-100919-200665-201507,NYL,3565.0,20,59.0,-45.0,104.0,113.0,18.0,11.0,217.0,18.0,27.0,6.0,9.0,20.0,13.0,1.0,34.0,72.0,20.0,14.0,109.0,154.0,8.0,13.0,2.0,3.0,22.0,30.0,38.0,13.0,15.0,22.0,7.0,51.0,5.0,8.0,22.0,31.0,16.0,47.0,7.0,4.0,11.0,4.0,9.0,9.0,20.0,2.0,2.0,35.0,32.0,20.0,6.0,13.0,,94.0,22.0,18.0,,0.4411764705882353,0.4411764705882353,0.4722222222222222,0.6153846153846154,0.5163043478260869,0.6333333333333333,0.5505050505050505,0.6470588235294118,0.21739130434782608,0.55,0.6470588235294118,0.7272727272727273,0.45454545454545453,0.6666666666666666,0.32653061224489793,0.7142857142857143,0.8181818181818182,0.8333333333333334,87.65217391304348,17.951923076923077,15.026548672566372,16.432692307692307,13.920353982300885,0.29347826086956524,0.6666666666666666,0.6923076923076923,0.3888888888888889,0.21739130434782608,0.14130434782608695,0.6,0.6666666666666666,0.06666666666666667,0.5108695652173914,0.46090815217391307,0.5282899999999999,0.13131313131313133,0.16455696202531644,0.2018348623853211,8.130555555555555,22.47,0.17307692307692307,28.0,9.0,0.3333333333333333,0.45,0.45,7.0,25.0,3.0,2.0,18.0,2.0,0.041666666666666664,0.037037037037037035,0.2717391304347826,0.28,0.30434782608695654,0.2857142857142857,3.0,4.0,5.0,11.0,15.0,,1.0,,0.45454545454545453,0.4642857142857143,0.5357142857142857,1.0,0.6,0.2857142857142857,0.75,0.13761467889908258,,,0.4222461538461539,5.0,1.0,6.0,5.0,0.8333333333333334,3.0,7.0,,1.0,9.0,1.0,21.0,7.0,3.0,2.0,0.7777777777777778,0.45,0.5,0.45,0.6470588235294118,0.07608695652173914,0.42857142857142855,0.42857142857142855,1.0,0.06666666666666667,,6.0,1.0,3.0,1.0,1.0,3.0,2.0,6.0,6.0,4.0,6.0,11.0,1.0,3.0,1.0,4.0,3.0,3.0,1.0,1.0,4.0,1.0,0.3333333333333333,0.08,0.2894736842105263,0.2222222222222222,0.3888888888888889,0.18181818181818182,0.021739130434782608,0.6666666666666666,0.46153846153846156,0.46153846153846156,0.6666666666666666,0.21428571428571427,0.3333333333333333,1.0,1.0,0.46153846153846156,,,,,,,,,,,,,,,,,,,,,,,1611661313,2010,2010,True
100412-101019-200665-201507-202253,1611661313,"Taj McWilliams-Franklin, Janel McCarville, Cappie Pondexter, Leilani Mitchell, Kalana Greene","McWilliams-Franklin, McCarville, Pondexter, Mitchell, Greene",100412-101019-200665-201507-202253,NYL,3785.0,19,63.0,-29.0,117.0,121.0,36.0,14.0,238.0,10.0,24.0,4.0,9.0,23.0,17.0,6.0,28.0,67.0,24.0,25.0,105.0,134.0,7.0,17.0,9.0,14.0,31.0,30.0,26.0,17.0,15.0,21.0,6.0,48.0,4.0,10.0,23.0,36.0,20.0,56.0,13.0,7.0,19.0,1.0,8.0,14.0,33.0,1.0,10.0,30.0,30.0,29.0,1.0,11.0,4.0,95.0,31.0,36.0,5.0,0.5357142857142857,0.5555555555555556,0.417910447761194,0.4117647058823529,0.43956043956043955,0.3269230769230769,0.5,0.4696969696969697,0.26373626373626374,0.5757575757575758,0.6052631578947368,0.6666666666666666,0.26666666666666666,0.6226415094339622,0.3333333333333333,0.1,0.8888888888888888,0.6,90.54689564068691,16.58974358974359,15.239669421487603,15.487179487179487,13.826446280991735,0.26373626373626374,0.4166666666666667,0.5,0.6,0.25274725274725274,0.18681318681318682,0.34615384615384615,0.4444444444444444,0.23076923076923078,0.5274725274725275,0.4593888888888889,0.4568,0.10891089108910891,0.14285714285714285,0.29523809523809524,8.602985074626865,22.875,0.3076923076923077,29.0,9.0,0.6666666666666666,0.391304347826087,0.391304347826087,9.0,20.0,4.0,4.0,9.0,11.0,0.05970149253731343,0.16666666666666666,0.21978021978021978,0.45,0.45,0.4444444444444444,3.0,10.0,4.0,13.0,10.0,2.0,3.0,,0.3076923076923077,0.25,0.29411764705882354,0.75,0.8,0.625,0.3,0.09523809523809523,2.0,1.0,0.531125,4.0,,4.0,1.0,0.25,2.0,7.0,1.0,3.0,8.0,1.0,18.0,6.0,2.0,11.0,0.75,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.4117647058823529,0.07692307692307693,0.2857142857142857,0.2857142857142857,1.0,0.11538461538461539,0.3333333333333333,6.0,,2.0,,,3.0,2.0,6.0,6.0,4.0,5.0,14.0,3.0,6.0,3.0,1.0,3.0,1.0,2.0,,4.0,,,,0.358974358974359,0.35714285714285715,0.45454545454545453,0.2857142857142857,0.061224489795918366,0.5555555555555556,0.35294117647058826,0.375,0.6666666666666666,0.125,,,,0.35294117647058826,1.0,1.0,1.0,2.0,0.041666666666666664,0.058823529411764705,0.6,0.6666666666666666,0.0625,,,,,,,,,,,,,,1611661313,2010,2010,True
