EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,FG2A,OpponentPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,LongMidRangeFrequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyDefPoss,PenaltyOffPoss,SecondChanceOffPoss,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3A,FtPoints,Points,SecondChanceFG3A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,NonHeaveArc3FGA,OffThreePtRebounds,FTDefRebounds,OffRebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,Arc3Frequency,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,ShortMidRangeFGM,LongMidRangeFGM,Corner3FGA,Arc3FGM,SecondChanceArc3FGM,FG2M,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGM,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,FTOffRebounds,DefThreePtRebounds,DeadBallTurnovers,LostBallTurnovers,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,SecondChanceTsPct,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,DefThreePtReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PtsUnassisted3s,PtsPutbacks,Fg2aBlocked,Corner3Assists,LongMidRangeAssists,OffTwoPtRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,Blocked3s,BlockedCorner3,BlockedShortMidRange,3SecondViolations,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,FG2APctBlocked,LongMidRangePctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,AtRimPctBlocked,ShortMidRangePctBlocked,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,BlockedArc3,Corner3PctBlocked,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,BlockedLongMidRange,Clear Path Fouls,HeaveAttempts,team_id,year,season,team_vs
100076-100234-100396-200699-201049,1611661320,"Tina Thompson, Ticha Penicheiro, DeLisha Milton-Jones, Tiffany Stansbury, Noelle Quinn","Thompson, Penicheiro, Milton-Jones, Stansbury, Quinn",100076-100234-100396-200699-201049,LAS,87.0,1,1.0,-2.0,3.0,3.0,6,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,99.3103448275862,19.666666666666668,9.333333333333334,19.666666666666668,9.333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4668666666666667,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2010,2010,False
100076-100234-100396-201496-201911,1611661320,"Tina Thompson, Ticha Penicheiro, DeLisha Milton-Jones, Candace Parker, Kristi Toliver","Thompson, Penicheiro, Milton-Jones, Parker, Toliver",100076-100234-100396-201496-201911,LAS,21.0,1,,-2.0,,1.0,1,,,,,2.0,,,,,,,,,68.57142857142857,,12.0,,12.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2010,2010,False
100234-100396-100685-201049-201911,1611661320,"Ticha Penicheiro, DeLisha Milton-Jones, Marie Ferdinand-Harris, Noelle Quinn, Kristi Toliver","Penicheiro, Milton-Jones, Ferdinand-Harris, Quinn, Toliver",100234-100396-100685-201049-201911,LAS,58.0,2,1.0,-3.0,3.0,4.0,7,,,,,5.0,,1.0,2.0,,,,,,173.79310344827587,8.333333333333334,8.25,6.333333333333333,5.0,,,,1.0,0.45195,,4.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.45195,0.3333333333333333,1.0,1.0,22.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2010,2010,False
100396-100484-201049-201496-201911,1611661320,"DeLisha Milton-Jones, Betty Lennox, Noelle Quinn, Candace Parker, Kristi Toliver","Milton-Jones, Lennox, Quinn, Parker, Toliver",100396-100484-201049-201496-201911,LAS,438.0,2,7.0,6.0,14.0,14.0,28,2.0,4.0,1.0,7.0,18.0,2.0,3.0,6.0,1.0,1.0,0.6666666666666666,0.6,,92.05479452054794,16.571428571428573,14.714285714285714,14.428571428571429,14.571428571428571,0.14285714285714285,0.2857142857142857,0.07142857142857142,0.6428571428571429,0.45845357142857146,7.1571428571428575,3.0,,3.0,5.0,2.0,,7.0,1.0,24.0,2.0,,,,5.0,2.0,,3.0,2.0,,3.0,,3.0,6.0,4.0,2.0,2.0,16.0,,,,0.8571428571428571,,0.5,0.6666666666666666,,0.5,0.5,0.5,0.35714285714285715,0.6666666666666666,,,0.14285714285714285,0.2857142857142857,,22.37142857142857,,2.0,4.0,1.0,2.0,3.0,2.0,7.0,3.0,1.0,1.0,2.0,8.0,8.0,6.0,9.0,3.0,1.0,4.0,3.0,7.0,3.0,2.0,2.0,17.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5714285714285714,0.5714285714285714,1.0,0.42857142857142855,1.0,0.42857142857142855,1.0,1.0,0.8214285714285714,1.3333333333333333,1.3333333333333333,0.14285714285714285,0.2,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.14285714285714285,0.6,0.75,1.0,1.0,1.0,0.6,0.3429,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2010,2010,False
100234-100396-201049-201911-201918,1611661320,"Ticha Penicheiro, DeLisha Milton-Jones, Noelle Quinn, Kristi Toliver, Lindsay Wisdom-Hylton","Penicheiro, Milton-Jones, Quinn, Toliver, Wisdom-Hylton",100234-100396-201049-201911-201918,LAS,2647.0,15,44.0,8.0,96.0,93.0,189,19.0,14.0,21.0,54.0,89.0,23.0,34.0,45.0,12.0,9.0,0.6216216216216216,0.6666666666666666,0.6363636363636364,102.81828485077446,13.40625,14.623655913978494,12.833333333333334,13.440860215053764,0.2676056338028169,0.19718309859154928,0.29577464788732394,0.5070422535211268,0.44984084507042255,9.412962962962963,31.0,57.0,10.0,12.0,1.0,9.0,17.0,33.0,97.0,2.0,14.0,24.0,64.0,12.0,4.0,4.0,11.0,9.0,5.0,16.0,9.0,11.0,20.0,28.0,42.0,9.0,81.0,64.0,57.0,5.0,0.532967032967033,0.5818181818181818,0.23943661971830985,0.5625,0.6666666666666666,0.3333333333333333,0.25,0.3333333333333333,0.16901408450704225,0.14285714285714285,0.225,0.4758325,0.11538461538461539,0.14754098360655737,0.6597938144329897,22.16470588235294,0.59375,13.0,7.0,6.0,5.0,3.0,1.0,26.0,4.0,4.0,5.0,2.0,16.0,30.0,22.0,6.0,3.0,,15.0,2.0,17.0,1.0,6.0,5.0,36.0,1.0,7.0,7.0,4.0,2.0,2.0,5.0,4.0,6.0,3.0,0.5769230769230769,0.625,0.5,0.23529411764705882,1.0,0.23529411764705882,0.48148148148148145,0.8,0.4507042253521127,1.0,0.8888888888888888,,,0.3333333333333333,0.875,0.3333333333333333,0.4,0.9090909090909091,1.0,0.5,0.6842105263157895,0.6842105263157895,0.46153846153846156,0.5,0.5,0.7142857142857143,0.2857142857142857,0.3,0.07042253521126761,0.25,0.25,0.3333333333333333,1.0,,0.25,0.5261125,0.16494845360824742,3.0,4.0,7.0,11.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,14.0,26.0,4.0,6.0,4.0,1.0,1.0,4.0,6.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,13.0,1.0,1.0,1.0,1.0,13.0,0.2857142857142857,0.5384615384615384,0.5,0.018518518518518517,0.047619047619047616,0.21428571428571427,0.16666666666666666,0.2857142857142857,0.2,0.6666666666666666,0.02564102564102564,0.6666666666666666,0.2,0.2,1.0,0.5714285714285714,0.75,0.14285714285714285,1.0,1.0,0.275,0.6363636363636364,0.125,0.2,0.3333333333333333,,,,,,,,,,,,,1611661320,2010,2010,False
100076-100234-100396-201911-201918,1611661320,"Tina Thompson, Ticha Penicheiro, DeLisha Milton-Jones, Kristi Toliver, Lindsay Wisdom-Hylton","Thompson, Penicheiro, Milton-Jones, Toliver, Wisdom-Hylton",100076-100234-100396-201911-201918,LAS,289.0,2,5.0,3.0,9.0,8.0,17,2.0,1.0,1.0,4.0,5.0,4.0,6.0,8.0,,,1.0,1.0,,84.70588235294117,14.777777777777779,19.5,12.444444444444445,17.5,0.25,0.125,0.125,0.75,0.47478125,7.475,1.0,5.0,2.0,4.0,,2.0,4.0,1.0,8.0,,2.0,1.0,3.0,4.0,,,2.0,,,2.0,1.0,1.0,3.0,2.0,2.0,,4.0,3.0,5.0,,0.4444444444444444,0.3,0.5,,,,0.5,,0.5,,0.5,0.454275,,,0.375,22.25,0.5555555555555556,1.0,,1.0,,1.0,,2.0,1.0,2.0,3.0,,4.0,2.0,2.0,3.0,1.0,,1.0,1.0,2.0,1.0,,,5.0,,2.0,2.0,,,,,,,,0.5,1.0,1.0,0.25,,0.25,0.5,0.6666666666666666,0.4375,0.6666666666666666,0.6666666666666666,,,,1.0,,1.0,1.0,1.0,,0.5,1.0,,,,,1.0,1.0,,0.25,0.25,1.0,,,0.25,0.4434,0.5,1.0,2.0,1.0,1.0,,,,,,,,1.0,2.0,,,2.0,1.0,,1.0,2.0,1.0,,1.0,,,,,1.0,1.0,1.0,,,,,1.0,,0.5,0.25,0.25,,1.0,1.0,1.0,,,0.3333333333333333,1.0,,,,0.6666666666666666,0.5,,,,0.25,1.0,,,,0.5,,,,,,,,,,,,1611661320,2010,2010,False
100076-100234-201049-201496-201918,1611661320,"Tina Thompson, Ticha Penicheiro, Noelle Quinn, Candace Parker, Lindsay Wisdom-Hylton","Thompson, Penicheiro, Quinn, Parker, Wisdom-Hylton",100076-100234-201049-201496-201918,LAS,306.0,1,5.0,-7.0,9.0,9.0,18,4.0,3.0,1.0,8.0,13.0,2.0,2.0,3.0,,,0.5,0.5,,84.70588235294119,18.555555555555557,15.444444444444445,18.555555555555557,14.444444444444445,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.5555555555555556,0.43215555555555557,5.1125,,,1.0,1.0,,,1.0,,6.0,,,,,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,4.0,,,,0.3333333333333333,,0.1111111111111111,1.0,,,0.16666666666666666,,0.1111111111111111,,,,,,,23.6,,3.0,,,,,,3.0,,1.0,1.0,,2.0,4.0,2.0,,,,2.0,,2.0,,2.0,,4.0,,,,,,,2.0,2.0,2.0,1.0,0.6666666666666666,1.0,,,,,0.375,1.0,0.3333333333333333,1.0,1.0,,,,,,0.5,1.0,,0.5,0.75,0.75,0.6666666666666666,,,,,,,,,,,,,0.5562,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.2,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1611661320,2010,2010,False
100076-100396-100685-201496-202315,1611661320,"Tina Thompson, DeLisha Milton-Jones, Marie Ferdinand-Harris, Candace Parker, Andrea Riley","Thompson, Milton-Jones, Ferdinand-Harris, Parker, Riley",100076-100396-100685-201496-202315,LAS,325.0,3,5.0,-5.0,9.0,11.0,20,1.0,5.0,,6.0,12.0,1.0,4.0,6.0,1.0,,1.0,1.0,1.0,88.61538461538461,21.444444444444443,12.0,21.0,12.0,0.1111111111111111,0.5555555555555556,,0.4444444444444444,0.44928888888888885,7.033333333333334,3.0,1.0,1.0,3.0,,,3.0,,7.0,,,,,3.0,1.0,,2.0,1.0,,2.0,1.0,3.0,4.0,2.0,2.0,1.0,7.0,,1.0,1.0,0.35,,0.3333333333333333,0.5,,0.5,0.3333333333333333,0.5,0.3333333333333333,,,0.3968,0.1,0.14285714285714285,,24.599999999999998,0.1111111111111111,1.0,1.0,,,1.0,,2.0,1.0,,1.0,,,2.0,2.0,3.0,1.0,,1.0,1.0,2.0,1.0,1.0,,5.0,,3.0,1.0,1.0,,,,,,,0.5,0.5,1.0,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3888888888888889,,,,,,1.0,,,,1.0,,1.0,1.0,1.0,0.2,0.25,,,,,0.3333333333333333,0.3333333333333333,1.0,,,0.3333333333333333,,,,,,,,,,,,,,,1.0,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,0.16666666666666666,,0.25,,0.25,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,1611661320,2010,2010,False
100076-100234-100396-100685-201496,1611661320,"Tina Thompson, Ticha Penicheiro, DeLisha Milton-Jones, Marie Ferdinand-Harris, Candace Parker","Thompson, Penicheiro, Milton-Jones, Ferdinand-Harris, Parker",100076-100234-100396-100685-201496,LAS,107.0,2,2.0,5.0,5.0,4.0,9,1.0,2.0,,3.0,2.0,2.0,3.0,4.0,,,1.0,1.0,1.0,121.12149532710279,10.6,13.5,10.2,13.5,0.25,0.5,,0.5,0.4862875,5.0,,,1.0,1.0,,,1.0,2.0,7.0,,,,,1.0,,,1.0,,,,,1.0,1.0,2.0,4.0,2.0,5.0,,,,0.5833333333333334,,0.25,,,,0.5,,0.25,,,,0.3333333333333333,0.4,,27.2,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,,2.0,2.0,,3.0,1.0,,1.0,1.0,2.0,1.0,,1.0,5.0,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,0.3333333333333333,1.0,0.625,1.0,1.0,,,,1.0,,1.0,,1.0,,,,,0.5,1.0,1.0,,,,1.0,1.0,1.0,,,1.0,0.3744,0.2857142857142857,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,0.3333333333333333,,0.5,,1.0,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,1611661320,2010,2010,False
100076-100234-100396-100484-201496,1611661320,"Tina Thompson, Ticha Penicheiro, DeLisha Milton-Jones, Betty Lennox, Candace Parker","Thompson, Penicheiro, Milton-Jones, Lennox, Parker",100076-100234-100396-100484-201496,LAS,439.0,3,7.0,-17.0,15.0,15.0,30,3.0,2.0,2.0,7.0,29.0,2.0,3.0,4.0,,,0.6666666666666666,0.75,,98.40546697038725,16.666666666666668,12.6,16.533333333333335,11.666666666666666,0.25,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.4834416666666667,6.414285714285714,,,1.0,2.0,,,5.0,,12.0,,,,,2.0,,,1.0,2.0,1.0,4.0,,2.0,2.0,,,,12.0,,,,0.5,,0.4166666666666667,0.5,,,0.14285714285714285,,0.16666666666666666,,,,,,,22.1,,1.0,1.0,1.0,3.0,2.0,,3.0,2.0,,,,,6.0,,3.0,2.0,,3.0,1.0,4.0,1.0,1.0,1.0,9.0,,1.0,2.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.4,,0.4,0.42857142857142855,,0.5,,,,,,1.0,,1.0,0.5,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,1.0,0.5,0.5,0.25,1.0,1.0,0.5,,,1.0,,,,,,,,,,,,,,,,,3.0,,1.0,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,0.14285714285714285,,0.25,,,1.0,,,1.0,,,,,,,,,,,,,,,0.5,,,,,,,,,,,1611661320,2010,2010,False
