EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,DefPoss,PenaltyDefPoss,TotalPoss,Pace,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,Minutes,PlusMinus,OffPoss,PenaltyOffPoss,AtRimFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,Fg2aBlocked,ThreePtAssists,Assists,Corner3Assists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,AtRimFrequency,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,LongMidRangeFGM,Arc3FGA,FG2M,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,AtRimAssists,LongMidRangeAssists,Loose Ball Fouls,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,FTDefRebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,Offensive Fouls,LiveBallTurnoverPct,DefFTReboundPct,DefCorner3ReboundPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,OffTwoPtRebounds,OffRebounds,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,BlockedLongMidRange,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,PenaltyArc3FGA,PenaltyFG2M,Steals,LostBallSteals,LostBallTurnovers,PenaltyTurnovers,PenaltyFg2Pct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,NonHeaveArc3FGM,Arc3Assists,OffThreePtRebounds,SelfOReb,BadPassSteals,LostBallOutOfBoundsTurnovers,BlockedShortMidRange,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,SelfORebPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,ShortMidRangeAssists,ShortMidRangePctAssisted,OffLongMidRangeReboundPct,Offensive Fouls Drawn,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,ShortMidRangePctBlocked,PenaltyArc3FGM,PtsUnassisted3s,FTOffRebounds,Technical Free Throw Trips,LongMidRangePctBlocked,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,PenaltyArc3Accuracy,3SecondViolations,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Travels,team_id,year,season,team_vs
100627-100690-100796-101023-201881,1611661330,"Kelly Miller, Coco Miller, Iziane Castro Marques, Sancho Lyttle, Angel McCoughtry","Miller, Miller, Castro Marques, Lyttle, McCoughtry",100627-100690-100796-101023-201881,ATL,6.0,1,1.0,1.0,1.0,240.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2010,2010,True
100627-100690-100812-101023-201881,1611661330,"Kelly Miller, Coco Miller, Erika de Souza, Sancho Lyttle, Angel McCoughtry","Miller, Miller, de Souza, Lyttle, McCoughtry",100627-100690-100812-101023-201881,ATL,178.0,2,7.0,1.0,14.0,113.25842696629213,10.428571428571429,10.142857142857142,3.0,-3.0,7.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,9.0,12.0,1.0,1.0,1.0,4.0,7.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,8.0,2.0,2.0,9.0,7.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.75,0.6428571428571429,0.875,0.3333333333333333,0.5,1.0,1.0,0.5,0.6666666666666666,1.0,0.5,15.0,15.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.446,0.42095,0.4,0.5,0.7777777777777778,8.8,22.1,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2010,2010,True
100627-100690-100812-200715-201881,1611661330,"Kelly Miller, Coco Miller, Erika de Souza, Yelena Leuchanka, Angel McCoughtry","Miller, Miller, de Souza, Leuchanka, McCoughtry",100627-100690-100812-200715-201881,ATL,248.0,1,7.0,,13.0,75.48387096774192,17.142857142857142,15.714285714285714,4.0,-4.0,6.0,,2.0,1.0,,,,,3.0,,2.0,2.0,8.0,12.0,,,,,,,,,2.0,,4.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,,8.0,,,,,,,,,0.6,,0.6666666666666666,,0.4,,,0.3333333333333333,1.0,0.5,1.0,1.0,21.333333333333332,21.333333333333332,0.4,0.2,,,,,,,0.8,0.56576,,0.16666666666666666,0.25,,7.366666666666667,22.55,,2.0,1.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2010,2010,True
100627-100690-101023-201881-202283,1611661330,"Kelly Miller, Coco Miller, Sancho Lyttle, Angel McCoughtry, Brittainey Raven","Miller, Miller, Lyttle, McCoughtry, Raven",100627-100690-101023-201881-202283,ATL,9.0,1,1.0,1.0,2.0,320.0,6.0,6.0,,-2.0,1.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2010,2010,True
100627-100690-200715-201054-201881,1611661330,"Kelly Miller, Coco Miller, Yelena Leuchanka, Alison Bales, Angel McCoughtry","Miller, Miller, Leuchanka, Bales, McCoughtry",100627-100690-200715-201054-201881,ATL,51.0,1,3.0,3.0,5.0,141.1764705882353,10.0,7.333333333333333,1.0,-3.0,2.0,,,,,,,,,,1.0,,,3.0,,,,,,,,,,,,1.0,,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,0.5,,,10.5,10.5,,,,,,,,,1.0,0.2211,,,,,,22.8,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2010,2010,True
100627-100796-100812-101023-201048,1611661330,"Kelly Miller, Iziane Castro Marques, Erika de Souza, Sancho Lyttle, Armintie Herrington","Miller, Castro Marques, de Souza, Lyttle, Herrington",100627-100796-100812-101023-201048,ATL,173.0,1,4.0,,9.0,74.91329479768787,15.25,12.25,3.0,-3.0,5.0,1.0,1.0,1.0,,,,,5.0,,,1.0,3.0,6.0,1.0,,,,,,,,,,,1.0,,1.0,4.0,,2.0,3.0,1.0,1.0,,,,1.0,,,,,,,0.2,,0.3,,,,,,0.5,0.3333333333333333,,1.0,22.4,18.2,0.2,0.2,,,,,,,0.2,0.39946000000000004,0.3672,0.2,0.2,,10.18,,0.2,1.0,,,1.0,,2.0,,,,,,1.0,,,,1.0,,,,0.2,,1.0,1.0,,,,,,,2.0,2.0,1.0,3.0,1.0,0.6666666666666666,,,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.75,0.75,1.0,0.6,0.3333333333333333,1.0,0.4326666666666667,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2010,2010,True
100627-100796-100812-101023-201881,1611661330,"Kelly Miller, Iziane Castro Marques, Erika de Souza, Sancho Lyttle, Angel McCoughtry","Miller, Castro Marques, de Souza, Lyttle, McCoughtry",100627-100796-100812-101023-201881,ATL,354.0,2,13.0,6.0,26.0,105.76271186440677,10.307692307692308,9.923076923076923,6.0,-11.0,13.0,13.0,1.0,3.0,,,,,6.0,,3.0,4.0,10.0,21.0,6.0,,3.0,4.0,10.0,,,,1.0,,2.0,,2.0,2.0,2.0,3.0,3.0,3.0,6.0,,3.0,10.0,10.0,13.0,,3.0,,,,,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.4166666666666667,0.3333333333333333,,,0.6666666666666666,,0.5,,,16.923076923076923,16.923076923076923,0.1111111111111111,0.3333333333333333,,,,,,,0.4444444444444444,0.41200000000000003,0.41200000000000003,,,1.0,10.916666666666666,22.133333333333336,1.0,1.0,1.0,3.0,3.0,2.0,4.0,3.0,1.0,1.0,,,,,,,,,0.3333333333333333,0.3333333333333333,0.5,,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,,1.0,,,1.0,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,0.2222222222222222,,,,,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.1111111111111111,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2010,2010,True
100627-100796-100812-200715-201048,1611661330,"Kelly Miller, Iziane Castro Marques, Erika de Souza, Yelena Leuchanka, Armintie Herrington","Miller, Castro Marques, de Souza, Leuchanka, Herrington",100627-100796-100812-200715-201048,ATL,15.0,1,,,1.0,96.0,,,,2.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,,3.0,1.0,,1.0,1.0,,3.0,3.0,,1.0,1.0,1.0,3.0,,,,,1.0,1.0,,,,,,3.0,1.0,,,1.0,1.0,1.0,1.0,1.5,1.5,1.5,1.5,1.0,,,,,,,,2.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.37005,0.37005,,,1.0,,22.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,3.0,,,,,,,,1.5,1.5,,,,,,,0.37005,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2010,2010,True
100627-100796-100812-200715-201881,1611661330,"Kelly Miller, Iziane Castro Marques, Erika de Souza, Yelena Leuchanka, Angel McCoughtry","Miller, Castro Marques, de Souza, Leuchanka, McCoughtry",100627-100796-100812-200715-201881,ATL,359.0,1,12.0,7.0,24.0,96.26740947075209,13.083333333333334,12.25,6.0,1.0,12.0,6.0,5.0,,1.0,1.0,1.0,1.0,8.0,2.0,5.0,2.0,14.0,13.0,3.0,1.0,3.0,2.0,7.0,6.0,1.0,2.0,3.0,1.0,8.0,,4.0,4.0,8.0,2.0,3.0,1.0,2.0,,1.0,9.0,7.0,6.0,,1.0,1.0,0.4,0.3333333333333333,0.4,0.46153846153846156,0.4166666666666667,0.5,0.5,0.38461538461538464,0.125,0.2,1.0,,1.0,1.0,,16.833333333333332,15.833333333333334,0.38461538461538464,,0.07692307692307693,1.0,1.0,1.0,0.16666666666666666,1.0,0.7692307692307693,0.5338923076923077,0.588275,,,0.5,4.6625,22.06,0.5,2.0,,4.0,3.0,2.0,4.0,4.0,1.0,1.0,,,1.0,,,,1.0,1.0,0.3333333333333333,0.5,0.375,1.0,0.4,0.5,0.5,,,,0.3076923076923077,,,,1.0,1.0,,,,,3.0,1.0,1.0,3.0,1.0,1.0,,5.0,2.0,1.0,4.0,1.0,,,1.0,1.25,1.25,0.2,0.5,,0.23076923076923078,0.5,1.0,,0.35714285714285715,1.0,3.0,1.0,2.0,1.0,2.0,,,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.14285714285714285,0.25,0.25,1.0,0.5,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,1611661330,2010,2010,True
100627-100796-101023-200715-201048,1611661330,"Kelly Miller, Iziane Castro Marques, Sancho Lyttle, Yelena Leuchanka, Armintie Herrington","Miller, Castro Marques, Lyttle, Leuchanka, Herrington",100627-100796-101023-200715-201048,ATL,88.0,1,3.0,3.0,5.0,81.81818181818183,19.666666666666668,13.333333333333334,1.0,5.0,2.0,2.0,1.0,,,,,,2.0,,,1.0,5.0,,2.0,,,1.0,5.0,,,,2.0,,4.0,,1.0,2.0,2.0,,,1.0,1.0,1.0,,5.0,5.0,2.0,,,,,,,1.0,1.0,1.25,1.25,,,,0.5,,0.5,,,14.5,14.5,0.5,,,,,,,,0.5,0.49265,0.49265,0.5,0.5,1.0,6.05,,1.0,1.0,,,2.0,4.0,,,2.0,1.0,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,0.5,,,,,1.0,1.0,1.0,,2.0,,,,,1.0,,0.5,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1611661330,2010,2010,True
