EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,FTDefRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,PenaltyEfgPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedAtRim,RecoveredBlocks,3SecondViolations,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,FTOffRebounds,OffFTReboundPct,PtsUnassisted3s,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockedLongMidRange,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LongMidRangePctBlocked,Technical Free Throw Trips,BlockedCorner3,team_id,year,season,team_vs
100731-100915-200671-201500-202257,1611661324,"Hamchetou Maiga-Ba, Lindsay Whalen, Seimone Augustus, Nicky Anosike, Monica Wright","Maiga-Ba, Whalen, Augustus, Anosike, Wright",100731-100915-200671-201500-202257,MIN,145.0,1,2.0,-4.0,6.0,6.0,3.0,6.0,12.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,8.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,0.5,0.3333333333333333,0.5,0.5,0.3333333333333333,1.0,1.0,119.17241379310346,12.833333333333334,11.333333333333334,12.833333333333334,11.0,0.6666666666666666,0.5,0.5,0.3333333333333333,0.3333333333333333,0.43816666666666665,0.3507,0.5,8.4,21.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2010,2010,True
100731-200671-201500-201501-202257,1611661324,"Hamchetou Maiga-Ba, Seimone Augustus, Nicky Anosike, Charde Houston, Monica Wright","Maiga-Ba, Augustus, Anosike, Houston, Wright",100731-200671-201500-201501-202257,MIN,42.0,1,1.0,-2.0,1.0,2.0,1.0,,3.0,,,,1.0,1.0,,,2.0,4.0,1.0,,2.0,,,,,,,,,,1.0,2.0,,,,,,,2.0,2.0,1.0,,,1.0,1.0,1.0,1.0,,,,102.85714285714286,6.0,18.0,6.0,18.0,,,,,1.0,0.6134,0.6134,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2010,2010,True
100915-100944-200671-201501-202257,1611661324,"Lindsay Whalen, Rebekkah Brunson, Seimone Augustus, Charde Houston, Monica Wright","Whalen, Brunson, Augustus, Houston, Wright",100915-100944-200671-201501-202257,MIN,5958.0,21,99.0,-31.0,190.0,197.0,44.0,44.0,387.0,8.0,30.0,40.0,42.0,103.0,48.0,56.0,176.0,207.0,23.0,21.0,51.0,30.0,39.0,3.0,71.0,101.0,20.0,13.0,37.0,8.0,24.0,40.0,54.0,71.0,7.0,5.0,1.0,6.0,160.0,51.0,44.0,4.0,7.0,0.4077669902912621,0.3973509933774834,0.4756756756756757,0.5543478260869565,0.31788079470198677,0.5405405405405406,1.0,93.53474320241692,15.894736842105264,14.913705583756345,14.989473684210527,14.228426395939087,0.1986754966887417,0.26666666666666666,0.27586206896551724,0.26490066225165565,0.6225165562913907,0.483604,0.4850757575757576,0.2897727272727273,7.166990291262136,23.072916666666668,0.23157894736842105,24.0,46.0,7.0,13.0,12.0,54.0,27.0,39.0,16.0,90.0,0.6428571428571429,0.675,0.5217391304347826,0.4411764705882353,0.304635761589404,0.5217391304347826,0.631578947368421,0.6666666666666666,0.38235294117647056,0.5384615384615384,25.0,3.0,8.0,10.0,27.0,2.0,8.0,1.0,1.0,1.0,10.0,5.0,1.0,10.0,12.0,4.0,15.0,6.0,8.0,16.0,2.0,11.0,36.0,4.0,1.0,10.0,9.0,1.0,12.0,10.0,2.0,5.0,6.0,13.0,17.0,20.0,48.0,30.0,4.0,18.0,8.0,10.0,8.0,17.0,1.0,7.0,2.0,1.0,3.0,1.0,3.0,3.0,2.0,3.0,30.0,1.0,1.0,4.0,3.0,1.0,1.0,0.25,0.18181818181818182,0.2553191489361702,0.26666666666666666,0.19047619047619047,0.2857142857142857,0.020833333333333332,0.08737864077669903,0.17391304347826086,0.03333333333333333,0.025,0.7058823529411765,0.288135593220339,0.8,0.37142857142857144,0.7311827956989247,0.3191489361702128,0.4090909090909091,0.2,0.23529411764705882,0.41379310344827586,0.16666666666666666,0.6,0.7692307692307693,0.7037037037037037,0.9333333333333333,0.6,0.047619047619047616,0.5,0.625,0.17880794701986755,0.37037037037037035,0.37037037037037035,0.6,0.052980132450331126,0.25,0.25,1.0,0.25,0.2564102564102564,1.0,0.38095238095238093,0.375,0.3333333333333333,0.047619047619047616,0.23809523809523808,0.029411764705882353,1.0,0.29411764705882354,0.1,0.2564102564102564,0.4642916666666667,0.16853932584269662,0.23076923076923078,0.09090909090909091,,,,,,,,,,,,,,,,,,,1611661324,2010,2010,True
100915-201499-201500-201895-202257,1611661324,"Lindsay Whalen, Candice Wiggins, Nicky Anosike, Quanitra Hollingsworth, Monica Wright","Whalen, Wiggins, Anosike, Hollingsworth, Wright",100915-201499-201500-201895-202257,MIN,183.0,2,3.0,9.0,8.0,7.0,1.0,1.0,15.0,,2.0,2.0,4.0,8.0,2.0,,11.0,2.0,1.0,,2.0,6.0,2.0,,1.0,3.0,,,,,,1.0,1.0,1.0,,1.0,,1.0,7.0,2.0,1.0,,,0.5,0.55,0.55,1.0,0.2,,,118.03278688524591,10.375,14.285714285714286,10.0,12.428571428571429,0.2,,,0.2,0.7,0.4937,0.379,0.18181818181818182,3.5125,21.45,0.125,3.0,5.0,,,1.0,2.0,1.0,2.0,,5.0,0.25,0.5,1.0,1.0,0.5,0.6,0.6,,,,1.0,2.0,2.0,1.0,1.0,,,,,,1.0,,,,1.0,2.0,2.0,,,4.0,,,3.0,4.0,,1.0,,,1.0,1.0,,,1.0,,1.0,,1.0,2.0,,3.0,2.0,1.0,,,,,,,,1.0,,,,1.0,1.0,,,1.0,,,1.0,0.5,,0.5,1.0,1.0,1.0,,,,,,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,0.25,0.5,,,,,,,1.0,,,,,,0.1,1.0,1.0,1.0,,,,,0.5,0.5,1.0,1.0,1.0,,,,,,,,0.5,0.5595,0.1,0.125,0.36363636363636365,1.0,1.0,,,,,,,,,,,,,,,,,1611661324,2010,2010,True
100944-201499-201501-201901-202257,1611661324,"Rebekkah Brunson, Candice Wiggins, Charde Houston, Rashanda McCants, Monica Wright","Brunson, Wiggins, Houston, McCants, Wright",100944-201499-201501-201901-202257,MIN,106.0,1,2.0,2.0,4.0,3.0,,,7.0,1.0,1.0,1.0,2.0,3.0,1.0,,4.0,2.0,,,,2.0,1.0,,1.0,1.0,,,,,,,,,,2.0,,2.0,4.0,,,,,0.6666666666666666,0.5,0.5,,0.25,,,95.09433962264151,8.25,24.333333333333332,8.25,19.666666666666668,0.25,1.0,1.0,0.25,0.75,0.497225,,,2.733333333333333,20.9,,1.0,2.0,,,,2.0,1.0,1.0,1.0,2.0,0.5,0.5,,,0.5,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,0.2,,,,0.2,,,,,,,0.5,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2010,2010,True
100945-201500-201501-201901-202276,1611661324,"Nuria Martinez, Nicky Anosike, Charde Houston, Rashanda McCants, Gabriela Marginean","Martinez, Anosike, Houston, McCants, Marginean",100945-201500-201501-201901-202276,MIN,41.0,1,1.0,,1.0,1.0,1.0,,2.0,,,,,,1.0,,3.0,3.0,,,3.0,,,,,,,,,,,1.0,,,,,,,3.0,3.0,1.0,,,,1.5,1.5,1.5,1.0,,,70.2439024390244,25.0,16.0,25.0,16.0,,,,,1.0,0.49635,0.49635,1.0,,21.4,1.0,,,,,,,,1.0,,3.0,,,,1.5,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,,,,,,1.0,1.0,3.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2010,2010,True
101029-200671-201500-201501-202257,1611661324,"Kristen Mann, Seimone Augustus, Nicky Anosike, Charde Houston, Monica Wright","Mann, Augustus, Anosike, Houston, Wright",101029-200671-201500-201501-202257,MIN,50.0,1,1.0,,1.0,1.0,,1.0,2.0,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,57.599999999999994,14.0,36.0,14.0,18.0,,,,1.0,1.0,0.41025,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2010,2010,True
201499-201500-201895-201901-202257,1611661324,"Candice Wiggins, Nicky Anosike, Quanitra Hollingsworth, Rashanda McCants, Monica Wright","Wiggins, Anosike, Hollingsworth, McCants, Wright",201499-201500-201895-201901-202257,MIN,21.0,1,,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,2.0,2.0,,,2.0,2.0,,,,1.0,1.0,,,,,,,1.0,2.0,,,,,2.0,2.0,1.0,,,,,1.0,1.0,,,,137.14285714285714,9.0,12.0,9.0,12.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1611661324,2010,2010,True
201499-201500-201501-201901-202257,1611661324,"Candice Wiggins, Nicky Anosike, Charde Houston, Rashanda McCants, Monica Wright","Wiggins, Anosike, Houston, McCants, Wright",201499-201500-201501-201901-202257,MIN,216.0,2,4.0,-7.0,9.0,8.0,,3.0,17.0,,,1.0,4.0,5.0,2.0,,8.0,15.0,,,,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,2.0,2.0,,,,3.0,,3.0,8.0,,,,,0.8,0.5714285714285714,0.5714285714285714,,0.2857142857142857,0.5,1.0,113.33333333333333,11.222222222222221,14.375,11.222222222222221,13.5,,,,0.14285714285714285,0.8571428571428571,0.50895,,,3.4799999999999995,21.9,,3.0,4.0,,,,4.0,2.0,2.0,1.0,4.0,0.5,0.5,,,0.5714285714285714,0.75,0.75,0.3333333333333333,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,0.25,,,,0.25,,,,,,,0.25,,,,,,0.3333333333333333,,0.14285714285714285,1.0,1.0,1.0,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2010,2010,True
100731-100915-201501-201895-202257,1611661324,"Hamchetou Maiga-Ba, Lindsay Whalen, Charde Houston, Quanitra Hollingsworth, Monica Wright","Maiga-Ba, Whalen, Houston, Hollingsworth, Wright",100731-100915-201501-201895-202257,MIN,485.0,6,8.0,10.0,20.0,18.0,13.0,11.0,38.0,2.0,4.0,3.0,7.0,11.0,5.0,6.0,26.0,16.0,9.0,5.0,20.0,4.0,3.0,2.0,7.0,7.0,1.0,1.0,1.0,,3.0,6.0,7.0,7.0,2.0,,,,26.0,20.0,13.0,2.0,2.0,0.6363636363636364,0.625,0.6842105263157895,0.7692307692307693,0.3125,1.0,0.6666666666666666,112.82474226804123,12.65,12.88888888888889,12.1,12.722222222222221,0.25,0.5,0.5,0.1875,0.75,0.4698625,0.4542772727272727,0.7692307692307693,2.8000000000000003,23.22,0.65,5.0,7.0,4.0,6.0,6.0,10.0,5.0,7.0,4.0,16.0,0.7142857142857143,0.7142857142857143,0.6666666666666666,0.6818181818181818,0.4375,0.7142857142857143,0.7142857142857143,0.8,0.5454545454545454,0.6666666666666666,1.0,,,,,1.0,2.0,,1.0,1.0,1.0,1.0,,1.0,2.0,,,1.0,,,1.0,2.0,6.0,,,1.0,,,2.0,1.0,1.0,1.0,,,,1.0,4.0,,,1.0,,1.0,,,,,,,,,,1.0,2.0,1.0,2.0,,,,,,1.0,0.4,0.5,0.4,,,,,,,,,1.0,,1.0,,1.0,,,,,,,1.0,1.0,,1.0,,,,0.5,,,,,0.125,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,1.0,0.09090909090909091,1.0,0.09090909090909091,,0.3333333333333333,0.6183,0.11764705882352941,0.16666666666666666,,,,,,,,,,,,,,,,,,,,1611661324,2010,2010,True
