EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Offensive Fouls,Loose Ball Fouls Drawn,PenaltyCorner3FGA,SecondChanceArc3FGM,PenaltyFtPoints,PtsUnassisted3s,LostBallSteals,StepOutOfBoundsTurnovers,DefCorner3ReboundPct,SecondChanceArc3Accuracy,PenaltyCorner3Frequency,FTDefRebounds,Technical Free Throw Trips,BlockedLongMidRange,LongMidRangePctBlocked,DefFTReboundPct,team_id,year,season,team_vs
100076-100234-100396-100685-201049,1611661320,"Tina Thompson, Ticha Penicheiro, DeLisha Milton-Jones, Marie Ferdinand-Harris, Noelle Quinn","Thompson, Penicheiro, Milton-Jones, Ferdinand-Harris, Quinn",100076-100234-100396-100685-201049,LAS,1751.0,2,29,-3.0,50,51,11.0,3.0,9.0,101,8.0,19.0,1.0,3.0,2.0,7.0,3.0,10.0,3.0,9.0,1.0,1.0,1.0,1.0,3.0,8.0,2.0,1.0,1.0,14.0,38,4.0,9.0,11.0,51.0,54,1.0,7.0,1.0,3.0,2.0,7.0,3.0,10.0,1.0,1.0,9.0,10.0,18.0,12.0,2.0,8.0,3.0,3.0,5.0,4.0,9.0,3.0,1.0,2.0,1.0,2.0,22.0,2.0,10.0,4.0,11.0,15.0,12.0,27.0,3.0,5.0,5.0,8.0,1.0,6.0,2.0,2.0,1.0,10.0,1.0,2.0,4.0,10.0,1.0,12.0,1.0,11.0,1.0,6.0,2.0,1.0,1.0,2.0,2.0,44.0,9.0,11.0,0.35714285714285715,0.38461538461538464,1.0,0.4444444444444444,0.3333333333333333,1.0,0.4444444444444444,0.3684210526315789,0.14285714285714285,0.3,0.425531914893617,0.25,0.4090909090909091,0.49038461538461536,0.3181818181818182,0.4090909090909091,0.19148936170212766,0.07894736842105263,0.10526315789473684,0.1,0.8,0.6875,0.4166666666666667,0.6666666666666666,0.4,0.6818181818181818,0.41379310344827586,0.45454545454545453,0.2857142857142857,0.5,0.4,0.5,0.8888888888888888,0.3333333333333333,0.8,0.11538461538461539,83.06110793832096,1.0,16.32,18.333333333333332,14.54,17.686274509803923,0.40425531914893614,0.42105263157894735,0.47058823529411764,0.25,0.2127659574468085,0.3,0.3333333333333333,0.3333333333333333,0.19148936170212766,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.02127659574468085,1.0,1.0,1.0,0.1702127659574468,0.375,0.375,1.0,0.3,0.3333333333333333,0.1,1.0,1.0,0.2,0.6363636363636364,0.2857142857142857,0.09090909090909091,1.0,0.5957446808510638,0.375,0.4682021276595745,0.462125,0.54015,0.11538461538461539,0.13953488372093023,0.13725490196078433,0.17647058823529413,5.9526315789473685,23.166666666666668,0.22,,,,,,,,,,,,,,,,,1611661320,2010,2010,False
100076-100234-100396-100685-201911,1611661320,"Tina Thompson, Ticha Penicheiro, DeLisha Milton-Jones, Marie Ferdinand-Harris, Kristi Toliver","Thompson, Penicheiro, Milton-Jones, Ferdinand-Harris, Toliver",100076-100234-100396-100685-201911,LAS,465.0,1,8,-3.0,11,12,,1.0,3.0,23,2.0,3.0,1.0,1.0,,,,3.0,,2.0,1.0,1.0,,,,2.0,1.0,,,2.0,8,1.0,3.0,2.0,9.0,12,1.0,2.0,,1.0,,2.0,,,,,,2.0,2.0,3.0,,2.0,,,1.0,1.0,2.0,,1.0,1.0,,,5.0,1.0,3.0,1.0,3.0,4.0,4.0,8.0,1.0,1.0,1.0,,1.0,,2.0,,,2.0,1.0,,1.0,2.0,,3.0,,2.0,,1.0,1.0,1.0,,1.0,1.0,7.0,,,0.5,0.5,1.0,0.3333333333333333,,,0.3333333333333333,0.25,0.5,,0.3181818181818182,0.3333333333333333,,0.375,0.3333333333333333,,0.2727272727272727,,,,,0.75,0.5,1.0,0.5,0.8,0.5,,0.3333333333333333,1.0,0.5,1.0,1.0,0.5,1.0,0.125,71.2258064516129,1.0,20.454545454545453,20.0,16.272727272727273,19.583333333333332,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.5,0.2727272727272727,,,,0.18181818181818182,,,,0.09090909090909091,1.0,1.0,1.0,0.18181818181818182,,,,0.3333333333333333,1.0,,,,0.3333333333333333,,,,,0.5454545454545454,,0.4052954545454545,0.370675,,0.08333333333333333,0.1111111111111111,0.2222222222222222,,7.6,23.133333333333336,,1.0,1.0,,,,,,,,,,,,,,,1611661320,2010,2010,False
100076-100234-100396-100685-201918,1611661320,"Tina Thompson, Ticha Penicheiro, DeLisha Milton-Jones, Marie Ferdinand-Harris, Lindsay Wisdom-Hylton","Thompson, Penicheiro, Milton-Jones, Ferdinand-Harris, Wisdom-Hylton",100076-100234-100396-100685-201918,LAS,39.0,1,1,,1,1,,,,2,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,1,,,,2.0,2,,,,,,,,,,,,2.0,,,,,,,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,2.0,,,1.0,1.0,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,73.84615384615384,,25.0,14.0,25.0,14.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0.2721,,,,,,,18.8,,,,,,,,,,,,,,,,,,,1611661320,2010,2010,False
100076-100234-100396-201049-201911,1611661320,"Tina Thompson, Ticha Penicheiro, DeLisha Milton-Jones, Noelle Quinn, Kristi Toliver","Thompson, Penicheiro, Milton-Jones, Quinn, Toliver",100076-100234-100396-201049-201911,LAS,803.0,2,13,-9.0,24,25,6.0,3.0,3.0,49,,4.0,,,,,3.0,10.0,1.0,2.0,,1.0,,,3.0,4.0,1.0,,,4.0,16,3.0,5.0,4.0,21.0,30,,1.0,1.0,1.0,2.0,5.0,1.0,3.0,,1.0,6.0,2.0,6.0,6.0,,4.0,3.0,1.0,1.0,2.0,3.0,2.0,,,1.0,,8.0,1.0,3.0,3.0,1.0,4.0,4.0,8.0,2.0,4.0,3.0,,1.0,,5.0,,,5.0,,1.0,1.0,4.0,1.0,6.0,1.0,4.0,,2.0,1.0,1.0,,1.0,,16.0,6.0,6.0,0.25,0.25,0.6666666666666666,0.6,1.0,,0.6,0.25,,0.3333333333333333,0.40476190476190477,0.75,0.25,0.45652173913043476,0.8333333333333334,0.5,0.23809523809523808,0.0625,,0.1,,0.2,0.25,0.75,0.5,0.4444444444444444,0.2857142857142857,0.25,0.2857142857142857,,1.0,0.5,,,0.5,0.15384615384615385,87.87048567870487,,18.583333333333332,14.28,16.916666666666668,13.52,0.19047619047619047,,,,0.47619047619047616,0.3,0.3333333333333333,0.3333333333333333,0.09523809523809523,0.5,0.5,,0.047619047619047616,,,,0.19047619047619047,0.75,0.75,0.6666666666666666,,,,,,0.5,,,,,0.42857142857142855,0.75,0.43522619047619043,0.4084,0.434075,0.08695652173913043,0.1111111111111111,0.23809523809523808,0.2857142857142857,7.15625,23.14,0.25,1.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,0.25,,,,,,1611661320,2010,2010,False
100076-100234-100685-201049-201918,1611661320,"Tina Thompson, Ticha Penicheiro, Marie Ferdinand-Harris, Noelle Quinn, Lindsay Wisdom-Hylton","Thompson, Penicheiro, Ferdinand-Harris, Quinn, Wisdom-Hylton",100076-100234-100685-201049-201918,LAS,286.0,1,5,-4.0,9,8,,1.0,,17,4.0,4.0,,,,,,,,1.0,,,,,,1.0,,,,4.0,5,,1.0,,8.0,12,,,,,,,,,,,,6.0,2.0,,,1.0,,,3.0,,3.0,,,3.0,,,6.0,,,1.0,2.0,3.0,,3.0,,1.0,,1.0,1.0,1.0,1.0,,,2.0,,,,1.0,,,,,,,,,,,,8.0,,,0.75,0.75,,,,,,0.8,,,0.6666666666666666,,,0.6666666666666666,,,0.16666666666666666,,,,0.5,1.0,,1.0,,1.0,,,,,,1.0,,1.0,1.0,,85.5944055944056,,14.777777777777779,19.125,14.777777777777779,19.125,0.6666666666666666,1.0,1.0,0.75,,,,,0.16666666666666666,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,0.8333333333333334,,0.489975,,,,,,,3.2600000000000002,21.1,,,,,,,,1.0,,,,,,,,,,1611661320,2010,2010,False
100076-100234-100685-201911-201918,1611661320,"Tina Thompson, Ticha Penicheiro, Marie Ferdinand-Harris, Kristi Toliver, Lindsay Wisdom-Hylton","Thompson, Penicheiro, Ferdinand-Harris, Toliver, Wisdom-Hylton",100076-100234-100685-201911-201918,LAS,82.0,1,1,-3.0,2,2,,,2.0,4,1.0,3.0,1.0,2.0,,,,,,1.0,,,,,,,,,,1.0,4,,,,2.0,5,1.0,2.0,,,,2.0,,,,,,,2.0,,2.0,,,1.0,,,,,,,,,,,2.0,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.5,,0.25,0.5,,0.25,0.5,,,0.25,0.3333333333333333,,,,0.6666666666666666,,,,0.6666666666666666,0.5,,1.0,,,,,,,70.2439024390244,,30.0,11.0,27.5,11.0,0.75,0.3333333333333333,0.5,,,,,,0.25,,,,,,,,,,,,1.0,0.5,,,,,,,,,0.75,,0.47465,0.51625,,,,1.0,,3.625,,,,,,,,,,,,,,,,,,,1611661320,2010,2010,False
100076-100396-100685-201049-201911,1611661320,"Tina Thompson, DeLisha Milton-Jones, Marie Ferdinand-Harris, Noelle Quinn, Kristi Toliver","Thompson, Milton-Jones, Ferdinand-Harris, Quinn, Toliver",100076-100396-100685-201049-201911,LAS,937.0,1,16,-7.0,30,30,1.0,,1.0,60,2.0,5.0,,,,,3.0,9.0,3.0,6.0,2.0,3.0,,,1.0,3.0,,,1.0,8.0,20,3.0,6.0,2.0,27.0,34,1.0,1.0,,,,2.0,,,,1.0,,4.0,12.0,9.0,,3.0,1.0,2.0,2.0,3.0,5.0,1.0,2.0,,1.0,1.0,13.0,,1.0,1.0,4.0,6.0,1.0,7.0,,4.0,,,1.0,,3.0,,2.0,3.0,,,4.0,4.0,,4.0,,4.0,1.0,2.0,1.0,,,1.0,,25.0,,1.0,0.25,0.25,1.0,0.5,,,0.5,0.4,1.0,,0.4807692307692308,1.0,,0.48148148148148145,1.0,,0.23076923076923078,0.1,0.2,,,0.6666666666666666,0.08333333333333333,0.5,,0.625,0.06666666666666667,,0.16666666666666666,,,,0.5,0.75,0.5,,92.20917822838847,,15.533333333333333,15.7,15.433333333333334,15.2,0.19230769230769232,0.4,0.5,,0.34615384615384615,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.23076923076923078,0.5,0.6,0.3333333333333333,0.11538461538461539,0.6666666666666666,0.6666666666666666,1.0,0.11538461538461539,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,1.0,,0.4230769230769231,0.3333333333333333,0.4325942307692308,0.4374,0.4947,0.07407407407407407,0.09523809523809523,0.07407407407407407,,9.155,22.96666666666667,0.03333333333333333,,,,,,,4.0,,,,,1.0,1.0,1.0,0.16666666666666666,1.0,1611661320,2010,2010,False
100076-100396-201049-201911-202315,1611661320,"Tina Thompson, DeLisha Milton-Jones, Noelle Quinn, Kristi Toliver, Andrea Riley","Thompson, Milton-Jones, Quinn, Toliver, Riley",100076-100396-201049-201911-202315,LAS,119.0,1,2,-2.0,4,3,,,1.0,7,,,,,,,,,,1.0,,,,,,1.0,,,,,1,,1.0,,,2,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,1.0,,,1.0,1.0,,2.0,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,0.5,,,1.0,,0.5,,,,,,,,,1.0,,84.70588235294117,,15.75,18.666666666666668,14.5,18.0,,,,,,,,,0.5,,,,,,,,0.5,,,,,,,,,,,,,,0.5,,0.344825,0.3088,,,,,,15.7,22.3,,1.0,,,,,,,,,,,,,,,,1611661320,2010,2010,False
100076-100685-201049-201911-201918,1611661320,"Tina Thompson, Marie Ferdinand-Harris, Noelle Quinn, Kristi Toliver, Lindsay Wisdom-Hylton","Thompson, Ferdinand-Harris, Quinn, Toliver, Wisdom-Hylton",100076-100685-201049-201911-201918,LAS,196.0,1,3,1.0,7,6,5.0,,,13,2.0,2.0,,,1.0,1.0,,,,,,,,,,1.0,,,1.0,2.0,2,,1.0,4.0,8.0,7,,,,,,,1.0,1.0,,1.0,4.0,,4.0,,,1.0,,,,,,,,,,,,,,3.0,,3.0,,3.0,,,,2.0,,,,2.0,,2.0,,2.0,,,,3.0,,4.0,,2.0,,,,,,8.0,4.0,5.0,,,,,,,,1.0,,1.0,0.6666666666666666,,0.5,0.8,,0.6666666666666666,0.3333333333333333,,,,1.0,,,1.0,,1.0,,,,,,,,,1.0,,95.51020408163265,,16.428571428571427,13.5,16.428571428571427,13.5,0.6666666666666666,1.0,1.0,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,0.5,1.0,0.5,,1.0,,0.47100000000000003,,0.4225,0.4,0.5,,0.5,,23.9,0.7142857142857143,,1.0,,,2.0,,,,,,,,,,,,1611661320,2010,2010,False
100234-100396-100685-201911-201918,1611661320,"Ticha Penicheiro, DeLisha Milton-Jones, Marie Ferdinand-Harris, Kristi Toliver, Lindsay Wisdom-Hylton","Penicheiro, Milton-Jones, Ferdinand-Harris, Toliver, Wisdom-Hylton",100234-100396-100685-201911-201918,LAS,122.0,2,2,2.0,4,3,,,,7,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,1,1.0,1.0,1.0,4.0,2,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,2.0,2.0,,2.0,,,,,,,1.0,,1.0,1.0,,,1.0,3.0,1.0,1.0,,2.0,,1.0,,,,,,4.0,,,,,,1.0,,,1.0,,,,0.75,,,0.6666666666666666,,,0.5,,,,,1.0,,,,1.0,,,,,,,1.0,,,,82.62295081967214,,11.75,25.0,11.75,25.0,0.5,,,,,,,,,,,,,,,,0.5,1.0,1.0,,,,,,,,,,,,1.0,1.0,0.48465,,,0.3333333333333333,0.5,,,,23.5,,,,,,,3.0,,,,,,,,,,,1611661320,2010,2010,False
