EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsUnassisted3s,PtsPutbacks,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,FTDefRebounds,OffRebounds,SelfOReb,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,AtRimPctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Clear Path Fouls,Technical Free Throw Trips,StepOutOfBoundsTurnovers,HeaveAttempts,BlockedLongMidRange,Travels,3SecondViolations,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,team_id,year,season,team_vs
100634-101024-101025-200676-201886,1611661317,"Penny Taylor, Temeka Johnson, Kara Braxton, Candice Dupree, DeWanna Bonner","Taylor, Johnson, Braxton, Dupree, Bonner",100634-101024-101025-200676-201886,PHO,522.0,3,9.0,-1.0,15.0,16.0,6.0,4.0,31.0,3.0,5.0,1.0,3.0,1.0,3.0,6.0,,,5.0,14.0,1.0,1.0,14.0,15.0,2.0,7.0,4.0,4.0,6.0,3.0,,,,2.0,1.0,3.0,,1.0,7.0,2.0,4.0,6.0,8.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,,1.0,13.0,4.0,6.0,0.4,0.4,1.0,1.0,1.0,0.35714285714285715,0.2857142857142857,0.43333333333333335,0.2857142857142857,0.4375,0.2857142857142857,0.06666666666666667,,,0.5,1.0,0.6,0.5,0.6666666666666666,1.0,85.51724137931035,14.266666666666667,19.25,13.333333333333334,17.8125,0.3333333333333333,0.6,0.6,0.3333333333333333,0.2,0.3333333333333333,0.3333333333333333,0.4,,,,,0.42857142857142855,0.3333333333333333,0.4,,0.46466,0.477,0.0625,0.06666666666666667,0.2857142857142857,9.15,21.5,0.4,2.0,,,1.0,1.0,1.0,,,,,,1.0,,1.0,,,1.0,1.0,,,,,,1.0,,1.0,,2.0,,,2.0,,,1.0,,1.0,,,,1.0,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,0.25,,,1.0,,,0.2222222222222222,,0.2222222222222222,,1.0,,,,,1.0,,,,0.16666666666666666,0.16666666666666666,1.0,0.06666666666666667,1.0,1.0,1.0,,,,,,,,,,0.299,0.07142857142857142,,,,,,,,,,,,1611661317,2010,2010,False
100634-101024-101025-201084-201886,1611661317,"Penny Taylor, Temeka Johnson, Kara Braxton, Brooke Smith, DeWanna Bonner","Taylor, Johnson, Braxton, Smith, Bonner",100634-101024-101025-201084-201886,PHO,183.0,1,3.0,-2.0,7.0,7.0,,7.0,14.0,2.0,3.0,,,,,1.0,,1.0,3.0,4.0,,1.0,6.0,8.0,,,,4.0,2.0,,1.0,,1.0,2.0,,2.0,,2.0,4.0,1.0,3.0,4.0,4.0,,,1.0,1.0,1.0,,,,,6.0,,,0.6666666666666666,0.6666666666666666,,,,0.75,,0.6,,0.6,,0.2,0.25,,1.0,1.0,1.0,1.0,1.0,1.0,110.16393442622952,13.714285714285714,12.428571428571429,13.714285714285714,12.428571428571429,0.6,0.6666666666666666,1.0,1.0,,,,0.2,0.2,,,,,,0.8,,0.61452,,,,,4.225,22.5,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1611661317,2010,2010,False
100634-101024-200676-201084-201886,1611661317,"Penny Taylor, Temeka Johnson, Candice Dupree, Brooke Smith, DeWanna Bonner","Taylor, Johnson, Dupree, Smith, Bonner",100634-101024-200676-201084-201886,PHO,19.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2010,2010,False
100634-101025-200676-201484-201886,1611661317,"Penny Taylor, Kara Braxton, Candice Dupree, Ketia Swanier, DeWanna Bonner","Taylor, Braxton, Dupree, Swanier, Bonner",100634-101025-200676-201484-201886,PHO,201.0,2,3.0,-3.0,9.0,8.0,9.0,8.0,17.0,,1.0,,1.0,1.0,2.0,2.0,,,2.0,5.0,1.0,1.0,7.0,10.0,2.0,5.0,7.0,,4.0,3.0,,,,,1.0,1.0,,,3.0,,1.0,1.0,1.0,2.0,2.0,,2.0,,,,,,7.0,7.0,9.0,,,1.0,1.0,1.0,0.4,0.4,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.16666666666666666,,,0.5,,0.5,,,,121.7910447761194,11.222222222222221,12.5,11.222222222222221,12.0,0.16666666666666666,,,,0.3333333333333333,0.5,0.5,0.3333333333333333,,,,,0.16666666666666666,,0.3333333333333333,,0.44450833333333334,0.44450833333333334,,,1.0,10.32,21.9,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,,1.0,,1.0,2.0,,2.0,,,,,1.0,,1.0,1.0,,2.0,,,1.0,,,,,,0.5,,,,,,,,,,,1.0,,,,,0.5,0.5,,0.16666666666666666,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,0.16666666666666666,1.0,1611661317,2010,2010,False
100940-101024-101025-200676-201886,1611661317,"Diana Taurasi, Temeka Johnson, Kara Braxton, Candice Dupree, DeWanna Bonner","Taurasi, Johnson, Braxton, Dupree, Bonner",100940-101024-101025-200676-201886,PHO,354.0,4,6.0,5.0,14.0,13.0,13.0,4.0,27.0,1.0,1.0,1.0,1.0,,3.0,2.0,3.0,3.0,1.0,6.0,3.0,4.0,17.0,12.0,1.0,5.0,17.0,,2.0,9.0,3.0,3.0,,,3.0,3.0,3.0,,9.0,4.0,2.0,6.0,10.0,1.0,1.0,1.0,5.0,4.0,,8.0,,1.0,15.0,17.0,13.0,,,1.0,0.75,0.75,0.16666666666666666,0.2,0.55,0.6111111111111112,0.6071428571428571,0.6538461538461539,0.4,,,1.0,0.8,0.8571428571428571,,1.0,0.6666666666666666,109.83050847457626,9.285714285714286,17.23076923076923,8.285714285714286,16.53846153846154,0.1,1.0,1.0,,0.3,,,0.2,0.3,1.0,1.0,1.0,0.1111111111111111,1.0,0.5,1.0,0.47502000000000005,0.48961111111111116,0.09090909090909091,0.14285714285714285,1.0,9.333333333333334,21.5,0.9285714285714286,2.0,,,,,1.0,,,,3.0,3.0,6.0,,2.0,,,2.0,2.0,3.0,4.0,6.0,,,,,,1.0,3.0,,,4.0,,,3.0,1.0,1.0,1.0,,2.0,4.0,,4.0,,,2.0,3.0,1.0,,1.0,1.0,1.0,1.0,3.0,,0.75,,,0.25,,,0.75,,,0.6,1.0,0.6666666666666666,,1.0,,,1.0,,1.0,,1.0,,,,,0.1,,,,,,,,,,,0.3333333333333333,1.0,0.2647,0.11764705882352941,,,,,,,,,1.0,0.1111111111111111,,1611661317,2010,2010,False
100940-101025-200676-201484-201886,1611661317,"Diana Taurasi, Kara Braxton, Candice Dupree, Ketia Swanier, DeWanna Bonner","Taurasi, Braxton, Dupree, Swanier, Bonner",100940-101025-200676-201484-201886,PHO,13.0,1,,-2.0,,1.0,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.76923076923076,,13.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2010,2010,False
101024-101025-200676-201886-202316,1611661317,"Temeka Johnson, Kara Braxton, Candice Dupree, DeWanna Bonner, Taylor Lilley","Johnson, Braxton, Dupree, Bonner, Lilley",101024-101025-200676-201886-202316,PHO,33.0,1,1.0,,2.0,1.0,,1.0,3.0,,,,,,,1.0,,,1.0,1.0,,,2.0,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,130.9090909090909,7.0,19.0,7.0,19.0,,,,,,,,1.0,,,,,,,,,0.4062,,,,,15.4,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2010,2010,False
101024-101025-201084-201886-202316,1611661317,"Temeka Johnson, Kara Braxton, Brooke Smith, DeWanna Bonner, Taylor Lilley","Johnson, Braxton, Smith, Bonner, Lilley",101024-101025-201084-201886-202316,PHO,22.0,1,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,65.45454545454545,,12.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2010,2010,False
101024-200676-201084-201484-201886,1611661317,"Temeka Johnson, Candice Dupree, Brooke Smith, Ketia Swanier, DeWanna Bonner","Johnson, Dupree, Smith, Swanier, Bonner",101024-200676-201084-201484-201886,PHO,10.0,1,,-2.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2010,2010,False
101025-201084-201484-201886-202316,1611661317,"Kara Braxton, Brooke Smith, Ketia Swanier, DeWanna Bonner, Taylor Lilley","Braxton, Smith, Swanier, Bonner, Lilley",101025-201084-201484-201886-202316,PHO,183.0,1,3.0,-3.0,6.0,5.0,3.0,5.0,11.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,8.0,1.0,2.0,2.0,2.0,,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,,1.0,1.0,1.0,,,,,1.0,,,,,5.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.5,0.5,0.5,0.5,0.2,0.25,1.0,1.0,,1.0,,,,86.55737704918033,20.0,12.6,20.0,12.6,0.2,1.0,1.0,1.0,0.2,,,0.4,0.2,1.0,1.0,1.0,0.5,1.0,0.4,1.0,0.36906,0.31855,,,0.4,9.775,21.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2010,2010,False
200676-201084-201484-201886-202316,1611661317,"Candice Dupree, Brooke Smith, Ketia Swanier, DeWanna Bonner, Taylor Lilley","Dupree, Smith, Swanier, Bonner, Lilley",200676-201084-201484-201886-202316,PHO,82.0,1,1.0,-2.0,3.0,3.0,,3.0,6.0,,1.0,,,1.0,2.0,,,,1.0,3.0,,,2.0,4.0,,,,,2.0,,,,1.0,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,,,,,,2.0,,,,,,,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,0.3333333333333333,,1.0,,1.0,1.0,,,105.36585365853658,18.0,9.333333333333334,18.0,9.333333333333334,0.3333333333333333,,,,0.6666666666666666,0.5,0.5,,,,,,,,0.3333333333333333,,0.4686666666666666,,,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2010,2010,False
201084-201484-201530-201886-202316,1611661317,"Brooke Smith, Ketia Swanier, Sequoia Holmes, DeWanna Bonner, Taylor Lilley","Smith, Swanier, Holmes, Bonner, Lilley",201084-201484-201530-201886-202316,PHO,49.0,1,1.0,,2.0,1.0,,1.0,3.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,88.16326530612245,15.0,19.0,15.0,19.0,,,,,,,,,1.0,,,,,,1.0,,0.4506,,,,,,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2010,2010,False
