EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,NonHeaveArc3FGA,OffThreePtRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGA,FG2M,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefRebounds,SelfOReb,Fouls,NonShootingFoulsDrawn,FirstChancePoints,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PtsUnassisted2s,Fg3aBlocked,LostBallSteals,FG3APctBlocked,Arc3PctBlocked,ShortMidRangeFGA,LongMidRangeFGM,Arc3FGM,FG3M,SecondChanceFG2M,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,LongMidRangeAssists,DefTwoPtRebounds,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,Travels,ShootingFouls,Loose Ball Fouls Drawn,DefAtRimReboundPct,OffTwoPtRebounds,BadPassTurnovers,3SecondViolations,OffTwoPtReboundPct,OffLongMidRangeReboundPct,FTDefRebounds,ShortMidRangePctBlocked,DefFTReboundPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,OffAtRimReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,ShortMidRangeAssists,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,PtsPutbacks,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,BlockedShortMidRange,SecondChanceFg3Pct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PtsUnassisted3s,Loose Ball Fouls,Offensive Fouls,LongMidRangePctBlocked,FTOffRebounds,OffFTReboundPct,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,BlockedLongMidRange,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,HeaveAttempts,StepOutOfBoundsTurnovers,HeaveMakes,Clear Path Fouls,team_id,year,season,team_vs
100384-100835-100952-101021-101049,1611661329,"Dominique Canty, Erin Thorn, Jia Perkins, Sandora Irvin, Cathrine Kraayeveld","Canty, Thorn, Perkins, Irvin, Kraayeveld",100384-100835-100952-101021-101049,CHI,188.0,1,3.0,-3.0,5.0,4.0,2.0,2.0,9,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,0.3333333333333333,1.0,0.5,0.5,0.3333333333333333,1.0,0.5,1.0,68.93617021276596,24.2,16.75,21.6,16.75,0.5,0.5,1.0,0.5,0.410125,0.39645,0.3333333333333333,0.5,1.0,1.0,19.8,22.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2010,2010,True
100384-100835-100952-201477-201480,1611661329,"Dominique Canty, Erin Thorn, Jia Perkins, Tamera Young, Sylvia Fowles","Canty, Thorn, Perkins, Young, Fowles",100384-100835-100952-201477-201480,CHI,70.0,4,1.0,5.0,7.0,5.0,7.0,1.0,12,1.0,2.0,2.0,2.0,3.0,5.0,7.0,2.0,,,3.0,5.0,7.0,2.0,2.0,2.0,4.0,1.0,1.0,,,,,,,3.0,,6.0,,7.0,7.0,0.4375,,0.4375,0.6,,0.6666666666666666,0.6666666666666666,1.0,246.85714285714283,5.142857142857143,6.8,4.428571428571429,6.8,0.2,0.4,0.4,0.8,0.35381,0.35381,,,,1.0,9.15,22.5,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,7.0,2.0,3.0,1.0,1.0,0.5,0.5,0.2,0.2,1.0,1.0,1.0,0.3333333333333333,0.2,1.0,1.0,1.0,0.2,0.5,0.2,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2010,2010,True
100384-100835-101021-202259-202278,1611661329,"Dominique Canty, Erin Thorn, Sandora Irvin, Epiphanny Prince, Abi Olajuwon","Canty, Thorn, Irvin, Prince, Olajuwon",100384-100835-101021-202259-202278,CHI,79.0,1,1.0,-1.0,2.0,2.0,,,4,,1.0,,1.0,1.0,,2.0,3.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,0.5,,,0.5,,,,,72.9113924050633,25.0,14.5,25.0,14.5,,0.5,,1.0,0.4814,,,,,,,21.5,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,1.0,,0.5,,,,,,0.5,1.0,1.0,,,,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2010,2010,True
100384-100835-200691-201062-201480,1611661329,"Dominique Canty, Erin Thorn, Mistie Bass, Shay Murphy, Sylvia Fowles","Canty, Thorn, Bass, Murphy, Fowles",100384-100835-200691-201062-201480,CHI,192.0,3,3.0,12.0,8.0,7.0,3.0,1.0,15,3.0,1.0,,6.0,1.0,3.0,12.0,,,2.0,,3.0,5.0,1.0,,,4.0,,,,,,,,,3.0,1.0,3.0,,5.0,3.0,0.6875,1.0,0.6666666666666666,0.14285714285714285,,,,,112.5,8.0,18.285714285714285,7.0,15.714285714285714,0.42857142857142855,0.14285714285714285,,0.42857142857142855,0.4805857142857143,0.532,,,0.16666666666666666,0.4166666666666667,11.033333333333333,24.4,0.375,,,2.0,,1.0,,,,3.0,1.0,,1.0,2.0,4.0,2.0,3.0,,7.0,,4.0,,,1.0,10.0,,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,0.6428571428571429,0.5,,0.8,,,0.2857142857142857,,,,,,0.5,,,2.0,,,,,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.5,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.3736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2010,2010,True
100384-100937-100952-200691-202259,1611661329,"Dominique Canty, Shameka Christon, Jia Perkins, Mistie Bass, Epiphanny Prince","Canty, Christon, Perkins, Bass, Prince",100384-100937-100952-200691-202259,CHI,140.0,1,2.0,-6.0,4.0,4.0,,,8,1.0,,,1.0,,2.0,2.0,8.0,,,,,,,,,1.0,,,,2.0,,2.0,,,2.0,,2.0,1.0,,,0.5,,,,,,,,82.28571428571428,20.25,14.75,20.25,14.75,1.0,,,,0.3365,,0.5,0.5,,,18.4,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2010,2010,True
100835-100952-200691-201477-201480,1611661329,"Erin Thorn, Jia Perkins, Mistie Bass, Tamera Young, Sylvia Fowles","Thorn, Perkins, Bass, Young, Fowles",100835-100952-200691-201477-201480,CHI,153.0,2,3.0,2.0,4.0,5.0,,1.0,9,2.0,,,3.0,,,2.0,,,,,,,,,1.0,4.0,2.0,1.0,1.0,1.0,,2.0,1.0,,,,,,,,0.3333333333333333,,,,0.5,,0.5,,84.70588235294119,11.5,21.4,11.0,16.8,0.6666666666666666,,,0.3333333333333333,0.5166333333333334,,,,,,12.433333333333332,,,3.0,,1.0,,,,,,1.0,,,,,2.0,1.0,1.0,,2.0,,3.0,,,,2.0,,,1.0,1.0,0.3333333333333333,,0.3333333333333333,,,0.6,,,0.3333333333333333,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,3.0,,,,,,,,,0.75,1.0,,,0.5,0.5,1.0,,,,,,,,,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2010,2010,True
100835-101021-101049-201480-202259,1611661329,"Erin Thorn, Sandora Irvin, Cathrine Kraayeveld, Sylvia Fowles, Epiphanny Prince","Thorn, Irvin, Kraayeveld, Fowles, Prince",100835-101021-101049-201480-202259,CHI,220.0,2,4.0,2.0,7.0,9.0,3.0,,16,3.0,1.0,,6.0,1.0,,6.0,4.0,,,,,2.0,1.0,,,4.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0,,,2.0,3.0,0.42857142857142855,,0.3333333333333333,0.14285714285714285,1.0,,,,104.72727272727273,12.714285714285714,14.555555555555555,12.714285714285714,14.555555555555555,0.42857142857142855,0.14285714285714285,,0.42857142857142855,0.4936285714285714,0.4196,,,,0.3333333333333333,9.433333333333334,23.9,0.42857142857142855,4.0,2.0,2.0,1.0,1.0,,,,3.0,,,1.0,3.0,4.0,2.0,2.0,1.0,4.0,,4.0,,,,6.0,,,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.42857142857142855,0.3333333333333333,,1.0,,,0.2857142857142857,1.0,1.0,0.5,,,0.3333333333333333,1.0,,2.0,,1.0,,,1.0,1.0,,,,,,1.0,,,1.0,3.0,,,,,,,0.16666666666666666,,1.0,1.0,1.0,0.14285714285714285,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2010,2010,True
100952-101049-200691-201477-202259,1611661329,"Jia Perkins, Cathrine Kraayeveld, Mistie Bass, Tamera Young, Epiphanny Prince","Perkins, Kraayeveld, Bass, Young, Prince",100952-101049-200691-201477-202259,CHI,172.0,2,3.0,8.0,8.0,7.0,3.0,1.0,15,1.0,1.0,,5.0,1.0,4.0,13.0,5.0,,2.0,,2.0,6.0,1.0,,1.0,5.0,,,2.0,,1.0,2.0,,,5.0,1.0,5.0,2.0,6.0,3.0,0.9285714285714286,1.0,0.75,0.16666666666666666,1.0,,0.5,,125.5813953488372,9.0,14.285714285714286,8.5,14.285714285714286,0.16666666666666666,0.16666666666666666,,0.6666666666666666,0.5003333333333333,0.4827333333333333,0.5,0.4,0.15384615384615385,0.46153846153846156,4.66,22.0,0.375,6.0,1.0,3.0,1.0,2.0,,,,3.0,1.0,,2.0,3.0,2.0,1.0,2.0,1.0,5.0,,4.0,,2.0,1.0,11.0,,1.0,0.3333333333333333,0.3333333333333333,0.6,0.6666666666666666,0.75,0.6666666666666666,,1.0,,,0.5,0.3333333333333333,0.3333333333333333,1.0,,,0.6666666666666666,0.5,,4.0,,,,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,1.0,1.0,,4.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,0.16666666666666666,1.0,1.0,,1.0,1.0,1.0,1.0,0.5141,,1.0,,1.0,1.0,1.0,,0.5,,,,,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2010,2010,True
100952-200691-201062-201480-202259,1611661329,"Jia Perkins, Mistie Bass, Shay Murphy, Sylvia Fowles, Epiphanny Prince","Perkins, Bass, Murphy, Fowles, Prince",100952-200691-201062-201480-202259,CHI,258.0,3,4.0,,8.0,9.0,,,17,1.0,,,6.0,1.0,1.0,8.0,8.0,,,,,,,,,4.0,1.0,1.0,1.0,,,1.0,,,1.0,,2.0,1.0,,,0.5,,,0.14285714285714285,1.0,,,,94.88372093023256,17.75,12.88888888888889,17.75,12.555555555555555,0.14285714285714285,,,0.42857142857142855,0.48362142857142854,,0.125,0.14285714285714285,,,5.2,21.3,,3.0,2.0,2.0,,,1.0,,,2.0,,,,,2.0,1.0,2.0,1.0,5.0,,4.0,,1.0,,8.0,,,0.5,0.5,0.3333333333333333,,0.5,,,0.8,,,0.2857142857142857,1.0,1.0,0.5,0.14285714285714285,,,,,2.0,,,,,3.0,,,1.0,,3.0,,,1.0,,,4.0,,1.0,1.0,1.0,,,,,0.8,1.0,1.0,0.42857142857142855,,,,,,,,,,1.0,,0.5,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2010,2010,True
101049-201062-201477-201480-202259,1611661329,"Cathrine Kraayeveld, Shay Murphy, Tamera Young, Sylvia Fowles, Epiphanny Prince","Kraayeveld, Murphy, Young, Fowles, Prince",101049-201062-201477-201480-202259,CHI,176.0,2,3.0,6.0,5.0,5.0,3.0,,10,2.0,,,4.0,,,6.0,,,,,,2.0,,,,5.0,,,1.0,,,1.0,,1.0,,,,,2.0,3.0,0.75,,0.5,,1.0,,,,81.81818181818183,11.4,23.8,11.4,20.6,0.5,,,0.25,0.42625,0.4707,,,,0.3333333333333333,12.5,,0.6,,,1.0,,1.0,,,,3.0,,,1.0,2.0,4.0,2.0,2.0,,4.0,2.0,5.0,,2.0,,6.0,,,0.6666666666666666,0.6666666666666666,0.75,0.5,0.75,0.5,0.6666666666666666,0.8333333333333334,0.5,,0.25,,,,,,0.5,,,2.0,,,,,1.0,2.0,,,,,,1.0,,,1.0,3.0,,,,,,,0.25,1.0,1.0,,,0.25,1.0,1.0,0.5,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2010,2010,True
