EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,Loose Ball Fouls Drawn,PenaltyDefPoss,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,BlockedLongMidRange,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,BlockedShortMidRange,PenaltyFg3Pct,PenaltyArc3Frequency,PenaltyArc3Accuracy,FTOffRebounds,PenaltyTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,OffFTReboundPct,HeaveAttempts,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGA,PenaltyCorner3Frequency,team_id,year,season,team_vs
100284-100628-100646-100666-100928,1611661325,"Tully Bevilaqua, Tammy Sutton-Brown, Tamika Catchings, Katie Douglas, Ebony Hoffman","Bevilaqua, Sutton-Brown, Catchings, Douglas, Hoffman",100284-100628-100646-100666-100928,IND,2539.0,3,42,-18.0,71,73,16.0,144,13.0,23.0,4.0,6.0,3.0,14.0,5.0,12.0,3.0,5.0,1.0,2.0,4.0,17.0,1.0,4.0,21.0,49.0,7.0,22.0,4.0,67,85.0,4.0,7.0,2.0,6.0,2.0,16.0,18.0,24.0,18.0,3.0,8.0,17.0,4.0,5.0,9.0,6.0,15.0,4.0,2.0,5.0,1.0,3.0,36.0,6.0,12.0,5.0,16.0,1.0,22.0,18.0,40.0,1.0,6.0,4.0,2.0,9.0,4.0,6.0,8.0,3.0,2.0,17.0,3.0,11.0,20.0,1.0,1.0,11.0,3.0,5.0,1.0,3.0,3.0,3.0,3.0,2.0,51.0,0.42857142857142855,0.5294117647058824,0.8571428571428571,0.3181818181818182,0.3333333333333333,0.3181818181818182,0.42857142857142855,0.5714285714285714,0.44366197183098594,0.5384615384615384,0.4589041095890411,0.5714285714285714,0.30985915492957744,0.10204081632653061,0.13043478260869565,0.07142857142857142,0.08333333333333333,0.5294117647058824,1.0,0.6956521739130435,0.4444444444444444,0.625,0.4,0.6774193548387096,0.42857142857142855,0.6,0.36363636363636365,0.3333333333333333,0.3076923076923077,1.0,0.7142857142857143,0.7142857142857143,0.6666666666666666,0.6666666666666666,0.5,0.02631578947368421,81.66994879873965,0.6666666666666666,18.718309859154928,16.575342465753426,17.35211267605634,15.561643835616438,0.323943661971831,0.5652173913043478,0.65,0.38461538461538464,0.19718309859154928,0.21428571428571427,0.23076923076923078,0.3333333333333333,0.16901408450704225,0.4166666666666667,0.45454545454545453,0.6,0.07042253521126761,0.6,0.6,0.6666666666666666,0.23943661971830985,0.23529411764705882,0.23529411764705882,1.0,0.46153846153846156,0.6666666666666666,0.15384615384615385,0.5,0.3076923076923077,0.25,1.0,0.6338028169014085,0.23529411764705882,0.48080070422535215,0.552505,0.0410958904109589,0.058823529411764705,0.23880597014925373,6.93265306122449,22.577272727272728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2010,2010,True
100284-100628-100646-100928-201896,1611661325,"Tully Bevilaqua, Tammy Sutton-Brown, Tamika Catchings, Ebony Hoffman, Briann January","Bevilaqua, Sutton-Brown, Catchings, Hoffman, January",100284-100628-100646-100928-201896,IND,124.0,1,2,4.0,3,4,,7,1.0,1.0,,,1.0,1.0,,,,,,,1.0,1.0,,,2.0,2.0,1.0,1.0,,7,3.0,,,,,,,2.0,2.0,,3.0,,1.0,1.0,,1.0,,1.0,,,1.0,,,2.0,,,2.0,1.0,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.5,0.5,,1.0,,1.0,1.0,,1.1666666666666667,,1.1666666666666667,,0.3333333333333333,,,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,81.29032258064515,,18.666666666666668,17.0,18.666666666666668,17.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,0.3333333333333333,1.0,1.0,,,,,,,,,0.6666666666666666,1.0,0.4586666666666666,,,,,6.55,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2010,2010,True
100284-100628-100646-100928-201919,1611661325,"Tully Bevilaqua, Tammy Sutton-Brown, Tamika Catchings, Ebony Hoffman, Shavonte Zellous","Bevilaqua, Sutton-Brown, Catchings, Hoffman, Zellous",100284-100628-100646-100928-201919,IND,129.0,2,2,-3.0,2,4,1.0,6,,,,,,,,1.0,,,,,,1.0,,,,1.0,,1.0,2.0,2,5.0,,,,,2.0,2.0,,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,1.0,3.0,,,2.0,,2.0,,1.0,,,,,,,,,,,,,,,,0.3333333333333333,1.0,0.5,,,,,,,1.0,,,1.0,0.5,0.5,,,,1.0,,,,1.0,,,,66.97674418604652,,19.0,22.75,19.0,21.0,,,,,,,,,0.5,,,,,,,,0.5,,,,,,,,,,,0.5,,0.50005,,0.3333333333333333,0.5,1.0,17.1,22.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2010,2010,True
100284-100628-100646-201047-201896,1611661325,"Tully Bevilaqua, Tammy Sutton-Brown, Tamika Catchings, Jessica Davenport, Briann January","Bevilaqua, Sutton-Brown, Catchings, Davenport, January",100284-100628-100646-201047-201896,IND,55.0,1,1,4.0,2,1,1.0,3,1.0,1.0,,,1.0,2.0,,,,,,,,,,,2.0,3.0,,,,4,,1.0,1.0,,,,2.0,2.0,2.0,,,,,,,1.0,,1.0,,,1.0,,,2.0,,1.0,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.5,0.5,,,,,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,,,,,,,,1.0,1.0,,,1.0,1.0,,1.0,,,,,1.0,,,,,78.54545454545455,,14.0,27.0,12.5,27.0,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.5,0.5,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,0.45343333333333335,0.4147,,,0.5,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2010,2010,True
100284-100628-100646-201047-201919,1611661325,"Tully Bevilaqua, Tammy Sutton-Brown, Tamika Catchings, Jessica Davenport, Shavonte Zellous","Bevilaqua, Sutton-Brown, Catchings, Davenport, Zellous",100284-100628-100646-201047-201919,IND,166.0,2,3,2.0,6,5,,11,2.0,2.0,,,,,1.0,1.0,,,,,,,,,3.0,3.0,,,2.0,8,6.0,,,,,,,4.0,2.0,,,,,,,2.0,,2.0,,,1.0,,1.0,4.0,,,,1.0,,1.0,,1.0,,,,,1.0,1.0,1.0,2.0,,,3.0,,1.0,2.0,,1.0,2.0,,3.0,1.0,2.0,,,,,8.0,0.6666666666666666,0.6666666666666666,,,,,1.0,,1.0,,1.0,,,,,,,0.3333333333333333,,1.0,,,,1.0,,,,,,,,,1.0,,,,95.42168674698796,,11.833333333333334,19.0,11.833333333333334,19.0,0.6666666666666666,1.0,1.0,0.5,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,0.6666666666666666,,0.5293,,0.5,0.5,,7.5,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2010,2010,True
100284-100628-100666-100928-201919,1611661325,"Tully Bevilaqua, Tammy Sutton-Brown, Katie Douglas, Ebony Hoffman, Shavonte Zellous","Bevilaqua, Sutton-Brown, Douglas, Hoffman, Zellous",100284-100628-100666-100928-201919,IND,275.0,2,5,,6,6,3.0,12,1.0,2.0,1.0,2.0,2.0,4.0,,2.0,,,,,,,,,3.0,8.0,,,,6,6.0,2.0,4.0,,,,4.0,,6.0,,,2.0,,,1.0,,,,,,,,,,,4.0,,1.0,,1.0,4.0,5.0,,1.0,1.0,,2.0,,2.0,,,,2.0,,1.0,1.0,,,1.0,,,,,,,,,2.0,,,,,,,0.375,0.5,0.375,0.5,0.375,0.5,,0.125,0.5,,,1.0,,1.0,0.8,,,0.5,0.8,,1.0,1.0,,,1.0,,,,,,62.83636363636364,,27.166666666666668,18.666666666666668,16.666666666666668,16.833333333333332,0.25,0.5,1.0,,0.5,0.5,0.5,,0.25,,,,,,,,,,,,0.5,0.5,,,,,,0.25,,0.413325,0.4832,,,0.6666666666666666,10.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2010,2010,True
100284-100646-100666-100928-101042,1611661325,"Tully Bevilaqua, Tamika Catchings, Katie Douglas, Ebony Hoffman, Jessica Moore","Bevilaqua, Catchings, Douglas, Hoffman, Moore",100284-100646-100666-100928-101042,IND,128.0,1,2,2.0,4,3,1.0,7,2.0,4.0,1.0,1.0,,1.0,,,,,,,,,,,2.0,5.0,,,,4,2.0,1.0,1.0,,,,2.0,,4.0,,,2.0,,,,,,,,,,,,,,1.0,1.0,1.0,,2.0,1.0,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,0.4,1.0,0.4,1.0,0.4,1.0,,,,,,,,1.0,0.3333333333333333,1.0,,1.0,0.3333333333333333,0.5,,,,,1.0,,,,1.0,,78.75,,15.0,22.666666666666668,15.0,22.666666666666668,0.8,0.5,0.5,,0.2,,,,,,,,,,,,,,,,1.0,1.0,,,,,,0.8,,0.5011,0.5807,,,0.5,1.4,,,,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,0.5,0.49565,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2010,2010,True
100284-100646-100666-100928-201047,1611661325,"Tully Bevilaqua, Tamika Catchings, Katie Douglas, Ebony Hoffman, Jessica Davenport","Bevilaqua, Catchings, Douglas, Hoffman, Davenport",100284-100646-100666-100928-201047,IND,273.0,2,5,6.0,10,9,2.0,19,,1.0,,,1.0,4.0,3.0,4.0,,1.0,,,,,,,4.0,9.0,,1.0,1.0,9,3.0,,2.0,,,,,,8.0,,,,,,,,,,,,,,,,,1.0,1.0,3.0,1.0,5.0,1.0,6.0,,2.0,2.0,,1.0,,1.0,,,,1.0,,2.0,2.0,,,3.0,,1.0,1.0,1.0,1.0,,1.0,1.0,9.0,,,,,,,0.4444444444444444,,0.4,,0.45,,0.1,,,,,1.0,1.0,1.0,0.2,1.0,,1.0,0.16666666666666666,,0.3333333333333333,,,,,,1.0,1.0,,,100.21978021978022,1.0,15.2,13.444444444444445,13.5,13.444444444444445,0.1,,,,0.4,0.25,0.25,,0.4,0.75,0.75,,0.1,,,,,,,,,,,,,,,0.2,,0.41008500000000003,0.3749,0.1,0.1111111111111111,,13.277777777777779,21.7,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1611661325,2010,2010,True
100284-100646-100928-201047-201919,1611661325,"Tully Bevilaqua, Tamika Catchings, Ebony Hoffman, Jessica Davenport, Shavonte Zellous","Bevilaqua, Catchings, Hoffman, Davenport, Zellous",100284-100646-100928-201047-201919,IND,78.0,1,1,,2,2,,4,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,2,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,73.84615384615384,,21.0,18.0,21.0,18.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,0.3337,,,,,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2010,2010,True
100284-100666-100928-201047-201896,1611661325,"Tully Bevilaqua, Katie Douglas, Ebony Hoffman, Jessica Davenport, Briann January","Bevilaqua, Douglas, Hoffman, Davenport, January",100284-100666-100928-201047-201896,IND,113.0,1,2,,4,4,,8,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,2,2.0,,,,,,,2.0,,,,,,,,1.0,,1.0,,,1.0,,,2.0,,,,1.0,,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,2.0,,,3.0,,,3.0,1.0,1.0,2.0,1.0,,,,,,,,2.0,1.0,1.0,,,,,1.0,,1.0,,1.0,,,,,,,0.3333333333333333,,0.3333333333333333,,,,0.3333333333333333,,,,,,,0.5,,,,,,101.94690265486726,,13.5,14.75,13.5,13.75,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.5673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2010,2010,True
