EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,Fouls,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,FoulsDrawn,Loose Ball Fouls Drawn,Assisted2sPct,NonPutbacksAssisted2sPct,DefAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFGM,Fg2aBlocked,ShortMidRangeAssists,DefThreePtRebounds,FTDefRebounds,ShootingFouls,FG2APctBlocked,LongMidRangePctBlocked,DefFTReboundPct,DefThreePtReboundPct,DefArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyFG2A,SecondChanceOffPoss,FtPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PtsAssisted3s,ThreePtAssists,Arc3Assists,Steals,BadPassSteals,PenaltyTurnovers,Offensive Fouls Drawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,Assisted3sPct,SecondChanceTsPct,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,Arc3PctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,Corner3Assists,SecondChanceFg3Pct,SecondChanceEfgPct,AtRimPctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,BadPassTurnovers,SecondChanceTurnovers,RecoveredBlocks,BlocksRecoveredPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,PenaltyFG2M,PtsPutbacks,OffThreePtRebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,Charge Fouls Drawn,BlockedAtRim,BlockedShortMidRange,SecondChanceFg2Pct,PenaltyFg2Pct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,Blocked3s,BlockedCorner3,OffAtRimReboundPct,FTOffRebounds,LostBallSteals,OffFTReboundPct,Loose Ball Fouls,PenaltyAtRimFGM,2pt And 1 Free Throw Trips,DefCorner3ReboundPct,PenaltyAtRimAccuracy,SelfOReb,SelfORebPct,SecondChanceArc3FGA,SecondChanceArc3Frequency,SecondChanceArc3FGM,LongMidRangeAssists,Charge Fouls,BlockingFoulsDrawn,ThreePtShootingFoulsDrawn,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Offensive Fouls,BadPassOutOfBoundsTurnovers,3SecondViolations,HeaveAttempts,team_id,year,season,team_vs
100690-100796-100812-101023-201046,1611661330,"Coco Miller, Iziane Castro Marques, Erika de Souza, Sancho Lyttle, Lindsey Harding","Miller, Castro Marques, de Souza, Lyttle, Harding",100690-100796-100812-101023-201046,ATL,135.0,3,2.0,-1.0,5.0,7.0,2.0,5.0,12.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,5.0,6.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,5.0,3.0,2.0,2.0,0.5,0.5,0.5,0.3333333333333333,0.5,0.75,0.5,0.75,0.4,0.5,0.5,1.0,1.0,0.5,0.75,0.3333333333333333,1.0,1.0,1.0,128.0,11.4,11.142857142857142,11.4,9.142857142857142,0.2,0.4,0.5,0.5,0.4,0.5,1.0,1.0,0.5,0.4,0.5,0.42934,0.4632,0.6,12.9,21.8,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2011,2011,False
100690-100796-100812-101023-201048,1611661330,"Coco Miller, Iziane Castro Marques, Erika de Souza, Sancho Lyttle, Armintie Herrington","Miller, Castro Marques, de Souza, Lyttle, Herrington",100690-100796-100812-101023-201048,ATL,135.0,1,2.0,,4.0,5.0,,,9.0,1.0,,2.0,,,,,1.0,4.0,,,2.0,2.0,,,,,,,,,,4.0,4.0,,4.0,,,,,2.0,,,,,,,0.25,0.25,,0.25,,,,,,1.0,,1.0,,,1.0,1.0,96.0,8.5,20.2,8.5,20.2,0.25,0.5,,,,,,,,0.25,,0.471875,,,11.225,,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2011,2011,False
100690-100796-100812-201046-201054,1611661330,"Coco Miller, Iziane Castro Marques, Erika de Souza, Lindsey Harding, Alison Bales","Miller, Castro Marques, de Souza, Harding, Bales",100690-100796-100812-201046-201054,ATL,273.0,2,5.0,-2.0,9.0,8.0,,,17.0,2.0,1.0,4.0,,1.0,,,2.0,7.0,,1.0,4.0,6.0,,,,2.0,,1.0,,,,3.0,5.0,,5.0,1.0,1.0,1.0,1.0,4.0,,,,,,,0.2857142857142857,0.25,,0.25,,0.125,,,1.0,1.0,,0.8,,,1.0,1.0,89.67032967032968,17.444444444444443,14.5,17.444444444444443,14.125,0.25,0.5,0.25,0.3333333333333333,0.125,,,,,0.25,,0.41823125,,,12.385714285714286,21.1,,,1.0,2.0,1.0,1.0,,2.0,1.0,,0.5,0.5,1.0,0.125,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.25,1.0,0.5,0.5,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2011,2011,False
100690-100796-100812-201048-201054,1611661330,"Coco Miller, Iziane Castro Marques, Erika de Souza, Armintie Herrington, Alison Bales","Miller, Castro Marques, de Souza, Herrington, Bales",100690-100796-100812-201048-201054,ATL,42.0,1,1.0,,1.0,2.0,1.0,2.0,3.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,2.0,,2.0,,,,1.0,,,1.0,,,,,,,,,,,,,,0.5,,0.5,,,,,102.85714285714286,23.0,9.5,23.0,9.5,,1.0,,,,,,,,,,0.3056,0.3056,,19.0,,1.0,,,,,,,,,,,,0.5,,,,,,,,,1.0,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2011,2011,False
100690-100796-100812-201054-201881,1611661330,"Coco Miller, Iziane Castro Marques, Erika de Souza, Alison Bales, Angel McCoughtry","Miller, Castro Marques, de Souza, Bales, McCoughtry",100690-100796-100812-201054-201881,ATL,235.0,2,4.0,-8.0,8.0,7.0,5.0,,15.0,6.0,,,1.0,1.0,,,,6.0,1.0,1.0,4.0,12.0,,,1.0,,,1.0,1.0,,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,,1.0,,1.0,,0.21428571428571427,,0.25,0.1,0.14285714285714285,,,1.0,0.5,0.3333333333333333,0.4,0.3333333333333333,,,0.3333333333333333,91.91489361702128,18.0,13.0,17.5,11.285714285714286,0.8571428571428571,,,,0.14285714285714285,1.0,1.0,,,0.14285714285714285,1.0,0.3743214285714286,0.328825,0.25,7.75,21.9,0.625,,,,,1.0,,3.0,3.0,,,,1.0,,,,,,1.0,,,,1.0,0.16666666666666666,,,,,,,,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.16666666666666666,0.3333333333333333,1.0,0.125,0.14285714285714285,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2011,2011,False
100690-100796-101021-101023-201046,1611661330,"Coco Miller, Iziane Castro Marques, Sandora Irvin, Sancho Lyttle, Lindsey Harding","Miller, Castro Marques, Irvin, Lyttle, Harding",100690-100796-101021-101023-201046,ATL,169.0,1,3.0,-1.0,5.0,5.0,5.0,5.0,10.0,,,4.0,,,,,,5.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,,,,,,1.0,1.0,2.0,1.0,3.0,,,,,,3.0,5.0,,1.0,1.0,1.0,,0.25,0.25,0.25,0.25,0.16666666666666666,,,,0.5,0.2,0.6666666666666666,0.2,0.25,0.5,,85.20710059171597,21.4,12.4,17.8,12.0,,0.6666666666666666,,,,,,,,0.3333333333333333,,0.4033333333333333,0.4033333333333333,1.0,14.780000000000001,22.4,1.0,,1.0,,,1.0,,3.0,,,,,,0.16666666666666666,,,,,1.0,,1.0,,,0.2,,,1.0,1.0,,,,5.0,1.0,,,3.0,,3.0,1.0,,1.0,1.0,,,,,,,,,1.0,1.5,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,1.0,0.5832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2011,2011,False
100690-100796-101021-201046-201054,1611661330,"Coco Miller, Iziane Castro Marques, Sandora Irvin, Lindsey Harding, Alison Bales","Miller, Castro Marques, Irvin, Harding, Bales",100690-100796-101021-201046-201054,ATL,30.0,1,,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,,,,,,,,0.5,0.5,,,,,1.0,,1.0,,,1.0,,96.0,16.0,14.0,16.0,14.0,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2011,2011,False
100690-100796-101021-201046-201907,1611661330,"Coco Miller, Iziane Castro Marques, Sandora Irvin, Lindsey Harding, Courtney Paris","Miller, Castro Marques, Irvin, Harding, Paris",100690-100796-101021-201046-201907,ATL,57.0,1,1.0,-3.0,1.0,2.0,1.0,,3.0,,,1.0,,,,,,1.0,,,,3.0,,,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,1.0,0.5,1.0,0.5,1.0,1.0,,1.0,75.78947368421053,31.0,13.0,29.0,12.0,,1.0,,,,,,,,,,0.2021,0.2021,,16.7,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2011,2011,False
100690-100796-101023-201046-201054,1611661330,"Coco Miller, Iziane Castro Marques, Sancho Lyttle, Lindsey Harding, Alison Bales","Miller, Castro Marques, Lyttle, Harding, Bales",100690-100796-101023-201046-201054,ATL,687.0,5,11.0,-1.0,22.0,21.0,4.0,4.0,43.0,8.0,3.0,10.0,,2.0,,,6.0,19.0,1.0,4.0,15.0,16.0,,,2.0,8.0,,2.0,,,3.0,8.0,10.0,5.0,15.0,2.0,,4.0,6.0,11.0,2.0,4.0,,0.25,,0.25,0.3157894736842105,0.32608695652173914,0.3333333333333333,0.32608695652173914,0.3333333333333333,0.17391304347826086,,,0.5,0.6153846153846154,0.23076923076923078,0.5882352941176471,0.3125,0.2857142857142857,0.6,0.6,90.13100436681223,15.636363636363637,16.333333333333332,14.545454545454545,14.142857142857142,0.34782608695652173,0.43478260869565216,0.3,0.3,0.08695652173913043,,,,,0.21739130434782608,,0.44086304347826083,0.3876,0.13333333333333333,12.74736842105263,21.3,0.18181818181818182,1.0,1.0,4.0,2.0,3.0,,7.0,4.0,2.0,0.3333333333333333,0.4,0.6666666666666666,0.043478260869565216,1.0,1.0,,2.0,1.0,2.0,2.0,,2.0,0.05263157894736842,,,0.5,0.5,0.25,0.2857142857142857,1.0,3.0,3.0,,,4.0,,3.0,1.0,,,,1.0,1.0,,,,2.0,,2.0,1.0,0.6666666666666666,0.125,0.16666666666666666,,,,0.26666666666666666,,1.0,2.0,,,,,,,1.0,,0.6666666666666666,,0.08695652173913043,0.5,0.5,1.0,,,,,,,0.57685,,,2.0,1.0,1.0,0.5,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2011,2011,False
100690-100796-101023-201046-201881,1611661330,"Coco Miller, Iziane Castro Marques, Sancho Lyttle, Lindsey Harding, Angel McCoughtry","Miller, Castro Marques, Lyttle, Harding, McCoughtry",100690-100796-101023-201046-201881,ATL,123.0,1,2.0,7.0,5.0,5.0,2.0,,10.0,,,,2.0,2.0,2.0,2.0,,1.0,2.0,2.0,9.0,2.0,2.0,2.0,6.0,,,2.0,2.0,,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,7.0,6.0,2.0,,1.0,1.0,1.0,,1.0,1.5,0.9,1.5,0.6666666666666666,,,1.0,1.0,1.0,0.6666666666666666,1.0,,,1.0,117.07317073170732,7.0,17.6,7.0,16.0,,,,,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.6545833333333334,0.562875,0.6666666666666666,0.2,22.75,0.4,,1.0,,,2.0,,6.0,3.0,,,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,1.0,3.0,2.0,2.0,,6.0,2.0,2.0,2.0,2.0,,,4.0,,2.0,1.0,,2.0,1.0,1.0,,,1.0,0.4,0.6666666666666666,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2011,2011,False
