EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,FtPoints,Points,Steals,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,TsPct,LiveBallTurnoverPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyOffPoss,PenaltyDefPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,BadPassSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Charge Fouls Drawn,HeaveAttempts,Corner3PctBlocked,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,HeaveMakes,BlockedCorner3,team_id,year,season,team_vs
100533-201904-202250-202253-202254,1611661323,"DeMya Walker, Renee Montgomery, Tina Charles, Kalana Greene, Kelsey Griffin","Walker, Montgomery, Charles, Greene, Griffin",100533-201904-202250-202253-202254,CON,56.0,1,1.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,77.14285714285714,20.0,16.0,11.5,10.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2011,2011,False
100723-100874-201904-202250-202253,1611661323,"Asjha Jones, Kara Lawson, Renee Montgomery, Tina Charles, Kalana Greene","Jones, Lawson, Montgomery, Charles, Greene",100723-100874-201904-202250-202253,CON,12749.0,26,212.0,40.0,409.0,409.0,41.0,818.0,61.0,454.0,28.0,13.0,49.0,15.0,72.0,4.0,85.0,74.0,33.0,403.0,0.5911458333333334,0.6805555555555556,92.39312887285278,14.982885085574573,16.188264058679707,14.462102689486553,15.376528117359413,0.08753315649867374,0.10819672131147541,47.0,46.0,61.0,94.0,14.0,19.0,3.0,10.0,49.0,102.0,34.0,82.0,12.0,20.0,1.0,1.0,2.0,23.0,52.0,4.0,2.0,6.0,144.0,278.0,35.0,72.0,414.0,19.0,29.0,5.0,13.0,51.0,7.0,28.0,3.0,8.0,18.0,41.0,154.0,134.0,81.0,24.0,20.0,52.0,23.0,14.0,2.0,77.0,27.0,104.0,15.0,12.0,33.0,23.0,21.0,235.0,8.0,35.0,2.0,44.0,105.0,9.0,158.0,45.0,203.0,6.0,15.0,6.0,34.0,23.0,3.0,1.0,3.0,10.0,36.0,1.0,75.0,1.0,5.0,3.0,4.0,8.0,2.0,6.0,1.0,7.0,25.0,14.0,2.0,9.0,25.0,17.0,1.0,38.0,45.0,4.0,6.0,0.5347222222222222,0.5746268656716418,0.7714285714285715,0.4861111111111111,0.375,0.4861111111111111,0.5179856115107914,0.6551724137931034,0.25,0.5614285714285714,0.5588235294117647,0.3194444444444444,0.6219512195121951,0.44565217391304346,0.2057142857142857,0.027777777777777776,0.050359712230215826,0.07446808510638298,0.049019607843137254,0.024390243902439025,0.038461538461538464,0.75,0.3333333333333333,0.6907894736842105,0.26515151515151514,0.8,0.23529411764705882,0.7198067632850241,0.25903614457831325,0.40625,0.23076923076923078,0.20833333333333334,0.19230769230769232,0.375,0.6481481481481481,0.7555555555555555,0.6792452830188679,0.7619047619047619,0.9230769230769231,0.039735099337748346,0.68,0.26857142857142857,0.648936170212766,0.7011494252873564,0.5409836065573771,0.2914285714285714,0.4803921568627451,0.5051546391752577,0.46938775510204084,0.2342857142857143,0.4146341463414634,0.425,0.6176470588235294,0.05714285714285714,0.6,0.6,1.0,0.14857142857142858,0.4423076923076923,0.46,0.6521739130434783,0.5588235294117647,0.7368421052631579,0.14285714285714285,0.029411764705882353,0.11764705882352941,0.2777777777777778,0.3,0.05555555555555555,0.5,0.16666666666666666,0.3333333333333333,0.4742857142857143,0.4423076923076923,0.469389,0.5478928571428571,0.4442611111111111,0.11233480176211454,0.09030837004405286,8.832733812949641,22.5875,0.11491442542787286,,,,,,,,,,,,,,,,,,,,1611661323,2011,2011,False
100723-101020-201904-202250-202253,1611661323,"Asjha Jones, Tan White, Renee Montgomery, Tina Charles, Kalana Greene","Jones, White, Montgomery, Charles, Greene",100723-101020-201904-202250-202253,CON,5336.0,25,89.0,32.0,172.0,175.0,22.0,347.0,36.0,186.0,13.0,4.0,12.0,5.0,20.0,2.0,48.0,50.0,23.0,162.0,0.5081967213114754,0.6,93.6431784107946,15.627906976744185,15.131428571428572,15.023255813953488,14.028571428571428,0.12994350282485875,0.15333333333333332,23.0,13.0,30.0,54.0,7.0,15.0,8.0,9.0,22.0,48.0,11.0,33.0,2.0,4.0,,1.0,1.0,6.0,23.0,2.0,,1.0,63.0,135.0,8.0,27.0,154.0,9.0,21.0,2.0,6.0,24.0,9.0,14.0,1.0,2.0,9.0,30.0,58.0,68.0,15.0,9.0,10.0,23.0,6.0,5.0,,29.0,5.0,34.0,3.0,2.0,12.0,11.0,6.0,73.0,5.0,24.0,1.0,24.0,48.0,5.0,77.0,30.0,107.0,3.0,9.0,1.0,7.0,8.0,1.0,,2.0,4.0,19.0,,35.0,,2.0,2.0,1.0,4.0,1.0,8.0,,6.0,6.0,3.0,,3.0,6.0,5.0,1.0,28.0,22.0,2.0,3.0,0.4603174603174603,0.5,0.625,0.2962962962962963,0.5,0.2962962962962963,0.4666666666666667,0.42857142857142855,0.6428571428571429,0.46296296296296297,0.391304347826087,0.65625,0.42857142857142855,0.7142857142857143,0.16666666666666666,,0.037037037037037035,0.037037037037037035,0.041666666666666664,0.030303030303030304,,0.7142857142857143,0.16666666666666666,0.7384615384615385,0.3333333333333333,0.6857142857142857,0.2631578947368421,0.72,0.31868131868131866,0.4166666666666667,0.34615384615384615,0.22727272727272727,0.29411764705882354,,0.7142857142857143,0.6818181818181818,0.8181818181818182,0.6818181818181818,0.6923076923076923,0.03488372093023256,0.8333333333333334,0.3333333333333333,0.5555555555555556,0.5769230769230769,0.4,0.2962962962962963,0.4583333333333333,0.4782608695652174,0.5,0.2037037037037037,0.3333333333333333,0.34375,0.5454545454545454,0.024691358024691357,0.5,0.5,1.0,0.1419753086419753,0.2608695652173913,0.2608695652173913,0.5,0.6521739130434783,0.4666666666666667,0.14285714285714285,,0.08695652173913043,0.5625,0.8888888888888888,0.0625,1.0,0.0625,,0.5,0.2608695652173913,0.4720141975308642,0.5756388888888888,0.53921875,0.12903225806451613,0.16129032258064516,7.815555555555555,22.67037037037037,0.13372093023255813,,,,,,,,,,,,,,,,,,,,1611661323,2011,2011,False
100874-101042-202254-202255-202263,1611661323,"Kara Lawson, Jessica Moore, Kelsey Griffin, Allison Hightower, Danielle McCray","Lawson, Moore, Griffin, Hightower, McCray",100874-101042-202254-202255-202263,CON,161.0,2,3.0,2.0,5.0,5.0,,10.0,,2.0,,,,,1.0,,1.0,,,2.0,0.2,,89.44099378881988,16.8,15.4,16.8,15.4,,,1.0,,1.0,2.0,,,1.0,1.0,,1.0,,2.0,,,,,,,,,,,1.0,5.0,,,,,,,,,1.0,1.0,,,,2.0,2.0,,,,,,,,,1.0,,1.0,,,1.0,,,2.0,,1.0,,2.0,2.0,,4.0,1.0,5.0,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,2.0,1.0,,,1.0,1.0,,,,,0.2,,1.0,0.2,,1.0,,1.0,,,,,,,,,,1.0,0.25,1.0,,1.0,0.25,,1.0,,,,1.0,,1.0,1.0,,,,0.4,0.5,0.5,1.0,0.2,,,,0.4,,,,,,,,,,,,,,,,,1.0,1.0,,,,,0.4,,0.4462,,0.573,,1.0,8.22,,0.2,,,,,,,,,,,,,,,,,,,,1611661323,2011,2011,False
100723-101042-201904-202253-202263,1611661323,"Asjha Jones, Jessica Moore, Renee Montgomery, Kalana Greene, Danielle McCray","Jones, Moore, Montgomery, Greene, McCray",100723-101042-201904-202253-202263,CON,355.0,4,6.0,-2.0,10.0,11.0,1.0,21.0,,9.0,1.0,,,,,,2.0,,,9.0,0.4090909090909091,,85.1830985915493,17.6,16.272727272727273,17.0,16.0,,,,,2.0,4.0,,,,,1.0,4.0,,1.0,,,,,,1.0,2.0,,,,3.0,9.0,1.0,2.0,11.0,,1.0,,,,,,,,,,,6.0,3.0,,,2.0,1.0,1.0,,,1.0,1.0,1.0,,,,,3.0,1.0,,,1.0,,,1.0,1.0,2.0,,1.0,,,,,,,,,1.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,0.5,,0.5,0.3333333333333333,,,0.4090909090909091,,,,,0.18181818181818182,,0.1111111111111111,0.25,,,,,,,,0.5,1.0,0.3333333333333333,0.14285714285714285,,,,1.0,,,,,,1.0,,,0.36363636363636365,0.5,0.6666666666666666,,0.36363636363636365,0.25,0.25,,0.09090909090909091,,,,,,,,0.18181818181818182,0.5,0.5,1.0,,,,,,,,,,,,0.5454545454545454,0.5,0.48245909090909095,,,,,5.833333333333333,21.85,,1.0,,,,,,,,,,,,,,,,,,,1611661323,2011,2011,False
100874-101020-101042-202250-202253,1611661323,"Kara Lawson, Tan White, Jessica Moore, Tina Charles, Kalana Greene","Lawson, White, Moore, Charles, Greene",100874-101020-101042-202250-202253,CON,271.0,3,5.0,-2.0,10.0,10.0,1.0,20.0,2.0,11.0,1.0,,,,1.0,,2.0,2.0,,11.0,0.55,,106.2730627306273,11.5,15.6,11.0,14.4,,,8.0,6.0,2.0,4.0,,,1.0,3.0,1.0,2.0,,,1.0,2.0,,1.0,2.0,,1.0,,,1.0,3.0,6.0,1.0,3.0,13.0,,1.0,,,,1.0,4.0,1.0,3.0,2.0,7.0,4.0,2.0,3.0,,,,,,,2.0,1.0,3.0,,1.0,1.0,1.0,,7.0,,1.0,,,3.0,,3.0,1.0,4.0,,1.0,1.0,,1.0,,,,1.0,1.0,,4.0,,,,,,,,,1.0,,,,,,,,7.0,8.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,,0.25,0.5,,0.35714285714285715,,0.4375,0.3333333333333333,,,,,,,,,0.75,0.3333333333333333,,,0.6,0.25,0.5,,,,,0.5,,1.0,,,,,0.4444444444444444,0.5,0.5,0.5,0.2222222222222222,0.5,0.5,1.0,,,,,0.2222222222222222,0.5,0.5,1.0,0.1111111111111111,,,,,,,,,0.42857142857142855,0.3333333333333333,0.2857142857142857,0.5,0.14285714285714285,,0.7777777777777778,,0.58764375,0.537,0.6138750000000001,,0.6363636363636364,2.65,31.833333333333332,0.8,,1.0,,,,,,,,,,,,,,,,,,1611661323,2011,2011,False
101042-202254-202255-202263-202638,1611661323,"Jessica Moore, Kelsey Griffin, Allison Hightower, Danielle McCray, Jessica Breland","Moore, Griffin, Hightower, McCray, Breland",101042-202254-202255-202263-202638,CON,234.0,2,4.0,-1.0,10.0,8.0,1.0,18.0,7.0,11.0,,,1.0,,1.0,,4.0,8.0,1.0,10.0,0.6875,1.0,110.76923076923077,9.5,17.375,9.5,15.0,0.2,0.25,10.0,5.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,1.0,,,1.0,2.0,3.0,,1.0,12.0,,,,1.0,1.0,2.0,3.0,,1.0,7.0,11.0,4.0,,,,,1.0,,,,2.0,,2.0,,,1.0,,1.0,4.0,1.0,,,2.0,,,2.0,1.0,3.0,,,,1.0,,,,,1.0,1.0,,2.0,,1.0,,1.0,,,,,3.0,,,,,,,,11.0,10.0,,3.0,1.0,1.0,,,,,0.6666666666666666,,0.6666666666666666,0.5,,0.5,0.5,0.6875,0.25,,,,,,,,,,,1.0,1.0,0.4,0.5,,,,1.0,,,,,1.0,,,,0.25,1.0,1.0,1.0,0.25,,,,0.25,1.0,1.0,1.0,,,,,0.25,,,,,,,,,0.25,1.0,,,0.25,,0.5,,0.4305,,0.4305,0.09090909090909091,1.0,10.833333333333334,22.1,1.0,,,,,,,,,,,,,,,,,,,,1611661323,2011,2011,False
100533-100723-100874-101020-202263,1611661323,"DeMya Walker, Asjha Jones, Kara Lawson, Tan White, Danielle McCray","Walker, Jones, Lawson, White, McCray",100533-100723-100874-101020-202263,CON,297.0,3,5.0,2.0,7.0,8.0,,15.0,3.0,8.0,2.0,,1.0,1.0,3.0,,5.0,6.0,3.0,8.0,0.8,0.3333333333333333,72.72727272727272,15.857142857142858,23.25,15.857142857142858,19.75,0.6,0.75,,,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,6.0,,,,,,,,,,,,2.0,,,3.0,,1.0,1.0,,,1.0,,1.0,,,1.0,,,2.0,,,,,2.0,1.0,3.0,,3.0,,2.0,,,2.0,1.0,,,,2.0,,4.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,1.25,,,,,0.5,,,,,,,1.0,,0.5,,,,0.5,,,,,,,,1.0,,,,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,0.5,1.0,1.0,,,,,,,,,,,,,1.0,1.0,0.41045,,,,,3.9,22.7,,,,,,,,,,,,,,,,,,,,,1611661323,2011,2011,False
100533-101020-201904-202254-202255,1611661323,"DeMya Walker, Tan White, Renee Montgomery, Kelsey Griffin, Allison Hightower","Walker, White, Montgomery, Griffin, Hightower",100533-101020-201904-202254-202255,CON,221.0,1,4.0,4.0,8.0,8.0,1.0,16.0,3.0,10.0,,,,,,,6.0,3.0,1.0,10.0,0.5,,104.25339366515837,14.875,12.75,14.25,12.625,0.1111111111111111,0.14285714285714285,7.0,,1.0,2.0,,,1.0,2.0,1.0,3.0,,2.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,2.0,7.0,1.0,2.0,6.0,,1.0,1.0,,,2.0,6.0,1.0,2.0,3.0,10.0,,4.0,3.0,,,1.0,1.0,3.0,1.0,,1.0,1.0,1.0,,,,,3.0,1.0,1.0,,,1.0,,1.0,2.0,3.0,,,,,,,,,,,,,,,,1.0,3.0,,1.0,,1.0,,,,,,,,10.0,7.0,,1.0,,,1.0,0.5,0.5,0.5,0.2857142857142857,,0.3333333333333333,0.3888888888888889,,0.4375,,0.5555555555555556,0.2222222222222222,0.5,0.42857142857142855,0.5,0.3333333333333333,0.5,,,,0.5,0.25,,1.0,0.5,0.4,,0.5,,,1.0,1.0,,,,,,,0.2222222222222222,0.5,1.0,,0.3333333333333333,0.3333333333333333,0.5,,0.2222222222222222,,,,0.1111111111111111,,,,0.1111111111111111,1.0,1.0,1.0,,,,0.5,,0.25,0.5,0.125,,0.125,1.0,0.4444444444444444,1.0,0.3949388888888889,0.19535,0.39830625,,1.0,8.742857142857144,22.15,0.875,,,1.0,,,,,,,,,,,,,,,,,1611661323,2011,2011,False
100723-100874-101020-201904-202250,1611661323,"Asjha Jones, Kara Lawson, Tan White, Renee Montgomery, Tina Charles","Jones, Lawson, White, Montgomery, Charles",100723-100874-101020-201904-202250,CON,5951.0,25,99.0,6.0,200.0,186.0,25.0,386.0,48.0,208.0,17.0,7.0,16.0,3.0,28.0,2.0,47.0,59.0,17.0,177.0,0.5149253731343284,0.5714285714285714,93.40278944715173,14.7,16.188172043010752,13.975,15.096774193548388,0.09042553191489362,0.12142857142857143,53.0,53.0,18.0,37.0,5.0,8.0,7.0,13.0,18.0,51.0,14.0,37.0,7.0,10.0,,2.0,3.0,13.0,38.0,2.0,5.0,6.0,50.0,125.0,20.0,48.0,202.0,8.0,18.0,2.0,9.0,31.0,12.0,31.0,7.0,9.0,27.0,72.0,54.0,46.0,48.0,12.0,8.0,37.0,13.0,5.0,2.0,27.0,16.0,43.0,9.0,7.0,12.0,5.0,10.0,102.0,8.0,18.0,1.0,15.0,46.0,3.0,64.0,27.0,91.0,4.0,10.0,1.0,13.0,12.0,3.0,,3.0,3.0,17.0,1.0,41.0,,3.0,2.0,4.0,2.0,,2.0,1.0,13.0,8.0,6.0,,2.0,8.0,4.0,,68.0,51.0,8.0,10.0,0.54,0.5869565217391305,0.8,0.4166666666666667,0.7777777777777778,0.425531914893617,0.4,0.4444444444444444,0.3870967741935484,0.4624277456647399,0.55,0.5625,0.5961538461538461,0.6545454545454545,0.2774566473988439,0.041666666666666664,0.04,0.08108108108108109,0.0196078431372549,0.02702702702702703,0.05263157894736842,0.5,0.2,0.6865671641791045,0.24,0.7142857142857143,0.3333333333333333,0.6931818181818182,0.26262626262626265,0.3684210526315789,0.15151515151515152,0.2608695652173913,0.3333333333333333,0.3333333333333333,0.64,0.5294117647058824,0.84,0.6923076923076923,0.75,0.043010752688172046,0.5,0.2138728323699422,0.4864864864864865,0.5294117647058824,0.6666666666666666,0.2947976878612717,0.35294117647058826,0.36,0.2777777777777778,0.2138728323699422,0.3783783783783784,0.3888888888888889,0.7142857142857143,0.057803468208092484,0.7,0.7,1.0,0.21965317919075145,0.34210526315789475,0.3611111111111111,0.6923076923076923,0.4,0.625,0.4,,0.1,0.325,0.5384615384615384,0.075,0.6666666666666666,0.15,0.8333333333333334,0.4913294797687861,0.35135135135135137,0.46524098837209305,0.46779333333333334,0.5025217948717948,0.14903846153846154,0.34615384615384615,8.8952,22.70625,0.265,2.0,1.0,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,1611661323,2011,2011,False
