EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,Turnovers,Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,SelfORebPct,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2M,SecondChanceFtPoints,PenaltyFG2M,PtsPutbacks,Fg2aBlocked,AtRimAssists,ShortMidRangeAssists,Steals,BadPassSteals,ShootingFouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,SecondChanceFg2Pct,PenaltyFg2Pct,FG2APctBlocked,ShortMidRangePctBlocked,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,BlockedShortMidRange,OffAtRimReboundPct,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Fg3aBlocked,Corner3Assists,FG3APctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LostBallOutOfBoundsTurnovers,AtRimPctBlocked,Travels,OffLongMidRangeReboundPct,Loose Ball Fouls Drawn,LostBallTurnovers,SecondChanceAtRimPctAssisted,SecondChanceArc3PctAssisted,Charge Fouls,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,team_id,year,season,team_vs
100404-100682-100696-100721-201067,1611661328,"Katie Smith, Lauren Jackson, Belinda Snell, Swin Cash, Camille Little","Smith, Jackson, Snell, Cash, Little",100404-100682-100696-100721-201067,SEA,156.0,1,3.0,1.0,5.0,5,10,1.0,1.0,1.0,2.0,2.0,3.0,2.0,6.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,6.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.75,1.0,1.0,1.0,1.0,1.0,1.0,92.3076923076923,12.0,19.2,12.0,19.2,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5,0.5,1.0,0.39553333333333335,0.25,0.25,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2011,2011,True
100404-100682-100720-100721-100942,1611661328,"Katie Smith, Lauren Jackson, Sue Bird, Swin Cash, Ashley Robinson","Smith, Jackson, Bird, Cash, Robinson",100404-100682-100720-100721-100942,SEA,298.0,2,5.0,10.0,10.0,9,19,,3.0,,,,3.0,4.0,13.0,3.0,,,,2.0,,6.0,1.0,4.0,6.0,10.0,,1.0,1.0,,2.0,4.0,1.0,10.0,,,,0.45,0.5416666666666666,1.0,1.0,1.0,,1.0,1.0,91.81208053691275,15.7,15.666666666666666,12.7,15.666666666666666,0.3,,,,,,,0.51387,0.09090909090909091,0.25,8.866666666666667,3.0,5.0,3.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,2.0,3.0,7.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,5.0,6.0,3.0,6.0,3.0,2.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,0.6666666666666666,0.42857142857142855,1.0,0.3333333333333333,0.42857142857142855,0.5,0.375,0.5,0.5,0.7,1.0,1.0,0.3333333333333333,0.75,0.5714285714285714,0.3333333333333333,0.6666666666666666,1.0,1.0,0.14285714285714285,0.1,0.6,0.5,0.5,0.6666666666666666,0.3333333333333333,1.0,0.25,0.5,0.5,0.7,0.5,0.62385,0.5265625,0.23076923076923078,0.38461538461538464,23.357142857142858,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2011,2011,True
100404-100682-100720-100721-100973,1611661328,"Katie Smith, Lauren Jackson, Sue Bird, Swin Cash, Le'coe Willingham","Smith, Jackson, Bird, Cash, Willingham",100404-100682-100720-100721-100973,SEA,531.0,3,9.0,11.0,20.0,18,38,3.0,8.0,,2.0,6.0,14.0,8.0,20.0,9.0,4.0,8.0,2.0,2.0,,4.0,4.0,7.0,11.0,13.0,1.0,2.0,7.0,1.0,6.0,8.0,4.0,15.0,0.3333333333333333,0.4,0.42857142857142855,0.35294117647058826,0.5,1.0,0.8,0.9166666666666666,1.0,1.0,0.75,103.05084745762713,10.35,18.0,10.3,16.77777777777778,0.47058823529411764,0.375,0.42857142857142855,0.11764705882352941,,,,0.4709970588235294,0.21052631578947367,0.25,8.335714285714285,6.0,11.0,2.0,,,,3.0,,,,1.0,,3.0,1.0,,,5.0,5.0,,1.0,5.0,9.0,,,3.0,,,,,2.0,,2.0,1.0,1.0,1.0,1.0,9.0,6.0,1.0,1.0,,,,,,1.0,0.3333333333333333,1.25,0.5625,0.17647058823529413,0.5,,0.25,,0.18181818181818182,0.4,,,1.0,0.1,,0.17647058823529413,,,,,,,0.16666666666666666,,0.4117647058823529,,0.4833,0.41616666666666663,0.25,0.45,21.566666666666666,0.3,3.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.4,0.07142857142857142,0.125,1.0,1.0,0.23529411764705882,0.75,0.75,0.3333333333333333,0.3333333333333333,0.16666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2011,2011,True
100404-100682-100720-100721-101030,1611661328,"Katie Smith, Lauren Jackson, Sue Bird, Swin Cash, Tanisha Wright","Smith, Jackson, Bird, Cash, Wright",100404-100682-100720-100721-101030,SEA,439.0,1,7.0,-2.0,11.0,12,23,3.0,6.0,,1.0,5.0,9.0,,10.0,12.0,2.0,8.0,1.0,1.0,,2.0,3.0,2.0,5.0,8.0,,2.0,1.0,,,,,6.0,0.2,0.3333333333333333,0.5555555555555556,0.4166666666666667,0.4166666666666667,0.4,0.42857142857142855,0.4166666666666667,1.0,,0.5,75.44419134396355,13.909090909090908,23.833333333333332,13.454545454545455,18.5,0.5,0.5,0.5,0.08333333333333333,,,,0.4319583333333334,,,6.9,5.0,5.0,2.0,,,,3.0,,,,2.0,,3.0,3.0,,,4.0,6.0,,2.0,,6.0,,,3.0,,,,,3.0,,3.0,,2.0,2.0,,6.0,5.0,,,,,,,,0.6666666666666666,0.375,0.6666666666666666,0.375,0.25,1.0,,0.75,,0.42857142857142855,1.0,,,,,,0.25,,,,,,,0.25,,0.4166666666666667,,0.44366666666666665,0.43739375,0.4,0.6,22.233333333333334,0.45454545454545453,2.0,2.0,2.0,2.0,2.0,,3.0,4.0,,,1.0,2.0,2.0,1.0,,,,,,,0.6666666666666666,0.5,,,0.3333333333333333,,0.16666666666666666,1.0,1.0,,0.3333333333333333,0.25,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2011,2011,True
100404-100682-100720-100721-201067,1611661328,"Katie Smith, Lauren Jackson, Sue Bird, Swin Cash, Camille Little","Smith, Jackson, Bird, Cash, Little",100404-100682-100720-100721-201067,SEA,548.0,3,9.0,7.0,15.0,18,33,1.0,2.0,3.0,4.0,9.0,11.0,2.0,23.0,16.0,14.0,4.0,7.0,7.0,2.0,14.0,2.0,5.0,8.0,9.0,,,5.0,,6.0,2.0,,21.0,0.7777777777777778,0.7777777777777778,0.8181818181818182,0.7,0.71875,0.8333333333333334,1.0,0.875,1.0,0.6666666666666666,1.0,86.71532846715328,13.8,18.944444444444443,13.6,18.944444444444443,0.13333333333333333,0.5,0.5,0.26666666666666666,0.75,0.75,0.6666666666666666,0.5248566666666666,,,8.299999999999999,3.0,8.0,1.0,2.0,,1.0,2.0,,,,1.0,1.0,4.0,1.0,,,2.0,1.0,,1.0,2.0,2.0,,3.0,2.0,1.0,,,1.0,,1.0,1.0,,,,1.0,2.0,3.0,,1.0,,0.25,,,0.25,1.0,,1.0,0.3333333333333333,0.26666666666666666,,1.0,,0.3333333333333333,0.2,,,0.5,1.0,,0.13333333333333333,0.13333333333333333,0.5,0.5,,,,,0.5,,0.6,0.5,,0.447275,0.08695652173913043,0.08695652173913043,22.475,0.2,5.0,5.0,,,1.0,,,,,5.0,,,,3.0,2.0,,1.0,,1.0,,1.0,,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2011,2011,True
100404-100682-100720-100942-101030,1611661328,"Katie Smith, Lauren Jackson, Sue Bird, Ashley Robinson, Tanisha Wright","Smith, Jackson, Bird, Robinson, Wright",100404-100682-100720-100942-101030,SEA,21.0,1,,-1.0,,1,1,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,68.57142857142857,,21.0,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2011,2011,True
100404-100682-100720-100973-101030,1611661328,"Katie Smith, Lauren Jackson, Sue Bird, Le'coe Willingham, Tanisha Wright","Smith, Jackson, Bird, Willingham, Wright",100404-100682-100720-100973-101030,SEA,409.0,2,7.0,-1.0,12.0,11,23,3.0,6.0,1.0,2.0,5.0,9.0,4.0,14.0,15.0,2.0,8.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,,,2.0,,5.0,4.0,2.0,14.0,0.2,0.2,0.5555555555555556,0.5,0.5833333333333334,0.5,1.0,0.6,,1.0,1.0,80.97799511002445,17.25,18.363636363636363,17.25,16.181818181818183,0.6,0.5,0.5,0.2,0.5,0.5,1.0,0.42026,0.16666666666666666,0.18181818181818182,10.18888888888889,5.0,2.0,,,,,1.0,,,,1.0,,1.0,,,,,4.0,,1.0,,6.0,,,1.0,,,,,,,,,,,,6.0,5.0,1.0,,,,,,,,0.6,,0.6,0.1,,,,,,,,,,,,0.1,,,,,,,0.2,,0.2,,,0.44738,,0.42857142857142855,23.3,0.4166666666666667,1.0,1.0,1.0,1.0,,,3.0,,,,,,,,1.0,,2.0,1.0,2.0,1.0,,0.75,,,,0.5,0.1,1.0,1.0,,,0.2,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2011,2011,True
100404-100682-100720-101030-201067,1611661328,"Katie Smith, Lauren Jackson, Sue Bird, Tanisha Wright, Camille Little","Smith, Jackson, Bird, Wright, Little",100404-100682-100720-101030-201067,SEA,174.0,3,3.0,1.0,6.0,7,13,1.0,1.0,1.0,1.0,3.0,5.0,,9.0,8.0,,6.0,,1.0,,3.0,,2.0,3.0,4.0,,,3.0,,1.0,,,7.0,,,0.6,0.6428571428571429,0.6428571428571429,1.0,,1.0,,1.0,,107.58620689655173,11.0,15.428571428571429,10.166666666666666,15.428571428571429,0.14285714285714285,1.0,1.0,0.14285714285714285,1.0,1.0,,0.48747857142857143,,,6.959999999999999,,3.0,1.0,,,1.0,2.0,,,,,1.0,2.0,1.0,,,2.0,,,,,,3.0,,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,1.0,,1.0,0.5,,,0.5,1.0,,1.0,,0.2857142857142857,,1.0,0.5,,0.3333333333333333,,,,,,,0.2857142857142857,0.5,0.5,1.0,,,,,,0.7142857142857143,0.5,0.4972,,0.2222222222222222,,24.35,,1.0,3.0,,,1.0,,,,,,,1.0,1.0,2.0,,,1.0,,1.0,1.0,1.0,,,,,1.0,0.42857142857142855,0.3333333333333333,0.3333333333333333,,,,,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2011,2011,True
100404-100682-100721-100973-101030,1611661328,"Katie Smith, Lauren Jackson, Swin Cash, Le'coe Willingham, Tanisha Wright","Smith, Jackson, Cash, Willingham, Wright",100404-100682-100721-100973-101030,SEA,150.0,2,2.0,-5.0,5.0,5,10,1.0,3.0,,,1.0,3.0,,5.0,10.0,,2.0,,,,,,1.0,2.0,3.0,1.0,1.0,3.0,,1.0,,,5.0,,,0.3333333333333333,0.5,0.5,1.0,,1.0,,,,96.0,16.2,13.8,15.2,13.8,0.6,0.3333333333333333,0.3333333333333333,,,,,0.46595000000000003,,,10.4,3.0,3.0,1.0,,,1.0,2.0,,,,1.0,1.0,2.0,,,,,2.0,,1.0,,2.0,,3.0,2.0,1.0,,,,1.0,1.0,1.0,,,,,2.0,3.0,,,,0.5,,,0.5,,0.3333333333333333,,0.3333333333333333,0.4,,1.0,0.5,,0.3333333333333333,0.5,,,1.0,,,0.4,0.5,0.5,,,,,0.3333333333333333,,0.4,0.5,,0.46455,,0.4,22.0,0.6,,,,,,,1.0,,,,,,,2.0,,,,,,,,0.5,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2011,2011,True
100404-100682-100721-101030-201067,1611661328,"Katie Smith, Lauren Jackson, Swin Cash, Tanisha Wright, Camille Little","Smith, Jackson, Cash, Wright, Little",100404-100682-100721-101030-201067,SEA,210.0,2,4.0,5.0,8.0,6,14,1.0,1.0,1.0,3.0,3.0,5.0,2.0,11.0,6.0,2.0,4.0,1.0,2.0,1.0,5.0,1.0,1.0,2.0,3.0,,,,,2.0,2.0,1.0,8.0,0.3333333333333333,0.3333333333333333,0.6,0.5625,0.6111111111111112,0.5,1.0,0.6666666666666666,,0.5,,96.0,13.375,17.166666666666668,12.5,16.833333333333332,0.125,1.0,1.0,0.375,0.3333333333333333,0.3333333333333333,1.0,0.46746875,0.1111111111111111,0.16666666666666666,11.52,,,1.0,1.0,,,2.0,,,,,1.0,3.0,,1.0,1.0,3.0,,,,,,3.0,,2.0,,1.0,,1.0,,,1.0,,,,,,,,,1.0,0.3333333333333333,1.0,,0.3333333333333333,1.5,,1.5,,0.375,,,,0.5,0.25,,0.5,,,,0.125,0.25,,,,,,,,,0.5,,,,0.2727272727272727,,23.933333333333334,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.125,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1611661328,2011,2011,True
