EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,Steals,BadPassSteals,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,PlusMinus,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,Arc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsPutbacks,NonHeaveArc3FGA,OffThreePtRebounds,DefThreePtRebounds,LostBallSteals,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,Loose Ball Fouls Drawn,PenaltyPointsExcludingTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,DefThreePtReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,AtRimAssists,FTDefRebounds,DefFTReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,SecondChanceAtRimPctAssisted,Arc3FGM,NonHeaveArc3FGM,Arc3Assists,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,BadPassTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,BlockingFoulsDrawn,BlockedLongMidRange,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,StepOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFouls,OffCorner3ReboundPct,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsUnassisted3s,Fg2aBlocked,Fg3aBlocked,SelfOReb,Travels,Charge Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffAtRimReboundPct,SelfORebPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFtPoints,BlockingFouls,2pt And 1 Free Throw Trips,3SecondViolations,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,OffFTReboundPct,Blocked3s,BlockedArc3,Corner3PctBlocked,HeaveAttempts,team_id,year,season,team_vs
100888-200665-201086-201507-201895,1611661313,"Plenette Pierson, Cappie Pondexter, Sidney Spencer, Leilani Mitchell, Quanitra Hollingsworth","Pierson, Pondexter, Spencer, Mitchell, Hollingsworth",100888-200665-201086-201507-201895,NYL,301.0,3,5.0,7.0,8.0,1.0,15.0,2.0,2.0,3.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,9.0,9.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,9.0,0.5,0.5,1.0,1.0,1.0,0.4,0.5833333333333334,0.5625,0.16666666666666666,0.5,0.75,0.5,0.6,0.5,1.0,1.0,0.6666666666666666,71.76079734219269,0.6666666666666666,19.0,21.0,18.714285714285715,19.375,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.5,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,0.40770833333333334,0.14285714285714285,0.16666666666666666,13.4,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2011,2011,True
100919-200665-201086-201502-201507,1611661313,"Nicole Powell, Cappie Pondexter, Sidney Spencer, Essence Carson, Leilani Mitchell","Powell, Pondexter, Spencer, Carson, Mitchell",100919-200665-201086-201502-201507,NYL,18.0,1,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,,6.0,12.0,6.0,9.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2011,2011,True
100888-101025-201502-201507-202652,1611661313,"Plenette Pierson, Kara Braxton, Essence Carson, Leilani Mitchell, Alex Montgomery","Pierson, Braxton, Carson, Mitchell, Montgomery",100888-101025-201502-201507-202652,NYL,212.0,1,4.0,7.0,6.0,2.0,13.0,2.0,,2.0,,,4.0,6.0,,1.0,,8.0,9.0,,8.0,,,,,,,,2.0,1.0,2.0,3.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,6.0,,,,,,0.6666666666666666,0.5714285714285714,0.5714285714285714,0.14285714285714285,0.5,1.0,1.0,1.0,1.0,,,,88.30188679245283,,17.571428571428573,14.833333333333334,16.857142857142858,14.833333333333334,0.2857142857142857,0.2857142857142857,,,,,,,,0.42857142857142855,0.4054285714285714,,,7.75,23.0,4.0,,1.0,,4.0,0.5714285714285714,-1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,0.75,1.0,0.75,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.2857142857142857,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,0.5,1.0,0.418,0.431675,0.25,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2011,2011,True
200665-201502-201895-201913-202641,1611661313,"Cappie Pondexter, Essence Carson, Quanitra Hollingsworth, Kia Vaughn, Sydney Colson","Pondexter, Carson, Hollingsworth, Vaughn, Colson",200665-201502-201895-201913-202641,NYL,86.0,1,1.0,3.0,3.0,1.0,6.0,1.0,,,,,1.0,3.0,,,,2.0,1.0,2.0,,,1.0,,1.0,,,2.0,1.0,1.0,3.0,1.0,4.0,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,0.5,0.5,0.6666666666666666,0.5,1.0,,,100.46511627906976,,11.666666666666666,17.0,8.666666666666666,13.0,0.3333333333333333,,,,,,,,,0.6666666666666666,0.5116333333333333,,,4.3999999999999995,,3.0,3.0,,,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,,1.0,1.0,2.0,1.0,3.0,2.0,,,,1.0,,,1.0,,2.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,,,,1.0,,0.6666666666666666,0.5,0.5,,,,1.0,1.0,0.6666666666666666,0.5,0.6481,0.5116333333333333,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2011,2011,True
100888-200665-201507-201895-202652,1611661313,"Plenette Pierson, Cappie Pondexter, Leilani Mitchell, Quanitra Hollingsworth, Alex Montgomery","Pierson, Pondexter, Mitchell, Hollingsworth, Montgomery",100888-200665-201507-201895-202652,NYL,715.0,7,12.0,22.0,21.0,2.0,43.0,5.0,1.0,4.0,1.0,1.0,4.0,11.0,2.0,3.0,2.0,16.0,20.0,8.0,,6.0,4.0,2.0,6.0,1.0,1.0,14.0,2.0,7.0,8.0,2.0,10.0,4.0,5.0,1.0,9.0,,3.0,10.0,4.0,2.0,1.0,,3.0,2.0,,3.0,1.0,14.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.36363636363636365,0.5,0.5333333333333333,0.21428571428571427,0.4444444444444444,0.5384615384615384,0.2857142857142857,0.5333333333333333,0.25,,0.5,0.3333333333333333,86.6013986013986,0.3333333333333333,15.636363636363637,17.666666666666668,14.818181818181818,15.619047619047619,0.35714285714285715,0.2857142857142857,0.25,0.25,1.0,0.07142857142857142,1.0,1.0,1.0,0.35714285714285715,0.4490571428571429,0.06666666666666667,0.08333333333333333,11.763636363636364,22.133333333333336,3.0,,2.0,1.0,3.0,0.13636363636363635,-4.0,2.0,2.0,,,,,1.0,2.0,1.0,2.0,2.0,,2.0,,,2.0,,1.0,1.0,,1.0,,,0.5,,0.5,,0.5,,0.5,,0.6666666666666666,,0.6666666666666666,0.5,0.14285714285714285,1.0,1.0,0.2,0.2,0.14285714285714285,,,,,0.404,0.39375,0.125,,2.0,,,,1.0,,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2011,2011,True
100919-201502-201895-201913-202641,1611661313,"Nicole Powell, Essence Carson, Quanitra Hollingsworth, Kia Vaughn, Sydney Colson","Powell, Carson, Hollingsworth, Vaughn, Colson",100919-201502-201895-201913-202641,NYL,571.0,6,10.0,20.0,19.0,1.0,39.0,2.0,1.0,3.0,,3.0,6.0,10.0,,6.0,,12.0,14.0,8.0,4.0,,4.0,,4.0,,1.0,8.0,,4.0,6.0,1.0,7.0,2.0,2.0,1.0,4.0,1.0,,3.0,2.0,,,,4.0,1.0,2.0,4.0,1.0,12.0,0.6666666666666666,0.6666666666666666,,,,0.6,0.375,0.375,0.375,0.5,0.5,,0.6,0.1,,0.5,0.5,98.35376532399299,0.25,13.05,16.31578947368421,12.4,14.947368421052632,0.125,0.1875,0.3333333333333333,0.3333333333333333,1.0,0.1875,,,,0.6875,0.500234375,,,9.03,22.7,,4.0,4.0,2.0,,,-2.0,4.0,5.0,,,,,1.0,3.0,,,,,,,,3.0,1.0,2.0,2.0,,,,,,,,,,,1.0,0.16666666666666666,,,0.5,1.0,0.3125,0.8,0.8,0.5,0.5,0.1875,,,,,,,,,3.0,,,,0.75,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2011,2011,True
100888-100919-200665-201502-201895,1611661313,"Plenette Pierson, Nicole Powell, Cappie Pondexter, Essence Carson, Quanitra Hollingsworth","Pierson, Powell, Pondexter, Carson, Hollingsworth",100888-100919-200665-201502-201895,NYL,4329.0,21,72.0,142.0,141.0,21.0,283.0,33.0,8.0,18.0,7.0,19.0,35.0,83.0,15.0,42.0,21.0,136.0,164.0,36.0,34.0,39.0,18.0,13.0,31.0,7.0,5.0,75.0,16.0,25.0,41.0,23.0,64.0,13.0,16.0,2.0,29.0,4.0,22.0,45.0,24.0,24.0,4.0,7.0,3.0,1.0,1.0,3.0,2.0,125.0,0.5142857142857142,0.5454545454545454,0.8666666666666667,0.35714285714285715,0.35714285714285715,0.42168674698795183,0.46,0.4963235294117647,0.336,0.4482758620689655,0.5319148936170213,0.35555555555555557,0.5901639344262295,0.323943661971831,0.45,0.46153846153846156,0.625,94.13721413721413,0.6666666666666666,16.211267605633804,14.375886524822695,14.894366197183098,13.375886524822695,0.264,0.144,0.4444444444444444,0.47058823529411764,0.625,0.152,0.3684210526315789,0.3684210526315789,1.0,0.592,0.4717952,0.03875968992248062,0.04597701149425287,8.104819277108435,22.35,44.0,45.0,12.0,7.0,42.0,0.30985915492957744,-28.0,15.0,32.0,3.0,6.0,5.0,10.0,12.0,23.0,4.0,15.0,11.0,10.0,28.0,48.0,4.0,23.0,7.0,11.0,5.0,,8.0,2.0,46.0,0.26666666666666666,0.35714285714285715,0.275,0.4861111111111111,0.2619047619047619,0.5454545454545454,0.7857142857142857,0.2692307692307692,,0.2857142857142857,0.5,0.75,0.256,0.46875,0.5357142857142857,0.36363636363636365,0.4,0.184,0.3,0.5,0.2777777777777778,0.5,0.4304125,0.43917083333333334,0.08088235294117647,0.35294117647058826,9.0,5.0,0.7142857142857143,0.8333333333333334,0.6,,8.0,8.0,6.0,4.0,4.0,11.0,1.0,5.0,5.0,2.0,,1.0,0.3333333333333333,0.34782608695652173,0.36363636363636365,0.75,0.34782608695652173,2.0,4.0,0.25,2.0,5.0,1.0,5.0,3.0,3.0,1.0,5.0,5.0,8.0,13.0,6.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,0.2,0.625,0.023809523809523808,0.0963855421686747,0.125,0.09090909090909091,0.05555555555555555,0.043478260869565216,0.4117647058823529,0.015873015873015872,0.25,0.2,1.0,0.1388888888888889,0.4,0.08333333333333333,1.0,0.023809523809523808,,,,,,,,,,,,,,,,1611661313,2011,2011,True
100888-100919-200665-201502-201913,1611661313,"Plenette Pierson, Nicole Powell, Cappie Pondexter, Essence Carson, Kia Vaughn","Pierson, Powell, Pondexter, Carson, Vaughn",100888-100919-200665-201502-201913,NYL,7712.0,21,129.0,252.0,241.0,24.0,493.0,42.0,22.0,50.0,8.0,16.0,74.0,150.0,18.0,46.0,37.0,239.0,254.0,86.0,62.0,39.0,43.0,13.0,56.0,8.0,11.0,125.0,25.0,46.0,70.0,31.0,101.0,34.0,34.0,8.0,68.0,4.0,15.0,53.0,50.0,45.0,20.0,4.0,10.0,6.0,4.0,10.0,2.0,204.0,0.581081081081081,0.6142857142857143,0.7222222222222222,0.391304347826087,0.391304347826087,0.49333333333333335,0.5153061224489796,0.5532407407407407,0.23469387755102042,0.5,0.5609756097560976,0.3424657534246575,0.5982142857142857,0.3163265306122449,0.4074074074074074,0.5357142857142857,0.5294117647058824,92.0539419087137,0.2,15.86111111111111,15.4149377593361,15.087301587301587,14.54356846473029,0.21428571428571427,0.25510204081632654,0.44,0.44,0.5,0.08163265306122448,0.5,0.5,1.0,0.5306122448979592,0.4622923469387755,0.09433962264150944,0.12048192771084337,8.837333333333333,22.13695652173913,36.0,43.0,24.0,15.0,35.0,0.14285714285714285,-15.0,37.0,58.0,6.0,10.0,1.0,4.0,15.0,30.0,10.0,19.0,35.0,10.0,17.0,35.0,8.0,30.0,6.0,21.0,9.0,2.0,8.0,1.0,34.0,0.5263157894736842,0.5882352941176471,0.6304347826086957,0.5652173913043478,0.6481481481481481,0.625,0.7,0.24,0.24,0.17647058823529413,0.65,0.6666666666666666,0.29591836734693877,0.6379310344827587,0.6851851851851852,0.35714285714285715,0.38461538461538464,0.15306122448979592,0.43478260869565216,0.6,0.17391304347826086,0.25,0.49837368421052625,0.41457173913043477,0.14644351464435146,0.14644351464435146,23.0,3.0,1.0,0.8333333333333334,0.6216216216216216,0.3333333333333333,10.0,10.0,5.0,9.0,10.0,26.0,2.0,1.0,6.0,5.0,1.0,,0.6,0.3333333333333333,0.35714285714285715,0.5,0.3333333333333333,2.0,5.0,0.375,1.0,1.0,2.0,3.0,1.0,5.0,3.0,4.0,2.0,6.0,9.0,15.0,7.0,2.0,4.0,3.0,2.0,,1.0,,3.0,0.75,0.3333333333333333,0.043478260869565216,0.04666666666666667,0.06896551724137931,0.07142857142857142,,0.06666666666666667,0.38095238095238093,0.044444444444444446,0.13043478260869565,0.6666666666666666,0.5,0.043478260869565216,1.0,0.21739130434782608,0.2,,1.0,1.0,6.0,1.0,4.0,3.0,0.043478260869565216,1.0,1.0,,,,,,,1611661313,2011,2011,True
100888-100919-200665-201507-201895,1611661313,"Plenette Pierson, Nicole Powell, Cappie Pondexter, Leilani Mitchell, Quanitra Hollingsworth","Pierson, Powell, Pondexter, Mitchell, Hollingsworth",100888-100919-200665-201507-201895,NYL,3256.0,18,54.0,104.0,108.0,10.0,212.0,20.0,2.0,12.0,1.0,4.0,34.0,62.0,3.0,17.0,21.0,98.0,131.0,40.0,28.0,6.0,20.0,2.0,22.0,1.0,1.0,46.0,6.0,22.0,32.0,10.0,42.0,11.0,12.0,3.0,23.0,1.0,11.0,23.0,22.0,29.0,12.0,3.0,5.0,4.0,1.0,5.0,3.0,82.0,0.5882352941176471,0.6896551724137931,0.6666666666666666,0.17647058823529413,0.17647058823529413,0.5483870967741935,0.4873417721518987,0.532608695652174,0.21518987341772153,0.4782608695652174,0.7333333333333333,0.23076923076923078,0.6739130434782609,0.225,0.25,0.6,0.6363636363636364,93.75921375921376,0.6,15.625,15.101851851851851,15.39423076923077,14.36111111111111,0.25316455696202533,0.1518987341772152,0.16666666666666666,0.18181818181818182,0.5,0.05063291139240506,0.25,0.25,1.0,0.5949367088607594,0.4918037974683544,0.1348314606741573,0.16666666666666666,6.974193548387096,22.83529411764706,22.0,24.0,10.0,6.0,22.0,0.21153846153846154,-33.0,25.0,30.0,7.0,7.0,2.0,3.0,7.0,13.0,8.0,10.0,16.0,5.0,8.0,15.0,10.0,13.0,3.0,9.0,4.0,1.0,6.0,1.0,15.0,0.8,0.625,0.8,0.38461538461538464,0.8,0.4166666666666667,0.5625,0.21428571428571427,0.2222222222222222,0.18181818181818182,1.0,0.45454545454545453,0.379746835443038,0.8333333333333334,0.9259259259259259,0.35,0.3888888888888889,0.16455696202531644,0.7,1.0,0.23076923076923078,0.6666666666666666,0.49292857142857144,0.5024576923076923,0.16326530612244897,0.15306122448979592,14.0,1.0,1.0,0.8,0.56,0.14285714285714285,2.0,2.0,1.0,5.0,3.0,8.0,1.0,1.0,1.0,1.0,3.0,,0.7142857142857143,0.15384615384615385,0.15384615384615385,0.5,0.15384615384615385,1.0,1.0,0.3333333333333333,,1.0,,,,4.0,,,,5.0,5.0,3.0,6.0,,1.0,,,,1.0,,3.0,,,,0.0967741935483871,0.1,0.1,0.08333333333333333,,0.2,0.02857142857142857,,,,0.07692307692307693,,0.3076923076923077,,,,,,1.0,2.0,,,,,1.0,0.25,,,,,1611661313,2011,2011,True
100888-100919-200665-201507-201913,1611661313,"Plenette Pierson, Nicole Powell, Cappie Pondexter, Leilani Mitchell, Kia Vaughn","Pierson, Powell, Pondexter, Mitchell, Vaughn",100888-100919-200665-201507-201913,NYL,18231.0,30,304.0,555.0,571.0,56.0,1126.0,114.0,33.0,78.0,17.0,40.0,179.0,336.0,47.0,113.0,90.0,589.0,582.0,194.0,164.0,132.0,97.0,44.0,141.0,17.0,19.0,326.0,57.0,157.0,223.0,75.0,298.0,65.0,66.0,26.0,131.0,5.0,41.0,98.0,127.0,126.0,60.0,6.0,30.0,18.0,10.0,31.0,22.0,510.0,0.5418994413407822,0.5878787878787879,0.9361702127659575,0.415929203539823,0.415929203539823,0.5327380952380952,0.5556792873051225,0.5810276679841897,0.2516703786191537,0.4961832061068702,0.7370892018779343,0.36538461538461536,0.7331081081081081,0.32272727272727275,0.4117647058823529,0.7014925373134329,0.7848101265822784,88.93862103011354,0.7096774193548387,16.33153153153153,16.05429071803853,15.47027027027027,15.220665499124344,0.25389755011135856,0.17371937639198218,0.4230769230769231,0.42857142857142855,0.5757575757575758,0.08908685968819599,0.425,0.425,1.0,0.5723830734966593,0.47717461024498886,0.122,0.15544041450777202,7.741964285714286,22.6,25.0,29.0,39.0,25.0,24.0,0.04504504504504504,7.0,100.0,144.0,19.0,27.0,4.0,5.0,46.0,73.0,29.0,51.0,79.0,6.0,9.0,33.0,28.0,73.0,14.0,60.0,14.0,8.0,3.0,6.0,31.0,0.5686274509803921,0.6666666666666666,0.5932203389830508,0.6,0.5909090909090909,0.6875,0.7228915662650602,0.21875,0.24444444444444444,0.2926829268292683,0.7164179104477612,0.7368421052631579,0.3207126948775056,0.6944444444444444,0.7518796992481203,0.40350877192982454,0.4423076923076923,0.16258351893095768,0.4576271186440678,0.7037037037037037,0.3333333333333333,0.8,0.48770416666666666,0.501,0.13412563667232597,0.05602716468590832,57.0,6.0,0.8571428571428571,0.6923076923076923,0.57,0.15789473684210525,30.0,30.0,27.0,21.0,22.0,39.0,4.0,2.0,6.0,10.0,3.0,2.0,0.45652173913043476,0.410958904109589,0.42857142857142855,0.9,0.410958904109589,4.0,2.0,0.08695652173913043,1.0,4.0,4.0,5.0,1.0,2.0,4.0,8.0,2.0,6.0,15.0,9.0,22.0,3.0,10.0,9.0,,,1.0,1.0,3.0,0.5,0.3333333333333333,0.02654867256637168,0.06547619047619048,0.0763888888888889,0.08771929824561403,0.01282051282051282,0.0410958904109589,0.4186046511627907,0.05102040816326531,0.0847457627118644,0.8,1.0,0.26666666666666666,0.25,0.13333333333333333,0.5,0.008771929824561403,,3.0,9.0,7.0,10.0,1.0,0.05084745762711865,,,4.0,0.23529411764705882,1.0,1.0,,,1611661313,2011,2011,True
