EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGA,FG2A,OpponentPoints,PenaltyFG2A,PenaltyOffPossExcludingTakeFouls,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,FG2M,FtPoints,Points,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,AtRimFG3AFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyAtRimFGA,ShortMidRangeFGM,PtsUnassisted2s,Fg2aBlocked,FG2APctBlocked,AtRimPctBlocked,DefAtRimReboundPct,DefArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyAtRimFrequency,SecondChanceOffPoss,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,PenaltyPointsExcludingTakeFouls,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,SelfORebPct,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,LongMidRangeAssists,FTDefRebounds,ShootingFouls,Loose Ball Fouls,Loose Ball Fouls Drawn,LongMidRangePctBlocked,DefFTReboundPct,OffLongMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimFGM,SecondChanceFG2M,PenaltyFG2M,PenaltyFtPoints,PtsPutbacks,ShortMidRangeAssists,Travels,SecondChanceTurnovers,SecondChanceFg2Pct,PenaltyFg2Pct,OffAtRimReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,Steals,BadPassSteals,LostBallTurnovers,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,BlocksRecoveredPct,ThreePtShootingFoulsDrawnPct,PenaltyAtRimFGM,Offensive Fouls Drawn,PenaltyAtRimAccuracy,SecondChanceFtPoints,PtsAssisted3s,ThreePtAssists,Arc3Assists,Assisted3sPct,Arc3PctAssisted,HeaveAttempts,BlockingFouls,BlockedShortMidRange,SecondChanceAtRimPctAssisted,LostBallOutOfBoundsTurnovers,Blocked3s,BlockedArc3,ShortMidRangePctBlocked,LostBallSteals,Corner3FGM,Fg3aBlocked,Corner3Assists,Charge Fouls,Charge Fouls Drawn,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Technical Free Throw Trips,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,team_id,year,season,team_vs
100556-100634-100685-100940-200676,1611661317,"Nakia Sanford, Penny Taylor, Marie Ferdinand-Harris, Diana Taurasi, Candice Dupree","Sanford, Taylor, Ferdinand-Harris, Taurasi, Dupree",100556-100634-100685-100940-200676,PHO,34.0,1,1,-2.0,1.0,1.0,1.0,1.0,2,1.0,1.0,2.0,1.0,1.0,84.70588235294117,17.0,17.0,17.0,15.0,1.0,0.2711,0.2711,4.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2011,2011,False
100556-100634-100685-100940-201886,1611661317,"Nakia Sanford, Penny Taylor, Marie Ferdinand-Harris, Diana Taurasi, DeWanna Bonner","Sanford, Taylor, Ferdinand-Harris, Taurasi, Bonner",100556-100634-100685-100940-201886,PHO,114.0,1,2,-2.0,4.0,4.0,2.0,4.0,8,,1.0,5.0,,2.0,101.05263157894737,9.25,19.25,9.25,19.25,,0.4924,,2.7,0.5,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.5,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2011,2011,False
100556-100634-100685-101024-200676,1611661317,"Nakia Sanford, Penny Taylor, Marie Ferdinand-Harris, Temeka Johnson, Candice Dupree","Sanford, Taylor, Ferdinand-Harris, Johnson, Dupree",100556-100634-100685-101024-200676,PHO,144.0,1,2,-7.0,4.0,6.0,1.0,2.0,10,1.0,3.0,9.0,1.0,1.0,100.0,17.75,12.166666666666666,17.75,9.833333333333334,0.3333333333333333,0.4089666666666667,0.3884,5.366666666666667,0.25,,2.0,1.0,,2.0,,,,,,1.0,1.0,2.0,2.0,1.0,,1.0,,1.0,,,,,,,,2.0,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,0.6666666666666666,,,0.6666666666666666,,,,0.6666666666666666,,,1.0,1.0,2.0,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2011,2011,False
100556-100634-100685-101024-201886,1611661317,"Nakia Sanford, Penny Taylor, Marie Ferdinand-Harris, Temeka Johnson, DeWanna Bonner","Sanford, Taylor, Ferdinand-Harris, Johnson, Bonner",100556-100634-100685-101024-201886,PHO,116.0,2,2,4.0,3.0,4.0,2.0,2.0,7,1.0,2.0,,1.0,2.0,86.89655172413794,20.0,14.0,13.0,14.0,0.2,0.5567300000000001,0.5265625,2.3,0.6666666666666666,,1.0,,1.0,4.0,,,,,,2.0,2.0,4.0,7.0,,,,,,,,,1.0,2.0,,1.0,1.0,,,,,0.3,0.3333333333333333,,1.0,1.0,1.0,1.0,1.0,0.2,,,,0.8,0.16666666666666666,0.3333333333333333,,,,,,,,1.0,,,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.75,0.375,0.75,0.375,0.6,0.5,1.0,0.75,1.0,1.0,1.0,1.0,0.25,0.2,0.4,0.5,0.5,0.5,1.0,0.25,0.5,0.5,0.5,0.62385,0.75,0.75,22.766666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2011,2011,False
100556-100634-100685-201484-201886,1611661317,"Nakia Sanford, Penny Taylor, Marie Ferdinand-Harris, Ketia Swanier, DeWanna Bonner","Sanford, Taylor, Ferdinand-Harris, Swanier, Bonner",100556-100634-100685-201484-201886,PHO,187.0,1,3,-5.0,6.0,6.0,,,12,,6.0,11.0,,,92.40641711229947,14.5,16.666666666666668,13.833333333333334,13.0,,0.37779999999999997,,9.549999999999999,,1.0,3.0,2.0,2.0,6.0,4.0,2.0,2.0,1.0,4.0,,1.0,2.0,3.0,,,,1.0,1.0,,3.0,,2.0,2.0,,1.0,6.0,,1.0,1.0,0.3333333333333333,0.3333333333333333,0.42857142857142855,,0.5,,0.5,0.5,,0.5,0.3333333333333333,0.5,1.0,0.5,0.14285714285714285,0.14285714285714285,,,,2.0,0.3333333333333333,0.3333333333333333,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,0.3333333333333333,,0.3333333333333333,,,,,,,,,,,,,,,,0.4321,,,,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.5,1.0,0.5,0.3333333333333333,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2011,2011,False
100556-100634-100940-101024-200676,1611661317,"Nakia Sanford, Penny Taylor, Diana Taurasi, Temeka Johnson, Candice Dupree","Sanford, Taylor, Taurasi, Johnson, Dupree",100556-100634-100940-101024-200676,PHO,469.0,4,8,5.0,16.0,15.0,4.0,7.0,31,4.0,14.0,16.0,4.0,4.0,95.181236673774,13.3125,17.066666666666666,12.8125,16.933333333333334,0.2857142857142857,0.46497142857142854,0.3915,7.5,0.25,5.0,7.0,9.0,3.0,21.0,12.0,6.0,6.0,4.0,12.0,1.0,2.0,3.0,6.0,1.0,,1.0,1.0,2.0,,6.0,,4.0,5.0,1.0,3.0,19.0,,0.6666666666666666,0.75,0.6428571428571429,0.6428571428571429,0.65625,0.5,0.6666666666666666,1.0,0.75,,,0.5,0.7142857142857143,0.7142857142857143,0.8,0.5,0.1875,0.1875,1.0,3.0,6.0,,,,,1.0,0.75,0.75,0.25,3.0,,,,,,,,,,,1.0,,,2.0,,,7.0,,,,,3.0,3.0,,7.0,,,,,1.0,0.75,0.5,0.875,,0.6,,0.6,,,,0.6666666666666666,,,,,,,,,,,,0.7759,0.09523809523809523,0.3333333333333333,,1.0,1.0,3.0,,,5.0,,,,,1.0,0.21428571428571427,0.3333333333333333,0.3333333333333333,,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,0.75,0.5,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2011,2011,False
100556-100634-100940-101024-201886,1611661317,"Nakia Sanford, Penny Taylor, Diana Taurasi, Temeka Johnson, DeWanna Bonner","Sanford, Taylor, Taurasi, Johnson, Bonner",100556-100634-100940-101024-201886,PHO,476.0,2,8,1.0,16.0,18.0,5.0,10.0,34,5.0,8.0,15.0,2.0,5.0,102.85714285714285,15.1875,12.944444444444445,14.375,12.555555555555555,0.4166666666666667,0.48560833333333336,0.46455,7.6875,0.3125,2.0,2.0,5.0,6.0,16.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,7.0,9.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,,4.0,6.0,1.0,1.0,14.0,1.0,0.2,0.2,0.625,0.4166666666666667,0.5714285714285714,0.6666666666666666,0.75,0.75,0.75,1.0,,0.16666666666666666,1.0,1.0,0.5,0.5,0.15384615384615385,0.125,,3.0,8.0,,,,0.5,0.75,0.6,0.6,,2.0,1.0,,,3.0,,,,1.0,,4.0,1.0,,,2.0,,1.0,4.0,,3.0,,1.0,1.0,2.0,,4.0,,,,,1.0,0.3333333333333333,1.0,0.5,0.3333333333333333,0.3333333333333333,0.25,0.2857142857142857,0.5,0.3333333333333333,,1.0,,0.08333333333333333,0.25,,,,,,0.3333333333333333,,,,0.125,0.25,22.6,1.0,,1.0,,1.0,2.0,,,,1.0,,0.08333333333333333,,,,1.0,1.0,1.0,1.0,2.0,,,,1.0,1.0,0.5,,,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2011,2011,False
100556-100634-100940-200676-201886,1611661317,"Nakia Sanford, Penny Taylor, Diana Taurasi, Candice Dupree, DeWanna Bonner","Sanford, Taylor, Taurasi, Dupree, Bonner",100556-100634-100940-200676-201886,PHO,662.0,2,11,8.0,21.0,22.0,9.0,8.0,43,7.0,10.0,22.0,4.0,9.0,93.53474320241692,11.666666666666666,18.954545454545453,11.666666666666666,17.59090909090909,0.4666666666666667,0.4675966666666667,0.4525166666666667,8.85,0.42857142857142855,2.0,2.0,7.0,10.0,30.0,4.0,2.0,2.0,1.0,4.0,5.0,5.0,11.0,11.0,1.0,,,,1.0,,7.0,,8.0,10.0,,2.0,30.0,2.0,0.2857142857142857,0.2857142857142857,0.7,0.6666666666666666,0.75,1.0,0.7142857142857143,0.8333333333333334,0.7692307692307693,0.8333333333333334,1.0,0.13333333333333333,1.0,1.0,0.5,0.4666666666666667,0.11764705882352941,0.16666666666666666,1.0,4.0,10.0,,,,,0.8,0.5714285714285714,0.5714285714285714,0.16666666666666666,,,,2.0,5.0,,,,2.0,2.0,5.0,,,,,,2.0,12.0,6.0,5.0,2.0,,,,,12.0,0.4,,,0.4,,0.5,,0.6666666666666666,0.3333333333333333,,,,,,,,,,0.3333333333333333,0.4,0.4,,,,0.3333333333333333,,0.4,,,0.4,21.84,,1.0,1.0,,1.0,3.0,1.0,,,1.0,,0.06666666666666667,1.0,1.0,,,,,3.0,6.0,,1.0,,,,0.75,,0.25,,,,1.0,,3.0,1.0,1.0,1.0,,3.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2011,2011,False
100556-100634-100940-201484-201886,1611661317,"Nakia Sanford, Penny Taylor, Diana Taurasi, Ketia Swanier, DeWanna Bonner","Sanford, Taylor, Taurasi, Swanier, Bonner",100556-100634-100940-201484-201886,PHO,128.0,2,2,-2.0,4.0,3.0,4.0,3.0,7,2.0,3.0,5.0,3.0,4.0,78.75,17.0,20.0,15.0,15.0,0.4,0.47447,0.47447,6.433333333333334,1.0,,1.0,,3.0,3.0,,,,,,,1.0,1.0,4.0,,,,,,,1.0,,2.0,4.0,,1.0,1.0,,,,,,0.21428571428571427,,0.5,,0.5,,,0.2,,,,0.6,0.16666666666666666,0.25,1.0,,,,,,,,,,0.2,1.0,,,,2.0,,,,2.0,,2.0,2.0,,,2.0,,2.0,3.0,,2.0,,,3.0,3.0,1.0,3.0,,,,,,,0.3333333333333333,0.21428571428571427,0.4,1.0,,0.6,1.0,,,1.0,0.2,,0.4,,,,,,0.4,,,0.5129,0.6666666666666666,1.0,22.65,1.0,,,,,1.0,,,,,,,,,,0.5,,,,3.0,,,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2011,2011,False
100556-100634-101024-200676-201886,1611661317,"Nakia Sanford, Penny Taylor, Temeka Johnson, Candice Dupree, DeWanna Bonner","Sanford, Taylor, Johnson, Dupree, Bonner",100556-100634-101024-200676-201886,PHO,822.0,4,14,4.0,26.0,24.0,7.0,13.0,50,11.0,21.0,31.0,9.0,7.0,87.59124087591242,13.73076923076923,19.375,13.538461538461538,18.041666666666668,0.44,0.443878,0.42906818181818185,7.447619047619048,0.2692307692307692,3.0,6.0,11.0,7.0,35.0,4.0,2.0,4.0,,10.0,2.0,5.0,8.0,12.0,1.0,,1.0,1.0,2.0,,5.0,1.0,6.0,7.0,1.0,4.0,28.0,1.0,0.18181818181818182,0.25,0.5238095238095238,0.56,0.625,0.5,0.7142857142857143,0.4,0.5833333333333334,0.5,,0.24,0.5,0.6,,0.4,0.14285714285714285,0.16666666666666666,3.0,6.0,18.0,1.0,0.047619047619047616,0.16666666666666666,1.0,0.5,0.5454545454545454,0.5454545454545454,0.2727272727272727,3.0,,,2.0,4.0,,,,2.0,2.0,4.0,4.0,,,7.0,,2.0,11.0,,4.0,2.0,,4.0,4.0,,11.0,0.5,,,0.5,0.75,0.45454545454545453,0.875,0.5,0.16,0.4,,0.3333333333333333,0.8,,,,,,0.16,0.5,0.5,,,,0.18181818181818182,,0.5,0.453575,0.2,0.3142857142857143,22.125,1.0,2.0,4.0,1.0,1.0,,,,,1.0,,0.16,0.5,0.5,0.5,0.25,1.0,3.0,5.0,1.0,6.0,1.0,,,0.75,0.5555555555555556,,0.16666666666666666,1.0,1.0,1.0,,,,,,,,,,,3.0,1.0,1.0,1.0,6.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2011,2011,False
