EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Blocked3s,BlockedCorner3,Corner3Accuracy,UnblockedCorner3Accuracy,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,LongMidRangePctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Corner3Assists,Technical Free Throw Trips,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Loose Ball Fouls Drawn,StepOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,BlockingFoulsDrawn,3SecondViolations,OffCorner3ReboundPct,Charge Fouls,team_id,year,season,team_vs
100236-100628-100646-100666-101039,1611661325,"Tangela Smith, Tammy Sutton-Brown, Tamika Catchings, Katie Douglas, Erin Phillips","Smith, Sutton-Brown, Catchings, Douglas, Phillips",100236-100628-100646-100666-101039,IND,5007.0,6,83.0,-10.0,158.0,160.0,27.0,31.0,17.0,318.0,33.0,46.0,4.0,8.0,4.0,8.0,5.0,28.0,12.0,37.0,4.0,1.0,9.0,21.0,3.0,4.0,4.0,6.0,50.0,111.0,9.0,25.0,16.0,143.0,153.0,6.0,14.0,3.0,4.0,4.0,25.0,6.0,16.0,4.0,7.0,3.0,27.0,52.0,48.0,15.0,12.0,6.0,21.0,9.0,9.0,26.0,5.0,31.0,5.0,19.0,2.0,5.0,67.0,1.0,19.0,1.0,18.0,31.0,3.0,52.0,21.0,73.0,1.0,21.0,13.0,8.0,17.0,6.0,13.0,15.0,4.0,3.0,32.0,1.0,6.0,15.0,1.0,36.0,2.0,1.0,33.0,3.0,3.0,26.0,2.0,13.0,1.0,8.0,5.0,1.0,2.0,8.0,5.0,118.0,27.0,27.0,6.0,1.0,0.52,0.5531914893617021,0.5555555555555556,0.36,0.75,0.5714285714285714,0.36,0.45045045045045046,0.42857142857142855,0.375,0.46691176470588236,0.5833333333333334,0.5217391304347826,0.4831081081081081,0.625,0.54,0.18382352941176472,0.08108108108108109,0.08695652173913043,0.17857142857142858,0.53125,1.0,0.25,0.543859649122807,0.3114754098360656,0.8181818181818182,0.06666666666666667,0.620253164556962,0.2631578947368421,0.46153846153846156,0.43478260869565216,0.12,0.09090909090909091,0.5454545454545454,0.5,0.5789473684210527,0.8125,0.8333333333333334,0.014925373134328358,91.45596165368484,0.625,15.151898734177216,16.33125,14.537974683544304,15.05625,0.3382352941176471,0.717391304347826,0.7857142857142857,0.5757575757575758,0.20588235294117646,0.17857142857142858,0.21739130434782608,0.4,0.27205882352941174,0.32432432432432434,0.32432432432432434,0.4166666666666667,0.029411764705882353,0.15441176470588236,0.42857142857142855,0.42857142857142855,0.5555555555555556,0.4444444444444444,0.5,0.25,0.2222222222222222,0.75,0.6666666666666666,0.34782608695652173,0.5,0.043478260869565216,0.2608695652173913,0.6666666666666666,0.5220588235294118,0.42857142857142855,0.47175955882352943,0.5113294117647059,0.47611304347826083,0.08843537414965986,0.10655737704918032,0.17482517482517482,0.1888111888111888,8.54954954954955,22.484,0.17088607594936708,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2011,2011,True
100236-100628-100646-100666-201497,1611661325,"Tangela Smith, Tammy Sutton-Brown, Tamika Catchings, Katie Douglas, Shannon Bobbitt","Smith, Sutton-Brown, Catchings, Douglas, Bobbitt",100236-100628-100646-100666-201497,IND,830.0,5,14.0,2.0,21.0,23.0,2.0,7.0,5.0,44.0,4.0,8.0,2.0,3.0,1.0,1.0,1.0,4.0,,4.0,1.0,,,3.0,,1.0,,1.0,5.0,16.0,1.0,4.0,5.0,18.0,16.0,2.0,3.0,,1.0,4.0,8.0,1.0,3.0,,1.0,,2.0,6.0,4.0,,3.0,,3.0,,1.0,3.0,,3.0,,3.0,,,6.0,1.0,6.0,,1.0,9.0,1.0,11.0,7.0,18.0,2.0,3.0,2.0,1.0,4.0,,3.0,1.0,1.0,,5.0,,,3.0,,5.0,,,8.0,,1.0,6.0,,3.0,,6.0,4.0,,2.0,7.0,3.0,10.0,2.0,2.0,1.0,,0.6,0.6,,0.25,,,0.25,0.3125,0.6666666666666666,0.3333333333333333,0.325,0.5,0.25,0.391304347826087,0.6666666666666666,0.25,0.2,0.0625,0.125,,0.8,0.5,,0.75,0.5454545454545454,0.14285714285714285,0.3333333333333333,0.5263157894736842,0.5,0.25,0.6666666666666666,0.75,0.3333333333333333,0.7142857142857143,0.6666666666666666,1.0,0.25,,0.15384615384615385,76.33734939759036,0.42857142857142855,17.904761904761905,19.73913043478261,15.857142857142858,16.956521739130434,0.4,0.5,0.5714285714285714,0.75,0.2,0.25,0.25,,0.2,,,,0.05,0.15,,,,0.75,0.6666666666666666,1.0,0.25,,,0.25,1.0,,0.25,,0.6,,0.49503,0.51255,0.489625,0.13043478260869565,0.15789473684210525,0.4444444444444444,0.1111111111111111,6.83125,21.925,0.09523809523809523,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1611661325,2011,2011,True
100236-100628-100646-100666-201919,1611661325,"Tangela Smith, Tammy Sutton-Brown, Tamika Catchings, Katie Douglas, Shavonte Zellous","Smith, Sutton-Brown, Catchings, Douglas, Zellous",100236-100628-100646-100666-201919,IND,286.0,1,5.0,-7.0,10.0,10.0,3.0,8.0,2.0,20.0,1.0,2.0,,1.0,,,1.0,4.0,,1.0,,,1.0,3.0,,,1.0,3.0,2.0,7.0,1.0,3.0,1.0,8.0,15.0,1.0,3.0,,,,2.0,,,1.0,3.0,,3.0,2.0,2.0,,3.0,2.0,3.0,1.0,,1.0,,1.0,,1.0,,,2.0,,3.0,,,1.0,,1.0,3.0,4.0,,1.0,1.0,,2.0,,,,2.0,,2.0,,,,,6.0,,,2.0,,,2.0,,1.0,,1.0,1.0,,,1.0,1.0,6.0,3.0,3.0,3.0,,0.5,1.0,,0.3333333333333333,,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.3333333333333333,,0.35,0.3333333333333333,0.5,0.36363636363636365,0.3333333333333333,0.5,0.3,,,,1.0,,,0.5,0.6,,,0.3333333333333333,0.42857142857142855,1.0,0.3333333333333333,1.0,,0.5,,,,,,100.69930069930071,1.0,11.0,17.6,9.4,13.4,0.2,0.5,0.5,1.0,0.4,0.25,0.25,,0.1,,,,,0.3,0.3333333333333333,0.5,,0.3333333333333333,,,,,,,,,1.0,0.3333333333333333,0.5,0.3333333333333333,0.464735,0.5027666666666667,0.45675,0.09090909090909091,0.125,0.25,0.375,8.428571428571429,21.8,0.3,,,,,,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,1611661325,2011,2011,True
100236-100628-100646-101039-201919,1611661325,"Tangela Smith, Tammy Sutton-Brown, Tamika Catchings, Erin Phillips, Shavonte Zellous","Smith, Sutton-Brown, Catchings, Phillips, Zellous",100236-100628-100646-101039-201919,IND,331.0,2,6.0,-8.0,10.0,11.0,,,1.0,21.0,1.0,2.0,,,,,1.0,1.0,,2.0,,,,1.0,,,,,2.0,5.0,,1.0,1.0,5.0,13.0,,,,,,,,,,,,,2.0,2.0,,,,1.0,,1.0,1.0,,1.0,,1.0,,,2.0,1.0,,,3.0,,1.0,4.0,1.0,5.0,,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,4.0,1.0,,3.0,,4.0,,,1.0,,,2.0,,1.0,,,,,,,,5.0,,,,,0.5,0.5,,,,,,0.4,,,0.3333333333333333,,,0.35714285714285715,,,0.16666666666666666,0.2,,,0.5,1.0,,,,1.0,1.0,0.75,0.25,,,,1.0,,,,1.0,1.0,,91.3595166163142,,17.0,14.636363636363637,16.0,14.454545454545455,0.3333333333333333,0.5,0.5,1.0,0.16666666666666666,1.0,1.0,,0.3333333333333333,,,,,0.16666666666666666,,,,,,,,,,,,,,,0.5,,0.48100000000000004,,,0.14285714285714285,0.16666666666666666,,,8.3,21.9,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,1611661325,2011,2011,True
100236-100628-100646-201497-201919,1611661325,"Tangela Smith, Tammy Sutton-Brown, Tamika Catchings, Shannon Bobbitt, Shavonte Zellous","Smith, Sutton-Brown, Catchings, Bobbitt, Zellous",100236-100628-100646-201497-201919,IND,251.0,2,4.0,-3.0,10.0,10.0,,,2.0,20.0,2.0,3.0,,,,,,4.0,,1.0,,,,,,,,,2.0,8.0,,,,4.0,7.0,,3.0,,,,,,,,,,,,4.0,,,,,,2.0,,,,,,,,,,2.0,,2.0,2.0,1.0,5.0,2.0,7.0,,,,,2.0,,2.0,1.0,,,3.0,,,1.0,,2.0,,1.0,2.0,,,3.0,1.0,2.0,,1.0,,,1.0,1.0,1.0,4.0,,,,,,,,,,,,0.25,,,0.25,,,0.2222222222222222,,,,0.25,0.3333333333333333,0.25,0.6666666666666666,1.0,,0.6666666666666666,0.3333333333333333,1.0,,0.8,0.3333333333333333,1.0,0.25,,,,1.0,,,1.0,,114.7410358565737,1.0,12.4,12.7,11.1,12.2,0.375,0.6666666666666666,1.0,,0.5,,,,0.125,,,,,,,,,,,,,,,,,,,,0.375,,0.4769,0.3527666666666667,,0.2222222222222222,0.2222222222222222,,,7.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2011,2011,True
100236-100628-100646-201497-202656,1611661325,"Tangela Smith, Tammy Sutton-Brown, Tamika Catchings, Shannon Bobbitt, Jeanette Pohlen-Mavunga","Smith, Sutton-Brown, Catchings, Bobbitt, Pohlen-Mavunga",100236-100628-100646-201497-202656,IND,54.0,1,1.0,2.0,2.0,1.0,1.0,1.0,,3.0,2.0,2.0,,,1.0,1.0,,,,,,,,,,,,,2.0,2.0,,,1.0,5.0,3.0,,,,,,,1.0,1.0,,,,2.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,5.0,2.0,1.0,,,,,,,,,,1.0,,1.0,1.0,,1.0,1.25,,1.0,,,,,,,,,,,,,,,,,,,,,,,,80.0,,19.5,15.0,19.5,15.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,0.5436,,0.6006,0.5,0.5,,0.4,1.75,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2011,2011,True
100236-100628-100666-101039-201919,1611661325,"Tangela Smith, Tammy Sutton-Brown, Katie Douglas, Erin Phillips, Shavonte Zellous","Smith, Sutton-Brown, Douglas, Phillips, Zellous",100236-100628-100666-101039-201919,IND,597.0,1,10.0,2.0,19.0,18.0,7.0,7.0,2.0,37.0,5.0,8.0,1.0,2.0,,1.0,,1.0,,7.0,2.0,1.0,1.0,1.0,,,,,5.0,16.0,3.0,3.0,2.0,21.0,19.0,1.0,2.0,1.0,1.0,,5.0,,6.0,1.0,1.0,,3.0,6.0,4.0,9.0,,2.0,1.0,1.0,2.0,3.0,3.0,6.0,1.0,3.0,,,15.0,,3.0,,3.0,3.0,,6.0,3.0,9.0,1.0,2.0,2.0,,1.0,1.0,1.0,1.0,,,2.0,,1.0,2.0,,3.0,,,1.0,,,3.0,,1.0,,1.0,1.0,,,1.0,1.0,16.0,3.0,7.0,,,0.6,0.75,1.0,1.0,1.0,1.0,1.0,0.3125,0.5,,0.5,0.8333333333333334,0.21428571428571427,0.5,0.8333333333333334,0.21428571428571427,0.15789473684210525,0.125,0.25,,0.5,,,0.42857142857142855,0.2727272727272727,0.75,,0.5454545454545454,0.2727272727272727,0.6666666666666666,,0.14285714285714285,,0.3333333333333333,0.6666666666666666,,0.6666666666666666,1.0,0.1111111111111111,89.2462311557789,1.0,15.157894736842104,17.166666666666668,14.0,15.055555555555555,0.42105263157894735,0.625,0.8333333333333334,0.6,0.05263157894736842,,,,0.3684210526315789,,,,0.10526315789473684,0.05263157894736842,1.0,1.0,1.0,0.6666666666666666,0.5,,,,,0.14285714285714285,,0.14285714285714285,,,0.5789473684210527,1.0,0.46708947368421055,0.4675666666666667,0.40384285714285717,0.05,0.058823529411764705,0.23809523809523808,0.14285714285714285,9.64375,22.333333333333332,0.3684210526315789,2.0,,,1.0,1.0,,,,,1.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,,,,,,,,1611661325,2011,2011,True
100236-100628-100666-101039-202656,1611661325,"Tangela Smith, Tammy Sutton-Brown, Katie Douglas, Erin Phillips, Jeanette Pohlen-Mavunga","Smith, Sutton-Brown, Douglas, Phillips, Pohlen-Mavunga",100236-100628-100666-101039-202656,IND,112.0,1,2.0,1.0,3.0,3.0,,,1.0,6.0,2.0,2.0,1.0,1.0,,,,,,,,,,1.0,,,,,2.0,2.0,,1.0,2.0,6.0,5.0,1.0,1.0,,,,2.0,,,,,,,4.0,,,,,1.0,,,2.0,,2.0,,2.0,,,4.0,1.0,,,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,4.0,,,3.0,1.0,2.0,,,,,,,,4.0,,,,,1.0,1.0,,,,,,1.0,1.0,,0.6666666666666666,1.0,,0.75,1.0,,0.3333333333333333,,,,,,,1.0,,,1.0,1.0,1.0,,,,1.0,,1.0,,,,,77.14285714285714,,23.0,14.333333333333334,22.0,14.333333333333334,0.6666666666666666,1.0,1.0,1.0,,,,,,,,,,0.3333333333333333,,,,1.0,1.0,1.0,,,,,,,,,1.0,,0.5014,,,0.5,0.6666666666666666,0.3333333333333333,,2.85,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2011,2011,True
100236-100628-100666-201497-201919,1611661325,"Tangela Smith, Tammy Sutton-Brown, Katie Douglas, Shannon Bobbitt, Shavonte Zellous","Smith, Sutton-Brown, Douglas, Bobbitt, Zellous",100236-100628-100666-201497-201919,IND,47.0,2,1.0,2.0,2.0,1.0,,,,3.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,1.0,2.0,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,1.0,,1.0,,,2.0,,1.0,,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,1.0,,1.0,1.0,2.0,,,,,1.0,1.0,,,,,,0.5,,,0.5,,,0.5,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,1.0,,,,1.0,,,,91.91489361702128,1.0,12.5,22.0,12.5,22.0,0.5,1.0,1.0,1.0,,,,,0.5,,,,,,,,,,,,,,,,,,,,0.5,,0.5872,,,,,,,9.4,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1611661325,2011,2011,True
100236-100628-101039-201497-202656,1611661325,"Tangela Smith, Tammy Sutton-Brown, Erin Phillips, Shannon Bobbitt, Jeanette Pohlen-Mavunga","Smith, Sutton-Brown, Phillips, Bobbitt, Pohlen-Mavunga",100236-100628-101039-201497-202656,IND,79.0,1,1.0,2.0,2.0,2.0,,,,4.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,1.0,1.0,,1.0,,2.0,,,,,,,,,,,,,,2.0,,,,,1.0,,,1.0,,1.0,,1.0,,,2.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,1.0,1.0,,,,,,1.0,,,0.5,,,0.5,,,0.5,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,72.9113924050633,,12.0,27.5,12.0,27.5,0.5,1.0,1.0,1.0,,,,,,,,,,0.5,,,,,,,,,,,,,,,1.0,,0.56135,,,,,,,2.7,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2011,2011,True
