EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,DeadBallTurnovers,Turnovers,Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,AtRimFGM,LongMidRangeFGM,LongMidRangeFGA,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,FTDefRebounds,ShootingFouls,Assisted2sPct,NonPutbacksAssisted2sPct,DefFTReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGA,SecondChanceFG2M,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,ThreePtAssists,Corner3Assists,DefTwoPtRebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,PenaltyTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,Assisted3sPct,PenaltyFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,LostBallTurnovers,3SecondViolations,LostBallSteals,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,BlockedShortMidRange,DefLongMidRangeReboundPct,PenaltyArc3FGM,Arc3Assists,ShortMidRangeAssists,OffThreePtRebounds,FTOffRebounds,Offensive Fouls Drawn,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,ShortMidRangePctAssisted,Arc3PctAssisted,PenaltyArc3Accuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PtsPutbacks,SelfOReb,SelfORebPct,BlockedLongMidRange,ShortMidRangePctBlocked,DefCorner3ReboundPct,HeaveMakes,HeaveAttempts,OffCorner3ReboundPct,Charge Fouls,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Loose Ball Fouls Drawn,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,NonShootingPenaltyNonTakeFouls,Travels,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Clear Path Fouls,Technical Free Throw Trips,Blocked3s,BlockedCorner3,Fg3aBlocked,BlockingFouls,Charge Fouls Drawn,BlockingFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,ThreePtShootingFoulsDrawnPct,BlockedArc3,DefensiveGoaltends,team_id,year,season,team_vs
100690-100812-101021-201046-201048,1611661330,"Coco Miller, Erika de Souza, Sandora Irvin, Lindsey Harding, Armintie Herrington","Miller, de Souza, Irvin, Harding, Herrington",100690-100812-101021-201046-201048,ATL,137.0,3,2.0,3.0,5.0,3.0,1.0,1.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,0.3333333333333333,0.625,0.6,0.25,0.25,0.3333333333333333,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,84.08759124087592,11.8,26.0,11.6,16.666666666666668,0.25,0.5,0.5,0.5,0.25,1.0,1.0,1.0,0.5,1.0,0.4431125,0.6087,0.2,0.25,0.16666666666666666,6.833333333333333,22.9,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2011,2011,True
100690-101021-101023-201048-201881,1611661330,"Coco Miller, Sandora Irvin, Sancho Lyttle, Armintie Herrington, Angel McCoughtry","Miller, Irvin, Lyttle, Herrington, McCoughtry",100690-101021-101023-201048-201881,ATL,74.0,1,1.0,4.0,3.0,3.0,,,6.0,2.0,,,,,,3.0,3.0,,,,6.0,2.0,,,,,,,,,,1.0,2.0,,2.0,,,,,2.0,,,,,,,,6.0,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,,1.0,116.75675675675676,11.333333333333334,13.333333333333334,11.333333333333334,13.333333333333334,0.6666666666666666,,,,,,,,0.6666666666666666,,0.5770666666666667,,,,,7.233333333333333,,,2.0,2.0,1.0,1.0,6.0,3.0,3.0,2.0,1.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2011,2011,True
100796-100812-101023-201048-201898,1611661330,"Iziane Castro Marques, Erika de Souza, Sancho Lyttle, Armintie Herrington, Shalee Lehning","Castro Marques, de Souza, Lyttle, Herrington, Lehning",100796-100812-101023-201048-201898,ATL,421.0,2,7.0,,15.0,15.0,9.0,1.0,30.0,4.0,1.0,,1.0,,3.0,4.0,8.0,1.0,4.0,4.0,15.0,15.0,1.0,,2.0,4.0,,3.0,,,1.0,1.0,5.0,1.0,6.0,1.0,1.0,1.0,2.0,4.0,,3.0,5.0,3.0,1.0,1.0,1.0,13.0,9.0,0.25,0.25,0.5,0.4583333333333333,0.5357142857142857,1.0,0.3333333333333333,,,0.25,1.0,0.8,0.14285714285714285,,,1.0,102.61282660332542,14.466666666666667,13.6,14.4,13.533333333333333,0.3333333333333333,0.08333333333333333,,,0.25,,,1.0,0.6666666666666666,,0.5037375000000001,0.6963,0.21428571428571427,0.3,0.13333333333333333,7.5,21.95,0.6,7.0,4.0,,3.0,4.0,2.0,3.0,2.0,,7.0,1.0,3.0,0.5,0.5,1.0,1.0,1.0,0.5,0.25,,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,3.0,4.0,11.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,1.0,0.3333333333333333,1.0,0.5,1.0,0.5,0.6111111111111112,0.5,0.75,0.3333333333333333,0.6666666666666666,1.0,1.0,0.08333333333333333,1.0,1.0,1.0,1.0,1.0,0.2857142857142857,1.0,0.14285714285714285,1.0,0.2857142857142857,0.5115785714285714,0.7333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2011,2011,True
100920-201046-201048-201054-201907,1611661330,"Kelly Mazzante, Lindsey Harding, Armintie Herrington, Alison Bales, Courtney Paris","Mazzante, Harding, Herrington, Bales, Paris",100920-201046-201048-201054-201907,ATL,326.0,1,5.0,-1.0,10.0,10.0,1.0,1.0,20.0,2.0,1.0,,,,2.0,3.0,5.0,,2.0,3.0,9.0,10.0,1.0,,2.0,2.0,,2.0,,,1.0,2.0,5.0,1.0,6.0,2.0,2.0,1.0,2.0,4.0,,4.0,3.0,2.0,1.0,1.0,1.0,7.0,1.0,,,0.6,0.42857142857142855,0.5625,1.0,0.2857142857142857,,,0.5,1.0,0.6666666666666666,0.25,,,1.0,88.34355828220859,14.8,17.8,13.6,16.1,0.2857142857142857,,,,0.2857142857142857,,,1.0,0.5714285714285714,,0.5322142857142856,0.7479,0.25,0.3333333333333333,0.2222222222222222,10.14,22.3,0.1,3.0,2.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,4.0,1.0,3.0,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,0.5,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,,,,,1.0,,,,,,,,,,2.0,1.0,,,,1.0,1.0,1.0,,,,1.0,,1.0,,,0.5,0.5,0.5,0.6666666666666666,,1.0,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2011,2011,True
100690-100796-100920-101023-201046,1611661330,"Coco Miller, Iziane Castro Marques, Kelly Mazzante, Sancho Lyttle, Lindsey Harding","Miller, Castro Marques, Mazzante, Lyttle, Harding",100690-100796-100920-101023-201046,ATL,28.0,1,,3.0,2.0,3.0,2.0,,5.0,,,,,,,,,,,3.0,3.0,,,,,,,,,,,2.0,2.0,,2.0,1.0,,,,,,2.0,4.0,,,,,3.0,2.0,,,,,0.75,,,,,,1.0,1.0,,,,1.0,257.1428571428571,1.5,8.333333333333334,1.5,8.333333333333334,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,3.0,,,,,,,0.75,,,,,,,,,,,,,,,,,,,1.0,,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2011,2011,True
100690-101023-201046-201881-201907,1611661330,"Coco Miller, Sancho Lyttle, Lindsey Harding, Angel McCoughtry, Courtney Paris","Miller, Lyttle, Harding, McCoughtry, Paris",100690-101023-201046-201881-201907,ATL,172.0,3,3.0,-1.0,6.0,6.0,2.0,,12.0,1.0,,,,,1.0,1.0,1.0,,1.0,3.0,5.0,6.0,,,,,,1.0,,,,,2.0,,2.0,1.0,,,2.0,1.0,,3.0,4.0,2.0,1.0,,1.0,5.0,2.0,,,1.0,0.5,0.625,,0.5,,,,,1.0,,,,,100.46511627906976,15.666666666666666,13.0,15.666666666666666,13.0,0.5,,,,0.5,,,,1.0,,0.6011,,0.5,0.6666666666666666,,0.8,21.7,0.3333333333333333,,1.0,,,2.0,1.0,1.0,1.0,,2.0,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,1.0,,,,,,2.0,2.0,,1.0,1.0,,,1.0,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,1.0,0.4956,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2011,2011,True
100796-100812-101021-201048-201898,1611661330,"Iziane Castro Marques, Erika de Souza, Sandora Irvin, Armintie Herrington, Shalee Lehning","Castro Marques, de Souza, Irvin, Herrington, Lehning",100796-100812-101021-201048-201898,ATL,166.0,1,3.0,2.0,4.0,5.0,4.0,2.0,9.0,,,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,6.0,4.0,2.0,1.0,3.0,,,2.0,1.0,,1.0,1.0,1.0,3.0,4.0,1.0,1.0,,1.0,1.0,,2.0,2.0,1.0,,,,3.0,4.0,0.5,0.5,0.3333333333333333,0.5,0.5,0.5,0.4,,,0.5,1.0,0.5,0.6666666666666666,,0.5,1.0,78.07228915662651,22.5,15.2,11.5,13.0,,0.6,0.3333333333333333,0.3333333333333333,0.4,0.5,0.5,,0.4,0.5,0.46484,0.38115,0.16666666666666666,0.25,0.5,6.033333333333334,22.4,1.0,,,,,2.0,1.0,2.0,,,5.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,3.0,1.0,1.0,,5.0,3.0,1.0,,,1.0,,1.0,1.0,,,,5.0,1.0,1.0,0.5,0.3333333333333333,0.5,0.625,0.625,1.0,,,,,,,,,,,,,,,,0.25,0.4517875,0.8333333333333334,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2011,2011,True
100796-201046-201054-201881-201907,1611661330,"Iziane Castro Marques, Lindsey Harding, Alison Bales, Angel McCoughtry, Courtney Paris","Castro Marques, Harding, Bales, McCoughtry, Paris",100796-201046-201054-201881-201907,ATL,400.0,4,7.0,-1.0,14.0,13.0,11.0,2.0,27.0,1.0,,1.0,4.0,1.0,1.0,3.0,9.0,1.0,2.0,7.0,16.0,17.0,,1.0,4.0,2.0,,1.0,1.0,,2.0,,3.0,2.0,5.0,1.0,1.0,1.0,1.0,5.0,,7.0,9.0,4.0,2.0,2.0,2.0,12.0,11.0,0.5,0.5,0.3333333333333333,0.4090909090909091,0.5333333333333333,1.0,0.18181818181818182,,,0.3333333333333333,,0.42857142857142855,0.2857142857142857,,0.3333333333333333,,97.19999999999999,14.142857142857142,15.538461538461538,13.642857142857142,13.846153846153847,0.09090909090909091,0.36363636363636365,0.25,0.25,0.09090909090909091,1.0,1.0,,0.2727272727272727,1.0,0.4567090909090909,0.6342,0.2857142857142857,0.3333333333333333,0.25,10.600000000000001,21.55,0.7857142857142857,8.0,1.0,1.0,4.0,4.0,2.0,3.0,1.0,1.0,7.0,,4.0,0.6666666666666666,0.6666666666666666,,1.0,1.0,1.0,0.36363636363636365,0.25,0.25,1.0,,,,,1.0,,1.0,,,2.0,7.0,,1.0,6.0,10.0,3.0,1.0,,3.0,,1.0,,,,1.0,,10.0,1.0,,,0.2857142857142857,1.5,0.25,0.4166666666666667,,0.42857142857142855,0.3333333333333333,0.4,,,0.09090909090909091,,,,,,,,0.125,,,0.43,0.625,,,,1.0,1.0,,1.0,,1.0,,,,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2011,2011,True
100690-100796-100812-101021-201898,1611661330,"Coco Miller, Iziane Castro Marques, Erika de Souza, Sandora Irvin, Shalee Lehning","Miller, Castro Marques, de Souza, Irvin, Lehning",100690-100796-100812-101021-201898,ATL,15.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2011,2011,True
100690-100796-100812-101023-201898,1611661330,"Coco Miller, Iziane Castro Marques, Erika de Souza, Sancho Lyttle, Shalee Lehning","Miller, Castro Marques, de Souza, Lyttle, Lehning",100690-100796-100812-101023-201898,ATL,218.0,2,4.0,7.0,6.0,5.0,,3.0,11.0,3.0,1.0,1.0,4.0,1.0,1.0,2.0,8.0,1.0,1.0,2.0,9.0,2.0,3.0,2.0,6.0,2.0,,1.0,1.0,1.0,4.0,1.0,2.0,4.0,6.0,2.0,,,,2.0,,2.0,2.0,1.0,1.0,,1.0,3.0,,1.0,1.0,0.25,0.3888888888888889,0.45,0.75,0.1111111111111111,0.125,0.3333333333333333,0.6666666666666666,1.0,0.5,0.6666666666666666,1.0,0.3333333333333333,1.0,72.66055045871559,18.833333333333332,21.0,15.833333333333334,17.8,0.3333333333333333,0.4444444444444444,0.25,0.25,0.1111111111111111,1.0,1.0,0.3333333333333333,0.4444444444444444,1.0,0.4998166666666667,0.48406666666666665,0.1,0.1111111111111111,0.6666666666666666,7.95,22.6,,,1.0,,1.0,2.0,1.0,2.0,,,5.0,1.0,2.0,0.5,1.0,0.5,0.3333333333333333,0.5,,0.1111111111111111,,,,1.0,,,,,,,,2.0,,,,,,,3.0,1.0,,,,,,,,,,,1.0,,0.6666666666666666,,0.6666666666666666,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,2.0,,,1.0,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,2.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2011,2011,True
