EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,DefFTReboundPct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3Assists,DefThreePtRebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,Offensive Fouls,Offensive Fouls Drawn,DefThreePtReboundPct,DefArc3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyDefPoss,ShortMidRangeFGA,SecondChanceFG2A,FTOffRebounds,SecondChanceTurnovers,OffFTReboundPct,ShortMidRangeFrequency,SecondChanceShotQualityAvg,AtRimFGM,AtRimFGA,ShortMidRangeFGM,PtsAssisted2s,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,ShootingFouls,Loose Ball Fouls,2pt And 1 Free Throw Trips,Assisted2sPct,NonPutbacksAssisted2sPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Fg3aBlocked,NonShootingPenaltyNonTakeFouls,FG3APctBlocked,Arc3PctBlocked,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFG2M,SecondChanceFtPoints,PtsUnassisted3s,PtsPutbacks,Fg2aBlocked,LongMidRangeAssists,OffTwoPtRebounds,SelfOReb,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,BlockingFouls,Charge Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Blocked3s,BlockedArc3,Corner3PctBlocked,BlockedCorner3,Clear Path Fouls,team_id,year,season,team_vs
100412-200671-201487-201501-202257,1611661324,"Taj McWilliams-Franklin, Seimone Augustus, Alexis Hornbuckle, Charde Houston, Monica Wright","McWilliams-Franklin, Augustus, Hornbuckle, Houston, Wright",100412-200671-201487-201501-202257,MIN,27.0,1,,2.0,1.0,1,1.0,,2,1.0,1.0,,,,,,,,,1.0,1.0,,,,2.0,,,,,1.0,1.0,,,,2.0,,,,,,1.0,,2.0,,,,,,,1.0,,,2.0,2.0,1.0,,,,,,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,106.66666666666666,14.0,13.0,14.0,13.0,1.0,1.0,1.0,,,,,,,,,,,,,,0.3772,0.3772,,,,1.0,19.9,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1611661324,2011,2011,True
100412-200671-201487-201882-202257,1611661324,"Taj McWilliams-Franklin, Seimone Augustus, Alexis Hornbuckle, Jessica Adair, Monica Wright","McWilliams-Franklin, Augustus, Hornbuckle, Adair, Wright",100412-200671-201487-201882-202257,MIN,112.0,1,2.0,,3.0,2,,,5,2.0,2.0,,,,1.0,,,,,2.0,2.0,,1.0,,4.0,4.0,,,,,,,,,,4.0,,1.0,,,,,,,,,,,,,,,4.0,,,,,,,,1.0,,0.6666666666666666,,,0.6666666666666666,,,0.3333333333333333,,,,,,,,64.28571428571428,13.666666666666666,35.5,13.666666666666666,35.5,0.6666666666666666,1.0,1.0,,0.3333333333333333,,,,,,,,,,0.3333333333333333,,0.38471666666666665,,,,,,15.3,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2011,2011,True
100412-201487-201499-202257-202644,1611661324,"Taj McWilliams-Franklin, Alexis Hornbuckle, Candice Wiggins, Monica Wright, Amber Harris","McWilliams-Franklin, Hornbuckle, Wiggins, Wright, Harris",100412-201487-201499-202257-202644,MIN,231.0,1,4.0,-9.0,8.0,9,3.0,1.0,17,1.0,3.0,,,,2.0,,,,2.0,1.0,3.0,,2.0,3.0,5.0,14.0,,,2.0,,,,2.0,3.0,3.0,,,1.0,,,1.0,,2.0,,1.0,1.0,3.0,1.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,,,,,,0.3333333333333333,,0.2,,,0.35714285714285715,1.0,0.375,0.4,1.0,1.0,,0.5,0.3333333333333333,,,105.97402597402598,13.25,13.88888888888889,12.5,13.88888888888889,0.6,0.3333333333333333,0.3333333333333333,,0.4,,,,,,,,1.0,,0.4,,0.449325,0.6507,0.2857142857142857,0.4,0.4,0.6,17.0,32.05,0.375,,,1.0,,,,1.0,3.0,,5.0,1.0,,0.3333333333333333,0.3333333333333333,,,,6.0,,,,,,,,,,,2.0,1.0,,,1.0,2.0,,1.0,1.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,1.0,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,0.5,,,0.5,,,,,1.0,,,,,,,,,,,1.0,,,,,,1611661324,2011,2011,True
100412-200671-201499-202257-202644,1611661324,"Taj McWilliams-Franklin, Seimone Augustus, Candice Wiggins, Monica Wright, Amber Harris","McWilliams-Franklin, Augustus, Wiggins, Wright, Harris",100412-200671-201499-202257-202644,MIN,120.0,1,2.0,3.0,3.0,3,2.0,2.0,6,,1.0,,,,1.0,,,,1.0,2.0,4.0,,1.0,1.0,5.0,2.0,,,2.0,1.0,3.0,,1.0,,2.0,2.0,,1.0,,,1.0,,2.0,1.0,2.0,,2.0,2.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,,,,,,0.5,0.3333333333333333,0.4,0.5,0.25,0.5,0.5,0.25,0.2,,1.0,1.0,1.0,1.0,,1.0,72.0,21.666666666666668,18.333333333333332,20.333333333333332,18.333333333333332,0.2,,,,0.2,,,,,,,,0.25,,0.6,,0.40281,0.3676625,0.2,0.25,0.4,0.4,8.1,21.8,0.6666666666666666,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,0.2,0.475,2.0,2.0,,2.0,1.0,1.0,,,,1.0,0.5,1.0,1.0,,0.4,1.0,1.0,0.5,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,,,2.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,,,0.5,0.25,,,1.0,,1.0,,1.0,,1.0,,1.0,1.0,,0.5,1.0,,,,,0.25,1.0,,,,,,,,,1611661324,2011,2011,True
100412-201499-201501-202257-202632,1611661324,"Taj McWilliams-Franklin, Candice Wiggins, Charde Houston, Monica Wright, Maya Moore","McWilliams-Franklin, Wiggins, Houston, Wright, Moore",100412-201499-201501-202257-202632,MIN,162.0,3,3.0,4.0,6.0,6,5.0,2.0,12,,1.0,,,1.0,2.0,1.0,1.0,,,1.0,4.0,1.0,2.0,2.0,7.0,3.0,1.0,1.0,4.0,1.0,2.0,,,2.0,4.0,,3.0,2.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,,1.0,3.0,4.0,5.0,4.0,2.0,3.0,4.0,5.0,1.0,0.5,1.0,,0.5,0.25,0.5,0.4166666666666667,0.75,0.5,0.4375,0.6666666666666666,0.5,0.3333333333333333,,0.5,1.0,0.5,0.75,,,106.66666666666666,18.166666666666668,8.833333333333334,14.166666666666666,7.0,0.16666666666666666,,,,0.3333333333333333,0.5,0.5,1.0,0.5,1.0,1.0,,,,0.6666666666666666,0.5,0.39776666666666666,0.27325,0.25,0.3333333333333333,0.5714285714285714,0.5714285714285714,8.175,22.2,0.8333333333333334,,,,,,,,,,1.0,,1.0,,,,,,2.0,1.0,1.0,,,,0.16666666666666666,0.522475,1.0,2.0,,2.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,,0.3333333333333333,0.5,0.5,1.0,,,,,1.0,,,,1.0,1.0,1.0,,,,,1.0,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.6666666666666666,1.0,1.0,,1.0,,,,,0.5,,,,,,0.5,1.0,,,,,,,,,1611661324,2011,2011,True
100915-100944-200671-201499-202644,1611661324,"Lindsay Whalen, Rebekkah Brunson, Seimone Augustus, Candice Wiggins, Amber Harris","Whalen, Brunson, Augustus, Wiggins, Harris",100915-100944-200671-201499-202644,MIN,310.0,4,5.0,5.0,12.0,8,3.0,,20,1.0,3.0,,,,,,,,,5.0,9.0,,,2.0,12.0,7.0,,,,1.0,2.0,,,2.0,4.0,6.0,,,,,2.0,,4.0,,2.0,,4.0,,4.0,1.0,2.0,1.0,12.0,4.0,3.0,,,,,,0.5555555555555556,0.5,0.5555555555555556,,0.5,0.6,,0.6666666666666666,,,0.4,,0.5714285714285714,,,0.5,92.9032258064516,13.75,18.125,13.75,16.375,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,0.1111111111111111,,0.42384444444444447,0.36225,0.1,0.1,,0.3333333333333333,10.577777777777778,,0.25,,,2.0,1.0,,,2.0,2.0,,1.0,,,1.0,1.0,,,,3.0,5.0,,,,,0.5555555555555556,,1.0,1.0,3.0,4.0,2.0,,1.0,,,,0.4,0.4,0.5,1.0,0.1111111111111111,1.0,1.0,,0.6,0.6,0.3333333333333333,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1611661324,2011,2011,True
100915-100944-201499-201882-202632,1611661324,"Lindsay Whalen, Rebekkah Brunson, Candice Wiggins, Jessica Adair, Maya Moore","Whalen, Brunson, Wiggins, Adair, Moore",100915-100944-201499-201882-202632,MIN,253.0,2,4.0,5.0,7.0,6,,2.0,13,1.0,1.0,,,,3.0,,1.0,,,4.0,5.0,,3.0,4.0,12.0,7.0,,1.0,4.0,,,,,,,2.0,,3.0,,,3.0,,6.0,2.0,,,,3.0,3.0,3.0,4.0,2.0,8.0,,,,,,,,0.8,,0.5,0.5,,0.6,0.6666666666666666,,0.375,,,0.6666666666666666,,0.75,,,73.99209486166008,23.857142857142858,14.333333333333334,18.857142857142858,14.333333333333334,0.125,1.0,1.0,,0.375,,,,0.5,,,,,,0.75,,0.45981875,,0.2,0.2857142857142857,0.3333333333333333,,6.5,22.03333333333333,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,0.125,0.4826,2.0,3.0,1.0,6.0,3.0,1.0,1.0,,,,0.75,1.0,,,0.375,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,1.0,2.0,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,0.6666666666666666,,0.25,,1.0,0.5,1.0,,,,,,,,,,,,,,,1611661324,2011,2011,True
100915-201499-201882-202632-202644,1611661324,"Lindsay Whalen, Candice Wiggins, Jessica Adair, Maya Moore, Amber Harris","Whalen, Wiggins, Adair, Moore, Harris",100915-201499-201882-202632-202644,MIN,137.0,2,2.0,1.0,4.0,3,,1.0,7,,,,,1.0,2.0,,,,,1.0,2.0,1.0,2.0,,5.0,4.0,,,,,,,,,,,3.0,2.0,1.0,1.0,2.0,1.0,5.0,1.0,,,,1.0,1.0,,,,5.0,,,1.0,0.5,,,0.5,0.5,,0.625,,,0.625,,,0.5,,,1.0,,0.5,,,73.57664233576642,16.5,23.666666666666668,15.75,22.666666666666668,,,,,0.5,0.5,1.0,1.0,,,,,,,0.5,0.5,0.4893125,,,,,,5.8,22.0,,,,,2.0,1.0,,,1.0,,2.0,,,,,,,,,2.0,1.0,,,,0.5,0.4326,,,1.0,2.0,1.0,,1.0,1.0,,,1.0,1.0,,,,,,,0.5,0.5,1.0,1.0,,0.5,0.5,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1611661324,2011,2011,True
100944-200671-201487-202257-202644,1611661324,"Rebekkah Brunson, Seimone Augustus, Alexis Hornbuckle, Monica Wright, Amber Harris","Brunson, Augustus, Hornbuckle, Wright, Harris",100944-200671-201487-202257-202644,MIN,8.0,1,,,1.0,1,1.0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,360.0,1.0,7.0,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2011,2011,True
100944-201487-201499-201501-202257,1611661324,"Rebekkah Brunson, Alexis Hornbuckle, Candice Wiggins, Charde Houston, Monica Wright","Brunson, Hornbuckle, Wiggins, Houston, Wright",100944-201487-201499-201501-202257,MIN,59.0,1,1.0,1.0,1.0,2,1.0,,3,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,0.5,,0.5,,,,,,,,,73.22033898305085,33.0,13.0,33.0,13.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2011,2011,True
100944-200671-201499-202632-202644,1611661324,"Rebekkah Brunson, Seimone Augustus, Candice Wiggins, Maya Moore, Amber Harris","Brunson, Augustus, Wiggins, Moore, Harris",100944-200671-201499-202632-202644,MIN,233.0,3,4.0,2.0,8.0,5,1.0,2.0,13,3.0,3.0,2.0,,,1.0,,,,,4.0,5.0,,3.0,4.0,12.0,10.0,,1.0,2.0,,,,,2.0,2.0,8.0,,1.0,,,,,,1.0,1.0,,1.0,2.0,3.0,4.0,4.0,1.0,10.0,2.0,1.0,,,,,,0.8,,0.5,0.5,,0.6,0.5,1.0,0.375,,1.0,0.3333333333333333,1.0,0.5,,,80.34334763948497,19.25,15.8,17.625,15.8,0.375,1.0,1.0,0.25,0.125,,,,,,,,,,0.375,,0.4532375,,0.1111111111111111,0.16666666666666666,0.16666666666666666,0.16666666666666666,13.940000000000001,21.53333333333333,0.125,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,0.25,0.467025,,,1.0,,,,,,,,,,1.0,,,,,,0.5,0.5,,,,,,,,,,,1.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,1.0,,,,,,1.0,,1.0,,1.0,,0.25,,,,,,0.5,,,,,,,,,,,,,1611661324,2011,2011,True
100944-201487-201499-201501-202632,1611661324,"Rebekkah Brunson, Alexis Hornbuckle, Candice Wiggins, Charde Houston, Maya Moore","Brunson, Hornbuckle, Wiggins, Houston, Moore",100944-201487-201499-201501-202632,MIN,196.0,1,3.0,-1.0,5.0,5,2.0,1.0,10,,3.0,,,,1.0,,,,1.0,,3.0,,1.0,1.0,1.0,2.0,,,1.0,,2.0,,1.0,1.0,1.0,,,1.0,,,,,,1.0,,,2.0,2.0,4.0,2.0,2.0,1.0,,1.0,2.0,,,,,,,,,,,0.1,0.25,0.125,0.25,,,1.0,0.5,0.6666666666666666,,,73.46938775510205,20.8,18.4,17.2,18.2,0.75,,,,0.25,,,,,,,,0.3333333333333333,,0.25,,0.3180875,0.3248166666666667,0.2,0.25,1.0,1.0,16.2,22.4,0.4,,,2.0,1.0,1.0,,2.0,2.0,,2.0,,,0.5,0.3333333333333333,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0.5,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,1611661324,2011,2011,True
100944-201487-201499-202257-202632,1611661324,"Rebekkah Brunson, Alexis Hornbuckle, Candice Wiggins, Monica Wright, Maya Moore","Brunson, Hornbuckle, Wiggins, Wright, Moore",100944-201487-201499-202257-202632,MIN,15.0,1,,,1.0,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.0,11.0,4.0,11.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2011,2011,True
200671-201487-201499-201501-202644,1611661324,"Seimone Augustus, Alexis Hornbuckle, Candice Wiggins, Charde Houston, Amber Harris","Augustus, Hornbuckle, Wiggins, Houston, Harris",200671-201487-201499-201501-202644,MIN,145.0,3,2.0,5.0,6.0,4,3.0,1.0,10,,,1.0,,1.0,1.0,,,,,1.0,2.0,2.0,2.0,1.0,9.0,4.0,,,,1.0,2.0,,,1.0,3.0,,6.0,1.0,1.0,2.0,3.0,1.0,8.0,,,,1.0,1.0,2.0,3.0,2.0,1.0,9.0,3.0,3.0,1.0,1.0,,,1.0,0.5,0.5,1.0,,0.5,0.9,,0.5,0.5,,,,1.0,,,,99.3103448275862,14.166666666666666,15.0,12.0,15.0,,,,0.25,0.25,1.0,1.0,1.0,,,,,,,1.0,1.0,0.5631375,0.5709,0.2,0.3333333333333333,,0.3333333333333333,2.75,21.7,0.5,1.0,1.0,1.0,,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,,0.5339,1.0,2.0,,2.0,1.0,1.0,,,,,1.0,1.0,,,0.5,0.5,0.5,1.0,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,0.5,,,,,,,,,1611661324,2011,2011,True
201487-201499-201501-202632-202644,1611661324,"Alexis Hornbuckle, Candice Wiggins, Charde Houston, Maya Moore, Amber Harris","Hornbuckle, Wiggins, Houston, Moore, Harris",201487-201499-201501-202632-202644,MIN,50.0,1,1.0,-2.0,2.0,2,,,4,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,115.19999999999999,9.5,15.5,9.5,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2011,2011,True
201487-201499-201882-202632-202644,1611661324,"Alexis Hornbuckle, Candice Wiggins, Jessica Adair, Maya Moore, Amber Harris","Hornbuckle, Wiggins, Adair, Moore, Harris",201487-201499-201882-202632-202644,MIN,14.0,1,,2.0,1.0,1,1.0,,2,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,1.0,2.0,1.0,2.0,2.0,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,205.71428571428572,6.0,8.0,6.0,8.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2011,2011,True
100412-100915-100944-201487-202632,1611661324,"Taj McWilliams-Franklin, Lindsay Whalen, Rebekkah Brunson, Alexis Hornbuckle, Maya Moore","McWilliams-Franklin, Whalen, Brunson, Hornbuckle, Moore",100412-100915-100944-201487-202632,MIN,51.0,2,1.0,1.0,2.0,2,2.0,,4,,,,,1.0,2.0,,,1.0,2.0,,,1.0,2.0,,3.0,2.0,,,,,,1.0,2.0,,3.0,,,2.0,1.0,,,,,,,,,,,1.0,,,3.0,3.0,2.0,,0.5,,0.5,0.5,,,0.75,,0.75,0.75,,0.75,1.0,,,,,,,,112.94117647058823,10.0,15.5,10.0,15.5,,,,,1.0,0.5,0.5,,,,,,1.0,0.5,1.0,0.5,0.36285,0.36285,,,,1.0,,28.75,1.0,,,,1.0,1.0,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2011,2011,True
100412-100944-200671-201487-201499,1611661324,"Taj McWilliams-Franklin, Rebekkah Brunson, Seimone Augustus, Alexis Hornbuckle, Candice Wiggins","McWilliams-Franklin, Brunson, Augustus, Hornbuckle, Wiggins",100412-100944-200671-201487-201499,MIN,243.0,4,4.0,9.0,7.0,8,,,15,,,1.0,,2.0,2.0,,,,,1.0,1.0,2.0,3.0,1.0,9.0,,,,,,,,,,,2.0,6.0,2.0,2.0,2.0,2.0,2.0,6.0,,3.0,1.0,5.0,,5.0,3.0,2.0,1.0,9.0,,,1.0,0.6666666666666666,,,0.6666666666666666,1.0,,1.0,,,0.9,,,0.75,1.0,1.0,,0.8,,,1.0,88.88888888888889,14.857142857142858,17.375,14.857142857142858,16.25,,,,0.25,0.5,1.0,1.0,1.0,,,,,,,1.0,1.0,0.5966625,,0.2,0.5,,,2.0,21.96666666666667,,,,1.0,,,,1.0,1.0,,2.0,,1.0,0.5,0.5,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,0.25,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,1611661324,2011,2011,True
100412-201487-202257-202632-202644,1611661324,"Taj McWilliams-Franklin, Alexis Hornbuckle, Monica Wright, Maya Moore, Amber Harris","McWilliams-Franklin, Hornbuckle, Wright, Moore, Harris",100412-201487-202257-202632-202644,MIN,76.0,1,1.0,-1.0,4.0,3,,,7,1.0,2.0,,,,1.0,,,,,2.0,3.0,,1.0,,4.0,5.0,,,,,,,,,,,,1.0,,,2.0,,4.0,,,,,,,,,,4.0,,,,,,,,0.6666666666666666,,0.5,,,0.5,,,0.25,,,,,,,,132.63157894736844,12.75,8.333333333333334,12.75,8.333333333333334,0.5,0.5,0.5,,0.25,,,,,,,,,,0.5,,0.47,,,,,,12.700000000000001,21.3,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,1.0,,4.0,2.0,1.0,,2.0,,,1.0,1.0,,,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1611661324,2011,2011,True
100915-200671-201499-201501-201882,1611661324,"Lindsay Whalen, Seimone Augustus, Candice Wiggins, Charde Houston, Jessica Adair","Whalen, Augustus, Wiggins, Houston, Adair",100915-200671-201499-201501-201882,MIN,117.0,2,2.0,2.0,4.0,4,2.0,2.0,8,,1.0,,,,1.0,,,,1.0,1.0,4.0,,1.0,2.0,4.0,2.0,,,2.0,,,,1.0,2.0,2.0,2.0,,1.0,,,,,,,1.0,,3.0,2.0,5.0,1.0,2.0,,2.0,2.0,2.0,,,,,,0.25,,0.2,0.5,,0.3333333333333333,0.5,0.5,0.2,,1.0,,1.0,0.5,,,98.46153846153847,15.0,14.25,14.25,14.25,0.2,,,,0.2,,,,,,,,1.0,,0.6,,0.43111,0.52815,,,0.5,0.5,7.025,20.7,0.5,,,2.0,,,,,,,,,,1.0,1.0,,,,,1.0,2.0,,,,0.2,0.46,1.0,2.0,,,,,,,,,,,1.0,,0.4,0.5,0.5,,,,,,,,,1.0,2.0,,,,,,1.0,,,2.0,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,0.5,,,,,,0.6666666666666666,,1.0,1.0,,,,,,1.0,0.5,,,,,,,,,,,,,,,1611661324,2011,2011,True
