EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,BlockedShortMidRange,LostBallTurnovers,BlockedAtRim,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,BlockingFoulsDrawn,Technical Free Throw Trips,LongMidRangePctBlocked,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,Travels,Loose Ball Fouls,Charge Fouls Drawn,Defensive 3 Seconds Violations,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,3SecondViolations,Blocked3s,BlockedArc3,FTOffRebounds,OffFTReboundPct,HeaveAttempts,Charge Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
200676-201046-201909-203402-204336,1611661317,"Candice Dupree, Lindsey Harding, Sonja Petrovic, Kelsey Bone, Alex Harden","Dupree, Harding, Petrovic, Bone, Harden",200676-201046-201909-203402-204336,PHO,324.0,3,5.0,-1.0,11.0,13.0,10.0,,3.0,24.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,2.0,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,8.0,2.0,3.0,2.0,14.0,15.0,1.0,3.0,1.0,,2.0,3.0,8.0,2.0,3.0,,12.0,4.0,2.0,3.0,3.0,2.0,2.0,1.0,,2.0,1.0,3.0,,1.0,1.0,1.0,,7.0,,3.0,1.0,3.0,,4.0,4.0,8.0,,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,2.0,,2.0,,2.0,,,2.0,,1.0,,,,,,12.0,12.0,10.0,,,0.6666666666666666,1.0,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.375,0.3333333333333333,0.375,0.5454545454545454,0.25,0.5454545454545454,0.5833333333333334,0.25,0.5454545454545454,0.2727272727272727,,,,0.5,,1.0,0.6,1.0,,1.0,0.5,,1.0,1.0,,,,1.0,1.0,1.0,,,106.66666666666666,,13.454545454545455,13.538461538461538,12.0,13.23076923076923,0.36363636363636365,0.5,0.5,0.5,0.18181818181818182,0.5,0.5,1.0,0.18181818181818182,,,,0.09090909090909091,1.0,1.0,1.0,0.18181818181818182,0.5,0.5,,0.5,0.5,,0.25,0.36363636363636365,0.5,0.18181818181818182,0.5,0.6363636363636364,0.5,0.48711363636363636,0.4786625,0.48711363636363636,0.08333333333333333,0.1111111111111111,0.14285714285714285,0.8571428571428571,7.125,23.866666666666664,0.9090909090909091,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,0.09090909090909091,1.0,,,,,,,,,,1.0,1.0,,,,,,,1611661317,2016,2016,True
200676-201886-203398-204300-204336,1611661317,"Candice Dupree, DeWanna Bonner, Brittney Griner, Marta Xargay, Alex Harden","Dupree, Bonner, Griner, Xargay, Harden",200676-201886-203398-204300-204336,PHO,914.0,1,15.0,-4.0,30.0,29.0,5.0,5.0,2.0,59.0,5.0,10.0,,1.0,2.0,3.0,1.0,6.0,1.0,4.0,,,4.0,5.0,,,,7.0,20.0,4.0,5.0,1.0,27.0,31.0,,1.0,,,,2.0,4.0,,,1.0,5.0,6.0,8.0,12.0,,,5.0,4.0,3.0,3.0,4.0,7.0,4.0,,2.0,,1.0,18.0,,1.0,3.0,7.0,,10.0,2.0,12.0,,5.0,3.0,2.0,4.0,4.0,2.0,6.0,1.0,3.0,4.0,8.0,1.0,4.0,,1.0,2.0,,,1.0,,,,,27.0,5.0,5.0,,1.0,0.42857142857142855,0.42857142857142855,1.0,0.8,,0.8,0.35,,0.5,0.52,,0.5,0.5192307692307693,,0.5,0.2,0.15,0.1,0.3333333333333333,0.6666666666666666,,0.875,0.08333333333333333,0.75,,0.8333333333333334,0.07692307692307693,,,0.3333333333333333,,,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,,92.95404814004377,,16.333333333333332,14.620689655172415,15.833333333333334,14.0,0.4,0.5,0.5555555555555556,0.4,0.24,0.16666666666666666,0.25,,0.16,0.25,0.25,1.0,,,,,0.2,0.8,0.8,1.0,1.0,,,,0.75,0.6666666666666666,,,0.6,0.8,0.508632,0.3275,0.520475,,,,0.18518518518518517,6.94,23.96,0.16666666666666666,,,,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1611661317,2016,2016,True
200691-201046-201886-201909-203398,1611661317,"Mistie Bass, Lindsey Harding, DeWanna Bonner, Sonja Petrovic, Brittney Griner","Bass, Harding, Bonner, Petrovic, Griner",200691-201046-201886-201909-203398,PHO,466.0,4,8.0,12.0,12.0,10.0,,1.0,3.0,22.0,4.0,5.0,,1.0,,,,3.0,2.0,4.0,,,,1.0,,,,6.0,12.0,,1.0,5.0,17.0,5.0,,2.0,,2.0,2.0,,,,,,,4.0,8.0,,,,1.0,,3.0,2.0,,2.0,,,1.0,,1.0,4.0,1.0,1.0,1.0,6.0,1.0,8.0,3.0,11.0,,,,,,,1.0,1.0,,1.0,,2.0,,4.0,,,7.0,1.0,4.0,,,,,,15.0,,,,,0.3333333333333333,0.3333333333333333,,,,,0.5,,,0.46153846153846156,,,0.53125,0.3333333333333333,,0.07692307692307693,0.25,0.2,0.3333333333333333,,1.0,0.8571428571428571,0.2,0.5,1.0,0.7777777777777778,0.3333333333333333,,0.3333333333333333,,1.0,,1.0,,1.0,,1.0,,67.98283261802575,,20.083333333333332,22.5,18.083333333333332,20.9,0.38461538461538464,0.8,1.0,0.25,0.23076923076923078,,,,0.3076923076923077,0.5,0.6666666666666666,0.5,,,,,0.07692307692307693,,,,0.5,,,,,,,,0.46153846153846156,,0.4508153846153846,0.40245,,0.25,0.26666666666666666,0.11764705882352941,,8.983333333333333,24.3,,,,,,,1.0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1611661317,2016,2016,True
200691-201046-201886-201909-203402,1611661317,"Mistie Bass, Lindsey Harding, DeWanna Bonner, Sonja Petrovic, Kelsey Bone","Bass, Harding, Bonner, Petrovic, Bone",200691-201046-201886-201909-203402,PHO,137.0,2,2.0,2.0,5.0,4.0,1.0,2.0,1.0,9.0,,1.0,,,,,,2.0,,,,,,1.0,,,,,3.0,,1.0,4.0,4.0,2.0,,1.0,,,,,,,,2.0,2.0,,,,,,1.0,,,,,,,,,,,,,1.0,,2.0,,2.0,1.0,3.0,,1.0,1.0,,,,,,,1.0,,1.0,,2.0,,,4.0,,2.0,,1.0,,1.0,,4.0,2.0,1.0,,,,,,,,,,,,,,,0.3333333333333333,,1.0,0.25,,,,,,0.6666666666666666,0.3333333333333333,,,0.6666666666666666,0.25,1.0,,,,,,,1.0,,,,94.59854014598541,,16.0,14.25,14.0,10.75,0.25,,,,0.5,,,,,,,,,,,,0.25,,,,,,,,,,,,0.5,,0.4621,0.4304,,0.3333333333333333,0.4,,0.5,6.3999999999999995,23.8,0.2,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2016,2016,True
200691-201046-201886-203398-204336,1611661317,"Mistie Bass, Lindsey Harding, DeWanna Bonner, Brittney Griner, Alex Harden","Bass, Harding, Bonner, Griner, Harden",200691-201046-201886-203398-204336,PHO,362.0,3,6.0,-2.0,12.0,12.0,8.0,7.0,4.0,24.0,1.0,3.0,1.0,1.0,1.0,1.0,,2.0,,2.0,,,1.0,4.0,1.0,1.0,4.0,1.0,7.0,1.0,4.0,7.0,12.0,14.0,1.0,2.0,1.0,,5.0,1.0,4.0,1.0,4.0,3.0,8.0,,2.0,3.0,,,4.0,1.0,3.0,,1.0,1.0,1.0,,,,,3.0,2.0,2.0,1.0,3.0,,4.0,4.0,8.0,,2.0,2.0,,1.0,1.0,1.0,2.0,1.0,2.0,,2.0,,5.0,1.0,,8.0,,2.0,2.0,2.0,,2.0,1.0,7.0,8.0,8.0,,1.0,,,1.0,0.25,0.25,0.25,0.14285714285714285,0.5,0.25,0.22727272727272727,0.8333333333333334,0.3125,0.4,0.8333333333333334,0.4,0.36363636363636365,0.42857142857142855,0.6666666666666666,,0.5,,0.6,0.4,1.0,0.6666666666666666,0.6666666666666666,0.5,1.0,,0.5,0.6666666666666666,,0.5,1.0,,1.0,,,95.4696132596685,0.5,14.333333333333334,15.833333333333334,12.0,15.416666666666666,0.2727272727272727,0.3333333333333333,1.0,,0.18181818181818182,,,,0.18181818181818182,,,,,,,,0.36363636363636365,0.25,0.25,1.0,0.3333333333333333,1.0,,0.3333333333333333,0.125,1.0,0.5,0.25,0.6363636363636364,0.25,0.45322727272727276,0.3307,0.4804875,0.15384615384615385,0.2222222222222222,0.4166666666666667,0.6666666666666666,8.22857142857143,24.125,0.6666666666666666,,,2.0,,,1.0,,,0.5,,,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1611661317,2016,2016,True
200691-201046-201886-203402-204300,1611661317,"Mistie Bass, Lindsey Harding, DeWanna Bonner, Kelsey Bone, Marta Xargay","Bass, Harding, Bonner, Bone, Xargay",200691-201046-201886-203402-204300,PHO,312.0,2,5.0,,11.0,11.0,5.0,5.0,1.0,22.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,,1.0,,,,4.0,6.0,,1.0,3.0,11.0,11.0,1.0,1.0,,,2.0,1.0,3.0,,,3.0,5.0,4.0,4.0,,,2.0,1.0,,,2.0,,2.0,,,2.0,,,4.0,,,,3.0,,3.0,1.0,4.0,,2.0,2.0,,2.0,1.0,,2.0,,,,3.0,,2.0,,,4.0,,1.0,1.0,1.0,,1.0,,9.0,5.0,5.0,1.0,1.0,0.5,0.6666666666666666,,,,,0.6666666666666666,1.0,0.3333333333333333,0.5714285714285714,1.0,0.3333333333333333,0.6111111111111112,1.0,0.5,0.14285714285714285,,,,1.0,,1.0,,,,1.0,,,,,,,,1.0,1.0,,,,101.53846153846153,,11.818181818181818,16.545454545454547,11.818181818181818,16.545454545454547,0.42857142857142855,1.0,1.0,0.6666666666666666,0.14285714285714285,1.0,1.0,,0.2857142857142857,,,,,,,,0.14285714285714285,,,,1.0,1.0,,,0.3333333333333333,1.0,,,0.5714285714285714,,0.5181785714285715,0.7275,0.48466666666666663,0.125,0.14285714285714285,0.18181818181818182,0.45454545454545453,8.766666666666667,24.6,0.45454545454545453,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1611661317,2016,2016,True
200691-201046-201886-203402-204336,1611661317,"Mistie Bass, Lindsey Harding, DeWanna Bonner, Kelsey Bone, Alex Harden","Bass, Harding, Bonner, Bone, Harden",200691-201046-201886-203402-204336,PHO,1039.0,4,17.0,-7.0,31.0,30.0,9.0,4.0,4.0,61.0,4.0,10.0,1.0,1.0,1.0,2.0,2.0,5.0,2.0,9.0,,1.0,1.0,2.0,,,1.0,8.0,24.0,1.0,3.0,4.0,23.0,30.0,1.0,2.0,,2.0,4.0,3.0,7.0,,1.0,2.0,8.0,6.0,10.0,3.0,,2.0,2.0,1.0,1.0,3.0,1.0,4.0,1.0,,2.0,,1.0,9.0,1.0,3.0,2.0,8.0,,10.0,4.0,14.0,2.0,3.0,3.0,,2.0,1.0,4.0,6.0,,3.0,,10.0,1.0,4.0,1.0,,4.0,,1.0,1.0,,,,,19.0,8.0,9.0,,1.0,0.375,0.42857142857142855,1.0,0.3333333333333333,,0.3333333333333333,0.3333333333333333,0.5,0.42857142857142855,0.35185185185185186,0.5,0.375,0.39655172413793105,0.6666666666666666,0.4444444444444444,0.1111111111111111,0.041666666666666664,0.1,,0.3333333333333333,,0.6666666666666666,0.2,0.6666666666666666,0.5,0.6666666666666666,0.23529411764705882,0.3333333333333333,0.3333333333333333,,,1.0,1.0,1.0,0.5,0.5,1.0,0.125,84.54282964388835,,16.516129032258064,17.566666666666666,16.258064516129032,16.133333333333333,0.37037037037037035,0.4,0.4444444444444444,0.5,0.18518518518518517,0.4,0.4,,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.5,0.037037037037037035,,,,0.07407407407407407,0.5,0.5,1.0,0.5,1.0,,,0.25,0.5,0.125,,0.48148148148148145,0.5,0.42614259259259263,0.3275,0.397375,0.03571428571428571,0.04,0.17391304347826086,0.34782608695652173,9.016666666666667,23.766666666666666,0.2903225806451613,,1.0,,1.0,,1.0,,,,,,,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,1611661317,2016,2016,True
200691-201046-201909-203402-204300,1611661317,"Mistie Bass, Lindsey Harding, Sonja Petrovic, Kelsey Bone, Marta Xargay","Bass, Harding, Petrovic, Bone, Xargay",200691-201046-201909-203402-204300,PHO,226.0,1,4.0,1.0,7.0,8.0,,1.0,,15.0,1.0,1.0,,,,,,,,1.0,,,,,,,,1.0,2.0,,,3.0,5.0,4.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,,2.0,,2.0,,3.0,2.0,1.0,3.0,2.0,1.0,4.0,,,,1.0,,3.0,,,4.0,,2.0,,,,,,5.0,,,,,,,,,,,0.5,,,0.5,,,0.625,,,,,,,0.75,,1.0,,,,1.0,,,,,,,,1.0,1.0,,,,95.57522123893806,,17.714285714285715,12.75,17.714285714285715,12.75,0.5,1.0,1.0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,0.5,,0.51035,,,0.5,0.5,,,8.65,,,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2016,2016,True
200691-201049-201886-201909-203398,1611661317,"Mistie Bass, Noelle Quinn, DeWanna Bonner, Sonja Petrovic, Brittney Griner","Bass, Quinn, Bonner, Petrovic, Griner",200691-201049-201886-201909-203398,PHO,550.0,4,9.0,10.0,17.0,17.0,6.0,8.0,4.0,34.0,4.0,7.0,,,1.0,2.0,,1.0,,6.0,,,2.0,4.0,,1.0,2.0,4.0,14.0,2.0,4.0,7.0,21.0,11.0,,2.0,,4.0,4.0,1.0,4.0,1.0,2.0,4.0,9.0,6.0,2.0,6.0,,,4.0,2.0,2.0,3.0,2.0,5.0,2.0,,3.0,,,12.0,1.0,4.0,2.0,6.0,,8.0,5.0,13.0,,,,,1.0,1.0,1.0,2.0,1.0,2.0,,3.0,,5.0,,,8.0,1.0,2.0,1.0,,,,,17.0,9.0,6.0,1.0,1.0,0.75,0.75,1.0,0.5,0.5,0.5,0.2857142857142857,,0.25,0.3888888888888889,,0.4166666666666667,0.5,0.5,0.5625,0.2222222222222222,0.14285714285714285,0.2857142857142857,,0.5,,0.8571428571428571,0.4444444444444444,0.6666666666666666,0.5,0.8,0.45454545454545453,0.6666666666666666,,0.4,0.5,,1.0,0.6666666666666666,1.0,0.6666666666666666,,,89.01818181818183,,17.11764705882353,15.235294117647058,15.411764705882353,15.117647058823529,0.3888888888888889,0.5714285714285714,0.8,0.75,0.05555555555555555,,,,0.3333333333333333,,,,,,,,0.2222222222222222,0.5,0.5,1.0,,,,,0.3333333333333333,0.5,0.3333333333333333,0.5,0.6111111111111112,0.5,0.4982166666666667,0.3858,0.5293249999999999,0.15,0.13333333333333333,0.19047619047619047,0.42857142857142855,9.135714285714286,23.325,0.35294117647058826,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.2,,,1611661317,2016,2016,True
200691-201049-201886-203398-204336,1611661317,"Mistie Bass, Noelle Quinn, DeWanna Bonner, Brittney Griner, Alex Harden","Bass, Quinn, Bonner, Griner, Harden",200691-201049-201886-203398-204336,PHO,190.0,3,3.0,-8.0,7.0,7.0,6.0,7.0,2.0,14.0,2.0,5.0,2.0,2.0,1.0,3.0,,,,2.0,,,,,,,,2.0,7.0,,,,4.0,12.0,2.0,2.0,,,4.0,1.0,5.0,,,,2.0,,4.0,,,2.0,,,,,,,,,,,,,,2.0,,1.0,,1.0,2.0,3.0,,,,,1.0,1.0,1.0,2.0,2.0,3.0,,4.0,,1.0,,1.0,,,,,,,,,,2.0,6.0,1.0,,,,,,,,0.2857142857142857,1.0,0.2,0.2857142857142857,1.0,0.2,0.2857142857142857,1.0,0.2,,,,,0.5,,0.5,0.4,,,0.5,0.4,0.6666666666666666,,,,,1.0,,,,,,106.10526315789474,,16.285714285714285,10.857142857142858,15.857142857142858,10.285714285714286,0.7142857142857143,0.4,0.4,,,,,,0.2857142857142857,,,,,,,,,,,,1.0,1.0,,,0.6,0.3333333333333333,,,0.7142857142857143,,0.48018571428571427,0.67035,0.42591999999999997,,,1.0,0.5,6.828571428571428,,0.8571428571428571,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2016,2016,True
200691-201049-201886-204330-204336,1611661317,"Mistie Bass, Noelle Quinn, DeWanna Bonner, Isabelle Harrison, Alex Harden","Bass, Quinn, Bonner, Harrison, Harden",200691-201049-201886-204330-204336,PHO,123.0,1,2.0,,5.0,4.0,4.0,3.0,1.0,9.0,,2.0,,,,1.0,1.0,1.0,,,,,,,,,,1.0,3.0,,,3.0,5.0,5.0,1.0,1.0,,1.0,3.0,,1.0,,,2.0,2.0,,2.0,,,2.0,,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,2.0,,,,,1.0,,,1.0,1.0,2.0,1.0,2.0,,3.0,1.0,,4.0,1.0,1.0,1.0,,,,,2.0,2.0,4.0,,1.0,,,,,,,0.3333333333333333,1.0,,0.3333333333333333,1.0,,0.625,1.5,0.5,,,,,1.0,,1.0,0.5,,,0.5,0.5,0.5,,,,,,,1.0,,,,105.3658536585366,,13.4,14.0,13.0,11.75,0.6666666666666666,,,,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,0.6666666666666666,,0.44576666666666664,0.4343,0.3879,0.3333333333333333,0.3333333333333333,0.6,0.4,4.366666666666666,,0.8,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2016,2016,True
200691-201049-201909-203398-204336,1611661317,"Mistie Bass, Noelle Quinn, Sonja Petrovic, Brittney Griner, Alex Harden","Bass, Quinn, Petrovic, Griner, Harden",200691-201049-201909-203398-204336,PHO,29.0,1,,,1.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.3103448275862,,15.0,14.0,15.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2016,2016,True
200691-201049-201909-204330-204336,1611661317,"Mistie Bass, Noelle Quinn, Sonja Petrovic, Isabelle Harrison, Alex Harden","Bass, Quinn, Petrovic, Harrison, Harden",200691-201049-201909-204330-204336,PHO,62.0,1,1.0,3.0,2.0,2.0,,,,4.0,,,,,,,,,,1.0,,,1.0,1.0,,,,,1.0,1.0,1.0,,3.0,,,,,,,,,,,,,,,3.0,,,1.0,1.0,,,1.0,1.0,1.0,,,,,3.0,,,1.0,,,1.0,,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,2.0,,,1.0,,,,,3.0,,,,,,,1.0,1.0,,1.0,,,,0.75,,,0.5,,,0.5,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,92.9032258064516,,13.0,18.0,13.0,18.0,,,,,,,,,0.5,,,,,,,,0.5,1.0,1.0,1.0,,,,,,,,,0.5,1.0,0.44045,,,,,,,18.0,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2016,2016,True
200691-201886-201909-203402-204300,1611661317,"Mistie Bass, DeWanna Bonner, Sonja Petrovic, Kelsey Bone, Marta Xargay","Bass, Bonner, Petrovic, Bone, Xargay",200691-201886-201909-203402-204300,PHO,160.0,2,3.0,3.0,4.0,4.0,2.0,,3.0,8.0,,1.0,,,,1.0,,2.0,2.0,2.0,,1.0,,,,,,2.0,5.0,,1.0,1.0,5.0,2.0,2.0,3.0,,,4.0,1.0,4.0,,,,2.0,2.0,2.0,,,,,,1.0,1.0,,1.0,,,,,1.0,2.0,1.0,2.0,,1.0,,1.0,3.0,4.0,,2.0,1.0,1.0,,,1.0,1.0,,,,,,1.0,,,2.0,,1.0,,1.0,,1.0,1.0,1.0,2.0,2.0,,,0.5,0.5,,,,,0.4,0.6666666666666666,0.25,0.3333333333333333,0.6666666666666666,0.25,0.35714285714285715,0.6666666666666666,0.25,0.16666666666666666,0.2,,0.5,,,0.5,0.6666666666666666,,1.0,0.5,0.75,1.0,0.5,,,1.0,0.5,,,,,,72.0,1.0,23.5,16.5,15.5,16.0,0.16666666666666666,,,,0.3333333333333333,,,,0.3333333333333333,1.0,1.0,0.5,0.16666666666666666,,,,,,,,,,,,0.25,,,,0.3333333333333333,,0.40771666666666667,0.35473333333333334,0.385275,0.14285714285714285,0.16666666666666666,0.8,0.4,9.059999999999999,24.5,0.5,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2016,2016,True
200691-201886-201909-203402-204336,1611661317,"Mistie Bass, DeWanna Bonner, Sonja Petrovic, Kelsey Bone, Alex Harden","Bass, Bonner, Petrovic, Bone, Harden",200691-201886-201909-203402-204336,PHO,36.0,1,1.0,,1.0,2.0,,,,3.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,,8.0,14.0,8.0,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.611,,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2016,2016,True
201046-201886-201909-203398-203402,1611661317,"Lindsey Harding, DeWanna Bonner, Sonja Petrovic, Brittney Griner, Kelsey Bone","Harding, Bonner, Petrovic, Griner, Bone",201046-201886-201909-203398-203402,PHO,93.0,1,2.0,4.0,2.0,2.0,2.0,2.0,,4.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,2.0,2.0,,,,4.0,,,,,,,2.0,2.0,,,,4.0,4.0,,,,,,,,2.0,,2.0,,,,1.0,1.0,4.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,2.0,,,1.0,1.0,,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,0.5,,,,0.5,,,,,,,,1.0,,,,,61.93548387096774,,18.0,28.5,18.0,20.0,,,,,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,0.34245,,0.34245,,,,1.0,12.9,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2016,2016,True
