EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PtsUnassisted2s,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Fouls,FoulsDrawn,Charge Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Fg2Pct,EfgPct,TsPct,SecondChanceTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,PenaltyFtPoints,PenaltyPoints,DefThreePtRebounds,ShootingFouls,BlockingFouls,NonShootingFoulsDrawn,PenaltyTsPct,DefThreePtReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyPointsPct,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,PenaltyEfgPct,BlocksRecoveredPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG3A,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,Avg3ptShotDistance,BlockingFoulsDrawn,BadPassOutOfBoundsTurnovers,Offensive Fouls Drawn,Arc3Assists,FTDefRebounds,Travels,Charge Fouls,Loose Ball Fouls,ShortMidRangePctBlocked,DefFTReboundPct,OffShortMidRangeReboundPct,Arc3PctAssisted,SecondChanceAtRimPctAssisted,BlockedAtRim,HeaveAttempts,3SecondViolations,Technical Free Throw Trips,Defensive 3 Seconds Violations,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,OffFTReboundPct,PenaltyCorner3FGM,PenaltyCorner3Accuracy,team_id,year,season,team_vs
100634-100940-200676-200691-201886,1611661317,"Penny Taylor, Diana Taurasi, Candice Dupree, Mistie Bass, DeWanna Bonner","Taylor, Taurasi, Dupree, Bass, Bonner",100634-100940-200676-200691-201886,PHO,101.0,1,2.0,1.0,2.0,3.0,1.0,5.0,1.0,2.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,0.5,0.5,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,71.2871287128713,15.0,23.666666666666668,14.5,23.666666666666668,1.0,0.5,0.5,1.0,0.5602,0.3333333333333333,0.3333333333333333,0.5,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2016,2016,True
100634-100940-200676-201046-203398,1611661317,"Penny Taylor, Diana Taurasi, Candice Dupree, Lindsey Harding, Brittney Griner","Taylor, Taurasi, Dupree, Harding, Griner",100634-100940-200676-201046-203398,PHO,131.0,2,2.0,2.0,5.0,4.0,,9.0,,,1.0,4.0,2.0,4.0,2.0,,,2.0,,1.0,3.0,,3.0,,1.0,1.0,,2.0,,4.0,0.25,0.25,0.4,,1.0,,1.0,,,,,98.93129770992367,15.0,14.0,15.0,14.0,,,,,0.354225,,,,16.275,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.75,0.3333333333333333,0.3333333333333333,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2016,2016,True
100634-100940-200676-201046-204330,1611661317,"Penny Taylor, Diana Taurasi, Candice Dupree, Lindsey Harding, Isabelle Harrison","Taylor, Taurasi, Dupree, Harding, Harrison",100634-100940-200676-201046-204330,PHO,41.0,1,1.0,4.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,4.0,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,,,1.0,,2.0,,2.0,0.5,0.5,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,105.36585365853658,13.5,14.0,10.0,14.0,1.0,0.5,0.5,1.0,0.69365,,,0.5,1.75,2.0,1.0,,,,2.0,4.0,,,,1.0,0.6666666666666666,,,,,,,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,0.5,0.69365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2016,2016,True
100634-100940-200676-201886-203398,1611661317,"Penny Taylor, Diana Taurasi, Candice Dupree, DeWanna Bonner, Brittney Griner","Taylor, Taurasi, Dupree, Bonner, Griner",100634-100940-200676-201886-203398,PHO,1709.0,5,28.0,-9.0,67.0,65.0,9.0,132.0,16.0,26.0,24.0,46.0,12.0,69.0,78.0,3.0,7.0,30.0,6.0,8.0,14.0,12.0,26.0,,21.0,14.0,,17.0,5.0,62.0,0.5217391304347826,0.4672131147540984,0.5,0.35,0.8,0.2727272727272727,0.7777777777777778,0.35294117647058826,0.5,0.6666666666666666,,111.22293739028672,13.64179104477612,12.23076923076923,13.029850746268657,11.738461538461538,0.4262295081967213,0.6153846153846154,0.7272727272727273,0.6721311475409836,0.5215975409836066,0.07692307692307693,0.1,0.10144927536231885,7.32391304347826,26.0,37.0,7.0,4.0,13.0,9.0,25.0,6.0,4.0,1.0,4.0,0.4166666666666667,0.75,1.0,0.7142857142857143,0.11475409836065574,0.21311475409836064,0.3076923076923077,0.3076923076923077,0.36231884057971014,0.3880597014925373,8.0,12.0,8.0,16.0,1.0,1.0,1.0,,23.0,25.0,2.0,0.5,0.3333333333333333,,0.5,0.6666666666666666,0.5174375,2.0,4.0,4.0,2.0,8.0,3.0,4.0,1.0,7.0,4.0,3.0,15.0,2.0,5.0,3.0,8.0,18.0,6.0,3.0,2.0,7.0,1.0,4.0,9.0,2.0,11.0,2.0,6.0,1.0,2.0,24.0,6.0,8.0,4.0,4.0,8.0,6.0,2.0,1.0,2.0,10.0,1.0,3.0,1.0,2.0,1.0,6.0,0.375,0.391304347826087,0.6666666666666666,0.2,0.2,0.4,0.25,0.2459016393442623,0.08695652173913043,0.15384615384615385,0.8,0.5,0.1111111111111111,0.5,0.5,0.8,1.0,0.375,0.5714285714285714,0.5714285714285714,0.25,0.5,0.13114754098360656,0.25,0.25,1.0,0.11475409836065574,0.14285714285714285,0.14285714285714285,0.5,0.5,0.375,0.16666666666666666,0.16666666666666666,0.14285714285714285,0.51081,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2016,2016,True
100634-100940-200676-201886-203402,1611661317,"Penny Taylor, Diana Taurasi, Candice Dupree, DeWanna Bonner, Kelsey Bone","Taylor, Taurasi, Dupree, Bonner, Bone",100634-100940-200676-201886-203402,PHO,273.0,2,5.0,10.0,9.0,8.0,2.0,17.0,3.0,3.0,7.0,7.0,3.0,17.0,7.0,2.0,4.0,8.0,,1.0,4.0,2.0,6.0,,3.0,3.0,,4.0,2.0,13.0,1.0,0.7777777777777778,0.7727272727272727,1.0,1.0,,1.0,1.0,,,,89.67032967032968,14.88888888888889,17.375,14.555555555555555,17.375,0.3333333333333333,1.0,1.0,0.5555555555555556,0.48934999999999995,0.18181818181818182,0.2222222222222222,0.23529411764705882,10.557142857142859,,2.0,,4.0,4.0,,,3.0,,,,,1.0,1.0,1.0,,0.4444444444444444,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,2.0,,,2.0,1.0,1.0,,,6.0,,,2.0,2.0,,,3.0,,3.0,,1.0,,2.0,6.0,2.0,,,,,,,,,,,,,,,,0.42857142857142855,0.5,,,,1.0,1.0,0.2222222222222222,,,,1.0,,1.0,,,,0.3333333333333333,,,,0.5,,,,,0.2222222222222222,,,1.0,1.0,,,,,,24.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2016,2016,True
100634-100940-200676-201909-203398,1611661317,"Penny Taylor, Diana Taurasi, Candice Dupree, Sonja Petrovic, Brittney Griner","Taylor, Taurasi, Dupree, Petrovic, Griner",100634-100940-200676-201909-203398,PHO,97.0,1,2.0,2.0,4.0,4.0,,8.0,1.0,1.0,2.0,3.0,,4.0,2.0,,,,,1.0,2.0,,2.0,,,1.0,,,,4.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,,1.0,,1.0,,,,,118.76288659793815,12.5,11.75,12.5,11.75,0.3333333333333333,1.0,1.0,0.3333333333333333,0.48279999999999995,,,,11.833333333333334,,,,1.0,2.0,,,1.0,,,,,1.0,,1.0,,0.6666666666666666,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,2.0,,2.0,,1.0,,1.0,4.0,,,,,,,1.0,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2016,2016,True
100634-100940-200676-203398-204300,1611661317,"Penny Taylor, Diana Taurasi, Candice Dupree, Brittney Griner, Marta Xargay","Taylor, Taurasi, Dupree, Griner, Xargay",100634-100940-200676-203398-204300,PHO,2859.0,5,48.0,-13.0,87.0,94.0,12.0,181.0,15.0,24.0,28.0,68.0,18.0,83.0,96.0,,10.0,26.0,12.0,22.0,32.0,13.0,45.0,2.0,20.0,28.0,,21.0,10.0,73.0,0.4117647058823529,0.42207792207792205,0.47701149425287354,0.45454545454545453,0.9166666666666666,0.3076923076923077,0.8857142857142857,0.28888888888888886,0.5,1.0,0.05,91.16474291710388,17.7816091954023,13.957446808510639,16.95402298850575,13.72340425531915,0.3116883116883117,0.625,0.75,0.42857142857142855,0.4537110389610389,0.11764705882352941,0.13157894736842105,0.12048192771084337,9.860294117647058,12.0,17.0,16.0,9.0,28.0,4.0,8.0,9.0,4.0,,2.0,0.25,0.8181818181818182,1.0,0.8888888888888888,0.2077922077922078,0.36363636363636365,0.32142857142857145,0.32142857142857145,0.0963855421686747,0.13793103448275862,1.0,6.0,2.0,12.0,1.0,1.0,1.0,1.0,7.0,11.0,1.0,0.16666666666666666,0.15384615384615385,1.0,0.46153846153846156,0.16666666666666666,0.4794076923076923,5.0,8.0,4.0,,,,,3.0,9.0,1.0,3.0,9.0,5.0,11.0,,1.0,30.0,9.0,,6.0,9.0,3.0,5.0,15.0,3.0,18.0,,6.0,4.0,5.0,39.0,1.0,10.0,6.0,4.0,6.0,6.0,9.0,1.0,,15.0,2.0,1.0,3.0,2.0,2.0,2.0,0.5357142857142857,0.6,1.0,0.3333333333333333,0.3333333333333333,0.45454545454545453,0.45454545454545453,0.11688311688311688,0.07352941176470588,0.16666666666666666,0.4,0.16666666666666666,0.15789473684210525,0.16666666666666666,,0.7142857142857143,0.5,0.4,0.25,0.26666666666666666,1.0,0.5555555555555556,,,,,0.11688311688311688,0.3333333333333333,0.3333333333333333,0.7272727272727273,0.625,,,0.07692307692307693,0.3333333333333333,0.52879,24.77777777777778,,1.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0625,1.0,0.4166666666666667,1.0,0.2,,,,,,,,,,,,,,,,,,,,,1611661317,2016,2016,True
100634-100940-200676-204300-204330,1611661317,"Penny Taylor, Diana Taurasi, Candice Dupree, Marta Xargay, Isabelle Harrison","Taylor, Taurasi, Dupree, Xargay, Harrison",100634-100940-200676-204300-204330,PHO,473.0,1,8.0,4.0,17.0,16.0,3.0,33.0,6.0,8.0,8.0,13.0,8.0,27.0,23.0,,4.0,6.0,2.0,2.0,3.0,3.0,6.0,,5.0,5.0,,9.0,4.0,23.0,0.6153846153846154,0.6333333333333333,0.7105263157894737,0.6666666666666666,0.6666666666666666,0.4,0.6,0.5,,,,100.46511627906976,14.470588235294118,14.1875,14.0,13.75,0.5333333333333333,0.75,0.8571428571428571,0.6666666666666666,0.5206933333333333,0.2222222222222222,0.25,0.14814814814814814,7.076923076923077,3.0,2.0,2.0,,3.0,2.0,4.0,1.0,3.0,,1.0,0.5,0.5,,0.5,0.13333333333333333,0.2,,,0.14814814814814814,0.17647058823529413,,1.0,1.0,3.0,,,,,4.0,3.0,1.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,,0.36663333333333337,2.0,3.0,2.0,,,,,1.0,2.0,,1.0,2.0,2.0,3.0,,,10.0,3.0,,,2.0,1.0,1.0,5.0,1.0,6.0,,3.0,2.0,,13.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,1.0,,0.625,0.625,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.13333333333333333,0.07692307692307693,0.125,1.0,1.0,0.6666666666666666,1.0,,1.0,,0.5,1.0,1.0,1.0,,,,,,0.13333333333333333,0.5,0.5,1.0,0.6666666666666666,,,,0.5,0.52875,22.7,,,,1.0,,,,1.0,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,1611661317,2016,2016,True
100634-100940-200691-201886-204330,1611661317,"Penny Taylor, Diana Taurasi, Mistie Bass, DeWanna Bonner, Isabelle Harrison","Taylor, Taurasi, Bass, Bonner, Harrison",100634-100940-200691-201886-204330,PHO,123.0,1,2.0,3.0,5.0,5.0,,10.0,,,,1.0,2.0,5.0,2.0,,,,,1.0,1.0,,1.0,,1.0,3.0,,2.0,1.0,5.0,,0.5,0.625,,0.5,,0.5,,,,,117.07317073170732,12.2,12.4,12.2,11.2,,,,0.6666666666666666,0.4879166666666667,0.25,0.5,,15.3,3.0,,,,1.0,2.0,2.0,,,,,0.5,,,,,0.3333333333333333,,,0.4,0.6,,,,,1.0,,1.0,,2.0,3.0,,,,,,,0.54765,,,,,,,,1.0,2.0,1.0,1.0,2.0,,,,1.0,,,3.0,,2.0,1.0,,,,,,,,,,,2.0,2.0,,1.0,1.0,,,,1.0,,1.0,,,,,,,,0.5,0.5,,,0.6666666666666666,,,1.0,,,,,0.5,,,,,,,,,,,0.6666666666666666,0.5,0.5,,,,,1.0,0.5,,23.65,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1611661317,2016,2016,True
100634-100940-200691-201909-203398,1611661317,"Penny Taylor, Diana Taurasi, Mistie Bass, Sonja Petrovic, Brittney Griner","Taylor, Taurasi, Bass, Petrovic, Griner",100634-100940-200691-201909-203398,PHO,84.0,1,1.0,3.0,3.0,3.0,,6.0,1.0,1.0,2.0,2.0,,7.0,4.0,,,,,,,,,,1.0,,,,,7.0,1.0,1.1666666666666667,1.1666666666666667,,,,,,,,,102.85714285714286,15.333333333333334,12.666666666666666,15.333333333333334,12.666666666666666,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5575333333333333,,,,8.7,,3.0,,1.0,1.0,,,,,,,,,,,,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,4.0,3.0,,,1.0,1.0,,2.0,1.0,3.0,,1.0,,1.0,7.0,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,0.3333333333333333,,,,,,,,,,1.0,,,,1.0,,,,,0.3333333333333333,1.0,1.0,,,,,,1.0,,23.5,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1611661317,2016,2016,True
