EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Technical Free Throw Trips,HeaveAttempts,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Defensive 3 Seconds Violations,Clear Path Fouls,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,team_id,year,season,team_vs
1627669-1627681-200673-202251-203838,1611661319,"Moriah Jefferson, Jazmon Gwathmey, Monique Currie, Jayne Appel Marinelli, Astou Ndour","Jefferson, Gwathmey, Currie, Appel Marinelli, Ndour",1627669-1627681-200673-202251-203838,SAN,7600.0,10,127.0,55.0,239.0,241.0,34.0,17.0,27.0,480.0,30.0,49.0,6.0,11.0,1.0,2.0,14.0,42.0,30.0,64.0,3.0,7.0,1.0,1.0,2.0,12.0,35.0,2.0,4.0,5.0,8.0,74.0,155.0,15.0,42.0,59.0,252.0,197.0,11.0,22.0,3.0,5.0,4.0,35.0,6.0,12.0,5.0,10.0,18.0,45.0,86.0,62.0,36.0,9.0,2.0,35.0,12.0,12.0,43.0,12.0,55.0,9.0,3.0,17.0,7.0,19.0,122.0,10.0,21.0,1.0,26.0,78.0,2.0,106.0,32.0,138.0,4.0,19.0,15.0,4.0,19.0,5.0,12.0,22.0,3.0,7.0,3.0,4.0,41.0,2.0,6.0,18.0,1.0,44.0,1.0,3.0,4.0,68.0,3.0,3.0,5.0,4.0,74.0,3.0,30.0,1.0,7.0,10.0,6.0,1.0,3.0,10.0,7.0,1.0,217.0,43.0,33.0,1.0,4.0,0.581081081081081,0.589041095890411,0.8,0.35714285714285715,0.6,0.5,0.35714285714285715,0.4774193548387097,0.5,0.5,0.48984771573604063,0.5740740740740741,0.6136363636363636,0.5431034482758621,0.603448275862069,0.703125,0.2131979695431472,0.07741935483870968,0.12244897959183673,0.11904761904761904,0.015625,0.4634146341463415,1.0,0.14285714285714285,0.8125,0.25925925925925924,0.8387096774193549,0.37037037037037035,0.8188976377952756,0.28703703703703703,0.21052631578947367,0.35714285714285715,0.20588235294117646,0.34782608695652173,0.5,0.6296296296296297,0.96,0.8409090909090909,0.7916666666666666,1.0,0.041666666666666664,90.94736842105263,0.7,14.460251046025105,17.195020746887966,13.598326359832637,16.692946058091287,0.24873096446700507,0.6122448979591837,0.6976744186046512,0.5666666666666667,0.2131979695431472,0.3333333333333333,0.3783783783783784,0.5,0.3248730964467005,0.46875,0.47619047619047616,0.6333333333333333,0.03553299492385787,0.42857142857142855,0.42857142857142855,1.0,0.17766497461928935,0.34285714285714286,0.34285714285714286,0.75,0.4074074074074074,0.5454545454545454,0.3333333333333333,0.037037037037037035,1.0,1.0,0.14814814814814814,0.5,1.0,0.09090909090909091,0.5,0.09090909090909091,0.36363636363636365,0.625,0.4619289340101523,0.34285714285714286,0.4602979695431472,0.48664090909090907,0.44134545454545454,0.13777777777777778,0.16483516483516483,0.023255813953488372,0.1388888888888889,0.17857142857142858,10.051612903225806,23.952380952380953,0.14225941422594143,,,,,,,,,,,,,1611661319,2016,2016,True
200673-202641-202652-203405-204324,1611661319,"Monique Currie, Sydney Colson, Alex Montgomery, Kayla Alexander, Dearica Hamby","Currie, Colson, Montgomery, Alexander, Hamby",200673-202641-202652-203405-204324,SAN,188.0,4,3.0,3.0,7.0,5.0,3.0,4.0,1.0,12.0,1.0,1.0,,,,,2.0,3.0,,,,,,,,,1.0,,,,,3.0,4.0,,1.0,1.0,7.0,4.0,,,,,,,1.0,1.0,,,,2.0,2.0,4.0,,,,1.0,,1.0,1.0,,1.0,,,1.0,,,2.0,,,,1.0,1.0,,2.0,,2.0,,,,,,,,1.0,,,,,1.0,,,1.0,,2.0,,1.0,,,,,,,1.0,,,,,,,,,,,,7.0,2.0,3.0,1.0,,0.3333333333333333,0.3333333333333333,,,,,,0.75,,1.0,0.6,,1.0,0.6,,1.0,0.2,0.25,,0.3333333333333333,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,91.91489361702128,,15.142857142857142,16.4,15.0,16.4,0.2,1.0,1.0,1.0,0.6,0.6666666666666666,1.0,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,0.4,,0.44589,,0.3917,,,,,0.2857142857142857,5.875,25.4,0.42857142857142855,1.0,,,,,,,,,,,,1611661319,2016,2016,True
1627645-1627681-202652-203405-203838,1611661319,"Frida Eldebrink, Jazmon Gwathmey, Alex Montgomery, Kayla Alexander, Astou Ndour","Eldebrink, Gwathmey, Montgomery, Alexander, Ndour",1627645-1627681-202652-203405-203838,SAN,253.0,1,4.0,-8.0,8.0,9.0,,9.0,2.0,17.0,,4.0,,,,,,,,2.0,,,,,,,,,,,,,6.0,,,,,8.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,1.0,1.0,,2.0,2.0,4.0,,2.0,1.0,1.0,2.0,1.0,1.0,2.0,,1.0,,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,0.25,,,0.5,,,0.3333333333333333,0.3333333333333333,1.0,,0.5,0.3333333333333333,0.25,,0.5,,,,,1.0,1.0,,,96.7588932806324,,18.25,11.88888888888889,16.125,11.666666666666666,0.6666666666666666,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,0.5273166666666667,0.3947,,,,,,,7.283333333333334,,,,,,,,,,,,,,,1611661319,2016,2016,True
1627645-1627669-202251-203825-204324,1611661319,"Frida Eldebrink, Moriah Jefferson, Jayne Appel Marinelli, Kayla McBride, Dearica Hamby","Eldebrink, Jefferson, Appel Marinelli, McBride, Hamby",1627645-1627669-202251-203825-204324,SAN,60.0,1,1.0,1.0,2.0,3.0,,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,3.0,,3.0,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,2.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.5,,,,,,,,1.0,1.0,,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,120.0,,15.0,10.0,15.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1611661319,2016,2016,True
1627645-1627669-203825-203838-203863,1611661319,"Frida Eldebrink, Moriah Jefferson, Kayla McBride, Astou Ndour, Haley Peters","Eldebrink, Jefferson, McBride, Ndour, Peters",1627645-1627669-203825-203838-203863,SAN,37.0,1,1.0,2.0,1.0,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,2.0,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,77.83783783783784,,23.0,14.0,23.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1611661319,2016,2016,True
1627645-1627681-202641-202652-203838,1611661319,"Frida Eldebrink, Jazmon Gwathmey, Sydney Colson, Alex Montgomery, Astou Ndour","Eldebrink, Gwathmey, Colson, Montgomery, Ndour",1627645-1627681-202641-202652-203838,SAN,82.0,1,1.0,-4.0,3.0,2.0,,2.0,,5.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,2.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.80487804878048,,15.333333333333334,18.0,15.333333333333334,13.0,,,,,0.5,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37585,,,,,,,,10.95,,,,,,,,,,,,,,,1611661319,2016,2016,True
1627645-202251-202652-203838-203863,1611661319,"Frida Eldebrink, Jayne Appel Marinelli, Alex Montgomery, Astou Ndour, Haley Peters","Eldebrink, Appel Marinelli, Montgomery, Ndour, Peters",1627645-202251-202652-203838-203863,SAN,103.0,1,2.0,6.0,3.0,3.0,,,1.0,6.0,,1.0,,1.0,,,,,,,1.0,1.0,,,,1.0,2.0,,,,,,1.0,2.0,3.0,,6.0,,,1.0,,,,,,,,,,,,,6.0,,,2.0,1.0,,,2.0,2.0,1.0,1.0,,,,6.0,1.0,,,,3.0,,3.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,6.0,,,,,,,1.0,0.6666666666666666,,,0.6666666666666666,,,,0.75,,,0.75,,,0.75,,,,,,,,1.0,,,1.0,1.0,0.5,,,,1.0,,1.0,1.0,,,,,83.88349514563107,,11.0,23.333333333333332,9.333333333333334,23.333333333333332,0.25,,,,,,,,,,,,0.25,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,1.0,0.5,0.5655,0.6696,,,,,,,2.6,24.066666666666666,,,,,,,,,,,,,,1611661319,2016,2016,True
1627645-202641-203405-203825-204324,1611661319,"Frida Eldebrink, Sydney Colson, Kayla Alexander, Kayla McBride, Dearica Hamby","Eldebrink, Colson, Alexander, McBride, Hamby",1627645-202641-203405-203825-204324,SAN,57.0,1,1.0,4.0,2.0,1.0,,,,3.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,2.0,2.0,,,,4.0,,,,,,,,,,,,,,4.0,,,,,,,,2.0,,2.0,,,1.0,1.0,,4.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,1.0,1.0,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.78947368421053,,16.0,25.0,16.0,25.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.344,,,,,,,,4.7,,,,,,,,,,,,,,,1611661319,2016,2016,True
1627645-202641-203825-203838-204324,1611661319,"Frida Eldebrink, Sydney Colson, Kayla McBride, Astou Ndour, Dearica Hamby","Eldebrink, Colson, McBride, Ndour, Hamby",1627645-202641-203825-203838-204324,SAN,46.0,1,1.0,3.0,2.0,2.0,,,2.0,4.0,,,,,,,1.0,2.0,,,,1.0,,,,,,,,,,1.0,2.0,,1.0,1.0,3.0,,1.0,2.0,,,,2.0,,,,,,,,2.0,,,2.0,,,1.0,,,,,,,,,,1.0,1.0,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,0.5,0.5,,0.3333333333333333,0.5,,0.3333333333333333,0.5,,0.3333333333333333,0.5,,0.5,,,,,,1.0,,1.0,,1.0,,1.0,,,1.0,,,,,,,125.21739130434781,,13.0,10.0,8.5,10.0,,,,,0.6666666666666666,0.5,1.0,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,0.33175,0.26235,,,,,0.6666666666666666,,4.45,23.9,,1.0,,,,,,,,,,,,1611661319,2016,2016,True
1627669-1627681-200673-203037-203863,1611661319,"Moriah Jefferson, Jazmon Gwathmey, Monique Currie, Vicki Baugh, Haley Peters","Jefferson, Gwathmey, Currie, Baugh, Peters",1627669-1627681-200673-203037-203863,SAN,70.0,1,1.0,2.0,1.0,2.0,,2.0,,3.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,4.0,2.0,,,,,,,,,,,,,,,3.0,,,1.0,1.0,,,1.0,1.0,1.0,,,,,3.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,2.0,,1.0,,,,,,,,,,4.0,,,1.0,,,,1.0,1.0,,,1.0,,,,1.5,,,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,61.71428571428571,,31.0,19.5,31.0,19.5,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,0.49215,,,0.5,1.0,,,,,23.1,,,,,,,,,,,,,,1611661319,2016,2016,True
