EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,NonShootingPenaltyNonTakeFouls,SecondChanceFtPoints,Blocked3s,BlockedArc3,HeaveAttempts,Technical Free Throw Trips,SecondChanceTurnovers,PenaltyTurnovers,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,Corner3FGM,PenaltyCorner3FGA,PtsUnassisted3s,Corner3Assists,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawnPct,FTDefRebounds,DefFTReboundPct,Charge Fouls Drawn,BlockedLongMidRange,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,LongMidRangePctBlocked,SecondChanceArc3FGM,SecondChanceFG3M,StepOutOfBoundsTurnovers,SecondChanceFg3Pct,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3PctAssisted,Clear Path Fouls,BlockedCorner3,team_id,year,season,team_vs
100646-1627676-201503-201889-204365,1611661325,"Tamika Catchings, Tiffany Mitchell, Erlana Larkins, Marissa Coleman, Erica Wheeler","Catchings, Mitchell, Larkins, Coleman, Wheeler",100646-1627676-201503-201889-204365,IND,2915.0,10,49.0,4.0,94.0,94.0,14.0,4.0,9.0,188.0,22.0,30.0,6.0,9.0,2.0,4.0,4.0,15.0,9.0,19.0,2.0,3.0,9.0,1.0,1.0,1.0,35.0,64.0,3.0,11.0,22.0,101.0,97.0,6.0,12.0,1.0,12.0,4.0,9.0,1.0,1.0,8.0,19.0,38.0,32.0,9.0,8.0,9.0,3.0,3.0,19.0,3.0,22.0,3.0,13.0,2.0,4.0,47.0,2.0,12.0,1.0,10.0,21.0,31.0,15.0,46.0,2.0,9.0,3.0,6.0,10.0,3.0,6.0,10.0,1.0,4.0,1.0,20.0,9.0,1.0,24.0,2.0,2.0,1.0,30.0,1.0,2.0,1.0,31.0,5.0,13.0,5.0,9.0,7.0,2.0,9.0,5.0,1.0,1.0,89.0,17.0,12.0,2.0,0.5428571428571428,0.6129032258064516,1.0,0.2727272727272727,1.0,0.2727272727272727,0.546875,0.5,0.4444444444444444,0.5266666666666666,0.46153846153846156,0.55,0.5738636363636364,0.42857142857142855,0.59375,0.14666666666666667,0.046875,0.03333333333333333,0.13333333333333333,0.5,0.2,0.65625,0.41379310344827586,0.625,0.25,0.6458333333333334,0.3783783783783784,0.625,0.36363636363636365,0.3,0.3333333333333333,0.6666666666666666,0.5,0.7,0.6923076923076923,0.3333333333333333,0.058823529411764705,92.8713550600343,0.5555555555555556,15.851063829787234,15.159574468085106,14.96808510638298,14.106382978723405,0.4,0.7333333333333333,0.7586206896551724,0.5909090909090909,0.2,0.26666666666666666,0.3076923076923077,0.5,0.25333333333333335,0.47368421052631576,0.47368421052631576,0.4444444444444444,0.02666666666666667,0.12,0.3333333333333333,0.3333333333333333,1.0,0.6923076923076923,0.6666666666666666,0.07692307692307693,0.4,0.5,0.1,1.0,0.5466666666666666,0.3333333333333333,0.49277666666666664,0.5169863636363636,0.440355,0.1566265060240964,0.18055555555555555,0.1188118811881188,0.18811881188118812,7.85625,23.954545454545453,0.14893617021276595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2016,2016,True
100646-201889-201896-203016-204365,1611661325,"Tamika Catchings, Marissa Coleman, Briann January, Devereaux Peters, Erica Wheeler","Catchings, Coleman, January, Peters, Wheeler",100646-201889-201896-203016-204365,IND,393.0,2,7.0,6.0,12.0,12.0,3.0,4.0,,24.0,2.0,2.0,,,1.0,1.0,1.0,1.0,1.0,4.0,,2.0,2.0,,,,4.0,7.0,2.0,2.0,4.0,18.0,12.0,,,,,1.0,2.0,,,2.0,4.0,6.0,2.0,6.0,,2.0,2.0,,3.0,2.0,5.0,2.0,2.0,1.0,,12.0,,,,,2.0,2.0,,2.0,,3.0,3.0,,1.0,,1.0,,,,,1.0,1.0,,2.0,,,,6.0,,1.0,,4.0,,1.0,1.0,1.0,1.0,,1.0,,,,18.0,4.0,3.0,1.0,0.75,0.75,1.0,1.0,,1.0,0.5714285714285714,,0.5,0.7777777777777778,,0.5,0.8181818181818182,,0.6666666666666666,0.2222222222222222,,,,1.0,,0.5,,,,0.4,,,,,,0.5,0.5,,,,,87.93893129770993,,15.166666666666666,17.583333333333332,15.166666666666666,16.666666666666668,0.2222222222222222,1.0,1.0,1.0,0.1111111111111111,1.0,1.0,1.0,0.4444444444444444,0.25,0.25,,,0.2222222222222222,1.0,1.0,1.0,,,,0.5,1.0,,,0.4444444444444444,1.0,0.4333388888888889,,0.42105,0.1,0.125,,0.2222222222222222,10.342857142857143,25.1,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2016,2016,True
100646-1627676-1627688-203018-203831,1611661325,"Tamika Catchings, Tiffany Mitchell, Brene Moseley, Shenise Johnson, Natalie Achonwa","Catchings, Mitchell, Moseley, Johnson, Achonwa",100646-1627676-1627688-203018-203831,IND,26.0,1,,2.0,1.0,1.0,,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,1.0,1.0,,1.0,,2.0,,1.0,1.0,,2.0,,,,,,,,2.0,,2.0,1.0,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,0.5,1.0,,0.5,1.0,,0.5,,,,,,1.0,,,1.0,1.0,1.0,,,,1.0,,,1.0,,,,110.76923076923076,,15.0,11.0,13.0,11.0,0.5,1.0,1.0,,,,,,,,,,,0.5,,,,1.0,1.0,,,,,,1.0,,0.51345,,,,,1.0,,2.9,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2016,2016,True
100646-1627676-201503-201889-203018,1611661325,"Tamika Catchings, Tiffany Mitchell, Erlana Larkins, Marissa Coleman, Shenise Johnson","Catchings, Mitchell, Larkins, Coleman, Johnson",100646-1627676-201503-201889-203018,IND,31.0,1,1.0,,2.0,1.0,1.0,,1.0,3.0,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,2.0,,,2.0,2.0,2.0,,1.0,,2.0,,2.0,,,2.0,2.0,,,,,,,,,,,,,,,,,2.0,,,,,2.0,2.0,,,,,1.0,,,,,1.0,,1.0,,,,,,,1.0,,,,2.0,,1.0,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,0.3333333333333333,0.5,0.3333333333333333,,,,,1.0,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,139.3548387096774,,13.0,5.0,12.5,5.0,0.5,,,,0.5,,,,,,,,,,,,,1.0,,,0.5,,,,0.5,,0.5084,0.7142,0.5084,0.3333333333333333,0.3333333333333333,1.0,1.0,6.25,,0.5,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2016,2016,True
100646-1627676-201503-201889-203843,1611661325,"Tamika Catchings, Tiffany Mitchell, Erlana Larkins, Marissa Coleman, Maggie Lucas","Catchings, Mitchell, Larkins, Coleman, Lucas",100646-1627676-201503-201889-203843,IND,115.0,1,2.0,3.0,4.0,3.0,4.0,3.0,,7.0,2.0,2.0,,,2.0,2.0,,,,,,,1.0,,,1.0,2.0,2.0,,1.0,1.0,5.0,2.0,,,,,2.0,2.0,,1.0,1.0,5.0,4.0,,,,1.0,,,2.0,,2.0,,2.0,,,4.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,2.0,,1.0,,1.0,1.0,,2.0,1.0,,,5.0,5.0,4.0,,1.0,1.0,,,,,1.0,,1.0,0.6666666666666666,,0.6666666666666666,0.625,,0.625,0.3333333333333333,,,,,,0.5,,,,0.3333333333333333,,,,,,0.5,,,,,,87.65217391304347,0.5,11.5,23.0,11.5,21.333333333333332,0.6666666666666666,1.0,1.0,1.0,,,,,,,,,,0.3333333333333333,,,,,,,0.6666666666666666,1.0,0.3333333333333333,,1.0,,0.6470833333333333,,0.6470833333333333,0.25,0.3333333333333333,,1.0,1.35,23.5,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2016,2016,True
100646-1627676-201503-201896-203831,1611661325,"Tamika Catchings, Tiffany Mitchell, Erlana Larkins, Briann January, Natalie Achonwa","Catchings, Mitchell, Larkins, January, Achonwa",100646-1627676-201503-201896-203831,IND,63.0,1,1.0,-1.0,3.0,2.0,,,,5.0,1.0,1.0,,,,,,,,1.0,,,,,,,1.0,2.0,,,,2.0,3.0,,,,,,,,,,,2.0,,,,,,,1.0,,1.0,,1.0,,,2.0,,,,,,,,,,1.0,1.0,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,1.0,,,,,0.5,,,0.5,,,0.5,,,,,,,1.0,,,,,,,,,,,,,,,,,,114.28571428571428,,13.0,12.0,13.0,12.0,0.5,1.0,1.0,1.0,,,,,0.5,,,,,,,,,,,,,,,,0.5,,0.4928,,,,,,,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2016,2016,True
100646-1627676-201503-202656-204365,1611661325,"Tamika Catchings, Tiffany Mitchell, Erlana Larkins, Jeanette Pohlen-Mavunga, Erica Wheeler","Catchings, Mitchell, Larkins, Pohlen-Mavunga, Wheeler",100646-1627676-201503-202656-204365,IND,41.0,1,1.0,2.0,2.0,2.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,1.0,,,1.0,,,1.0,1.0,,,,2.0,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,140.4878048780488,,8.0,12.5,8.0,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2016,2016,True
100646-1627676-201503-203843-204365,1611661325,"Tamika Catchings, Tiffany Mitchell, Erlana Larkins, Maggie Lucas, Erica Wheeler","Catchings, Mitchell, Larkins, Lucas, Wheeler",100646-1627676-201503-203843-204365,IND,21.0,1,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,2.0,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,68.57142857142857,,12.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2016,2016,True
100646-1627676-201889-203831-204365,1611661325,"Tamika Catchings, Tiffany Mitchell, Marissa Coleman, Natalie Achonwa, Erica Wheeler","Catchings, Mitchell, Coleman, Achonwa, Wheeler",100646-1627676-201889-203831-204365,IND,220.0,2,4.0,-1.0,6.0,8.0,2.0,5.0,1.0,14.0,,,,,,,1.0,2.0,,2.0,,1.0,4.0,,1.0,3.0,1.0,4.0,1.0,4.0,1.0,6.0,7.0,,1.0,,,,,1.0,3.0,,3.0,,2.0,3.0,,3.0,1.0,,,1.0,1.0,1.0,,,,3.0,1.0,,,2.0,1.0,3.0,1.0,4.0,,1.0,1.0,,,,,,,,,,1.0,,2.0,,,,1.0,,1.0,,1.0,,,,1.0,1.0,,1.0,,,,6.0,3.0,2.0,,,,1.0,0.25,0.3333333333333333,0.3333333333333333,0.25,,,0.3125,,0.5,0.3125,,0.5,0.5,,,,,,0.5,,1.0,0.5,0.75,0.2,,,,0.5,,1.0,,1.0,,,91.63636363636364,,17.5,14.375,16.5,14.375,,,,,0.25,0.5,0.5,,0.25,,,,,0.5,0.25,0.25,1.0,,,,,,1.0,0.3333333333333333,0.5,0.3333333333333333,0.41767857142857145,0.3886,0.53895,,,,0.5,12.475,29.425,0.3333333333333333,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2016,2016,True
100646-1627676-202656-203016-203018,1611661325,"Tamika Catchings, Tiffany Mitchell, Jeanette Pohlen-Mavunga, Devereaux Peters, Shenise Johnson","Catchings, Mitchell, Pohlen-Mavunga, Peters, Johnson",100646-1627676-202656-203016-203018,IND,180.0,1,3.0,,5.0,5.0,,2.0,1.0,10.0,2.0,3.0,,,,,,1.0,,1.0,,,1.0,1.0,,,2.0,5.0,,1.0,,4.0,4.0,,,1.0,,,,,,,,2.0,2.0,,,1.0,,,1.0,,1.0,,1.0,,,2.0,1.0,1.0,,,2.0,2.0,2.0,4.0,,1.0,1.0,,1.0,,1.0,,,,,1.0,1.0,,1.0,,,,2.0,,,,,,,,1.0,1.0,,1.0,1.0,,,4.0,,,,0.5,0.5,,,,,0.4,,,0.3333333333333333,,,0.3333333333333333,,,0.16666666666666666,,,,1.0,,1.0,0.3333333333333333,,1.0,0.6666666666666666,0.5,,,1.0,1.0,1.0,,1.0,,,,80.0,1.0,19.8,16.2,17.8,14.2,0.5,0.6666666666666666,0.6666666666666666,0.5,0.16666666666666666,,,,0.16666666666666666,,,,,0.16666666666666666,,,,,,1.0,,,,,0.6666666666666666,,0.503975,0.49215,,,,,,5.3,24.6,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2016,2016,True
