EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PenaltyFG3A,NonHeaveArc3FGA,OffThreePtRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,TsPct,FG3APct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,AtRimFGM,PenaltyAtRimFGM,ShortMidRangeFGM,Arc3FGM,PenaltyArc3FGM,FG2M,FG3M,SecondChanceFG2M,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,SecondChanceAtRimFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PtsUnassisted3s,PtsPutbacks,Fg2aBlocked,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffTwoPtRebounds,FTDefRebounds,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,BlockingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,HeaveAttempts,FTOffRebounds,SelfOReb,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,OffFTReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,StepOutOfBoundsTurnovers,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,BlockedCorner3,team_id,year,season,team_vs
101023-203026-203406-203848-204322,1611661330,"Sancho Lyttle, Tiffany Hayes, Layshia Clarendon, Meighan Simmons, Elizabeth Williams","Lyttle, Hayes, Clarendon, Simmons, Williams",101023-203026-203406-203848-204322,ATL,129.0,2,2.0,-4.0,5.0,4.0,2.0,1.0,9.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.08333333333333333,0.4,0.5,0.2,0.5,100.46511627906978,16.2,12.0,15.8,11.75,0.2,0.4,0.4,1.0,0.3333333333333333,0.6666666666666666,0.6,0.40906000000000003,0.4506333333333334,0.16666666666666666,0.25,7.166666666666667,24.9,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2016,2016,False
201492-201881-203026-203832-204334,1611661330,"Matee Ajavon, Angel McCoughtry, Tiffany Hayes, Markeisha Gatling, Reshanda Gray","Ajavon, McCoughtry, Hayes, Gatling, Gray",201492-201881-203026-203832-204334,ATL,154.0,1,3.0,8.0,5.0,5.0,5.0,1.0,10.0,2.0,,2.0,1.0,1.0,1.0,3.0,1.0,1.0,10.0,2.0,1.0,3.0,1.0,1.0,,,3.0,,,,,1.0,2.0,1.0,8.0,5.0,1.0,0.25,,,,93.5064935064935,13.0,17.8,10.6,17.8,0.5,0.25,0.25,,0.5,0.25,0.75,0.4755375,0.4755375,0.2,0.25,4.333333333333333,24.1,1.0,5.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,10.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,3.0,10.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.125,1.0,1.125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3612,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2016,2016,False
201881-203026-203406-204322-204334,1611661330,"Angel McCoughtry, Tiffany Hayes, Layshia Clarendon, Elizabeth Williams, Reshanda Gray","McCoughtry, Hayes, Clarendon, Williams, Gray",201881-203026-203406-204322-204334,ATL,4222.0,13,70.0,29.0,139.0,130.0,18.0,20.0,269.0,50.0,12.0,5.0,23.0,14.0,1.0,100.0,16.0,37.0,163.0,134.0,19.0,10.0,1.0,14.0,4.0,22.0,66.0,13.0,10.0,20.0,35.0,40.0,50.0,23.0,133.0,16.0,0.5869565217391305,0.13793103448275862,0.4,0.39285714285714285,0.4444444444444444,91.74798673614401,15.129496402877697,16.3,14.43884892086331,15.361538461538462,0.43103448275862066,0.19827586206896552,0.1206896551724138,0.6,0.45454545454545453,0.09090909090909091,0.5689655172413793,0.5053081896551724,0.5076909090909091,0.17164179104477612,0.19491525423728814,7.377999999999999,24.28125,0.12949640287769784,12.0,36.0,3.0,10.0,5.0,1.0,54.0,6.0,12.0,30.0,4.0,1.0,7.0,18.0,42.0,66.0,12.0,5.0,21.0,4.0,25.0,3.0,14.0,54.0,9.0,32.0,44.0,15.0,0.3888888888888889,0.45652173913043476,0.6666666666666666,0.375,1.0,0.375,0.54,0.631578947368421,0.4,0.5431034482758621,0.675,0.5,0.6521739130434783,0.5625,0.5714285714285714,0.9,0.6212121212121212,0.5263157894736842,0.9,0.72,0.782608695652174,0.3888888888888889,0.43478260869565216,0.45454545454545453,0.35714285714285715,0.35714285714285715,0.6,0.6,1.0,0.35714285714285715,0.5510352941176471,0.18404907975460122,0.11042944785276074,10.0,8.0,27.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,6.0,16.0,7.0,1.0,3.0,4.0,18.0,3.0,3.0,12.0,5.0,10.0,13.0,2.0,2.0,1.0,25.0,1.0,4.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,5.0,1.0,4.0,13.0,9.0,1.0,3.0,13.0,7.0,1.0,1.0,0.07,0.08,0.043478260869565216,0.07407407407407407,0.48,1.0,0.391304347826087,0.42857142857142855,0.38461538461538464,0.3684210526315789,0.5,0.7058823529411765,0.5384615384615384,0.3,0.23275862068965517,0.2962962962962963,0.32,0.5,0.017241379310344827,0.5,0.5,1.0,0.8333333333333334,0.1,0.05,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2016,2016,False
101023-201881-203026-203406-204322,1611661330,"Sancho Lyttle, Angel McCoughtry, Tiffany Hayes, Layshia Clarendon, Elizabeth Williams","Lyttle, McCoughtry, Hayes, Clarendon, Williams",101023-201881-203026-203406-204322,ATL,16527.0,17,275.0,53.0,537.0,539.0,140.0,77.0,1076.0,184.0,39.0,44.0,106.0,73.0,23.0,388.0,81.0,130.0,542.0,489.0,64.0,84.0,26.0,72.0,17.0,92.0,290.0,57.0,46.0,44.0,96.0,142.0,163.0,65.0,458.0,135.0,0.5,0.17270788912579957,0.2833333333333333,0.3159851301115242,0.2777777777777778,93.75204211290615,15.238361266294227,15.480519480519481,14.420856610800746,14.651205936920222,0.39232409381663114,0.2260127931769723,0.15565031982942432,0.5571428571428572,0.4,0.20909090909090908,0.5650319829424307,0.489907905982906,0.4867977064220183,0.1276595744680851,0.14942528735632185,7.5698453608247425,24.164197530864197,0.260707635009311,85.0,108.0,29.0,37.0,18.0,4.0,176.0,20.0,27.0,84.0,42.0,5.0,44.0,143.0,202.0,150.0,45.0,18.0,101.0,15.0,116.0,13.0,64.0,247.0,49.0,143.0,198.0,137.0,0.5738636363636364,0.6234567901234568,0.75,0.24691358024691357,0.19230769230769232,0.25,0.4536082474226804,0.421875,0.5,0.43923240938166314,0.40714285714285714,0.45,0.5,0.5181159420289855,0.697560975609756,0.6712328767123288,0.6906474820143885,0.7681159420289855,0.7166666666666667,0.5869565217391305,0.6666666666666666,0.5925925925925926,0.3490566037735849,0.3894736842105263,0.2465753424657534,0.2465753424657534,0.7222222222222222,0.6590909090909091,0.17391304347826086,0.25,0.5212060606060606,0.15498154981549817,0.26383763837638374,21.0,31.0,98.0,2.0,8.0,1.0,5.0,1.0,6.0,27.0,15.0,28.0,35.0,2.0,19.0,18.0,68.0,6.0,11.0,50.0,17.0,33.0,38.0,4.0,17.0,3.0,88.0,9.0,22.0,10.0,2.0,8.0,3.0,4.0,10.0,9.0,7.0,18.0,4.0,22.0,33.0,24.0,,9.0,36.0,19.0,15.0,0.16666666666666666,0.09020618556701031,0.11956521739130435,0.10377358490566038,0.02040816326530612,0.5681818181818182,0.75,0.3253588516746411,0.3157894736842105,0.3582089552238806,0.30303030303030304,0.6891891891891891,0.6290322580645161,0.5277777777777778,0.5135135135135135,0.208955223880597,0.3163265306122449,0.3229166666666667,0.5806451612903226,0.017057569296375266,0.25,0.25,1.0,0.5384615384615384,0.23809523809523808,0.07142857142857142,0.2,1.0,1.0,1.0,3.0,1.0,7.0,12.0,1.0,3.0,3.0,1.0,2.0,8.0,0.4375,0.3333333333333333,0.46153846153846156,0.05128205128205128,0.014285714285714285,0.02727272727272727,0.3333333333333333,0.012195121951219513,,,,,,,,,,1611661330,2016,2016,False
201492-201881-203026-204322-204334,1611661330,"Matee Ajavon, Angel McCoughtry, Tiffany Hayes, Elizabeth Williams, Reshanda Gray","Ajavon, McCoughtry, Hayes, Williams, Gray",201492-201881-203026-204322-204334,ATL,318.0,3,5.0,1.0,12.0,10.0,1.0,5.0,22.0,5.0,2.0,,2.0,2.0,,11.0,2.0,4.0,10.0,9.0,2.0,1.0,,2.0,1.0,6.0,11.0,,,2.0,5.0,3.0,4.0,2.0,6.0,1.0,0.3333333333333333,0.15384615384615385,0.5,0.6,0.5,99.62264150943396,15.083333333333334,13.7,12.916666666666666,13.7,0.38461538461538464,0.15384615384615385,0.15384615384615385,0.5,,,0.5384615384615384,0.5072230769230769,0.3249,0.13333333333333333,0.15384615384615385,9.299999999999999,24.2,0.08333333333333333,,2.0,,,,,3.0,,1.0,4.0,,,2.0,2.0,2.0,4.0,,,1.0,,1.0,,1.0,2.0,1.0,3.0,5.0,2.0,0.3333333333333333,0.5,,,,,0.2727272727272727,0.5,,0.23076923076923078,0.25,,0.4,0.5,1.0,1.0,1.0,1.0,1.0,0.4,0.5,0.5,,,,,,,,,0.5766,0.4,0.2,1.0,1.0,4.0,,,,2.0,,2.0,2.0,,2.0,1.0,,,,5.0,1.0,,1.0,1.0,1.0,2.0,,,,3.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,0.09090909090909091,0.2,,,0.3333333333333333,1.0,0.625,0.6666666666666666,0.5,0.6666666666666666,,1.0,,,0.3076923076923077,0.25,0.25,,,,,,0.5,,0.5,,,,,,,,1.0,,,,,,,,,,0.1111111111111111,,,,,,,,,,,,,,1611661330,2016,2016,False
101023-1627635-1627678-1627680-201492,1611661330,"Sancho Lyttle, Carla Cortijo, Bria Holmes, Rachel Hollivay, Matee Ajavon","Lyttle, Cortijo, Holmes, Hollivay, Ajavon",101023-1627635-1627678-1627680-201492,ATL,126.0,2,2.0,3.0,5.0,5.0,3.0,3.0,10.0,4.0,3.0,2.0,2.0,,,6.0,,3.0,5.0,2.0,5.0,4.0,,,,4.0,6.0,2.0,,,1.0,2.0,4.0,2.0,1.0,3.0,0.3125,,,0.8,,114.28571428571428,12.8,12.4,7.2,12.0,0.6666666666666666,0.3333333333333333,,0.6,0.5,,0.6666666666666666,0.5536666666666666,0.5511,0.25,0.25,3.8666666666666667,,0.6,3.0,1.0,1.0,,,,1.0,,1.0,4.0,1.0,,1.0,3.0,,2.0,,,,,,,,,1.0,1.0,2.0,3.0,,,,,,,0.16666666666666666,0.2,0.25,0.16666666666666666,0.2,0.25,0.3333333333333333,0.3,0.3333333333333333,1.0,0.5,,1.0,0.25,0.3333333333333333,,,,,,,0.5,,,0.53732,0.8,0.6,1.0,,,,,,,,,2.0,,2.0,1.0,,,,4.0,,2.0,1.0,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,0.16666666666666666,0.25,,,1.0,,0.8,0.6666666666666666,1.0,,0.3333333333333333,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2016,2016,False
101023-1627635-1627678-1627680-203026,1611661330,"Sancho Lyttle, Carla Cortijo, Bria Holmes, Rachel Hollivay, Tiffany Hayes","Lyttle, Cortijo, Holmes, Hollivay, Hayes",101023-1627635-1627678-1627680-203026,ATL,459.0,6,8.0,-7.0,15.0,14.0,7.0,4.0,29.0,5.0,1.0,2.0,3.0,2.0,1.0,9.0,4.0,2.0,13.0,20.0,2.0,6.0,3.0,1.0,1.0,4.0,8.0,1.0,1.0,2.0,3.0,3.0,5.0,3.0,8.0,7.0,0.43333333333333335,0.3076923076923077,0.5,0.5714285714285714,,90.98039215686273,16.2,15.428571428571429,15.666666666666666,12.357142857142858,0.38461538461538464,0.23076923076923078,0.15384615384615385,0.5,0.2222222222222222,0.1111111111111111,0.6923076923076923,0.47494583333333334,0.45118125,0.2,0.2727272727272727,5.955555555555556,30.675,0.4666666666666667,6.0,3.0,1.0,1.0,1.0,,4.0,1.0,2.0,5.0,2.0,,1.0,5.0,,8.0,3.0,1.0,,1.0,1.0,1.0,,3.0,1.0,3.0,4.0,5.0,,,1.0,0.25,,0.3333333333333333,0.4444444444444444,1.0,0.3333333333333333,0.4230769230769231,1.0,0.2222222222222222,0.8333333333333334,0.25,0.375,0.5,0.4,0.5,0.5,0.6,0.6,,0.3333333333333333,0.5,0.5,0.5,1.0,0.5,,1.0,0.5005,0.38461538461538464,0.38461538461538464,1.0,,1.0,,2.0,,,,,1.0,,2.0,1.0,,,,3.0,,,3.0,,2.0,1.0,,1.0,,4.0,1.0,2.0,,,1.0,,,,,,1.0,,,,,,,,,,,0.1111111111111111,,0.3333333333333333,,0.75,,0.6,0.5,0.5,1.0,0.3333333333333333,,,,0.07692307692307693,,,,0.15384615384615385,,,,1.0,,,,,,,2.0,1.0,,,,,,,,,,0.5,,,,0.2222222222222222,,,1.0,0.25,0.5,,,,,,,1611661330,2016,2016,False
101023-1627635-1627680-201492-203026,1611661330,"Sancho Lyttle, Carla Cortijo, Rachel Hollivay, Matee Ajavon, Tiffany Hayes","Lyttle, Cortijo, Hollivay, Ajavon, Hayes",101023-1627635-1627680-201492-203026,ATL,134.0,1,2.0,4.0,3.0,4.0,,,7.0,3.0,,,,,,3.0,,,6.0,2.0,,,,,,,,2.0,2.0,,1.0,2.0,,,6.0,,1.0,,,,,75.22388059701493,17.0,20.75,17.0,20.5,1.0,,,,,,1.0,0.6335000000000001,,,,0.7666666666666666,,,,3.0,,,,,3.0,,,,,,,,2.0,4.0,,,1.0,,1.0,,1.0,2.0,,,,,0.3333333333333333,0.3333333333333333,,,,,1.0,,,1.0,,,,,,,,,,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2016,2016,False
101023-1627635-201492-201881-203832,1611661330,"Sancho Lyttle, Carla Cortijo, Matee Ajavon, Angel McCoughtry, Markeisha Gatling","Lyttle, Cortijo, Ajavon, McCoughtry, Gatling",101023-1627635-201492-201881-203832,ATL,116.0,1,2.0,,3.0,2.0,,1.0,5.0,1.0,,,2.0,,,4.0,,,2.0,2.0,1.0,,,,,1.0,2.0,,,,1.0,,,,2.0,,0.25,,,0.3333333333333333,,62.06896551724138,19.333333333333332,29.0,19.0,29.0,0.25,0.5,,,,,0.25,0.463175,,,,9.4,,,,1.0,,,,,1.0,,,,,,,,2.0,,,,1.0,,1.0,,1.0,2.0,,1.0,1.0,,1.0,1.0,,,,,0.25,,,0.25,,,,,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,0.4054,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,0.3333333333333333,,0.5,,1.0,,1.0,,0.25,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,1611661330,2016,2016,False
101023-1627635-201492-203848-204322,1611661330,"Sancho Lyttle, Carla Cortijo, Matee Ajavon, Meighan Simmons, Elizabeth Williams","Lyttle, Cortijo, Ajavon, Simmons, Williams",101023-1627635-201492-203848-204322,ATL,90.0,1,2.0,-2.0,2.0,3.0,,,5.0,1.0,,,1.0,,,2.0,,,2.0,4.0,,,,,,,1.0,,,1.0,1.0,1.0,,,2.0,,0.5,,,,,80.0,24.5,13.666666666666666,24.5,10.666666666666666,0.5,0.5,,,,,0.5,0.45735,,,,5.4,,,1.0,,,1.0,,,1.0,,,,,,,,2.0,,,,1.0,,1.0,,,2.0,,1.0,1.0,,1.0,1.0,,,,,0.5,,,0.5,,,,,0.5,,0.5,0.5,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2016,2016,False
