EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PtsUnassisted2s,FTDefRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,Fg2Pct,EfgPct,TsPct,DefFTReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,OffRebounds,Steals,LostBallSteals,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,LiveBallTurnovers,BadPassTurnovers,Turnovers,LiveBallTurnoverPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfOReb,Loose Ball Fouls,SelfORebPct,DeadBallTurnovers,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,Blocks,RecoveredBlocks,BlocksRecoveredPct,PenaltyAtRimFGM,LongMidRangeFGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,FG3M,PenaltyFG2M,PtsAssisted2s,PtsUnassisted3s,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,BadPassSteals,LostBallTurnovers,PenaltyTurnovers,Offensive Fouls Drawn,BlockingFoulsDrawn,Blocked2s,BlockedAtRim,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,DefAtRimReboundPct,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,NonHeaveArc3Accuracy,PtsAssisted3s,ThreePtAssists,Arc3Assists,Assisted3sPct,Arc3PctAssisted,Corner3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,Corner3Assists,ShortMidRangeAssists,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Charge Fouls,Offensive Fouls,Charge Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedShortMidRange,Defensive 3 Seconds Violations,SecondChanceFg3Pct,PenaltyFg3Pct,OffThreePtReboundPct,OffArc3ReboundPct,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,BlockingFouls,SecondChanceAtRimPctAssisted,HeaveAttempts,BlockedLongMidRange,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,OffCorner3ReboundPct,team_id,year,season,team_vs
100915-100944-100952-101019-200671,1611661324,"Lindsay Whalen, Rebekkah Brunson, Jia Perkins, Janel McCarville, Seimone Augustus","Whalen, Brunson, Perkins, McCarville, Augustus",100915-100944-100952-101019-200671,MIN,66.0,1,1.0,3.0,2.0,1.0,3,2.0,2.0,2.0,2.0,1.0,5.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.25,1.0,65.45454545454545,11.0,44.0,11.0,44.0,1.0,1.0,1.0,1.0,0.507,0.5,0.5,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2016,2016,True
100915-100944-100952-200671-201480,1611661324,"Lindsay Whalen, Rebekkah Brunson, Jia Perkins, Seimone Augustus, Sylvia Fowles","Whalen, Brunson, Perkins, Augustus, Fowles",100915-100944-100952-200671-201480,MIN,312.0,4,5.0,7.0,10.0,7.0,17,3.0,5.0,5.0,9.0,4.0,14.0,7.0,10.0,,2.0,7.0,1.0,1.0,4.0,6.0,,2.0,11.0,0.5555555555555556,0.45454545454545453,0.5,,78.46153846153845,17.4,19.714285714285715,15.8,19.571428571428573,0.45454545454545453,0.6,1.0,0.6363636363636364,0.49841363636363634,0.15384615384615385,0.18181818181818182,8.3,3.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.3333333333333333,0.375,0.2,0.18181818181818182,0.2222222222222222,0.4,1.0,1.0,1.0,0.5,0.6666666666666666,0.8,1.0,1.0,1.0,0.5,0.18181818181818182,1.0,1.0,0.18181818181818182,0.18181818181818182,0.3333333333333333,1.0,0.6666666666666666,0.25,0.5,0.5570833333333333,0.4223625,0.21428571428571427,0.14285714285714285,23.15,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2016,2016,True
100915-100944-100952-200671-202632,1611661324,"Lindsay Whalen, Rebekkah Brunson, Jia Perkins, Seimone Augustus, Maya Moore","Whalen, Brunson, Perkins, Augustus, Moore",100915-100944-100952-200671-202632,MIN,178.0,2,3.0,-6.0,6.0,6.0,12,,1.0,,3.0,,,6.0,,,3.0,4.0,1.0,3.0,,,,,,,,,,97.07865168539325,14.0,15.666666666666666,13.5,15.5,0.2,,,0.6,0.45607,,,7.366666666666667,,,2.0,,1.0,,,1.0,1.0,2.0,,,2.0,,1.0,,,,,,,,,2.0,,1.0,,1.0,2.0,1.0,,,,,,,,,,,,0.4,,,,0.6666666666666666,0.3333333333333333,1.0,0.75,0.2,,1.0,,,0.2,,,0.2,0.4,1.0,,,,,0.601,,,,23.35,,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2016,2016,True
100915-100944-100952-200671-203827,1611661324,"Lindsay Whalen, Rebekkah Brunson, Jia Perkins, Seimone Augustus, Natasha Howard","Whalen, Brunson, Perkins, Augustus, Howard",100915-100944-100952-200671-203827,MIN,144.0,3,2.0,-3.0,5.0,3.0,8,1.0,3.0,1.0,4.0,,2.0,5.0,2.0,,1.0,2.0,1.0,4.0,1.0,2.0,,1.0,2.0,0.25,0.25,0.2,,80.0,13.4,25.666666666666668,13.4,25.666666666666668,0.75,0.3333333333333333,0.3333333333333333,0.75,0.54985,0.2,0.2,6.325,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,,0.5,0.3333333333333333,,0.5,0.3333333333333333,0.5,,1.0,,,,,0.25,,,,,,,,,,,,0.2,,,,,,,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2016,2016,True
100915-100944-100952-201480-201904,1611661324,"Lindsay Whalen, Rebekkah Brunson, Jia Perkins, Sylvia Fowles, Renee Montgomery","Whalen, Brunson, Perkins, Fowles, Montgomery",100915-100944-100952-201480-201904,MIN,140.0,1,2.0,-5.0,4.0,5.0,9,1.0,3.0,1.0,4.0,,2.0,7.0,2.0,,2.0,3.0,,,,,,,2.0,0.25,0.25,0.25,,92.57142857142857,18.25,13.4,14.25,13.4,0.75,0.3333333333333333,0.5,0.75,0.588125,,,3.525,,5.0,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,0.25,0.3333333333333333,,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.5,,1.0,1.0,0.25,,,,,,,,,,0.3981,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2016,2016,True
100915-100944-100952-201480-202632,1611661324,"Lindsay Whalen, Rebekkah Brunson, Jia Perkins, Sylvia Fowles, Maya Moore","Whalen, Brunson, Perkins, Fowles, Moore",100915-100944-100952-201480-202632,MIN,936.0,6,16.0,-8.0,30.0,31.0,61,7.0,9.0,10.0,20.0,5.0,28.0,36.0,14.0,,7.0,9.0,,3.0,9.0,7.0,1.0,3.0,24.0,0.5,0.46,0.5,,93.84615384615385,17.233333333333334,13.516129032258064,17.166666666666668,12.548387096774194,0.36,0.7777777777777778,0.7777777777777778,0.56,0.49924199999999996,0.1111111111111111,0.13636363636363635,7.87,10.0,9.0,2.0,1.0,1.0,2.0,1.0,6.0,5.0,4.0,,,5.0,1.0,1.0,,2.0,4.0,5.0,1.0,2.0,8.0,2.0,4.0,1.0,2.0,,3.0,4.0,2.0,3.0,1.0,,1.0,8.0,10.0,1.0,1.0,1.0,1.0,0.5714285714285714,0.2,0.05,,,0.4,0.2,1.0,0.5384615384615384,0.14285714285714285,,0.3333333333333333,,1.0,0.24,0.16666666666666666,0.2,0.2,0.16,1.0,1.0,,0.3333333333333333,,0.7274,0.43239999999999995,0.14285714285714285,0.2857142857142857,22.96,0.3333333333333333,5.0,4.0,5.0,1.0,,,,1.0,,,,,,4.0,3.0,0.75,2.0,2.0,1.0,1.0,1.0,1.0,3.0,6.0,3.0,1.0,3.0,3.0,2.0,1.0,6.0,2.0,1.0,4.0,1.0,2.0,4.0,4.0,1.0,0.3,0.3333333333333333,0.2,0.2,0.6,0.5,0.16666666666666666,0.2,0.4444444444444444,0.2857142857142857,0.4,0.4,0.5,0.04,0.25,0.25,1.0,0.16666666666666666,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2016,2016,True
100915-100944-101019-200671-202632,1611661324,"Lindsay Whalen, Rebekkah Brunson, Janel McCarville, Seimone Augustus, Maya Moore","Whalen, Brunson, McCarville, Augustus, Moore",100915-100944-101019-200671-202632,MIN,178.0,1,3.0,-2.0,5.0,7.0,12,1.0,2.0,1.0,3.0,1.0,6.0,8.0,2.0,1.0,3.0,3.0,,,2.0,2.0,,1.0,6.0,0.3333333333333333,0.625,0.6,1.0,97.07865168539325,18.0,12.571428571428571,18.0,12.571428571428571,0.5,0.5,0.5,0.75,0.53195,0.2,0.25,5.133333333333334,4.0,4.0,,,,2.0,,1.0,,1.0,,,1.0,,,,,,3.0,,,2.0,,1.0,,,,,2.0,,,,,,2.0,4.0,,,,,0.3333333333333333,0.25,,,,1.0,,,0.6666666666666666,,,,1.0,,0.25,,,,0.25,,,,0.6666666666666666,,,0.5456666666666666,,0.3333333333333333,24.2,0.8,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,1.0,1.0,1.0,,,1.0,,1.0,,,3.0,,,1.0,,1.0,,,,,,1.0,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,1.0,1.0,0.5,,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2016,2016,True
100915-100944-200671-201480-201904,1611661324,"Lindsay Whalen, Rebekkah Brunson, Seimone Augustus, Sylvia Fowles, Renee Montgomery","Whalen, Brunson, Augustus, Fowles, Montgomery",100915-100944-200671-201480-201904,MIN,106.0,1,2.0,,4.0,4.0,8,3.0,4.0,3.0,4.0,2.0,8.0,8.0,4.0,,,1.0,,,1.0,2.0,,1.0,6.0,0.75,0.75,0.8,,108.67924528301887,10.5,16.0,10.5,16.0,1.0,0.75,0.75,1.0,0.637225,0.2,0.2,1.5,,4.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,,2.0,,,,,2.0,,,1.0,,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,0.6446,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,1.0,1.0,,2.0,,,,,,,,,0.3333333333333333,0.5,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2016,2016,True
100915-100944-200671-201480-202632,1611661324,"Lindsay Whalen, Rebekkah Brunson, Seimone Augustus, Sylvia Fowles, Maya Moore","Whalen, Brunson, Augustus, Fowles, Moore",100915-100944-200671-201480-202632,MIN,5891.0,8,98.0,-6.0,191.0,184.0,375,34.0,62.0,58.0,125.0,39.0,200.0,206.0,52.0,2.0,57.0,85.0,23.0,60.0,40.0,47.0,3.0,19.0,167.0,0.464,0.48493975903614456,0.5320855614973262,0.6666666666666666,91.66525207944322,15.020942408376964,16.42391304347826,14.204188481675393,15.733695652173912,0.37349397590361444,0.5483870967741935,0.6296296296296297,0.6204819277108434,0.48760481927710847,0.1092896174863388,0.1347517730496454,6.8664,37.0,35.0,23.0,6.0,11.0,8.0,13.0,39.0,24.0,40.0,4.0,10.0,41.0,9.0,18.0,4.0,9.0,33.0,19.0,10.0,11.0,38.0,10.0,40.0,11.0,22.0,1.0,8.0,47.0,28.0,22.0,11.0,3.0,4.0,38.0,37.0,3.0,0.5,0.5454545454545454,0.6111111111111112,0.5588235294117647,0.2469879518072289,0.088,0.12903225806451613,0.3333333333333333,0.6714285714285714,0.3283582089552239,0.7272727272727273,0.6790123456790124,0.29347826086956524,0.42857142857142855,0.15384615384615385,0.6875,0.625,0.23493975903614459,0.3333333333333333,0.3611111111111111,0.14457831325301204,0.24096385542168675,0.5,0.5454545454545454,0.18181818181818182,0.27586206896551724,0.3448275862068966,0.49576052631578943,0.4435948275862069,0.165,0.19,23.497560975609755,0.193717277486911,19.0,15.0,32.0,0.59375,0.75,1.0,2.0,3.0,0.024691358024691357,13.0,,,,9.0,4.0,0.4444444444444444,4.0,11.0,1.0,,14.0,15.0,9.0,64.0,6.0,14.0,32.0,45.0,22.0,3.0,103.0,11.0,4.0,6.0,2.0,1.0,9.0,5.0,4.0,0.5517241379310345,0.6037735849056604,0.36585365853658536,0.36585365853658536,0.47368421052631576,0.46551724137931033,0.07692307692307693,0.3076923076923077,0.5555555555555556,0.6470588235294118,0.4583333333333333,0.4583333333333333,0.2727272727272727,0.006024096385542169,0.35,0.35,0.5,,0.35,39.0,13.0,12.0,0.8666666666666667,0.8571428571428571,1.0,2.0,3.0,2.0,3.0,1.0,7.0,5.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,0.5,0.3,0.2,0.2,0.5384615384615384,1.0,1.0,1.0,0.5,1.0,0.3,0.023809523809523808,,,,,,,,,,,,,1611661324,2016,2016,True
100915-100944-200671-201480-203813,1611661324,"Lindsay Whalen, Rebekkah Brunson, Seimone Augustus, Sylvia Fowles, Anna Cruz","Whalen, Brunson, Augustus, Fowles, Cruz",100915-100944-200671-201480-203813,MIN,111.0,1,2.0,-2.0,3.0,4.0,7,,,,2.0,,,2.0,,,3.0,3.0,,,1.0,,,,,,,,,90.8108108108108,20.333333333333332,12.5,20.333333333333332,12.5,,,,,0.3516,,,7.6,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2016,2016,True
