EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,ShortMidRangeFGA,Arc3FGM,Arc3FGA,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Charge Fouls,FoulsDrawn,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,LongMidRangeFGA,PenaltyArc3FGA,FtPoints,PenaltyFG2A,PenaltyFG3A,DefTwoPtRebounds,DefRebounds,Rebounds,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,LongMidRangeFrequency,PenaltyArc3Frequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyOffPossPct,Fg2aBlocked,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,ShortMidRangePctBlocked,SecondChanceOffPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,Corner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg3Pct,PenaltyFg3Pct,Fg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Accuracy,SecondChancePointsPct,PenaltyPointsPct,BlockingFouls,Offensive Fouls,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,PenaltyCorner3FGM,SecondChanceFG2M,SecondChanceFG2A,Corner3Assists,SelfOReb,Charge Fouls Drawn,Loose Ball Fouls Drawn,ThreePtShootingFoulsDrawn,BlockedShortMidRange,SecondChanceFg2Pct,OffCorner3ReboundPct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,AtRimPctBlocked,OffLongMidRangeReboundPct,PtsPutbacks,HeaveAttempts,Technical Free Throw Trips,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,team_id,year,season,team_vs
100634-100940-200676-200691-201886,1611661317,"Penny Taylor, Diana Taurasi, Candice Dupree, Mistie Bass, DeWanna Bonner","Taylor, Taurasi, Dupree, Bass, Bonner",100634-100940-200676-200691-201886,PHO,101.0,1,2.0,-1.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,0.75,0.75,0.5,71.2871287128713,23.666666666666668,15.0,23.666666666666668,14.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0,0.3805,12.3,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2016,2016,False
100634-100940-200676-201046-203398,1611661317,"Penny Taylor, Diana Taurasi, Candice Dupree, Lindsey Harding, Brittney Griner","Taylor, Taurasi, Dupree, Harding, Griner",100634-100940-200676-201046-203398,PHO,131.0,2,2.0,-2.0,4.0,5.0,9.0,,,2.0,1.0,,2.0,2.0,4.0,,2.0,,,,,,,,,1.0,,1.0,2.0,,,,,0.25,0.6666666666666666,98.93129770992367,14.0,15.0,14.0,15.0,,0.6666666666666666,,,,0.6666666666666666,,0.48888333333333334,20.4,24.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.491675,0.25,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2016,2016,False
100634-100940-200676-201046-204330,1611661317,"Penny Taylor, Diana Taurasi, Candice Dupree, Lindsey Harding, Isabelle Harrison","Taylor, Taurasi, Dupree, Harding, Harrison",100634-100940-200676-201046-204330,PHO,41.0,1,1.0,-4.0,1.0,2.0,3.0,1.0,,,1.0,,,,4.0,,,,,,,,,,,1.0,,,,,,,,,,105.36585365853658,14.0,13.5,14.0,10.0,1.0,,,,,,,0.4652,4.5,,1.0,2.0,,,,1.0,,,,,,,,1.0,,,,,,,0.4652,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2016,2016,False
100634-100940-200676-201886-203398,1611661317,"Penny Taylor, Diana Taurasi, Candice Dupree, DeWanna Bonner, Brittney Griner","Taylor, Taurasi, Dupree, Bonner, Griner",100634-100940-200676-201886-203398,PHO,1709.0,5,28.0,9.0,65.0,67.0,132.0,11.0,2.0,9.0,32.0,2.0,10.0,78.0,69.0,3.0,9.0,2.0,1.0,13.0,1.0,27.0,5.0,13.0,5.0,14.0,,21.0,73.0,0.5,0.2,0.2,0.5952380952380952,0.7090909090909091,0.23809523809523808,111.22293739028672,12.23076923076923,13.64179104477612,11.738461538461538,13.029850746268657,0.2619047619047619,0.21428571428571427,0.2222222222222222,0.2222222222222222,0.5,0.5952380952380952,0.2222222222222222,0.4770047619047619,7.5,23.35,37.0,26.0,6.0,4.0,28.0,15.0,5.0,16.0,24.0,28.0,1.0,28.0,4.0,32.0,0.7272727272727273,0.6470588235294118,1.0,0.8888888888888888,0.14285714285714285,0.2,0.490025,0.09090909090909091,0.11764705882352941,0.5692307692307692,1.0,2.0,0.03125,0.09090909090909091,4.0,10.0,15.0,6.0,9.0,8.0,4.0,1.0,1.0,1.0,1.0,1.0,22.0,1.0,1.0,2.0,5.0,10.0,1.0,22.0,45.0,24.0,20.0,3.0,12.0,4.0,5.0,3.0,2.0,2.0,6.0,2.0,4.0,8.0,6.0,2.0,8.0,2.0,4.0,1.0,4.0,1.0,2.0,8.0,2.0,1.0,2.0,11.0,4.0,4.0,4.0,2.0,35.0,6.0,0.5454545454545454,0.5454545454545454,1.0,0.2,0.6875,0.6666666666666666,1.5,0.575,1.25,0.7258064516129032,0.6153846153846154,1.0,0.2,0.5,0.25,0.2222222222222222,0.2,0.3333333333333333,0.2857142857142857,0.5,0.5,0.5,0.5,0.35714285714285715,0.6666666666666666,0.6666666666666666,0.4,0.7272727272727273,0.8,0.625,0.6666666666666666,0.6666666666666666,0.75,0.023809523809523808,1.0,1.0,1.0,0.45,0.6666666666666666,0.05,0.25,0.0641025641025641,0.5769230769230769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2016,2016,False
100634-100940-200676-201886-203402,1611661317,"Penny Taylor, Diana Taurasi, Candice Dupree, DeWanna Bonner, Kelsey Bone","Taylor, Taurasi, Dupree, Bonner, Bone",100634-100940-200676-201886-203402,PHO,273.0,2,5.0,-10.0,8.0,9.0,17.0,1.0,1.0,4.0,3.0,1.0,4.0,7.0,17.0,3.0,4.0,1.0,1.0,3.0,1.0,7.0,1.0,1.0,2.0,3.0,,3.0,7.0,1.0,0.25,0.25,0.5,0.5,0.5714285714285714,89.67032967032968,17.375,14.88888888888889,17.375,14.555555555555555,0.14285714285714285,0.5714285714285714,0.25,0.25,1.0,0.7142857142857143,0.25,0.5004785714285714,7.533333333333334,25.15,2.0,,1.0,2.0,,,2.0,,1.0,1.0,,,,2.0,,,,,0.14285714285714285,1.0,0.473625,,,0.25,,,,,,1.0,1.0,,,1.0,,,,,,,2.0,,,,,,,,,4.0,,,2.0,1.0,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,0.6666666666666666,,,,,,,1.0,,,,,,,,,,,,0.14285714285714285,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2016,2016,False
100634-100940-200676-201909-203398,1611661317,"Penny Taylor, Diana Taurasi, Candice Dupree, Sonja Petrovic, Brittney Griner","Taylor, Taurasi, Dupree, Petrovic, Griner",100634-100940-200676-201909-203398,PHO,97.0,1,2.0,-2.0,4.0,4.0,8.0,,,1.0,2.0,,1.0,2.0,4.0,,1.0,,,1.0,,2.0,1.0,1.0,,1.0,,,2.0,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,118.76288659793815,11.75,12.5,11.75,12.5,,0.3333333333333333,,,,0.6666666666666666,,0.4688333333333334,8.8,23.4,,,1.0,,,,,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,0.3333333333333333,,,,,,,,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,0.5,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2016,2016,False
100634-100940-200676-203398-204300,1611661317,"Penny Taylor, Diana Taurasi, Candice Dupree, Brittney Griner, Marta Xargay","Taylor, Taurasi, Dupree, Griner, Xargay",100634-100940-200676-203398-204300,PHO,2859.0,5,48.0,13.0,94.0,87.0,181.0,12.0,9.0,18.0,51.0,11.0,22.0,96.0,83.0,24.0,18.0,9.0,8.0,23.0,6.0,54.0,8.0,18.0,10.0,28.0,,20.0,88.0,0.7272727272727273,0.5,0.5,0.5958904109589042,0.6075949367088608,0.3013698630136986,91.16474291710388,13.957446808510639,17.7816091954023,13.72340425531915,16.95402298850575,0.1643835616438356,0.2465753424657534,0.5,0.5,0.6666666666666666,0.6438356164383562,0.5,0.5015136986301371,7.496078431372549,24.281818181818185,17.0,12.0,14.0,2.0,9.0,9.0,3.0,27.0,33.0,37.0,,13.0,3.0,17.0,0.6923076923076923,0.7111111111111111,0.5833333333333334,0.8421052631578947,0.1917808219178082,0.16666666666666666,0.48462916666666667,0.05194805194805195,0.05555555555555555,0.18085106382978725,1.0,1.0,0.0196078431372549,0.08333333333333333,4.0,18.0,25.0,4.0,5.0,2.0,7.0,4.0,1.0,1.0,1.0,1.0,27.0,1.0,1.0,3.0,8.0,5.0,2.0,6.0,22.0,30.0,24.0,9.0,15.0,10.0,1.0,4.0,2.0,2.0,5.0,1.0,4.0,6.0,6.0,,10.0,2.0,6.0,3.0,4.0,1.0,,2.0,2.0,3.0,,2.0,5.0,4.0,5.0,,22.0,2.0,0.5555555555555556,0.5555555555555556,1.0,0.6666666666666666,0.5294117647058824,0.5555555555555556,0.8333333333333334,0.6666666666666666,1.0,0.7333333333333333,0.5555555555555556,1.0,0.08333333333333333,0.8333333333333334,0.18181818181818182,0.11428571428571428,0.2857142857142857,,0.1111111111111111,0.5,0.8333333333333334,,,0.3424657534246575,0.72,0.72,0.5555555555555556,0.16666666666666666,0.18181818181818182,0.5,0.5,0.5,0.5714285714285714,0.0547945205479452,0.3333333333333333,1.0,1.0,0.4166666666666667,0.8,0.08333333333333333,0.5,0.08333333333333333,0.22916666666666666,,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.029411764705882353,0.5,0.5,1.0,0.6666666666666666,0.5,1.0,0.57905,0.043478260869565216,,,,,,,,,,,1611661317,2016,2016,False
100634-100940-200676-204300-204330,1611661317,"Penny Taylor, Diana Taurasi, Candice Dupree, Marta Xargay, Isabelle Harrison","Taylor, Taurasi, Dupree, Xargay, Harrison",100634-100940-200676-204300-204330,PHO,473.0,1,8.0,-4.0,16.0,17.0,33.0,2.0,,2.0,11.0,,2.0,23.0,27.0,,2.0,,,5.0,,10.0,,2.0,4.0,5.0,,5.0,19.0,,,,0.6153846153846154,0.71875,0.15384615384615385,100.46511627906976,14.1875,14.470588235294118,13.75,14.0,0.15384615384615385,0.15384615384615385,,,,0.7692307692307693,,0.5340730769230769,3.972727272727273,24.0,2.0,3.0,1.0,,7.0,,,3.0,3.0,5.0,,7.0,3.0,2.0,0.6,0.5,,0.3333333333333333,0.07692307692307693,,,0.2,0.23076923076923078,0.125,,1.0,,,2.0,6.0,8.0,,,1.0,1.0,,,,,,8.0,,,4.0,4.0,,,,,10.0,6.0,,5.0,4.0,,1.0,1.0,1.0,,,2.0,1.0,1.0,,2.0,,1.0,,1.0,,,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,0.625,0.625,,,0.7272727272727273,,,,1.0,,1.0,,0.3333333333333333,,0.5,0.4,,1.0,0.5,1.0,,,1.0,0.6153846153846154,0.75,0.75,0.6666666666666666,0.5,0.5,,1.0,1.0,1.0,,,,,,,,,0.17391304347826086,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2016,2016,False
100634-100940-200691-201886-204330,1611661317,"Penny Taylor, Diana Taurasi, Mistie Bass, DeWanna Bonner, Isabelle Harrison","Taylor, Taurasi, Bass, Bonner, Harrison",100634-100940-200691-201886-204330,PHO,123.0,1,2.0,-3.0,5.0,5.0,10.0,,,,3.0,,,2.0,5.0,,,,,1.0,,2.0,1.0,3.0,1.0,3.0,,1.0,2.0,,,,0.3333333333333333,0.3333333333333333,,117.07317073170732,12.4,12.2,11.2,12.2,,,,,,1.0,,0.5680666666666666,1.8666666666666665,,,3.0,,,,,,1.0,2.0,3.0,,,,,1.0,1.0,,1.0,,,,,,,1.0,,0.3333333333333333,,1.0,1.0,3.0,,,,,,,,,,1.0,,,,,,,,,2.0,,,1.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,,2.0,1.0,2.0,,,,1.0,,,,,,,,,,,,1.0,1.0,,,0.3333333333333333,,,,,,0.6666666666666666,,0.5,1.0,,0.5,0.5,,,,1.0,,,1.0,0.3333333333333333,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,1611661317,2016,2016,False
100634-100940-200691-201909-203398,1611661317,"Penny Taylor, Diana Taurasi, Mistie Bass, Sonja Petrovic, Brittney Griner","Taylor, Taurasi, Bass, Petrovic, Griner",100634-100940-200691-201909-203398,PHO,84.0,1,1.0,-3.0,3.0,3.0,6.0,,,,1.0,,,4.0,7.0,,,,,1.0,,2.0,,1.0,,,,1.0,4.0,,,,1.0,1.0,,102.85714285714286,12.666666666666666,15.333333333333334,12.666666666666666,15.333333333333334,,,,,,1.0,,0.6533,0.5,,3.0,,,,2.0,1.0,,,,,,2.0,,3.0,,,,,,,0.6533,,,1.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,1.0,,2.0,4.0,2.0,,,1.0,1.0,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,1.0,,,,,4.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2016,2016,False
