EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PlusMinus,Steals,BadPassSteals,DefCorner3ReboundPct,PenaltyOffPoss,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,PtsUnassisted3s,LostBallSteals,PenaltyArc3FGA,SecondChanceFtPoints,PenaltyFG3A,PenaltyFtPoints,Loose Ball Fouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,AtRimPctBlocked,OffAtRimReboundPct,PenaltyArc3Frequency,OffLongMidRangeReboundPct,Offensive Fouls,SecondChanceTurnovers,PenaltyTurnovers,Corner3FGA,PenaltyCorner3FGA,HeaveAttempts,Corner3Frequency,PenaltyCorner3Frequency,Corner3FGM,Corner3Assists,SelfOReb,Charge Fouls Drawn,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,OffThreePtRebounds,Offensive Fouls Drawn,OffThreePtReboundPct,OffArc3ReboundPct,PtsPutbacks,team_id,year,season,team_vs
100721-101030-202250-202670-203411,1611661313,"Swin Cash, Tanisha Wright, Tina Charles, Carolyn Swords, Sugar Rodgers","Cash, Wright, Charles, Swords, Rodgers",100721-101030-202250-202670-203411,NYL,694.0,1,12.0,22.0,21.0,1.0,43.0,6.0,6.0,1.0,1.0,2.0,3.0,3.0,7.0,1.0,2.0,11.0,16.0,1.0,2.0,4.0,29.0,29.0,1.0,1.0,2.0,10.0,12.0,3.0,2.0,1.0,1.0,5.0,1.0,6.0,1.0,3.0,1.0,1.0,13.0,1.0,2.0,5.0,7.0,1.0,8.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,5.0,6.0,2.0,4.0,27.0,0.45454545454545453,0.45454545454545453,1.0,0.5,0.5,0.6875,1.0,0.6944444444444444,1.0,0.725,1.0,0.1111111111111111,0.0625,0.3333333333333333,0.5,1.0,0.2,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,89.22190201729107,16.454545454545453,15.80952380952381,16.181818181818183,15.80952380952381,0.3333333333333333,1.0,1.0,0.5,0.16666666666666666,0.6666666666666666,1.0,0.5,0.3888888888888889,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.1111111111111111,0.5,0.5,1.0,1.0,1.0,1.0,0.4444444444444444,0.5,0.4148111111111111,0.3327,0.2,0.2222222222222222,0.06896551724137931,9.6,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2016,2016,False
101030-201919-202250-202259-202670,1611661313,"Tanisha Wright, Shavonte Zellous, Tina Charles, Epiphanny Prince, Carolyn Swords","Wright, Zellous, Charles, Prince, Swords",101030-201919-202250-202259-202670,NYL,111.0,1,2.0,3.0,4.0,,7.0,1.0,1.0,,,,,,1.0,,1.0,1.0,2.0,,1.0,,2.0,4.0,,,,,2.0,,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,1.0,1.0,,,,,2.0,,,,,,0.5,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,,,,0.5,0.3333333333333333,,,,,,,90.8108108108108,14.333333333333334,17.0,14.333333333333334,16.5,0.3333333333333333,1.0,1.0,,,,,,0.3333333333333333,,,,0.3333333333333333,,,,,,,0.6666666666666666,,0.4858166666666666,,,,,9.9,24.4,-2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2016,2016,False
101030-201919-202250-202259-203411,1611661313,"Tanisha Wright, Shavonte Zellous, Tina Charles, Epiphanny Prince, Sugar Rodgers","Wright, Zellous, Charles, Prince, Rodgers",101030-201919-202250-202259-203411,NYL,14.0,1,,1.0,1.0,,2.0,1.0,1.0,,,,,,,,,1.0,1.0,,,,2.0,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,205.71428571428572,14.0,,14.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,0.5619,,,,,2.4,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5619,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2016,2016,False
101030-201919-202250-202259-204329,1611661313,"Tanisha Wright, Shavonte Zellous, Tina Charles, Epiphanny Prince, Kiah Stokes","Wright, Zellous, Charles, Prince, Stokes",101030-201919-202250-202259-204329,NYL,128.0,1,2.0,5.0,4.0,,9.0,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,6.0,2.0,,,,2.0,,,2.0,1.0,1.0,1.0,,1.0,,,,1.0,2.0,,,1.0,1.0,,1.0,,,,,,,,1.0,2.0,,1.0,6.0,1.0,1.0,,0.5,0.5,0.5,,0.625,,0.6,,0.5,0.5,1.0,,1.0,,,1.0,,,,,1.0,,101.25,16.2,11.75,16.2,11.75,,,,,0.25,,,,0.25,1.0,1.0,1.0,0.5,0.5,0.5,,,,,0.5,0.5,0.3751375,,0.2,0.3333333333333333,,12.55,23.85,4.0,2.0,1.0,,1.0,4.0,,,1.0,1.0,2.0,2.0,1.0,,1.0,1.0,1.0,,,0.2021,0.3333333333333333,0.2,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2016,2016,False
101030-201919-202250-202670-203411,1611661313,"Tanisha Wright, Shavonte Zellous, Tina Charles, Carolyn Swords, Sugar Rodgers","Wright, Zellous, Charles, Swords, Rodgers",101030-201919-202250-202670-203411,NYL,586.0,1,10.0,18.0,19.0,1.0,37.0,4.0,6.0,,,,,1.0,3.0,2.0,5.0,5.0,9.0,2.0,5.0,5.0,21.0,28.0,,,2.0,6.0,4.0,6.0,5.0,2.0,1.0,3.0,2.0,5.0,2.0,3.0,,,12.0,2.0,1.0,5.0,6.0,2.0,8.0,2.0,2.0,,,2.0,1.0,3.0,5.0,6.0,,2.0,19.0,0.6,0.6,1.0,0.4,0.4,0.5555555555555556,,0.5714285714285714,,0.6176470588235294,1.0,0.35714285714285715,0.1111111111111111,,1.0,1.0,0.5,0.3333333333333333,0.75,0.2857142857142857,,1.0,,1.0,0.3333333333333333,90.92150170648463,15.61111111111111,16.05263157894737,15.5,15.789473684210526,0.42857142857142855,0.6666666666666666,0.8,0.75,,,,,0.21428571428571427,0.3333333333333333,0.3333333333333333,,0.35714285714285715,0.4,0.4,1.0,,,,0.7857142857142857,0.4,0.4549214285714286,,0.125,0.18181818181818182,0.09523809523809523,7.033333333333333,24.04,-7.0,,,,7.0,9.0,3.0,4.0,4.0,6.0,10.0,10.0,7.0,1.0,0.6666666666666666,0.5714285714285714,0.625,0.5714285714285714,0.75,0.45831428571428573,0.47619047619047616,0.3888888888888889,,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,1611661313,2016,2016,False
101030-201919-202250-203411-204329,1611661313,"Tanisha Wright, Shavonte Zellous, Tina Charles, Sugar Rodgers, Kiah Stokes","Wright, Zellous, Charles, Rodgers, Stokes",101030-201919-202250-203411-204329,NYL,111.0,1,2.0,3.0,3.0,2.0,6.0,1.0,2.0,,1.0,,,1.0,2.0,,,2.0,4.0,,,,4.0,3.0,1.0,2.0,2.0,2.0,2.0,,,,,1.0,,1.0,,,,1.0,2.0,1.0,,1.0,1.0,1.0,2.0,,,,,,1.0,1.0,1.0,,,,2.0,0.5,0.5,,,,0.5,0.5,0.5,0.5,0.5,0.5,,,,,0.5,0.5,,0.3333333333333333,0.5,,,,1.0,,77.83783783783784,15.666666666666666,21.333333333333332,7.0,14.666666666666666,0.5,0.5,0.5,,,,,,0.5,0.5,0.5,1.0,,,,,0.5,,,0.5,,0.3763,0.32105,,,0.5,10.35,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.5056,0.5,0.3333333333333333,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1611661313,2016,2016,False
101030-201919-202259-204320-204329,1611661313,"Tanisha Wright, Shavonte Zellous, Epiphanny Prince, Amanda Zahui B, Kiah Stokes","Wright, Zellous, Prince, Zahui B, Stokes",101030-201919-202259-204320-204329,NYL,10.0,1,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.0,10.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1611661313,2016,2016,False
101030-202250-202259-203411-204327,1611661313,"Tanisha Wright, Tina Charles, Epiphanny Prince, Sugar Rodgers, Brittany Boyd","Wright, Charles, Prince, Rodgers, Boyd",101030-202250-202259-203411-204327,NYL,9.0,1,,1.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,480.0,2.0,3.5,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.0,,,,1.0,2.0,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1611661313,2016,2016,False
101030-202250-202259-203411-204329,1611661313,"Tanisha Wright, Tina Charles, Epiphanny Prince, Sugar Rodgers, Kiah Stokes","Wright, Charles, Prince, Rodgers, Stokes",101030-202250-202259-203411-204329,NYL,28.0,1,,3.0,1.0,,4.0,2.0,3.0,,,,,,,,1.0,2.0,3.0,,1.0,,4.0,2.0,,,,,4.0,,1.0,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,1.0,,,,,4.0,,,,,,0.6666666666666666,,0.5,,0.5,,0.25,,,,,1.0,,,0.5,,,,,,205.71428571428572,9.0,1.0,9.0,1.0,0.75,0.6666666666666666,0.6666666666666666,,,,,,,,,,0.25,,,,,,,1.0,,0.531425,,,,,2.4,24.3,2.0,,,,3.0,1.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,,0.6666666666666666,0.5,0.5,0.75,0.6666666666666666,0.531425,1.0,1.0,,,1.0,,1.0,,,,,,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,1611661313,2016,2016,False
201919-202250-202259-202670-204327,1611661313,"Shavonte Zellous, Tina Charles, Epiphanny Prince, Carolyn Swords, Brittany Boyd","Zellous, Charles, Prince, Swords, Boyd",201919-202250-202259-202670-204327,NYL,194.0,1,3.0,7.0,7.0,,14.0,3.0,3.0,,,1.0,1.0,1.0,1.0,,1.0,5.0,5.0,,2.0,,10.0,7.0,,,,8.0,2.0,,,,,4.0,,4.0,,3.0,1.0,,8.0,,,2.0,2.0,,2.0,,,,,,1.0,2.0,,,,,10.0,0.8,0.8,,,,1.0,,0.7142857142857143,,0.7142857142857143,,0.2857142857142857,,,,1.0,,,1.0,,,,1.0,1.0,,103.91752577319588,12.428571428571429,15.285714285714286,12.428571428571429,15.285714285714286,0.42857142857142855,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,,0.14285714285714285,,,,,,,0.7142857142857143,,0.4871833333333333,,,,,6.1,39.75,3.0,2.0,2.0,,7.0,4.0,3.0,3.0,5.0,5.0,10.0,10.0,7.0,,1.0,0.7142857142857143,0.7142857142857143,0.42857142857142855,1.0,0.4871833333333333,1.0,1.0,,,1.0,,2.0,,,,,,,0.14285714285714285,,,,,1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,,,,,,,,,,,,,,1611661313,2016,2016,False
