EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Arc3FGA,SecondChanceArc3FGA,FG3A,SecondChanceFG3A,SecondChanceFtPoints,NonHeaveArc3FGA,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Charge Fouls,TwoPtShootingFoulsDrawn,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,Arc3Frequency,SecondChanceArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,PenaltyArc3FGA,PenaltyFG3A,Steals,BadPassSteals,BadPassTurnovers,LostBallOutOfBoundsTurnovers,Travels,Charge Fouls Drawn,Loose Ball Fouls Drawn,DefAtRimReboundPct,DefShortMidRangeReboundPct,PenaltyArc3Frequency,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGM,DefThreePtRebounds,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefThreePtReboundPct,DefArc3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PtsUnassisted2s,PtsAssisted3s,ThreePtAssists,Arc3Assists,BlockingFouls,Assisted3sPct,Arc3PctAssisted,Corner3FGM,Corner3FGA,Corner3Assists,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,Technical Free Throw Trips,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,2pt And 1 Free Throw Trips,BlockedAtRim,NonShootingPenaltyNonTakeFouls,LongMidRangePctBlocked,PtsPutbacks,BlockingFoulsDrawn,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,ShortMidRangeFGM,PenaltyCorner3FGM,PenaltyCorner3FGA,ShortMidRangeAssists,LostBallSteals,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,OffAtRimReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,FTDefRebounds,SelfOReb,Defensive 3 Seconds Violations,DefFTReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,AtRimPctBlocked,DefCorner3ReboundPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,3SecondViolations,Blocked3s,BlockedArc3,FTOffRebounds,OffFTReboundPct,HeaveAttempts,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,BlockedLongMidRange,3pt And 1 Free Throw Trips,HeaveMakes,team_id,year,season,team_vs
1627674-201913-203401-203828-204333,1611661322,"Kahleah Copper, Kia Vaughn, Tayler Hill, Stefanie Dolson, Natasha Cloud","Copper, Vaughn, Hill, Dolson, Cloud",1627674-201913-203401-203828-204333,WAS,111.0,2,2.0,1.0,5.0,3.0,3.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,6.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,4.0,4.0,3.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.5,0.6666666666666666,1.0,0.5,0.75,1.0,0.6666666666666666,103.78378378378378,10.6,19.333333333333332,9.0,19.333333333333332,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.3333333333333333,0.3538333333333334,0.3901,0.3757,0.3333333333333333,0.6666666666666666,10.566666666666666,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2016,2016,True
201056-201913-203416-203829-204326,1611661322,"Ivory Latta, Kia Vaughn, Emma Meesseman, Bria Hartley, Ally Malott","Latta, Vaughn, Meesseman, Hartley, Malott",201056-201913-203416-203829-204326,WAS,403.0,3,7.0,-8.0,12.0,11.0,5.0,4.0,3.0,23.0,,1.0,,1.0,,,2.0,1.0,4.0,1.0,7.0,6.0,8.0,16.0,,2.0,2.0,1.0,3.0,4.0,6.0,2.0,1.0,1.0,,1.0,2.0,2.0,5.0,6.0,1.0,6.0,6.0,5.0,1.0,1.0,1.0,0.14285714285714285,,0.3333333333333333,0.1,,0.3333333333333333,0.3076923076923077,0.25,0.6,82.18362282878412,15.75,19.454545454545453,14.666666666666666,17.363636363636363,0.1,,,,0.2,0.4,0.25,0.25,1.0,0.3333333333333333,,,,,0.4,0.43275499999999995,0.4756,0.3679666666666667,0.25,0.75,12.942857142857141,0.4166666666666667,3.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,6.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.3,0.14285714285714285,0.5,0.3333333333333333,0.5,0.5,0.3333333333333333,0.2857142857142857,0.4444444444444444,0.5,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3,0.3333333333333333,0.16666666666666666,0.2222222222222222,23.96666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2016,2016,True
1627639-1627674-201913-203403-203829,1611661322,"Zoi Dimitrakou, Kahleah Copper, Kia Vaughn, Tianna Hawkins, Bria Hartley","Dimitrakou, Copper, Vaughn, Hawkins, Hartley",1627639-1627674-201913-203403-203829,WAS,200.0,1,3.0,-2.0,9.0,9.0,5.0,4.0,,18.0,,,,,,,2.0,,,,2.0,4.0,4.0,6.0,,,,,1.0,2.0,2.0,,,,,,,,4.0,4.0,1.0,4.0,2.0,5.0,1.0,,,,,,,,,0.3333333333333333,,0.3333333333333333,129.6,10.88888888888889,11.333333333333334,10.88888888888889,10.88888888888889,,,,,0.5,,,,,,,,,,0.5,0.37245,,0.373775,,0.5,9.75,0.5555555555555556,2.0,,2.0,,,2.0,,,,2.0,2.0,,2.0,1.0,,2.0,,3.0,2.0,,,1.0,0.5,,,0.3333333333333333,0.6666666666666666,,,0.5,,,,,,0.5,,0.2,0.3333333333333333,26.05,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2016,2016,True
1627639-1627674-201913-203416-203829,1611661322,"Zoi Dimitrakou, Kahleah Copper, Kia Vaughn, Emma Meesseman, Bria Hartley","Dimitrakou, Copper, Vaughn, Meesseman, Hartley",1627639-1627674-201913-203416-203829,WAS,14.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2016,2016,True
1627674-1627684-201913-203828-204333,1611661322,"Kahleah Copper, Jamie Weisner, Kia Vaughn, Stefanie Dolson, Natasha Cloud","Copper, Weisner, Vaughn, Dolson, Cloud",1627674-1627684-201913-203828-204333,WAS,156.0,1,3.0,4.0,5.0,5.0,4.0,,1.0,10.0,,,,,,,,1.0,2.0,1.0,2.0,3.0,8.0,4.0,,,1.0,1.0,2.0,1.0,6.0,2.0,1.0,1.0,,1.0,2.0,,2.0,4.0,1.0,7.0,6.0,4.0,1.0,1.0,1.0,0.5,,0.5,0.625,,0.625,0.6666666666666666,0.5,0.6,92.3076923076923,17.6,13.6,17.4,13.6,,,,,,0.5,0.5,0.5,1.0,,,,,,0.5,0.448125,,0.448125,0.125,0.75,20.2,0.8,2.0,,2.0,,1.0,2.0,,1.0,,,1.0,1.0,2.0,,,,,,,,,1.0,0.5,,,,,,1.0,1.0,0.5,,,1.0,,0.5,,0.2,0.3333333333333333,26.8,2.0,2.0,1.0,1.0,,,,,1.0,,,0.5,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2016,2016,True
1627674-201056-201506-201507-203416,1611661322,"Kahleah Copper, Ivory Latta, LaToya Sanders, Leilani Mitchell, Emma Meesseman","Copper, Latta, Sanders, Mitchell, Meesseman",1627674-201056-201506-201507-203416,WAS,112.0,1,2.0,,3.0,3.0,,,,6.0,2.0,2.0,,,,,,,,2.0,2.0,,7.0,7.0,,,,,,,,,,1.0,,,3.0,1.0,,,,7.0,,,,,,1.0,,,1.1666666666666667,,,1.1666666666666667,,,77.14285714285714,17.666666666666668,19.666666666666668,17.666666666666668,18.666666666666668,0.6666666666666666,1.0,1.0,,,,,,,,,,,,1.0,0.5484333333333333,,,,,1.45,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,0.3333333333333333,,,,,,,,,,,,,0.3333333333333333,,,,25.1,,,,,,,,,,,,,1.0,,1.0,,,1.0,,1.0,,1.0,,,1.0,1.0,,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2016,2016,True
1627674-201056-201506-201913-203401,1611661322,"Kahleah Copper, Ivory Latta, LaToya Sanders, Kia Vaughn, Tayler Hill","Copper, Latta, Sanders, Vaughn, Hill",1627674-201056-201506-201913-203401,WAS,238.0,2,4.0,3.0,9.0,8.0,1.0,2.0,,17.0,1.0,1.0,,,1.0,1.0,2.0,,1.0,1.0,4.0,1.0,6.0,3.0,,,,1.0,1.0,,2.0,2.0,1.0,2.0,1.0,,5.0,,3.0,1.0,,6.0,2.0,1.0,,1.0,1.0,0.25,,1.0,0.35714285714285715,,1.0,0.35714285714285715,,1.0,102.85714285714285,16.333333333333332,11.375,16.333333333333332,10.875,0.14285714285714285,1.0,1.0,1.0,0.2857142857142857,0.14285714285714285,,,,,,,1.0,1.0,0.5714285714285714,0.4436,,0.7691,,0.3333333333333333,10.25,0.1111111111111111,2.0,,3.0,,,2.0,,,,4.0,6.0,,6.0,1.0,,2.0,,3.0,,,,,0.42857142857142855,,,0.3333333333333333,0.8,,,0.8571428571428571,,,,,,0.2857142857142857,,,,25.733333333333334,,,,,1.0,,,,1.0,0.5,1.0,,,,1.0,,,,2.0,0.3333333333333333,,0.3333333333333333,1.0,1.0,,,,,,3.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2016,2016,True
1627674-201056-201507-201913-203416,1611661322,"Kahleah Copper, Ivory Latta, Leilani Mitchell, Kia Vaughn, Emma Meesseman","Copper, Latta, Mitchell, Vaughn, Meesseman",1627674-201056-201507-201913-203416,WAS,12.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2016,2016,True
1627674-201056-201913-203401-203403,1611661322,"Kahleah Copper, Ivory Latta, Kia Vaughn, Tayler Hill, Tianna Hawkins","Copper, Latta, Vaughn, Hill, Hawkins",1627674-201056-201913-203401-203403,WAS,201.0,2,3.0,,4.0,6.0,2.0,3.0,,10.0,2.0,2.0,1.0,1.0,,,1.0,1.0,2.0,3.0,5.0,,9.0,9.0,1.0,1.0,2.0,1.0,2.0,,2.0,6.0,3.0,4.0,2.0,1.0,9.0,3.0,2.0,1.0,,7.0,2.0,2.0,,1.0,1.0,0.6,1.0,0.5,0.75,1.0,0.5,0.75,1.0,0.5,71.64179104477611,26.75,15.666666666666666,25.0,14.0,0.3333333333333333,1.0,1.0,1.0,0.16666666666666666,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,1.0,,,0.5,0.501875,0.6098,0.38885,0.2222222222222222,0.2222222222222222,9.72,0.5,1.0,,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,,,,,,,1.0,,1.0,0.16666666666666666,0.2,,,0.5,0.5,,0.5,0.5,1.0,,,1.0,0.16666666666666666,,0.16666666666666666,0.2,23.3,,,,,,,,,,,,,1.0,,1.0,,,1.0,,1.0,,1.0,,,1.0,1.0,,1.0,,3.0,1.0,1.0,,1.0,1.0,,,,,,,1.0,,1.0,,,,,,,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2016,2016,True
1627674-201056-201913-203401-203828,1611661322,"Kahleah Copper, Ivory Latta, Kia Vaughn, Tayler Hill, Stefanie Dolson","Copper, Latta, Vaughn, Hill, Dolson",1627674-201056-201913-203401-203828,WAS,245.0,2,4.0,5.0,8.0,7.0,3.0,2.0,1.0,15.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,5.0,4.0,11.0,6.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,,5.0,1.0,4.0,5.0,,9.0,4.0,3.0,,0.5,1.0,0.4,1.0,0.5,0.5833333333333334,1.0,0.5,0.6875,1.0,0.6666666666666666,88.16326530612245,17.5,15.0,17.5,13.285714285714286,0.3333333333333333,1.0,1.0,0.5,0.16666666666666666,0.3333333333333333,,,,1.0,1.0,,0.5,1.0,0.5,0.48407500000000003,0.7843,0.4848,0.18181818181818182,0.36363636363636365,9.3,0.375,1.0,,1.0,,,1.0,,,1.0,2.0,3.0,1.0,4.0,1.0,,,,1.0,,1.0,,1.0,0.16666666666666666,,,1.0,1.0,0.3333333333333333,,0.75,0.3333333333333333,1.0,,,1.0,0.16666666666666666,,0.25,0.16666666666666666,23.6,,,,,1.0,,,1.0,,1.0,,,1.0,,1.0,,,1.0,1.0,1.0,,1.0,0.5,0.5,1.0,1.0,,1.0,2.0,3.0,1.0,1.0,,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,,,,,,1.0,,,2.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2016,2016,True
