EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,FG3APct,LiveBallTurnoverPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,Arc3FGM,FG3M,FtPoints,PtsUnassisted3s,NonHeaveArc3FGM,OffThreePtRebounds,SecondChanceTurnovers,FoulsDrawn,FTA,NonShootingFoulsDrawn,Fg3Pct,NonHeaveFg3Pct,OffThreePtReboundPct,OffArc3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,ShortMidRangeFGM,ShortMidRangeAssists,TwoPtShootingFoulsDrawn,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Corner3FGM,Corner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PenaltyFtPoints,PtsAssisted3s,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,FTOffRebounds,DefThreePtRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,Blocked3s,BlockedArc3,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,SecondChanceFg3Pct,PenaltyFg3Pct,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffFTReboundPct,DefThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,PenaltyCorner3FGA,HeaveAttempts,BlockingFouls,PenaltyCorner3Frequency,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockedLongMidRange,Charge Fouls,3SecondViolations,team_id,year,season,team_vs
100445-1627644-1627648-201058-203833,1611661320,"Ann Wauters, Jelena Dubljevic, Evgeniia Belyakova, Sandrine Gruda, Chelsea Gray","Wauters, Dubljevic, Belyakova, Gruda, Gray",100445-1627644-1627648-201058-203833,LAS,131.0,1,2.0,-2.0,5.0,5.0,5.0,1.0,1.0,10.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,2.0,4.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,0.2,1.0,0.2,0.2,1.0,0.2,0.2,1.0,0.2,0.2,0.3333333333333333,1.0,0.5,0.25,0.5,0.25,0.5,1.0,109.92366412213741,15.6,10.6,15.6,9.8,0.6,0.3333333333333333,0.5,0.2,0.2,1.0,1.0,0.6,0.3333333333333333,0.6,0.3805,0.4004,0.3805,1.0,1.0,6.26,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2016,2016,False
100445-1627644-1627648-201058-204302,1611661320,"Ann Wauters, Jelena Dubljevic, Evgeniia Belyakova, Sandrine Gruda, Ana Dabovic","Wauters, Dubljevic, Belyakova, Gruda, Dabovic",100445-1627644-1627648-201058-204302,LAS,146.0,1,2.0,-7.0,7.0,6.0,7.0,6.0,,13.0,,,,,,,,1.0,1.0,1.0,2.0,9.0,,,,1.0,1.0,2.0,,,,,,1.0,1.0,,1.0,1.0,,,,4.0,4.0,2.0,2.0,2.0,7.0,1.0,,1.0,0.5,,0.5,0.5,,0.5,,,1.0,,,,,,,128.2191780821918,7.857142857142857,15.166666666666666,7.857142857142857,9.5,,,,,0.5,,,,,0.5,0.446425,,0.446425,,1.0,16.7,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2016,2016,False
100949-201058-201496-201502-201911,1611661320,"Alana Beard, Sandrine Gruda, Candace Parker, Essence Carson, Kristi Toliver","Beard, Gruda, Parker, Carson, Toliver",100949-201058-201496-201502-201911,LAS,164.0,1,3.0,-2.0,4.0,5.0,,4.0,1.0,9.0,,,,,,,,1.0,,1.0,4.0,6.0,,,,,,,,,,,1.0,,1.0,1.0,2.0,1.0,,,,2.0,,,2.0,,,,,,0.5,,,0.5,,,,,,1.0,,1.0,0.5,,1.0,79.02439024390243,20.75,16.2,17.5,15.2,,,,,0.3333333333333333,,,,,0.6666666666666666,0.45103333333333334,,,,,14.4,,,2.0,,2.0,,,2.0,,,,,1.0,2.0,2.0,,,,,,4.0,,,0.6666666666666666,1.0,,,,0.6666666666666666,,22.75,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2016,2016,False
100949-201496-201502-201911-202650,1611661320,"Alana Beard, Candace Parker, Essence Carson, Kristi Toliver, Jantel Lavender","Beard, Parker, Carson, Toliver, Lavender",100949-201496-201502-201911-202650,LAS,58.0,1,1.0,3.0,1.0,1.0,,1.0,,2.0,,,,,,,1.0,,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,0.75,,,,,,,,,,,,49.6551724137931,32.0,26.0,32.0,26.0,,,,1.0,,,,,,,0.2768,,,,,13.8,,,,,,,2.0,,1.0,1.0,,2.0,,,,,,,,,3.0,1.0,1.0,,,,,,,,,,,1.0,,,,,1.0,2.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2016,2016,False
100949-201496-201502-201911-203014,1611661320,"Alana Beard, Candace Parker, Essence Carson, Kristi Toliver, Nneka Ogwumike","Beard, Parker, Carson, Toliver, Ogwumike",100949-201496-201502-201911-203014,LAS,7007.0,9,117.0,46.0,227.0,227.0,18.0,16.0,31.0,454.0,51.0,85.0,7.0,15.0,2.0,4.0,31.0,33.0,73.0,149.0,247.0,201.0,8.0,20.0,31.0,5.0,12.0,19.0,60.0,10.0,15.0,29.0,67.0,4.0,82.0,37.0,119.0,26.0,13.0,4.0,15.0,40.0,2.0,19.0,50.0,19.0,18.0,0.4899328859060403,0.4,0.4166666666666667,0.5073891625615764,0.4230769230769231,0.3611111111111111,0.5420353982300885,0.484375,0.4523809523809524,0.10067114093959731,0.1411764705882353,1.0,0.6504854368932039,0.3815789473684211,0.6610169491525424,0.3302752293577982,0.5588235294117647,0.7272727272727273,93.30098472955616,15.947136563876652,14.920704845814978,15.088105726872246,14.211453744493392,0.4187192118226601,0.6,0.6986301369863014,0.15270935960591134,0.1625615763546798,0.5769230769230769,0.4666666666666667,0.2222222222222222,0.5,0.6847290640394089,0.5186381773399015,0.5465318181818182,0.4604972222222222,0.12550607287449392,0.07692307692307693,6.800000000000001,0.07929515418502203,12.0,47.0,6.0,54.0,6.0,86.0,47.0,43.0,60.0,5.0,137.0,13.0,25.0,21.0,4.0,17.0,11.0,6.0,18.0,216.0,0.589041095890411,0.6323529411764706,0.2660098522167488,0.625,0.36363636363636365,0.375,0.4166666666666667,0.2315270935960591,0.3333333333333333,23.557407407407407,17.0,20.0,41.0,9.0,17.0,7.0,5.0,56.0,52.0,4.0,0.37037037037037035,0.37037037037037035,0.21212121212121213,0.20689655172413793,0.3617021276595745,0.3617021276595745,0.3617021276595745,10.0,5.0,23.0,0.3225806451612903,0.3448275862068966,0.5,0.1036036036036036,0.13690476190476192,3.0,7.0,2.0,6.0,1.0,2.0,6.0,9.0,1.0,6.0,51.0,17.0,14.0,3.0,33.0,1.0,11.0,3.0,3.0,2.0,4.0,3.0,1.0,3.0,7.0,3.0,3.0,4.0,2.0,1.0,1.0,11.0,2.0,3.0,0.85,0.3333333333333333,0.16666666666666666,0.06451612903225806,0.030303030303030304,0.3333333333333333,0.7333333333333333,0.23809523809523808,0.23809523809523808,0.25,0.5161290322580645,0.7,0.7142857142857143,1.0,0.031914893617021274,0.6111111111111112,0.6470588235294118,0.034482758620689655,0.42857142857142855,0.42857142857142855,1.0,0.8235294117647058,0.14285714285714285,0.23076923076923078,0.3333333333333333,1.0,0.16666666666666666,,,,,,,,,,,1611661320,2016,2016,False
100949-201496-201502-201911-203833,1611661320,"Alana Beard, Candace Parker, Essence Carson, Kristi Toliver, Chelsea Gray","Beard, Parker, Carson, Toliver, Gray",100949-201496-201502-201911-203833,LAS,5.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2016,2016,False
100949-201496-201502-202650-203833,1611661320,"Alana Beard, Candace Parker, Essence Carson, Jantel Lavender, Chelsea Gray","Beard, Parker, Carson, Lavender, Gray",100949-201496-201502-202650-203833,LAS,698.0,5,12.0,-16.0,19.0,22.0,2.0,5.0,1.0,41.0,3.0,6.0,,1.0,,1.0,3.0,2.0,5.0,11.0,13.0,29.0,,1.0,,,1.0,3.0,4.0,,,,5.0,,6.0,1.0,7.0,1.0,,,2.0,4.0,,2.0,6.0,3.0,2.0,0.45454545454545453,,,0.40625,,0.375,0.40625,,0.375,,,,0.625,,0.6666666666666666,0.1111111111111111,,1.0,84.58452722063038,19.0,15.318181818181818,18.63157894736842,15.272727272727273,0.375,0.5,0.5,0.1875,0.125,1.0,,0.25,,0.6875,0.4927766666666667,,0.5579500000000001,,0.23076923076923078,6.609090909090909,0.10526315789473684,1.0,4.0,2.0,5.0,3.0,6.0,3.0,3.0,4.0,1.0,9.0,1.0,2.0,1.0,1.0,,,,,13.0,0.6,0.6,0.3125,0.5,0.5,0.5,1.0,0.25,0.5,29.26,1.0,1.0,,,1.0,1.0,,1.0,,,0.2,0.25,0.3333333333333333,,0.25,0.25,0.3333333333333333,1.0,,,0.3333333333333333,0.3333333333333333,,,,,1.0,,,1.0,,,,1.0,,3.0,1.0,1.0,,2.0,,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,1.0,,0.3333333333333333,,,,1.0,,,1.0,0.25,1.0,1.0,,,,0.6666666666666666,0.0625,,,,1.0,,,,,0.5,1.0,1.0,1.0,0.25,,,,,,,1611661320,2016,2016,False
100949-201496-201502-203014-203833,1611661320,"Alana Beard, Candace Parker, Essence Carson, Nneka Ogwumike, Chelsea Gray","Beard, Parker, Carson, Ogwumike, Gray",100949-201496-201502-203014-203833,LAS,1028.0,3,17.0,1.0,29.0,27.0,6.0,15.0,6.0,56.0,10.0,10.0,3.0,3.0,2.0,2.0,10.0,6.0,16.0,26.0,36.0,35.0,4.0,6.0,9.0,3.0,5.0,6.0,26.0,6.0,2.0,6.0,8.0,,9.0,8.0,17.0,,,1.0,2.0,4.0,1.0,3.0,6.0,6.0,6.0,0.6153846153846154,0.6666666666666666,0.6,0.546875,0.6666666666666666,0.42857142857142855,0.5454545454545454,0.6428571428571429,0.42857142857142855,0.07692307692307693,,,1.0,0.6,0.8181818181818182,0.5714285714285714,,1.0,78.44357976653697,18.689655172413794,18.0,17.862068965517242,17.62962962962963,0.3125,1.0,1.0,0.3125,0.1875,0.5,1.0,0.2857142857142857,1.0,0.5,0.45934516129032255,0.364425,0.47035714285714286,0.25,0.16666666666666666,8.365384615384615,0.20689655172413793,1.0,6.0,2.0,6.0,2.0,6.0,5.0,3.0,4.0,,9.0,,2.0,2.0,,,,,,27.0,0.1875,0.23076923076923078,0.1875,0.5,0.16666666666666666,0.16666666666666666,,0.1875,0.2857142857142857,26.7,1.0,1.0,1.0,,1.0,2.0,,5.0,2.0,,0.16666666666666666,0.2,0.5,0.5,0.16666666666666666,0.16666666666666666,0.2,5.0,1.0,1.0,0.5,0.625,0.2,0.030303030303030304,0.037037037037037035,,,,,,,,1.0,,,3.0,1.0,1.0,,2.0,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,,1.0,,,0.2,,,0.3333333333333333,0.6,0.6,,1.0,1.0,0.3333333333333333,,,,0.2,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,1611661320,2016,2016,False
100949-201496-201502-203014-204302,1611661320,"Alana Beard, Candace Parker, Essence Carson, Nneka Ogwumike, Ana Dabovic","Beard, Parker, Carson, Ogwumike, Dabovic",100949-201496-201502-203014-204302,LAS,89.0,1,1.0,4.0,4.0,4.0,,,,8.0,,1.0,,,,,1.0,,1.0,2.0,8.0,4.0,,,,,,,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,0.5,,,0.8333333333333334,,,1.0,,,,,,1.0,,1.0,,,,129.43820224719101,9.75,12.5,9.75,12.5,0.3333333333333333,,,0.3333333333333333,,,,,,0.6666666666666666,0.43379999999999996,,,,,3.85,,,1.0,,1.0,,2.0,1.0,1.0,2.0,,5.0,1.0,,,,,,,,8.0,1.0,1.0,0.3333333333333333,,,,,0.3333333333333333,,23.7,1.0,1.0,3.0,,1.0,,,2.0,3.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.6666666666666666,,,,,,,,,,,3.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1611661320,2016,2016,False
100949-201496-201911-202650-203014,1611661320,"Alana Beard, Candace Parker, Kristi Toliver, Jantel Lavender, Nneka Ogwumike","Beard, Parker, Toliver, Lavender, Ogwumike",100949-201496-201911-202650-203014,LAS,488.0,1,8.0,-3.0,15.0,14.0,8.0,1.0,4.0,29.0,1.0,2.0,1.0,2.0,,1.0,,4.0,3.0,6.0,16.0,19.0,2.0,4.0,4.0,1.0,3.0,7.0,2.0,2.0,1.0,2.0,4.0,,4.0,5.0,9.0,1.0,1.0,,1.0,2.0,1.0,1.0,4.0,7.0,8.0,0.5,0.5,0.3333333333333333,0.375,0.5,0.2777777777777778,0.4444444444444444,0.5,0.35,0.16666666666666666,0.5,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.45454545454545453,,1.0,85.57377049180329,21.133333333333333,12.214285714285714,18.733333333333334,12.214285714285714,0.125,0.5,1.0,,0.25,0.5,0.5,0.1111111111111111,,0.75,0.42541875,0.6338,0.4138722222222222,0.25,0.4375,14.033333333333333,0.5333333333333333,2.0,8.0,5.0,10.0,6.0,4.0,8.0,2.0,4.0,1.0,10.0,,1.0,1.0,,,,,,12.0,0.6666666666666666,1.0,0.625,0.5,0.5,0.5,0.5,0.5,0.5555555555555556,23.47,2.0,2.0,4.0,,2.0,3.0,1.0,5.0,4.0,,0.2,0.2,0.375,0.16666666666666666,0.25,0.25,0.25,,,2.0,,,,0.1111111111111111,0.25,,2.0,,,1.0,,,,1.0,2.0,6.0,2.0,2.0,,1.0,,,,,,1.0,1.0,,,1.0,,,,,,,,,,1.0,,0.16666666666666666,,,,,,1.0,1.0,0.3333333333333333,1.0,,,,,1.0,0.125,,,,1.0,1.0,,,,0.2,1.0,,,0.1111111111111111,,,,,,,1611661320,2016,2016,False
