EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,FoulsDrawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PlusMinus,SecondChanceOffPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,NonHeaveArc3FGA,ShortMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,ShootingFouls,Fouls,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,OffTwoPtRebounds,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,Corner3FGM,Corner3FGA,PtsUnassisted3s,PtsPutbacks,Corner3Assists,FTDefRebounds,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,Charge Fouls Drawn,DefFTReboundPct,OffLongMidRangeReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,AtRimAssists,Steals,BadPassSteals,Travels,BlockingFouls,Charge Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Technical Free Throw Trips,BlockedShortMidRange,SecondChanceFg3Pct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,OffFTReboundPct,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,PenaltyTurnovers,NonShootingPenaltyNonTakeFouls,LiveBallTurnoverPct,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,ShortMidRangePctBlocked,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,BadPassOutOfBoundsTurnovers,SecondChanceAtRimFGM,SecondChanceTurnovers,DefCorner3ReboundPct,SecondChanceAtRimAccuracy,LongMidRangePctBlocked,team_id,year,season,team_vs
1627635-1627678-201881-203832-204322,1611661330,"Carla Cortijo, Bria Holmes, Angel McCoughtry, Markeisha Gatling, Elizabeth Williams","Cortijo, Holmes, McCoughtry, Gatling, Williams",1627635-1627678-201881-203832-204322,ATL,76.0,1,1.0,2.0,2.0,2.0,2.0,4,1.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,75.78947368421053,20.5,17.5,20.5,14.5,1.0,1.0,1.0,1.0,0.3125,0.3125,1.0,21.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2016,2016,True
1627635-1627678-201881-203848-204322,1611661330,"Carla Cortijo, Bria Holmes, Angel McCoughtry, Meighan Simmons, Elizabeth Williams","Cortijo, Holmes, McCoughtry, Simmons, Williams",1627635-1627678-201881-203848-204322,ATL,157.0,1,3.0,5.0,5.0,,,10,,,3.0,3.0,4.0,10.0,4.0,,,,,2.0,1.0,1.0,,2.0,3.0,5.0,,8.0,,,,0.3333333333333333,0.3333333333333333,1.0,,0.75,,0.8333333333333334,,91.71974522292993,11.6,19.8,9.8,19.8,,,,,0.4281125,,,5.333333333333333,,6.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,0.5,1.0,1.0,0.5,0.25,0.5,0.5,0.6,0.2,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2016,2016,True
1627635-1627678-203026-203832-204322,1611661330,"Carla Cortijo, Bria Holmes, Tiffany Hayes, Markeisha Gatling, Elizabeth Williams","Cortijo, Holmes, Hayes, Gatling, Williams",1627635-1627678-203026-203832-204322,ATL,120.0,1,2.0,4.0,3.0,4.0,3.0,7,,,1.0,3.0,2.0,7.0,4.0,1.0,3.0,2.0,7.0,,,1.0,,3.0,1.0,2.0,1.0,5.0,7.0,4.0,1.0,,,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5833333333333334,0.5833333333333334,84.0,17.0,17.333333333333332,16.5,17.333333333333332,,,,,0.57175,0.57175,1.0,2.033333333333333,1.0,3.0,2.0,1.0,3.0,,,2.0,2.0,,1.0,2.0,2.0,2.0,,1.0,,1.0,1.0,2.0,3.0,,2.0,2.0,,,,,0.5,0.4,1.0,,1.0,1.0,0.6666666666666666,1.0,,,,0.6,0.3333333333333333,0.5,,,,,0.4,1.0,,,0.2857142857142857,23.8,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,0.6,0.3333333333333333,0.4,0.5,0.5,0.6361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2016,2016,True
1627678-201492-201881-203026-204322,1611661330,"Bria Holmes, Matee Ajavon, Angel McCoughtry, Tiffany Hayes, Elizabeth Williams","Holmes, Ajavon, McCoughtry, Hayes, Williams",1627678-201492-201881-203026-204322,ATL,313.0,1,5.0,9.0,11.0,,2.0,20,,1.0,3.0,5.0,,15.0,21.0,,,,,2.0,1.0,3.0,,8.0,3.0,2.0,,13.0,,,,0.3333333333333333,0.5,0.6,,0.8333333333333334,,0.75,,92.01277955271566,17.77777777777778,13.909090909090908,17.77777777777778,13.636363636363637,0.1111111111111111,,,,0.4680944444444445,,,10.7,,-6.0,1.0,,,3.0,4.0,3.0,4.0,1.0,1.0,2.0,4.0,3.0,1.0,,1.0,,2.0,1.0,3.0,,3.0,3.0,,1.0,1.0,1.0,1.0,0.4444444444444444,,1.0,,0.5,0.3333333333333333,,,1.0,,,,,0.4444444444444444,0.75,0.75,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.1,0.16666666666666666,0.13333333333333333,23.425,,,,2.0,,,3.0,,,,6.0,2.0,,2.0,1.0,1.0,,,,,0.6666666666666666,0.75,,0.75,,,0.5,,,,0.6666666666666666,0.6666666666666666,0.5,,,,,,0.6666666666666666,0.4471,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.1111111111111111,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2016,2016,True
1627678-201492-201881-203406-204322,1611661330,"Bria Holmes, Matee Ajavon, Angel McCoughtry, Layshia Clarendon, Elizabeth Williams","Holmes, Ajavon, McCoughtry, Clarendon, Williams",1627678-201492-201881-203406-204322,ATL,884.0,2,15.0,27.0,27.0,6.0,3.0,54,,2.0,7.0,20.0,7.0,30.0,30.0,4.0,6.0,,8.0,8.0,4.0,7.0,,17.0,9.0,7.0,3.0,27.0,8.0,6.0,,0.5714285714285714,0.5714285714285714,0.35,0.6666666666666666,0.4791666666666667,0.6666666666666666,0.5370370370370371,0.6666666666666666,87.96380090497738,14.814814814814815,17.925925925925927,14.592592592592593,15.703703703703704,0.08333333333333333,,,,0.4716916666666667,0.4771,0.26666666666666666,6.154999999999999,0.2222222222222222,,1.0,4.0,11.0,3.0,7.0,3.0,4.0,,1.0,3.0,6.0,3.0,1.0,,1.0,6.0,7.0,3.0,10.0,2.0,2.0,9.0,,,,0.75,0.75,0.16666666666666666,0.5454545454545454,0.3333333333333333,,0.5,0.21428571428571427,,0.6,0.3333333333333333,0.16666666666666666,0.4583333333333333,0.36363636363636365,0.4444444444444444,0.2916666666666667,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.125,0.625,,,0.1,25.3,1.0,2.0,3.0,2.0,,,3.0,,,,9.0,2.0,2.0,3.0,2.0,3.0,1.0,,1.0,1.0,1.0,0.75,,0.75,0.1,0.18181818181818182,0.23076923076923078,0.2857142857142857,,1.0,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,0.6666666666666666,,,0.6666666666666666,0.62705,1.0,1.0,,,1.0,,3.0,,3.0,,,,0.041666666666666664,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.6,0.75,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1611661330,2016,2016,True
1627678-201492-201881-203832-204322,1611661330,"Bria Holmes, Matee Ajavon, Angel McCoughtry, Markeisha Gatling, Elizabeth Williams","Holmes, Ajavon, McCoughtry, Gatling, Williams",1627678-201492-201881-203832-204322,ATL,48.0,1,1.0,,1.0,,,1,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,26.0,,26.0,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2016,2016,True
1627678-201492-203026-203832-204322,1611661330,"Bria Holmes, Matee Ajavon, Tiffany Hayes, Markeisha Gatling, Elizabeth Williams","Holmes, Ajavon, Hayes, Gatling, Williams",1627678-201492-203026-203832-204322,ATL,16.0,1,,,1.0,,1.0,1,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,16.0,,16.0,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2016,2016,True
1627678-201492-203026-204322-204334,1611661330,"Bria Holmes, Matee Ajavon, Tiffany Hayes, Elizabeth Williams, Reshanda Gray","Holmes, Ajavon, Hayes, Williams, Gray",1627678-201492-203026-204322-204334,ATL,18.0,1,,2.0,1.0,2.0,1.0,3,,,,,4.0,4.0,,,,4.0,4.0,,,,,,2.0,4.0,2.0,2.0,4.0,2.0,2.0,,,,,,,1.0,1.0,240.0,,18.0,,18.0,,,,,,,1.0,,1.0,4.0,1.0,,,,,,,,,2.0,,,,,,1.0,1.0,1.0,2.0,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,0.5,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1611661330,2016,2016,True
1627678-201492-203406-203832-203848,1611661330,"Bria Holmes, Matee Ajavon, Layshia Clarendon, Markeisha Gatling, Meighan Simmons","Holmes, Ajavon, Clarendon, Gatling, Simmons",1627678-201492-203406-203832-203848,ATL,57.0,1,1.0,3.0,2.0,,,5,,,,2.0,2.0,2.0,3.0,,,,,,,,,,1.0,2.0,,2.0,,,,,,,,,,0.25,,126.31578947368422,15.333333333333334,5.5,13.0,5.5,,,,,0.4032833333333334,,,5.05,,-1.0,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,1.0,,1.0,1.0,2.0,,1.0,1.0,,1.0,,,,0.3333333333333333,,1.0,,1.0,0.3333333333333333,,,1.0,,0.3333333333333333,,,0.3333333333333333,,,,,0.6666666666666666,0.25,0.3333333333333333,,24.1,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.5,,,,,,,1.0,,,,,,0.3475,,1.0,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2016,2016,True
1627678-201492-203406-203832-204322,1611661330,"Bria Holmes, Matee Ajavon, Layshia Clarendon, Markeisha Gatling, Elizabeth Williams","Holmes, Ajavon, Clarendon, Gatling, Williams",1627678-201492-203406-203832-204322,ATL,156.0,1,3.0,6.0,5.0,6.0,2.0,11,,1.0,1.0,4.0,,5.0,6.0,1.0,4.0,,5.0,2.0,1.0,2.0,,5.0,,,,5.0,5.0,6.0,,1.0,1.0,0.25,0.25,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,101.53846153846153,17.833333333333332,9.8,16.333333333333332,9.8,0.16666666666666666,,,,0.34365,0.34365,1.0,7.325,1.0,-1.0,1.0,,1.0,1.0,2.0,2.0,2.0,,1.0,,,2.0,1.0,,,,,1.0,1.0,,1.0,2.0,,,,,,0.3333333333333333,,,,,0.25,,,,,0.16666666666666666,,,0.3333333333333333,0.5,0.5,1.0,0.3333333333333333,0.5,,,,24.8,1.0,,1.0,1.0,1.0,2.0,1.0,,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,0.5,0.5,0.5,0.25,1.0,0.3333333333333333,,,,0.5,0.5,1.0,1.0,0.16666666666666666,,0.3333333333333333,0.5,0.5,0.3486,,,,,,,,,1.0,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1611661330,2016,2016,True
