EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,FtPoints,Points,OpponentPoints,DefThreePtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,BlockingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,TsPct,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,FG3APct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,AtRimAssists,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,Steals,BadPassSteals,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,LongMidRangeFGM,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,LongMidRangeAssists,OffThreePtRebounds,SelfOReb,Charge Fouls Drawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,SelfORebPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Corner3FGM,Corner3FGA,Corner3Assists,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,BlockedShortMidRange,DefShortMidRangeReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,Fg3aBlocked,FTDefRebounds,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,FG3APctBlocked,Arc3PctBlocked,DefFTReboundPct,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,DefCorner3ReboundPct,SecondChanceArc3FGM,SecondChanceFG3M,BadPassOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,Charge Fouls,SecondChanceFg3Pct,ShortMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceFtPoints,PtsUnassisted3s,Offensive Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,FTOffRebounds,LostBallSteals,StepOutOfBoundsTurnovers,OffFTReboundPct,HeaveAttempts,team_id,year,season,team_vs
100342-100937-202634-202658-203825,1611661319,"Becky Hammon, Shameka Christon, Danielle Adams, Danielle Robinson, Kayla McBride","Hammon, Christon, Adams, Robinson, McBride",100342-100937-202634-202658-203825,SAN,79.0,1,1.0,-1.0,3.0,3.0,3.0,6.0,4.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,109.36708860759494,8.0,18.333333333333332,8.0,18.333333333333332,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2014,2014,False
100342-100952-200674-202251-203018,1611661319,"Becky Hammon, Jia Perkins, Sophia Young-Malcolm, Jayne Appel Marinelli, Shenise Johnson","Hammon, Perkins, Young-Malcolm, Appel Marinelli, Johnson",100342-100952-200674-202251-203018,SAN,112.0,2,2.0,-2.0,3.0,2.0,,5.0,,2.0,4.0,,,,,,,,,,1.0,2.0,1.0,2.0,0.25,,,,,64.28571428571428,24.666666666666668,19.0,24.666666666666668,19.0,0.25,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.37595,12.3,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2014,2014,False
100342-100952-200674-202634-202658,1611661319,"Becky Hammon, Jia Perkins, Sophia Young-Malcolm, Danielle Adams, Danielle Robinson","Hammon, Perkins, Young-Malcolm, Adams, Robinson",100342-100952-200674-202634-202658,SAN,217.0,2,4.0,8.0,7.0,7.0,2.0,14.0,4.0,12.0,4.0,,3.0,5.0,,,,1.0,,1.0,2.0,5.0,1.0,8.0,0.6666666666666666,,,0.75,,92.90322580645162,15.571428571428571,15.428571428571429,15.285714285714286,15.142857142857142,0.2222222222222222,0.14285714285714285,,1.0,,1.0,4.0,6.0,1.0,4.0,1.0,2.0,2.0,,4.0,0.5,1.0,0.6666666666666666,0.5714285714285714,0.14285714285714285,0.14285714285714285,,,,,0.14285714285714285,0.8571428571428571,0.5604285714285714,2.316666666666667,23.4,2.0,2.0,4.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,3.0,5.0,4.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.25,0.75,1.0,0.6666666666666666,1.0,1.0,1.0,0.5,1.0,0.7142857142857143,0.8,0.8,0.5,1.0,1.0,1.0,1.0,0.66625,0.4945,0.5,0.3333333333333333,0.4166666666666667,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2014,2014,False
100342-100952-200674-202634-203018,1611661319,"Becky Hammon, Jia Perkins, Sophia Young-Malcolm, Danielle Adams, Shenise Johnson","Hammon, Perkins, Young-Malcolm, Adams, Johnson",100342-100952-200674-202634-203018,SAN,489.0,2,8.0,-4.0,14.0,14.0,,28.0,1.0,14.0,18.0,1.0,3.0,6.0,,,,1.0,,1.0,2.0,2.0,1.0,12.0,0.4117647058823529,,0.5,0.6,0.5,82.45398773006134,17.642857142857142,17.285714285714285,17.142857142857142,15.714285714285714,0.058823529411764705,0.07142857142857142,,,4.0,3.0,5.0,13.0,3.0,8.0,3.0,4.0,5.0,,11.0,0.8,0.8,0.38461538461538464,0.40625,0.1875,,,,,0.25,0.1875,0.75,0.53568125,6.1923076923076925,23.766666666666666,,3.0,3.0,9.0,,2.0,,,1.0,3.0,2.0,,,,,2.0,,2.0,2.0,2.0,3.0,1.0,1.0,,,,,,,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,0.6666666666666666,0.25,0.3,0.3333333333333333,,1.0,0.5,,0.5625,0.3333333333333333,0.42857142857142855,0.6666666666666666,0.6666666666666666,,,,0.5008,,,0.14285714285714285,,,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.15384615384615385,0.2222222222222222,0.5,0.5,0.125,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2014,2014,False
100342-100952-200674-202634-203825,1611661319,"Becky Hammon, Jia Perkins, Sophia Young-Malcolm, Danielle Adams, Kayla McBride","Hammon, Perkins, Young-Malcolm, Adams, McBride",100342-100952-200674-202634-203825,SAN,290.0,1,5.0,7.0,10.0,9.0,3.0,19.0,,15.0,8.0,,5.0,5.0,2.0,2.0,3.0,1.0,,1.0,1.0,,,15.0,1.0714285714285714,0.6666666666666666,,0.7142857142857143,,94.3448275862069,13.5,17.22222222222222,13.5,16.666666666666668,,,2.0,2.0,,,6.0,6.0,1.0,6.0,,3.0,4.0,1.0,9.0,0.5,0.5,1.0,1.0714285714285714,0.14285714285714285,0.2857142857142857,1.0,1.0,0.5,,,0.7142857142857143,0.5558214285714286,3.233333333333333,22.5,6.0,,4.0,4.0,,,3.0,3.0,,,,4.0,4.0,,8.0,6.0,,2.0,,5.0,,,,,2.0,,2.0,1.0,8.0,6.0,,1.0,,1.0,,1.0,0.7142857142857143,,,,,1.0,0.5,0.5,0.5714285714285714,1.0,1.0,0.5,,,0.75,1.0,,0.587275,,,0.5333333333333333,0.6,,,1.0,3.0,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.6666666666666666,0.14285714285714285,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2014,2014,False
100342-100952-202251-202634-203018,1611661319,"Becky Hammon, Jia Perkins, Jayne Appel Marinelli, Danielle Adams, Shenise Johnson","Hammon, Perkins, Appel Marinelli, Adams, Johnson",100342-100952-202251-202634-203018,SAN,86.0,1,1.0,-1.0,2.0,3.0,,5.0,,2.0,3.0,1.0,2.0,3.0,,,,1.0,,1.0,,,,,0.3333333333333333,,1.0,1.0,1.0,83.72093023255813,27.0,10.666666666666666,26.0,8.0,,,,1.0,1.0,,1.0,3.0,,,,,,,,,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,,,,0.3333333333333333,,0.3333333333333333,0.4262666666666666,9.566666666666666,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,2.0,,,,,2.0,2.0,,1.0,1.0,1.0,,,,,,,,,,1.0,,1.0,,1.0,,1.0,0.5,0.5,,1.0,,1.0,,0.3333333333333333,1.0,1.0,,1.0,1.0,,,0.5978,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2014,2014,False
100342-100952-202251-202634-203825,1611661319,"Becky Hammon, Jia Perkins, Jayne Appel Marinelli, Danielle Adams, Kayla McBride","Hammon, Perkins, Appel Marinelli, Adams, McBride",100342-100952-202251-202634-203825,SAN,44.0,1,1.0,-4.0,1.0,2.0,,3.0,,,4.0,,,,,,,,,,,,,,,,,,,98.18181818181819,25.0,9.5,25.0,9.5,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,0.6186,0.9,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2014,2014,False
100342-100952-202634-202658-203825,1611661319,"Becky Hammon, Jia Perkins, Danielle Adams, Danielle Robinson, Kayla McBride","Hammon, Perkins, Adams, Robinson, McBride",100342-100952-202634-202658-203825,SAN,133.0,1,2.0,3.0,4.0,4.0,4.0,8.0,,7.0,4.0,,1.0,4.0,,,,,,2.0,,,,5.0,0.5,,,,,86.61654135338345,11.75,21.5,9.5,15.75,,,1.0,1.0,1.0,3.0,2.0,3.0,4.0,,3.0,,1.0,,3.0,,,0.6666666666666666,0.5,0.5714285714285714,0.14285714285714285,1.0,1.0,,0.14285714285714285,0.42857142857142855,0.7142857142857143,0.44118571428571424,9.6,24.225,4.0,1.0,,1.0,,,,1.0,1.0,1.0,2.0,2.0,3.0,,7.0,4.0,2.0,,,,3.0,,,,,,,,7.0,4.0,1.0,0.6666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.5,,,0.75,,,,,,0.14285714285714285,,,,,,0.14285714285714285,,0.67305,0.44118571428571424,,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,1.0,1.0,,3.0,1.0,,1.0,0.25,0.25,,,1.0,1.0,0.3333333333333333,1.0,1.0,,0.3333333333333333,0.5,1.0,0.3333333333333333,,1.0,,,,,,,0.14285714285714285,,,,1.0,1.0,1.0,1.0,3.0,2.0,1.0,4.0,1.0,1.0,2.0,0.25,0.25,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.42857142857142855,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2014,2014,False
100342-200674-202251-202658-203018,1611661319,"Becky Hammon, Sophia Young-Malcolm, Jayne Appel Marinelli, Danielle Robinson, Shenise Johnson","Hammon, Young-Malcolm, Appel Marinelli, Robinson, Johnson",100342-200674-202251-202658-203018,SAN,79.0,1,1.0,,2.0,3.0,,5.0,,2.0,2.0,2.0,2.0,2.0,,,,,,,1.0,,,2.0,0.5,,1.0,0.6666666666666666,1.0,91.13924050632912,17.5,14.666666666666666,17.5,13.333333333333334,,,,1.0,,,1.0,2.0,,,,,,,,,,0.5,0.5,,0.5,,,,,,0.5,0.4984,2.85,,,,1.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2014,2014,False
100342-200674-202251-202658-203825,1611661319,"Becky Hammon, Sophia Young-Malcolm, Jayne Appel Marinelli, Danielle Robinson, Kayla McBride","Hammon, Young-Malcolm, Appel Marinelli, Robinson, McBride",100342-200674-202251-202658-203825,SAN,277.0,2,5.0,-10.0,8.0,7.0,4.0,15.0,,3.0,13.0,,1.0,3.0,1.0,,3.0,1.0,2.0,4.0,1.0,,,,0.21428571428571427,0.3333333333333333,,0.5,,77.97833935018052,20.375,16.285714285714285,19.0,16.0,,,,2.0,2.0,1.0,,6.0,1.0,,1.0,,1.0,,3.0,,,,0.21428571428571427,0.14285714285714285,0.2857142857142857,,,,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.42485,8.700000000000001,23.9,2.0,2.0,,2.0,,,,,,,3.0,,1.0,,3.0,,,,2.0,1.0,2.0,,,,,,,,3.0,2.0,,,1.5,0.75,1.5,0.75,0.5,0.3333333333333333,0.3333333333333333,,1.0,,0.5,,0.2857142857142857,,,,,,,,0.58125,0.466775,,1.0,1.0,0.25,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,0.16666666666666666,,,,,,,,1.0,1.0,1.0,1.0,,,,2.0,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,1.0,,0.5,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,1611661319,2014,2014,False
