EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,BlockingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3Frequency,SecondChanceArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,NonHeaveArc3FGM,ShortMidRangeAssists,PenaltyTurnovers,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefShortMidRangeReboundPct,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,OffCorner3ReboundPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFtPoints,HeaveAttempts,FTDefRebounds,SelfOReb,SecondChanceTurnovers,2pt And 1 Free Throw Trips,Blocked2s,BlockedShortMidRange,Blocks,DefFTReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,LongMidRangeFGM,PtsAssisted3s,Fg2aBlocked,ThreePtAssists,Arc3Assists,LongMidRangeAssists,DeadBallTurnovers,Travels,Charge Fouls,Offensive Fouls,Charge Fouls Drawn,BlockedAtRim,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,Assisted3sPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefAtRimReboundPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3PctAssisted,Offensive Fouls Drawn,Blocked3s,BlockedArc3,PenaltyCorner3FGM,PenaltyCorner3FGA,Corner3Assists,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Technical Free Throw Trips,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,LongMidRangePctBlocked,BadPassOutOfBoundsTurnovers,BlockingFoulsDrawn,SecondChanceAtRimPctAssisted,DefCorner3ReboundPct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,StepOutOfBoundsTurnovers,Loose Ball Fouls Drawn,SecondChanceCorner3FGA,PtsPutbacks,Fg3aBlocked,FTOffRebounds,Defensive 3 Seconds Violations,FG3APctBlocked,Corner3PctBlocked,OffFTReboundPct,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawn,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,3SecondViolations,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,team_id,year,season,team_vs
100720-201067-201518-202252-203015,1611661328,"Sue Bird, Camille Little, Crystal Langhorne, Alysha Clark, Shekinna Stricklen","Bird, Little, Langhorne, Clark, Stricklen",100720-201067-201518-202252-203015,SEA,422.0,4,7.0,-3.0,12.0,12.0,2.0,24.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,7.0,1.0,3.0,3.0,10.0,13.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,7.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,4.0,2.0,8.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.5,0.35,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.3,1.0,1.0,0.2,0.5,1.0,0.8,0.42857142857142855,0.3333333333333333,1.0,1.0,0.5,81.8957345971564,20.583333333333332,14.583333333333334,18.0,13.833333333333334,0.2,0.5,0.5,1.0,0.2,0.5,0.5,0.3,0.1,1.0,1.0,0.2,0.3333333333333333,0.5,0.440065,0.489875,0.16666666666666666,0.2222222222222222,0.2,10.6,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2014,2014,False
100720-100919-201049-202270-203015,1611661328,"Sue Bird, Nicole Powell, Noelle Quinn, Angel Robinson, Shekinna Stricklen","Bird, Powell, Quinn, Robinson, Stricklen",100720-100919-201049-202270-203015,SEA,327.0,2,5.0,3.0,11.0,11.0,,22.0,1.0,1.0,1.0,2.0,1.0,,,3.0,,2.0,4.0,1.0,3.0,4.0,11.0,8.0,,,,,4.0,,3.0,3.0,2.0,2.0,1.0,4.0,,,,2.0,2.0,,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,,,1.0,2.0,4.0,1.0,11.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,,0.5,,0.6111111111111112,,0.42857142857142855,1.0,1.0,,,,1.0,,,,1.0,,96.88073394495413,14.727272727272727,15.0,14.727272727272727,15.0,0.14285714285714285,1.0,1.0,1.0,0.2857142857142857,0.5,0.5,0.14285714285714285,,,,0.42857142857142855,,0.5714285714285714,0.43517857142857147,,0.125,0.2,,8.9,24.233333333333334,9.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,9.0,1.0,1.0,2.0,1.0,9.0,9.0,1.0,0.5,0.5,0.5833333333333334,0.6428571428571429,1.0,1.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,1.0,0.3333333333333333,0.5,0.3333333333333333,0.4418583333333333,0.8181818181818182,0.8181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2014,2014,False
101024-201049-201067-202626-203015,1611661328,"Temeka Johnson, Noelle Quinn, Camille Little, Jenna O'Hea, Shekinna Stricklen","Johnson, Quinn, Little, O'Hea, Stricklen",101024-201049-201067-202626-203015,SEA,53.0,1,1.0,-5.0,2.0,2.0,1.0,4.0,,1.0,,,1.0,,1.0,,,,2.0,,1.0,,,5.0,,1.0,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,1.0,,0.3333333333333333,,,,,108.67924528301887,20.5,6.0,16.0,6.0,0.3333333333333333,,,,,,,0.3333333333333333,0.3333333333333333,,,,,0.6666666666666666,0.5049666666666667,,,,,11.55,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2014,2014,False
101024-201067-202252-202626-203015,1611661328,"Temeka Johnson, Camille Little, Alysha Clark, Jenna O'Hea, Shekinna Stricklen","Johnson, Little, Clark, O'Hea, Stricklen",101024-201067-202252-202626-203015,SEA,461.0,2,8.0,-7.0,13.0,14.0,4.0,27.0,3.0,5.0,2.0,5.0,1.0,,,3.0,1.0,5.0,11.0,,3.0,2.0,12.0,19.0,2.0,2.0,1.0,5.0,2.0,8.0,,2.0,1.0,1.0,1.0,2.0,,4.0,,2.0,4.0,4.0,8.0,,,,2.0,2.0,,2.0,1.0,,2.0,5.0,3.0,1.0,7.0,0.2,0.2,,,0.45454545454545453,1.0,0.35714285714285715,0.6666666666666666,0.4,0.8333333333333334,0.21428571428571427,1.0,0.5,0.6666666666666666,,,0.4,0.5,1.0,,0.6666666666666666,,84.33839479392624,19.692307692307693,14.642857142857142,17.076923076923077,12.571428571428571,0.35714285714285715,0.6,0.6,0.3333333333333333,0.35714285714285715,0.4,0.4,0.07142857142857142,,,,0.21428571428571427,0.3333333333333333,0.5714285714285714,0.4931076923076923,0.55725,0.07142857142857142,0.09090909090909091,0.4166666666666667,6.0636363636363635,33.06666666666667,6.0,2.0,3.0,4.0,,,1.0,4.0,7.0,,1.0,,8.0,,,,1.0,8.0,6.0,,,0.5714285714285714,0.5,0.5,,,,,0.5,0.75,0.125,,,0.51466875,0.6666666666666666,0.46153846153846156,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,0.125,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2014,2014,False
100919-101024-101030-201067-203015,1611661328,"Nicole Powell, Temeka Johnson, Tanisha Wright, Camille Little, Shekinna Stricklen","Powell, Johnson, Wright, Little, Stricklen",100919-101024-101030-201067-203015,SEA,1021.0,9,17.0,10.0,33.0,28.0,3.0,61.0,1.0,3.0,2.0,6.0,4.0,,2.0,8.0,1.0,5.0,13.0,5.0,10.0,10.0,35.0,25.0,,,1.0,2.0,6.0,4.0,,8.0,3.0,8.0,1.0,21.0,1.0,2.0,6.0,5.0,11.0,3.0,14.0,2.0,2.0,,4.0,3.0,1.0,8.0,2.0,1.0,8.0,8.0,10.0,5.0,33.0,0.6,0.6,0.5,0.5,0.38461538461538464,,0.5434782608695652,,0.625,0.5,0.43478260869565216,0.5,0.625,0.25,1.0,0.2,0.7857142857142857,0.23076923076923078,,0.3333333333333333,0.6666666666666666,1.0,86.03330068560236,17.0,16.428571428571427,16.21212121212121,14.714285714285714,0.13043478260869565,0.3333333333333333,0.5,1.0,0.2608695652173913,0.3333333333333333,0.4,0.17391304347826086,0.08695652173913043,,,0.34782608695652173,1.0,0.5652173913043478,0.4479478260869565,,0.17857142857142858,0.2777777777777778,0.05714285714285714,9.938461538461537,23.919999999999998,,1.0,,,5.0,,,,,,,,,5.0,1.0,,,,,,,,,,0.6666666666666666,0.5,0.625,0.625,,,,,0.625,,,,,,,2.0,,,,1.0,,2.0,1.0,2.0,,0.5,0.25,,,,2.0,15.0,2.0,5.0,5.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.15384615384615385,0.3333333333333333,0.16666666666666666,0.5,0.5,0.5,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2014,2014,False
100919-101024-101030-201518-203015,1611661328,"Nicole Powell, Temeka Johnson, Tanisha Wright, Crystal Langhorne, Shekinna Stricklen","Powell, Johnson, Wright, Langhorne, Stricklen",100919-101024-101030-201518-203015,SEA,184.0,3,3.0,-2.0,4.0,4.0,,8.0,1.0,2.0,,,1.0,,,2.0,,1.0,3.0,,2.0,,2.0,4.0,,,,,2.0,,,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,2.0,,,,2.0,1.0,1.0,,,0.3333333333333333,,0.2,,0.2,,0.4,1.0,,0.5,1.0,,0.5,0.3333333333333333,,,,1.0,62.60869565217391,28.0,18.0,27.75,18.0,0.4,0.5,0.5,1.0,,,,0.2,,,,0.4,,0.8,0.4328125,,,,,7.966666666666666,44.2,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2014,2014,False
100919-101024-101030-202270-203015,1611661328,"Nicole Powell, Temeka Johnson, Tanisha Wright, Angel Robinson, Shekinna Stricklen","Powell, Johnson, Wright, Robinson, Stricklen",100919-101024-101030-202270-203015,SEA,83.0,1,1.0,-2.0,3.0,2.0,1.0,5.0,,,,2.0,,,,1.0,1.0,,2.0,,1.0,,,2.0,,,1.0,,,,,1.0,,,,,1.0,1.0,,,,2.0,2.0,,,,,,,2.0,,,2.0,1.0,,,,,,,,,,,,,,0.3333333333333333,,,0.5,,1.0,,0.6666666666666666,,1.0,,,86.74698795180723,17.333333333333332,15.5,16.0,15.5,,,,,0.6666666666666666,,,,,,,0.3333333333333333,1.0,0.3333333333333333,0.3994166666666667,0.43695,,,,7.4,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.5,,,,,,1.0,,,,2.0,,,1.0,,,,,,0.5,,0.5,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2014,2014,False
100919-101024-201067-202252-202626,1611661328,"Nicole Powell, Temeka Johnson, Camille Little, Alysha Clark, Jenna O'Hea","Powell, Johnson, Little, Clark, O'Hea",100919-101024-201067-202252-202626,SEA,326.0,1,5.0,-6.0,11.0,10.0,2.0,21.0,2.0,5.0,,2.0,2.0,,,3.0,,2.0,9.0,1.0,3.0,,7.0,13.0,,2.0,,,2.0,2.0,,3.0,1.0,2.0,1.0,5.0,,2.0,1.0,1.0,3.0,2.0,5.0,1.0,1.0,,1.0,1.0,,1.0,2.0,,3.0,1.0,,,7.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.2222222222222222,,0.2916666666666667,,0.2916666666666667,,0.25,1.0,1.0,0.2857142857142857,0.5,,0.6666666666666666,0.2222222222222222,,,1.0,0.5,92.76073619631902,15.545454545454545,15.5,14.636363636363637,13.5,0.4166666666666667,0.4,0.5,0.5,0.16666666666666666,,,0.16666666666666666,,,,0.25,,0.6666666666666666,0.5116833333333334,0.4879,,,,6.766666666666667,23.266666666666666,2.0,4.0,,,1.0,,,,1.0,,,,,1.0,,1.0,,,2.0,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,0.3333333333333333,0.3709,,0.18181818181818182,,,1.0,,,1.0,,,,,,1.0,1.0,0.3333333333333333,0.5,,0.5,,,3.0,1.0,1.0,1.0,,,,,,,,,,1.0,0.1111111111111111,0.2,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2014,2014,False
100919-101024-201518-202626-203015,1611661328,"Nicole Powell, Temeka Johnson, Crystal Langhorne, Jenna O'Hea, Shekinna Stricklen","Powell, Johnson, Langhorne, O'Hea, Stricklen",100919-101024-201518-202626-203015,SEA,402.0,5,7.0,-8.0,13.0,12.0,1.0,25.0,2.0,6.0,,1.0,,2.0,2.0,3.0,,2.0,7.0,2.0,5.0,2.0,12.0,20.0,,1.0,,,4.0,,,3.0,2.0,4.0,2.0,10.0,,1.0,2.0,2.0,4.0,1.0,5.0,,,,,,,1.0,2.0,,5.0,3.0,2.0,1.0,12.0,1.0,1.0,0.4,0.4,0.2857142857142857,,0.4166666666666667,,0.46153846153846156,,0.4166666666666667,,0.4,0.2,1.0,,0.5714285714285714,0.125,,,0.5,1.0,89.55223880597015,13.692307692307692,18.666666666666668,13.384615384615385,17.5,0.5,0.3333333333333333,0.5,1.0,0.08333333333333333,,,,0.16666666666666666,1.0,1.0,0.25,,0.9166666666666666,0.505275,0.5637,0.07692307692307693,0.125,,2.814285714285714,23.619999999999997,2.0,8.0,,,,,1.0,,,1.0,2.0,,3.0,,,,,3.0,2.0,,0.5,,0.75,0.75,0.5,,,,,,0.5,,,0.536175,0.25,0.15384615384615385,,,1.0,,,,,,,,,,,0.25,,,1.0,,,6.0,3.0,2.0,,,1.0,,,,,,,1.0,1.0,0.42857142857142855,0.3333333333333333,1.0,,,,,,,,,,1.0,1.0,2.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2014,2014,False
100919-101024-201049-202252-202270,1611661328,"Nicole Powell, Temeka Johnson, Noelle Quinn, Alysha Clark, Angel Robinson","Powell, Johnson, Quinn, Clark, Robinson",100919-101024-201049-202252-202270,SEA,117.0,2,2.0,-1.0,4.0,5.0,,9.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,3.0,3.0,,1.0,,6.0,7.0,,,,,2.0,4.0,,1.0,1.0,1.0,,2.0,,,,,1.0,,1.0,,,,,,,,,,,,,,6.0,0.3333333333333333,0.3333333333333333,,,1.0,,0.75,,0.75,,0.25,,,,,,,,,,,,110.76923076923077,15.0,11.4,15.0,10.8,0.25,1.0,1.0,,0.25,1.0,1.0,0.25,,,,0.25,,0.5,0.4676,,,,,9.233333333333333,24.2,2.0,,,,,,1.0,1.0,1.0,,1.0,,2.0,,,,,2.0,2.0,,,1.0,0.5,0.5,,,,,,,0.5,,,0.428,0.3333333333333333,0.5,,,,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2014,2014,False
