EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2A,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,PenaltyDefPoss,ShortMidRangeFGM,ShortMidRangeAssists,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3FGA,FG3A,NonHeaveArc3FGA,OffThreePtRebounds,DefThreePtRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Defensive 3 Seconds Violations,FG3APct,LiveBallTurnoverPct,DefThreePtReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Arc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,PenaltyOffPoss,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGA,FG3M,FtPoints,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,PtsPutbacks,ThreePtAssists,Corner3Assists,LongMidRangeAssists,SelfOReb,LostBallTurnovers,Travels,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls Drawn,BlockingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,ShortMidRangePctBlocked,DefAtRimReboundPct,SelfORebPct,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,Charge Fouls,Arc3FGM,PenaltyArc3FGM,NonHeaveArc3FGM,Arc3Assists,BlockingFouls,Offensive Fouls,Technical Free Throw Trips,NonShootingFoulsDrawn,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,BlocksRecoveredPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,FTDefRebounds,DefFTReboundPct,Loose Ball Fouls Drawn,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,BlockedShortMidRange,OffFTReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3FGA,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,SecondChanceArc3Frequency,Blocked3s,BlockedArc3,DefCorner3ReboundPct,HeaveAttempts,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,BlockedLongMidRange,OffCorner3ReboundPct,ThreePtShootingFoulsDrawnPct,Charge Fouls Drawn,LongMidRangePctBlocked,Fg3aBlocked,3SecondViolations,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedCorner3,Clear Path Fouls,team_id,year,season,team_vs
100915-101020-200671-203016-203024,1611661324,"Lindsay Whalen, Tan White, Seimone Augustus, Devereaux Peters, Damiris Dantas","Whalen, White, Augustus, Peters, Dantas",100915-101020-200671-203016-203024,MIN,239.0,3,4.0,-6.0,7.0,7.0,2.0,14.0,1.0,4.0,2.0,1.0,1.0,4.0,2.0,9.0,4.0,10.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,0.5,0.5,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.25,1.0,0.2857142857142857,1.0,0.2857142857142857,0.3333333333333333,0.3333333333333333,1.0,84.35146443514644,21.142857142857142,13.0,18.428571428571427,13.0,0.4444444444444444,0.25,0.3333333333333333,1.0,0.1111111111111111,0.4444444444444444,0.25,0.25,1.0,0.4444444444444444,0.45095555555555555,0.5577,9.399999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2014,2014,False
100915-100944-101020-202257-203016,1611661324,"Lindsay Whalen, Rebekkah Brunson, Tan White, Monica Wright, Devereaux Peters","Whalen, Brunson, White, Wright, Peters",100915-100944-101020-202257-203016,MIN,38.0,1,1.0,-1.0,1.0,1.0,,2.0,,,,1.0,,,1.0,1.0,2.0,3.0,,2.0,,,1.0,1.0,,2.0,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,75.78947368421053,28.0,10.0,28.0,10.0,,,,,1.0,,,,,,0.304,,12.9,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2014,2014,False
100915-101019-101020-203024-203409,1611661324,"Lindsay Whalen, Janel McCarville, Tan White, Damiris Dantas, Lindsey Moore","Whalen, McCarville, White, Dantas, Moore",100915-101019-101020-203024-203409,MIN,233.0,1,4.0,-1.0,8.0,7.0,2.0,15.0,2.0,3.0,,2.0,,2.0,3.0,7.0,6.0,7.0,,4.0,2.0,,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,6.0,0.6666666666666666,0.6666666666666666,0.42857142857142855,0.375,0.375,,,0.3333333333333333,0.25,0.4,0.4,,,,92.70386266094421,13.125,18.285714285714285,12.5,16.714285714285715,0.375,0.6666666666666666,0.6666666666666666,1.0,0.25,0.25,,,,0.5,0.52091875,,8.571428571428571,,1.0,,0.5,0.5,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.125,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.125,0.125,0.14285714285714285,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2014,2014,False
100915-101020-202257-202632-203016,1611661324,"Lindsay Whalen, Tan White, Monica Wright, Maya Moore, Devereaux Peters","Whalen, White, Wright, Moore, Peters",100915-101020-202257-202632-203016,MIN,911.0,7,15.0,,29.0,28.0,5.0,57.0,3.0,6.0,1.0,4.0,4.0,11.0,8.0,21.0,28.0,28.0,3.0,6.0,10.0,1.0,3.0,5.0,,12.0,5.0,4.0,9.0,5.0,14.0,2.0,7.0,20.0,0.375,0.42857142857142855,0.38095238095238093,0.4583333333333333,0.4827586206896552,0.047619047619047616,,0.4,0.4166666666666667,0.5294117647058824,0.38461538461538464,0.3333333333333333,0.3333333333333333,,90.09879253567509,13.413793103448276,18.642857142857142,12.482758620689655,16.607142857142858,0.25,0.5,0.5,,0.16666666666666666,0.4583333333333333,0.36363636363636365,0.36363636363636365,0.3333333333333333,0.375,0.43962083333333335,0.3908666666666667,11.104761904761904,10.0,1.0,,0.25,0.3333333333333333,,1.0,3.0,1.0,,5.0,3.0,1.0,2.0,2.0,1.0,,3.0,5.0,,7.0,11.0,1.0,6.0,1.0,0.125,0.4,0.7142857142857143,,0.6666666666666666,,1.0,0.7142857142857143,0.041666666666666664,0.20689655172413793,0.23076923076923078,22.833333333333332,19.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,3.0,2.0,8.0,7.0,16.0,2.0,3.0,3.0,23.0,6.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,19.0,2.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.4375,1.0,0.5263157894736842,0.8,0.5227272727272727,0.25,0.2,0.08333333333333333,0.75,0.08333333333333333,1.0,1.0,1.0,1.0,0.2631578947368421,0.4,0.10526315789473684,1.0,0.05263157894736842,0.4412421052631579,0.2857142857142857,0.8214285714285714,0.6551724137931034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2014,2014,False
101019-101020-200671-202632-203859,1611661324,"Janel McCarville, Tan White, Seimone Augustus, Maya Moore, Asia Taylor","McCarville, White, Augustus, Moore, Taylor",101019-101020-200671-202632-203859,MIN,236.0,1,4.0,-7.0,9.0,8.0,,17.0,,1.0,,2.0,,2.0,1.0,5.0,2.0,9.0,,,2.0,,,,,,,2.0,4.0,,4.0,,2.0,2.0,,,0.2,0.16666666666666666,0.16666666666666666,,,0.6666666666666666,,0.8,,,,1.0,103.72881355932203,11.11111111111111,17.0,11.11111111111111,16.25,0.16666666666666666,,,,0.3333333333333333,0.3333333333333333,,,,0.3333333333333333,0.4684083333333333,,11.24,,1.0,,0.5,0.5,,1.0,1.0,1.0,,2.0,,,,1.0,,,1.0,2.0,,1.0,,,,,0.16666666666666666,0.5,1.0,,,,1.0,1.0,0.16666666666666666,,,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2014,2014,False
100915-100944-101019-101020-202632,1611661324,"Lindsay Whalen, Rebekkah Brunson, Janel McCarville, Tan White, Maya Moore","Whalen, Brunson, McCarville, White, Moore",100915-100944-101019-101020-202632,MIN,732.0,3,12.0,3.0,23.0,23.0,2.0,46.0,1.0,3.0,1.0,2.0,5.0,6.0,7.0,11.0,29.0,26.0,2.0,10.0,4.0,1.0,5.0,6.0,1.0,13.0,1.0,6.0,8.0,2.0,10.0,2.0,8.0,27.0,0.7142857142857143,0.7142857142857143,0.6363636363636364,0.6071428571428571,0.7,0.09090909090909091,,0.75,0.25,0.8,0.3333333333333333,0.5,,0.6666666666666666,90.49180327868854,17.47826086956522,14.347826086956522,16.130434782608695,14.217391304347826,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,0.14285714285714285,0.42857142857142855,0.8333333333333334,0.8333333333333334,0.5,0.42857142857142855,0.42621785714285715,0.4591,10.627272727272727,7.0,1.0,1.0,0.5,1.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,,1.0,2.0,1.0,1.0,3.0,5.0,,11.0,14.0,1.0,4.0,,0.21428571428571427,0.4,1.0,0.5,,0.5,1.0,1.0,0.21428571428571427,0.23529411764705882,0.2857142857142857,23.7,10.0,,,,,,,,1.0,1.0,12.0,1.0,,2.0,,2.0,1.0,1.0,6.0,9.0,3.0,,1.0,,3.0,,1.0,,3.0,,2.0,1.0,1.0,1.0,1.0,8.0,9.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.5,,0.5,0.5,0.5,0.6428571428571429,0.5,0.75,,0.6,,,,,,,,,,0.3333333333333333,0.39263333333333333,0.06896551724137931,0.3103448275862069,0.43478260869565216,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2014,2014,False
100915-101019-101020-200671-203859,1611661324,"Lindsay Whalen, Janel McCarville, Tan White, Seimone Augustus, Asia Taylor","Whalen, McCarville, White, Augustus, Taylor",100915-101019-101020-200671-203859,MIN,331.0,3,6.0,1.0,10.0,10.0,2.0,20.0,1.0,2.0,,2.0,2.0,5.0,4.0,9.0,12.0,11.0,2.0,2.0,6.0,1.0,1.0,1.0,,2.0,2.0,1.0,3.0,2.0,5.0,2.0,3.0,10.0,0.25,0.25,0.4444444444444444,0.4444444444444444,0.5454545454545454,0.1111111111111111,0.5,0.5,0.4,0.5,0.4,1.0,0.3333333333333333,,87.00906344410876,17.5,15.6,15.9,14.6,0.2222222222222222,0.5,1.0,,0.2222222222222222,0.5555555555555556,0.4,0.4,,0.2222222222222222,0.434,0.36935,11.122222222222222,3.0,1.0,,0.5,0.5,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,,2.0,4.0,,2.0,,,,0.5,,,,1.0,0.5,,0.18181818181818182,0.18181818181818182,,,,,,,,,,,,4.0,1.0,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.5,,0.5,,0.5,,,,,0.5,,,,,,,,,,,,0.16666666666666666,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2014,2014,False
100915-101019-101020-202257-203024,1611661324,"Lindsay Whalen, Janel McCarville, Tan White, Monica Wright, Damiris Dantas","Whalen, McCarville, White, Wright, Dantas",100915-101019-101020-202257-203024,MIN,160.0,2,3.0,5.0,5.0,6.0,,11.0,1.0,1.0,,1.0,,2.0,2.0,4.0,7.0,2.0,,2.0,2.0,,1.0,2.0,1.0,5.0,,4.0,4.0,,4.0,,,7.0,0.5,0.5,0.5,0.7,0.7,,,1.0,,1.0,,,,1.0,99.0,13.8,15.166666666666666,13.8,15.166666666666666,0.2,1.0,1.0,1.0,0.2,0.4,,,,0.4,0.48405,,11.775,,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,2.0,,,,,0.2,,,,,,1.0,,0.2,,,23.0,,,,,,,,,,1.0,,,,,,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2014,2014,False
100915-101019-101020-203016-203834,1611661324,"Lindsay Whalen, Janel McCarville, Tan White, Devereaux Peters, Tricia Liston","Whalen, McCarville, White, Peters, Liston",100915-101019-101020-203016-203834,MIN,537.0,6,9.0,-18.0,15.0,15.0,2.0,30.0,1.0,3.0,,2.0,,4.0,1.0,9.0,9.0,27.0,1.0,,2.0,1.0,,2.0,,6.0,2.0,1.0,1.0,2.0,3.0,2.0,6.0,6.0,,,0.1111111111111111,0.2857142857142857,0.2857142857142857,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.25,0.25,0.18181818181818182,0.5,0.25,,80.44692737430168,20.466666666666665,15.333333333333334,19.133333333333333,14.066666666666666,0.21428571428571427,0.3333333333333333,0.5,,0.14285714285714285,0.2857142857142857,,,,0.5714285714285714,0.4111714285714286,0.35945,9.722222222222221,2.0,,,,,,4.0,5.0,4.0,,,,,,3.0,,1.0,,3.0,,,1.0,,,1.0,0.35714285714285715,1.0,,,,,,,0.2857142857142857,,,24.8,5.0,,,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,,,3.0,,4.0,1.0,1.0,,3.0,6.0,,2.0,1.0,,,2.0,,1.0,,,,,,,3.0,5.0,1.0,1.0,0.4,1.0,0.4,,,0.75,0.3,0.75,0.3,,1.0,,,0.07142857142857142,1.0,1.0,1.0,,0.4,,0.2,1.0,,0.42478,0.3333333333333333,0.3333333333333333,0.3333333333333333,,1.0,,1.0,1.0,,,1.0,,,,,0.25,0.25,1.0,,0.25,,,,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2014,2014,False
100915-101019-202257-203024-203834,1611661324,"Lindsay Whalen, Janel McCarville, Monica Wright, Damiris Dantas, Tricia Liston","Whalen, McCarville, Wright, Dantas, Liston",100915-101019-202257-203024-203834,MIN,323.0,3,5.0,-2.0,10.0,9.0,1.0,19.0,3.0,5.0,1.0,1.0,,2.0,3.0,8.0,11.0,13.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,2.0,1.0,3.0,,2.0,8.0,0.3333333333333333,0.5,0.375,0.5,0.5,0.125,0.2,0.3333333333333333,0.2,0.4,0.2,0.5,,1.0,84.70588235294117,16.9,17.11111111111111,16.9,16.22222222222222,0.5555555555555556,0.6,0.75,0.3333333333333333,0.1111111111111111,0.2222222222222222,,,1.0,0.6666666666666666,0.5538111111111111,0.6006,5.6375,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,3.0,5.0,1.0,3.0,,0.1111111111111111,,0.5,,,,,0.5,0.1111111111111111,0.2727272727272727,0.3,23.1,,1.0,,,,,,,,1.0,2.0,1.0,1.0,3.0,,,,,,,3.0,2.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,1.5,,,,,,,,,,1.0,,,,,,,0.2727272727272727,,,,1.0,,1.0,1.0,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2014,2014,False
