EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGM,SecondChanceArc3FGA,ShortMidRangeAssists,LostBallOutOfBoundsTurnovers,BlockingFoulsDrawn,Technical Free Throw Trips,Blocked3s,BlockedArc3,OffCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PtsUnassisted3s,RecoveredBlocks,BlocksRecoveredPct,Defensive 3 Seconds Violations,FTOffRebounds,OffFTReboundPct,BlockedLongMidRange,LongMidRangePctBlocked,Charge Fouls,PenaltyCorner3FGM,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,3SecondViolations,Corner3PctBlocked,BlockedCorner3,team_id,year,season,team_vs
100646-201503-201896-201919-202640,1611661325,"Tamika Catchings, Erlana Larkins, Briann January, Shavonte Zellous, Karima Christmas-Kelly","Catchings, Larkins, January, Zellous, Christmas-Kelly",100646-201503-201896-201919-202640,IND,3090.0,10,52.0,3.0,86.0,89.0,37.0,36.0,14.0,175.0,14.0,26.0,4.0,4.0,7.0,12.0,4.0,12.0,11.0,22.0,3.0,5.0,1.0,1.0,1.0,3.0,7.0,2.0,4.0,29.0,60.0,6.0,12.0,19.0,95.0,92.0,5.0,7.0,1.0,1.0,1.0,14.0,11.0,25.0,2.0,5.0,13.0,41.0,24.0,34.0,18.0,4.0,1.0,6.0,3.0,7.0,1.0,12.0,6.0,18.0,3.0,3.0,6.0,6.0,42.0,3.0,11.0,9.0,17.0,2.0,28.0,14.0,42.0,1.0,7.0,4.0,3.0,8.0,2.0,5.0,8.0,3.0,3.0,16.0,4.0,5.0,9.0,2.0,30.0,4.0,1.0,24.0,1.0,1.0,2.0,24.0,2.0,11.0,2.0,2.0,1.0,1.0,2.0,81.0,41.0,37.0,3.0,2.0,0.41379310344827586,0.4444444444444444,1.0,0.5,1.0,0.4,0.5454545454545454,0.48333333333333334,0.7142857142857143,0.44,0.5277777777777778,0.8125,0.4666666666666667,0.572289156626506,0.7777777777777778,0.5540540540540541,0.16666666666666666,0.08333333333333333,0.11666666666666667,0.19230769230769232,0.16666666666666666,0.14285714285714285,0.5,0.6666666666666666,0.6296296296296297,0.36666666666666664,0.6923076923076923,0.6,0.65,0.4,0.5833333333333334,0.375,0.1,1.0,0.6363636363636364,0.5,0.7,0.6666666666666666,0.7142857142857143,0.037037037037037035,81.55339805825243,17.36046511627907,17.9438202247191,16.267441860465116,16.10112359550562,0.3611111111111111,0.5384615384615384,0.6666666666666666,0.42857142857142855,0.16666666666666666,0.3333333333333333,0.4,0.3055555555555556,0.5,0.5,0.5454545454545454,0.06944444444444445,0.6,0.6,1.0,0.09722222222222222,0.42857142857142855,0.5,1.0,0.5,1.0,0.25,0.125,1.0,1.0,0.4,0.5833333333333334,0.03333333333333333,0.13333333333333333,0.5,0.5277777777777778,0.5,0.45302605633802817,0.4966785714285714,0.46223793103448274,0.13580246913580246,0.15942028985507245,0.14736842105263157,0.43157894736842106,9.305,26.025000000000002,0.43023255813953487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2014,2014,True
201503-201896-202640-203039-203827,1611661325,"Erlana Larkins, Briann January, Karima Christmas-Kelly, Sydney Carter, Natasha Howard","Larkins, January, Christmas-Kelly, Carter, Howard",201503-201896-202640-203039-203827,IND,2000.0,5,33.0,1.0,66.0,64.0,28.0,24.0,10.0,130.0,9.0,13.0,1.0,2.0,5.0,6.0,2.0,10.0,4.0,10.0,,2.0,,,1.0,5.0,17.0,3.0,12.0,15.0,33.0,5.0,19.0,13.0,58.0,57.0,2.0,4.0,1.0,1.0,3.0,10.0,6.0,15.0,3.0,13.0,5.0,26.0,16.0,14.0,15.0,2.0,1.0,16.0,5.0,1.0,1.0,8.0,5.0,13.0,5.0,,4.0,3.0,31.0,5.0,5.0,5.0,12.0,4.0,21.0,10.0,31.0,,9.0,5.0,4.0,13.0,,11.0,4.0,2.0,1.0,17.0,2.0,6.0,4.0,,19.0,3.0,1.0,11.0,,,,17.0,,5.0,3.0,1.0,1.0,,2.0,48.0,26.0,28.0,3.0,3.0,0.5333333333333333,0.5714285714285714,1.0,0.2631578947368421,1.0,0.23076923076923078,0.2777777777777778,0.45454545454545453,0.5,0.4,0.4326923076923077,0.7,0.375,0.475,0.625,0.41935483870967744,0.36538461538461536,0.05263157894736842,0.030303030303030304,0.07692307692307693,,0.058823529411764705,0.7647058823529411,0.8,0.7058823529411765,0.2777777777777778,0.5555555555555556,0.45454545454545453,0.6538461538461539,0.3448275862068966,0.25,0.5,,0.3333333333333333,0.4,0.8,0.8571428571428571,0.625,,,93.6,13.924242424242424,16.890625,13.545454545454545,14.78125,0.25,0.6923076923076923,0.75,0.4444444444444444,0.19230769230769232,0.2,0.2,0.19230769230769232,0.4,0.4,0.75,0.038461538461538464,,,,0.3269230769230769,0.29411764705882354,0.3125,1.0,0.4,0.5,,,,,0.21428571428571427,0.8333333333333334,0.03571428571428571,0.42857142857142855,0.25,0.6153846153846154,0.3125,0.44759166666666667,0.4478333333333333,0.44245208333333336,0.08771929824561403,0.13157894736842105,0.1724137931034483,0.4482758620689655,8.512121212121212,29.736842105263158,0.42424242424242425,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.2,1.0,1.0,,,,,,,,,,,,,,,,,,1611661325,2014,2014,True
201889-202640-202663-203039-203406,1611661325,"Marissa Coleman, Karima Christmas-Kelly, Krystal Thomas, Sydney Carter, Layshia Clarendon","Coleman, Christmas-Kelly, Thomas, Carter, Clarendon",201889-202640-202663-203039-203406,IND,106.0,1,2.0,1.0,4.0,4.0,4.0,4.0,1.0,8.0,1.0,2.0,1.0,1.0,1.0,2.0,,2.0,,,,,,,,,,,,1.0,4.0,,,2.0,4.0,3.0,1.0,1.0,,,,2.0,1.0,4.0,,,2.0,4.0,,2.0,,2.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,2.0,1.0,3.0,,1.0,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,2.0,,,1.0,,,,,2.0,4.0,4.0,1.0,1.0,,,,,,,,0.25,1.0,0.25,0.25,1.0,0.25,0.4,1.0,0.4,,,,,,,,,1.0,0.3333333333333333,0.5,,0.6666666666666666,0.3333333333333333,1.0,,,,,,1.0,1.0,,,108.67924528301887,11.0,15.5,11.0,14.5,0.5,0.5,0.5,,0.5,,,,,,,,,,,,,,,1.0,1.0,,,,,0.5,0.5,,,,0.5,,0.370475,0.4083,0.370475,,,0.5,1.0,3.775,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2014,2014,True
100646-201896-201919-202640-202663,1611661325,"Tamika Catchings, Briann January, Shavonte Zellous, Karima Christmas-Kelly, Krystal Thomas","Catchings, January, Zellous, Christmas-Kelly, Thomas",100646-201896-201919-202640-202663,IND,257.0,3,4.0,3.0,8.0,8.0,,,1.0,16.0,1.0,2.0,1.0,1.0,,,,2.0,,2.0,,,,,,1.0,4.0,,,1.0,6.0,1.0,4.0,,5.0,2.0,1.0,2.0,,,,2.0,,,,,,,,2.0,,,,4.0,1.0,,,,,,,,,,,,2.0,,5.0,,5.0,2.0,7.0,,,,,,,,,,,,,,,,2.0,,,2.0,,,2.0,,,,,1.0,1.0,,1.0,3.0,,,,,,,,0.25,,,0.25,0.16666666666666666,0.5,,0.25,0.5,,0.25,0.5,,0.4,,,,,,,,0.625,0.4,,,0.625,0.25,,0.5,0.5,,0.6666666666666666,,0.5,,,,89.64980544747083,15.125,17.0,14.125,12.875,0.2,0.5,0.5,,0.2,,,0.2,,,,,,,,0.4,0.25,0.25,,0.5,1.0,,,,,,,,,,0.6,0.25,0.49616499999999997,0.54705,,,,0.4,,7.7,23.4,,,,,,,,,,,,,,,3.0,1.0,1.0,,,,,,,,,,,,,,,1611661325,2014,2014,True
100646-201896-201919-202640-203827,1611661325,"Tamika Catchings, Briann January, Shavonte Zellous, Karima Christmas-Kelly, Natasha Howard","Catchings, January, Zellous, Christmas-Kelly, Howard",100646-201896-201919-202640-203827,IND,223.0,1,4.0,5.0,7.0,7.0,2.0,,1.0,14.0,3.0,5.0,,1.0,2.0,2.0,,1.0,,1.0,,,,,,,,,,3.0,7.0,,,2.0,8.0,3.0,,3.0,,,,,2.0,2.0,,,,4.0,,6.0,,,,,,3.0,,,,,,,,,,,2.0,,3.0,,3.0,2.0,5.0,,2.0,2.0,,1.0,,,2.0,1.0,,3.0,1.0,,,,,,,2.0,,,,2.0,,1.0,,,,,,8.0,4.0,2.0,,,,,,,,,,0.42857142857142855,,1.0,0.42857142857142855,,1.0,0.5,,1.0,,,0.42857142857142855,0.4,1.0,,0.3333333333333333,,1.0,1.0,,,0.75,1.0,1.0,1.0,,,1.0,1.0,,,,,90.40358744394618,13.428571428571429,18.428571428571427,10.714285714285714,17.857142857142858,0.7142857142857143,0.6,1.0,,0.14285714285714285,,,0.14285714285714285,,,,,,,,,,,,0.3333333333333333,,,,,,1.0,1.0,,,,0.7142857142857143,,0.47027142857142856,0.4267666666666667,0.51325,0.125,0.125,,0.5,5.2,,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2014,2014,True
100646-201919-203039-203041-203843,1611661325,"Tamika Catchings, Shavonte Zellous, Sydney Carter, Lynetta Kizer, Maggie Lucas","Catchings, Zellous, Carter, Kizer, Lucas",100646-201919-203039-203041-203843,IND,9.0,1,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2014,2014,True
201503-201889-201896-202640-203843,1611661325,"Erlana Larkins, Marissa Coleman, Briann January, Karima Christmas-Kelly, Maggie Lucas","Larkins, Coleman, January, Christmas-Kelly, Lucas",201503-201889-201896-202640-203843,IND,223.0,3,4.0,,8.0,8.0,2.0,4.0,1.0,16.0,1.0,2.0,,,,1.0,1.0,3.0,1.0,3.0,,,,,,,,,,3.0,8.0,,,,6.0,6.0,1.0,1.0,,,,2.0,1.0,2.0,,,,2.0,4.0,2.0,,,,,,,,2.0,,2.0,,,1.0,1.0,4.0,,,1.0,2.0,,3.0,,3.0,,1.0,,1.0,,,,,,,,,,2.0,,3.0,,,,,,,,,,,,,,,4.0,2.0,2.0,,,0.6666666666666666,0.6666666666666666,,,,,,0.375,1.0,0.5,0.375,1.0,0.5,0.375,1.0,0.5,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,1.0,,,103.31838565022422,13.875,14.0,13.125,13.75,0.25,0.5,0.5,1.0,0.375,0.3333333333333333,0.3333333333333333,0.375,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,0.5,,,,,0.25,,0.4110125,0.3615,0.38885,,,0.3333333333333333,0.3333333333333333,10.725,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2014,2014,True
100646-201503-201919-203039-203843,1611661325,"Tamika Catchings, Erlana Larkins, Shavonte Zellous, Sydney Carter, Maggie Lucas","Catchings, Larkins, Zellous, Carter, Lucas",100646-201503-201919-203039-203843,IND,63.0,2,1.0,-2.0,3.0,3.0,1.0,2.0,1.0,6.0,,1.0,,,,,,,1.0,2.0,,,,,,,,,,1.0,3.0,,,,2.0,4.0,,1.0,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,137.14285714285714,10.333333333333334,10.666666666666666,7.0,10.666666666666666,0.3333333333333333,,,,,,,0.6666666666666666,0.5,0.5,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,0.36743333333333333,0.3783,0.3783,,,,,14.1,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2014,2014,True
100646-201503-201919-203406-203843,1611661325,"Tamika Catchings, Erlana Larkins, Shavonte Zellous, Layshia Clarendon, Maggie Lucas","Catchings, Larkins, Zellous, Clarendon, Lucas",100646-201503-201919-203406-203843,IND,139.0,2,2.0,-2.0,4.0,4.0,3.0,,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,1.0,2.0,,,4.0,6.0,8.0,1.0,1.0,,,,2.0,1.0,2.0,,,2.0,4.0,,2.0,,2.0,,,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,2.0,1.0,,,,,1.0,,1.0,,,1.0,,1.0,,,1.0,,,2.0,,,,4.0,,1.0,1.0,,,,,4.0,4.0,3.0,,1.0,,,,,,,,0.5,1.0,0.5,0.5,1.0,0.5,0.75,1.0,0.6666666666666666,,,,,,,,,1.0,1.0,,,1.0,1.0,,1.0,,,,1.0,,,,1.0,82.87769784172662,19.5,15.25,19.0,15.25,0.5,1.0,1.0,,0.5,,,,,,,,,,,,,,,1.0,1.0,,,,,0.5,1.0,,,,0.5,,0.45245,0.5726,0.45245,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,3.7,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2014,2014,True
100646-201896-201919-202663-203827,1611661325,"Tamika Catchings, Briann January, Shavonte Zellous, Krystal Thomas, Natasha Howard","Catchings, January, Zellous, Thomas, Howard",100646-201896-201919-202663-203827,IND,89.0,1,1.0,,4.0,4.0,,3.0,,8.0,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,,,1.0,2.0,,1.0,,2.0,2.0,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,1.0,,,1.0,,2.0,,,,1.0,,1.0,,1.0,,1.0,1.0,,,,,1.0,,1.0,1.0,,,1.0,,2.0,,,1.0,,,1.0,,,,,,,,,2.0,,,1.0,,1.0,1.0,,,,,,0.5,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,129.43820224719101,10.5,11.75,10.5,11.75,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,0.6666666666666666,,0.41296666666666665,,,,,,,6.0,23.9,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1611661325,2014,2014,True
