EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,FG3M,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,LongMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,FTDefRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallTurnovers,Travels,ShootingFouls,NonShootingFoulsDrawn,3SecondViolations,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,PenaltyFtPoints,Offensive Fouls Drawn,StepOutOfBoundsTurnovers,Charge Fouls Drawn,BlockingFoulsDrawn,Technical Free Throw Trips,OffCorner3ReboundPct,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,SecondChanceTurnovers,Charge Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Corner3FGM,Corner3Assists,NonShootingPenaltyNonTakeFoulsDrawn,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,BlockingFouls,PenaltyCorner3FGA,PenaltyCorner3Frequency,team_id,year,season,team_vs
100812-101023-201881-202623-203830,1611661330,"Erika de Souza, Sancho Lyttle, Angel McCoughtry, Aneika Morello, Shoni Schimmel","de Souza, Lyttle, McCoughtry, Morello, Schimmel",100812-101023-201881-202623-203830,ATL,159.0,1,3.0,5.0,5.0,5.0,4.0,5.0,1.0,10,3.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,5.0,1.0,1.0,9.0,4.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,6.0,8.0,1.0,4.0,4.0,3.0,1.0,8.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,6.0,6.0,4.0,1.0,1.0,1.0,0.8,1.0,1.0,0.6666666666666666,1.0,0.75,0.75,1.5,0.75,0.16666666666666666,0.6,1.0,0.6,1.0,1.0,0.5,1.0,0.5,90.56603773584906,1.0,13.4,18.4,13.2,15.8,0.5,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,0.16666666666666666,1.0,1.0,1.0,0.5,1.0,0.25,0.6666666666666666,0.53126,0.6735,0.5358999999999999,0.16666666666666666,0.2,0.3333333333333333,0.6666666666666666,4.88,40.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2014,2014,False
100812-101023-201881-202662-203026,1611661330,"Erika de Souza, Sancho Lyttle, Angel McCoughtry, Jasmine Thomas, Tiffany Hayes","de Souza, Lyttle, McCoughtry, Thomas, Hayes",100812-101023-201881-202662-203026,ATL,1837.0,3,31.0,-11.0,54.0,56.0,4.0,13.0,10.0,110,15.0,20.0,4.0,6.0,2.0,2.0,3.0,10.0,5.0,1.0,23.0,46.0,6.0,10.0,59.0,70.0,5.0,10.0,4.0,14.0,2.0,4.0,1.0,4.0,26.0,4.0,13.0,14.0,8.0,1.0,29.0,12.0,9.0,14.0,13.0,27.0,5.0,,9.0,1.0,20.0,1.0,11.0,14.0,,6.0,2.0,2.0,,2.0,,45.0,4.0,3.0,3.0,0.5652173913043478,0.6190476190476191,0.5,0.5,0.5,0.47115384615384615,0.5,0.4,0.5,0.5384615384615384,0.3333333333333333,0.11538461538461539,0.5625,0.5217391304347826,0.5454545454545454,0.48148148148148145,0.42857142857142855,0.6666666666666666,0.25,0.6666666666666666,86.22754491017965,,15.833333333333334,17.535714285714285,14.425925925925926,16.410714285714285,0.38461538461538464,0.75,0.7894736842105263,0.5333333333333333,0.19230769230769232,0.3,0.375,0.3333333333333333,0.09615384615384616,0.6,0.6666666666666666,0.5,0.4,1.0,0.2,0.5,0.5009490196078431,0.5434555555555556,0.54025,0.10344827586206896,0.11538461538461539,0.23728813559322035,0.06779661016949153,8.617391304347825,33.233333333333334,0.07407407407407407,5.0,16.0,1.0,1.0,1.0,20.0,3.0,4.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,3.0,2.0,2.0,6.0,3.0,3.0,4.0,3.0,2.0,2.0,1.0,11.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.2,0.06521739130434782,0.05,0.2,0.4444444444444444,0.6666666666666666,0.5,0.25,0.8,0.45454545454545453,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.08333333333333333,0.3076923076923077,0.3125,0.3125,0.8,0.019230769230769232,0.2,0.2,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2014,2014,False
100812-101023-201881-202662-203830,1611661330,"Erika de Souza, Sancho Lyttle, Angel McCoughtry, Jasmine Thomas, Shoni Schimmel","de Souza, Lyttle, McCoughtry, Thomas, Schimmel",100812-101023-201881-202662-203830,ATL,539.0,2,9.0,1.0,21.0,22.0,3.0,7.0,3.0,43,3.0,9.0,2.0,3.0,,1.0,1.0,1.0,3.0,,4.0,13.0,3.0,7.0,18.0,17.0,2.0,3.0,,4.0,,1.0,,3.0,,3.0,,1.0,,,3.0,3.0,6.0,9.0,3.0,12.0,2.0,,4.0,,4.0,,8.0,8.0,,2.0,1.0,1.0,,1.0,1.0,14.0,,1.0,,,,0.3076923076923077,0.6666666666666666,,0.34375,0.6666666666666666,,0.45,0.6666666666666666,0.5,0.1875,1.0,0.3333333333333333,0.6666666666666666,0.2727272727272727,,1.0,1.0,1.0,114.87940630797775,1.0,10.952380952380953,14.045454545454545,10.761904761904763,13.181818181818182,0.5625,0.3333333333333333,0.375,,0.0625,1.0,1.0,,0.1875,1.0,0.6666666666666666,,1.0,,,0.75,0.54871875,0.6927,0.643,0.1111111111111111,0.13333333333333333,0.2222222222222222,0.16666666666666666,5.638461538461538,23.599999999999998,0.14285714285714285,,3.0,,1.0,1.0,8.0,3.0,4.0,,1.0,1.0,1.0,1.0,,,2.0,1.0,,4.0,4.0,,2.0,2.0,1.0,1.0,,3.0,2.0,,,1.0,0.3333333333333333,0.3333333333333333,0.07692307692307693,0.1111111111111111,,0.5,1.0,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,,,0.1875,,,,,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1611661330,2014,2014,False
100812-101023-201881-203026-203820,1611661330,"Erika de Souza, Sancho Lyttle, Angel McCoughtry, Tiffany Hayes, Celine Dumerc","de Souza, Lyttle, McCoughtry, Hayes, Dumerc",100812-101023-201881-203026-203820,ATL,965.0,1,16.0,5.0,30.0,30.0,2.0,,4.0,60,5.0,14.0,3.0,6.0,,,2.0,4.0,2.0,,12.0,25.0,3.0,5.0,32.0,27.0,3.0,6.0,,6.0,1.0,2.0,,2.0,12.0,2.0,6.0,7.0,2.0,,15.0,5.0,10.0,14.0,6.0,20.0,1.0,,6.0,,8.0,,9.0,6.0,1.0,3.0,,,,,,26.0,2.0,2.0,,0.5,0.6666666666666666,0.48,0.5,0.5,0.48214285714285715,0.5,0.5,0.5166666666666667,0.5,0.5,0.10714285714285714,0.8333333333333334,0.38461538461538464,0.8125,0.4,0.5,1.0,0.8,0.8333333333333334,89.53367875647669,,14.366666666666667,17.8,13.566666666666666,16.733333333333334,0.5,0.35714285714285715,0.35714285714285715,0.4,0.14285714285714285,0.5,0.6666666666666666,,0.07142857142857142,1.0,0.5,,,,,0.6071428571428571,0.5243749999999999,0.65794,0.3859,0.1,0.1111111111111111,0.1875,0.0625,6.712000000000001,23.366666666666664,0.06666666666666667,5.0,7.0,1.0,1.0,1.0,12.0,3.0,6.0,,1.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,3.0,1.0,1.0,,5.0,,2.0,3.0,,2.0,,,,1.0,0.3333333333333333,0.3333333333333333,0.04,,0.25,0.8333333333333334,1.0,0.75,0.5,0.4444444444444444,,,0.75,,0.21428571428571427,0.25,0.7142857142857143,0.7142857142857143,0.8,0.03571428571428571,0.5,0.5,1.0,0.5,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1611661330,2014,2014,False
100812-101023-201881-203026-203830,1611661330,"Erika de Souza, Sancho Lyttle, Angel McCoughtry, Tiffany Hayes, Shoni Schimmel","de Souza, Lyttle, McCoughtry, Hayes, Schimmel",100812-101023-201881-203026-203830,ATL,446.0,3,7.0,1.0,13.0,12.0,9.0,1.0,2.0,25,2.0,3.0,1.0,2.0,,1.0,,1.0,4.0,2.0,4.0,8.0,4.0,1.0,12.0,11.0,1.0,2.0,,2.0,2.0,6.0,2.0,8.0,6.0,4.0,3.0,4.0,2.0,,9.0,1.0,2.0,5.0,2.0,7.0,2.0,,2.0,1.0,4.0,,5.0,2.0,,1.0,,,,,,10.0,8.0,9.0,,0.75,0.75,0.5,0.5,0.3333333333333333,0.4583333333333333,0.5,0.4375,0.46153846153846156,0.5,0.4444444444444444,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,,,1.0,0.5,80.71748878923766,,16.846153846153847,18.916666666666668,16.53846153846154,17.416666666666668,0.25,0.6666666666666666,1.0,1.0,0.08333333333333333,,,,0.3333333333333333,1.0,0.5,1.0,0.125,,0.25,0.5833333333333334,0.45624166666666666,0.4983,0.36638125,0.07692307692307693,0.1111111111111111,0.16666666666666666,0.6666666666666666,10.1125,23.35,0.6923076923076923,2.0,4.0,,1.0,1.0,2.0,3.0,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,,1.0,,,,,1.0,2.0,,1.0,,1.0,0.25,0.25,0.125,0.3333333333333333,,,1.0,0.6666666666666666,0.3333333333333333,,1.0,0.3333333333333333,0.5,1.0,,0.3333333333333333,0.5,0.5,0.5,,0.25,0.25,1.0,0.25,1.0,1.0,,,,,,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,1611661330,2014,2014,False
100812-101023-202623-202662-203026,1611661330,"Erika de Souza, Sancho Lyttle, Aneika Morello, Jasmine Thomas, Tiffany Hayes","de Souza, Lyttle, Morello, Thomas, Hayes",100812-101023-202623-202662-203026,ATL,30.0,1,,-2.0,1.0,1.0,,,,2,,1.0,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,,21.0,9.0,21.0,9.0,1.0,,,,,,,,,,,,,,,1.0,0.6452,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2014,2014,False
100812-101023-202623-202662-203830,1611661330,"Erika de Souza, Sancho Lyttle, Aneika Morello, Jasmine Thomas, Shoni Schimmel","de Souza, Lyttle, Morello, Thomas, Schimmel",100812-101023-202623-202662-203830,ATL,46.0,1,1.0,,2.0,2.0,,2.0,1.0,4,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,125.21739130434781,,10.5,12.5,10.5,12.5,,,,,,,,,1.0,,,,,,,1.0,0.447,,,,,,,,23.8,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1611661330,2014,2014,False
100812-101023-202623-203026-203830,1611661330,"Erika de Souza, Sancho Lyttle, Aneika Morello, Tiffany Hayes, Shoni Schimmel","de Souza, Lyttle, Morello, Hayes, Schimmel",100812-101023-202623-203026-203830,ATL,143.0,2,2.0,-6.0,5.0,6.0,,,,11,,,,,,,1.0,2.0,,,1.0,2.0,,,2.0,8.0,,,,,,,,,2.0,,1.0,1.0,,1.0,2.0,,2.0,2.0,,2.0,2.0,,3.0,,1.0,,1.0,,,,,,,,,2.0,,,,1.0,1.0,0.5,,,0.5,,,0.5,,,,1.0,,1.0,,,1.0,1.0,,110.76923076923077,,12.4,13.5,12.4,13.5,,,,,1.0,0.5,0.5,1.0,,,,,,,,,0.3615,,,,,,,7.65,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,1.0,,1.0,1.0,,1.0,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2014,2014,False
100812-101023-202662-203026-203830,1611661330,"Erika de Souza, Sancho Lyttle, Jasmine Thomas, Tiffany Hayes, Shoni Schimmel","de Souza, Lyttle, Thomas, Hayes, Schimmel",100812-101023-202662-203026-203830,ATL,265.0,2,4.0,5.0,9.0,8.0,,4.0,1.0,17,2.0,4.0,1.0,1.0,,,,1.0,2.0,,2.0,5.0,2.0,2.0,9.0,4.0,1.0,1.0,,2.0,,,,,2.0,2.0,1.0,2.0,1.0,,5.0,1.0,1.0,4.0,1.0,5.0,1.0,,1.0,,3.0,1.0,3.0,2.0,,1.0,,,,,,7.0,,,,0.5,1.0,0.4,1.0,,0.5,1.0,,0.5625,1.0,,0.2857142857142857,0.5,0.3333333333333333,0.8,0.25,,,,0.5,92.37735849056604,,15.0,16.25,14.88888888888889,15.125,0.5714285714285714,0.5,0.6666666666666666,0.5,0.14285714285714285,,,,0.2857142857142857,1.0,1.0,,,,,0.8571428571428571,0.5374,0.6303,,0.125,0.16666666666666666,0.2222222222222222,,2.58,24.2,,,,,1.0,1.0,2.0,3.0,2.0,,1.0,1.0,1.0,1.0,,,3.0,,,,,,,,,,,,,,,1.0,0.5,0.5,0.2,0.25,,,,1.0,,0.5,,,1.0,,,,,,,,0.5,0.5,1.0,0.5,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,1611661330,2014,2014,False
100812-101023-203026-203820-203830,1611661330,"Erika de Souza, Sancho Lyttle, Tiffany Hayes, Celine Dumerc, Shoni Schimmel","de Souza, Lyttle, Hayes, Dumerc, Schimmel",100812-101023-203026-203820-203830,ATL,53.0,1,1.0,,2.0,1.0,2.0,1.0,,3,,1.0,,,,1.0,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,81.50943396226415,,18.0,17.0,18.0,17.0,0.5,,,,,,,,,,,,0.5,,,0.5,0.4243,,0.4243,,,,,10.0,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2014,2014,False
