EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFtPoints,PtsPutbacks,LostBallOutOfBoundsTurnovers,Charge Fouls Drawn,Technical Free Throw Trips,NonShootingFoulsDrawn,BlockedShortMidRange,3SecondViolations,NonShootingPenaltyNonTakeFoulsDrawn,OffCorner3ReboundPct,DefCorner3ReboundPct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,BlockingFouls,Blocked3s,BlockedCorner3,Defensive 3 Seconds Violations,FTOffRebounds,OffFTReboundPct,BlockingFoulsDrawn,HeaveAttempts,Charge Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGA,HeaveMakes,Fg3aBlocked,BlockedArc3,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,team_id,year,season,team_vs
100396-200665-201502-202250-203813,1611661313,"DeLisha Milton-Jones, Cappie Pondexter, Essence Carson, Tina Charles, Anna Cruz","Milton-Jones, Pondexter, Carson, Charles, Cruz",100396-200665-201502-202250-203813,NYL,3876.0,12,65.0,-1.0,126.0,130.0,13.0,22.0,16.0,256.0,17.0,28.0,2.0,4.0,2.0,2.0,7.0,23.0,11.0,40.0,2.0,3.0,7.0,21.0,2.0,3.0,1.0,4.0,35.0,91.0,9.0,24.0,11.0,108.0,109.0,3.0,9.0,2.0,3.0,4.0,16.0,5.0,6.0,1.0,4.0,13.0,40.0,30.0,24.0,3.0,21.0,7.0,8.0,20.0,8.0,28.0,6.0,2.0,11.0,5.0,4.0,64.0,2.0,17.0,9.0,39.0,2.0,50.0,19.0,69.0,2.0,13.0,6.0,7.0,11.0,4.0,4.0,10.0,7.0,1.0,2.0,21.0,3.0,1.0,14.0,25.0,1.0,2.0,23.0,2.0,5.0,16.0,2.0,9.0,3.0,2.0,1.0,3.0,3.0,92.0,13.0,13.0,1.0,0.5714285714285714,0.5714285714285714,0.8888888888888888,0.375,0.6666666666666666,0.25,0.375,0.38461538461538464,0.3333333333333333,0.8333333333333334,0.4217391304347826,0.5,0.65,0.4426229508196721,0.5333333333333333,0.65,0.20869565217391303,0.08791208791208792,0.07142857142857142,0.13043478260869565,0.075,0.5238095238095238,1.0,0.7358490566037735,0.30357142857142855,1.0,0.13333333333333333,0.7741935483870968,0.2676056338028169,0.2727272727272727,0.3125,0.3103448275862069,0.14285714285714285,0.5714285714285714,0.7368421052631579,0.85,1.0,0.031746031746031744,95.10835913312694,1.0,15.19047619047619,15.092307692307692,14.238095238095237,14.623076923076923,0.24347826086956523,0.6071428571428571,0.6538461538461539,0.6470588235294118,0.2,0.30434782608695654,0.35,0.7142857142857143,0.34782608695652173,0.275,0.2972972972972973,0.36363636363636365,0.02608695652173913,0.6666666666666666,0.6666666666666666,1.0,0.1826086956521739,0.3333333333333333,0.3333333333333333,0.8571428571428571,0.3333333333333333,0.5,0.5,0.25,0.6666666666666666,1.0,0.2,1.0,0.4,0.25,0.45217391304347826,0.3333333333333333,0.4653195652173913,0.4736181818181819,0.42956000000000005,0.07377049180327869,0.09183673469387756,0.14814814814814814,0.12037037037037036,10.14065934065934,23.5,0.10317460317460317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2014,2014,False
100396-200665-202250-202652-203813,1611661313,"DeLisha Milton-Jones, Cappie Pondexter, Tina Charles, Alex Montgomery, Anna Cruz","Milton-Jones, Pondexter, Charles, Montgomery, Cruz",100396-200665-202250-202652-203813,NYL,3772.0,16,63.0,-25.0,117.0,118.0,36.0,37.0,15.0,235.0,16.0,27.0,3.0,5.0,5.0,8.0,11.0,35.0,12.0,32.0,4.0,8.0,4.0,8.0,,1.0,,1.0,39.0,94.0,8.0,16.0,12.0,114.0,139.0,6.0,13.0,,1.0,2.0,14.0,8.0,25.0,2.0,5.0,29.0,44.0,34.0,21.0,3.0,8.0,4.0,7.0,22.0,7.0,29.0,3.0,4.0,7.0,6.0,9.0,65.0,1.0,17.0,8.0,27.0,2.0,37.0,18.0,55.0,2.0,9.0,6.0,3.0,13.0,3.0,9.0,8.0,4.0,,,21.0,3.0,6.0,15.0,26.0,3.0,2.0,23.0,,3.0,16.0,3.0,6.0,3.0,1.0,,3.0,2.0,100.0,29.0,36.0,2.0,0.5641025641025641,0.6285714285714286,0.875,0.5,,0.4,0.5,0.4148936170212766,0.46153846153846156,0.32,0.4636363636363636,0.42857142857142855,0.36666666666666664,0.4870689655172414,0.5,0.4264705882352941,0.14545454545454545,0.07446808510638298,0.037037037037037035,0.17142857142857143,,0.6190476190476191,1.0,0.6585365853658537,0.3090909090909091,0.7272727272727273,0.14285714285714285,0.6730769230769231,0.2903225806451613,0.36363636363636365,0.16666666666666666,0.45,,0.5333333333333333,0.6666666666666666,0.7647058823529411,0.7,0.03636363636363636,89.71367974549311,0.6666666666666666,16.418803418803417,15.686440677966102,15.205128205128204,14.76271186440678,0.24545454545454545,0.5925925925925926,0.6153846153846154,0.4375,0.3181818181818182,0.3142857142857143,0.3793103448275862,0.5454545454545454,0.2909090909090909,0.375,0.375,0.75,0.07272727272727272,0.5,0.5,1.0,0.07272727272727272,0.5,0.5,0.75,0.35714285714285715,0.6,,0.07142857142857142,,,0.26666666666666666,0.625,0.03333333333333333,,0.39090909090909093,0.5,0.44217954545454546,0.46538846153846153,0.46443666666666666,0.05309734513274336,0.061855670103092786,0.12280701754385964,0.2543859649122807,9.654255319148936,23.59375,0.3076923076923077,2.0,4.0,7.0,8.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,0.25,1.0,0.13333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,1611661313,2014,2014,False
100888-200665-201502-202250-203813,1611661313,"Plenette Pierson, Cappie Pondexter, Essence Carson, Tina Charles, Anna Cruz","Pierson, Pondexter, Carson, Charles, Cruz",100888-200665-201502-202250-203813,NYL,4976.0,12,83.0,7.0,160.0,158.0,12.0,12.0,15.0,318.0,21.0,41.0,3.0,7.0,2.0,3.0,10.0,41.0,17.0,36.0,2.0,3.0,5.0,10.0,,1.0,,,48.0,118.0,7.0,13.0,27.0,144.0,137.0,7.0,14.0,,1.0,2.0,16.0,3.0,7.0,,,10.0,58.0,38.0,18.0,3.0,10.0,5.0,3.0,29.0,6.0,35.0,4.0,2.0,12.0,6.0,11.0,76.0,3.0,16.0,10.0,58.0,1.0,69.0,19.0,88.0,1.0,11.0,7.0,4.0,16.0,5.0,8.0,16.0,8.0,,3.0,32.0,2.0,5.0,9.0,27.0,2.0,4.0,35.0,,2.0,42.0,2.0,19.0,2.0,2.0,,3.0,2.0,128.0,10.0,12.0,2.0,0.6041666666666666,0.6304347826086957,0.8571428571428571,0.5384615384615384,,,0.5384615384615384,0.4067796610169492,0.5,0.42857142857142855,0.44656488549618323,0.4666666666666667,0.42857142857142855,0.48,0.4444444444444444,0.5,0.09923664122137404,0.025423728813559324,0.07317073170731707,,,0.5,1.0,0.8055555555555556,0.22857142857142856,0.5263157894736842,0.5,0.7472527472527473,0.25,0.2,0.16129032258064516,0.3684210526315789,0.4,0.8125,0.84,0.7741935483870968,0.4166666666666667,0.0136986301369863,92.0257234726688,0.6666666666666666,14.91875,16.38607594936709,14.31875,15.550632911392405,0.31297709923664124,0.5121951219512195,0.5526315789473685,0.5714285714285714,0.31297709923664124,0.24390243902439024,0.24390243902439024,0.6,0.2748091603053435,0.4722222222222222,0.4722222222222222,0.6470588235294118,0.022900763358778626,0.6666666666666666,0.6666666666666666,1.0,0.07633587786259542,0.5,0.5,0.8,0.4666666666666667,0.42857142857142855,0.3333333333333333,0.06666666666666667,,,0.42857142857142855,0.6666666666666666,,,0.4122137404580153,0.5,0.4588022900763359,0.44687083333333333,0.3887,0.12837837837837837,0.14074074074074075,0.1111111111111111,0.06944444444444445,9.024576271186442,23.346153846153847,0.075,,,4.0,4.0,3.0,,2.0,2.0,,,1.0,1.0,0.7142857142857143,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1611661313,2014,2014,False
101025-202250-202652-203411-203813,1611661313,"Kara Braxton, Tina Charles, Alex Montgomery, Sugar Rodgers, Anna Cruz","Braxton, Charles, Montgomery, Rodgers, Cruz",101025-202250-202652-203411-203813,NYL,68.0,1,1.0,-2.0,1.0,2.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,1.0,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,63.529411764705884,,41.0,13.5,41.0,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2014,2014,False
201490-201501-201502-203411-203881,1611661313,"Natasha Lacy, Charde Houston, Essence Carson, Sugar Rodgers, Shanece McKinney","Lacy, Houston, Carson, Rodgers, McKinney",201490-201501-201502-203411-203881,NYL,334.0,2,6.0,,10.0,10.0,5.0,4.0,2.0,20.0,,3.0,,,,2.0,1.0,2.0,,,,,,1.0,,,,,1.0,5.0,,1.0,5.0,7.0,7.0,,1.0,,,2.0,2.0,1.0,3.0,,,4.0,,2.0,,,1.0,,1.0,,,,,,,,,,,2.0,1.0,,,1.0,2.0,3.0,,3.0,1.0,2.0,1.0,,1.0,1.0,,1.0,,2.0,,1.0,1.0,2.0,,,5.0,,1.0,8.0,,3.0,,,,,,5.0,4.0,5.0,,,,,,,,,0.2,,0.3333333333333333,0.16666666666666666,,0.3333333333333333,0.35,0.5,0.4,0.16666666666666666,0.2,0.3333333333333333,,,0.5,,,0.5,1.0,,0.5,0.4,0.6666666666666666,,,,,,,1.0,,86.22754491017965,,14.2,19.2,13.9,19.1,0.5,,,,0.3333333333333333,0.5,0.5,,,,,,,,,,0.16666666666666666,,,,,,,,,,0.6666666666666666,,,,0.6666666666666666,,0.5665916666666667,0.5166,0.5999333333333333,0.3333333333333333,0.375,0.2857142857142857,0.5714285714285714,2.94,24.3,0.5,,,2.0,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1611661313,2014,2014,False
100721-100888-200665-203069-203813,1611661313,"Swin Cash, Plenette Pierson, Cappie Pondexter, Avery Warley-Talbert, Anna Cruz","Cash, Pierson, Pondexter, Warley-Talbert, Cruz",100721-100888-200665-203069-203813,NYL,68.0,2,1.0,-8.0,2.0,4.0,,,,6.0,,1.0,,,,,,,,1.0,,,,,,,,,,2.0,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.05882352941177,,18.0,8.0,18.0,8.0,0.5,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,0.5,,0.4793,,,,,,,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2014,2014,False
100721-100888-201490-201501-202250,1611661313,"Swin Cash, Plenette Pierson, Natasha Lacy, Charde Houston, Tina Charles","Cash, Pierson, Lacy, Houston, Charles",100721-100888-201490-201501-202250,NYL,90.0,1,2.0,-2.0,3.0,4.0,3.0,,1.0,7.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,1.0,2.0,,,,2.0,4.0,1.0,1.0,,,,2.0,1.0,2.0,,,2.0,,2.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,2.0,,2.0,1.0,,1.0,,,,,1.0,,1.0,1.0,1.0,,,1.0,,,2.0,,,,,,,,,2.0,3.0,,,,,,,,,0.5,1.0,0.5,0.5,1.0,0.5,0.3333333333333333,1.0,0.3333333333333333,,,,,,1.0,,,1.0,,,,1.0,1.0,,,,,,,,1.0,112.0,,11.666666666666666,13.75,11.0,13.75,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,0.5,,,1.0,,0.59555,0.5908,0.59555,,,1.0,1.0,1.55,,1.0,,,,2.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2014,2014,False
100721-100888-203411-203813-203881,1611661313,"Swin Cash, Plenette Pierson, Sugar Rodgers, Anna Cruz, Shanece McKinney","Cash, Pierson, Rodgers, Cruz, McKinney",100721-100888-203411-203813-203881,NYL,75.0,1,1.0,,3.0,3.0,,,1.0,6.0,1.0,2.0,1.0,1.0,,,,1.0,,,,,,,,,,,1.0,3.0,,,,2.0,2.0,1.0,1.0,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,2.0,,2.0,1.0,3.0,,,,,,,,1.0,,,,1.0,,,1.0,2.0,,1.0,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,0.3333333333333333,1.0,,0.3333333333333333,1.0,,0.3333333333333333,1.0,,,,,,,,,1.0,0.5,,,1.0,0.5,1.0,,,,1.0,1.0,,,,115.2,1.0,9.333333333333334,15.666666666666666,9.333333333333334,15.666666666666666,0.6666666666666666,0.5,0.5,,0.3333333333333333,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,0.6666666666666666,,0.5543333333333333,0.6445,,,,1.0,,5.566666666666666,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2014,2014,False
100721-200665-201501-202250-203813,1611661313,"Swin Cash, Cappie Pondexter, Charde Houston, Tina Charles, Anna Cruz","Cash, Pondexter, Houston, Charles, Cruz",100721-200665-201501-202250-203813,NYL,264.0,1,4.0,5.0,9.0,7.0,1.0,1.0,,16.0,2.0,2.0,,,,,1.0,3.0,1.0,1.0,,,,,,,,,4.0,6.0,,,2.0,10.0,5.0,,,,,,,1.0,1.0,,,2.0,4.0,4.0,,,,,,2.0,,2.0,,,2.0,,,4.0,,,2.0,1.0,,3.0,,3.0,,1.0,1.0,,2.0,,1.0,,1.0,,,2.0,,,1.0,2.0,,,4.0,1.0,,2.0,,1.0,,,,,,10.0,2.0,1.0,,0.5,0.5,,,,,,0.6666666666666666,,1.0,0.6666666666666666,,1.0,0.7142857142857143,,1.0,,,,,,1.0,,0.3333333333333333,,1.0,,0.6,,,,,,,0.5,,1.0,,87.27272727272727,,13.666666666666666,20.142857142857142,13.666666666666666,18.714285714285715,0.3333333333333333,1.0,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,,0.16666666666666666,1.0,1.0,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,0.40608333333333335,,0.3526,0.14285714285714285,0.14285714285714285,,0.2,9.066666666666666,,0.1111111111111111,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2014,2014,False
100721-200665-201502-202250-202652,1611661313,"Swin Cash, Cappie Pondexter, Essence Carson, Tina Charles, Alex Montgomery","Cash, Pondexter, Carson, Charles, Montgomery",100721-200665-201502-202250-202652,NYL,111.0,1,2.0,,3.0,3.0,,,,6.0,1.0,1.0,,,,,1.0,2.0,,,,,,,,,,,2.0,3.0,,,,4.0,4.0,,,,,,,,,,,,2.0,2.0,,,,,,1.0,,1.0,,,1.0,,,2.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,4.0,,,,0.5,0.5,,,,,,0.6666666666666666,,,0.6666666666666666,,,0.6666666666666666,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,77.83783783783784,,18.666666666666668,18.333333333333332,18.666666666666668,18.333333333333332,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,0.43366666666666664,,,,,,,5.6000000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2014,2014,False
