EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTOffRebounds,Technical Free Throw Trips,3SecondViolations,OffFTReboundPct,SecondChanceAtRimPctAssisted,Travels,ShortMidRangePctBlocked,BlockingFoulsDrawn,3pt And 1 Free Throw Trips,SecondChanceCorner3FGA,BlockedLongMidRange,SecondChanceCorner3Frequency,StepOutOfBoundsTurnovers,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,Charge Fouls Drawn,Corner3PctBlocked,HeaveAttempts,team_id,year,season,team_vs
100874-201056-203403-203437-203828,1611661322,"Kara Lawson, Ivory Latta, Tianna Hawkins, Tierra Ruffin-Pratt, Stefanie Dolson","Lawson, Latta, Hawkins, Ruffin-Pratt, Dolson",100874-201056-203403-203437-203828,WAS,4209.0,18,70.0,42.0,133.0,129.0,39.0,31.0,20.0,262.0,23.0,30.0,5.0,8.0,5.0,9.0,6.0,22.0,12.0,27.0,2.0,5.0,1.0,2.0,11.0,29.0,3.0,4.0,3.0,8.0,41.0,79.0,13.0,34.0,26.0,147.0,105.0,6.0,13.0,3.0,4.0,4.0,25.0,11.0,25.0,4.0,10.0,11.0,45.0,46.0,36.0,30.0,9.0,6.0,29.0,11.0,3.0,1.0,23.0,10.0,33.0,8.0,2.0,12.0,3.0,8.0,76.0,8.0,11.0,12.0,41.0,6.0,59.0,19.0,78.0,1.0,12.0,4.0,8.0,12.0,4.0,7.0,11.0,1.0,5.0,23.0,1.0,5.0,19.0,1.0,37.0,1.0,3.0,3.0,32.0,3.0,2.0,33.0,1.0,12.0,2.0,2.0,9.0,1.0,1.0,5.0,4.0,10.0,3.0,1.0,122.0,45.0,39.0,3.0,4.0,0.5609756097560976,0.6052631578947368,0.7692307692307693,0.38235294117647056,0.75,0.4,0.38235294117647056,0.5189873417721519,0.46153846153846156,0.44,0.5353982300884956,0.6176470588235294,0.4857142857142857,0.57421875,0.6578947368421053,0.5487804878048781,0.3008849557522124,0.029411764705882353,0.0379746835443038,0.06666666666666667,0.037037037037037035,0.034482758620689655,0.5217391304347826,0.75,0.6612903225806451,0.3055555555555556,0.8,0.38095238095238093,0.6883116883116883,0.3333333333333333,0.42857142857142855,0.25,0.3076923076923077,0.3333333333333333,0.6666666666666666,0.7727272727272727,0.7,0.5,0.7692307692307693,1.0,0.018867924528301886,89.63649322879543,0.3,15.052631578947368,17.108527131782946,14.090225563909774,15.86046511627907,0.26548672566371684,0.7666666666666667,0.8214285714285714,0.5217391304347826,0.19469026548672566,0.2727272727272727,0.2727272727272727,0.5,0.23893805309734514,0.4444444444444444,0.46153846153846156,0.6666666666666666,0.04424778761061947,0.4,0.4,1.0,0.25663716814159293,0.3793103448275862,0.39285714285714285,0.7272727272727273,0.47058823529411764,0.625,0.23529411764705882,0.75,1.0,0.2571428571428571,0.5555555555555556,0.05714285714285714,0.5,0.22857142857142856,0.375,0.5663716814159292,0.3793103448275862,0.46017345132743365,0.5158863636363636,0.44415857142857146,0.1111111111111111,0.13333333333333333,0.05555555555555555,0.17006802721088435,0.30612244897959184,9.087341772151898,24.435294117647057,0.2932330827067669,,,,,,,,,,,,,,,,,,,,,1611661322,2014,2014,False
201056-201913-203416-203437-203829,1611661322,"Ivory Latta, Kia Vaughn, Emma Meesseman, Tierra Ruffin-Pratt, Bria Hartley","Latta, Vaughn, Meesseman, Ruffin-Pratt, Hartley",201056-201913-203416-203437-203829,WAS,4151.0,14,69.0,-24.0,123.0,116.0,8.0,10.0,17.0,239.0,17.0,30.0,3.0,6.0,2.0,4.0,8.0,28.0,6.0,24.0,2.0,3.0,,,5.0,20.0,,2.0,,1.0,31.0,82.0,7.0,23.0,21.0,104.0,128.0,4.0,10.0,,2.0,4.0,12.0,3.0,8.0,,1.0,4.0,10.0,32.0,30.0,12.0,9.0,4.0,20.0,5.0,5.0,,16.0,4.0,20.0,2.0,2.0,9.0,2.0,5.0,44.0,6.0,13.0,10.0,28.0,1.0,39.0,21.0,60.0,2.0,10.0,8.0,2.0,16.0,4.0,10.0,12.0,1.0,6.0,28.0,6.0,1.0,8.0,,20.0,,3.0,3.0,27.0,1.0,2.0,27.0,1.0,12.0,,1.0,4.0,,,3.0,1.0,4.0,2.0,,92.0,10.0,8.0,,1.0,0.5161290322580645,0.5517241379310345,0.5714285714285714,0.30434782608695654,,,0.30434782608695654,0.3780487804878049,0.4,0.375,0.3952380952380952,0.3333333333333333,0.3333333333333333,0.4358974358974359,0.39285714285714285,0.45454545454545453,0.21904761904761905,,0.06097560975609756,0.13333333333333333,0.041666666666666664,,0.5714285714285714,1.0,0.7,0.2549019607843137,0.6666666666666666,0.4,0.6909090909090909,0.2878787878787879,0.5384615384615384,0.1,0.2222222222222222,0.35714285714285715,1.0,0.75,0.6470588235294118,0.7333333333333333,0.7142857142857143,,0.03278688524590164,82.91014213442544,0.5,17.69918699186992,17.017241379310345,16.54471544715447,15.905172413793103,0.2857142857142857,0.5666666666666667,0.6538461538461539,0.5294117647058824,0.26666666666666666,0.2857142857142857,0.2857142857142857,0.25,0.22857142857142856,0.25,0.2608695652173913,0.8333333333333334,0.02857142857142857,0.6666666666666666,0.6666666666666666,1.0,0.19047619047619047,0.25,0.25,0.4,0.5,0.5,0.16666666666666666,,,0.4444444444444444,0.5,,,0.1111111111111111,,0.5047619047619047,0.25,0.4424701923076923,0.3749125,0.4617375,0.10344827586206896,0.12903225806451613,,0.11538461538461539,0.09615384615384616,8.987804878048781,25.165217391304346,0.06504065040650407,2.0,2.0,1.0,0.6666666666666666,0.3333333333333333,,,,,,,,,,,,,,,,1611661322,2014,2014,False
100874-200673-201056-203416-203437,1611661322,"Kara Lawson, Monique Currie, Ivory Latta, Emma Meesseman, Tierra Ruffin-Pratt","Lawson, Currie, Latta, Meesseman, Ruffin-Pratt",100874-200673-201056-203416-203437,WAS,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2014,2014,False
100874-201056-201913-203403-203437,1611661322,"Kara Lawson, Ivory Latta, Kia Vaughn, Tianna Hawkins, Tierra Ruffin-Pratt","Lawson, Latta, Vaughn, Hawkins, Ruffin-Pratt",100874-201056-201913-203403-203437,WAS,297.0,2,5.0,3.0,11.0,9.0,4.0,5.0,2.0,20.0,,,,,,,1.0,4.0,1.0,2.0,,,,,2.0,4.0,1.0,1.0,1.0,3.0,2.0,6.0,2.0,4.0,3.0,13.0,10.0,,,1.0,1.0,2.0,5.0,,1.0,1.0,3.0,,3.0,2.0,2.0,3.0,3.0,,4.0,2.0,,,1.0,1.0,2.0,1.0,,,,1.0,5.0,1.0,1.0,1.0,1.0,,2.0,2.0,4.0,1.0,1.0,,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,,2.0,,,,4.0,,1.0,4.0,,2.0,,,,,,,,,,,8.0,3.0,4.0,,,0.5,0.5,0.5,0.5,1.0,0.3333333333333333,0.5,0.3333333333333333,,,0.5,1.5,0.375,0.5416666666666666,1.25,0.375,0.4,,,,,,1.0,,0.5,0.3333333333333333,1.0,0.5,0.6666666666666666,0.4,,0.3333333333333333,,0.5,,,,1.0,1.0,,0.2,96.96969696969697,,18.636363636363637,10.222222222222221,17.818181818181817,9.777777777777779,,,,,0.4,0.25,0.25,,0.2,0.5,0.5,1.0,,,,,0.4,0.5,0.5,0.5,,,1.0,1.0,1.0,,,,,0.75,0.3333333333333333,0.4,0.5,0.38554499999999997,,0.4811125,0.16666666666666666,0.25,,0.38461538461538464,0.23076923076923078,11.583333333333334,23.675,0.36363636363636365,,,,,,,,,,,,,,,,,,,,,1611661322,2014,2014,False
201056-201903-201913-203403-203437,1611661322,"Ivory Latta, Jelena Milovanovic, Kia Vaughn, Tianna Hawkins, Tierra Ruffin-Pratt","Latta, Milovanovic, Vaughn, Hawkins, Ruffin-Pratt",201056-201903-201913-203403-203437,WAS,93.0,1,2.0,-3.0,3.0,2.0,,,,5.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,1.0,,,1.0,,1.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,1.0,,1.0,,,,,,,,,,1.0,,,77.41935483870968,,17.333333333333332,20.5,17.333333333333332,20.5,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.3866,,,,,,,,20.0,,,,,,,,1.0,,,,,,,,,,,,,,,1611661322,2014,2014,False
100874-200673-201903-201913-203829,1611661322,"Kara Lawson, Monique Currie, Jelena Milovanovic, Kia Vaughn, Bria Hartley","Lawson, Currie, Milovanovic, Vaughn, Hartley",100874-200673-201903-201913-203829,WAS,59.0,1,1.0,,2.0,2.0,2.0,,,4.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,2.0,,2.0,,,,,,,,1.0,,,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,1.0,,,1.0,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.5,,,,0.5,,,,,,,0.5,,1.0,,,,97.6271186440678,,9.5,20.0,9.5,15.5,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,0.55905,,0.55905,,,,,,,23.6,1.0,,,,,,,,,,,,,,,,,,,,,1611661322,2014,2014,False
100874-200673-201056-203437-203829,1611661322,"Kara Lawson, Monique Currie, Ivory Latta, Tierra Ruffin-Pratt, Bria Hartley","Lawson, Currie, Latta, Ruffin-Pratt, Hartley",100874-200673-201056-203437-203829,WAS,13.0,2,,,2.0,,2.0,,1.0,2.0,,3.0,,2.0,,3.0,,,,,,,,,,,,,,,,3.0,,,,,,,2.0,,,,,,3.0,,,,,,,,,,,,2.0,,,,,,,,,,,,3.0,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,0.6666666666666666,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,221.53846153846152,,6.5,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,1.0,,0.4747333333333333,0.50125,0.4747333333333333,,,,,,2.1666666666666665,,1.0,,,,,,,,,,,,,,,,,,,,,1611661322,2014,2014,False
100874-200673-203416-203828-203829,1611661322,"Kara Lawson, Monique Currie, Emma Meesseman, Stefanie Dolson, Bria Hartley","Lawson, Currie, Meesseman, Dolson, Hartley",100874-200673-203416-203828-203829,WAS,819.0,9,14.0,-2.0,26.0,26.0,6.0,10.0,4.0,52.0,2.0,3.0,,,1.0,1.0,2.0,4.0,,6.0,1.0,2.0,,,2.0,4.0,,,,1.0,4.0,13.0,3.0,6.0,7.0,24.0,26.0,,1.0,,,4.0,4.0,1.0,2.0,,1.0,2.0,4.0,4.0,4.0,6.0,3.0,,4.0,2.0,,,2.0,2.0,4.0,2.0,,,2.0,,10.0,1.0,3.0,,7.0,5.0,12.0,5.0,17.0,,2.0,1.0,1.0,2.0,2.0,1.0,5.0,1.0,1.0,7.0,1.0,2.0,5.0,1.0,11.0,,,1.0,8.0,1.0,,10.0,,3.0,,2.0,2.0,,,1.0,1.0,2.0,,1.0,20.0,4.0,6.0,1.0,1.0,0.5,0.5,0.6666666666666666,0.5,,,0.5,0.3076923076923077,,0.5,0.4473684210526316,,0.3333333333333333,0.5,0.6666666666666666,0.4,0.3157894736842105,,,,,,0.2857142857142857,1.0,0.5384615384615384,0.3333333333333333,,0.5,0.5384615384615384,0.36363636363636365,,1.0,0.16666666666666666,1.0,,0.8,0.25,0.5,,,,91.42857142857143,,16.76923076923077,14.73076923076923,15.76923076923077,13.576923076923077,0.15789473684210525,0.6666666666666666,0.6666666666666666,,0.21052631578947367,0.5,0.5,1.0,0.3157894736842105,,,,0.10526315789473684,0.5,0.5,,0.21052631578947367,0.5,0.5,1.0,,,,,,0.3333333333333333,1.0,,,0.3333333333333333,,0.47368421052631576,0.5,0.432,0.3679,0.2935166666666667,0.13636363636363635,0.1875,,0.16666666666666666,0.16666666666666666,11.215384615384616,23.483333333333334,0.23076923076923078,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,1611661322,2014,2014,False
100874-201056-201903-203416-203828,1611661322,"Kara Lawson, Ivory Latta, Jelena Milovanovic, Emma Meesseman, Stefanie Dolson","Lawson, Latta, Milovanovic, Meesseman, Dolson",100874-201056-201903-203416-203828,WAS,367.0,1,6.0,4.0,8.0,8.0,,,2.0,16.0,1.0,2.0,1.0,1.0,,,1.0,2.0,,1.0,,2.0,,,2.0,4.0,1.0,1.0,,,2.0,5.0,2.0,6.0,2.0,12.0,8.0,1.0,2.0,1.0,1.0,,5.0,,,,,,,,4.0,6.0,,,4.0,2.0,,,,2.0,2.0,2.0,,,,,6.0,1.0,2.0,,3.0,,3.0,3.0,6.0,,1.0,1.0,,,,,1.0,,,1.0,,,,,2.0,,1.0,,3.0,,,2.0,,,,1.0,1.0,,,,1.0,1.0,,,7.0,,,,,,,1.0,0.3333333333333333,1.0,,0.3333333333333333,0.4,0.5,,0.45454545454545453,0.8333333333333334,,0.5,0.8333333333333334,,0.5454545454545454,,,,,,,,0.42857142857142855,0.6666666666666666,,0.3333333333333333,0.42857142857142855,0.5,,1.0,1.0,,0.5,0.5,0.5,,,,,62.77929155313352,,23.375,22.5,19.25,14.625,0.18181818181818182,0.5,0.5,,0.18181818181818182,0.5,0.5,,0.09090909090909091,,,,0.18181818181818182,,,,0.36363636363636365,0.5,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,,,,,,,0.7272727272727273,0.5,0.4741909090909091,0.57075,,,,,0.4166666666666667,,5.9799999999999995,24.21666666666667,,,,,,,,,,,,,,,,,,,,,,1611661322,2014,2014,False
100874-201056-201913-203416-203829,1611661322,"Kara Lawson, Ivory Latta, Kia Vaughn, Emma Meesseman, Bria Hartley","Lawson, Latta, Vaughn, Meesseman, Hartley",100874-201056-201913-203416-203829,WAS,1022.0,5,17.0,-12.0,37.0,34.0,11.0,11.0,3.0,71.0,6.0,10.0,1.0,2.0,1.0,2.0,1.0,5.0,3.0,9.0,,,,,1.0,6.0,,,,2.0,10.0,24.0,1.0,6.0,4.0,27.0,39.0,1.0,2.0,,,,2.0,2.0,5.0,,2.0,3.0,7.0,16.0,4.0,,3.0,2.0,6.0,1.0,1.0,,8.0,,8.0,,,4.0,1.0,3.0,16.0,,3.0,4.0,9.0,,13.0,3.0,16.0,,,,,4.0,,2.0,3.0,2.0,2.0,7.0,1.0,3.0,3.0,,7.0,,,,7.0,1.0,,5.0,1.0,1.0,,2.0,2.0,,,2.0,,2.0,1.0,,25.0,6.0,10.0,1.0,1.0,0.8,0.8888888888888888,,0.16666666666666666,,,0.16666666666666666,0.4166666666666667,0.5,0.4,0.38333333333333336,0.5,0.2857142857142857,0.421875,0.5,0.3888888888888889,0.2,,0.041666666666666664,,,,0.5714285714285714,,0.6923076923076923,0.21428571428571427,1.0,,0.7647058823529411,0.15789473684210525,0.25,0.25,0.16666666666666666,,,0.75,0.75,0.6,1.0,1.0,,100.03913894324852,0.5,14.35135135135135,14.441176470588236,14.297297297297296,13.382352941176471,0.3333333333333333,0.6,0.6,0.6666666666666666,0.16666666666666666,0.2,0.25,1.0,0.3,0.3333333333333333,0.3333333333333333,1.0,,,,,0.2,0.16666666666666666,0.16666666666666666,,1.0,0.5,,,,0.2857142857142857,0.5,,,0.2857142857142857,,0.5333333333333333,0.16666666666666666,0.4262166666666667,0.58715,0.4382214285714286,0.03333333333333333,0.041666666666666664,,0.07407407407407407,0.25925925925925924,9.516666666666667,24.883333333333336,0.2972972972972973,,,,,,,0.2,,,,,,,,,,,,,,1611661322,2014,2014,False
