EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimPctAssisted,Charge Fouls,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,FTDefRebounds,NonShootingFoulsDrawn,PenaltyFg3Pct,PenaltyEfgPct,DefFTReboundPct,OffShortMidRangeReboundPct,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,HeaveAttempts,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceFtPoints,PenaltyFG2M,Fg3aBlocked,SelfOReb,BlockedLongMidRange,PenaltyFg2Pct,FG3APctBlocked,Arc3PctBlocked,SelfORebPct,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,Corner3FGM,Corner3Assists,LostBallOutOfBoundsTurnovers,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Blocked3s,BlockedArc3,team_id,year,season,team_vs
100646-201503-201889-201896-201919,1611661325,"Tamika Catchings, Erlana Larkins, Marissa Coleman, Briann January, Shavonte Zellous","Catchings, Larkins, Coleman, January, Zellous",100646-201503-201889-201896-201919,IND,4479.0,5,75.0,-20.0,127.0,126.0,6.0,13.0,14.0,253.0,24.0,43.0,2.0,4.0,10.0,22.0,8.0,25.0,1.0,6.0,18.0,1.0,2.0,42.0,90.0,6.0,19.0,11.0,113.0,133.0,4.0,10.0,1.0,2.0,11.0,2.0,2.0,50.0,34.0,12.0,6.0,4.0,18.0,6.0,6.0,25.0,4.0,29.0,4.0,16.0,6.0,3.0,62.0,5.0,9.0,1.0,14.0,36.0,50.0,15.0,65.0,10.0,7.0,3.0,19.0,3.0,6.0,8.0,13.0,1.0,27.0,3.0,4.0,15.0,3.0,35.0,6.0,2.0,22.0,2.0,2.0,1.0,17.0,4.0,1.0,10.0,7.0,5.0,2.0,7.0,6.0,1.0,2.0,102.0,2.0,6.0,1.0,1.0,0.5952380952380952,0.625,0.6666666666666666,0.3157894736842105,0.5,0.3157894736842105,0.4666666666666667,0.4,0.46788990825688076,0.4583333333333333,0.48695652173913045,0.4583333333333333,0.5,0.1743119266055046,0.06666666666666667,0.09302325581395349,0.045454545454545456,0.04,0.7037037037037037,0.2,0.6666666666666666,0.1875,0.6363636363636364,0.38461538461538464,0.6578947368421053,0.22950819672131148,0.2631578947368421,0.23529411764705882,0.3333333333333333,1.0,0.5625,0.8181818181818182,0.6666666666666666,0.6,0.7142857142857143,81.33958472873408,0.8571428571428571,17.511811023622048,17.896825396825395,16.551181102362204,16.0,0.3944954128440367,0.5581395348837209,0.6153846153846154,0.6666666666666666,0.2018348623853211,0.45454545454545453,0.47619047619047616,0.6,0.22935779816513763,0.32,0.3333333333333333,0.375,0.009174311926605505,0.1651376146788991,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.5,1.0,0.5688073394495413,0.3333333333333333,0.481491743119266,0.41255000000000003,0.08695652173913043,0.10416666666666667,0.09734513274336283,0.017699115044247787,7.9255555555555555,24.147368421052633,0.047244094488188976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2014,2014,True
100646-201503-201889-201896-202640,1611661325,"Tamika Catchings, Erlana Larkins, Marissa Coleman, Briann January, Karima Christmas-Kelly","Catchings, Larkins, Coleman, January, Christmas-Kelly",100646-201503-201889-201896-202640,IND,395.0,2,7.0,-7.0,10.0,12.0,,7.0,1.0,22.0,2.0,3.0,1.0,1.0,,,1.0,3.0,,1.0,2.0,,,3.0,6.0,1.0,2.0,,9.0,16.0,1.0,1.0,,,2.0,,,4.0,2.0,,3.0,,2.0,1.0,,2.0,,2.0,,2.0,,,4.0,1.0,,,2.0,1.0,3.0,1.0,4.0,1.0,,1.0,1.0,,1.0,2.0,,,3.0,,,3.0,,7.0,1.0,,,,,,,,,,,,,,,1.0,,7.0,,,1.0,,0.6666666666666666,0.6666666666666666,,0.5,,0.5,0.5,1.0,0.5625,1.0,0.5625,1.0,,0.25,,,,,0.3333333333333333,,0.5,,0.6666666666666666,1.0,0.6,0.25,,,1.0,,,1.0,,0.6666666666666666,,80.20253164556962,,19.7,16.5,19.5,14.75,0.375,0.6666666666666666,0.6666666666666666,1.0,,,,,0.375,0.3333333333333333,0.3333333333333333,,,0.25,0.5,0.5,,1.0,1.0,,,,0.625,0.5,0.46261875,,,,0.2222222222222222,,9.866666666666667,24.2,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2014,2014,True
100646-201503-201889-201896-203406,1611661325,"Tamika Catchings, Erlana Larkins, Marissa Coleman, Briann January, Layshia Clarendon","Catchings, Larkins, Coleman, January, Clarendon",100646-201503-201889-201896-203406,IND,101.0,1,2.0,-2.0,4.0,3.0,,,,7.0,,,,,,,,1.0,,,1.0,,,,1.0,,1.0,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,2.0,,,2.0,,,,,2.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,1.0,,,,1.0,,,,,,1.0,,,,,99.8019801980198,,13.25,16.0,13.25,16.0,,,,,,,,,0.5,,,,,0.5,,,,,,,,,0.5,,0.451225,,,,,,14.9,23.4,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2014,2014,True
100646-201503-201889-201896-203843,1611661325,"Tamika Catchings, Erlana Larkins, Marissa Coleman, Briann January, Maggie Lucas","Catchings, Larkins, Coleman, January, Lucas",100646-201503-201889-201896-203843,IND,157.0,1,3.0,1.0,5.0,4.0,,,,9.0,,,,,1.0,1.0,,1.0,,,,,,1.0,2.0,,,2.0,4.0,3.0,,,,,,,,2.0,,,,,,,,1.0,,1.0,,,1.0,,2.0,,,,2.0,1.0,3.0,,3.0,,,,1.0,,1.0,1.0,,,2.0,,,,,2.0,,,1.0,,,,2.0,,,1.0,,,,,,,,4.0,,,,,1.0,1.0,,,,,0.5,,0.5,,0.6666666666666666,,,,,,,,0.5,,1.0,,1.0,,1.0,,,,,,,,1.0,1.0,,82.54777070063695,,14.8,20.75,14.8,20.75,,,,,0.5,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,0.33035,,0.3333333333333333,0.3333333333333333,,,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2014,2014,True
100646-201503-201889-201919-203406,1611661325,"Tamika Catchings, Erlana Larkins, Marissa Coleman, Shavonte Zellous, Layshia Clarendon","Catchings, Larkins, Coleman, Zellous, Clarendon",100646-201503-201889-201919-203406,IND,385.0,2,6.0,,12.0,13.0,8.0,8.0,2.0,25.0,,1.0,,1.0,,4.0,,,1.0,2.0,4.0,,1.0,,5.0,2.0,5.0,4.0,10.0,10.0,,1.0,,1.0,,2.0,8.0,,,3.0,3.0,,4.0,2.0,2.0,,1.0,1.0,1.0,,,,3.0,1.0,1.0,,2.0,3.0,6.0,2.0,8.0,2.0,1.0,1.0,2.0,,,,2.0,,2.0,,1.0,3.0,1.0,4.0,,,2.0,,,,4.0,,,1.0,3.0,3.0,,3.0,2.0,,,10.0,8.0,8.0,,1.0,,,0.5,0.4,,0.4,,,0.3,,0.4166666666666667,,0.5,0.5,0.4,1.0,0.25,,1.0,,0.6,0.2,1.0,0.3333333333333333,0.7142857142857143,0.25,,,,1.0,0.6666666666666666,,0.5,1.0,1.0,93.5064935064935,0.6666666666666666,15.833333333333334,15.0,14.833333333333334,14.23076923076923,0.1,,,,0.4,,,,,,,,0.1,0.4,0.5,0.5,0.5,0.5,,0.5,,,0.6,0.5,0.46748500000000004,0.44355,0.09090909090909091,0.16666666666666666,,0.8,7.94,23.6,0.6666666666666666,,,2.0,4.0,3.0,2.0,4.0,1.0,1.0,0.5,0.42857142857142855,1.0,0.25,0.5714285714285714,0.5,0.4317285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2014,2014,True
100646-201503-201889-202640-203406,1611661325,"Tamika Catchings, Erlana Larkins, Marissa Coleman, Karima Christmas-Kelly, Layshia Clarendon","Catchings, Larkins, Coleman, Christmas-Kelly, Clarendon",100646-201503-201889-202640-203406,IND,77.0,2,1.0,2.0,2.0,2.0,,1.0,,4.0,,,,,,,,,,1.0,2.0,,,,,1.0,2.0,1.0,4.0,2.0,,,,,,,,,,3.0,,,1.0,1.0,,,1.0,1.0,1.0,,,,3.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,1.0,,,,,,,,4.0,,,,,,,1.0,0.5,,1.0,,,0.75,,0.6666666666666666,,,1.0,,,,,,,0.5,,,,0.5,,,,,,,1.0,,,,74.8051948051948,,12.0,26.5,12.0,22.0,,,,,,,,,,,,,,1.0,0.5,0.5,1.0,,,,,,1.0,1.0,0.56325,,0.3333333333333333,1.0,,,,31.6,,,,,1.0,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2014,2014,True
100646-201503-201896-201919-202640,1611661325,"Tamika Catchings, Erlana Larkins, Briann January, Shavonte Zellous, Karima Christmas-Kelly","Catchings, Larkins, January, Zellous, Christmas-Kelly",100646-201503-201896-201919-202640,IND,2769.0,5,46.0,-11.0,87.0,83.0,47.0,33.0,18.0,170.0,17.0,28.0,8.0,10.0,2.0,15.0,2.0,16.0,2.0,6.0,13.0,,1.0,21.0,59.0,6.0,15.0,26.0,86.0,97.0,8.0,13.0,,2.0,25.0,16.0,45.0,14.0,28.0,12.0,6.0,10.0,13.0,6.0,4.0,7.0,4.0,11.0,4.0,6.0,1.0,,26.0,4.0,18.0,,7.0,15.0,23.0,22.0,45.0,5.0,3.0,2.0,9.0,1.0,5.0,9.0,4.0,2.0,18.0,2.0,9.0,8.0,2.0,36.0,1.0,2.0,29.0,1.0,,,33.0,2.0,1.0,11.0,12.0,9.0,1.0,12.0,6.0,,,61.0,44.0,46.0,7.0,5.0,0.3333333333333333,0.4375,0.6666666666666666,0.4,,0.4,0.3559322033898305,0.6153846153846154,0.40540540540540543,0.5333333333333333,0.47752808988764045,0.631578947368421,0.4782608695652174,0.20270270270270271,0.06779661016949153,0.07142857142857142,0.13333333333333333,,0.5,,0.5,0.4864864864864865,0.7,0.5,0.55,0.4888888888888889,0.8181818181818182,0.23076923076923078,0.5,0.5,0.4375,1.0,0.45454545454545453,0.625,1.0,88.40736728060672,0.5,16.17241379310345,16.40963855421687,14.931034482758621,14.72289156626506,0.3783783783783784,0.6071428571428571,0.6538461538461539,0.35294117647058826,0.20270270270270271,0.13333333333333333,0.15384615384615385,0.5,0.21621621621621623,0.125,0.125,,0.02702702702702703,0.17567567567567569,0.46153846153846156,0.5,0.6666666666666666,0.6666666666666666,0.8,0.06666666666666667,,,0.581081081081081,0.46153846153846156,0.4478635135135135,0.484925,0.13253012048192772,0.16176470588235295,0.29069767441860467,0.5232558139534884,8.189830508474577,24.1,0.5402298850574713,0.25,1.0,3.0,9.0,27.0,3.0,10.0,1.0,6.0,0.3,0.3918918918918919,0.3333333333333333,0.46153846153846156,0.24324324324324326,0.3333333333333333,0.42878513513513516,,7.0,13.0,1.0,1.0,9.0,10.0,1.0,2.0,2.0,0.37037037037037035,0.06666666666666667,0.07692307692307693,0.05,0.06666666666666667,0.35135135135135137,0.5384615384615384,0.02702702702702703,,,,,,,,,1611661325,2014,2014,True
100646-201503-201896-201919-203843,1611661325,"Tamika Catchings, Erlana Larkins, Briann January, Shavonte Zellous, Maggie Lucas","Catchings, Larkins, January, Zellous, Lucas",100646-201503-201896-201919-203843,IND,44.0,2,1.0,-1.0,1.0,2.0,,1.0,,3.0,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,3.0,4.0,,,,,,,,,,,3.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,,,1.0,,,,,,,,,,,,,,,3.0,,,1.0,,,,,1.0,,1.0,,,1.5,,1.5,,,1.0,,,,,,,,,,,,,,,,,,,,,,98.18181818181819,,26.0,9.0,26.0,9.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,0.47205,,,,,,,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2014,2014,True
100646-201503-201896-202640-203843,1611661325,"Tamika Catchings, Erlana Larkins, Briann January, Karima Christmas-Kelly, Maggie Lucas","Catchings, Larkins, January, Christmas-Kelly, Lucas",100646-201503-201896-202640-203843,IND,292.0,3,5.0,3.0,7.0,8.0,,,2.0,15.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,,,6.0,8.0,,,,12.0,9.0,2.0,2.0,,,4.0,,,8.0,4.0,,,,,,2.0,4.0,,4.0,,1.0,1.0,2.0,8.0,,1.0,1.0,2.0,,2.0,2.0,4.0,2.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,8.0,,,,,0.6666666666666666,0.6666666666666666,,,,,0.75,1.0,0.75,1.0,0.75,1.0,,,0.25,0.5,,,,1.0,,0.5,1.0,,0.6666666666666666,0.5,0.5,,,,,,,1.0,1.0,73.97260273972603,,22.428571428571427,16.875,20.142857142857142,16.875,0.5,0.5,1.0,0.5,0.25,1.0,1.0,0.5,0.25,1.0,1.0,1.0,,,,,,0.5,1.0,,,,0.5,,0.464075,0.36915,,,0.3333333333333333,,8.8625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2014,2014,True
100646-201503-201919-202640-203039,1611661325,"Tamika Catchings, Erlana Larkins, Shavonte Zellous, Karima Christmas-Kelly, Sydney Carter","Catchings, Larkins, Zellous, Christmas-Kelly, Carter",100646-201503-201919-202640-203039,IND,41.0,1,1.0,,2.0,1.0,,1.0,,3.0,,1.0,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.5,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,105.36585365853658,,15.0,11.0,15.0,11.0,0.5,,,,,,,,,,,,,0.5,,,,,,,,,1.0,,0.579575,,,,,,1.9,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2014,2014,True
