EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyArc3FGM,PenaltyFG3M,FTOffRebounds,Travels,PenaltyFg3Pct,OffFTReboundPct,PenaltyArc3Accuracy,ShortMidRangeAssists,Charge Fouls Drawn,ShortMidRangePctAssisted,Blocked3s,BlockedArc3,LongMidRangePctBlocked,DefCorner3ReboundPct,Clear Path Fouls,3SecondViolations,Fg3aBlocked,Defensive 3 Seconds Violations,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3FGM,PenaltyCorner3Accuracy,team_id,year,season,team_vs
100646-201503-201889-201896-201919,1611661325,"Tamika Catchings, Erlana Larkins, Marissa Coleman, Briann January, Shavonte Zellous","Catchings, Larkins, Coleman, January, Zellous",100646-201503-201889-201896-201919,IND,4479.0,5,75.0,20.0,126.0,127.0,13.0,6.0,21.0,253.0,26.0,42.0,5.0,7.0,2.0,3.0,2.0,13.0,7.0,34.0,4.0,11.0,2.0,3.0,2.0,8.0,24.0,1.0,3.0,2.0,35.0,89.0,12.0,35.0,27.0,133.0,113.0,7.0,14.0,3.0,6.0,4.0,27.0,2.0,6.0,4.0,6.0,10.0,30.0,40.0,30.0,6.0,4.0,1.0,23.0,8.0,7.0,15.0,10.0,25.0,6.0,4.0,11.0,4.0,60.0,8.0,18.0,8.0,39.0,4.0,51.0,26.0,77.0,1.0,19.0,6.0,13.0,10.0,3.0,7.0,7.0,3.0,1.0,17.0,4.0,3.0,10.0,1.0,22.0,2.0,2.0,35.0,6.0,2.0,3.0,32.0,3.0,2.0,14.0,1.0,1.0,6.0,4.0,1.0,1.0,6.0,4.0,106.0,10.0,13.0,1.0,1.0,0.42857142857142855,0.45454545454545453,0.8333333333333334,0.34285714285714286,0.5,0.35294117647058826,0.39325842696629215,0.5,0.3333333333333333,0.4274193548387097,0.575,0.2,0.4781021897810219,0.6190476190476191,0.3076923076923077,0.28225806451612906,0.07865168539325842,0.11904761904761904,0.15384615384615385,0.5882352941176471,0.8,0.8125,0.3333333333333333,0.6153846153846154,0.36363636363636365,0.7704918032786885,0.34210526315789475,0.4375,0.18181818181818182,0.3333333333333333,0.4,0.2857142857142857,0.7368421052631579,1.0,0.7647058823529411,0.6666666666666666,0.014492753623188406,81.33958472873408,0.6666666666666666,17.896825396825395,17.511811023622048,16.0,16.551181102362204,0.3387096774193548,0.6190476190476191,0.7027027027027027,0.4230769230769231,0.10483870967741936,0.15384615384615385,0.18181818181818182,0.27419354838709675,0.20588235294117646,0.20588235294117646,0.5714285714285714,0.08870967741935484,0.36363636363636365,0.36363636363636365,1.0,0.1935483870967742,0.3333333333333333,0.3333333333333333,0.75,0.35,0.7142857142857143,0.2,0.15,0.6666666666666666,1.0,0.15,0.3333333333333333,1.0,0.3,0.6666666666666666,0.2,0.2,0.6209677419354839,0.34782608695652173,0.4828150406504065,0.50545625,0.47302777777777777,0.11029411764705882,0.14,0.027777777777777776,0.20300751879699247,0.07518796992481203,9.61011235955056,24.60571428571429,0.10317460317460317,,,,,,,,,,,,,,,,,,,,,,,1611661325,2014,2014,False
100646-201503-201889-201896-202640,1611661325,"Tamika Catchings, Erlana Larkins, Marissa Coleman, Briann January, Karima Christmas-Kelly","Catchings, Larkins, Coleman, January, Christmas-Kelly",100646-201503-201889-201896-202640,IND,395.0,2,7.0,7.0,12.0,10.0,7.0,,3.0,22.0,3.0,3.0,,,1.0,1.0,,1.0,,1.0,,,,,,1.0,4.0,,1.0,3.0,3.0,5.0,1.0,4.0,7.0,16.0,9.0,,,,1.0,4.0,4.0,1.0,2.0,3.0,4.0,9.0,,6.0,3.0,,,,4.0,1.0,,,1.0,1.0,1.0,,,,3.0,1.0,1.0,,3.0,,3.0,3.0,6.0,,1.0,1.0,,1.0,,,1.0,1.0,,2.0,,1.0,,,,,,7.0,1.0,,,8.0,,,3.0,,1.0,,,,,,,12.0,9.0,7.0,,1.0,,,1.0,0.25,,0.25,0.6,,0.5,0.5,,0.5,0.6153846153846154,0.6666666666666666,0.6428571428571429,0.4444444444444444,,,,0.5,,1.0,0.5,,0.3333333333333333,0.75,0.4,,,1.0,0.3333333333333333,,1.0,,1.0,,,80.20253164556962,,16.5,19.7,14.75,19.5,0.3333333333333333,1.0,1.0,,0.1111111111111111,,,0.1111111111111111,,,,,,,,0.4444444444444444,0.25,0.25,1.0,,,,,,,1.0,,,0.2,1.0,,0.6,0.7777777777777778,0.25,0.5265333333333334,0.5835,0.48568,0.25,0.375,,0.25,0.5625,5.3,24.625,0.5833333333333334,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,,,,,,,,,,,,,,,,1611661325,2014,2014,False
100646-201503-201889-201896-203406,1611661325,"Tamika Catchings, Erlana Larkins, Marissa Coleman, Briann January, Layshia Clarendon","Catchings, Larkins, Coleman, January, Clarendon",100646-201503-201889-201896-203406,IND,101.0,1,2.0,2.0,3.0,4.0,,,,7.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,1.0,2.0,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,1.0,,,,,2.0,,,1.0,1.0,,2.0,,2.0,,,,,,,,1.0,,,1.0,,,,,2.0,,1.0,2.0,,,,,,,,,,,,,,,,2.0,,,,,1.0,1.0,,,,,0.5,,,0.5,,,0.5,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,1.0,1.0,,99.8019801980198,,16.0,13.25,16.0,13.25,0.5,,,,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.42595,,,,,,,,5.05,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,1611661325,2014,2014,False
100646-201503-201889-201896-203843,1611661325,"Tamika Catchings, Erlana Larkins, Marissa Coleman, Briann January, Maggie Lucas","Catchings, Larkins, Coleman, January, Lucas",100646-201503-201889-201896-203843,IND,157.0,1,3.0,-1.0,4.0,5.0,,,,9.0,,,,,,,,,,1.0,,,,,,1.0,3.0,,,,,1.0,1.0,3.0,,3.0,4.0,,,,,,,,,,,,,,3.0,,,,3.0,1.0,,,1.0,1.0,1.0,,,,3.0,,,,1.0,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,3.0,,,,,,,1.0,0.3333333333333333,,0.3333333333333333,,,,0.375,,,0.375,,,0.75,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,82.54777070063695,,20.75,14.8,20.75,14.8,,,,,,,,0.25,,,,,,,,0.75,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,0.75,0.3333333333333333,0.4449625,,,,,,,,17.2,25.933333333333334,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2014,2014,False
100646-201503-201889-201919-203406,1611661325,"Tamika Catchings, Erlana Larkins, Marissa Coleman, Shavonte Zellous, Layshia Clarendon","Catchings, Larkins, Coleman, Zellous, Clarendon",100646-201503-201889-201919-203406,IND,385.0,2,6.0,,13.0,12.0,8.0,8.0,2.0,25.0,3.0,6.0,1.0,1.0,2.0,5.0,,,,2.0,,1.0,,,,,1.0,,,,3.0,8.0,,2.0,4.0,10.0,10.0,1.0,1.0,,,2.0,4.0,2.0,7.0,,3.0,7.0,2.0,4.0,,,,,1.0,,3.0,1.0,,1.0,,,1.0,,2.0,,2.0,2.0,4.0,,6.0,2.0,8.0,,2.0,,2.0,2.0,,1.0,,1.0,,2.0,,1.0,1.0,,2.0,,,4.0,,,1.0,6.0,,,3.0,,,2.0,1.0,,1.0,2.0,1.0,6.0,7.0,8.0,1.0,,0.3333333333333333,0.3333333333333333,,,,,0.375,1.0,0.2857142857142857,0.3,1.0,0.2857142857142857,0.38461538461538464,1.0,0.3888888888888889,0.2,0.375,0.5,,1.0,,0.8,0.4,0.6666666666666666,,0.75,0.2857142857142857,0.3333333333333333,,0.5,,,1.0,0.75,,1.0,,93.5064935064935,0.5,15.0,15.833333333333334,14.23076923076923,14.833333333333334,0.6,0.5,1.0,0.3333333333333333,,,,0.2,,,,0.1,,,,0.1,,,,1.0,1.0,1.0,,,,,,,0.7142857142857143,0.4,,,0.8,,0.535485,0.6605,0.49989999999999996,0.23076923076923078,0.2727272727272727,,0.4,0.7,6.5,23.7,0.6153846153846154,,,,,,,,,,,,,,,,,,,,,,,1611661325,2014,2014,False
100646-201503-201889-202640-203406,1611661325,"Tamika Catchings, Erlana Larkins, Marissa Coleman, Karima Christmas-Kelly, Layshia Clarendon","Catchings, Larkins, Coleman, Christmas-Kelly, Clarendon",100646-201503-201889-202640-203406,IND,77.0,2,1.0,-2.0,2.0,2.0,1.0,,1.0,4.0,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,3.0,,,,2.0,4.0,1.0,1.0,,,,2.0,,1.0,,,,2.0,,,,,,,,,1.0,,1.0,,,,1.0,2.0,,1.0,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,0.3333333333333333,1.0,,0.3333333333333333,1.0,,0.3333333333333333,1.0,,,,,,,1.0,,0.5,,,,0.5,1.0,,,,,,,,,,74.8051948051948,,26.5,12.0,22.0,12.0,0.3333333333333333,,,,0.3333333333333333,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,0.42183333333333334,0.3714,0.221,,,,1.0,,11.700000000000001,,0.5,,,,,,,,,,,,,,,,,,,,,,,1611661325,2014,2014,False
100646-201503-201896-201919-202640,1611661325,"Tamika Catchings, Erlana Larkins, Briann January, Shavonte Zellous, Karima Christmas-Kelly","Catchings, Larkins, January, Zellous, Christmas-Kelly",100646-201503-201896-201919-202640,IND,2769.0,5,46.0,11.0,83.0,87.0,33.0,47.0,15.0,170.0,17.0,33.0,3.0,9.0,5.0,6.0,2.0,5.0,4.0,18.0,1.0,3.0,,1.0,,4.0,12.0,1.0,3.0,2.0,23.0,56.0,5.0,15.0,36.0,97.0,86.0,3.0,11.0,1.0,4.0,4.0,13.0,6.0,12.0,2.0,30.0,45.0,22.0,24.0,15.0,,2.0,,12.0,4.0,12.0,11.0,5.0,16.0,4.0,1.0,10.0,1.0,37.0,3.0,15.0,4.0,19.0,2.0,25.0,20.0,45.0,1.0,9.0,5.0,4.0,5.0,2.0,3.0,7.0,2.0,,12.0,3.0,4.0,11.0,,29.0,1.0,,36.0,1.0,2.0,2.0,43.0,2.0,1.0,8.0,,14.0,4.0,2.0,,2.0,5.0,2.0,84.0,33.0,26.0,5.0,7.0,0.4782608695652174,0.5,1.0,0.3333333333333333,0.25,0.3333333333333333,0.4107142857142857,0.2727272727272727,0.5,0.4295774647887324,0.3,0.5357142857142857,0.532967032967033,0.3611111111111111,0.703125,0.2112676056338028,0.21428571428571427,0.2727272727272727,0.2,0.4166666666666667,1.0,0.5135135135135135,0.5,0.5,0.3,0.5111111111111111,0.45,0.5625,,0.5454545454545454,0.375,,0.18181818181818182,0.5384615384615384,0.7692307692307693,0.5,0.03333333333333333,88.40736728060672,0.4,16.40963855421687,16.17241379310345,14.72289156626506,14.931034482758621,0.4647887323943662,0.5151515151515151,0.7083333333333334,0.5882352941176471,0.07042253521126761,0.4,0.5,0.2535211267605634,0.2222222222222222,0.25,0.25,0.04225352112676056,0.3333333333333333,0.3333333333333333,1.0,0.16901408450704225,0.3333333333333333,0.3333333333333333,1.0,0.6,0.3333333333333333,0.3333333333333333,0.06666666666666667,,,0.2,0.3333333333333333,1.0,0.42857142857142855,0.8333333333333334,,0.14285714285714285,0.676056338028169,0.3333333333333333,0.4716281690140845,0.4804230769230769,0.4603607142857143,0.1038961038961039,0.12903225806451613,,0.13402061855670103,0.4639175257731959,7.491071428571429,23.513333333333332,0.39759036144578314,1.0,1.0,2.0,,0.5,0.6666666666666666,0.5,,1.0,,1.0,1.0,0.1111111111111111,0.5,,,,,,,,,1611661325,2014,2014,False
100646-201503-201896-201919-203843,1611661325,"Tamika Catchings, Erlana Larkins, Briann January, Shavonte Zellous, Maggie Lucas","Catchings, Larkins, January, Zellous, Lucas",100646-201503-201896-201919-203843,IND,44.0,2,1.0,1.0,2.0,1.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,3.0,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,3.0,,,1.0,6.0,,,1.0,,2.0,,,,,,,4.0,2.0,,,1.0,,,,,,,,,,,,,0.6666666666666666,,0.75,,,,,,,,,,,,,,,,,,,,,,,98.18181818181819,,9.0,26.0,9.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,0.75,,,0.5,,,,,,,,,,,,,,,,,,,,,,,1611661325,2014,2014,False
100646-201503-201896-202640-203843,1611661325,"Tamika Catchings, Erlana Larkins, Briann January, Karima Christmas-Kelly, Maggie Lucas","Catchings, Larkins, January, Christmas-Kelly, Lucas",100646-201503-201896-202640-203843,IND,292.0,3,5.0,-3.0,8.0,7.0,,,1.0,15.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,2.0,,1.0,,,,1.0,2.0,,,,3.0,4.0,1.0,3.0,,9.0,12.0,1.0,1.0,,,,2.0,,,,,,,6.0,3.0,,2.0,,2.0,1.0,,,1.0,1.0,1.0,,,,3.0,,1.0,,1.0,,1.0,1.0,2.0,,,,,2.0,,2.0,,,,2.0,,,,,,,,1.0,,,,,,,,,,2.0,2.0,,,2.0,1.0,7.0,,,,,,,1.0,0.3333333333333333,,0.3333333333333333,0.75,1.0,,0.6428571428571429,1.0,,0.6428571428571429,1.0,,0.42857142857142855,,,,1.0,,0.5,1.0,,,0.5,0.3333333333333333,,,1.0,,,0.5,,,,,73.97260273972603,0.5,16.875,22.428571428571427,16.875,20.142857142857142,0.14285714285714285,1.0,1.0,,0.14285714285714285,1.0,1.0,0.2857142857142857,0.5,0.5,,0.14285714285714285,,,,0.2857142857142857,0.5,0.5,1.0,1.0,1.0,,,,,,,,,,,,0.5714285714285714,0.5,0.5045642857142857,0.7557,,,,,0.2222222222222222,,11.95,23.266666666666666,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2014,2014,False
100646-201503-201919-202640-203039,1611661325,"Tamika Catchings, Erlana Larkins, Shavonte Zellous, Karima Christmas-Kelly, Sydney Carter","Catchings, Larkins, Zellous, Christmas-Kelly, Carter",100646-201503-201919-202640-203039,IND,41.0,1,1.0,,1.0,2.0,1.0,,,3.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,1.0,,,1.0,,105.36585365853658,,11.0,15.0,11.0,15.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4076,,0.4076,,,,,,19.8,,1.0,,,,,,,,,,,,,,,,,,,,,,,1611661325,2014,2014,False
