EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyDefPoss,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,PenaltyOffPoss,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsPutbacks,OffTwoPtRebounds,FTDefRebounds,LostBallSteals,PenaltyTurnovers,ShootingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,BlockedShortMidRange,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,ShortMidRangePctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,PenaltyAtRimFGA,LongMidRangePctBlocked,PenaltyAtRimFrequency,PenaltyFtPoints,SecondChanceTurnovers,OffLongMidRangeReboundPct,Defensive 3 Seconds Violations,FTOffRebounds,OffFTReboundPct,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,Offensive Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonShootingPenaltyNonTakeFoulsDrawn,DefArc3ReboundPct,PenaltyAtRimFGM,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3FGM,PenaltyCorner3FGA,Travels,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,HeaveAttempts,BlockedLongMidRange,Technical Free Throw Trips,BlockingFoulsDrawn,StepOutOfBoundsTurnovers,Charge Fouls Drawn,BlockingFouls,LostBallOutOfBoundsTurnovers,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,3SecondViolations,FG3APctBlocked,Arc3PctBlocked,Blocked3s,BlockedArc3,Corner3PctBlocked,team_id,year,season,team_vs
201046-201058-201499-203025-203423,1611661320,"Lindsey Harding, Sandrine Gruda, Candice Wiggins, Farhiya Abdi, Nikki Greene","Harding, Gruda, Wiggins, Abdi, Greene",201046-201058-201499-203025-203423,LAS,177.0,1,3.0,-2.0,6.0,6.0,12.0,1.0,2.0,1.0,2.0,2.0,4.0,4.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,97.62711864406779,14.0,15.5,14.0,14.833333333333334,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.55735,9.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2014,2014,True
201496-201499-201911-202650-203014,1611661320,"Candace Parker, Candice Wiggins, Kristi Toliver, Jantel Lavender, Nneka Ogwumike","Parker, Wiggins, Toliver, Lavender, Ogwumike",201496-201499-201911-202650-203014,LAS,757.0,3,13.0,7.0,21.0,25.0,46.0,6.0,6.0,1.0,2.0,8.0,11.0,26.0,19.0,12.0,4.0,,6.0,8.0,1.0,18.0,11.0,12.0,16.0,1.0,3.0,,4.0,17.0,0.75,0.75,0.7272727272727273,0.5789473684210527,0.5909090909090909,,,0.25,0.8461538461538461,0.8,1.0,87.50330250990753,16.857142857142858,16.12,15.761904761904763,15.24,0.3157894736842105,1.0,1.0,0.10526315789473684,0.5,0.5,1.0,0.7368421052631579,0.5264526315789473,7.236363636363635,3.0,4.0,3.0,3.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,2.0,8.0,4.0,3.0,3.0,1.0,1.0,9.0,6.0,6.0,2.0,2.0,2.0,4.0,1.0,4.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,3.0,4.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.25,1.0,1.125,1.125,0.42105263157894735,0.5,0.6666666666666666,0.4444444444444444,0.5,1.0,0.5,0.875,1.0,0.1111111111111111,1.0,0.6666666666666666,0.15789473684210525,0.3333333333333333,0.3333333333333333,1.0,0.10526315789473684,0.3157894736842105,0.3333333333333333,0.3333333333333333,1.0,0.75,1.0,0.3333333333333333,0.25,1.0,1.0,0.3333333333333333,0.13636363636363635,0.21428571428571427,0.34615384615384615,25.0875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2014,2014,True
100949-201046-201048-202650-203014,1611661320,"Alana Beard, Lindsey Harding, Armintie Herrington, Jantel Lavender, Nneka Ogwumike","Beard, Harding, Herrington, Lavender, Ogwumike",100949-201046-201048-202650-203014,LAS,721.0,6,12.0,,24.0,23.0,47.0,5.0,8.0,2.0,3.0,9.0,17.0,24.0,24.0,12.0,6.0,1.0,6.0,6.0,2.0,12.0,7.0,8.0,11.0,4.0,2.0,1.0,6.0,19.0,0.6666666666666666,0.75,0.5294117647058824,0.5,0.5714285714285714,0.058823529411764705,,0.6666666666666666,0.5833333333333334,0.5833333333333334,0.5,93.86962552011094,15.958333333333334,14.695652173913043,15.875,12.91304347826087,0.4444444444444444,0.625,0.625,0.16666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.5,0.47451666666666664,7.264705882352941,,2.0,2.0,2.0,2.0,6.0,,,1.0,,,,1.0,6.0,2.0,2.0,,,5.0,,1.0,,,,3.0,1.0,,,3.0,,3.0,2.0,,3.0,9.0,9.0,9.0,6.0,3.0,1.0,3.0,1.0,,,,,1.0,1.0,1.25,0.05555555555555555,,,0.3333333333333333,,,,0.6666666666666666,,,0.3333333333333333,0.6,0.3333333333333333,0.3333333333333333,0.4,0.5,,0.05555555555555555,,,,1.0,1.0,0.5,,,,,0.2857142857142857,0.3,0.20833333333333334,23.7,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.375,0.3333333333333333,0.5,0.65075,0.361,0.08333333333333333,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2014,2014,True
100949-201046-201058-201499-202650,1611661320,"Alana Beard, Lindsey Harding, Sandrine Gruda, Candice Wiggins, Jantel Lavender","Beard, Harding, Gruda, Wiggins, Lavender",100949-201046-201058-201499-202650,LAS,320.0,2,5.0,4.0,12.0,11.0,23.0,2.0,3.0,,2.0,2.0,6.0,10.0,6.0,4.0,,2.0,2.0,4.0,,10.0,5.0,5.0,5.0,3.0,,1.0,3.0,10.0,1.0,1.0,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.3333333333333333,0.3333333333333333,1.0,0.7142857142857143,0.625,,103.5,13.166666666666666,14.727272727272727,13.166666666666666,14.0,0.3333333333333333,0.6666666666666666,1.0,0.2222222222222222,,,,0.6666666666666666,0.5103833333333333,7.7,4.0,,,,,1.0,,2.0,3.0,,,2.0,3.0,,,,,,,6.0,3.0,2.0,2.0,2.0,2.0,,,,,,2.0,2.0,,2.0,2.0,,,,4.0,3.0,4.0,2.0,1.0,0.6666666666666666,,0.6666666666666666,,,,0.3333333333333333,,,,,,0.6666666666666666,1.0,,,0.5,1.0,0.1111111111111111,,,,,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,,,,,,,0.6666666666666666,,,,23.233333333333334,5.0,,,3.0,,,,,,2.0,,,,,,,1.0,,5.0,,,,,,,,,,0.38493333333333335,,0.4166666666666667,1.0,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2014,2014,True
100949-201046-201058-201499-203014,1611661320,"Alana Beard, Lindsey Harding, Sandrine Gruda, Candice Wiggins, Nneka Ogwumike","Beard, Harding, Gruda, Wiggins, Ogwumike",100949-201046-201058-201499-203014,LAS,197.0,2,3.0,5.0,7.0,7.0,14.0,2.0,2.0,,,2.0,6.0,8.0,3.0,,4.0,2.0,,,,,3.0,3.0,5.0,1.0,,1.0,1.0,4.0,,,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,,1.0,0.6,0.6,0.5,102.33502538071066,13.857142857142858,14.285714285714286,12.428571428571429,12.857142857142858,0.3333333333333333,1.0,1.0,,,,,0.3333333333333333,0.41705,5.316666666666666,2.0,3.0,1.0,1.0,,4.0,,,,,,,,4.0,1.0,1.0,,,4.0,,,,,,,,,,2.0,,2.0,1.0,,,1.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,0.5,,,0.5,1.0,,,1.0,,0.6666666666666666,,,,,,,,,1.0,1.0,,,,,,0.25,0.25,0.5,,2.0,2.0,,,2.0,2.0,2.0,,1.0,1.0,1.0,,,,,,,2.0,2.0,,,1.0,0.5,,0.5,,0.5,0.4533,,0.25,0.2857142857142857,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2014,2014,True
100949-201046-201058-201911-202650,1611661320,"Alana Beard, Lindsey Harding, Sandrine Gruda, Kristi Toliver, Jantel Lavender","Beard, Harding, Gruda, Toliver, Lavender",100949-201046-201058-201911-202650,LAS,366.0,2,6.0,1.0,13.0,14.0,27.0,6.0,8.0,1.0,3.0,7.0,11.0,19.0,18.0,8.0,6.0,,4.0,4.0,1.0,8.0,3.0,3.0,7.0,2.0,,,2.0,11.0,0.5714285714285714,0.6666666666666666,0.6363636363636364,0.5384615384615384,0.6333333333333333,,,1.0,1.0,1.0,1.0,106.22950819672131,15.153846153846153,12.071428571428571,13.846153846153847,12.071428571428571,0.6153846153846154,0.75,0.75,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,0.7692307692307693,0.5240192307692307,6.3090909090909095,4.0,4.0,2.0,2.0,,,,,2.0,,,,2.0,5.0,3.0,3.0,,,8.0,,2.0,,,,3.0,,2.0,,4.0,1.0,1.0,1.0,,2.0,5.0,3.0,5.0,3.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,0.15384615384615385,,1.0,0.6666666666666666,1.0,,1.0,,,0.16666666666666666,1.0,0.5,,,,,,0.15384615384615385,,,,0.6666666666666666,1.0,0.5,,,,,0.2,0.23076923076923078,0.42105263157894735,25.75,,2.0,,,,2.0,2.0,,,,3.0,,,,,1.0,,,,,,,,,0.5,0.5,,0.50895,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2014,2014,True
100949-201046-201058-202650-203019,1611661320,"Alana Beard, Lindsey Harding, Sandrine Gruda, Jantel Lavender, Samantha Prahalis","Beard, Harding, Gruda, Lavender, Prahalis",100949-201046-201058-202650-203019,LAS,83.0,1,1.0,,3.0,3.0,6.0,1.0,2.0,,,1.0,3.0,2.0,2.0,2.0,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,1.0,1.0,,104.09638554216868,13.333333333333334,14.333333333333334,13.333333333333334,14.333333333333334,0.6666666666666666,0.5,0.5,,,,,0.6666666666666666,0.5547,4.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2014,2014,True
100949-201046-201499-202650-203014,1611661320,"Alana Beard, Lindsey Harding, Candice Wiggins, Jantel Lavender, Nneka Ogwumike","Beard, Harding, Wiggins, Lavender, Ogwumike",100949-201046-201499-202650-203014,LAS,8.0,1,,2.0,1.0,,1.0,,,,,,1.0,2.0,,,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,180.0,8.0,,,,,,,,,,,,0.3324,5.6,,1.0,,,,1.0,,,,,,,,2.0,,1.0,,,2.0,,,,,,,,,,1.0,,,,,,,1.0,2.0,1.0,,,,,,,,,,,0.5,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.5,0.5,1.0,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,0.3324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2014,2014,True
100949-201046-203014-203025-203423,1611661320,"Alana Beard, Lindsey Harding, Nneka Ogwumike, Farhiya Abdi, Nikki Greene","Beard, Harding, Ogwumike, Abdi, Greene",100949-201046-203014-203025-203423,LAS,63.0,1,1.0,-3.0,1.0,1.0,2.0,,1.0,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,45.714285714285715,17.0,46.0,17.0,40.0,1.0,,,,,,,1.0,0.6712,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2014,2014,True
100949-201048-201058-201496-203025,1611661320,"Alana Beard, Armintie Herrington, Sandrine Gruda, Candace Parker, Farhiya Abdi","Beard, Herrington, Gruda, Parker, Abdi",100949-201048-201058-201496-203025,LAS,264.0,2,4.0,-3.0,6.0,8.0,14.0,,,,2.0,,4.0,3.0,6.0,,,,,1.0,,3.0,2.0,3.0,6.0,2.0,,1.0,2.0,3.0,,,,0.25,0.25,,,1.0,1.0,1.0,1.0,76.36363636363636,25.166666666666668,14.125,18.5,14.125,,,,0.3333333333333333,,,,0.3333333333333333,0.3733416666666667,11.275,1.0,3.0,,,,2.0,,1.0,2.0,,,1.0,2.0,,,1.0,,,,3.0,2.0,1.0,1.0,1.0,,,1.0,,3.0,,1.0,1.0,,1.0,6.0,1.0,,,,,,,1.0,0.5,,0.5,,,,0.3333333333333333,,1.0,0.4,1.0,,,1.0,,,,,0.3333333333333333,,,,,0.3333333333333333,0.5,0.5,1.0,,,,,,,0.5,,,,24.2,1.0,,,,,,1.0,1.0,,1.0,2.0,,1.0,,,,,,1.0,,,,,1.0,0.25,,,,,,0.16666666666666666,,,,,2.0,0.5,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2014,2014,True
