EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFtPoints,HeaveAttempts,FTOffRebounds,Clear Path Fouls,Loose Ball Fouls Drawn,NonShootingPenaltyNonTakeFouls,OffFTReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,LongMidRangePctBlocked,ThreePtShootingFoulsDrawn,OffCorner3ReboundPct,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGA,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,Charge Fouls Drawn,3SecondViolations,Blocked3s,BlockedArc3,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Defensive 3 Seconds Violations,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,BlockedCorner3,team_id,year,season,team_vs
100949-201048-201911-202650-203014,1611661320,"Alana Beard, Armintie Herrington, Kristi Toliver, Jantel Lavender, Nneka Ogwumike","Beard, Herrington, Toliver, Lavender, Ogwumike",100949-201048-201911-202650-203014,LAS,5276.0,10,88.0,-10.0,164.0,167.0,29.0,12.0,14.0,331.0,26.0,54.0,2.0,8.0,3.0,10.0,11.0,26.0,26.0,53.0,1.0,1.0,1.0,1.0,5.0,10.0,1.0,1.0,63.0,133.0,6.0,11.0,15.0,159.0,169.0,5.0,14.0,1.0,1.0,13.0,12.0,25.0,1.0,1.0,6.0,33.0,92.0,34.0,12.0,6.0,6.0,10.0,5.0,8.0,46.0,4.0,50.0,3.0,1.0,21.0,7.0,18.0,104.0,1.0,16.0,11.0,44.0,3.0,58.0,17.0,75.0,1.0,16.0,9.0,7.0,16.0,6.0,11.0,15.0,1.0,5.0,3.0,31.0,2.0,6.0,19.0,1.0,36.0,1.0,4.0,2.0,23.0,1.0,1.0,18.0,3.0,1.0,8.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,146.0,31.0,28.0,1.0,0.7301587301587301,0.7666666666666667,0.6666666666666666,0.5454545454545454,1.0,1.0,0.5454545454545454,0.47368421052631576,0.35714285714285715,0.48,0.5,0.43333333333333335,0.5192307692307693,0.5231788079470199,0.43333333333333335,0.5689655172413793,0.0763888888888889,0.06015037593984962,0.09259259259259259,0.11538461538461539,0.5161290322580645,0.75,0.7333333333333333,0.22857142857142856,0.6875,0.2,0.7236842105263158,0.22666666666666666,0.32142857142857145,0.2,0.14814814814814814,0.2,0.7894736842105263,0.6666666666666666,0.7391304347826086,0.6428571428571429,1.0,0.014925373134328358,90.34116755117513,0.6666666666666666,15.49390243902439,16.377245508982035,15.012195121951219,15.562874251497005,0.375,0.48148148148148145,0.5306122448979592,0.8076923076923077,0.18055555555555555,0.4230769230769231,0.4782608695652174,0.6363636363636364,0.3680555555555556,0.49056603773584906,0.49056603773584906,0.6923076923076923,0.006944444444444444,1.0,1.0,1.0,0.06944444444444445,0.5,0.5,0.6,0.5333333333333333,0.25,0.06666666666666667,1.0,1.0,0.38461538461538464,0.3,0.038461538461538464,1.0,0.4513888888888889,0.5,0.4653631944444444,0.5038392857142857,0.47330192307692304,0.053691275167785234,0.057971014492753624,0.08176100628930817,0.20754716981132076,9.40451127819549,24.5,0.17682926829268292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2014,2014,False
100949-201048-201496-202650-203014,1611661320,"Alana Beard, Armintie Herrington, Candace Parker, Jantel Lavender, Nneka Ogwumike","Beard, Herrington, Parker, Lavender, Ogwumike",100949-201048-201496-202650-203014,LAS,5040.0,12,84.0,28.0,157.0,157.0,30.0,8.0,21.0,314.0,33.0,51.0,5.0,6.0,3.0,5.0,17.0,45.0,23.0,36.0,,,,,2.0,9.0,,1.0,73.0,132.0,2.0,9.0,24.0,176.0,148.0,10.0,15.0,1.0,2.0,31.0,14.0,21.0,,1.0,7.0,35.0,84.0,62.0,3.0,3.0,8.0,8.0,2.0,10.0,42.0,1.0,43.0,1.0,,22.0,7.0,13.0,87.0,4.0,21.0,12.0,50.0,3.0,65.0,26.0,91.0,5.0,12.0,7.0,5.0,20.0,6.0,14.0,13.0,,6.0,1.0,33.0,5.0,5.0,12.0,,27.0,1.0,1.0,3.0,36.0,2.0,1.0,31.0,6.0,1.0,15.0,3.0,10.0,3.0,1.0,6.0,10.0,6.0,145.0,35.0,30.0,3.0,0.5753424657534246,0.6086956521739131,0.5,0.2222222222222222,0.5,,0.25,0.553030303030303,0.6666666666666666,0.6666666666666666,0.5390070921985816,0.6764705882352942,0.6363636363636364,0.5718954248366013,0.7380952380952381,0.625,0.06382978723404255,0.07575757575757576,0.0784313725490196,0.13333333333333333,0.6060606060606061,0.75,0.7575757575757576,0.3620689655172414,0.8,0.6666666666666666,0.7654320987654321,0.390625,0.3888888888888889,0.37037037037037035,0.3076923076923077,0.6666666666666666,0.75,0.7727272727272727,0.75,0.9090909090909091,0.5,0.09259259259259259,89.71428571428571,0.6,15.471337579617835,16.630573248407643,14.471337579617835,15.961783439490446,0.3617021276595745,0.6470588235294118,0.7021276595744681,0.6666666666666666,0.3191489361702128,0.37777777777777777,0.4358974358974359,0.4117647058823529,0.2553191489361702,0.6388888888888888,0.6388888888888888,0.5652173913043478,,,,,0.06382978723404255,0.2222222222222222,0.2222222222222222,0.5,0.35294117647058826,0.8333333333333334,,,,0.22727272727272727,0.6,0.045454545454545456,,0.425531914893617,0.25,0.4604396428571429,0.49935,0.4212840909090909,0.1,0.10638297872340426,0.17613636363636365,0.19886363636363635,8.352272727272727,27.422222222222224,0.1910828025477707,1.0,2.0,8.0,1.0,1.0,1.0,1.0,1.0,0.5,0.2,0.11764705882352941,0.5,,,,,,,,,,,,,,,,,,,1611661320,2014,2014,False
201046-201058-202650-202680-203025,1611661320,"Lindsey Harding, Sandrine Gruda, Jantel Lavender, Darxia Morris, Farhiya Abdi","Harding, Gruda, Lavender, Morris, Abdi",201046-201058-202650-202680-203025,LAS,147.0,1,2.0,-6.0,5.0,5.0,3.0,5.0,,10.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,,1.0,2.0,2.0,,1.0,,4.0,10.0,,,,,,1.0,1.0,,1.0,,2.0,2.0,2.0,,,,1.0,,,1.0,,1.0,,,,1.0,,2.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,2.0,,,1.0,,,,,,,,4.0,2.0,3.0,,0.5,0.5,,,,,,1.0,,1.0,0.6666666666666666,,0.5,0.5,,0.5,0.3333333333333333,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,97.95918367346938,,17.8,11.6,17.8,9.4,,,,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,,,,,,0.3333333333333333,,,,,,,,,,,0.5,,0.3333333333333333,,0.3667666666666667,,0.3613,0.25,0.3333333333333333,,0.5,15.1,24.5,0.6,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1611661320,2014,2014,False
100949-201046-201058-201911-203014,1611661320,"Alana Beard, Lindsey Harding, Sandrine Gruda, Kristi Toliver, Nneka Ogwumike","Beard, Harding, Gruda, Toliver, Ogwumike",100949-201046-201058-201911-203014,LAS,435.0,4,7.0,-5.0,14.0,15.0,,3.0,2.0,29.0,2.0,2.0,,,,,1.0,7.0,2.0,4.0,1.0,1.0,,,,1.0,,,5.0,13.0,1.0,2.0,,13.0,18.0,,1.0,,1.0,,,,,,,,2.0,8.0,3.0,,,1.0,,,1.0,1.0,2.0,,1.0,,1.0,,5.0,,2.0,1.0,2.0,,3.0,2.0,5.0,1.0,2.0,2.0,,,,,,,,,,,,3.0,,3.0,,,,2.0,,,,,,,,,,,,,,13.0,,,,0.2,0.2,1.0,0.5,,,0.5,0.38461538461538464,,,0.43333333333333335,,,0.43333333333333335,,,0.13333333333333333,,,,,,0.5,0.25,1.0,,0.6,0.2222222222222222,,0.16666666666666666,0.5,,1.0,0.5,,1.0,,0.1111111111111111,96.0,,14.928571428571429,15.066666666666666,13.5,14.933333333333334,0.13333333333333333,1.0,1.0,,0.4666666666666667,0.14285714285714285,0.14285714285714285,1.0,0.26666666666666666,0.5,0.5,,0.06666666666666667,1.0,1.0,1.0,0.06666666666666667,,,,,,,,,,,,,0.26666666666666666,,0.39755,0.4633,,,,,,11.592307692307692,24.45,,,1.0,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,1611661320,2014,2014,False
100949-201046-201048-201058-201496,1611661320,"Alana Beard, Lindsey Harding, Armintie Herrington, Sandrine Gruda, Candace Parker","Beard, Harding, Herrington, Gruda, Parker",100949-201046-201048-201058-201496,LAS,766.0,5,13.0,-5.0,23.0,21.0,18.0,9.0,6.0,44.0,2.0,4.0,,,2.0,4.0,3.0,6.0,1.0,7.0,,,,,1.0,2.0,1.0,1.0,6.0,17.0,1.0,2.0,7.0,22.0,27.0,3.0,5.0,,,8.0,5.0,14.0,1.0,1.0,7.0,20.0,8.0,4.0,3.0,,,2.0,1.0,3.0,4.0,1.0,5.0,1.0,,1.0,2.0,1.0,11.0,,5.0,2.0,4.0,,6.0,5.0,11.0,1.0,1.0,1.0,,3.0,,1.0,1.0,1.0,2.0,,4.0,,2.0,1.0,,5.0,,1.0,,4.0,,,8.0,,,1.0,3.0,1.0,1.0,,,1.0,1.0,14.0,20.0,18.0,3.0,0.6666666666666666,0.6666666666666666,1.0,0.5,,1.0,0.5,0.35294117647058826,0.6,0.35714285714285715,0.39473684210526316,0.6,0.43333333333333335,0.4782608695652174,0.6666666666666666,0.5263157894736842,0.10526315789473684,0.17647058823529413,0.25,0.16666666666666666,0.75,,1.0,0.45454545454545453,1.0,,1.0,0.4166666666666667,0.5,0.3333333333333333,0.5,,1.0,,1.0,1.0,1.0,0.1111111111111111,82.7154046997389,1.0,17.652173913043477,17.142857142857142,14.304347826086957,17.142857142857142,0.21052631578947367,0.5,0.6666666666666666,0.5,0.3157894736842105,0.5,0.6,0.6666666666666666,0.3684210526315789,0.14285714285714285,0.16666666666666666,1.0,,,,,0.10526315789473684,0.5,0.5,1.0,,,,,,0.26666666666666666,0.5,0.06666666666666667,1.0,0.3157894736842105,0.5,0.43962368421052633,0.35322,0.44709,0.05,0.05555555555555555,0.36363636363636365,0.9090909090909091,10.205882352941176,24.55,0.782608695652174,,,2.0,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,1611661320,2014,2014,False
100949-201046-201048-201058-202650,1611661320,"Alana Beard, Lindsey Harding, Armintie Herrington, Sandrine Gruda, Jantel Lavender","Beard, Harding, Herrington, Gruda, Lavender",100949-201046-201048-201058-202650,LAS,768.0,5,13.0,,24.0,25.0,1.0,1.0,1.0,49.0,5.0,6.0,,,,,1.0,3.0,1.0,10.0,,,,,,,,,7.0,19.0,,,3.0,17.0,17.0,,,,,,,,,,2.0,2.0,10.0,4.0,,,,,,,5.0,,5.0,,,3.0,1.0,1.0,10.0,,1.0,3.0,4.0,,7.0,1.0,8.0,,4.0,4.0,,3.0,1.0,2.0,1.0,,1.0,,4.0,1.0,,2.0,,7.0,,,,8.0,2.0,1.0,4.0,,,1.0,1.0,1.0,,,1.0,1.0,1.0,17.0,2.0,1.0,1.0,0.7142857142857143,0.7142857142857143,,,,,,0.3684210526315789,,,0.3684210526315789,,,0.40476190476190477,,1.0,,,,,0.75,,0.5714285714285714,0.08333333333333333,0.75,,0.6363636363636364,0.08333333333333333,,,0.1111111111111111,,1.0,0.3333333333333333,0.5,0.75,,,91.875,1.0,14.958333333333334,16.36,14.375,14.88,0.3157894736842105,0.8333333333333334,0.8333333333333334,0.6,0.15789473684210525,0.3333333333333333,0.3333333333333333,1.0,0.5263157894736842,0.1,0.1,1.0,,,,,,,,,,,,,,,,,,0.3157894736842105,,0.44556842105263156,,,0.05,0.05,,0.11764705882352941,11.352631578947367,,0.041666666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2014,2014,False
100949-201046-201058-201496-201499,1611661320,"Alana Beard, Lindsey Harding, Sandrine Gruda, Candace Parker, Candice Wiggins","Beard, Harding, Gruda, Parker, Wiggins",100949-201046-201058-201496-201499,LAS,87.0,1,1.0,2.0,3.0,3.0,,3.0,,6.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,1.0,,,2.0,2.0,,1.0,,4.0,2.0,,,,,,,,,,,,2.0,2.0,,,,1.0,,,1.0,,1.0,,,1.0,,,2.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,4.0,,,,0.5,0.5,,,,,,1.0,,,0.6666666666666666,,,0.6666666666666666,,,0.3333333333333333,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,99.3103448275862,,12.0,17.0,12.0,17.0,0.3333333333333333,1.0,1.0,1.0,,,,,0.3333333333333333,1.0,1.0,,,,,,0.3333333333333333,,,,,,,,,,,,,0.6666666666666666,,0.5172666666666667,,,,,,,9.35,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2014,2014,False
100949-201048-201058-201496-202650,1611661320,"Alana Beard, Armintie Herrington, Sandrine Gruda, Candace Parker, Jantel Lavender","Beard, Herrington, Gruda, Parker, Lavender",100949-201048-201058-201496-202650,LAS,201.0,2,3.0,-3.0,6.0,6.0,,,2.0,12.0,,,,,,,,1.0,1.0,2.0,,,,,,,,,1.0,3.0,,,2.0,4.0,7.0,1.0,1.0,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,2.0,1.0,3.0,2.0,5.0,,,,,3.0,,3.0,1.0,,,,4.0,1.0,,,,1.0,,1.0,,2.0,,,2.0,,,1.0,,1.0,1.0,,,1.0,1.0,2.0,,,,,,,,,,,0.3333333333333333,1.0,,0.3333333333333333,1.0,,0.5,1.0,,,,,,0.75,1.0,0.6666666666666666,1.0,,,0.5,1.0,,1.0,1.0,,0.5,,1.0,,,,85.97014925373134,1.0,19.833333333333332,13.666666666666666,15.666666666666666,13.166666666666666,,,,,0.3333333333333333,,,,0.6666666666666666,0.5,0.5,,,,,,,,,,,,,,,,,,,,,0.34853333333333336,0.3447,,0.25,0.25,0.5,,13.966666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2014,2014,False
100949-201048-201058-202650-202680,1611661320,"Alana Beard, Armintie Herrington, Sandrine Gruda, Jantel Lavender, Darxia Morris","Beard, Herrington, Gruda, Lavender, Morris",100949-201048-201058-202650-202680,LAS,394.0,1,7.0,5.0,12.0,12.0,5.0,5.0,2.0,24.0,3.0,4.0,,1.0,2.0,3.0,,,3.0,6.0,,,,,,3.0,,1.0,6.0,10.0,,3.0,,12.0,7.0,,1.0,,1.0,,2.0,5.0,,1.0,,4.0,10.0,2.0,,,,3.0,,,5.0,,5.0,,,2.0,,3.0,10.0,2.0,,2.0,2.0,,4.0,2.0,6.0,,2.0,2.0,,1.0,,1.0,,,,,1.0,,,,1.0,3.0,,,,3.0,,,,,,,,,,,,,,12.0,4.0,5.0,1.0,0.8333333333333334,0.8333333333333334,,,,,,0.6,,0.4,0.46153846153846156,,0.3333333333333333,0.46153846153846156,,0.3333333333333333,0.23076923076923078,,,,1.0,,1.0,,1.0,0.6666666666666666,1.0,0.3333333333333333,,,,0.6666666666666666,,,1.0,1.0,1.0,,87.71573604060914,,12.916666666666666,19.916666666666668,12.25,19.916666666666668,0.3076923076923077,0.75,0.75,0.6666666666666666,,,,,0.46153846153846156,0.5,0.5,1.0,,,,,0.23076923076923078,,,,0.5,,,,,0.5,0.6666666666666666,0.16666666666666666,,0.5384615384615384,,0.46232307692307695,,0.47763333333333335,,,,0.3333333333333333,10.879999999999999,24.366666666666664,0.4166666666666667,,1.0,,,,,1.0,1.0,,,0.5,,,,,,,,,,,,,,,,,,,,1611661320,2014,2014,False
100949-201048-201496-203014-203025,1611661320,"Alana Beard, Armintie Herrington, Candace Parker, Nneka Ogwumike, Farhiya Abdi","Beard, Herrington, Parker, Ogwumike, Abdi",100949-201048-201496-203014-203025,LAS,57.0,1,1.0,,3.0,2.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,1.0,,1.0,,,,,1.0,,,,,1.0,,,,3.0,,1.0,4.0,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,0.5,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,1.0,,,126.31578947368422,,9.333333333333334,14.5,9.333333333333334,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2014,2014,False
