EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,Offensive Fouls Drawn,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,FTOffRebounds,DefThreePtRebounds,FTDefRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Loose Ball Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,AtRimPctBlocked,Arc3PctBlocked,DefFTReboundPct,OffFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,PtsUnassisted3s,BlockingFouls,Offensive Fouls,Charge Fouls Drawn,BlockedAtRim,3SecondViolations,PenaltyCorner3FGM,PenaltyCorner3FGA,OffCorner3ReboundPct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Blocked3s,BlockedArc3,StepOutOfBoundsTurnovers,HeaveAttempts,LongMidRangePctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3FGA,BlockedCorner3,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked,team_id,year,season,team_vs
100721-100812-101023-201492-202662,1611661330,"Swin Cash, Erika de Souza, Sancho Lyttle, Matee Ajavon, Jasmine Thomas","Cash, de Souza, Lyttle, Ajavon, Thomas",100721-100812-101023-201492-202662,ATL,214.0,1,4.0,-1.0,8.0,8.0,4.0,1.0,16.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,4.0,5.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,0.5,0.5,0.4,1.0,0.3333333333333333,0.4,1.0,0.3333333333333333,0.4,1.0,0.3333333333333333,0.2,0.5,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.5,1.0,107.66355140186916,11.375,15.375,11.375,11.875,0.6,0.6666666666666666,0.6666666666666666,0.5,0.4,1.0,1.0,1.0,0.6666666666666666,0.5,0.6,0.5354599999999999,0.6217,0.5288,0.5,0.5,2.84,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2014,2014,False
100812-101023-201881-202662-203830,1611661330,"Erika de Souza, Sancho Lyttle, Angel McCoughtry, Jasmine Thomas, Shoni Schimmel","de Souza, Lyttle, McCoughtry, Thomas, Schimmel",100812-101023-201881-202662-203830,ATL,2596.0,13,43.0,5.0,83.0,79.0,23.0,7.0,162.0,14.0,25.0,1.0,5.0,5.0,11.0,15.0,28.0,58.0,80.0,75.0,2.0,9.0,8.0,7.0,18.0,22.0,40.0,16.0,3.0,20.0,23.0,10.0,49.0,8.0,20.0,30.0,13.0,43.0,9.0,6.0,3.0,8.0,6.0,2.0,20.0,5.0,18.0,,1.0,72.0,22.0,23.0,0.7142857142857143,0.7407407407407407,0.4827586206896552,0.2222222222222222,0.3888888888888889,0.48507462686567165,0.3181818181818182,0.40476190476190477,0.512987012987013,0.3333333333333333,0.44,0.05172413793103448,,0.4,0.6896551724137931,0.26666666666666666,0.6756756756756757,0.3142857142857143,0.4,0.75,89.86132511556241,15.349397590361447,16.734177215189874,14.481927710843374,15.860759493670885,0.373134328358209,0.56,0.6363636363636364,0.7142857142857143,0.22388059701492538,0.45454545454545453,0.2,,0.5238095238095238,0.45454545454545453,0.5074626865671642,0.47907954545454545,0.5198333333333333,0.51005,0.1,0.275,7.931034482758621,0.27710843373493976,11.0,5.0,9.0,18.0,1.0,1.0,2.0,8.0,1.0,2.0,1.0,3.0,3.0,9.0,15.0,1.0,2.0,1.0,1.0,3.0,5.0,9.0,2.0,8.0,2.0,1.0,3.0,2.0,1.0,4.0,6.0,3.0,2.0,5.0,5.0,2.0,5.0,12.0,2.0,2.0,1.0,11.0,22.0,2.0,1.0,1.0,2.0,23.0,2.0,1.0,11.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.13432835820895522,0.1111111111111111,0.12,0.125,0.7142857142857143,0.4,0.625,0.6,0.2727272727272727,0.1111111111111111,0.6,0.5833333333333334,0.7777777777777778,0.6,0.6666666666666666,0.06451612903225806,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8,0.26865671641791045,0.5,0.5,0.6666666666666666,0.014925373134328358,1.0,1.0,1.0,0.11940298507462686,0.25,0.2857142857142857,1.0,0.18181818181818182,0.5,1.0,0.14285714285714285,0.3333333333333333,0.25,0.14473684210526316,0.16417910447761194,25.811111111111114,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2014,2014,False
101023-201881-202623-203026-203830,1611661330,"Sancho Lyttle, Angel McCoughtry, Aneika Morello, Tiffany Hayes, Shoni Schimmel","Lyttle, McCoughtry, Morello, Hayes, Schimmel",101023-201881-202623-203026-203830,ATL,2877.0,19,48.0,-8.0,93.0,95.0,15.0,16.0,188.0,18.0,31.0,3.0,5.0,4.0,6.0,17.0,30.0,64.0,93.0,101.0,6.0,14.0,16.0,5.0,10.0,14.0,32.0,28.0,4.0,16.0,19.0,9.0,41.0,13.0,23.0,33.0,24.0,57.0,12.0,8.0,4.0,9.0,3.0,6.0,17.0,1.0,24.0,1.0,,77.0,14.0,15.0,0.5333333333333333,0.5925925925925926,0.46875,0.42857142857142855,0.5,0.4044943820224719,0.35714285714285715,0.3611111111111111,0.4603960396039604,0.36363636363636365,0.3888888888888889,0.0625,0.11764705882352941,0.5294117647058824,0.6216216216216216,0.40625,0.6590909090909091,0.4230769230769231,0.375,0.7333333333333333,94.09801876955162,15.172043010752688,15.43157894736842,13.623655913978494,14.473684210526315,0.34831460674157305,0.5806451612903226,0.6206896551724138,0.5,0.19101123595505617,0.23809523809523808,0.6,,0.3333333333333333,0.6666666666666666,0.6292134831460674,0.4942971910112359,0.48102,0.4687666666666666,0.17204301075268819,0.15053763440860216,7.0078125,0.16129032258064516,19.0,8.0,4.0,16.0,1.0,3.0,3.0,22.0,1.0,7.0,1.0,8.0,4.0,25.0,21.0,1.0,7.0,1.0,1.0,8.0,1.0,9.0,6.0,22.0,3.0,,3.0,2.0,1.0,4.0,3.0,9.0,2.0,6.0,4.0,3.0,3.0,8.0,1.0,2.0,1.0,7.0,21.0,,1.0,1.0,,27.0,3.0,,15.0,,5.0,1.0,1.0,5.0,3.0,1.0,,0.75,0.16,0.14285714285714285,0.125,0.16,0.2808988764044944,,0.06451612903225806,,1.0,1.0,0.8571428571428571,0.45,0.46153846153846156,0.36363636363636365,0.5,0.5833333333333334,0.5,1.0,0.5,0.0625,0.6,0.47058823529411764,0.5333333333333333,0.5,0.1797752808988764,0.25,0.25,0.75,0.033707865168539325,0.3333333333333333,0.3333333333333333,1.0,0.24719101123595505,0.13636363636363635,0.13636363636363635,0.6666666666666666,0.3333333333333333,0.14285714285714285,,0.4444444444444444,0.125,0.13636363636363635,0.1485148514851485,0.19736842105263158,24.084,3.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,1611661330,2014,2014,False
100721-100812-202662-203026-203820,1611661330,"Swin Cash, Erika de Souza, Jasmine Thomas, Tiffany Hayes, Celine Dumerc","Cash, de Souza, Thomas, Hayes, Dumerc",100721-100812-202662-203026-203820,ATL,230.0,4,4.0,1.0,6.0,8.0,4.0,,14.0,4.0,5.0,,,2.0,3.0,,4.0,6.0,8.0,7.0,,,,2.0,4.0,4.0,2.0,6.0,,1.0,1.0,1.0,2.0,,2.0,2.0,,2.0,1.0,1.0,,,,,,,,,,8.0,4.0,4.0,0.25,0.25,0.6666666666666666,,0.5,0.6666666666666666,,0.5,0.6666666666666666,,0.5,,,,1.0,,1.0,,,1.0,87.65217391304347,14.333333333333334,18.0,14.333333333333334,18.0,0.8333333333333334,0.8,0.8,0.25,,,,,0.75,0.6666666666666666,0.8333333333333334,0.5034333333333333,,0.421775,,0.5,4.816666666666666,0.6666666666666666,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2014,2014,False
101023-201881-202662-203814-203830,1611661330,"Sancho Lyttle, Angel McCoughtry, Jasmine Thomas, Nadia Colhado, Shoni Schimmel","Lyttle, McCoughtry, Thomas, Colhado, Schimmel",101023-201881-202662-203814-203830,ATL,224.0,2,4.0,-5.0,9.0,9.0,,,18.0,2.0,2.0,,,,,1.0,4.0,5.0,8.0,13.0,,,,,,,6.0,2.0,,3.0,3.0,1.0,6.0,,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,,,,,8.0,,,0.75,0.75,0.8,,,0.5,,,0.5,,,,,,1.0,,1.0,,,,115.71428571428571,12.444444444444445,12.444444444444445,12.444444444444445,12.444444444444445,0.25,1.0,1.0,0.5,0.125,,,,,,0.625,0.49375,,,,,8.879999999999999,,7.0,1.0,1.0,2.0,,1.0,,2.0,,,,,,3.0,,,,,,,,,,2.0,,,,,,1.0,1.0,,,,,,,1.0,,,,,4.0,1.0,1.0,,,,,,,,,,,,,2.0,,,,,,,0.375,,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,0.25,0.5,0.5,1.0,0.125,,,,0.25,,,,,,,,,,,,23.53333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2014,2014,False
101023-202623-202662-203814-203830,1611661330,"Sancho Lyttle, Aneika Morello, Jasmine Thomas, Nadia Colhado, Shoni Schimmel","Lyttle, Morello, Thomas, Colhado, Schimmel",101023-202623-202662-203814-203830,ATL,78.0,1,1.0,,3.0,3.0,,,6.0,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,1.0,3.0,,3.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,0.75,,,1.0,110.76923076923076,13.333333333333334,12.666666666666666,13.333333333333334,12.666666666666666,,,,,0.5,,,,,,,0.338,,,,,13.65,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,0.5,1.0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2014,2014,False
202623-202662-203026-203820-203830,1611661330,"Aneika Morello, Jasmine Thomas, Tiffany Hayes, Celine Dumerc, Shoni Schimmel","Morello, Thomas, Hayes, Dumerc, Schimmel",202623-202662-203026-203820-203830,ATL,29.0,1,,-2.0,2.0,1.0,2.0,,3.0,,,,,,,,,1.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,148.9655172413793,4.0,21.0,4.0,21.0,,,,,,,,,,,,0.2665,,0.2665,,,19.3,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1611661330,2014,2014,False
100721-101023-202623-202662-203830,1611661330,"Swin Cash, Sancho Lyttle, Aneika Morello, Jasmine Thomas, Shoni Schimmel","Cash, Lyttle, Morello, Thomas, Schimmel",100721-101023-202623-202662-203830,ATL,224.0,1,4.0,2.0,8.0,8.0,2.0,2.0,16.0,2.0,3.0,1.0,1.0,,,1.0,3.0,5.0,10.0,8.0,1.0,2.0,2.0,,,3.0,4.0,2.0,,2.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,,1.0,1.0,,2.0,1.0,2.0,,,8.0,3.0,2.0,0.6666666666666666,1.0,0.6,0.5,,0.6428571428571429,0.5,1.5,0.625,0.5,1.5,,,0.5,1.0,0.5,1.0,0.6666666666666666,,1.0,102.85714285714286,14.625,13.375,13.75,13.375,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.5,0.14285714285714285,0.5,1.0,,,,0.7142857142857143,0.5349642857142857,0.6266,0.54525,0.2,0.3,5.74,0.25,,1.0,,1.0,1.0,2.0,,,,,,,1.0,2.0,1.0,,,,1.0,1.0,,,2.0,,,,,,,1.0,,1.0,,,,,,1.0,,1.0,,,1.0,,,,,2.0,,,1.0,,,,,,,,,,0.5,,1.0,0.5,0.2857142857142857,,,,,,,1.0,1.0,,,,1.0,,,,,1.0,1.0,1.0,0.14285714285714285,,,,0.2857142857142857,0.5,0.5,,,,,,,,,,,,0.125,0.16666666666666666,23.45,3.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1611661330,2014,2014,False
100721-101023-202662-203026-203830,1611661330,"Swin Cash, Sancho Lyttle, Jasmine Thomas, Tiffany Hayes, Shoni Schimmel","Cash, Lyttle, Thomas, Hayes, Schimmel",100721-101023-202662-203026-203830,ATL,24.0,1,,2.0,2.0,3.0,2.0,,5.0,,,,,,,,,,4.0,2.0,,,,,,4.0,,,,,,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,2.0,,,4.0,4.0,2.0,,,,,,,,,1.0,,1.0,,,,1.0,,1.0,,,1.0,300.0,1.5,7.0,1.5,7.0,,,,,,,,,,,,,,,,1.0,,1.0,3.0,,,,,,,,,,,,,,4.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2014,2014,False
100721-101023-201881-203026-203820,1611661330,"Swin Cash, Sancho Lyttle, Angel McCoughtry, Tiffany Hayes, Celine Dumerc","Cash, Lyttle, McCoughtry, Hayes, Dumerc",100721-101023-201881-203026-203820,ATL,8.0,1,,3.0,1.0,,1.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,3.0,,,,,1.0,1.0,3.0,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,3.0,3.0,1.0,,,1.0,,1.0,1.0,,1.0,1.5,,1.5,,,,,,,,,,180.0,8.0,,8.0,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,0.5601,,0.5601,,1.0,2.3,1.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2014,2014,False
