EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3A,Corner3Assists,Offensive Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,ThreePtShootingFoulsDrawnPct,PenaltyArc3FGM,PenaltyFG3M,HeaveAttempts,PenaltyFg3Pct,PenaltyArc3Accuracy,FTOffRebounds,FTDefRebounds,BlockingFouls,DefFTReboundPct,OffFTReboundPct,PenaltyCorner3FGM,BlockedLongMidRange,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,Charge Fouls Drawn,Corner3PctBlocked,OffCorner3ReboundPct,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Defensive 3 Seconds Violations,Technical Free Throw Trips,Blocked3s,BlockedCorner3,BlockedArc3,team_id,year,season,team_vs
100666-202254-202255-203823-203826,1611661323,"Katie Douglas, Kelsey Griffin, Allison Hightower, Chiney Ogwumike, Alyssa Thomas","Douglas, Griffin, Hightower, Ogwumike, Thomas",100666-202254-202255-203823-203826,CON,2880.0,5,48.0,-4.0,90.0,92.0,14.0,15.0,10.0,182.0,12.0,23.0,2.0,3.0,2.0,4.0,2.0,15.0,10.0,26.0,5.0,7.0,24.0,64.0,5.0,7.0,18.0,81.0,85.0,3.0,7.0,4.0,10.0,5.0,11.0,4.0,14.0,18.0,30.0,12.0,3.0,4.0,7.0,5.0,6.0,2.0,9.0,4.0,13.0,4.0,3.0,1.0,5.0,30.0,2.0,11.0,6.0,26.0,32.0,13.0,45.0,2.0,12.0,6.0,6.0,12.0,3.0,6.0,11.0,2.0,6.0,1.0,23.0,2.0,3.0,7.0,20.0,1.0,2.0,27.0,1.0,1.0,1.0,19.0,1.0,9.0,1.0,9.0,5.0,4.0,9.0,6.0,1.0,71.0,14.0,14.0,3.0,1.0,0.375,0.4090909090909091,0.8,0.7142857142857143,0.7142857142857143,0.375,0.42857142857142855,0.45454545454545453,0.44366197183098594,0.42857142857142855,0.45454545454545453,0.50625,0.5555555555555556,0.5384615384615384,0.09859154929577464,0.2857142857142857,0.09375,0.08695652173913043,0.13333333333333333,0.07692307692307693,0.2857142857142857,0.5217391304347826,0.6666666666666666,0.275,0.8571428571428571,1.0,0.6956521739130435,0.30952380952380953,0.5454545454545454,0.15384615384615385,0.1875,1.0,0.6923076923076923,0.75,0.5,0.75,1.0,0.058823529411764705,91.0,0.6666666666666666,16.9,14.771739130434783,16.333333333333332,14.08695652173913,0.323943661971831,0.5217391304347826,0.5714285714285714,0.25,0.2112676056338028,0.13333333333333333,0.15384615384615385,0.5,0.36619718309859156,0.38461538461538464,0.4166666666666667,0.5,0.09859154929577464,0.7142857142857143,1.0,0.8,0.42857142857142855,0.6666666666666666,0.36363636363636365,0.5,0.4225352112676056,0.7142857142857143,0.45774859154929576,0.4474857142857143,0.4404363636363637,0.11392405063291139,0.125,0.12345679012345678,0.1728395061728395,9.5828125,23.957142857142856,0.15555555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2014,2014,True
100666-202255-203402-203410-203823,1611661323,"Katie Douglas, Allison Hightower, Kelsey Bone, Alex Bentley, Chiney Ogwumike","Douglas, Hightower, Bone, Bentley, Ogwumike",100666-202255-203402-203410-203823,CON,3223.0,10,54.0,4.0,100.0,100.0,10.0,16.0,14.0,200.0,25.0,37.0,8.0,10.0,4.0,4.0,10.0,20.0,4.0,16.0,3.0,15.0,39.0,73.0,8.0,22.0,22.0,124.0,120.0,8.0,13.0,4.0,23.0,4.0,5.0,7.0,15.0,46.0,32.0,21.0,3.0,10.0,15.0,3.0,2.0,,23.0,7.0,30.0,2.0,14.0,5.0,4.0,67.0,3.0,17.0,7.0,23.0,30.0,20.0,50.0,4.0,9.0,9.0,,6.0,5.0,3.0,9.0,1.0,3.0,,15.0,1.0,,6.0,17.0,,2.0,29.0,1.0,1.0,1.0,27.0,2.0,10.0,4.0,3.0,3.0,,3.0,2.0,,101.0,9.0,7.0,3.0,1.0,0.5897435897435898,0.6764705882352942,0.875,0.36363636363636365,0.36363636363636365,0.5342465753424658,0.6153846153846154,0.8,0.5368421052631579,0.5588235294117647,0.5,0.5794392523364486,0.6052631578947368,0.625,0.23157894736842105,,0.0273972602739726,0.05405405405405406,,,,0.4,0.6052631578947368,0.5,0.5384615384615384,0.23076923076923078,0.5882352941176471,0.425531914893617,0.5833333333333334,0.4,0.5,0.2727272727272727,0.42857142857142855,0.5714285714285714,0.7647058823529411,0.5833333333333334,,0.08888888888888889,89.35774123487434,0.6666666666666666,16.6,15.63,15.38,14.69,0.3894736842105263,0.6756756756756757,0.7142857142857143,0.56,0.21052631578947367,0.5,0.5,0.5,0.16842105263157894,0.25,0.25,1.0,0.15789473684210525,0.2,0.2,0.6666666666666666,0.5882352941176471,0.8,0.5,1.0,0.6210526315789474,0.2,0.5046063829787234,0.5754033333333334,0.6057214285714286,0.10679611650485436,0.12345679012345678,0.18548387096774194,0.12096774193548387,7.164383561643835,23.95909090909091,0.1,5.0,7.0,1.0,1.0,1.0,3.0,2.0,1.0,4.0,3.0,5.0,2.0,1.0,1.0,0.25,0.07368421052631578,0.7142857142857143,0.7142857142857143,1.0,0.375,0.058823529411764705,1.0,1.0,0.17647058823529413,0.125,0.25,0.045454545454545456,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2014,2014,True
201904-202653-203402-203408-203826,1611661323,"Renee Montgomery, Kayla Pedersen, Kelsey Bone, Kelly Faris, Alyssa Thomas","Montgomery, Pedersen, Bone, Faris, Thomas",201904-202653-203402-203408-203826,CON,23.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2014,2014,True
201904-203046-203402-203410-203823,1611661323,"Renee Montgomery, Briana Butler, Kelsey Bone, Alex Bentley, Chiney Ogwumike","Montgomery, Butler, Bone, Bentley, Ogwumike",201904-203046-203402-203410-203823,CON,194.0,1,3.0,-4.0,6.0,6.0,3.0,3.0,,12.0,,1.0,,,,1.0,1.0,2.0,,,1.0,2.0,1.0,3.0,1.0,3.0,,5.0,9.0,,,,,,1.0,,3.0,2.0,,3.0,,,1.0,1.0,,,1.0,1.0,2.0,1.0,,1.0,,5.0,,,,1.0,1.0,,1.0,,,,,,,,1.0,,,,1.0,,,1.0,2.0,,,1.0,,,,,,,,,,,,,,5.0,3.0,3.0,,,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,,,0.4166666666666667,,0.375,0.4166666666666667,,0.375,0.5,,,,,,,,0.5,,,,0.5,,,,,,,1.0,,,,,89.0721649484536,,20.333333333333332,12.0,20.333333333333332,12.0,0.16666666666666666,,,,0.3333333333333333,0.5,0.5,1.0,,,,,0.3333333333333333,0.5,0.5,1.0,,,0.25,,0.6666666666666666,1.0,0.37517999999999996,,0.4019,,,,0.6,5.133333333333334,35.96666666666667,0.5,,1.0,,,1.0,,2.0,,,3.0,,1.0,,,,0.16666666666666666,,,,,,,,,0.25,0.5,,1.0,1.0,1.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,1611661323,2014,2014,True
100666-100928-201904-202263-203823,1611661323,"Katie Douglas, Ebony Hoffman, Renee Montgomery, Danielle McCray, Chiney Ogwumike","Douglas, Hoffman, Montgomery, McCray, Ogwumike",100666-100928-201904-202263-203823,CON,241.0,1,4.0,-6.0,8.0,8.0,,1.0,,16.0,,,,,,,,,3.0,5.0,,,3.0,5.0,,,,6.0,12.0,,,,,,,,,4.0,2.0,,,,,,,,2.0,,2.0,,,,2.0,4.0,,,,3.0,3.0,,3.0,,,,,2.0,,1.0,1.0,,1.0,,3.0,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,6.0,,,,,0.6666666666666666,0.6666666666666666,,,,0.6,,,0.6,,,0.6,,,,,,,,,,0.6666666666666666,1.0,,,,1.0,,,,,,1.0,,1.0,,,,95.60165975103735,,13.0,17.125,13.0,15.875,,,,,,,,,1.0,0.6,0.6,0.6666666666666666,,,,,,,,,,,0.3802,,,,,,,17.419999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2014,2014,True
100666-100928-201904-202263-202653,1611661323,"Katie Douglas, Ebony Hoffman, Renee Montgomery, Danielle McCray, Kayla Pedersen","Douglas, Hoffman, Montgomery, McCray, Pedersen",100666-100928-201904-202263-202653,CON,21.0,1,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,0.5,,,,0.5,,,,,,,,,,,,1.0,,,,0.5,,0.4008,0.4827,,,,,,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2014,2014,True
100666-100928-201904-202653-203410,1611661323,"Katie Douglas, Ebony Hoffman, Renee Montgomery, Kayla Pedersen, Alex Bentley","Douglas, Hoffman, Montgomery, Pedersen, Bentley",100666-100928-201904-202653-203410,CON,45.0,1,1.0,2.0,2.0,2.0,2.0,,,4.0,1.0,2.0,,,1.0,2.0,,,,,,,1.0,2.0,,,,2.0,,,,,,1.0,2.0,,2.0,2.0,,,,,,,,,1.0,,1.0,,1.0,,,2.0,,,1.0,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,2.0,2.0,2.0,,,1.0,1.0,,,,0.5,,0.5,0.5,,0.5,0.5,,0.5,,,,,,,,,,,1.0,,0.5,,,,,,,,,,1.0,,128.0,,5.5,17.0,5.5,12.5,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,1.0,0.5,1.0,,0.77275,,0.77275,,,,1.0,1.75,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2014,2014,True
100666-201904-202254-202255-203823,1611661323,"Katie Douglas, Renee Montgomery, Kelsey Griffin, Allison Hightower, Chiney Ogwumike","Douglas, Montgomery, Griffin, Hightower, Ogwumike",100666-201904-202254-202255-203823,CON,652.0,6,11.0,-2.0,22.0,21.0,10.0,8.0,1.0,43.0,3.0,4.0,,,1.0,1.0,2.0,2.0,1.0,1.0,,1.0,6.0,7.0,1.0,3.0,7.0,22.0,24.0,,,2.0,2.0,2.0,2.0,6.0,10.0,4.0,8.0,3.0,,,1.0,,1.0,,2.0,1.0,3.0,,2.0,,,7.0,,,1.0,5.0,7.0,1.0,8.0,,3.0,1.0,2.0,5.0,1.0,3.0,3.0,,2.0,,8.0,,4.0,4.0,7.0,,,9.0,1.0,,,12.0,,2.0,4.0,,,,,,,20.0,10.0,10.0,,5.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.8571428571428571,,1.0,0.75,,1.0,0.6875,1.0,0.7142857142857143,0.3,,0.14285714285714285,0.25,,,,0.625,0.7142857142857143,,0.25,,0.5454545454545454,,,,,,,0.75,1.0,0.25,,,94.96932515337423,,15.5,14.80952380952381,15.363636363636363,12.571428571428571,0.4,0.75,1.0,0.6666666666666666,0.2,1.0,1.0,,0.1,1.0,1.0,,0.1,,,,,,0.5,1.0,0.7,,0.523635,,0.4848,0.16666666666666666,0.2222222222222222,0.09090909090909091,0.45454545454545453,5.114285714285714,23.099999999999998,0.45454545454545453,1.0,2.0,,,,,,,,,1.0,1.0,,,,0.2,0.5,0.5,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,1611661323,2014,2014,True
100666-100928-202254-203410-203826,1611661323,"Katie Douglas, Ebony Hoffman, Kelsey Griffin, Alex Bentley, Alyssa Thomas","Douglas, Hoffman, Griffin, Bentley, Thomas",100666-100928-202254-203410-203826,CON,73.0,1,1.0,-3.0,3.0,2.0,3.0,,1.0,5.0,,1.0,,,,1.0,,,,,,1.0,,1.0,,1.0,,,3.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,2.0,,,,,,,,2.0,1.0,,,2.0,1.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,0.5,,,,,,,,1.0,1.0,,,1.0,0.5,1.0,,,,,1.0,,,,,98.63013698630138,,16.333333333333332,12.0,16.0,12.0,0.5,,,,,,,,,,,,0.5,,,,,,0.5,,1.0,,0.57445,,0.57445,,,,,2.3,23.4,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2014,2014,True
100666-201904-202254-203402-203410,1611661323,"Katie Douglas, Renee Montgomery, Kelsey Griffin, Kelsey Bone, Alex Bentley","Douglas, Montgomery, Griffin, Bone, Bentley",100666-201904-202254-203402-203410,CON,56.0,2,1.0,5.0,2.0,2.0,,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,5.0,,1.0,1.0,,2.0,,,,,,2.0,3.0,,,,,,,,1.0,1.0,,,,,3.0,,,,1.0,1.0,1.0,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.25,1.0,,1.25,1.0,,0.5,,,,,,,,1.0,,,,0.5,,,,,,,1.0,,,,,102.85714285714286,,7.5,20.5,6.0,20.0,0.5,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,1.0,,0.639925,0.7184,,,,0.4,,1.3,23.2,,1.0,1.0,,,,,,,,,1.0,,,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1611661323,2014,2014,True
