EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,BadPassOutOfBoundsTurnovers,LongMidRangeFGM,FtPoints,PtsUnassisted2s,PtsUnassisted3s,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ShortMidRangeFGA,PenaltyFG2A,PenaltyFtPoints,Fg2aBlocked,LongMidRangeAssists,FTDefRebounds,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,ShortMidRangeFrequency,LongMidRangePctAssisted,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PtsPutbacks,Corner3Assists,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,Steals,LostBallSteals,LostBallTurnovers,StepOutOfBoundsTurnovers,ShootingFouls,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,BadPassSteals,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Charge Fouls,Charge Fouls Drawn,Technical Free Throw Trips,BlockedLongMidRange,RecoveredBlocks,LongMidRangePctBlocked,OffAtRimReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,PenaltyCorner3FGM,PenaltyCorner3FGA,HeaveAttempts,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,team_id,year,season,team_vs
100940-1628278-1629482-1629488-1629501,1611661317,"Diana Taurasi, Shatori Walker-Kimbrough, Sophie Cunningham, Brianna Turner, Alanna Smith","Taurasi, Walker-Kimbrough, Cunningham, Turner, Smith",100940-1628278-1629482-1629488-1629501,PHO,191.0,1,3.0,1.0,7.0,5,4.0,2.0,12,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,5.0,4.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,5.0,3.0,4.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.5,0.5,0.6,0.3333333333333333,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,1.0,1.0,90.47120418848168,15.285714285714286,16.8,15.285714285714286,16.8,0.2,1.0,1.0,1.0,0.2,0.6,0.3333333333333333,0.5,1.0,1.0,0.3333333333333333,0.8,0.3333333333333333,0.38116,0.3645,0.6,12.0,24.96666666666667,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2020,2020,False
100940-1628278-1629482-1629488-201913,1611661317,"Diana Taurasi, Shatori Walker-Kimbrough, Sophie Cunningham, Brianna Turner, Kia Vaughn","Taurasi, Walker-Kimbrough, Cunningham, Turner, Vaughn",100940-1628278-1629482-1629488-201913,PHO,18.0,1,,,1.0,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,160.0,4.0,14.0,4.0,14.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2020,2020,False
100940-1628278-1629482-1629501-201913,1611661317,"Diana Taurasi, Shatori Walker-Kimbrough, Sophie Cunningham, Alanna Smith, Kia Vaughn","Taurasi, Walker-Kimbrough, Cunningham, Smith, Vaughn",100940-1628278-1629482-1629501-201913,PHO,90.0,1,2.0,3.0,3.0,3,,,6,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,6.0,3.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,6.0,,,,,,1.0,,1.0,1.0,1.25,,1.0,,0.5,,,,,,,,,,96.0,14.333333333333334,15.666666666666666,14.333333333333334,15.666666666666666,,,,,0.5,0.5,1.0,1.0,,,,0.5,1.0,0.441225,,,19.4,24.7,,,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2020,2020,False
100940-1628278-1629488-1629501-203400,1611661317,"Diana Taurasi, Shatori Walker-Kimbrough, Brianna Turner, Alanna Smith, Skylar Diggins-Smith","Taurasi, Walker-Kimbrough, Turner, Smith, Diggins-Smith",100940-1628278-1629488-1629501-203400,PHO,201.0,1,3.0,-2.0,7.0,8,2.0,4.0,15,,1.0,1.0,,,,,1.0,4.0,,,8.0,10.0,,,2.0,2.0,,,,,1.0,,1.0,,,2.0,,2.0,3.0,3.0,,,,,,2.0,1.0,,3.0,8.0,2.0,2.0,1.0,1.0,,,,,0.25,0.25,,0.5714285714285714,0.5,,,,,0.5,,0.5,1.0,1.0,,107.46268656716417,14.142857142857142,12.75,14.142857142857142,12.5,0.25,,,,0.25,,,,,,,0.25,,0.392375,0.2678,0.25,10.2,,0.2857142857142857,,1.0,6.0,,,6.0,2.0,,,,1.0,1.0,0.3333333333333333,0.3333333333333333,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.25,0.5,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2020,2020,False
100940-1628278-1629488-201913-203400,1611661317,"Diana Taurasi, Shatori Walker-Kimbrough, Brianna Turner, Kia Vaughn, Skylar Diggins-Smith","Taurasi, Walker-Kimbrough, Turner, Vaughn, Diggins-Smith",100940-1628278-1629488-201913-203400,PHO,1279.0,2,21.0,2.0,43.0,43,6.0,3.0,86,5.0,10.0,4.0,5.0,13.0,,3.0,9.0,24.0,6.0,14.0,43.0,41.0,,3.0,2.0,12.0,12.0,13.0,5.0,,6.0,4.0,10.0,3.0,3.0,24.0,4.0,14.0,19.0,23.0,4.0,3.0,2.0,6.0,1.0,10.0,,,11.0,35.0,2.0,6.0,0.6666666666666666,0.75,0.6666666666666666,0.42857142857142855,,0.42857142857142855,0.375,0.47368421052631576,0.16666666666666666,0.524390243902439,0.16666666666666666,0.3684210526315789,,,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,96.82564503518374,14.44186046511628,15.30232558139535,13.744186046511627,15.30232558139535,0.2631578947368421,0.5,0.5,0.6,0.10526315789473684,0.34210526315789475,0.38461538461538464,0.38461538461538464,0.6,0.5,,0.631578947368421,0.38461538461538464,0.46479605263157897,0.36795833333333333,0.046511627906976744,7.575,26.107142857142858,0.13953488372093023,1.0,1.0,7.0,6.0,6.0,8.0,3.0,,,,0.25,0.25,0.12195121951219512,0.1111111111111111,10.0,3.0,,,1.0,1.0,,,1.0,,,,1.0,0.2631578947368421,1.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,8.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,2.0,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,0.13333333333333333,0.2857142857142857,0.18181818181818182,0.14285714285714285,0.3333333333333333,0.2857142857142857,1.0,1.0,0.09090909090909091,0.3,0.3,0.6666666666666666,0.02631578947368421,1.0,1.0,1.0,0.25,1.0,0.25,1.0,1.0,0.5,0.5,1.0,0.16666666666666666,0.457725,0.14285714285714285,0.18604651162790697,,,,,,,,,,,,,,,,,,,1611661317,2020,2020,False
100940-1629482-1629488-201913-203035,1611661317,"Diana Taurasi, Sophie Cunningham, Brianna Turner, Kia Vaughn, Shey Peddy","Taurasi, Cunningham, Turner, Vaughn, Peddy",100940-1629482-1629488-201913-203035,PHO,123.0,1,2.0,2.0,4.0,4,1.0,2.0,8,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,7.0,5.0,,,2.0,2.0,,1.0,1.0,,1.0,,1.0,,,2.0,,2.0,2.0,2.0,,,1.0,1.0,,1.0,,,1.0,7.0,2.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.25,1.0,1.1666666666666667,1.0,0.5,,,,1.0,,1.0,,1.0,,93.65853658536587,13.0,17.75,13.0,17.75,,,,,,0.5,1.0,1.0,,,,0.5,1.0,0.6261,0.6606,0.2857142857142857,4.9,24.9,0.25,,,2.0,,3.0,2.0,1.0,,,,,,0.3333333333333333,0.5,1.0,1.0,,,,,,,,,,,,0.5,,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2020,2020,False
100940-1629482-1629488-201913-203400,1611661317,"Diana Taurasi, Sophie Cunningham, Brianna Turner, Kia Vaughn, Skylar Diggins-Smith","Taurasi, Cunningham, Turner, Vaughn, Diggins-Smith",100940-1629482-1629488-201913-203400,PHO,101.0,1,2.0,-4.0,4.0,4,,,8,,,,,2.0,,,,1.0,,3.0,,4.0,,,,,,2.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,0.5,,0.5,,1.0,,114.05940594059406,14.75,10.5,14.75,10.25,,,,,,0.5,,,,,,0.75,,0.487775,,,12.0,25.2,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.25,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2020,2020,False
100940-1629482-1629488-203035-203400,1611661317,"Diana Taurasi, Sophie Cunningham, Brianna Turner, Shey Peddy, Skylar Diggins-Smith","Taurasi, Cunningham, Turner, Peddy, Diggins-Smith",100940-1629482-1629488-203035-203400,PHO,127.0,1,2.0,-4.0,4.0,4,,4.0,8,,,,,1.0,,,,1.0,,3.0,,4.0,,,,,,1.0,,,,,,,,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,1.0,1.0,1.0,,1.0,1.0,90.70866141732283,16.75,15.0,16.75,15.0,,,,,,0.25,,,,,,0.75,,0.50995,,,7.2,24.599999999999998,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,1.0,1.0,,0.25,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2020,2020,False
100940-1629488-1629501-203035-203400,1611661317,"Diana Taurasi, Brianna Turner, Alanna Smith, Shey Peddy, Skylar Diggins-Smith","Taurasi, Turner, Smith, Peddy, Diggins-Smith",100940-1629488-1629501-203035-203400,PHO,22.0,1,,-2.0,,1,,1.0,1,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,65.45454545454545,,10.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2020,2020,False
100940-1629488-201913-203035-203400,1611661317,"Diana Taurasi, Brianna Turner, Kia Vaughn, Shey Peddy, Skylar Diggins-Smith","Taurasi, Turner, Vaughn, Peddy, Diggins-Smith",100940-1629488-201913-203035-203400,PHO,2041.0,2,34.0,20.0,63.0,63,4.0,3.0,126,6.0,10.0,8.0,8.0,16.0,,1.0,23.0,39.0,10.0,19.0,83.0,63.0,,1.0,6.0,30.0,27.0,16.0,8.0,,15.0,9.0,24.0,7.0,3.0,57.0,9.0,14.0,23.0,32.0,4.0,2.0,6.0,10.0,,15.0,1.0,,10.0,77.0,6.0,4.0,0.6521739130434783,0.7142857142857143,0.9,0.5263157894736842,,0.5263157894736842,0.5897435897435898,0.6551724137931034,0.5,0.6612903225806451,0.6,0.3275862068965517,,,0.4,0.6086956521739131,0.8181818181818182,0.6764705882352942,0.6,0.5454545454545454,0.8181818181818182,88.89759921607056,13.428571428571429,18.96825396825397,12.746031746031745,18.0,0.1724137931034483,0.6,0.6,0.5,0.13793103448275862,0.27586206896551724,0.5,0.5,0.875,0.25,,0.5,0.5,0.46292155172413796,0.422225,0.07228915662650602,8.728205128205127,25.610526315789475,0.06349206349206349,1.0,6.0,7.0,16.0,3.0,9.0,3.0,4.0,1.0,4.0,0.75,0.8571428571428571,0.04918032786885246,0.07142857142857142,21.0,3.0,2.0,3.0,6.0,,1.0,1.0,1.0,1.0,0.07692307692307693,0.09523809523809523,,0.3620689655172414,1.0,6.0,1.0,2.0,,11.0,2.0,3.0,,,,2.0,3.0,6.0,,2.0,6.0,2.0,4.0,2.0,6.0,3.0,6.0,9.0,1.0,8.0,5.0,2.0,,3.0,,,,,0.5,0.6666666666666666,0.375,0.375,0.375,0.3333333333333333,0.36,0.4,0.5,0.25,0.7142857142857143,,0.045454545454545456,0.5238095238095238,0.5789473684210527,0.5454545454545454,0.05172413793103448,0.6666666666666666,0.6666666666666666,1.0,0.25,0.5,,,,0.25,,,,0.517675,,0.07228915662650602,3.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,0.125,0.25,1.0,0.5,,,,,,1611661317,2020,2020,False
