EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,TotalPoss,Arc3FGA,FG3A,NonHeaveArc3FGA,DefThreePtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,FoulsDrawn,FG3APct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg3ptShotDistance,PlusMinus,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Loose Ball Fouls Drawn,LongMidRangePctBlocked,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Technical Free Throw Trips,BlockedLongMidRange,Defensive 3 Seconds Violations,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Blocked3s,BlockedArc3,team_id,year,season,team_vs
1627676-1627700-1628909-1628927-1629479,1611661325,"Tiffany Mitchell, Julie Allemand, Kelsey Mitchell, Victoria Vivians, Teaira McCowan","Mitchell, Allemand, Mitchell, Vivians, McCowan",1627676-1627700-1628909-1628927-1629479,IND,43.0,1,1.0,1.0,2.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.46511627906976,10.0,16.5,10.0,16.5,1.0,1.0,0.57645,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2020,2020,True
1627676-1627700-1628909-1629479-200676,1611661325,"Tiffany Mitchell, Julie Allemand, Kelsey Mitchell, Teaira McCowan, Candice Dupree","Mitchell, Allemand, Mitchell, McCowan, Dupree",1627676-1627700-1628909-1629479-200676,IND,8149.0,16,136.0,261.0,262.0,523,47.0,56.0,46.0,31.0,89.0,127.0,18.0,12.0,60.0,0.23931623931623933,0.775,0.6363636363636364,0.7941176470588235,92.41870168118788,14.494252873563218,16.66412213740458,13.873563218390805,15.889312977099237,0.20085470085470086,0.5555555555555556,0.46487961373390563,25.15357142857143,29.0,35.0,61.0,33.0,48.0,74.0,9.0,12.0,13.0,13.0,26.0,66.0,15.0,38.0,6.0,9.0,1.0,1.0,1.0,19.0,3.0,7.0,3.0,8.0,89.0,178.0,25.0,58.0,311.0,282.0,11.0,22.0,4.0,8.0,5.0,39.0,15.0,22.0,3.0,9.0,10.0,49.0,94.0,84.0,63.0,12.0,14.0,1.0,19.0,9.0,47.0,21.0,68.0,15.0,6.0,26.0,13.0,8.0,157.0,9.0,28.0,1.0,53.0,5.0,38.0,4.0,6.0,16.0,5.0,8.0,22.0,5.0,8.0,2.0,2.0,38.0,6.0,3.0,23.0,68.0,2.0,5.0,2.0,5.0,1.0,68.0,13.0,37.0,1.0,2.0,12.0,3.0,9.0,12.0,2.0,1.0,272.0,49.0,35.0,11.0,2.0,0.5280898876404494,0.573170731707317,0.84,0.44642857142857145,0.5,0.3333333333333333,0.45454545454545453,0.5,0.5,0.6818181818181818,0.5405982905982906,0.5666666666666667,0.6290322580645161,0.5957854406130269,0.609375,0.6805555555555556,0.05056179775280899,0.05405405405405406,0.07575757575757576,0.42105263157894735,0.8333333333333334,0.2,0.5760869565217391,0.3181818181818182,0.3,0.3135593220338983,0.52,0.2,0.30434782608695654,0.25925925925925924,0.6666666666666666,0.5714285714285714,0.5789473684210527,0.5757575757575758,0.6666666666666666,0.03669724770642202,0.16666666666666666,0.3162393162393162,0.6486486486486487,0.6857142857142857,0.5416666666666666,0.28205128205128205,0.3939393939393939,0.4262295081967213,0.5,0.1623931623931624,0.39473684210526316,0.39473684210526316,0.5333333333333333,0.038461538461538464,0.6666666666666666,0.6666666666666666,1.0,0.40425531914893614,0.40425531914893614,0.7894736842105263,0.4,0.75,0.2222222222222222,0.03333333333333333,1.0,1.0,0.23333333333333334,0.42857142857142855,1.0,0.41935483870967744,1.0,0.03225806451612903,0.25806451612903225,0.375,0.41304347826086957,0.5205354166666667,0.46117,0.14671814671814673,0.18316831683168316,0.017543859649122806,0.12540192926045016,0.15755627009646303,7.440449438202248,0.13409961685823754,,,,,,,,,,,,,1611661325,2020,2020,True
1627676-1627700-1628906-1628909-200676,1611661325,"Tiffany Mitchell, Julie Allemand, Stephanie Mavunga, Kelsey Mitchell, Candice Dupree","Mitchell, Allemand, Mavunga, Mitchell, Dupree",1627676-1627700-1628906-1628909-200676,IND,241.0,2,4.0,7.0,8.0,15,1.0,1.0,1.0,2.0,4.0,4.0,,,3.0,0.2,1.0,0.8,1.0,89.6265560165975,13.714285714285714,18.125,13.714285714285714,17.625,0.2,0.4,0.45024,26.1,3.0,1.0,,,,1.0,,,,,1.0,1.0,2.0,2.0,,,,,,1.0,,,1.0,1.0,3.0,4.0,1.0,1.0,10.0,7.0,,,,,,,,,1.0,1.0,,3.0,6.0,,3.0,,,,1.0,,3.0,1.0,4.0,1.0,,,1.0,2.0,9.0,,,,2.0,,,,,1.0,,,,,1.0,,,1.0,,,1.0,3.0,,,,,,2.0,,1.0,,,1.0,,1.0,1.0,,,10.0,3.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,0.75,,,0.9,,1.5,0.8333333333333334,,1.5,,,,1.0,,,0.6666666666666666,,,,,,,,,,,1.0,,,,0.2,,,,0.2,1.0,1.0,1.0,0.4,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,0.45,0.16666666666666666,0.2,,,0.3,11.35,0.14285714285714285,1.0,,,,,,,,,,,,1611661325,2020,2020,True
1627676-1627700-1628909-1629479-1629568,1611661325,"Tiffany Mitchell, Julie Allemand, Kelsey Mitchell, Teaira McCowan, Kennedy Burke","Mitchell, Allemand, Mitchell, McCowan, Burke",1627676-1627700-1628909-1629479-1629568,IND,211.0,2,4.0,7.0,8.0,15,1.0,1.0,1.0,1.0,5.0,6.0,,,1.0,0.2,1.0,0.8,1.0,102.3696682464455,12.142857142857142,15.75,12.142857142857142,15.125,0.2,0.2,0.33797,24.0,-3.0,,6.0,1.0,,,,,,,1.0,1.0,,3.0,,,,,,,,,,,1.0,4.0,,1.0,3.0,6.0,,1.0,,,,,,,,,1.0,1.0,,2.0,,,,,,1.0,,,,,,,,,,,1.0,,3.0,1.0,1.0,,,1.0,1.0,1.0,2.0,,,,,3.0,,,,3.0,,1.0,,,,2.0,,,,1.0,,,,,,,3.0,1.0,,2.0,1.0,,,,,,,,0.25,,,0.2,,,0.25,,0.5,0.25,,,0.3333333333333333,1.0,,0.75,0.5,,0.3333333333333333,,,0.5,,,,1.0,,,,,,,,,0.2,1.0,1.0,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,0.2369,,,,,,0.3333333333333333,16.725,,,0.3333333333333333,,,,,,,,,,,1611661325,2020,2020,True
1627676-1628906-1628909-1629479-1630104,1611661325,"Tiffany Mitchell, Stephanie Mavunga, Kelsey Mitchell, Teaira McCowan, Kathleen Doyle","Mitchell, Mavunga, Mitchell, McCowan, Doyle",1627676-1628906-1628909-1629479-1630104,IND,131.0,1,2.0,6.0,5.0,11,1.0,1.0,1.0,,1.0,1.0,,,1.0,0.3333333333333333,,1.0,,120.91603053435115,18.333333333333332,4.2,18.333333333333332,4.2,0.3333333333333333,0.6666666666666666,0.4068333333333333,25.0,-6.0,6.0,5.0,,1.0,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,1.0,1.0,2.0,,1.0,3.0,9.0,,,,,,,1.0,2.0,,1.0,1.0,3.0,2.0,,,,,,,,1.0,,1.0,,,1.0,,,2.0,,,,1.0,,,,,2.0,,1.0,,,1.0,,,2.0,,2.0,2.0,2.0,,,,,,2.0,,,,1.0,1.0,,1.0,1.0,1.0,,3.0,3.0,6.0,,1.0,1.0,1.0,,,,,,0.5,,0.5,0.3333333333333333,,0.3333333333333333,0.375,,0.375,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,1.0,0.3333333333333333,1.0,1.0,1.0,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,0.3333333333333333,1.0,,0.3333333333333333,,,,0.4068333333333333,,,,,1.0,11.25,1.0,,,,,,,,,,,,,1611661325,2020,2020,True
1627676-1628906-1629568-1630100-1630104,1611661325,"Tiffany Mitchell, Stephanie Mavunga, Kennedy Burke, Lauren Cox, Kathleen Doyle","Mitchell, Mavunga, Burke, Cox, Doyle",1627676-1628906-1629568-1630100-1630104,IND,170.0,1,3.0,6.0,4.0,10,3.0,3.0,3.0,,,1.0,1.0,,,0.5,,,,84.70588235294117,14.333333333333334,21.0,14.166666666666666,16.5,0.5,0.8333333333333334,0.4532416666666667,24.03333333333333,,4.0,2.0,1.0,2.0,2.0,1.0,1.0,,,,1.0,,,,,,,,,,,,2.0,2.0,3.0,,,4.0,4.0,1.0,1.0,,,,2.0,,1.0,,2.0,,,,4.0,,,2.0,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,1.0,,1.0,,,,,,1.0,,1.0,1.0,2.0,,,,,,,,,,,1.0,,1.0,1.0,,,2.0,,4.0,,,,,,,,,,0.6666666666666666,1.0,,0.3333333333333333,1.0,,0.3333333333333333,1.0,,,,,1.0,,,,,0.5,0.3333333333333333,,,,0.5,,,,,,,,0.3333333333333333,1.0,1.0,,0.16666666666666666,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,0.6666666666666666,,,,0.38045,,,,0.5,,5.7,0.6666666666666666,,,,,,,,,,,,,1611661325,2020,2020,True
1627676-1628909-1629479-1629568-1630100,1611661325,"Tiffany Mitchell, Kelsey Mitchell, Teaira McCowan, Kennedy Burke, Lauren Cox","Mitchell, Mitchell, McCowan, Burke, Cox",1627676-1628909-1629479-1629568-1630100,IND,253.0,2,4.0,9.0,9.0,18,2.0,2.0,2.0,,3.0,5.0,1.0,,,0.25,,0.5,,102.45059288537549,14.0,14.11111111111111,13.222222222222221,13.444444444444445,0.25,0.5,0.44805,26.2,-5.0,2.0,1.0,2.0,,2.0,,1.0,,,,1.0,2.0,3.0,,,,,,,,,,1.0,2.0,6.0,,,4.0,9.0,,2.0,,,,,,1.0,,1.0,,,2.0,2.0,,,,,,1.0,1.0,,1.0,,,,,1.0,2.0,1.0,1.0,,3.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,4.0,,2.0,,,0.5,0.5,,,,,,0.3333333333333333,,,0.25,,,0.25,,,0.16666666666666666,0.5,,0.5,,,0.5,0.25,0.5,0.3333333333333333,0.5,,,0.5,,,0.25,1.0,,0.2,1.0,0.25,,,,0.125,,,,0.375,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,0.5,,,,,,,,,,,,0.5,,,0.4022,0.4228,,,,,,10.383333333333333,0.2222222222222222,,,,,,,,,,,,,1611661325,2020,2020,True
1627676-1629479-1629568-1630104-200676,1611661325,"Tiffany Mitchell, Teaira McCowan, Kennedy Burke, Kathleen Doyle, Candice Dupree","Mitchell, McCowan, Burke, Doyle, Dupree",1627676-1629479-1629568-1630104-200676,IND,282.0,2,5.0,10.0,9.0,19,1.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,0.1111111111111111,1.0,0.75,1.0,97.02127659574468,11.9,18.11111111111111,11.5,18.11111111111111,0.1111111111111111,0.2222222222222222,0.45215555555555553,25.0,-1.0,,4.0,2.0,1.0,1.0,,,,,2.0,6.0,,1.0,,,,,,1.0,,,,,3.0,8.0,1.0,1.0,10.0,11.0,,2.0,,,,,,,,,,,4.0,2.0,3.0,,,,1.0,1.0,2.0,1.0,3.0,1.0,,,2.0,,7.0,,2.0,,2.0,,2.0,,,,,,2.0,,,,,2.0,,,1.0,4.0,2.0,1.0,,,,2.0,,1.0,,,1.0,,1.0,1.0,1.0,,10.0,,,,,0.6666666666666666,0.6666666666666666,1.0,1.0,,,1.0,0.375,,,0.5,,,0.5,,,0.125,,0.16666666666666666,,,,0.6666666666666666,0.4,,0.4,,0.25,1.0,,,0.5,1.0,,,,1.0,0.1111111111111111,1.0,1.0,,0.6666666666666666,0.3333333333333333,0.4,1.0,0.1111111111111111,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,0.32575,,0.1,0.1111111111111111,,,,8.5,,,,,,,,,,,,,,1611661325,2020,2020,True
1627700-1628906-1628909-1629568-1630100,1611661325,"Julie Allemand, Stephanie Mavunga, Kelsey Mitchell, Kennedy Burke, Lauren Cox","Allemand, Mavunga, Mitchell, Burke, Cox",1627700-1628906-1628909-1629568-1630100,IND,12.0,1,,,1.0,1,,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,120.0,,12.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1611661325,2020,2020,True
1627700-1628909-1629479-1629568-1630100,1611661325,"Julie Allemand, Kelsey Mitchell, Teaira McCowan, Kennedy Burke, Lauren Cox","Allemand, Mitchell, McCowan, Burke, Cox",1627700-1628909-1629479-1629568-1630100,IND,247.0,3,4.0,7.0,8.0,15,2.0,3.0,2.0,1.0,1.0,2.0,,,2.0,0.5,1.0,0.5,1.0,87.44939271255062,17.857142857142858,15.25,17.857142857142858,14.0,0.3333333333333333,0.5,0.4775583333333333,24.133333333333336,-10.0,,2.0,1.0,,,,,,,1.0,3.0,,,,1.0,,,,1.0,,,,,1.0,3.0,1.0,2.0,7.0,17.0,,,,,,,,,,,,,,2.0,3.0,,,,1.0,1.0,,1.0,1.0,1.0,,,,,3.0,,1.0,,,,1.0,,,,,,1.0,,,1.0,,1.0,1.0,,1.0,1.0,,,,,,2.0,,1.0,,,,,,,,,7.0,,,,,,,1.0,0.3333333333333333,,,0.3333333333333333,0.3333333333333333,,,0.4166666666666667,,,0.5,,,0.3333333333333333,,0.3333333333333333,,,,,0.5,,0.25,,0.5,,,,,,,,,,,,,,0.5,0.3333333333333333,0.5,,,,,,0.16666666666666666,,,,0.5,0.5,1.0,,,,,,,,,,,,,,,0.5,,,0.14285714285714285,0.25,,,,7.366666666666667,,,,,,,,,,,,,,1611661325,2020,2020,True
