EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,DefPoss,TotalPoss,OpponentPoints,ShootingFouls,Fouls,Pace,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,OffPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,FoulsDrawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Arc3FGM,Arc3FGA,FG3M,FG3A,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,DeadBallTurnovers,Turnovers,Fg3Pct,NonHeaveFg3Pct,FG3APct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,PenaltyDefPoss,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PtsAssisted3s,PtsPutbacks,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,Charge Fouls,Loose Ball Fouls,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,Assisted3sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceShotQualityAvg,SecondChancePointsPct,BlockedShortMidRange,OffAtRimReboundPct,PenaltyOffPoss,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,FTDefRebounds,LostBallTurnovers,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyTsPct,DefFTReboundPct,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,Charge Fouls Drawn,team_id,year,season,team_vs
1628268-1628878-1629506-201507-203416,1611661322,"Alaina Coates, Ariel Atkins, Kiara Leslie, Leilani Mitchell, Emma Meesseman","Coates, Atkins, Leslie, Mitchell, Meesseman",1628268-1628878-1629506-201507-203416,WAS,36.0,1,1,-3.0,1,1,3.0,1.0,2.0,40.0,36.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2020,2020,True
1628268-1628899-1629506-201507-203043,1611661322,"Alaina Coates, Myisha Hines-Allen, Kiara Leslie, Leilani Mitchell, Jacki Gemelos","Coates, Hines-Allen, Leslie, Mitchell, Gemelos",1628268-1628899-1629506-201507-203043,WAS,89.0,1,1,4.0,3,6,3.0,,,97.07865168539325,22.333333333333332,22.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,7.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,7.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,7.333333333333333,7.333333333333333,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.4654,0.3333333333333333,0.3333333333333333,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2020,2020,True
1628268-1629506-1630134-203043-203403,1611661322,"Alaina Coates, Kiara Leslie, Sug Sutton, Jacki Gemelos, Tianna Hawkins","Coates, Leslie, Sutton, Gemelos, Hawkins",1628268-1629506-1630134-203043-203403,WAS,86.0,1,1,5.0,2,5,,,1.0,83.72093023255813,24.5,24.5,3.0,,,,,,,2.0,5.0,,,,,,,,2.0,2.0,2.0,1.0,2.0,,1.0,5.0,,,,1.5,1.25,1.0,,1.0,,,12.333333333333334,12.333333333333334,,,,,,,,1.0,0.5916,0.5,1.0,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2020,2020,True
1628878-1628899-1629506-201507-203416,1611661322,"Ariel Atkins, Myisha Hines-Allen, Kiara Leslie, Leilani Mitchell, Emma Meesseman","Atkins, Hines-Allen, Leslie, Mitchell, Meesseman",1628878-1628899-1629506-201507-203416,WAS,1307.0,1,22,2.0,42,84,43.0,3.0,9.0,92.54781943381789,17.095238095238095,16.523809523809526,42.0,2.0,5.0,4.0,12.0,9.0,23.0,6.0,45.0,10.0,8.0,5.0,10.0,,25.0,4.0,11.0,15.0,20.0,8.0,10.0,,5.0,41.0,0.5555555555555556,0.625,0.391304347826087,0.5416666666666666,0.5487804878048781,0.7333333333333333,1.0,0.7894736842105263,1.0,1.0,14.023809523809524,13.285714285714286,0.1388888888888889,0.4,0.4,,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.5,0.4598527777777778,0.12195121951219512,0.17857142857142858,8.791304347826086,6.0,12.0,7.0,13.0,6.0,12.0,6.0,4.0,7.0,0.5384615384615384,0.5384615384615384,0.3611111111111111,0.4,0.875,0.3333333333333333,0.5,0.5,0.5,26.06153846153846,1.0,3.0,1.0,2.0,3.0,6.0,1.0,1.0,1.0,2.0,4.0,1.0,4.0,15.0,2.0,4.0,5.0,4.0,1.0,2.0,3.0,2.0,3.0,5.0,4.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,0.7142857142857143,0.5,0.4,0.4,0.17391304347826086,0.25,0.16666666666666666,0.42857142857142855,0.21428571428571427,0.3333333333333333,0.25,0.25,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.5,0.16666666666666666,0.5,0.6,1.0,0.027777777777777776,1.0,1.0,1.0,0.6666666666666666,0.4,0.5,0.2,0.5455166666666666,0.08888888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2020,2020,True
1628878-1628899-201507-203043-203403,1611661322,"Ariel Atkins, Myisha Hines-Allen, Leilani Mitchell, Jacki Gemelos, Tianna Hawkins","Atkins, Hines-Allen, Mitchell, Gemelos, Hawkins",1628878-1628899-201507-203043-203403,WAS,123.0,1,2,6.0,4,8,3.0,,,93.65853658536587,19.0,16.75,4.0,,1.0,2.0,3.0,3.0,5.0,,9.0,2.0,4.0,1.0,2.0,,5.0,,2.0,2.0,4.0,1.0,,,,7.0,0.3333333333333333,0.5,0.6,0.75,0.75,0.6666666666666666,,0.6666666666666666,,,11.75,10.75,0.16666666666666666,,,,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.4561583333333334,,,8.64,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,0.16666666666666666,0.5,1.0,0.16666666666666666,1.0,1.0,1.0,25.2,,1.0,,,1.0,1.0,,,,1.0,2.0,,2.0,3.0,2.0,,1.0,1.0,,,1.0,,2.0,2.0,1.0,,1.0,,,,,,,1.0,,1.0,,,1.0,0.5,0.5,0.5,,,,,1.0,,1.0,1.0,,,,,,0.16666666666666666,1.0,1.0,1.0,,,,,1.0,,,,0.47735,0.2222222222222222,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2020,2020,True
1628878-1629506-201507-203403-203416,1611661322,"Ariel Atkins, Kiara Leslie, Leilani Mitchell, Tianna Hawkins, Emma Meesseman","Atkins, Leslie, Mitchell, Hawkins, Meesseman",1628878-1629506-201507-203403-203416,WAS,389.0,1,6,-8.0,13,26,15.0,,3.0,96.24678663239075,16.923076923076923,16.23076923076923,13.0,,,,2.0,,2.0,4.0,7.0,,,,1.0,,3.0,1.0,3.0,5.0,5.0,3.0,4.0,,1.0,7.0,,,,0.21428571428571427,0.3888888888888889,0.375,1.0,0.4444444444444444,,1.0,13.0,13.0,,,,,0.2857142857142857,,,0.7142857142857143,0.47027142857142856,0.125,0.3333333333333333,10.4,1.0,3.0,1.0,5.0,,3.0,1.0,2.0,4.0,0.2,0.2,0.7142857142857143,0.6,,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.3333333333333333,25.16,12.0,,,,,,,2.0,,,,,,3.0,,1.0,1.0,1.0,,,,,,,,,,2.0,2.0,1.0,,,1.0,2.0,,2.0,,2.0,1.0,,,,0.5,0.5,,0.5,,,,,,,,,,,,,,0.2857142857142857,,,,1.0,,,,,,2.0,,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.5,1.0,0.2678,0.2857142857142857,0.15384615384615385,,,,,,,,,,,,,,1611661322,2020,2020,True
1628878-1630134-203043-203403-203416,1611661322,"Ariel Atkins, Sug Sutton, Jacki Gemelos, Tianna Hawkins, Emma Meesseman","Atkins, Sutton, Gemelos, Hawkins, Meesseman",1628878-1630134-203043-203403-203416,WAS,166.0,1,3,-4.0,6,11,9.0,,1.0,95.42168674698796,14.0,13.666666666666666,5.0,,,1.0,1.0,1.0,3.0,,5.0,2.0,,1.0,2.0,,5.0,1.0,1.0,2.0,2.0,,,,,5.0,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,0.5,0.6666666666666666,,0.5,16.4,16.4,,,,,0.2,1.0,1.0,0.4,0.52095,,,12.299999999999999,,1.0,1.0,2.0,,1.0,,,,0.5,0.5,0.4,1.0,,0.2,,,,24.05,2.0,,,,,2.0,1.0,1.0,,,,,,3.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,0.4,,,,0.2,1.0,1.0,1.0,,,,,,,,,5.0,3.0,,5.0,,,,,5.0,5.0,,0.5,,0.52095,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.3333333333333333,0.5,0.2,1.0,0.2,,1611661322,2020,2020,True
1628878-201507-203043-203403-203416,1611661322,"Ariel Atkins, Leilani Mitchell, Jacki Gemelos, Tianna Hawkins, Emma Meesseman","Atkins, Mitchell, Gemelos, Hawkins, Meesseman",1628878-201507-203043-203403-203416,WAS,124.0,1,2,,4,8,3.0,,1.0,92.9032258064516,14.75,13.0,4.0,,,,1.0,,1.0,3.0,3.0,,,,,,,1.0,,1.0,2.0,2.0,4.0,,,3.0,,,,,0.3,,1.0,0.5,,1.0,16.25,14.75,,,,,0.3333333333333333,,,0.6666666666666666,0.47154999999999997,,,7.0,,2.0,,2.0,,2.0,,,,,,0.6666666666666666,,,0.6666666666666666,,,,24.3,2.0,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,1.0,0.5148,,,,4.0,1.0,3.0,3.0,,,,2.0,3.0,4.0,2.0,0.3,,0.47154999999999997,1.0,1.0,,,2.0,,,2.0,,,,,,0.6666666666666666,,1611661322,2020,2020,True
1628899-1629506-201507-203043-203416,1611661322,"Myisha Hines-Allen, Kiara Leslie, Leilani Mitchell, Jacki Gemelos, Emma Meesseman","Hines-Allen, Leslie, Mitchell, Gemelos, Meesseman",1628899-1629506-201507-203043-203416,WAS,80.0,1,1,-1.0,3,6,5.0,1.0,1.0,108.0,16.333333333333332,16.333333333333332,3.0,,,2.0,2.0,2.0,2.0,,4.0,4.0,,2.0,2.0,,4.0,,,,,1.0,,,,4.0,1.0,1.0,1.0,1.0,1.0,,,,,,10.333333333333334,10.333333333333334,,,,,1.0,1.0,1.0,,0.39115,,,7.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,2.0,,4.0,,,,,4.0,2.0,,1.0,,0.39115,1.0,0.6666666666666666,,,,2.0,,,,1.0,1.0,,,,1.0,1611661322,2020,2020,True
