EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PtsUnassisted2s,FoulsDrawn,Charge Fouls Drawn,FirstChancePoints,Fg2Pct,EfgPct,TsPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShotQualityAvg,Avg2ptShotDistance,AtRimFGM,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,Steals,BadPassSteals,ShootingFouls,Fouls,Assisted2sPct,NonPutbacksAssisted2sPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,AtRimFG3AFrequency,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,PenaltyOffPoss,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,NonHeaveArc3FGA,ShortMidRangeAssists,OffThreePtRebounds,FTDefRebounds,OffRebounds,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,DefFTReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,ShortMidRangePctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,LongMidRangeAssists,OffTwoPtRebounds,LostBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,LongMidRangePctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,FtPoints,PenaltyFtPoints,LostBallSteals,Charge Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,DefAtRimReboundPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,Corner3FGA,FG3M,PtsAssisted3s,PtsPutbacks,Fg2aBlocked,ThreePtAssists,Corner3Assists,SelfOReb,SecondChanceTurnovers,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG2APctBlocked,ShortMidRangePctBlocked,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,Arc3FGM,SecondChanceFtPoints,PtsUnassisted3s,NonHeaveArc3FGM,Travels,PenaltyTurnovers,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,Arc3Assists,FTOffRebounds,OffFTReboundPct,Arc3PctAssisted,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,OffAtRimReboundPct,Loose Ball Fouls,LostBallOutOfBoundsTurnovers,PenaltyArc3FGM,PenaltyFG3M,Fg3aBlocked,PenaltyFg3Pct,FG3APctBlocked,Corner3PctBlocked,PenaltyArc3Accuracy,OffLongMidRangeReboundPct,AtRimPctBlocked,SecondChanceAtRimPctAssisted,OffCorner3ReboundPct,Technical Free Throw Trips,BlockedAtRim,BlockedLongMidRange,Offensive Fouls,SecondChanceCorner3FGA,Loose Ball Fouls Drawn,Offensive Fouls Drawn,3SecondViolations,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,HeaveAttempts,Arc3PctBlocked,LongMidRangePctBlocked,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,team_id,year,season,team_vs
100940-1628269-1629488-201913-203400,1611661317,"Diana Taurasi, Nia Coffey, Brianna Turner, Kia Vaughn, Skylar Diggins-Smith","Taurasi, Coffey, Turner, Vaughn, Diggins-Smith",100940-1628269-1629488-201913-203400,PHO,51.0,1,1.0,-1.0,2.0,2.0,4,1.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,112.94117647058823,15.0,10.5,15.0,10.5,1.0,0.5,0.5,0.40645,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2020,2020,True
1628278-1629482-1629488-201913-203829,1611661317,"Shatori Walker-Kimbrough, Sophie Cunningham, Brianna Turner, Kia Vaughn, Bria Hartley","Walker-Kimbrough, Cunningham, Turner, Vaughn, Hartley",1628278-1629482-1629488-201913-203829,PHO,40.0,1,1.0,2.0,2.0,2.0,4,,,2.0,2.0,4.0,2.0,2.0,,,4.0,1.0,1.0,1.0,144.0,5.0,15.0,5.0,15.0,,,,0.48065,10.15,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2020,2020,True
1628278-1629482-1629501-201913-203829,1611661317,"Shatori Walker-Kimbrough, Sophie Cunningham, Alanna Smith, Kia Vaughn, Bria Hartley","Walker-Kimbrough, Cunningham, Smith, Vaughn, Hartley",1628278-1629482-1629501-201913-203829,PHO,149.0,1,2.0,-5.0,7.0,6.0,13,,3.0,1.0,4.0,2.0,7.0,,1.0,,2.0,0.25,0.25,0.25,125.63758389261744,13.571428571428571,9.0,13.571428571428571,9.0,0.75,,,0.411375,9.475,1.0,1.0,,,2.0,1.0,1.0,1.0,2.0,,,,,1.0,1.0,0.25,1.0,1.0,1.0,,,,0.25,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2020,2020,True
1628269-1629488-201913-203400-203829,1611661317,"Nia Coffey, Brianna Turner, Kia Vaughn, Skylar Diggins-Smith, Bria Hartley","Coffey, Turner, Vaughn, Diggins-Smith, Hartley",1628269-1629488-201913-203400-203829,PHO,149.0,1,2.0,4.0,4.0,4.0,8,2.0,2.0,3.0,4.0,6.0,2.0,2.0,,,6.0,0.75,0.6,0.6,77.31543624161074,15.25,22.0,15.25,15.25,0.4,1.0,1.0,0.45641,3.725,1.0,2.0,,,4.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.4,0.5,0.5,1.0,,,,0.6,,1.0,2.0,3.0,,,,,,1.0,1.0,1.0,1.0,,0.5,,0.25,1.0,,1.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,0.75,0.6,0.6,0.2,1.0,1.0,0.5,1.0,0.5,0.2,0.4,0.5,0.2,0.45641,1.0,24.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2020,2020,True
1629482-1629501-203398-203400-203829,1611661317,"Sophie Cunningham, Alanna Smith, Brittney Griner, Skylar Diggins-Smith, Bria Hartley","Cunningham, Smith, Griner, Diggins-Smith, Hartley",1629482-1629501-203398-203400-203829,PHO,568.0,4,9.0,-1.0,17.0,19.0,36,4.0,6.0,10.0,13.0,20.0,21.0,8.0,3.0,2.0,18.0,0.7692307692307693,0.7142857142857143,0.7142857142857143,91.26760563380282,16.11764705882353,15.473684210526315,15.647058823529411,14.052631578947368,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.45021428571428573,7.869230769230769,4.0,4.0,2.0,3.0,12.0,6.0,6.0,2.0,12.0,2.0,2.0,1.0,3.0,0.6,0.6,0.2857142857142857,1.0,1.0,0.5,0.21428571428571427,0.6666666666666666,0.6666666666666666,0.35714285714285715,2.0,4.0,6.0,7.0,1.0,1.0,,2.0,3.0,,,,,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.5,,,3.0,,,1.0,,1.0,,,,,1.0,2.0,,,1.0,,,,,,0.07142857142857142,,,0.25,,0.5,0.07142857142857142,,,,,,25.2,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.6,1.0,1.0,0.3722,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2020,2020,True
1629482-1629488-201913-203035-203400,1611661317,"Sophie Cunningham, Brianna Turner, Kia Vaughn, Shey Peddy, Skylar Diggins-Smith","Cunningham, Turner, Vaughn, Peddy, Diggins-Smith",1629482-1629488-201913-203035-203400,PHO,179.0,2,3.0,,6.0,8.0,14,,,1.0,1.0,8.0,8.0,2.0,5.0,1.0,8.0,1.0,0.3333333333333333,0.6666666666666666,112.62569832402234,13.333333333333334,12.375,13.333333333333334,11.875,,,,0.5496333333333333,2.4,1.0,1.0,,,,,,,,2.0,,1.0,2.0,,,0.3333333333333333,1.0,1.0,,,,,1.0,1.0,1.0,2.0,2.0,,,,1.0,1.0,,,,,,1.0,0.5,0.6666666666666666,,1.0,,1.0,,,,2.0,1.0,2.0,,,1.0,1.0,2.0,,,,,1.0,1.0,,,0.25,0.6666666666666666,,,,,,0.6666666666666666,,,1.0,0.5391,0.125,25.5,0.16666666666666666,,,,,,,,,,,,,,,,,,,6.0,1.0,2.0,1.0,7.0,1.0,3.0,1.0,1.0,0.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2020,2020,True
100940-1628269-1628278-1629501-203398,1611661317,"Diana Taurasi, Nia Coffey, Shatori Walker-Kimbrough, Alanna Smith, Brittney Griner","Taurasi, Coffey, Walker-Kimbrough, Smith, Griner",100940-1628269-1628278-1629501-203398,PHO,380.0,2,6.0,-8.0,12.0,12.0,24,,3.0,3.0,7.0,9.0,17.0,2.0,1.0,1.0,7.0,0.42857142857142855,0.45,0.45,90.94736842105263,16.833333333333332,14.833333333333334,16.583333333333332,14.666666666666666,0.3,,,0.46586999999999995,8.871428571428572,2.0,2.0,1.0,2.0,4.0,2.0,3.0,1.0,7.0,,,1.0,5.0,0.6666666666666666,1.0,0.2,1.0,1.0,0.5,0.2,0.5,0.5,0.5,1.0,3.0,4.0,6.0,1.0,1.0,,4.0,5.0,,,,,0.2,1.0,0.5,0.8,1.0,1.0,,,4.0,,,2.0,,3.0,,,,,2.0,,,,2.0,,,,,,0.3,,,0.4,,,0.2,,,,,,23.933333333333334,,2.0,1.0,1.0,2.0,1.0,2.0,1.0,,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,,1.0,0.7784,0.2222222222222222,,,,1.0,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.25,0.1,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2020,2020,True
100940-1629482-1629501-201913-203400,1611661317,"Diana Taurasi, Sophie Cunningham, Alanna Smith, Kia Vaughn, Skylar Diggins-Smith","Taurasi, Cunningham, Smith, Vaughn, Diggins-Smith",100940-1629482-1629501-201913-203400,PHO,28.0,1,,2.0,1.0,1.0,2,1.0,1.0,1.0,1.0,2.0,,2.0,,,2.0,1.0,1.0,1.0,102.85714285714286,4.0,24.0,4.0,24.0,1.0,1.0,1.0,0.5971,4.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2020,2020,True
100940-1629501-203398-203400-203829,1611661317,"Diana Taurasi, Alanna Smith, Brittney Griner, Skylar Diggins-Smith, Bria Hartley","Taurasi, Smith, Griner, Diggins-Smith, Hartley",100940-1629501-203398-203400-203829,PHO,286.0,1,5.0,4.0,13.0,13.0,26,2.0,4.0,4.0,8.0,17.0,13.0,6.0,5.0,,14.0,0.5,0.6111111111111112,0.7083333333333334,130.9090909090909,9.384615384615385,12.615384615384615,8.76923076923077,12.538461538461538,0.4444444444444444,0.5,0.6666666666666666,0.4653333333333333,10.6375,2.0,2.0,,2.0,2.0,1.0,1.0,,2.0,1.0,,4.0,5.0,0.25,0.3333333333333333,0.2222222222222222,1.0,1.0,,0.2222222222222222,,,0.3333333333333333,2.0,3.0,6.0,8.0,1.0,,1.0,2.0,3.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.75,1.0,0.8333333333333334,1.0,1.0,1.0,9.0,11.0,1.0,1.0,1.0,,1.0,2.0,6.0,,10.0,1.0,1.0,,1.0,2.0,10.0,9.0,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.1111111111111111,0.5,,0.5,,0.5,0.1111111111111111,0.16666666666666666,1.0,,0.42195,0.5882352941176471,26.6,0.6923076923076923,2.0,1.0,2.0,3.0,,2.0,,1.0,0.5,0.5,0.75,0.5,1.0,,1.0,,0.5319,0.17647058823529413,6.0,6.0,1.0,,7.0,1.0,1.0,3.0,,0.1111111111111111,0.125,1.0,1.0,,,1.0,,2.0,1.0,,,,,,1.0,1.0,0.125,0.25,,,,,,0.5,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2020,2020,True
1628269-1629482-1629488-203398-203400,1611661317,"Nia Coffey, Sophie Cunningham, Brianna Turner, Brittney Griner, Skylar Diggins-Smith","Coffey, Cunningham, Turner, Griner, Diggins-Smith",1628269-1629482-1629488-203398-203400,PHO,245.0,1,4.0,,8.0,7.0,15,1.0,1.0,4.0,5.0,13.0,13.0,,2.0,,11.0,0.8,0.7857142857142857,0.7222222222222222,88.16326530612245,15.625,17.142857142857142,15.5,17.142857142857142,0.14285714285714285,1.0,1.0,0.4641214285714286,6.0200000000000005,3.0,3.0,,1.0,8.0,4.0,5.0,3.0,11.0,1.0,1.0,2.0,2.0,1.0,1.0,0.42857142857142855,1.0,1.0,1.0,0.14285714285714285,,,0.7142857142857143,,,2.0,3.0,,,,,,,,,,,,,,,,,,4.0,,,2.0,,2.0,,,,,2.0,1.0,,2.0,1.0,,,,,,0.2857142857142857,1.0,,,,1.0,0.2857142857142857,,,,,,24.5,,1.0,,,2.0,,,,,,,1.0,,,,,,,0.15384615384615385,2.0,,,,4.0,,2.0,,,0.2222222222222222,0.2857142857142857,,,,,1.0,3.0,,,1.0,,,,1.0,0.5,0.5,,,,,,,,,,1.0,2.0,,1.0,,,,,0.5,0.5,0.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2020,2020,True
