EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,Arc3FGM,Arc3FGA,FG3M,FG3A,Points,OpponentPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,ShootingFouls,Fouls,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg3ptShotDistance,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,PtsAssisted2s,TwoPtAssists,ShortMidRangeAssists,DefTwoPtRebounds,DefRebounds,Rebounds,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Avg2ptShotDistance,PenaltyOffPoss,FtPoints,PenaltyFtPoints,PenaltyPoints,DefThreePtRebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyTsPct,DefThreePtReboundPct,DefArc3ReboundPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,Corner3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,Corner3Assists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,AtRimAssists,AtRimPctAssisted,PenaltyArc3FGA,PenaltyFG3A,Fg3aBlocked,PenaltyTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,BlockedAtRim,NonShootingPenaltyNonTakeFouls,FG3APctBlocked,Arc3PctBlocked,PenaltyArc3Frequency,PenaltyShotQualityAvg,Steals,BadPassSteals,LostBallSteals,LostBallOutOfBoundsTurnovers,SecondChanceCorner3FGA,SecondChanceFG3A,OffCorner3ReboundPct,SecondChanceCorner3Frequency,PenaltyFG2M,PenaltyFG2A,PenaltyFg2Pct,PenaltyEfgPct,LongMidRangeFGA,LongMidRangeFrequency,LongMidRangeFGM,SecondChanceFtPoints,Fg2aBlocked,LongMidRangeAssists,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,BadPassOutOfBoundsTurnovers,PenaltyAtRimFGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3FGA,PenaltyCorner3Frequency,FTDefRebounds,DefFTReboundPct,OffLongMidRangeReboundPct,Technical Free Throw Trips,DefAtRimReboundPct,OffAtRimReboundPct,PenaltyAtRimFGM,Charge Fouls Drawn,PenaltyAtRimAccuracy,Charge Fouls,LongMidRangePctBlocked,SelfOReb,DefCorner3ReboundPct,SelfORebPct,FTOffRebounds,Loose Ball Fouls Drawn,OffFTReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Offensive Fouls,Blocked3s,BlockedArc3,3SecondViolations,PenaltyCorner3FGM,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,AtRimPctBlocked,BlockedLongMidRange,BlockedCorner3,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,HeaveAttempts,team_id,year,season,team_vs
1629478-1629481-1629484-1630112-203866,1611661321,"Katie Lou Samuelson, Arike Ogunbowale, Megan Gustafson, Tyasha Harris, Kayla Thornton","Lou Samuelson, Ogunbowale, Gustafson, Harris, Thornton",1629478-1629481-1629484-1630112-203866,DAL,36.0,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.5,1.5,1.0,80.0,14.0,22.0,14.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5202,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2020,2020,True
1627669-1629478-1629481-1629484-204330,1611661321,"Moriah Jefferson, Katie Lou Samuelson, Arike Ogunbowale, Megan Gustafson, Isabelle Harrison","Jefferson, Lou Samuelson, Ogunbowale, Gustafson, Harrison",1627669-1629478-1629481-1629484-204330,DAL,34.0,1,1.0,1.0,1.0,2.0,3.0,,,,,2.0,1.0,,,,,1.0,,2.0,1.0,1.0,2.0,,,,1.0,1.0,,127.05882352941177,5.0,14.5,5.0,8.0,,,,,,,0.5756,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2020,2020,True
1628277-1630112-1630149-203838-204330,1611661321,"Allisha Gray, Tyasha Harris, Satou Sabally, Astou Ndour, Isabelle Harrison","Gray, Harris, Sabally, Ndour, Harrison",1628277-1630112-1630149-203838-204330,DAL,29.0,1,,2.0,1.0,1.0,2.0,,,,,2.0,,,,,,,,,,,2.0,,,,,1.0,,99.3103448275862,3.0,26.0,3.0,26.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2020,2020,True
1628277-1630093-1630112-1630149-203866,1611661321,"Allisha Gray, Bella Alarie, Tyasha Harris, Satou Sabally, Kayla Thornton","Gray, Alarie, Harris, Sabally, Thornton",1628277-1630093-1630112-1630149-203866,DAL,587.0,4,10.0,,16.0,16.0,32.0,3.0,6.0,4.0,7.0,22.0,22.0,9.0,6.0,3.0,3.0,4.0,2.0,11.0,,5.0,20.0,0.75,0.5714285714285714,0.5714285714285714,0.7857142857142857,0.7857142857142857,0.5,78.50085178875639,18.0625,18.625,17.6875,15.4375,0.42857142857142855,0.5,0.5,0.6666666666666666,0.6428571428571429,0.5,0.4810285714285714,24.900000000000002,3.0,5.0,5.0,7.0,2.0,1.0,1.0,4.0,5.0,7.0,0.2,0.25,0.7142857142857143,0.5714285714285714,0.5,0.5,0.35714285714285715,0.6,0.6,0.3333333333333333,5.371428571428572,,,,,1.0,2.0,,,,,,0.3333333333333333,0.5,,,,,7.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.5,0.3333333333333333,0.4,0.5,0.3333333333333333,0.6,1.0,0.14285714285714285,1.0,1.0,0.07142857142857142,1.0,1.0,1.0,1.0,1.0,0.7184,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2020,2020,True
1629478-1629481-1630093-1630149-203866,1611661321,"Katie Lou Samuelson, Arike Ogunbowale, Bella Alarie, Satou Sabally, Kayla Thornton","Lou Samuelson, Ogunbowale, Alarie, Sabally, Thornton",1629478-1629481-1630093-1630149-203866,DAL,6.0,1,,2.0,2.0,,2.0,,,,,2.0,,,,,,,,,,,2.0,,,,,1.0,,480.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,,1.0,2.0,,2.0,1.0,1.0,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2020,2020,True
1628277-1629497-1630093-1630149-203866,1611661321,"Allisha Gray, Marina Mabrey, Bella Alarie, Satou Sabally, Kayla Thornton","Gray, Mabrey, Alarie, Sabally, Thornton",1628277-1629497-1630093-1630149-203866,DAL,76.0,1,1.0,3.0,2.0,2.0,4.0,,,,,4.0,1.0,,,,,1.0,,2.0,1.0,1.0,4.0,,,,1.0,1.0,,75.78947368421053,14.0,24.0,14.0,24.0,,,,,1.0,,0.5941,,,,1.0,1.0,2.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,1.9,,2.0,,,1.0,1.0,2.0,1.0,,,,1.0,1.0,0.5,0.5,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2020,2020,True
1629478-1629484-1629497-1630112-203866,1611661321,"Katie Lou Samuelson, Megan Gustafson, Marina Mabrey, Tyasha Harris, Kayla Thornton","Lou Samuelson, Gustafson, Mabrey, Harris, Thornton",1629478-1629484-1629497-1630112-203866,DAL,234.0,2,4.0,-5.0,8.0,9.0,17.0,,2.0,,2.0,5.0,10.0,,2.0,,,,,,1.0,3.0,5.0,,,,0.25,0.5,0.5,104.61538461538461,16.125,11.666666666666666,16.125,10.0,0.5,,,,0.5,,0.3337875,25.1,1.0,2.0,1.0,2.0,,,,2.0,2.0,2.0,,,0.5,0.5,0.5,1.0,0.5,0.5,0.5,,4.75,4.0,3.0,2.0,2.0,,2.0,3.0,1.0,2.0,4.0,0.5,,,0.25,0.5,0.4,0.5,6.0,,,,,,,,,,,2.0,,,,,,,2.0,1.0,1.0,1.0,,3.0,,1.0,,1.0,,,,,,0.6666666666666666,,,,,,0.5,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.2085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2020,2020,True
1627669-1628277-1629478-1630093-1630149,1611661321,"Moriah Jefferson, Allisha Gray, Katie Lou Samuelson, Bella Alarie, Satou Sabally","Jefferson, Gray, Lou Samuelson, Alarie, Sabally",1627669-1628277-1629478-1630093-1630149,DAL,92.0,1,2.0,,3.0,3.0,6.0,,1.0,,1.0,2.0,2.0,,1.0,,,,,,1.0,1.0,2.0,,,,0.5,0.5,0.5,93.91304347826086,14.666666666666666,16.0,14.666666666666666,16.0,0.5,,,,0.5,,0.43115,29.9,1.0,1.0,1.0,1.0,,,,2.0,2.0,2.0,,,1.0,1.0,1.0,,0.5,1.0,1.0,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2020,2020,True
1627669-1628277-1629478-1630149-204330,1611661321,"Moriah Jefferson, Allisha Gray, Katie Lou Samuelson, Satou Sabally, Isabelle Harrison","Jefferson, Gray, Lou Samuelson, Sabally, Harrison",1627669-1628277-1629478-1630149-204330,DAL,78.0,1,1.0,,4.0,3.0,7.0,,1.0,,1.0,2.0,2.0,,1.0,,,1.0,,2.0,,,2.0,,,,0.5,0.5,0.5,129.23076923076923,9.0,14.0,9.0,14.0,0.5,,,,1.0,,0.567675,24.4,,,1.0,1.0,2.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,3.2,,,,,,,,,,,,,,,,,,3.0,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,2.0,,,,,,,,,,0.5,,,,,,,,0.5,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2020,2020,True
1627669-1628277-1629481-1629484-204330,1611661321,"Moriah Jefferson, Allisha Gray, Arike Ogunbowale, Megan Gustafson, Isabelle Harrison","Jefferson, Gray, Ogunbowale, Gustafson, Harrison",1627669-1628277-1629481-1629484-204330,DAL,211.0,1,4.0,-4.0,6.0,5.0,11.0,,,,1.0,4.0,8.0,,,,,1.0,,2.0,2.0,4.0,2.0,,,,0.2,0.3333333333333333,0.2,75.07109004739337,17.333333333333332,21.4,13.5,16.4,,,,,0.2,,0.41852999999999996,23.5,1.0,4.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,0.25,0.4,0.2857142857142857,,0.8,0.25,0.25,1.0,8.925,,2.0,,,,2.0,2.0,1.0,,,,,,0.16666666666666666,0.2,,,1.0,1.0,,,,,,1.0,1.0,1.0,2.0,,,,,1.0,,1.0,,,1.0,,,1.0,,1.0,1.0,1.0,,,1.0,0.5,0.5,,,1.0,0.25,,,0.5,,,,,0.2,,,,,,0.514625,0.5,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2020,2020,True
