EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFtPoints,SecondChancePoints,PtsUnassisted2s,OffThreePtRebounds,OffRebounds,LostBallSteals,Charge Fouls Drawn,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,SecondChanceTsPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,DefArc3ReboundPct,LongMidRangeFGM,LongMidRangeFGA,LongMidRangeAssists,2pt And 1 Free Throw Trips,Blocked2s,BlockedShortMidRange,Blocks,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG2A,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGM,Fg2aBlocked,OffTwoPtRebounds,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffShortMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PtsAssisted3s,ThreePtAssists,Arc3Assists,Assisted3sPct,DefLongMidRangeReboundPct,Arc3PctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG2M,PtsPutbacks,Corner3Assists,AtRimAssists,SelfOReb,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,OffAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,AtRimPctBlocked,Travels,SecondChanceTurnovers,OffCorner3ReboundPct,BadPassOutOfBoundsTurnovers,OffLongMidRangeReboundPct,SecondChanceArc3FGA,SecondChanceFG3A,BlockedLongMidRange,SecondChanceArc3Frequency,NonShootingPenaltyNonTakeFouls,FTDefRebounds,DefFTReboundPct,Fg3aBlocked,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,BlockedAtRim,Loose Ball Fouls Drawn,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,LostBallOutOfBoundsTurnovers,Offensive Fouls,3pt And 1 Free Throw Trips,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Blocked3s,BlockedArc3,FTOffRebounds,OffFTReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Defensive 3 Seconds Violations,HeaveAttempts,Clear Path Fouls,BlockedCorner3,team_id,year,season,team_vs
1628278-1629482-1629488-1629501-203829,1611661317,"Shatori Walker-Kimbrough, Sophie Cunningham, Brianna Turner, Alanna Smith, Bria Hartley","Walker-Kimbrough, Cunningham, Turner, Smith, Hartley",1628278-1629482-1629488-1629501-203829,PHO,230.0,2,4.0,-1.0,8.0,9.0,5.0,1.0,17,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,5.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,106.43478260869564,9.25,17.333333333333332,9.25,17.333333333333332,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.5,0.6666666666666666,0.43881666666666663,0.39805,1.0,4.1,25.5,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2020,2020,False
100940-1628269-1628278-1629488-203398,1611661317,"Diana Taurasi, Nia Coffey, Shatori Walker-Kimbrough, Brianna Turner, Brittney Griner","Taurasi, Coffey, Walker-Kimbrough, Turner, Griner",100940-1628269-1628278-1629488-203398,PHO,128.0,1,2.0,4.0,5.0,5.0,4.0,,10,,,1.0,,1.0,1.0,1.0,4.0,6.0,2.0,1.0,1.0,,1.0,3.0,,1.0,,,,,,,,1.0,2.0,1.0,,,2.0,,2.0,2.0,,3.0,2.0,,4.0,5.0,1.0,4.0,3.0,4.0,1.0,,,1.0,1.0,0.5,1.0,0.625,0.75,0.5,,,,,,,,112.5,8.4,17.2,7.8,16.4,,,,,0.5,,1.0,0.698325,0.7515,0.5,2.6,26.2,0.8,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2020,2020,False
100940-1628269-1629501-203398-203829,1611661317,"Diana Taurasi, Nia Coffey, Alanna Smith, Brittney Griner, Bria Hartley","Taurasi, Coffey, Smith, Griner, Hartley",100940-1628269-1629501-203398-203829,PHO,102.0,1,2.0,-4.0,3.0,4.0,,4.0,7,,1.0,2.0,,,1.0,2.0,,,4.0,,,,,,,2.0,,,,,1.0,1.0,2.0,2.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,0.6666666666666666,,1.0,1.0,1.0,,1.0,,98.82352941176471,21.666666666666668,9.25,21.666666666666668,9.25,0.3333333333333333,,,,0.6666666666666666,,0.6666666666666666,0.45143333333333335,,,8.8,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2020,2020,False
1628278-1629482-1629488-203398-203829,1611661317,"Shatori Walker-Kimbrough, Sophie Cunningham, Brianna Turner, Brittney Griner, Bria Hartley","Walker-Kimbrough, Cunningham, Turner, Griner, Hartley",1628278-1629482-1629488-203398-203829,PHO,130.0,1,2.0,4.0,3.0,4.0,3.0,,7,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,4.0,,2.0,2.0,1.0,,4.0,4.0,1.0,2.0,2.0,1.0,4.0,,,,,2.0,1.0,1.0,,,1.0,1.0,1.0,,,,,1.0,1.0,,4.0,4.0,3.0,,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,,,,,,,77.53846153846155,17.666666666666668,19.25,17.666666666666668,14.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.45940000000000003,0.45940000000000003,1.0,11.4,26.3,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,0.3333333333333333,0.5,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2020,2020,False
100940-1628278-201913-203398-203400,1611661317,"Diana Taurasi, Shatori Walker-Kimbrough, Kia Vaughn, Brittney Griner, Skylar Diggins-Smith","Taurasi, Walker-Kimbrough, Vaughn, Griner, Diggins-Smith",100940-1628278-201913-203398-203400,PHO,60.0,1,1.0,-1.0,2.0,2.0,2.0,2.0,4,,2.0,1.0,1.0,,2.0,1.0,1.0,4.0,5.0,,2.0,1.0,1.0,4.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,3.0,4.0,2.0,,,,,,0.5,0.5,0.5,0.5,0.3333333333333333,,,,,,,,96.0,17.5,12.5,12.5,12.5,0.6666666666666666,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.40886666666666666,0.40886666666666666,1.0,8.6,24.3,1.0,1.0,,,,,1.0,1.0,,,1.0,,,,,0.25,,0.5,,,,,,,,,0.25,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.3688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2020,2020,False
100940-1629482-1629501-201913-203400,1611661317,"Diana Taurasi, Sophie Cunningham, Alanna Smith, Kia Vaughn, Skylar Diggins-Smith","Taurasi, Cunningham, Smith, Vaughn, Diggins-Smith",100940-1629482-1629501-201913-203400,PHO,28.0,1,,-2.0,1.0,1.0,,,2,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,102.85714285714286,24.0,4.0,24.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2020,2020,False
1628269-1628278-1629501-203398-203829,1611661317,"Nia Coffey, Shatori Walker-Kimbrough, Alanna Smith, Brittney Griner, Bria Hartley","Coffey, Walker-Kimbrough, Smith, Griner, Hartley",1628269-1628278-1629501-203398-203829,PHO,280.0,3,5.0,1.0,8.0,9.0,2.0,,17,1.0,4.0,1.0,,2.0,7.0,1.0,,7.0,6.0,1.0,2.0,,,2.0,4.0,1.0,2.0,3.0,1.0,7.0,1.0,2.0,3.0,3.0,1.0,,,,,,,,,,,,,,,7.0,2.0,2.0,,1.0,1.0,0.2857142857142857,0.5,0.4375,0.5,0.4375,0.5,0.125,,0.5,0.5,0.5,,1.0,,87.42857142857142,18.625,14.555555555555555,18.625,13.11111111111111,0.5,0.25,0.25,1.0,0.125,,0.25,0.41539375,0.4383,0.2857142857142857,9.242857142857144,25.0,0.25,,,1.0,,,,,,,,1.0,,,,,,,,0.125,,,,,,,,1.0,1.0,2.0,1.0,,,,,0.25,0.5,0.5,1.0,1.0,,1.0,,,,1.0,,,1.0,,1.0,,,,,1.0,1.0,,1.0,,3.0,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2020,2020,False
1628269-1629482-1629488-203398-203400,1611661317,"Nia Coffey, Sophie Cunningham, Brianna Turner, Brittney Griner, Skylar Diggins-Smith","Coffey, Cunningham, Turner, Griner, Diggins-Smith",1628269-1629482-1629488-203398-203400,PHO,245.0,1,4.0,,7.0,8.0,4.0,,15,2.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,13.0,13.0,2.0,2.0,1.0,,7.0,2.0,2.0,1.0,3.0,1.0,8.0,1.0,1.0,2.0,2.0,,,1.0,1.0,,,1.0,1.0,2.0,2.0,,,2.0,3.0,,13.0,7.0,4.0,,0.3333333333333333,0.3333333333333333,1.0,1.0,1.2,1.1666666666666667,1.0833333333333333,1.1666666666666667,0.4,1.0,1.0,1.0,1.0,,,,88.16326530612245,17.142857142857142,15.625,17.142857142857142,15.5,0.4,1.0,1.0,0.5,0.4,0.3333333333333333,0.4,0.44382,0.4402166666666667,0.5384615384615384,8.6,24.75,0.5714285714285714,,,,,,,,4.0,,,,,,2.0,,,,,,,,,,0.3333333333333333,0.5,,1.0,1.0,1.0,,1.0,,,,0.2,1.0,1.0,,2.0,1.0,2.0,,1.0,,2.0,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,6.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2020,2020,False
1628278-1629482-1629501-203398-203400,1611661317,"Shatori Walker-Kimbrough, Sophie Cunningham, Alanna Smith, Brittney Griner, Skylar Diggins-Smith","Walker-Kimbrough, Cunningham, Smith, Griner, Diggins-Smith",1628278-1629482-1629501-203398-203400,PHO,413.0,2,7.0,11.0,15.0,14.0,6.0,2.0,29,4.0,5.0,2.0,,7.0,9.0,5.0,2.0,22.0,11.0,3.0,3.0,2.0,2.0,14.0,4.0,2.0,2.0,4.0,1.0,10.0,1.0,7.0,8.0,9.0,1.0,,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,,,3.0,2.0,,20.0,14.0,6.0,,0.2857142857142857,0.3333333333333333,0.7777777777777778,1.0,0.7142857142857143,1.2,0.7857142857142857,1.4,0.35714285714285715,0.6666666666666666,0.875,1.0,0.8888888888888888,,0.8333333333333334,,101.1138014527845,12.933333333333334,15.642857142857142,12.933333333333334,14.857142857142858,0.35714285714285715,0.8,0.8,0.25,0.14285714285714285,,0.6428571428571429,0.4898357142857143,0.5004,0.6363636363636364,4.788888888888889,23.96,0.4,1.0,3.0,4.0,2.0,2.0,,2.0,10.0,,1.0,1.0,,,2.0,1.0,,0.25,,0.2857142857142857,0.75,0.75,0.4,1.0,0.14285714285714285,0.2222222222222222,0.09090909090909091,1.0,,,,2.0,2.0,2.0,2.0,,,,,,,2.0,1.0,2.0,,,,1.0,0.4,1.0,0.4,,,1.0,,,,,,0.7052,6.0,2.0,,1.0,1.0,,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.3333333333333333,0.21428571428571427,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2020,2020,False
100940-1628269-1629488-201913-203829,1611661317,"Diana Taurasi, Nia Coffey, Brianna Turner, Kia Vaughn, Bria Hartley","Taurasi, Coffey, Turner, Vaughn, Hartley",100940-1628269-1629488-201913-203829,PHO,154.0,1,3.0,-6.0,4.0,5.0,2.0,2.0,9,,1.0,2.0,1.0,,3.0,2.0,,,6.0,,1.0,1.0,,,,2.0,,,,,,,,1.0,2.0,1.0,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,0.4,,,,,,,,84.15584415584415,15.5,18.4,15.5,16.8,0.2,,,,0.4,0.5,0.6,0.42881,0.39395,,8.933333333333334,26.95,0.5,,,1.0,,,,,,1.0,1.0,1.0,,,,,0.5,0.2,0.5,0.2,,,,,,,,,,1.0,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2020,2020,False
