EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,AssistPoints,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,AtRimAssists,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2M,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,OffRebounds,Rebounds,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,LongMidRangeFGA,Corner3FGM,Corner3FGA,FtPoints,Corner3Assists,DefTwoPtRebounds,DefRebounds,Steals,BadPassSteals,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyFtPoints,DefThreePtRebounds,LiveBallTurnovers,BadPassTurnovers,LiveBallTurnoverPct,DefThreePtReboundPct,DefArc3ReboundPct,PtsUnassisted3s,OffThreePtRebounds,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,OffThreePtReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,LongMidRangeFGM,LongMidRangeAssists,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,NonShootingPenaltyNonTakeFouls,OffLongMidRangeReboundPct,DefAtRimReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,PenaltyCorner3FGA,PenaltyCorner3Frequency,Offensive Fouls Drawn,NonShootingFoulsDrawn,DefCorner3ReboundPct,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,HeaveAttempts,Fg2aBlocked,FTDefRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,Technical Free Throw Trips,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffShortMidRangeReboundPct,SelfORebPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,AtRimPctBlocked,LongMidRangePctBlocked,OffCorner3ReboundPct,team_id,year,season,team_vs
100720-1627668-1628244-1628920-204319,1611661328,"Sue Bird, Breanna Stewart, Sami Whitcomb, Mercedes Russell, Jewell Loyd","Bird, Stewart, Whitcomb, Russell, Loyd",100720-1627668-1628244-1628920-204319,SEA,97.0,1,2.0,-3.0,4.0,4.0,4.0,3.0,1.0,8.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,8.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.3333333333333333,118.76288659793815,11.0,13.25,8.25,13.25,0.6666666666666666,0.5,0.5,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.41923333333333335,0.41923333333333335,1.0,5.95,23.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2020,2020,False
100720-1627668-1628244-1629496-202252,1611661328,"Sue Bird, Breanna Stewart, Sami Whitcomb, Ezi Magbegor, Alysha Clark","Bird, Stewart, Whitcomb, Magbegor, Clark",100720-1627668-1628244-1629496-202252,SEA,35.0,1,1.0,2.0,1.0,1.0,,,,2.0,,,,,,,1.0,1.0,,,2.0,,,,,,,,2.0,,,,1.0,,1.0,,,2.0,,,,,,,2.0,,,1.0,1.0,,,,,1.0,,1.0,,1.0,,,82.28571428571428,19.0,16.0,19.0,16.0,,,,,,,,,,,1.0,,0.397,,,3.4,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2020,2020,False
100720-1627668-1628244-202252-204319,1611661328,"Sue Bird, Breanna Stewart, Sami Whitcomb, Alysha Clark, Jewell Loyd","Bird, Stewart, Whitcomb, Clark, Loyd",100720-1627668-1628244-202252-204319,SEA,24.0,2,,2.0,1.0,,1.0,,1.0,1.0,,,,,,,1.0,2.0,,,2.0,,1.0,1.0,2.0,,,2.0,,,,,,,,,,,,,,,1.0,,,2.0,1.0,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,,60.0,14.0,,13.0,,,,,,,,,,,,1.0,,0.4993,0.4993,1.0,0.7,,1.0,1.0,2.0,,1.0,0.5,0.5,,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.4712,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2020,2020,False
100720-1627668-1628886-1628920-202252,1611661328,"Sue Bird, Breanna Stewart, Jordin Canada, Mercedes Russell, Alysha Clark","Bird, Stewart, Canada, Russell, Clark",100720-1627668-1628886-1628920-202252,SEA,263.0,2,4.0,-2.0,8.0,8.0,,,,16.0,1.0,1.0,,1.0,,,1.0,5.0,1.0,2.0,6.0,8.0,,,,,,,2.0,3.0,1.0,,1.0,1.0,2.0,,1.0,5.0,,,,1.0,2.0,,6.0,,,1.0,1.0,1.0,0.5,,0.5,0.2,,0.35714285714285715,,0.375,,0.2857142857142857,87.60456273764258,18.25,14.625,18.25,13.625,0.14285714285714285,1.0,1.0,1.0,0.14285714285714285,,,,,,0.42857142857142855,,0.4505642857142857,,,12.040000000000001,24.1,,,1.0,,0.14285714285714285,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,3.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.42857142857142855,0.14285714285714285,1.0,1.0,1.0,0.125,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2020,2020,False
100720-1627668-1628886-1628920-204319,1611661328,"Sue Bird, Breanna Stewart, Jordin Canada, Mercedes Russell, Jewell Loyd","Bird, Stewart, Canada, Russell, Loyd",100720-1627668-1628886-1628920-204319,SEA,14.0,1,,2.0,1.0,,1.0,,,1.0,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,2.0,1.0,,,,,,,,,,,1.0,1.0,,102.85714285714286,14.0,,14.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,2.0,1.0,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2020,2020,False
100720-1627668-1628886-1629496-202252,1611661328,"Sue Bird, Breanna Stewart, Jordin Canada, Ezi Magbegor, Alysha Clark","Bird, Stewart, Canada, Magbegor, Clark",100720-1627668-1628886-1629496-202252,SEA,150.0,1,2.0,-6.0,5.0,6.0,,,,11.0,1.0,1.0,,2.0,,,1.0,2.0,,2.0,2.0,8.0,,,,,,,2.0,,2.0,,1.0,,1.0,,1.0,2.0,,1.0,,,,,2.0,,,1.0,1.0,,,,,0.5,,0.25,,0.25,,0.5,105.6,19.0,9.166666666666666,19.0,9.166666666666666,0.25,1.0,1.0,1.0,0.5,,,,,,0.75,,0.4765375,,,3.45,25.4,,,1.0,,0.25,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2020,2020,False
100720-1627668-1628886-202252-203827,1611661328,"Sue Bird, Breanna Stewart, Jordin Canada, Alysha Clark, Natasha Howard","Bird, Stewart, Canada, Clark, Howard",100720-1627668-1628886-202252-203827,SEA,39.0,1,1.0,-2.0,1.0,1.0,,,,2.0,,1.0,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,73.84615384615384,13.0,26.0,13.0,26.0,1.0,,,,,,,,,,,,0.429,,,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2020,2020,False
100720-1627668-1628886-203827-204319,1611661328,"Sue Bird, Breanna Stewart, Jordin Canada, Natasha Howard, Jewell Loyd","Bird, Stewart, Canada, Howard, Loyd",100720-1627668-1628886-203827-204319,SEA,273.0,3,5.0,6.0,11.0,9.0,1.0,7.0,,20.0,3.0,3.0,2.0,3.0,,,5.0,6.0,2.0,3.0,16.0,10.0,,,1.0,,,,8.0,3.0,3.0,2.0,4.0,1.0,5.0,1.0,2.0,11.0,1.0,2.0,,,1.0,1.0,16.0,,1.0,0.8,0.8,0.5,0.6666666666666666,,0.6666666666666666,0.8333333333333334,,0.8888888888888888,,0.8888888888888888,,0.3333333333333333,105.4945054945055,7.454545454545454,21.22222222222222,7.454545454545454,19.11111111111111,0.3333333333333333,1.0,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,,,0.5555555555555556,0.6666666666666666,0.5016166666666666,0.2251,,8.6,24.5,0.09090909090909091,2.0,2.0,2.0,0.2222222222222222,1.0,1.0,1.0,,,,,,,2.0,,,1.0,4.0,,,,,1.0,,,,,,,,1.0,,,,,3.0,3.0,1.0,1.0,1.0,,,0.75,0.5,0.6666666666666666,1.0,0.1111111111111111,,,,,,,,,1.0,1.0,0.5,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2020,2020,False
100720-1627668-1628920-202252-202259,1611661328,"Sue Bird, Breanna Stewart, Mercedes Russell, Alysha Clark, Epiphanny Prince","Bird, Stewart, Russell, Clark, Prince",100720-1627668-1628920-202252-202259,SEA,104.0,1,2.0,-5.0,3.0,3.0,,3.0,,6.0,1.0,1.0,,2.0,,,1.0,1.0,,2.0,2.0,7.0,,,,,,,2.0,,2.0,,1.0,,1.0,,1.0,2.0,,,,1.0,1.0,,2.0,,,1.0,1.0,,,,,1.0,,0.3333333333333333,,0.3333333333333333,,0.6666666666666666,83.07692307692308,23.666666666666668,11.0,23.666666666666668,11.0,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,,,,,,0.6666666666666666,,0.39126666666666665,,,8.8,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2020,2020,False
100720-1627668-1628920-202252-204319,1611661328,"Sue Bird, Breanna Stewart, Mercedes Russell, Alysha Clark, Jewell Loyd","Bird, Stewart, Russell, Clark, Loyd",100720-1627668-1628920-202252-204319,SEA,1395.0,5,23.0,37.0,40.0,42.0,15.0,12.0,3.0,82.0,5.0,6.0,5.0,13.0,4.0,5.0,20.0,25.0,5.0,13.0,58.0,21.0,3.0,5.0,6.0,4.0,5.0,22.0,32.0,12.0,13.0,5.0,16.0,4.0,20.0,4.0,5.0,44.0,3.0,5.0,4.0,5.0,9.0,,54.0,22.0,15.0,0.8,0.8,0.8,0.38461538461538464,0.8,0.38461538461538464,0.8,0.8333333333333334,0.7236842105263158,1.0,0.7435897435897436,1.0,0.34210526315789475,84.64516129032258,14.825,19.095238095238095,14.375,18.0,0.15789473684210525,0.8333333333333334,0.8333333333333334,1.0,0.34210526315789475,0.38461538461538464,0.38461538461538464,0.8,0.45454545454545453,0.8,0.6842105263157895,0.38461538461538464,0.48989736842105264,0.44684545454545455,0.3793103448275862,7.56,24.06153846153846,0.375,11.0,13.0,8.0,0.34210526315789475,0.8461538461538461,0.8461538461538461,0.7272727272727273,1.0,2.0,2.0,2.0,2.0,4.0,8.0,,1.0,4.0,31.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.2,0.3076923076923077,,0.6666666666666666,0.5,0.18181818181818182,1.0,0.48855,0.06896551724137931,6.0,,,3.0,,24.0,27.0,3.0,1.0,9.0,3.0,2.0,0.75,0.7297297297297297,0.75,0.7142857142857143,0.15789473684210525,,,,,0.05128205128205128,0.07692307692307693,,3.0,2.0,1.0,0.4,0.6,0.6,3.0,3.0,4.0,2.0,5.0,2.0,0.375,0.375,0.4,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.75,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2020,2020,False
