EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Charge Fouls Drawn,Technical Free Throw Trips,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceArc3Frequency,BlockedLongMidRange,3SecondViolations,HeaveAttempts,LostBallOutOfBoundsTurnovers,BlockingFouls,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,Travels,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3FGA,OffCorner3ReboundPct,SecondChanceCorner3Frequency,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,Corner3PctBlocked,BlockedCorner3,team_id,year,season,team_vs
100812-200665-201477-202664-203399,1611661329,"Erika de Souza, Cappie Pondexter, Tamera Young, Courtney Vandersloot, Elena Delle Donne","de Souza, Pondexter, Young, Vandersloot, Delle Donne",100812-200665-201477-202664-203399,CHI,5955.0,17,99.0,-20.0,193.0,195.0,37.0,44.0,20.0,388.0,28.0,57.0,7.0,11.0,10.0,16.0,11.0,38.0,26.0,56.0,2.0,4.0,1.0,7.0,16.0,3.0,65.0,151.0,9.0,20.0,35.0,192.0,212.0,10.0,19.0,3.0,23.0,16.0,31.0,4.0,10.0,42.0,70.0,60.0,18.0,9.0,12.0,16.0,7.0,11.0,35.0,6.0,41.0,4.0,2.0,15.0,3.0,17.0,88.0,23.0,15.0,49.0,3.0,67.0,23.0,90.0,3.0,16.0,14.0,2.0,20.0,1.0,15.0,6.0,5.0,26.0,1.0,4.0,21.0,45.0,1.0,5.0,1.0,48.0,5.0,4.0,1.0,46.0,7.0,23.0,1.0,2.0,9.0,4.0,5.0,9.0,7.0,1.0,169.0,40.0,36.0,5.0,1.0,0.5384615384615384,0.5932203389830508,0.6666666666666666,0.45,0.45,0.4304635761589404,0.5263157894736842,0.5161290322580645,0.4590643274853801,0.5263157894736842,0.45714285714285713,0.5052631578947369,0.5476190476190477,0.525,0.11695906432748537,0.0728476821192053,0.15789473684210525,0.02631578947368421,0.017857142857142856,0.7692307692307693,1.0,0.7101449275362319,0.26744186046511625,0.7142857142857143,0.7111111111111111,0.23958333333333334,0.27586206896551724,0.37037037037037035,0.16666666666666666,0.6923076923076923,0.65,0.782608695652174,0.6842105263157895,1.0,0.03529411764705882,93.82367758186398,0.7777777777777778,15.746113989637307,14.953846153846154,15.248704663212436,14.34871794871795,0.3333333333333333,0.49122807017543857,0.5833333333333334,0.5357142857142857,0.2222222222222222,0.2894736842105263,0.2972972972972973,0.2727272727272727,0.32748538011695905,0.4642857142857143,0.4727272727272727,0.6538461538461539,0.023391812865497075,0.5,0.5,1.0,0.0935672514619883,0.4375,0.4375,0.5714285714285714,0.5789473684210527,0.6363636363636364,0.14285714285714285,0.45714285714285713,0.625,0.02857142857142857,0.08571428571428572,0.4502923976608187,0.4375,0.4454365497076024,0.46604210526315787,0.4392242857142857,0.1276595744680851,0.1377245508982036,0.047619047619047616,0.11979166666666667,0.21875,9.474172185430463,24.685,0.19170984455958548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2016,2016,False
100812-200665-201477-201516-202638,1611661329,"Erika de Souza, Cappie Pondexter, Tamera Young, Allie Quigley, Jessica Breland","de Souza, Pondexter, Young, Quigley, Breland",100812-200665-201477-201516-202638,CHI,9.0,1,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,,9.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2016,2016,False
100812-200665-201477-202638-202664,1611661329,"Erika de Souza, Cappie Pondexter, Tamera Young, Jessica Breland, Courtney Vandersloot","de Souza, Pondexter, Young, Breland, Vandersloot",100812-200665-201477-202638-202664,CHI,725.0,4,12.0,2.0,23.0,22.0,1.0,3.0,1.0,45.0,5.0,7.0,,,,,1.0,3.0,3.0,5.0,,,,1.0,2.0,,9.0,15.0,1.0,2.0,2.0,23.0,21.0,,1.0,,,,,,2.0,2.0,14.0,4.0,3.0,,,2.0,1.0,1.0,7.0,1.0,8.0,1.0,,5.0,,2.0,17.0,1.0,,5.0,1.0,6.0,1.0,7.0,,2.0,1.0,1.0,4.0,1.0,4.0,2.0,,6.0,,,2.0,6.0,,2.0,1.0,3.0,1.0,,,2.0,,1.0,,,1.0,1.0,,1.0,1.0,,23.0,2.0,1.0,,,0.7777777777777778,0.7777777777777778,1.0,0.5,0.5,0.6,,,0.6176470588235294,,,0.6388888888888888,,1.0,0.11764705882352941,0.06666666666666667,0.14285714285714285,,,0.6666666666666666,1.0,0.45454545454545453,0.16666666666666666,,0.38461538461538464,0.14285714285714285,0.5,,,0.5,0.5,0.3333333333333333,,,,89.37931034482759,1.0,13.826086956521738,18.5,13.478260869565217,16.318181818181817,0.4117647058823529,0.7142857142857143,0.8333333333333334,1.0,0.17647058823529413,0.3333333333333333,0.3333333333333333,,0.29411764705882354,0.6,0.6,0.6666666666666666,,,,,0.11764705882352941,0.5,0.5,1.0,,,,,,,,0.5294117647058824,0.5,0.4865529411764706,0.4216,,0.05555555555555555,0.0625,,,0.08695652173913043,8.506666666666666,23.4,0.043478260869565216,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2016,2016,False
100812-200665-201477-202664-204309,1611661329,"Erika de Souza, Cappie Pondexter, Tamera Young, Courtney Vandersloot, Clarissa Dos Santos","de Souza, Pondexter, Young, Vandersloot, Dos Santos",100812-200665-201477-202664-204309,CHI,473.0,4,8.0,10.0,15.0,14.0,1.0,9.0,3.0,29.0,2.0,2.0,1.0,1.0,,,3.0,5.0,1.0,7.0,,,,,,,6.0,14.0,,,5.0,17.0,7.0,2.0,5.0,,4.0,1.0,3.0,,,2.0,6.0,6.0,,,2.0,,,1.0,3.0,,3.0,,,,2.0,1.0,6.0,5.0,1.0,3.0,1.0,5.0,5.0,10.0,,2.0,2.0,,,,,3.0,,3.0,,,2.0,5.0,,1.0,2.0,6.0,,2.0,,5.0,,2.0,,,,,,,,,13.0,2.0,1.0,,,0.5,0.6,,,,0.42857142857142855,0.4,0.3333333333333333,0.42857142857142855,0.4,0.3333333333333333,0.5,0.4,0.3333333333333333,,0.07142857142857142,,0.2,,,1.0,0.5,0.625,0.5,0.5,0.625,,,0.8333333333333334,,0.5,1.0,0.5,,,88.28752642706131,,17.266666666666666,15.285714285714286,15.333333333333334,13.785714285714286,0.14285714285714285,1.0,1.0,,0.35714285714285715,0.6,0.75,0.6666666666666666,0.5,0.14285714285714285,0.14285714285714285,1.0,,,,,,,,,0.2,1.0,,,,,,0.14285714285714285,,0.42077857142857145,0.45962,0.4014,0.125,0.125,,0.23529411764705882,0.11764705882352941,11.542857142857143,,0.06666666666666667,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2016,2016,False
100812-200665-201516-202638-203399,1611661329,"Erika de Souza, Cappie Pondexter, Allie Quigley, Jessica Breland, Elena Delle Donne","de Souza, Pondexter, Quigley, Breland, Delle Donne",100812-200665-201516-202638-203399,CHI,78.0,1,1.0,,3.0,3.0,,,,6.0,,,,,,,,,1.0,2.0,,,,,,,1.0,2.0,,,2.0,4.0,4.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,1.0,,,1.0,1.0,,1.0,1.0,,4.0,,,,,,,,,,0.5,,,0.5,,,0.6666666666666666,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,,110.76923076923076,1.0,15.0,11.0,15.0,11.0,,,,,,,,,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,0.39115,,,0.3333333333333333,0.3333333333333333,,,,18.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2016,2016,False
100812-200665-201516-202664-203399,1611661329,"Erika de Souza, Cappie Pondexter, Allie Quigley, Courtney Vandersloot, Elena Delle Donne","de Souza, Pondexter, Quigley, Vandersloot, Delle Donne",100812-200665-201516-202664-203399,CHI,964.0,5,16.0,-11.0,35.0,32.0,13.0,7.0,2.0,67.0,8.0,12.0,,,2.0,4.0,1.0,8.0,2.0,8.0,,,,1.0,6.0,1.0,11.0,28.0,1.0,6.0,5.0,30.0,41.0,,,,,3.0,11.0,1.0,4.0,10.0,14.0,8.0,3.0,,,6.0,1.0,2.0,7.0,1.0,8.0,1.0,,5.0,,2.0,17.0,2.0,,5.0,,5.0,2.0,7.0,1.0,3.0,3.0,,1.0,,1.0,,,1.0,1.0,1.0,3.0,7.0,,1.0,,7.0,,1.0,1.0,5.0,1.0,2.0,,1.0,,,,,,,30.0,10.0,13.0,1.0,1.0,0.6363636363636364,0.6363636363636364,1.0,0.16666666666666666,0.16666666666666666,0.39285714285714285,,0.2727272727272727,0.36764705882352944,,0.25,0.4166666666666667,,0.35714285714285715,0.17647058823529413,0.07142857142857142,0.16666666666666666,,,1.0,,0.5555555555555556,0.11764705882352941,,0.5,0.09523809523809523,,0.2857142857142857,,0.25,1.0,0.6666666666666666,,,0.05263157894736842,100.08298755186722,,14.371428571428572,14.40625,14.17142857142857,14.03125,0.35294117647058826,0.6666666666666666,0.8,0.625,0.23529411764705882,0.125,0.125,,0.23529411764705882,0.25,0.25,1.0,,,,,0.17647058823529413,0.16666666666666666,0.16666666666666666,1.0,,,,0.3333333333333333,0.5,,0.08333333333333333,0.5294117647058824,0.16666666666666666,0.4490852941176471,0.41385,0.4428458333333333,0.05714285714285714,0.06896551724137931,,,0.3333333333333333,9.239285714285714,23.866666666666664,0.37142857142857144,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2016,2016,False
100812-200665-202638-202664-204335,1611661329,"Erika de Souza, Cappie Pondexter, Jessica Breland, Courtney Vandersloot, Betnijah Laney","de Souza, Pondexter, Breland, Vandersloot, Laney",100812-200665-202638-202664-204335,CHI,487.0,2,8.0,4.0,16.0,15.0,,,2.0,31.0,2.0,5.0,,1.0,,,2.0,4.0,2.0,6.0,,,,,1.0,,6.0,15.0,,1.0,3.0,15.0,11.0,1.0,3.0,,2.0,,,,,,6.0,6.0,,,,1.0,,,3.0,,3.0,,,1.0,2.0,,6.0,4.0,2.0,5.0,,7.0,4.0,11.0,2.0,2.0,2.0,,,1.0,,3.0,,3.0,1.0,,3.0,8.0,,1.0,1.0,4.0,1.0,,,3.0,1.0,2.0,,,2.0,1.0,,2.0,2.0,,13.0,,,,,0.5,0.5,,,,0.4,0.3333333333333333,,0.375,0.3333333333333333,,0.4411764705882353,0.3333333333333333,,0.0625,,,,,,,0.7142857142857143,0.4444444444444444,0.6666666666666666,0.7,0.4,0.6666666666666666,0.5,0.25,0.5,,0.8,0.5,1.0,0.2,91.66324435318275,1.0,15.3125,16.133333333333333,13.625,15.666666666666666,0.3125,0.4,0.4,0.5,0.25,0.5,0.5,1.0,0.375,0.3333333333333333,0.3333333333333333,,,,,,0.0625,,,,0.3333333333333333,,,,,,,0.375,,0.489365625,0.44473333333333337,,0.11764705882352941,0.125,,0.13333333333333333,,10.533333333333333,23.7,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2016,2016,False
100812-200665-202664-203399-204309,1611661329,"Erika de Souza, Cappie Pondexter, Courtney Vandersloot, Elena Delle Donne, Clarissa Dos Santos","de Souza, Pondexter, Vandersloot, Delle Donne, Dos Santos",100812-200665-202664-203399-204309,CHI,129.0,1,2.0,2.0,4.0,4.0,4.0,4.0,,8.0,,,,,,,1.0,2.0,1.0,2.0,,,,,,,2.0,4.0,,,,4.0,2.0,,,,,2.0,4.0,,,4.0,,4.0,,,,,,,,,,,,,,,,,1.0,2.0,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,,,,,,,,0.5,,0.5,0.5,,0.5,0.5,,0.5,,,,,,,,1.0,,1.0,1.0,,,,,1.0,,1.0,1.0,,,89.30232558139535,,14.0,18.25,14.0,18.25,,,,,0.5,0.5,0.5,,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,0.363425,,0.363425,,,,,1.0,12.55,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2016,2016,False
100812-200665-202664-203857-204323,1611661329,"Erika de Souza, Cappie Pondexter, Courtney Vandersloot, Jamierra Faulkner, Cheyenne Parker","de Souza, Pondexter, Vandersloot, Faulkner, Parker",100812-200665-202664-203857-204323,CHI,21.0,1,,,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.14285714285714,,1.0,20.0,1.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2016,2016,False
100812-201477-201516-202638-204309,1611661329,"Erika de Souza, Tamera Young, Allie Quigley, Jessica Breland, Clarissa Dos Santos","de Souza, Young, Quigley, Breland, Dos Santos",100812-201477-201516-202638-204309,CHI,58.0,1,1.0,1.0,2.0,2.0,1.0,2.0,,4.0,,,,,,,,1.0,,,,,,,,,,1.0,,,2.0,2.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,2.0,,1.0,,,,,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,0.5,,,,,,,,,1.0,,,,,,,,,,,,,,,99.3103448275862,,15.5,13.5,15.5,13.5,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.1872,,0.1872,0.5,0.5,,,,11.8,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2016,2016,False
