EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,Corner3Assists,Travels,BlockedCorner3,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3FGA,FTOffRebounds,Charge Fouls Drawn,BlockingFoulsDrawn,BlockedLongMidRange,3SecondViolations,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceCorner3Frequency,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,HeaveAttempts,StepOutOfBoundsTurnovers,Corner3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
100944-100952-201480-201904-202632,1611661324,"Rebekkah Brunson, Jia Perkins, Sylvia Fowles, Renee Montgomery, Maya Moore","Brunson, Perkins, Fowles, Montgomery, Moore",100944-100952-201480-201904-202632,MIN,3701.0,23,62.0,12.0,115.0,116.0,42.0,23.0,16.0,231.0,18.0,27.0,4.0,6.0,3.0,4.0,9.0,21.0,9.0,29.0,12.0,23.0,1.0,1.0,4.0,9.0,36.0,77.0,12.0,23.0,28.0,136.0,124.0,8.0,14.0,1.0,1.0,4.0,23.0,13.0,29.0,4.0,9.0,15.0,53.0,50.0,22.0,21.0,15.0,4.0,23.0,12.0,5.0,1.0,25.0,7.0,32.0,7.0,15.0,6.0,4.0,71.0,7.0,10.0,11.0,32.0,1.0,44.0,17.0,61.0,2.0,7.0,5.0,2.0,6.0,2.0,4.0,12.0,3.0,2.0,18.0,1.0,5.0,12.0,1.0,29.0,1.0,3.0,4.0,31.0,1.0,1.0,34.0,1.0,1.0,10.0,7.0,8.0,1.0,1.0,6.0,2.0,9.0,4.0,113.0,53.0,42.0,1.0,6.0,0.6944444444444444,0.7352941176470589,0.5833333333333334,0.5217391304347826,1.0,0.4444444444444444,0.5217391304347826,0.4675324675324675,0.5714285714285714,0.4482758620689655,0.54,0.6333333333333333,0.5,0.5818965517241379,0.6764705882352942,0.5638297872340425,0.23,0.043478260869565216,0.06493506493506493,0.1111111111111111,0.047619047619047616,0.034482758620689655,0.043478260869565216,0.3333333333333333,0.3333333333333333,0.7272727272727273,0.2564102564102564,0.6470588235294118,0.6363636363636364,0.7049180327868853,0.34,0.4444444444444444,0.09090909090909091,0.2631578947368421,0.6363636363636364,0.6470588235294118,0.6363636363636364,0.875,0.6428571428571429,0.6666666666666666,0.043478260869565216,89.87841124020535,0.4444444444444444,15.643478260869566,16.396551724137932,14.582608695652175,15.275862068965518,0.27,0.6666666666666666,0.75,0.8333333333333334,0.21,0.42857142857142855,0.45,0.6666666666666666,0.29,0.3103448275862069,0.32142857142857145,0.4444444444444444,0.23,0.5217391304347826,0.5454545454545454,0.5833333333333334,0.4,0.6666666666666666,0.25,0.06666666666666667,1.0,1.0,0.10526315789473684,0.75,0.23684210526315788,0.4444444444444444,0.5,0.5217391304347826,0.47173499999999996,0.5080727272727272,0.43748815789473683,0.09174311926605505,0.11627906976744186,0.16911764705882354,0.3897058823529412,9.18051948051948,23.608695652173914,0.3652173913043478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2016,2016,False
100915-101019-200671-202632-203827,1611661324,"Lindsay Whalen, Janel McCarville, Seimone Augustus, Maya Moore, Natasha Howard","Whalen, McCarville, Augustus, Moore, Howard",100915-101019-200671-202632-203827,MIN,768.0,9,13.0,8.0,25.0,26.0,,8.0,3.0,51.0,4.0,8.0,1.0,1.0,,,3.0,5.0,2.0,5.0,1.0,3.0,,1.0,,,9.0,18.0,2.0,4.0,5.0,29.0,21.0,1.0,1.0,,1.0,,2.0,,,,,,,8.0,10.0,6.0,,2.0,3.0,1.0,,,4.0,2.0,6.0,1.0,2.0,2.0,,14.0,,4.0,5.0,5.0,1.0,11.0,4.0,15.0,1.0,4.0,4.0,,1.0,2.0,1.0,4.0,,,5.0,1.0,,5.0,,8.0,,,1.0,6.0,,1.0,5.0,1.0,,3.0,,,1.0,,,,1.0,1.0,27.0,,,1.0,,0.4444444444444444,0.5,1.0,0.5,,,0.5,0.5,1.0,,0.5454545454545454,0.5,,0.6041666666666666,0.5,,0.18181818181818182,,,,,,,0.2,1.0,0.625,0.4444444444444444,1.0,,0.7692307692307693,0.36363636363636365,0.75,,0.3333333333333333,,,0.5,1.0,1.0,1.0,0.09090909090909091,95.625,1.0,14.48,15.615384615384615,13.88,14.884615384615385,0.36363636363636365,0.5,0.5,0.5,0.22727272727272727,0.6,0.6,0.6666666666666666,0.22727272727272727,0.4,0.4,,0.13636363636363635,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,,0.5,,,,,,,0.5454545454545454,0.3333333333333333,0.46539772727272727,0.53655,,0.125,0.15,0.06896551724137931,,8.149999999999999,23.225,,1.0,1.0,1.0,1.0,1.0,0.045454545454545456,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1611661324,2016,2016,False
100915-100944-100952-201480-202632,1611661324,"Lindsay Whalen, Rebekkah Brunson, Jia Perkins, Sylvia Fowles, Maya Moore","Whalen, Brunson, Perkins, Fowles, Moore",100915-100944-100952-201480-202632,MIN,6317.0,19,105.0,50.0,195.0,196.0,20.0,14.0,35.0,391.0,45.0,72.0,8.0,13.0,2.0,5.0,7.0,29.0,33.0,60.0,3.0,24.0,1.0,6.0,,4.0,85.0,161.0,5.0,29.0,40.0,225.0,175.0,17.0,28.0,1.0,7.0,5.0,42.0,5.0,15.0,,4.0,8.0,18.0,98.0,72.0,12.0,3.0,10.0,24.0,3.0,10.0,,49.0,4.0,53.0,2.0,27.0,2.0,20.0,110.0,11.0,31.0,25.0,41.0,3.0,69.0,43.0,112.0,5.0,31.0,26.0,5.0,15.0,4.0,12.0,14.0,1.0,3.0,29.0,3.0,3.0,21.0,2.0,47.0,,4.0,3.0,47.0,3.0,1.0,48.0,6.0,,24.0,3.0,14.0,,,9.0,3.0,14.0,4.0,183.0,18.0,20.0,,3.0,0.5764705882352941,0.6125,0.8,0.1724137931034483,0.14285714285714285,,0.1724137931034483,0.5279503105590062,0.6071428571428571,0.3333333333333333,0.4868421052631579,0.5285714285714286,0.2631578947368421,0.533175355450237,0.5384615384615384,0.375,0.15263157894736842,,0.062111801242236024,0.1111111111111111,0.06896551724137931,,,0.5172413793103449,1.0,0.5942028985507246,0.4189189189189189,0.7575757575757576,0.5,0.6470588235294118,0.4375,0.5384615384615384,0.36363636363636365,0.34615384615384615,0.47368421052631576,0.5217391304347826,0.6153846153846154,0.65,0.7241379310344828,1.0,0.05813953488372093,89.13091657432325,0.2857142857142857,15.61025641025641,16.698979591836736,14.41025641025641,15.622448979591837,0.37894736842105264,0.625,0.703125,0.6,0.15263157894736842,0.2413793103448276,0.25925925925925924,0.2857142857142857,0.3157894736842105,0.55,0.55,0.6060606060606061,0.12631578947368421,0.125,0.125,0.6666666666666666,0.37142857142857144,0.6153846153846154,0.25,0.17142857142857143,0.16666666666666666,,0.2631578947368421,0.4,0.21052631578947367,,0.531578947368421,0.125,0.4935468421052632,0.48304,0.4157289473684211,0.11538461538461539,0.1340782122905028,0.18666666666666668,0.08,8.529192546583852,23.29655172413793,0.10256410256410256,2.0,5.0,2.0,,,0.02631578947368421,0.4,0.4,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.5,0.6666666666666666,0.02857142857142857,,,,,,,,,,,,1611661324,2016,2016,False
100915-101019-201904-202632-203827,1611661324,"Lindsay Whalen, Janel McCarville, Renee Montgomery, Maya Moore, Natasha Howard","Whalen, McCarville, Montgomery, Moore, Howard",100915-101019-201904-202632-203827,MIN,212.0,1,4.0,6.0,6.0,6.0,1.0,,3.0,12.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,3.0,,1.0,,1.0,,,2.0,5.0,,2.0,2.0,6.0,,2.0,2.0,,1.0,,4.0,1.0,2.0,,,,2.0,2.0,2.0,,,,1.0,,,,1.0,,1.0,,1.0,,,2.0,,2.0,1.0,3.0,,4.0,2.0,6.0,,,,,,,,,,,,,,,,2.0,,,,2.0,,1.0,2.0,,,1.0,,,,,,,,,2.0,2.0,1.0,,,0.5,0.5,,,,,,0.4,1.0,0.5,0.2857142857142857,0.6666666666666666,0.5,0.375,0.6666666666666666,0.5,0.2857142857142857,,,,,,,,,0.75,0.6666666666666666,0.5,,0.6666666666666666,0.4,,,0.6666666666666666,,1.0,,0.6666666666666666,0.5,,,81.50943396226415,,15.666666666666666,19.666666666666668,11.333333333333334,17.5,0.14285714285714285,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,,0.42857142857142855,,,,0.14285714285714285,,,,0.3333333333333333,1.0,1.0,0.3333333333333333,,,,,,,0.42857142857142855,,0.47962857142857146,0.56145,0.406,0.125,0.16666666666666666,0.6666666666666666,0.3333333333333333,11.42,24.4,0.16666666666666666,,1.0,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2016,2016,False
100915-100944-100952-101019-200671,1611661324,"Lindsay Whalen, Rebekkah Brunson, Jia Perkins, Janel McCarville, Seimone Augustus","Whalen, Brunson, Perkins, McCarville, Augustus",100915-100944-100952-101019-200671,MIN,204.0,2,3.0,-4.0,6.0,6.0,2.0,2.0,,12.0,,1.0,,,,,,,1.0,1.0,,3.0,,,,1.0,1.0,2.0,,3.0,,2.0,6.0,,,,,,,1.0,1.0,,1.0,,2.0,,2.0,,,,3.0,,,,,,,,,,,,,,1.0,2.0,,3.0,,3.0,,,,,1.0,,,,,1.0,1.0,,,1.0,,2.0,,,,1.0,,,,,,,,2.0,,,1.0,,2.0,1.0,2.0,2.0,2.0,,,,,,,,,,0.5,,1.0,0.2,,0.5,0.2,,0.5,0.6,,,,,,,1.0,,0.6666666666666666,,0.5,,0.6,,,,,,1.0,,,0.5,,,84.70588235294117,0.5,14.0,20.0,14.0,18.666666666666668,0.2,,,,,,,,0.2,1.0,1.0,,0.6,,,,,,,,,,,,0.5,,0.8,,0.48562000000000005,,0.379625,,,,1.0,9.0,23.266666666666666,0.3333333333333333,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1611661324,2016,2016,False
100915-100944-100952-101019-201904,1611661324,"Lindsay Whalen, Rebekkah Brunson, Jia Perkins, Janel McCarville, Renee Montgomery","Whalen, Brunson, Perkins, McCarville, Montgomery",100915-100944-100952-101019-201904,MIN,207.0,2,3.0,-2.0,6.0,8.0,2.0,,3.0,14.0,,2.0,,,,1.0,1.0,2.0,1.0,3.0,,,,,,,2.0,7.0,,,2.0,6.0,8.0,1.0,2.0,,,,2.0,,1.0,,,2.0,2.0,,4.0,,,,,,1.0,,,,,,,,,,,3.0,1.0,,,1.0,3.0,4.0,1.0,4.0,3.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,2.0,,,,2.0,1.0,,2.0,,,1.0,,,,,,,,,4.0,2.0,2.0,,,,,,,,,,0.2857142857142857,0.5,,0.2857142857142857,0.5,,0.375,0.5,0.5,,,0.14285714285714285,0.5,,,,1.0,,,0.6,1.0,,1.0,0.6,0.5,1.0,0.5,,,,,1.0,,0.25,97.39130434782608,,16.166666666666668,13.75,10.666666666666666,13.75,0.2857142857142857,,,,0.2857142857142857,0.5,0.5,,0.42857142857142855,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,1.0,,,,0.2857142857142857,,0.45821428571428574,0.38535,0.5985,0.125,0.125,0.3333333333333333,0.3333333333333333,10.914285714285715,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2016,2016,False
100915-100944-100952-101019-202632,1611661324,"Lindsay Whalen, Rebekkah Brunson, Jia Perkins, Janel McCarville, Maya Moore","Whalen, Brunson, Perkins, McCarville, Moore",100915-100944-100952-101019-202632,MIN,311.0,2,5.0,,9.0,10.0,3.0,4.0,3.0,19.0,,2.0,,1.0,,,1.0,2.0,,3.0,,3.0,,,,,1.0,7.0,,3.0,6.0,8.0,8.0,,2.0,,,2.0,2.0,,1.0,,,2.0,2.0,,2.0,,,,3.0,,1.0,,,,,,,,,,2.0,2.0,,2.0,1.0,3.0,5.0,8.0,,3.0,2.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,4.0,,,7.0,,1.0,2.0,1.0,,,,,,,,6.0,2.0,3.0,,1.0,,,,,,,,0.14285714285714285,,,0.1,,,0.2692307692307692,0.3333333333333333,0.5,0.3,,0.14285714285714285,0.5,,,,1.0,1.0,0.6666666666666666,0.3333333333333333,,0.6666666666666666,0.6666666666666666,0.4444444444444444,0.5,,0.3333333333333333,0.6666666666666666,,1.0,,,,,87.97427652733118,,22.88888888888889,10.5,19.333333333333332,9.3,0.2,,,,0.2,0.5,0.5,,0.3,,,,0.3,,,,0.5,,,,,,,,,,0.5,,0.44668,,0.3878,0.16666666666666666,0.2222222222222222,0.25,0.25,11.185714285714285,24.766666666666666,0.3333333333333333,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,1611661324,2016,2016,False
100915-100944-101019-200671-203034,1611661324,"Lindsay Whalen, Rebekkah Brunson, Janel McCarville, Seimone Augustus, Keisha Hampton","Whalen, Brunson, McCarville, Augustus, Hampton",100915-100944-101019-200671-203034,MIN,134.0,1,2.0,4.0,4.0,4.0,,,,8.0,,,,,,,2.0,2.0,1.0,1.0,,,,,,,3.0,3.0,,,2.0,8.0,4.0,,,,,,,,,,,,,2.0,4.0,,,,,,,,1.0,,1.0,,,,1.0,2.0,,,,1.0,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,2.0,,,1.0,,,,,,,,,8.0,,,,,0.3333333333333333,0.3333333333333333,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,0.5,,,,0.5,,,,,,1.0,,,,,,85.97014925373134,,16.75,16.75,16.75,13.0,,,,,0.6666666666666666,1.0,1.0,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0.3331,,,0.25,0.25,,,10.866666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2016,2016,False
100915-100944-200671-201480-201904,1611661324,"Lindsay Whalen, Rebekkah Brunson, Seimone Augustus, Sylvia Fowles, Renee Montgomery","Whalen, Brunson, Augustus, Fowles, Montgomery",100915-100944-200671-201480-201904,MIN,416.0,3,7.0,-1.0,11.0,14.0,2.0,,2.0,25.0,1.0,1.0,,,,,1.0,3.0,1.0,2.0,,2.0,,,,1.0,3.0,6.0,,3.0,5.0,11.0,12.0,,,,1.0,2.0,2.0,,,,1.0,,,6.0,,,,,2.0,,,,3.0,,3.0,,1.0,1.0,1.0,6.0,1.0,1.0,1.0,5.0,,6.0,2.0,8.0,,1.0,1.0,,2.0,,2.0,1.0,,,3.0,,2.0,1.0,,1.0,,,,3.0,,,5.0,1.0,,3.0,,2.0,,,2.0,,2.0,1.0,9.0,,2.0,,,1.0,1.0,,,,,,0.5,,,0.3333333333333333,,,0.5,0.5,,0.3333333333333333,,,,,,,0.6666666666666666,,0.8333333333333334,0.3333333333333333,1.0,0.5,0.8571428571428571,0.4,,0.5,,1.0,0.5,1.0,1.0,1.0,,,86.53846153846153,0.5,17.636363636363637,15.857142857142858,16.09090909090909,15.0,0.1111111111111111,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.2222222222222222,0.5,0.5,1.0,0.2222222222222222,,,,,,,,,,,,1.0,,0.4444444444444444,,0.4205944444444445,0.44595,0.12765,0.2727272727272727,0.375,0.18181818181818182,,11.883333333333333,24.933333333333334,0.18181818181818182,,1.0,,,,0.1111111111111111,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,1611661324,2016,2016,False
100915-100952-101019-202632-203827,1611661324,"Lindsay Whalen, Jia Perkins, Janel McCarville, Maya Moore, Natasha Howard","Whalen, Perkins, McCarville, Moore, Howard",100915-100952-101019-202632-203827,MIN,476.0,5,8.0,-5.0,15.0,15.0,9.0,8.0,3.0,30.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,,1.0,1.0,3.0,,,1.0,2.0,3.0,6.0,2.0,4.0,4.0,16.0,21.0,1.0,2.0,,,2.0,4.0,2.0,5.0,2.0,3.0,,10.0,4.0,2.0,6.0,,,3.0,1.0,1.0,,2.0,2.0,4.0,1.0,2.0,,,10.0,1.0,2.0,,2.0,,2.0,3.0,5.0,1.0,1.0,1.0,,3.0,1.0,3.0,3.0,,,6.0,,3.0,2.0,,6.0,,,2.0,4.0,1.0,,4.0,,,2.0,,1.0,,,1.0,,1.0,,12.0,10.0,9.0,2.0,,0.6666666666666666,0.6666666666666666,1.0,0.5,,0.6666666666666666,0.5,0.5,0.5,0.4,0.6,0.5,0.625,0.6666666666666666,0.6666666666666666,0.625,0.4,,0.16666666666666666,0.3333333333333333,,,,0.5,,0.6666666666666666,0.6666666666666666,,0.5,0.6666666666666666,0.6,,1.0,1.0,0.5,0.5,1.0,,,,0.25,90.7563025210084,,17.2,14.533333333333333,15.8,14.533333333333333,0.3,0.6666666666666666,1.0,1.0,0.2,0.5,0.5,,0.1,,,,0.3,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,1.0,,,,0.375,0.6666666666666666,0.25,0.5,0.7,0.3333333333333333,0.5193,0.66035,0.5563125,0.16666666666666666,0.25,0.25,0.625,7.25,23.075,0.6,1.0,1.0,1.0,,,0.1,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,0.125,1.0,,,,,,,,1611661324,2016,2016,False
