EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,OffCorner3ReboundPct,LongMidRangePctBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3SecondViolations,BlockedCorner3,AtRimPctBlocked,Defensive 3 Seconds Violations,BlockedLongMidRange,PenaltyCorner3FGM,PenaltyCorner3Accuracy,HeaveAttempts,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Technical Free Throw Trips,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3PctAssisted,StepOutOfBoundsTurnovers,FTOffRebounds,OffFTReboundPct,Charge Fouls Drawn,team_id,year,season,team_vs
100940-200676-201886-201909-203398,1611661317,"Diana Taurasi, Candice Dupree, DeWanna Bonner, Sonja Petrovic, Brittney Griner","Taurasi, Dupree, Bonner, Petrovic, Griner",100940-200676-201886-201909-203398,PHO,5989.0,17,100.0,-28.0,196.0,196.0,66.0,16.0,10.0,392.0,31.0,38.0,4.0,4.0,10.0,10.0,14.0,31.0,11.0,35.0,2.0,8.0,3.0,9.0,30.0,1.0,3.0,1.0,8.0,56.0,104.0,11.0,38.0,50.0,195.0,223.0,5.0,6.0,1.0,3.0,13.0,20.0,28.0,1.0,11.0,33.0,76.0,72.0,40.0,12.0,21.0,4.0,30.0,9.0,1.0,1.0,36.0,4.0,40.0,2.0,2.0,22.0,8.0,6.0,84.0,1.0,9.0,16.0,47.0,4.0,67.0,10.0,77.0,2.0,14.0,9.0,5.0,17.0,4.0,10.0,19.0,3.0,7.0,4.0,36.0,1.0,11.0,16.0,3.0,52.0,1.0,1.0,6.0,6.0,50.0,2.0,1.0,5.0,60.0,4.0,22.0,10.0,21.0,1.0,1.0,16.0,5.0,22.0,12.0,182.0,76.0,66.0,2.0,10.0,0.6428571428571429,0.6666666666666666,0.36363636363636365,0.2894736842105263,0.3333333333333333,0.09090909090909091,0.2894736842105263,0.5384615384615384,0.8333333333333334,0.7142857142857143,0.5105633802816901,0.7222222222222222,0.5512820512820513,0.5735294117647058,0.7222222222222222,0.6666666666666666,0.2676056338028169,0.02631578947368421,0.009615384615384616,0.03225806451612903,0.03333333333333333,0.4722222222222222,1.0,0.5949367088607594,0.1875,0.8421052631578947,0.041666666666666664,0.6428571428571429,0.1388888888888889,0.14285714285714285,0.17647058823529413,0.20833333333333334,0.05555555555555555,0.5128205128205128,0.5833333333333334,0.7142857142857143,0.8235294117647058,1.0,0.02857142857142857,94.25279679412256,0.5454545454545454,14.566326530612244,15.989795918367347,14.301020408163266,15.107142857142858,0.2676056338028169,0.8157894736842105,0.8157894736842105,0.7096774193548387,0.21830985915492956,0.45161290322580644,0.4666666666666667,0.5714285714285714,0.24647887323943662,0.3142857142857143,0.3142857142857143,0.5454545454545454,0.056338028169014086,0.25,0.25,1.0,0.2112676056338028,0.3,0.3103448275862069,0.2222222222222222,0.4444444444444444,1.0,0.25,0.3333333333333333,0.3333333333333333,0.2564102564102564,1.0,0.07692307692307693,0.20512820512820512,0.125,0.5352112676056338,0.3,0.4770369718309859,0.5633625,0.4642794871794872,0.1375,0.18032786885245902,0.06666666666666667,0.38974358974358975,9.076923076923077,24.176315789473687,0.336734693877551,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2016,2016,False
100634-100940-200676-201046-203398,1611661317,"Penny Taylor, Diana Taurasi, Candice Dupree, Lindsey Harding, Brittney Griner","Taylor, Taurasi, Dupree, Harding, Griner",100634-100940-200676-201046-203398,PHO,840.0,5,14.0,-4.0,27.0,27.0,,4.0,3.0,54.0,5.0,5.0,2.0,2.0,,,2.0,4.0,4.0,9.0,1.0,1.0,,1.0,5.0,,2.0,,,11.0,18.0,2.0,6.0,7.0,35.0,39.0,2.0,2.0,,2.0,4.0,,,,,,,8.0,14.0,3.0,3.0,,5.0,1.0,,,4.0,1.0,5.0,,1.0,1.0,2.0,1.0,11.0,1.0,4.0,2.0,2.0,1.0,5.0,5.0,10.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,,2.0,,5.0,,,3.0,,6.0,,,,1.0,9.0,,,1.0,9.0,1.0,3.0,2.0,3.0,,,3.0,,3.0,,31.0,,,,,0.36363636363636365,0.36363636363636365,0.5,0.3333333333333333,,,0.3333333333333333,0.6111111111111112,1.0,,0.5833333333333334,0.5,,0.625,0.5,,0.25,,,,,0.6,1.0,0.3333333333333333,0.5714285714285714,1.0,0.25,0.5,0.45454545454545453,,0.5,0.6,0.25,0.25,,1.0,1.0,,0.09090909090909091,92.57142857142857,,15.11111111111111,16.0,14.333333333333334,15.444444444444445,0.20833333333333334,1.0,1.0,0.2,0.16666666666666666,0.5,0.5,1.0,0.375,0.4444444444444444,0.4444444444444444,0.25,0.041666666666666664,1.0,1.0,1.0,0.20833333333333334,0.2,0.2,,0.5,1.0,,0.5,,,,,,,0.4583333333333333,0.2,0.4861979166666666,0.6270125,,0.11538461538461539,0.15,0.11428571428571428,,11.261111111111111,24.133333333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2016,2016,False
100634-100940-200676-201909-204330,1611661317,"Penny Taylor, Diana Taurasi, Candice Dupree, Sonja Petrovic, Isabelle Harrison","Taylor, Taurasi, Dupree, Petrovic, Harrison",100634-100940-200676-201909-204330,PHO,334.0,3,6.0,-11.0,11.0,11.0,,4.0,3.0,22.0,,,,,,,,2.0,,2.0,,,,,2.0,,,,,,4.0,,2.0,4.0,4.0,15.0,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,1.0,,,,,2.0,2.0,,2.0,2.0,,4.0,,3.0,1.0,,1.0,,5.0,2.0,,,,4.0,,,1.0,,5.0,1.0,,,4.0,,2.0,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,0.25,1.0,,0.3333333333333333,,,,,0.8,,,0.25,,0.5,,0.3333333333333333,,,0.5,0.5,,,,,,,94.8502994011976,,16.272727272727273,14.090909090909092,15.0,13.363636363636363,,,,,0.3333333333333333,,,,0.3333333333333333,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,0.3333333333333333,,0.4097166666666667,,,0.25,0.3333333333333333,0.5,,10.575,24.45,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2016,2016,False
100634-100940-200676-203402-204300,1611661317,"Penny Taylor, Diana Taurasi, Candice Dupree, Kelsey Bone, Marta Xargay","Taylor, Taurasi, Dupree, Bone, Xargay",100634-100940-200676-203402-204300,PHO,75.0,1,1.0,-3.0,2.0,2.0,,,1.0,4.0,,,,,,,,,,1.0,,,,,2.0,,,,,,1.0,,2.0,,,3.0,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,0.5,,,0.5,0.5,0.3333333333333333,,,,0.5,,1.0,,,,,76.8,,18.0,19.5,13.0,14.0,,,,,,,,,0.3333333333333333,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,0.6666666666666666,,0.4245,,,,,,,16.9,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2016,2016,False
100634-100940-200676-204300-204330,1611661317,"Penny Taylor, Diana Taurasi, Candice Dupree, Marta Xargay, Isabelle Harrison","Taylor, Taurasi, Dupree, Xargay, Harrison",100634-100940-200676-204300-204330,PHO,147.0,1,2.0,-2.0,5.0,4.0,,,,9.0,1.0,2.0,,,,,,,,1.0,,,,,1.0,,,,,1.0,3.0,,1.0,,2.0,4.0,,,,,,,,,,,,2.0,,,,,1.0,,,,1.0,,1.0,,,1.0,,,2.0,,,,3.0,,3.0,,3.0,,,,,1.0,,1.0,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,1.0,,,,,,0.3333333333333333,,,0.25,,,0.25,,,0.25,,,,,1.0,,1.0,,,,1.0,,,,,,,1.0,1.0,,,,88.16326530612244,,14.2,19.0,14.2,19.0,0.5,0.5,0.5,1.0,,,,,0.25,,,,,,,,0.25,,,,,,,,,,,,,,0.75,,0.5067,,,,,,,7.533333333333334,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2016,2016,False
100634-1627699-200691-201886-203398,1611661317,"Penny Taylor, Nirra Fields, Mistie Bass, DeWanna Bonner, Brittney Griner","Taylor, Fields, Bass, Bonner, Griner",100634-1627699-200691-201886-203398,PHO,22.0,1,,-2.0,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,130.9090909090909,,14.0,8.0,14.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2016,2016,False
100634-1627699-201886-201909-203398,1611661317,"Penny Taylor, Nirra Fields, DeWanna Bonner, Sonja Petrovic, Brittney Griner","Taylor, Fields, Bonner, Petrovic, Griner",100634-1627699-201886-201909-203398,PHO,34.0,1,1.0,-2.0,1.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.70588235294117,,20.0,14.0,20.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2016,2016,False
100634-200676-200691-201886-204336,1611661317,"Penny Taylor, Candice Dupree, Mistie Bass, DeWanna Bonner, Alex Harden","Taylor, Dupree, Bass, Bonner, Harden",100634-200676-200691-201886-204336,PHO,131.0,1,2.0,1.0,4.0,5.0,,3.0,,9.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,2.0,3.0,,1.0,,4.0,3.0,,,,,,,,,,,,2.0,2.0,,,,1.0,,1.0,,1.0,,1.0,,,1.0,,,2.0,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,4.0,,,1.0,,0.5,0.5,,,,,,0.6666666666666666,,,0.5,,,0.5,,,0.25,,0.3333333333333333,1.0,,,1.0,,,,,,,,,,,,,,,,,98.93129770992367,,15.0,14.2,15.0,14.2,0.25,1.0,1.0,1.0,0.25,,,,0.25,1.0,1.0,,,,,,0.25,,,,,,,,,,,,,,0.5,,0.541575,,,,,,,8.566666666666666,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2016,2016,False
100634-200676-201886-201909-204300,1611661317,"Penny Taylor, Candice Dupree, DeWanna Bonner, Sonja Petrovic, Marta Xargay","Taylor, Dupree, Bonner, Petrovic, Xargay",100634-200676-201886-201909-204300,PHO,13.0,1,,3.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,3.0,,,,,,,,,1.0,1.0,,3.0,,,3.0,,,1.0,1.0,,,,1.0,1.0,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,1.5,,1.5,1.5,,1.5,1.0,,,,,,,,,,,,,,,,,,,,,,,221.53846153846152,,4.0,9.0,4.0,9.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,0.25335,,0.25335,,,,1.0,,28.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2016,2016,False
100634-200676-201886-203402-204300,1611661317,"Penny Taylor, Candice Dupree, DeWanna Bonner, Kelsey Bone, Marta Xargay","Taylor, Dupree, Bonner, Bone, Xargay",100634-200676-201886-203402-204300,PHO,341.0,2,6.0,-4.0,12.0,11.0,4.0,,3.0,23.0,1.0,3.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,1.0,3.0,,1.0,1.0,1.0,2.0,5.0,1.0,4.0,4.0,11.0,15.0,1.0,1.0,,1.0,4.0,1.0,1.0,1.0,1.0,2.0,7.0,,4.0,3.0,,2.0,3.0,1.0,,,,1.0,1.0,1.0,,,,,3.0,1.0,2.0,,1.0,,1.0,3.0,4.0,1.0,1.0,1.0,,1.0,1.0,,3.0,1.0,1.0,,4.0,,1.0,1.0,,4.0,,,,1.0,6.0,1.0,,,4.0,,1.0,1.0,,,,,,,,7.0,7.0,4.0,,1.0,,,1.0,0.25,,1.0,0.25,0.4,1.0,1.0,0.3888888888888889,0.5,1.25,0.5,0.6666666666666666,1.1666666666666667,0.4444444444444444,,,,,0.25,,1.0,0.6666666666666666,,0.3333333333333333,1.0,0.5,1.0,,,,,1.0,,,,0.16666666666666666,97.12609970674487,,15.166666666666666,14.454545454545455,14.333333333333334,14.454545454545455,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.1111111111111111,,,,0.1111111111111111,1.0,1.0,,0.1111111111111111,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,,0.5,,,,,0.5,1.0,0.7777777777777778,0.3333333333333333,0.5115111111111111,0.5575,0.4512,0.1,0.16666666666666666,0.36363636363636365,0.6363636363636364,5.46,23.35,0.3333333333333333,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2016,2016,False
