EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyAtRimAccuracy,PtsPutbacks,Loose Ball Fouls,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,HeaveAttempts,Corner3Assists,Charge Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,ThreePtShootingFoulsDrawn,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,LongMidRangePctBlocked,OffCorner3ReboundPct,DefCorner3ReboundPct,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,BlockedLongMidRange,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3FGM,StepOutOfBoundsTurnovers,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3PctBlocked,Blocked3s,BlockedCorner3,team_id,year,season,team_vs
101023-1627635-201881-203026-204322,1611661330,"Sancho Lyttle, Carla Cortijo, Angel McCoughtry, Tiffany Hayes, Elizabeth Williams","Lyttle, Cortijo, McCoughtry, Hayes, Williams",101023-1627635-201881-203026-204322,ATL,2350.0,9,39.0,-26.0,84.0,84.0,5.0,25.0,10.0,168.0,12.0,26.0,1.0,2.0,1.0,7.0,13.0,4.0,20.0,1.0,4.0,2.0,10.0,1.0,23.0,59.0,3.0,14.0,13.0,68.0,94.0,5.0,8.0,2.0,12.0,1.0,2.0,1.0,2.0,4.0,36.0,10.0,6.0,3.0,10.0,2.0,8.0,18.0,2.0,20.0,2.0,9.0,5.0,4.0,42.0,3.0,7.0,3.0,20.0,3.0,26.0,10.0,36.0,1.0,12.0,6.0,6.0,9.0,3.0,8.0,7.0,1.0,1.0,1.0,16.0,2.0,1.0,14.0,2.0,20.0,1.0,12.0,16.0,2.0,2.0,8.0,5.0,4.0,1.0,5.0,4.0,56.0,4.0,5.0,0.782608695652174,0.782608695652174,0.6666666666666666,0.21428571428571427,0.21428571428571427,0.3898305084745763,0.625,0.5,0.3767123287671233,0.625,0.3333333333333333,0.4240506329113924,0.6666666666666666,0.5,0.1917808219178082,0.13559322033898305,0.2692307692307692,0.07692307692307693,0.5625,1.0,0.8,0.2,0.75,0.3,0.7931034482758621,0.2222222222222222,0.38461538461538464,0.16666666666666666,0.0625,0.42857142857142855,1.0,0.75,0.6666666666666666,0.75,0.02631578947368421,102.94468085106384,0.8,14.988095238095237,12.988095238095237,14.44047619047619,12.797619047619047,0.3561643835616438,0.46153846153846156,0.631578947368421,0.75,0.1780821917808219,0.5384615384615384,0.5833333333333334,0.7142857142857143,0.273972602739726,0.2,0.2,1.0,0.0547945205479452,0.25,0.25,0.136986301369863,0.2,0.2,1.0,0.25,0.5,1.0,0.3333333333333333,0.3333333333333333,0.547945205479452,0.2,0.4602205479452055,0.40245,0.4152,0.10126582278481013,0.12307692307692308,0.17647058823529413,0.058823529411764705,8.469491525423729,24.164285714285715,0.05952380952380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2016,2016,True
101023-1627635-1627678-203026-204334,1611661330,"Sancho Lyttle, Carla Cortijo, Bria Holmes, Tiffany Hayes, Reshanda Gray","Lyttle, Cortijo, Holmes, Hayes, Gray",101023-1627635-1627678-203026-204334,ATL,78.0,1,1.0,3.0,2.0,3.0,2.0,3.0,2.0,5.0,1.0,2.0,1.0,1.0,2.0,,,,1.0,,,,,,1.0,3.0,,,3.0,5.0,2.0,1.0,1.0,3.0,5.0,1.0,3.0,,3.0,5.0,2.0,,,,,,1.0,1.0,,1.0,,1.0,,,2.0,,2.0,,1.0,,1.0,2.0,3.0,,,,,,,,,,,,,,,1.0,,1.0,,2.0,3.0,1.0,,1.0,,,,,,,5.0,2.0,1.0,1.0,,,,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.625,1.25,0.625,,0.3333333333333333,0.5,,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,,1.0,,,92.3076923076923,,16.5,15.0,14.0,15.0,0.6666666666666666,0.5,1.0,1.0,,,,,0.3333333333333333,,,,,,,,,,,1.0,1.0,1.0,0.6666666666666666,,0.6666666666666666,,0.4711,0.5561,0.4711,0.3333333333333333,0.3333333333333333,1.0,1.0,7.2,,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2016,2016,True
1627678-1627680-201881-203026-203406,1611661330,"Bria Holmes, Rachel Hollivay, Angel McCoughtry, Tiffany Hayes, Layshia Clarendon","Holmes, Hollivay, McCoughtry, Hayes, Clarendon",1627678-1627680-201881-203026-203406,ATL,226.0,3,4.0,7.0,7.0,6.0,,,2.0,13.0,2.0,4.0,1.0,1.0,,1.0,1.0,,1.0,,,2.0,3.0,,3.0,6.0,2.0,3.0,1.0,13.0,6.0,2.0,2.0,1.0,5.0,,,,,,4.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,,,7.0,,2.0,1.0,,,1.0,2.0,3.0,,2.0,2.0,,,,,,,,,,,,1.0,,4.0,,2.0,1.0,1.0,,1.0,,,,,,8.0,,,0.6666666666666666,1.0,0.5,0.6666666666666666,0.6666666666666666,0.5,1.0,,0.6666666666666666,1.0,,0.7222222222222222,1.25,,0.3333333333333333,0.16666666666666666,0.25,,,,,0.6666666666666666,1.0,,0.5,0.5,0.5,,1.0,,,,,1.0,,82.83185840707965,,16.285714285714285,18.666666666666668,15.0,18.666666666666668,0.4444444444444444,0.5,0.6666666666666666,1.0,0.1111111111111111,1.0,1.0,,0.1111111111111111,,,,,,,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,,,0.7777777777777778,0.6666666666666666,0.4821666666666667,0.4285,,0.1111111111111111,0.16666666666666666,0.38461538461538464,,5.316666666666666,24.766666666666666,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2016,2016,True
1627678-201881-203026-203406-204322,1611661330,"Bria Holmes, Angel McCoughtry, Tiffany Hayes, Layshia Clarendon, Elizabeth Williams","Holmes, McCoughtry, Hayes, Clarendon, Williams",1627678-201881-203026-203406-204322,ATL,8013.0,17,134.0,-5.0,276.0,265.0,61.0,81.0,40.0,541.0,52.0,92.0,15.0,22.0,19.0,15.0,53.0,19.0,52.0,4.0,10.0,15.0,50.0,9.0,86.0,197.0,19.0,60.0,59.0,288.0,293.0,18.0,33.0,12.0,54.0,15.0,42.0,11.0,16.0,55.0,92.0,80.0,54.0,3.0,49.0,15.0,15.0,46.0,18.0,64.0,14.0,32.0,5.0,9.0,146.0,13.0,36.0,15.0,71.0,8.0,94.0,49.0,143.0,8.0,22.0,20.0,2.0,21.0,5.0,14.0,15.0,1.0,7.0,2.0,36.0,1.0,10.0,33.0,3.0,71.0,,60.0,72.0,10.0,3.0,30.0,17.0,14.0,3.0,17.0,12.0,234.0,55.0,61.0,0.5348837209302325,0.6216216216216216,0.9473684210526315,0.31666666666666665,0.3220338983050847,0.4365482233502538,0.5454545454545454,0.35714285714285715,0.4455252918287938,0.525,0.36792452830188677,0.4982517482517482,0.5869565217391305,0.4365079365079365,0.23346303501945526,0.07614213197969544,0.10869565217391304,0.07547169811320754,0.5833333333333334,1.0,0.7717391304347826,0.32727272727272727,0.7142857142857143,0.3333333333333333,0.7610619469026548,0.3288590604026846,0.375,0.40540540540540543,0.18181818181818182,0.2727272727272727,0.813953488372093,0.7692307692307693,0.6956521739130435,0.7777777777777778,0.05970149253731343,97.22201422688131,0.7058823529411765,14.246376811594203,15.4,13.615942028985508,14.90566037735849,0.35797665369649806,0.5652173913043478,0.6341463414634146,0.6153846153846154,0.20622568093385213,0.2830188679245283,0.30612244897959184,0.3333333333333333,0.20233463035019456,0.36538461538461536,0.37254901960784315,0.47368421052631576,0.038910505836575876,0.4,0.4,0.19455252918287938,0.3,0.3,0.9333333333333333,0.55,0.6818181818181818,0.2,0.3584905660377358,0.16981132075471697,0.5914396887159533,0.30612244897959184,0.4795322265625,0.5135366666666666,0.4647913461538461,0.11151079136690648,0.1382488479262673,0.1875,0.1909722222222222,8.006598984771573,24.36,0.2210144927536232,8.0,8.0,6.0,0.42105263157894735,24.0,3.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,7.0,3.0,1.0,4.0,2.0,3.0,4.0,1.0,3.0,1.0,3.0,1.0,11.0,0.2857142857142857,0.2727272727272727,0.019230769230769232,0.6666666666666666,0.3333333333333333,1.0,0.05,0.125,0.4,1.0,0.03773584905660377,1.0,0.1111111111111111,0.01639344262295082,,,,,,,,,,,,,,1611661330,2016,2016,True
101023-1627635-1627678-201881-203026,1611661330,"Sancho Lyttle, Carla Cortijo, Bria Holmes, Angel McCoughtry, Tiffany Hayes","Lyttle, Cortijo, Holmes, McCoughtry, Hayes",101023-1627635-1627678-201881-203026,ATL,222.0,2,4.0,2.0,8.0,7.0,6.0,5.0,1.0,15.0,1.0,1.0,,,1.0,2.0,4.0,,,,,1.0,1.0,1.0,3.0,5.0,1.0,1.0,4.0,13.0,11.0,,,2.0,2.0,3.0,3.0,1.0,2.0,11.0,2.0,4.0,3.0,,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,,,5.0,,1.0,1.0,1.0,,2.0,1.0,3.0,,,,,1.0,,,,,1.0,,1.0,,1.0,2.0,,5.0,,5.0,5.0,1.0,,2.0,,,,,,11.0,11.0,6.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.6,,1.0,0.75,,1.125,0.8125,1.0,1.1,0.16666666666666666,,,,1.0,,1.0,0.5,1.0,,1.0,0.5,,0.5,,,,1.0,,1.0,,97.29729729729729,,17.625,11.571428571428571,17.25,11.571428571428571,0.16666666666666666,1.0,1.0,1.0,0.6666666666666666,0.5,0.5,,,,,,,,,0.16666666666666666,1.0,1.0,1.0,,,,0.25,0.25,0.3333333333333333,1.0,0.4331833333333333,,0.471725,0.2857142857142857,0.3333333333333333,0.15384615384615385,0.8461538461538461,5.42,22.8,0.75,1.0,1.0,1.0,1.0,,1.0,,,,,,1.0,,,1.0,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1611661330,2016,2016,True
101023-1627635-1627678-201881-204322,1611661330,"Sancho Lyttle, Carla Cortijo, Bria Holmes, Angel McCoughtry, Elizabeth Williams","Lyttle, Cortijo, Holmes, McCoughtry, Williams",101023-1627635-1627678-201881-204322,ATL,930.0,7,16.0,-6.0,33.0,32.0,11.0,15.0,5.0,65.0,6.0,8.0,,1.0,4.0,2.0,5.0,2.0,8.0,,2.0,,3.0,,10.0,21.0,,5.0,9.0,29.0,35.0,,1.0,2.0,2.0,3.0,9.0,,5.0,11.0,18.0,2.0,,,3.0,,1.0,9.0,,9.0,,5.0,2.0,2.0,18.0,1.0,4.0,2.0,5.0,1.0,8.0,5.0,13.0,,6.0,3.0,3.0,5.0,1.0,4.0,3.0,1.0,1.0,,8.0,2.0,1.0,7.0,1.0,10.0,,7.0,12.0,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,27.0,11.0,11.0,0.9,0.9,,,,0.47619047619047616,,0.3333333333333333,0.38461538461538464,,0.3333333333333333,0.45161290322580644,0.3333333333333333,0.4583333333333333,0.19230769230769232,0.047619047619047616,,,0.625,1.0,1.0,0.4,0.6666666666666666,0.2,0.875,0.3333333333333333,,,0.6666666666666666,0.3333333333333333,1.0,1.0,,0.6666666666666666,,100.64516129032258,1.0,14.818181818181818,13.78125,14.303030303030303,13.6875,0.3076923076923077,0.75,0.75,0.8333333333333334,0.19230769230769232,0.4,0.4,1.0,0.3076923076923077,0.25,0.2857142857142857,1.0,0.07692307692307693,,,0.11538461538461539,,,,1.0,,,0.4444444444444444,,0.5,,0.44366923076923076,0.5637,0.3852777777777778,0.07407407407407407,0.09090909090909091,0.06896551724137931,0.3793103448275862,8.047619047619047,23.8,0.3333333333333333,3.0,4.0,3.0,0.75,,,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2016,2016,True
101023-1627635-1627678-201881-204334,1611661330,"Sancho Lyttle, Carla Cortijo, Bria Holmes, Angel McCoughtry, Reshanda Gray","Lyttle, Cortijo, Holmes, McCoughtry, Gray",101023-1627635-1627678-201881-204334,ATL,186.0,2,3.0,,6.0,7.0,,,2.0,13.0,,1.0,,1.0,,1.0,1.0,,2.0,,,1.0,3.0,,1.0,4.0,1.0,3.0,,5.0,5.0,,1.0,,3.0,,,,,,2.0,,3.0,,3.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,,5.0,1.0,1.0,,1.0,,1.0,2.0,3.0,,1.0,,1.0,,,,1.0,,,,1.0,,,1.0,,2.0,1.0,3.0,,,,,,,,,,2.0,,,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.25,,,0.35714285714285715,0.75,,0.35714285714285715,0.75,,0.42857142857142855,0.25,1.0,,,,1.0,0.3333333333333333,,0.5,1.0,0.4,,,0.5,0.5,,,1.0,,,100.64516129032258,,17.333333333333332,11.714285714285714,15.666666666666666,11.714285714285714,0.14285714285714285,,,,0.14285714285714285,1.0,1.0,1.0,0.2857142857142857,,,,,,,0.42857142857142855,0.3333333333333333,0.5,1.0,0.5,,,,,0.5714285714285714,0.3333333333333333,0.46667857142857144,0.61515,,,,0.6,,10.4,24.333333333333332,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,0.5,1.0,1.0,,,,,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,1611661330,2016,2016,True
101023-1627635-1627678-203026-203832,1611661330,"Sancho Lyttle, Carla Cortijo, Bria Holmes, Tiffany Hayes, Markeisha Gatling","Lyttle, Cortijo, Holmes, Hayes, Gatling",101023-1627635-1627678-203026-203832,ATL,92.0,1,2.0,4.0,3.0,3.0,,,,6.0,,,,,,1.0,1.0,1.0,1.0,,,,,,2.0,2.0,,,2.0,6.0,2.0,,,,,,,,,,4.0,,,,,,,2.0,,2.0,,,1.0,1.0,4.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,3.0,2.0,,,1.0,,,,,,6.0,,,1.0,1.0,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,93.91304347826086,,16.333333333333332,14.333333333333334,16.333333333333332,14.333333333333334,,,,,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,0.34865,,,0.3333333333333333,0.3333333333333333,,,15.35,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2016,2016,True
101023-1627635-1627678-203026-204322,1611661330,"Sancho Lyttle, Carla Cortijo, Bria Holmes, Tiffany Hayes, Elizabeth Williams","Lyttle, Cortijo, Holmes, Hayes, Williams",101023-1627635-1627678-203026-204322,ATL,988.0,8,16.0,4.0,37.0,33.0,12.0,15.0,4.0,70.0,5.0,8.0,1.0,1.0,3.0,8.0,12.0,,2.0,,1.0,1.0,6.0,4.0,13.0,22.0,1.0,7.0,8.0,37.0,33.0,1.0,2.0,2.0,4.0,2.0,6.0,4.0,6.0,10.0,14.0,12.0,3.0,,6.0,1.0,3.0,7.0,1.0,8.0,1.0,5.0,2.0,,17.0,2.0,3.0,3.0,11.0,1.0,15.0,5.0,20.0,1.0,2.0,2.0,,6.0,1.0,6.0,2.0,,,,8.0,,1.0,5.0,,7.0,,7.0,9.0,1.0,,3.0,1.0,,1.0,1.0,1.0,33.0,10.0,12.0,0.5384615384615384,0.5384615384615384,1.0,0.14285714285714285,0.14285714285714285,0.5909090909090909,0.5,0.3333333333333333,0.5,0.3333333333333333,0.2,0.5606060606060606,0.5,0.38461538461538464,0.2413793103448276,0.13636363636363635,0.25,0.08333333333333333,0.75,1.0,0.6470588235294118,0.375,0.75,0.3333333333333333,0.6666666666666666,0.35714285714285715,0.6666666666666666,0.25,,0.4,0.5,0.6666666666666666,1.0,0.75,0.09090909090909091,102.02429149797572,1.0,12.702702702702704,15.696969696969697,11.81081081081081,15.06060606060606,0.27586206896551724,0.625,0.8333333333333334,1.0,0.41379310344827586,0.6666666666666666,0.7272727272727273,0.25,0.06896551724137931,,,,0.034482758620689655,,,0.20689655172413793,0.16666666666666666,0.16666666666666666,1.0,0.3333333333333333,1.0,1.0,0.3,0.4,0.5172413793103449,0.16666666666666666,0.46661034482758623,0.401,0.49869,0.0967741935483871,0.125,0.10810810810810811,0.2702702702702703,7.554545454545454,23.985714285714288,0.32432432432432434,1.0,2.0,2.0,0.3333333333333333,,,,,,,1.0,,,1.0,,,,,,1.0,,1.0,,,,1.0,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,1611661330,2016,2016,True
101023-1627635-1627678-203848-204322,1611661330,"Sancho Lyttle, Carla Cortijo, Bria Holmes, Meighan Simmons, Elizabeth Williams","Lyttle, Cortijo, Holmes, Simmons, Williams",101023-1627635-1627678-203848-204322,ATL,219.0,2,4.0,2.0,5.0,7.0,3.0,3.0,,12.0,1.0,1.0,,,1.0,,,,,,,1.0,4.0,3.0,1.0,1.0,1.0,4.0,,5.0,3.0,,,,,1.0,1.0,3.0,,2.0,2.0,,3.0,,4.0,1.0,,1.0,1.0,2.0,1.0,1.0,,,5.0,,,,4.0,,4.0,,4.0,,1.0,1.0,,1.0,,1.0,,,,,1.0,,,,,2.0,,1.0,2.0,,,1.0,,,,,,5.0,2.0,3.0,1.0,1.0,1.0,0.25,0.25,1.0,,1.0,0.5,,0.25,0.4166666666666667,,0.25,0.8,,,,1.0,,1.0,,,,0.8,,,,,,1.0,,1.0,,,78.9041095890411,,17.2,19.0,17.2,18.142857142857142,0.2,1.0,1.0,1.0,,,,,,,,,,,,0.8,0.25,0.25,1.0,,,,0.25,0.75,1.0,0.25,0.5570625,,0.5643,0.16666666666666666,0.5,,0.4,0.4,28.025,0.6,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2016,2016,True
