EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,FoulsDrawn,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Charge Fouls,Offensive Fouls,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,BadPassTurnovers,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,DefLongMidRangeReboundPct,PenaltyOffPoss,PenaltyFG2A,Loose Ball Fouls,PenaltyOffPossExcludingTakeFouls,PenaltyShotQualityAvg,PenaltyOffPossPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,Corner3Assists,PenaltyPointsExcludingTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyPointsPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFtPoints,PenaltyTurnovers,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimPctBlocked,PenaltyArc3FGA,BadPassOutOfBoundsTurnovers,OffAtRimReboundPct,PenaltyArc3Frequency,BlockingFoulsDrawn,SecondChanceAtRimFGA,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,HeaveAttempts,Charge Fouls Drawn,SecondChanceAtRimFGM,PenaltyArc3FGM,SecondChanceFG2M,PtsUnassisted3s,PtsPutbacks,BlockedShortMidRange,SecondChanceFg2Pct,SecondChanceEfgPct,OffCorner3ReboundPct,SecondChanceAtRimAccuracy,PenaltyArc3Accuracy,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceArc3Frequency,Travels,BlockingFouls,DefCorner3ReboundPct,Technical Free Throw Trips,SecondChanceTurnovers,SecondChanceArc3FGM,SecondChanceFG3M,FTOffRebounds,Defensive 3 Seconds Violations,SecondChanceFg3Pct,OffFTReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3FGA,StepOutOfBoundsTurnovers,3SecondViolations,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,BlockedLongMidRange,LongMidRangePctBlocked,Clear Path Fouls,Corner3PctBlocked,Blocked3s,BlockedArc3,team_id,year,season,team_vs
100445-201502-201911-203014-203833,1611661320,"Ann Wauters, Essence Carson, Kristi Toliver, Nneka Ogwumike, Chelsea Gray","Wauters, Carson, Toliver, Ogwumike, Gray",100445-201502-201911-203014-203833,LAS,8.0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2016,2016,True
100949-201496-201502-203014-203833,1611661320,"Alana Beard, Candace Parker, Essence Carson, Nneka Ogwumike, Chelsea Gray","Beard, Parker, Carson, Ogwumike, Gray",100949-201496-201502-203014-203833,LAS,1422.0,11,12.0,24.0,-3.0,46.0,43.0,5.0,4.0,89.0,5.0,7.0,4.0,10.0,5.0,16.0,6.0,14.0,33.0,6.0,13.0,41.0,44.0,2.0,4.0,4.0,18.0,10.0,6.0,1.0,9.0,9.0,4.0,1.0,4.0,18.0,2.0,3.0,2.0,6.0,2.0,10.0,5.0,15.0,2.0,5.0,4.0,1.0,1.0,4.0,1.0,1.0,5.0,3.0,9.0,1.0,1.0,2.0,16.0,1.0,7.0,1.0,2.0,2.0,2.0,1.0,37.0,1.0,0.6428571428571429,0.6428571428571429,0.42424242424242425,0.358974358974359,0.44565217391304346,0.5,0.15384615384615385,0.030303030303030304,0.1,0.2,1.0,0.75,0.15789473684210525,0.6666666666666666,0.3333333333333333,0.7272727272727273,0.2,0.3333333333333333,0.09090909090909091,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.08333333333333333,90.12658227848101,0.5,16.97826086956522,14.906976744186046,16.52173913043478,14.30232558139535,0.1794871794871795,0.7142857142857143,0.7142857142857143,0.8,0.2564102564102564,0.4,0.4444444444444444,0.25,0.41025641025641024,0.3125,0.3125,0.8,0.15384615384615385,0.3333333333333333,0.4203602564102564,0.17391304347826086,0.1794871794871795,0.14285714285714285,0.0975609756097561,11.733333333333333,23.666666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2016,2016,True
201058-201496-203014-203833-204302,1611661320,"Sandrine Gruda, Candace Parker, Nneka Ogwumike, Chelsea Gray, Ana Dabovic","Gruda, Parker, Ogwumike, Gray, Dabovic",201058-201496-203014-203833-204302,LAS,210.0,1,2.0,4.0,-4.0,7.0,7.0,,1.0,14.0,2.0,2.0,,2.0,,1.0,1.0,2.0,5.0,1.0,1.0,8.0,12.0,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,,,5.0,,1.0,1.0,,,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,,,,1.0,,1.0,,,,2.0,,1.0,,,,,,7.0,,0.5,0.5,0.4,0.5833333333333334,0.5714285714285714,0.5,0.16666666666666666,0.2,0.5,1.0,,,0.3333333333333333,1.0,,0.5,0.3333333333333333,0.5,,,,,1.0,0.5,96.0,,14.428571428571429,15.571428571428571,14.142857142857142,15.571428571428571,0.3333333333333333,1.0,1.0,0.5,0.3333333333333333,,,,0.16666666666666666,,,,0.16666666666666666,0.5,0.494275,0.14285714285714285,0.16666666666666666,,0.125,7.08,23.2,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2016,2016,True
100445-100949-1627648-201496-203833,1611661320,"Ann Wauters, Alana Beard, Evgeniia Belyakova, Candace Parker, Chelsea Gray","Wauters, Beard, Belyakova, Parker, Gray",100445-100949-1627648-201496-203833,LAS,444.0,2,2.0,7.0,-8.0,12.0,13.0,,,25.0,3.0,3.0,,2.0,1.0,1.0,3.0,4.0,6.0,3.0,2.0,13.0,21.0,,,,6.0,2.0,3.0,,3.0,4.0,2.0,,1.0,9.0,,,,1.0,1.0,2.0,,2.0,,2.0,1.0,1.0,1.0,1.0,,,2.0,2.0,3.0,,,,2.0,,1.0,,,,,,13.0,,0.75,0.75,0.6666666666666666,0.6111111111111112,0.65,,0.3333333333333333,,,0.5,1.0,1.0,,,,1.0,,,,,,,,,81.08108108108108,,16.583333333333332,18.846153846153847,16.583333333333332,18.846153846153847,0.3333333333333333,1.0,1.0,0.6666666666666666,0.2222222222222222,,,,0.1111111111111111,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.4857555555555556,0.1,0.14285714285714285,,,8.033333333333333,24.566666666666666,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2016,2016,True
100445-100949-1627648-202650-203833,1611661320,"Ann Wauters, Alana Beard, Evgeniia Belyakova, Jantel Lavender, Chelsea Gray","Wauters, Beard, Belyakova, Lavender, Gray",100445-100949-1627648-202650-203833,LAS,177.0,2,,3.0,-7.0,4.0,4.0,,,8.0,,,,3.0,,,,,3.0,,,,7.0,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,2.0,1.0,,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,0.5,,,,,,1.0,,,65.08474576271186,,18.25,26.0,18.25,22.75,,,,,1.0,,,,,,,,,,0.31193333333333334,,,,,9.033333333333333,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.3205,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2016,2016,True
100445-100949-201496-201911-203014,1611661320,"Ann Wauters, Alana Beard, Candace Parker, Kristi Toliver, Nneka Ogwumike","Wauters, Beard, Parker, Toliver, Ogwumike",100445-100949-201496-201911-203014,LAS,39.0,1,,1.0,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,1.0,,,73.84615384615384,,25.0,14.0,25.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2016,2016,True
100445-100949-201911-202650-204302,1611661320,"Ann Wauters, Alana Beard, Kristi Toliver, Jantel Lavender, Ana Dabovic","Wauters, Beard, Toliver, Lavender, Dabovic",100445-100949-201911-202650-204302,LAS,91.0,1,,2.0,3.0,2.0,3.0,,,5.0,,,1.0,1.0,,,,1.0,1.0,1.0,,5.0,2.0,,,,2.0,,,,1.0,2.0,,1.0,,5.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,5.0,,1.0,1.0,1.0,1.25,1.25,,0.5,,,,,,,,,,,,,,,,,,79.12087912087912,,19.5,17.333333333333332,19.5,17.333333333333332,,,,,0.5,1.0,1.0,1.0,,,,,,0.5,0.468975,,,,,13.2,22.8,,1.0,3.0,,1.0,,,1.0,1.0,1.0,,,,,,2.0,1.0,,2.0,0.468975,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,1.25,1.25,0.5,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2016,2016,True
100445-1627644-1627648-1627682-203833,1611661320,"Ann Wauters, Jelena Dubljevic, Evgeniia Belyakova, Whitney Knight, Chelsea Gray","Wauters, Dubljevic, Belyakova, Knight, Gray",100445-1627644-1627648-1627682-203833,LAS,254.0,1,2.0,4.0,-4.0,10.0,9.0,9.0,,19.0,2.0,2.0,,2.0,,,2.0,2.0,4.0,2.0,2.0,9.0,13.0,,,,2.0,2.0,2.0,,1.0,2.0,1.0,,,5.0,,,2.0,,,2.0,,2.0,,1.0,,1.0,2.0,,,,2.0,2.0,2.0,,,,3.0,1.0,2.0,,,,,,9.0,,0.5,0.5,0.5,0.5833333333333334,0.6428571428571429,,0.3333333333333333,,,1.0,,,,1.0,,1.0,,,,,,,1.0,,107.71653543307086,,12.6,14.222222222222221,12.6,14.222222222222221,0.3333333333333333,1.0,1.0,0.5,0.3333333333333333,,,,,,,,0.3333333333333333,0.6666666666666666,0.48446666666666666,0.2857142857142857,0.4,,,3.775,25.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,,6.0,3.0,,6.0,0.5360333333333334,0.6,,,,,2.0,,,5.0,,5.0,,0.6666666666666666,0.6666666666666666,0.8333333333333334,,,,,,,0.5555555555555556,2.0,2.0,1.0,2.0,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2016,2016,True
100445-100949-202650-203833-204302,1611661320,"Ann Wauters, Alana Beard, Jantel Lavender, Chelsea Gray, Ana Dabovic","Wauters, Beard, Lavender, Gray, Dabovic",100445-100949-202650-203833-204302,LAS,66.0,1,1.0,1.0,,2.0,1.0,,,3.0,,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,65.45454545454545,,17.5,31.0,17.5,31.0,1.0,,,,,,,,,,,,,1.0,0.6172,,,,,2.7,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2016,2016,True
100445-1627648-201496-201911-203833,1611661320,"Ann Wauters, Evgeniia Belyakova, Candace Parker, Kristi Toliver, Chelsea Gray","Wauters, Belyakova, Parker, Toliver, Gray",100445-1627648-201496-201911-203833,LAS,26.0,1,,,-2.0,,1.0,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.38461538461538,,,16.0,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2016,2016,True
