EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,HeaveAttempts,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,Charge Fouls,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,team_id,year,season,team_vs
203401-203416-203437-203828-204333,1611661322,"Tayler Hill, Emma Meesseman, Tierra Ruffin-Pratt, Stefanie Dolson, Natasha Cloud","Hill, Meesseman, Ruffin-Pratt, Dolson, Cloud",203401-203416-203437-203828-204333,WAS,19751.0,26,329.0,69.0,607.0,605.0,73.0,55.0,73.0,1212.0,73.0,128.0,9.0,12.0,6.0,10.0,36.0,98.0,73.0,166.0,7.0,21.0,1.0,53.0,130.0,10.0,19.0,4.0,17.0,182.0,392.0,60.0,151.0,134.0,678.0,609.0,23.0,51.0,10.0,19.0,16.0,92.0,14.0,37.0,4.0,18.0,33.0,73.0,242.0,122.0,165.0,15.0,14.0,130.0,53.0,29.0,121.0,55.0,176.0,48.0,7.0,38.0,21.0,62.0,407.0,29.0,57.0,1.0,42.0,152.0,13.0,207.0,87.0,294.0,14.0,66.0,43.0,23.0,39.0,13.0,29.0,40.0,3.0,10.0,10.0,79.0,6.0,6.0,75.0,13.0,146.0,17.0,5.0,165.0,2.0,7.0,14.0,9.0,168.0,14.0,6.0,75.0,2.0,10.0,24.0,1.0,1.0,19.0,3.0,2.0,25.0,15.0,1.0,5.0,586.0,73.0,73.0,4.0,9.0,0.6648351648351648,0.6914285714285714,0.9166666666666666,0.3973509933774834,0.5263157894736842,0.2222222222222222,0.3973509933774834,0.4642857142857143,0.45098039215686275,0.3783783783783784,0.5009208103130756,0.5428571428571428,0.36363636363636365,0.547077922077922,0.5897435897435898,0.474025974025974,0.27808471454880296,0.07397959183673469,0.1171875,0.11224489795918367,0.018072289156626505,0.4936708860759494,0.8125,0.0625,0.6696035242290749,0.2727272727272727,0.6885245901639344,0.32954545454545453,0.6736111111111112,0.2895622895622896,0.2727272727272727,0.3225806451612903,0.2391304347826087,0.3108108108108108,0.42857142857142855,0.6282051282051282,0.7,0.6853932584269663,0.717391304347826,0.6,0.05204460966542751,88.36413346159688,0.6,16.074135090609555,16.51900826446281,15.085667215815485,15.679338842975207,0.23572744014732966,0.5703125,0.6460176991150443,0.5205479452054794,0.18047882136279927,0.3673469387755102,0.41379310344827586,0.5833333333333334,0.30570902394106814,0.4397590361445783,0.44785276073619634,0.8493150684931506,0.03867403314917127,0.3333333333333333,0.3333333333333333,1.0,0.23941068139963168,0.4076923076923077,0.4076923076923077,0.9056603773584906,0.17142857142857143,0.75,0.2714285714285714,0.5263157894736842,1.0,0.18181818181818182,0.6,0.01818181818181818,0.3090909090909091,0.23529411764705882,0.5138121546961326,0.4076923076923077,0.460958379373849,0.4463519607843138,0.43924818181818187,0.12706270627062707,0.16556291390728478,0.013071895424836602,0.13569321533923304,0.10766961651917405,10.064030612244897,24.550331125827814,0.12026359143327842,,,,,,,,,,,,,,,,,1611661322,2016,2016,False
201056-201913-203403-203437-204333,1611661322,"Ivory Latta, Kia Vaughn, Tianna Hawkins, Tierra Ruffin-Pratt, Natasha Cloud","Latta, Vaughn, Hawkins, Ruffin-Pratt, Cloud",201056-201913-203403-203437-204333,WAS,211.0,2,4.0,-6.0,7.0,7.0,,4.0,3.0,14.0,2.0,5.0,1.0,2.0,,,,,1.0,2.0,,,,,2.0,,,,,3.0,7.0,,2.0,,6.0,12.0,2.0,3.0,,,,4.0,,,,,,,6.0,,,,,2.0,,1.0,3.0,,3.0,,,2.0,,1.0,6.0,2.0,2.0,,,,,,4.0,4.0,,,,,2.0,,1.0,,,1.0,,2.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,1.0,,,,,,0.42857142857142855,0.6666666666666666,,0.3333333333333333,0.6666666666666666,,0.3333333333333333,0.6666666666666666,,0.2222222222222222,0.14285714285714285,0.2,,,1.0,,,,0.5,,1.0,,0.6666666666666666,0.6666666666666666,,,1.0,,,,,,,,95.54502369668246,,18.714285714285715,11.428571428571429,16.571428571428573,10.428571428571429,0.5555555555555556,0.4,0.5,1.0,,,,,0.2222222222222222,0.5,0.5,1.0,,,,,0.2222222222222222,,,,0.6666666666666666,0.5,,,,,,,,,0.7777777777777778,,0.4885333333333333,0.35395,,,,,0.6666666666666666,,6.985714285714286,24.55,,1.0,,,,,,,,,,,,,,,,1611661322,2016,2016,False
1627674-1627684-201913-203403-204333,1611661322,"Kahleah Copper, Jamie Weisner, Kia Vaughn, Tianna Hawkins, Natasha Cloud","Copper, Weisner, Vaughn, Hawkins, Cloud",1627674-1627684-201913-203403-204333,WAS,117.0,1,2.0,-1.0,5.0,6.0,5.0,2.0,1.0,11.0,,,,,,,,2.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,1.0,1.0,,3.0,4.0,,,1.0,1.0,,3.0,,3.0,1.0,1.0,,3.0,,,3.0,,,1.0,1.0,,,1.0,1.0,1.0,,,,,3.0,,1.0,,,2.0,,2.0,1.0,3.0,,,,,1.0,1.0,1.0,1.0,,,,2.0,,2.0,,,2.0,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,3.0,5.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,0.375,1.5,0.375,0.375,1.5,0.375,0.25,,,,,0.5,,,1.0,0.3333333333333333,,,1.0,0.3333333333333333,,,1.0,,,,1.0,,,,,135.3846153846154,1.0,12.0,9.5,11.2,9.5,,,,,0.5,,,,0.25,,,,,,,,0.25,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,0.25,1.0,0.25,1.0,0.4126,0.4968,0.4126,,,,1.0,1.0,13.533333333333333,23.6,1.0,,,,,,,,,,,,,,,,,1611661322,2016,2016,False
1627674-201056-201913-203401-203416,1611661322,"Kahleah Copper, Ivory Latta, Kia Vaughn, Tayler Hill, Emma Meesseman","Copper, Latta, Vaughn, Hill, Meesseman",1627674-201056-201913-203401-203416,WAS,1477.0,9,25.0,-10.0,53.0,53.0,26.0,6.0,3.0,106.0,4.0,6.0,,1.0,2.0,4.0,4.0,14.0,4.0,9.0,1.0,4.0,3.0,1.0,5.0,,,,3.0,12.0,29.0,2.0,9.0,12.0,42.0,52.0,,1.0,,,2.0,2.0,4.0,10.0,1.0,6.0,9.0,20.0,8.0,16.0,6.0,,,5.0,1.0,4.0,4.0,2.0,6.0,1.0,1.0,2.0,1.0,1.0,14.0,2.0,,,5.0,11.0,2.0,18.0,2.0,20.0,,4.0,3.0,1.0,3.0,3.0,3.0,8.0,2.0,,,11.0,1.0,6.0,5.0,1.0,12.0,1.0,2.0,12.0,,,1.0,,14.0,2.0,,5.0,,3.0,5.0,,,4.0,,1.0,5.0,4.0,,,40.0,20.0,26.0,1.0,2.0,0.3333333333333333,0.3333333333333333,1.0,0.2222222222222222,,0.16666666666666666,0.2222222222222222,0.41379310344827586,,0.4,0.39473684210526316,,0.34375,0.4772727272727273,0.5,0.47619047619047616,0.23684210526315788,0.13793103448275862,0.16666666666666666,0.21428571428571427,,0.2727272727272727,1.0,,0.6875,,0.7142857142857143,0.2857142857142857,0.6956521739130435,0.08333333333333333,,,,0.25,0.3333333333333333,0.625,1.0,0.6,0.6666666666666666,1.0,,103.34461746784021,0.8,14.60377358490566,13.264150943396226,14.39622641509434,12.471698113207546,0.15789473684210525,0.6666666666666666,0.8,0.5,0.3684210526315789,0.2857142857142857,0.36363636363636365,0.25,0.23684210526315788,0.4444444444444444,0.4444444444444444,0.25,0.10526315789473684,0.25,0.25,1.0,0.13157894736842105,0.2,0.2,1.0,1.0,,,,,0.25,0.5,0.1875,0.1875,,0.39473684210526316,0.2,0.4180434210526316,0.4209,0.4669875,0.12195121951219512,0.15625,,0.047619047619047616,0.47619047619047616,9.748275862068965,24.27777777777778,0.49056603773584906,,1.0,0.3333333333333333,,,,,,,,,,,,,,1611661322,2016,2016,False
1627674-201056-201913-203828-203829,1611661322,"Kahleah Copper, Ivory Latta, Kia Vaughn, Stefanie Dolson, Bria Hartley","Copper, Latta, Vaughn, Dolson, Hartley",1627674-201056-201913-203828-203829,WAS,173.0,1,3.0,1.0,4.0,5.0,2.0,5.0,2.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,,1.0,1.0,,,,,1.0,2.0,2.0,2.0,2.0,10.0,9.0,1.0,1.0,,,2.0,4.0,1.0,2.0,,,2.0,4.0,,2.0,6.0,,2.0,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,,,,6.0,,1.0,1.0,,1.0,,1.0,2.0,3.0,,,,,,,,,,,,,,,1.0,,1.0,,,2.0,,,,,4.0,,,1.0,,1.0,,,,,,,,,,,6.0,4.0,2.0,,1.0,,,1.0,1.0,,,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.8333333333333334,1.0,0.5,0.5,0.5,,1.0,,,,1.0,0.3333333333333333,1.0,,,0.3333333333333333,1.0,,1.0,,,,,1.0,,,,,74.91329479768787,,19.0,19.4,17.0,17.0,0.25,1.0,1.0,,0.25,,,,,,,,0.25,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,,,,0.5,1.0,,,,0.75,1.0,0.4138625,0.2773,0.30535,0.2,0.3333333333333333,,0.4,0.4,5.85,22.9,0.5,,,,,,,,,,,,,,,,,1611661322,2016,2016,False
1627674-201056-203401-203416-203829,1611661322,"Kahleah Copper, Ivory Latta, Tayler Hill, Emma Meesseman, Bria Hartley","Copper, Latta, Hill, Meesseman, Hartley",1627674-201056-203401-203416-203829,WAS,6.0,1,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,240.0,,6.0,,6.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,0.3252,,,,,,,,,22.7,,,,,,,,,,,,,,,,,,1611661322,2016,2016,False
1627674-201056-203401-203416-204333,1611661322,"Kahleah Copper, Ivory Latta, Tayler Hill, Emma Meesseman, Natasha Cloud","Copper, Latta, Hill, Meesseman, Cloud",1627674-201056-203401-203416-204333,WAS,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2016,2016,False
1627674-201056-203403-203828-203829,1611661322,"Kahleah Copper, Ivory Latta, Tianna Hawkins, Stefanie Dolson, Bria Hartley","Copper, Latta, Hawkins, Dolson, Hartley",1627674-201056-203403-203828-203829,WAS,650.0,4,11.0,-2.0,21.0,20.0,3.0,9.0,4.0,41.0,2.0,8.0,,3.0,,1.0,,3.0,4.0,7.0,,,,4.0,5.0,1.0,1.0,,,6.0,18.0,4.0,5.0,2.0,26.0,28.0,,4.0,1.0,1.0,,3.0,1.0,2.0,,,,2.0,12.0,,9.0,3.0,,4.0,4.0,4.0,6.0,3.0,9.0,3.0,,2.0,,4.0,21.0,,5.0,,2.0,3.0,,5.0,5.0,10.0,1.0,,,,3.0,,2.0,,,1.0,,3.0,1.0,2.0,3.0,,6.0,1.0,,3.0,,,,,2.0,,,1.0,,,2.0,,,1.0,,1.0,2.0,2.0,,,23.0,2.0,3.0,,,1.0,1.0,0.75,0.8,1.0,,1.0,0.3333333333333333,,0.5,0.5217391304347826,0.3,0.5,0.5416666666666666,0.3,0.5,0.21739130434782608,0.2222222222222222,0.25,0.3333333333333333,0.14285714285714285,1.0,,,0.42857142857142855,0.4166666666666667,1.0,,0.5555555555555556,0.4166666666666667,0.8333333333333334,,,,,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,0.125,90.83076923076922,1.0,16.0,15.7,14.0,15.05,0.34782608695652173,0.25,0.3333333333333333,1.0,0.13043478260869565,,,,0.30434782608695654,0.5714285714285714,0.6666666666666666,1.0,,,,,0.21739130434782608,0.8,0.8,0.75,0.6,,0.2,1.0,1.0,0.5,,,,,0.5652173913043478,1.0,0.42464318181818184,0.34876999999999997,0.5175,0.041666666666666664,0.05263157894736842,,0.11538461538461539,0.07692307692307693,9.077777777777778,30.02,0.14285714285714285,,,,1.0,,,,,,,,,,,,,1611661322,2016,2016,False
1627674-201056-203403-203416-203437,1611661322,"Kahleah Copper, Ivory Latta, Tianna Hawkins, Emma Meesseman, Tierra Ruffin-Pratt","Copper, Latta, Hawkins, Meesseman, Ruffin-Pratt",1627674-201056-203403-203416-203437,WAS,156.0,1,3.0,-1.0,4.0,4.0,,,,8.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,1.0,2.0,4.0,5.0,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,,1.0,,,,,1.0,,,1.0,,2.0,,,1.0,,,,,2.0,,,1.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,1.0,,,0.5,,,0.6666666666666666,,,0.5,,,,,1.0,,,,,,,,,,,,,,,,,,,,73.84615384615384,,13.0,26.0,13.0,26.0,0.5,1.0,1.0,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,1.0,,0.5581,,,0.3333333333333333,0.5,,,,1.6,25.5,,,,,,,,,,,,,,,,,,1611661322,2016,2016,False
1627674-201056-203416-203828-204333,1611661322,"Kahleah Copper, Ivory Latta, Emma Meesseman, Stefanie Dolson, Natasha Cloud","Copper, Latta, Meesseman, Dolson, Cloud",1627674-201056-203416-203828-204333,WAS,359.0,4,6.0,7.0,10.0,11.0,2.0,2.0,1.0,21.0,2.0,3.0,,1.0,,,,1.0,2.0,2.0,,,,1.0,4.0,,,,1.0,4.0,6.0,1.0,4.0,1.0,12.0,5.0,,1.0,,,,,,1.0,,1.0,,,2.0,6.0,3.0,,,4.0,1.0,,1.0,1.0,2.0,1.0,,1.0,,,5.0,,,,2.0,2.0,,4.0,,4.0,,3.0,1.0,2.0,,,,,,,,,,,1.0,,1.0,,,3.0,,,1.0,,1.0,1.0,,1.0,,,1.0,,,1.0,,,1.0,1.0,,,12.0,,2.0,,,0.25,0.25,1.0,0.25,,,0.25,0.6666666666666666,,,0.55,,,0.6,,,0.4,,,,,,,,0.5,,1.0,,0.6666666666666666,,,,,,,0.5,0.5,,1.0,,,84.23398328690807,1.0,16.1,18.0,15.4,16.0,0.3,0.6666666666666666,0.6666666666666666,0.5,0.1,,,,0.2,1.0,1.0,,,,,,0.4,0.25,0.25,1.0,1.0,,,,,,,,0.5,,0.7,0.25,0.47058999999999995,0.4453,0.35865,0.1,0.16666666666666666,,,,7.783333333333334,26.6,0.2,,,,,,,,,,,,,,,,,1611661322,2016,2016,False
