EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,DefCorner3ReboundPct,LostBallSteals,PenaltyTurnovers,Defensive 3 Seconds Violations,FTOffRebounds,OffFTReboundPct,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PtsUnassisted3s,HeaveAttempts,SelfOReb,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,BlockedLongMidRange,SecondChanceFg3Pct,ShortMidRangePctBlocked,SelfORebPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,3SecondViolations,Blocked3s,BlockedCorner3,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Arc3PctBlocked,Clear Path Fouls,BlockedArc3,team_id,year,season,team_vs
100944-200671-201480-201904-202632,1611661324,"Rebekkah Brunson, Seimone Augustus, Sylvia Fowles, Renee Montgomery, Maya Moore","Brunson, Augustus, Fowles, Montgomery, Moore",100944-200671-201480-201904-202632,MIN,3369.0,16,56.0,-29.0,105.0,106.0,9.0,23.0,14.0,211.0,16.0,21.0,2.0,3.0,2.0,2.0,7.0,15.0,11.0,27.0,1.0,4.0,1.0,1.0,2.0,4.0,24.0,2.0,1.0,34.0,63.0,5.0,28.0,17.0,100.0,129.0,4.0,10.0,3.0,1.0,9.0,3.0,3.0,1.0,3.0,6.0,15.0,34.0,34.0,15.0,2.0,24.0,4.0,5.0,17.0,5.0,22.0,4.0,1.0,8.0,3.0,6.0,49.0,5.0,8.0,4.0,22.0,1.0,27.0,13.0,40.0,9.0,9.0,12.0,1.0,8.0,5.0,4.0,17.0,2.0,17.0,2.0,41.0,1.0,7.0,2.0,20.0,2.0,2.0,1.0,22.0,1.0,1.0,8.0,3.0,5.0,1.0,4.0,5.0,1.0,91.0,15.0,9.0,4.0,3.0,0.5,0.5151515151515151,1.0,0.17857142857142858,0.3333333333333333,0.17857142857142858,0.5396825396825397,0.4,1.0,0.45604395604395603,0.3076923076923077,0.75,0.4900990099009901,0.34615384615384615,0.7777777777777778,0.3076923076923077,0.07936507936507936,0.14285714285714285,0.07407407407407407,0.7058823529411765,1.0,0.5945945945945946,0.27586206896551724,0.5,0.21739130434782608,0.5777777777777777,0.25,0.4,0.25,0.25,0.2,0.3333333333333333,0.5555555555555556,0.5882352941176471,0.6363636363636364,0.5,90.18699910952805,0.2,16.142857142857142,15.79245283018868,14.904761904761905,15.066037735849056,0.23076923076923078,0.7619047619047619,0.8888888888888888,0.5,0.16483516483516483,0.4666666666666667,0.4666666666666667,0.42857142857142855,0.2967032967032967,0.4074074074074074,0.44,0.5454545454545454,0.04395604395604396,0.25,0.25,1.0,0.26373626373626374,0.16666666666666666,0.16666666666666666,1.0,0.23076923076923078,0.6666666666666666,0.5,0.07692307692307693,0.15384615384615385,0.3333333333333333,1.0,0.3333333333333333,0.5,0.16666666666666666,0.5384615384615384,0.16666666666666666,0.47216758241758244,0.413425,0.5247499999999999,0.08163265306122448,0.11428571428571428,0.09,0.15,10.495238095238095,24.0,0.08571428571428572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2016,2016,True
100915-101019-201904-202632-203827,1611661324,"Lindsay Whalen, Janel McCarville, Renee Montgomery, Maya Moore, Natasha Howard","Whalen, McCarville, Montgomery, Moore, Howard",100915-101019-201904-202632-203827,MIN,212.0,1,4.0,-6.0,6.0,6.0,,1.0,2.0,12.0,,1.0,,1.0,,,,,,3.0,,,,,,,2.0,,,,4.0,,2.0,,,6.0,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,1.0,2.0,1.0,,3.0,2.0,5.0,,,,1.0,,2.0,,2.0,,1.0,,2.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,0.3333333333333333,0.25,1.0,0.5,0.6,0.3333333333333333,,,0.3333333333333333,0.5,,,,0.3333333333333333,1.0,81.50943396226415,,19.666666666666668,15.666666666666666,17.5,11.333333333333334,0.16666666666666666,,,,,,,,0.5,,,,,,,,0.3333333333333333,,,,0.5,,,,,,,,,,0.5,,0.42660000000000003,0.4424,,,,,,13.425,23.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2016,2016,True
100915-100944-100952-101019-200671,1611661324,"Lindsay Whalen, Rebekkah Brunson, Jia Perkins, Janel McCarville, Seimone Augustus","Whalen, Brunson, Perkins, McCarville, Augustus",100915-100944-100952-101019-200671,MIN,204.0,2,3.0,4.0,6.0,6.0,2.0,2.0,2.0,12.0,1.0,3.0,,1.0,,,1.0,1.0,,1.0,,,,,,,2.0,,,2.0,5.0,,2.0,2.0,6.0,2.0,1.0,2.0,,,2.0,1.0,2.0,,,2.0,4.0,2.0,2.0,,,2.0,,2.0,1.0,,1.0,,,1.0,,,2.0,1.0,1.0,2.0,1.0,,3.0,2.0,5.0,1.0,,,,,,,,,,,1.0,,,,2.0,,,,2.0,,,1.0,,,,,,,4.0,4.0,2.0,,,0.5,0.5,,,,,0.4,0.5,0.5,0.2857142857142857,0.5,0.5,0.375,0.5,0.6666666666666666,0.2857142857142857,0.4,0.3333333333333333,1.0,,,1.0,0.3333333333333333,1.0,0.5,1.0,0.4,,,1.0,0.5,,1.0,,,1.0,84.70588235294117,,20.0,14.0,18.666666666666668,14.0,0.42857142857142855,0.3333333333333333,0.5,1.0,0.14285714285714285,1.0,1.0,,0.14285714285714285,,,,,,,,0.2857142857142857,,,,0.5,,,,,,,,,,0.7142857142857143,,0.4958857142857143,0.4275,0.34535,0.125,0.16666666666666666,0.3333333333333333,0.6666666666666666,5.5600000000000005,23.6,0.3333333333333333,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2016,2016,True
100915-100944-100952-101019-201904,1611661324,"Lindsay Whalen, Rebekkah Brunson, Jia Perkins, Janel McCarville, Renee Montgomery","Whalen, Brunson, Perkins, McCarville, Montgomery",100915-100944-100952-101019-201904,MIN,207.0,2,3.0,2.0,8.0,6.0,,2.0,,14.0,2.0,2.0,,,,,,,,,,,,,,1.0,2.0,,,2.0,2.0,1.0,2.0,1.0,8.0,6.0,,,,,,,,,,,,,4.0,3.0,,2.0,1.0,,,1.0,1.0,1.0,,,,,3.0,,,,2.0,,2.0,,2.0,1.0,,4.0,,3.0,,1.0,4.0,,1.0,,2.0,,1.0,,2.0,,,,1.0,1.0,,1.0,,1.0,1.0,,1.0,,8.0,,,,,,,1.0,0.5,,0.5,1.0,,,0.875,,,1.0,,,0.5,,,,1.0,,0.4,,,,0.4,,,,,,,0.5,,0.5,,97.39130434782608,,13.75,16.166666666666668,13.75,10.666666666666666,0.5,1.0,1.0,,,,,,,,,,,,,,0.5,0.5,0.5,1.0,,,,,,,,,,,1.0,0.5,0.5357125,,,0.25,0.5,,,2.05,24.55,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2016,2016,True
100915-100944-100952-1627689-201904,1611661324,"Lindsay Whalen, Rebekkah Brunson, Jia Perkins, Bashaara Graves, Renee Montgomery","Whalen, Brunson, Perkins, Graves, Montgomery",100915-100944-100952-1627689-201904,MIN,170.0,1,3.0,2.0,6.0,6.0,6.0,,1.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,,,,1.0,,1.0,3.0,5.0,,1.0,2.0,8.0,6.0,1.0,1.0,,,2.0,3.0,5.0,,1.0,2.0,8.0,2.0,4.0,,2.0,1.0,,,1.0,,1.0,,,,1.0,,2.0,,1.0,1.0,2.0,,3.0,1.0,4.0,,,,,,,,,,1.0,,1.0,,,,1.0,,,,2.0,,,1.0,,,,,,,6.0,8.0,6.0,,,0.3333333333333333,0.5,,,,,0.6,1.0,0.6,0.5,1.0,0.5,0.5714285714285714,1.0,0.5714285714285714,0.16666666666666666,,,,,,1.0,0.5,1.0,,1.0,0.3333333333333333,,1.0,,,,,,1.0,1.0,101.6470588235294,,12.833333333333334,15.5,12.5,15.5,0.16666666666666666,1.0,1.0,,0.3333333333333333,0.5,0.5,1.0,0.3333333333333333,0.5,0.5,,,,,,0.16666666666666666,,,,1.0,1.0,,,,0.16666666666666666,1.0,,,0.16666666666666666,0.3333333333333333,,0.3823833333333333,0.5056,0.3823833333333333,0.14285714285714285,0.16666666666666666,0.25,1.0,11.64,23.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2016,2016,True
100915-100944-100952-101019-202632,1611661324,"Lindsay Whalen, Rebekkah Brunson, Jia Perkins, Janel McCarville, Maya Moore","Whalen, Brunson, Perkins, McCarville, Moore",100915-100944-100952-101019-202632,MIN,311.0,2,5.0,,10.0,9.0,4.0,3.0,1.0,19.0,3.0,3.0,,,,,1.0,3.0,,1.0,,,,,,,,,,4.0,7.0,,,,8.0,8.0,,1.0,,,,1.0,2.0,,,,2.0,6.0,2.0,,,,,,3.0,,3.0,,,3.0,,,6.0,,1.0,1.0,4.0,,5.0,1.0,6.0,1.0,,3.0,,2.0,,1.0,3.0,,2.0,,4.0,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,8.0,2.0,4.0,1.0,,0.75,0.75,,,,,0.5714285714285714,,0.5,0.5714285714285714,,0.5,0.5714285714285714,,0.5,,,,,1.0,,0.6666666666666666,0.3333333333333333,0.3333333333333333,,0.5555555555555556,0.3333333333333333,,,1.0,,,0.5,1.0,0.6666666666666666,0.3333333333333333,87.97427652733118,1.0,10.5,22.88888888888889,9.3,19.333333333333332,0.42857142857142855,1.0,1.0,1.0,0.42857142857142855,0.3333333333333333,0.3333333333333333,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,0.42857142857142855,,0.4750142857142857,0.3244,0.39845,,,,0.25,5.357142857142857,,0.4,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2016,2016,True
100915-100944-100952-203034-203827,1611661324,"Lindsay Whalen, Rebekkah Brunson, Jia Perkins, Keisha Hampton, Natasha Howard","Whalen, Brunson, Perkins, Hampton, Howard",100915-100944-100952-203034-203827,MIN,151.0,1,3.0,-1.0,4.0,3.0,4.0,3.0,,7.0,2.0,4.0,,,2.0,4.0,,,,,,,,,,,,,,2.0,4.0,,,,4.0,5.0,,,,,,2.0,4.0,,,,4.0,,4.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,,,,,,,,,0.5,,0.5,0.5,,0.5,0.5,,0.5,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,66.75496688741723,,18.25,26.0,18.25,26.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,,,,1.0,,0.60525,,0.60525,,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2016,2016,True
100915-100944-101019-200671-203034,1611661324,"Lindsay Whalen, Rebekkah Brunson, Janel McCarville, Seimone Augustus, Keisha Hampton","Whalen, Brunson, McCarville, Augustus, Hampton",100915-100944-101019-200671-203034,MIN,134.0,1,2.0,-4.0,4.0,4.0,,,2.0,8.0,,1.0,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,2.0,4.0,,,,4.0,8.0,2.0,2.0,,,4.0,,,,,,,,4.0,,2.0,,,,,,,,,,,,,,1.0,,,,,2.0,2.0,,,1.0,,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1.0,,0.5,1.0,,0.5,1.0,,,,,,1.0,,,0.5,,,,0.5,,,1.0,,,,,,,85.97014925373134,,16.75,16.75,13.0,16.75,0.25,,,,0.25,1.0,1.0,,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,0.25,,0.455525,0.42245,,,,1.0,,11.175,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2016,2016,True
100915-100944-200671-201480-202632,1611661324,"Lindsay Whalen, Rebekkah Brunson, Seimone Augustus, Sylvia Fowles, Maya Moore","Whalen, Brunson, Augustus, Fowles, Moore",100915-100944-200671-201480-202632,MIN,20148.0,26,336.0,-90.0,649.0,654.0,67.0,87.0,69.0,1303.0,99.0,177.0,17.0,28.0,8.0,12.0,30.0,100.0,53.0,132.0,7.0,25.0,2.0,1.0,1.0,46.0,129.0,10.0,19.0,182.0,409.0,53.0,154.0,96.0,619.0,709.0,25.0,49.0,12.0,12.0,77.0,13.0,29.0,7.0,20.0,24.0,71.0,174.0,190.0,144.0,32.0,128.0,46.0,32.0,87.0,48.0,135.0,42.0,6.0,53.0,9.0,25.0,318.0,15.0,65.0,29.0,170.0,10.0,209.0,81.0,290.0,61.0,40.0,61.0,17.0,50.0,57.0,11.0,118.0,9.0,65.0,5.0,161.0,2.0,7.0,18.0,146.0,11.0,11.0,5.0,129.0,18.0,1.0,63.0,7.0,27.0,19.0,5.0,27.0,20.0,542.0,69.0,65.0,8.0,5.0,0.47802197802197804,0.5240963855421686,0.9056603773584906,0.34415584415584416,0.35,0.3464052287581699,0.4449877750611247,0.5102040816326531,0.4482758620689655,0.4644760213143872,0.5327868852459017,0.47959183673469385,0.5008103727714749,0.5579710144927537,0.5634920634920635,0.27353463587921845,0.07823960880195599,0.11864406779661017,0.007575757575757576,0.5169491525423728,0.7692307692307693,0.6910569105691057,0.28761061946902655,0.7435897435897436,0.15463917525773196,0.6982456140350877,0.2476780185758514,0.36363636363636365,0.2857142857142857,0.21518987341772153,0.1625,0.11764705882352941,0.703125,0.6617647058823529,0.7017543859649122,0.7222222222222222,93.12686122692078,0.7407407407407407,15.785824345146379,15.142201834862385,15.200308166409862,14.45565749235474,0.31438721136767317,0.559322033898305,0.6346153846153846,0.5353535353535354,0.17761989342806395,0.3,0.3333333333333333,0.3,0.2344582593250444,0.4015151515151515,0.40458015267175573,0.4716981132075472,0.04440497335701599,0.28,0.28,0.8571428571428571,0.2291296625222025,0.35658914728682173,0.35658914728682173,0.9130434782608695,0.45901639344262296,0.6071428571428571,0.058823529411764705,0.03278688524590164,0.16393442622950818,0.24489795918367346,0.6666666666666666,0.02040816326530612,1.0,0.3877551020408163,0.5879218472468917,0.359375,0.4802951067615659,0.495493,0.46252916666666666,0.10655737704918032,0.13876651982378854,0.12439418416801293,0.1147011308562197,8.431784841075794,23.872727272727275,0.10323574730354391,1.0,21.0,8.0,1.0,1.0,0.06666666666666667,5.0,6.0,5.0,15.0,1.0,9.0,5.0,2.0,6.0,4.0,2.0,3.0,0.4166666666666667,0.1,0.030927835051546393,0.5,1.0,0.3157894736842105,0.01282051282051282,,,,,,,,,,,,,1611661324,2016,2016,True
100915-100944-101019-201904-203034,1611661324,"Lindsay Whalen, Rebekkah Brunson, Janel McCarville, Renee Montgomery, Keisha Hampton","Whalen, Brunson, McCarville, Montgomery, Hampton",100915-100944-101019-201904-203034,MIN,96.0,1,2.0,-6.0,3.0,3.0,1.0,1.0,,6.0,,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,1.0,1.0,7.0,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,1.0,,,1.0,,2.0,,2.0,,,,2.0,,,,2.0,,,,1.0,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,0.16666666666666666,,0.5,0.5,,,,1.0,0.5,,,,,,,,,,,,,,,,90.0,,22.333333333333332,9.666666666666666,22.333333333333332,9.0,0.5,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,1.0,,0.57605,,,,,,1.0,1.7,23.2,0.3333333333333333,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2016,2016,True
