EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,Arc3FGA,PenaltyArc3FGA,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,NonHeaveArc3FGA,FTDefRebounds,DefRebounds,Rebounds,DeadBallTurnovers,Turnovers,Fouls,Offensive Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,NonShootingPenaltyNonTakeFouls,TsPct,PenaltyTsPct,FG3APct,DefFTReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,FG2M,FG2A,FG3M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,BlockingFoulsDrawn,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,SecondChanceOffPoss,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,OffTwoPtRebounds,LostBallTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,SecondChanceFg3Pct,SecondChanceEfgPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceShotQualityAvg,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,PenaltyCorner3FGA,SecondChanceFG2A,PenaltyFG2M,2pt And 1 Free Throw Trips,PenaltyFg2Pct,PenaltyEfgPct,Corner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,SecondChanceFG2M,PtsPutbacks,LongMidRangeAssists,FTOffRebounds,BadPassOutOfBoundsTurnovers,Offensive Fouls Drawn,SecondChanceFg2Pct,OffFTReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,PenaltyFg3Pct,SecondChanceAtRimPctAssisted,PenaltyArc3Accuracy,Travels,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SelfOReb,SelfORebPct,Charge Fouls Drawn,RecoveredBlocks,AtRimPctBlocked,BlocksRecoveredPct,StepOutOfBoundsTurnovers,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Charge Fouls,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,HeaveAttempts,BlockedLongMidRange,OffCorner3ReboundPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,3SecondViolations,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,LongMidRangePctBlocked,Defensive 3 Seconds Violations,Blocked3s,BlockedCorner3,3pt And 1 Free Throw Trips,BlockedArc3,Corner3PctBlocked,team_id,year,season,team_vs
100720-1627668-1628244-202252-204319,1611661328,"Sue Bird, Breanna Stewart, Sami Whitcomb, Alysha Clark, Jewell Loyd","Bird, Stewart, Whitcomb, Clark, Loyd",100720-1627668-1628244-202252-204319,SEA,40.0,3,1.0,-2.0,4.0,4.0,2.0,4.0,8.0,2.0,1.0,2.0,3.0,3.0,5.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,2.0,3.0,2.0,0.375,0.5,1.0,1.0,288.0,5.5,4.5,5.5,4.5,1.0,1.0,1.0,0.3156,0.1818,1.0,25.15,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2017,2017,False
100720-1627668-1628244-204317-204319,1611661328,"Sue Bird, Breanna Stewart, Sami Whitcomb, Ramu Tokashiki, Jewell Loyd","Bird, Stewart, Whitcomb, Tokashiki, Loyd",100720-1627668-1628244-204317-204319,SEA,762.0,4,13.0,-1.0,24.0,22.0,3.0,6.0,46.0,6.0,1.0,6.0,7.0,24.0,25.0,1.0,4.0,4.0,6.0,1.0,4.0,5.0,1.0,2.0,5.0,,6.0,14.0,1.0,23.0,1.0,0.46,0.375,0.3157894736842105,1.0,86.92913385826772,14.041666666666666,19.318181818181817,13.833333333333334,17.90909090909091,0.3157894736842105,0.5,0.7368421052631579,0.5140684210526316,0.300975,0.16666666666666666,24.366666666666664,0.125,6.0,8.0,1.0,3.0,2.0,1.0,7.0,13.0,1.0,1.0,1.0,1.0,10.0,4.0,3.0,1.0,1.0,5.0,1.0,6.0,1.0,4.0,1.0,13.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,1.0,4.0,2.0,2.0,4.0,4.0,3.0,1.0,0.7142857142857143,0.7142857142857143,1.0,0.16666666666666666,0.16666666666666666,0.5384615384615384,0.4473684210526316,0.5,0.07692307692307693,0.3333333333333333,0.5,0.2857142857142857,0.3333333333333333,0.2,0.3,0.09090909090909091,0.2,0.3333333333333333,1.0,0.3333333333333333,0.42105263157894735,0.75,0.75,0.6666666666666666,0.15789473684210525,0.3333333333333333,0.5,1.0,0.10526315789473684,0.16666666666666666,0.16666666666666666,1.0,0.16666666666666666,0.20833333333333334,0.23529411764705882,0.14285714285714285,0.041666666666666664,5.115384615384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2017,2017,False
100720-1627668-1628284-202670-204319,1611661328,"Sue Bird, Breanna Stewart, Alexis Peterson, Carolyn Swords, Jewell Loyd","Bird, Stewart, Peterson, Swords, Loyd",100720-1627668-1628284-202670-204319,SEA,111.0,1,2.0,3.0,3.0,3.0,,,6.0,1.0,,1.0,,5.0,2.0,,,,1.0,,2.0,2.0,,1.0,1.0,,,,,5.0,,1.25,,0.5,,77.83783783783784,11.666666666666666,25.333333333333332,11.666666666666666,25.333333333333332,0.5,,1.0,0.66585,,,23.2,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,2.0,,3.0,1.0,,1.0,1.0,2.0,1.0,1.0,,5.0,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.25,,,,1.0,1.0,1.0,,1.0,,,1.0,,1.0,0.5,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2017,2017,False
100720-1627668-201049-202252-204317,1611661328,"Sue Bird, Breanna Stewart, Noelle Quinn, Alysha Clark, Ramu Tokashiki","Bird, Stewart, Quinn, Clark, Tokashiki",100720-1627668-201049-202252-204317,SEA,169.0,3,3.0,-1.0,4.0,3.0,1.0,,7.0,3.0,,3.0,1.0,4.0,5.0,,,,3.0,,1.0,3.0,,1.0,2.0,,3.0,1.0,,,,0.3,,0.6,,59.64497041420118,29.0,17.666666666666668,22.75,17.666666666666668,0.6,,0.8,0.49426,,,24.066666666666666,0.25,,1.0,,1.0,,1.0,,2.0,1.0,1.0,4.0,,,,3.0,1.0,,,1.0,1.0,1.0,,,3.0,,1.0,,2.0,,,,1.0,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,0.3333333333333333,0.3333333333333333,,0.3,1.5,,,1.0,,1.0,,1.0,0.5,,,,1.0,0.2,,,,0.2,,,,,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,,,1.0,2.3,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,0.54885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2017,2017,False
100720-1627668-201049-202252-204319,1611661328,"Sue Bird, Breanna Stewart, Noelle Quinn, Alysha Clark, Jewell Loyd","Bird, Stewart, Quinn, Clark, Loyd",100720-1627668-201049-202252-204319,SEA,5.0,1,,,1.0,1.0,1.0,1.0,2.0,,,,2.0,2.0,2.0,,2.0,2.0,,,,,,,1.0,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,,,576.0,1.0,4.0,1.0,4.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2017,2017,False
100720-1627668-201518-204317-204319,1611661328,"Sue Bird, Breanna Stewart, Crystal Langhorne, Ramu Tokashiki, Jewell Loyd","Bird, Stewart, Langhorne, Tokashiki, Loyd",100720-1627668-201518-204317-204319,SEA,198.0,1,3.0,3.0,7.0,7.0,6.0,1.0,14.0,2.0,1.0,3.0,1.0,5.0,2.0,2.0,1.0,5.0,2.0,1.0,3.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,,5.0,,0.35714285714285715,0.5,0.42857142857142855,1.0,101.81818181818183,12.428571428571429,15.857142857142858,11.142857142857142,15.714285714285714,0.2857142857142857,0.2,0.5714285714285714,0.3876642857142857,0.36802999999999997,1.0,24.099999999999998,0.8571428571428571,1.0,1.0,1.0,1.0,2.0,,2.0,4.0,,,,3.0,4.0,,,,,2.0,,2.0,,1.0,1.0,4.0,1.0,,2.0,1.0,1.0,1.0,,,,,1.0,2.0,,,,1.0,,1.0,1.0,,1.0,5.0,6.0,,1.0,1.0,,,,0.5,0.2857142857142857,,,,,0.5,,0.5,0.5,0.25,1.0,1.0,,,0.14285714285714285,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,0.2857142857142857,,,,,0.14285714285714285,0.25,,,12.15,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.6666666666666666,0.4,0.14285714285714285,0.2,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2017,2017,False
100720-1627668-202252-204317-204319,1611661328,"Sue Bird, Breanna Stewart, Alysha Clark, Ramu Tokashiki, Jewell Loyd","Bird, Stewart, Clark, Tokashiki, Loyd",100720-1627668-202252-204317-204319,SEA,1293.0,10,22.0,-4.0,42.0,38.0,4.0,4.0,80.0,10.0,1.0,12.0,3.0,45.0,49.0,1.0,,2.0,10.0,2.0,13.0,17.0,3.0,9.0,10.0,,12.0,6.0,,43.0,1.0,0.6081081081081081,0.3333333333333333,0.35294117647058826,1.0,89.09512761020882,15.428571428571429,16.973684210526315,14.738095238095237,16.342105263157894,0.29411764705882354,0.5,0.7058823529411765,0.5014161764705882,0.57295,0.044444444444444446,24.349999999999998,0.09523809523809523,10.0,12.0,2.0,3.0,7.0,4.0,15.0,22.0,4.0,,2.0,1.0,14.0,16.0,12.0,4.0,,7.0,4.0,11.0,4.0,3.0,1.0,26.0,,4.0,7.0,4.0,4.0,3.0,1.0,6.0,6.0,,2.0,6.0,1.0,1.0,,3.0,,2.0,1.0,1.0,2.0,2.0,4.0,,0.4666666666666667,0.5,1.0,0.3333333333333333,0.3333333333333333,0.6818181818181818,0.6176470588235294,0.5,,,0.6666666666666666,0.5,0.5,,0.5,0.14285714285714285,,0.5,0.6666666666666666,0.5,0.35294117647058826,0.8333333333333334,0.8333333333333334,0.3,0.08823529411764706,0.6666666666666666,0.6666666666666666,0.5,0.20588235294117646,0.4,0.4,1.0,0.4,0.08108108108108109,0.12,,0.044444444444444446,7.45,3.0,,,,,2.0,,2.0,2.0,2.0,,0.5,0.2857142857142857,,,,,,0.53865,1.0,1.0,2.0,,2.0,1.0,,1.0,0.5,0.058823529411764705,0.5,1.0,,1.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,0.5,1.0,0.5,0.3333333333333333,0.5,0.42857142857142855,0.42857142857142855,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2017,2017,False
100720-1627668-202252-204319-204321,1611661328,"Sue Bird, Breanna Stewart, Alysha Clark, Jewell Loyd, Kaleena Mosqueda-Lewis","Bird, Stewart, Clark, Loyd, Mosqueda-Lewis",100720-1627668-202252-204319-204321,SEA,7.0,1,,3.0,2.0,1.0,1.0,1.0,3.0,,,,5.0,5.0,2.0,,2.0,2.0,,,,,,,1.0,,2.0,5.0,1.0,5.0,,1.25,1.0,,,617.1428571428571,3.0,1.0,3.0,1.0,,,,,,0.4,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2017,2017,False
100720-1628244-201049-202670-204317,1611661328,"Sue Bird, Sami Whitcomb, Noelle Quinn, Carolyn Swords, Ramu Tokashiki","Bird, Whitcomb, Quinn, Swords, Tokashiki",100720-1628244-201049-202670-204317,SEA,675.0,4,11.0,1.0,20.0,20.0,4.0,4.0,40.0,7.0,1.0,9.0,,23.0,22.0,1.0,,5.0,7.0,1.0,7.0,9.0,,1.0,5.0,,3.0,,,21.0,,0.6052631578947368,0.8333333333333334,0.47368421052631576,1.0,85.33333333333333,18.95,14.8,18.5,14.8,0.3684210526315789,0.3333333333333333,0.5263157894736842,0.43453947368421053,0.33176666666666665,0.21739130434782608,24.22222222222222,0.2,1.0,1.0,1.0,4.0,5.0,5.0,4.0,10.0,5.0,,2.0,2.0,2.0,6.0,12.0,5.0,,1.0,4.0,5.0,4.0,1.0,,14.0,,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,,,2.0,,,,,,,,,,5.0,4.0,,0.25,0.25,0.8,0.5555555555555556,0.5555555555555556,0.4,0.6052631578947368,1.0,,,1.0,1.0,1.0,,1.0,0.2,,1.0,1.0,1.0,0.05263157894736842,1.0,1.0,1.0,0.21052631578947367,0.25,0.25,,0.2631578947368421,0.7142857142857143,0.7142857142857143,0.8,0.7142857142857143,,,,0.08695652173913043,12.87,2.0,,,,,2.0,,,1.0,,,1.0,0.3333333333333333,,,,,,0.6496,,,2.0,,1.0,1.0,,0.5,0.8333333333333334,0.10526315789473684,,,,1.0,1.0,2.0,1.0,,,,,,1.0,,0.6666666666666666,1.0,1.0,0.4,0.4,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2017,2017,False
100720-201049-201518-202252-204317,1611661328,"Sue Bird, Noelle Quinn, Crystal Langhorne, Alysha Clark, Ramu Tokashiki","Bird, Quinn, Langhorne, Clark, Tokashiki",100720-201049-201518-202252-204317,SEA,142.0,2,2.0,-4.0,4.0,4.0,,,8.0,,,,,,4.0,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,81.12676056338029,15.75,19.75,15.75,19.75,,,,0.40015,,,,,,,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,0.5,,,,0.5,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2017,2017,False
