EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FtPoints,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,FTDefRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyCorner3FGM,Fg3aBlocked,BlockingFouls,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,BlockedArc3,3SecondViolations,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Corner3PctBlocked,team_id,year,season,team_vs
100949-1628282-201496-202650-203029,1611661320,"Alana Beard, Sydney Wiese, Candace Parker, Jantel Lavender, Riquna Williams","Beard, Wiese, Parker, Lavender, Williams",100949-1628282-201496-202650-203029,LAS,150.0,1,2.0,4.0,4.0,4.0,1.0,8.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,0.5,0.5,0.6666666666666666,1.0,0.5,1.0,0.5,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,76.8,1.0,19.5,18.0,19.5,18.0,0.25,1.0,1.0,0.5,0.5,0.5,1.0,0.25,0.5,0.3987625,0.2798,0.5,12.833333333333334,24.2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2017,2017,True
100949-201496-201502-203014-203833,1611661320,"Alana Beard, Candace Parker, Essence Carson, Nneka Ogwumike, Chelsea Gray","Beard, Parker, Carson, Ogwumike, Gray",100949-201496-201502-203014-203833,LAS,11796.0,22,197.0,-28.0,366.0,365.0,42.0,731.0,72.0,121.0,25.0,71.0,60.0,119.0,243.0,77.0,403.0,9.0,25.0,45.0,130.0,108.0,60.0,65.0,91.0,11.0,208.0,29.0,75.0,109.0,172.0,13.0,8.0,14.0,5.0,351.0,43.0,40.0,0.5462184873949579,0.5909090909090909,0.4897119341563786,0.36,0.5265625,0.42857142857142855,0.5614525139664804,0.5116279069767442,0.240625,0.7281553398058253,0.6590909090909091,0.7074829931972789,0.6904761904761905,0.6842105263157895,0.6578947368421053,89.23702950152594,0.35714285714285715,15.505464480874316,16.76986301369863,14.691256830601093,16.10958904109589,0.378125,0.5950413223140496,0.6666666666666666,0.221875,0.352112676056338,0.35714285714285715,0.44,0.1875,0.61875,0.48820312499999996,0.4786157142857143,0.11166253101736973,7.697119341563786,24.083116883116883,0.11475409836065574,24.0,54.0,15.0,26.0,7.0,11.0,22.0,51.0,7.0,17.0,1.0,2.0,1.0,26.0,2.0,8.0,4.0,9.0,33.0,66.0,431.0,19.0,39.0,3.0,10.0,5.0,52.0,4.0,10.0,15.0,78.0,21.0,18.0,26.0,18.0,26.0,19.0,7.0,41.0,13.0,11.0,49.0,3.0,5.0,63.0,11.0,32.0,22.0,10.0,44.0,8.0,27.0,30.0,1.0,17.0,1.0,3.0,74.0,13.0,5.0,44.0,90.0,4.0,1.0,7.0,8.0,85.0,2.0,4.0,8.0,89.0,13.0,1.0,46.0,5.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,0.7878787878787878,0.42857142857142855,0.3,0.4,0.42857142857142855,0.48717948717948717,0.47959183673469385,0.5098039215686274,0.07407407407407407,0.10743801652892562,0.0784313725490196,0.014084507042253521,0.5945945945945946,1.0,0.2727272727272727,0.3983739837398374,0.2558139534883721,0.3614457831325301,0.46938775510204084,0.3103448275862069,0.37777777777777777,0.2727272727272727,0.2,0.8695652173913043,0.6666666666666666,0.07432432432432433,0.5694444444444444,0.159375,0.43137254901960786,0.46808510638297873,0.5909090909090909,0.053125,0.4117647058823529,0.4117647058823529,1.0,0.43333333333333335,0.43333333333333335,0.7307692307692307,0.5306122448979592,0.5769230769230769,0.26666666666666666,0.04081632653061224,0.5,1.0,0.16326530612244897,0.25,1.0,0.3142857142857143,0.6363636363636364,0.02857142857142857,0.2571428571428571,0.4444444444444444,0.43333333333333335,0.5366799999999999,0.13031161473087818,0.16666666666666666,0.12903225806451613,,,,,,,,,,,,,,1611661320,2017,2017,True
100949-201496-203014-203824-203833,1611661320,"Alana Beard, Candace Parker, Nneka Ogwumike, Odyssey Sims, Chelsea Gray","Beard, Parker, Ogwumike, Sims, Gray",100949-201496-203014-203824-203833,LAS,15507.0,24,258.0,-114.0,484.0,498.0,68.0,982.0,68.0,124.0,38.0,84.0,87.0,129.0,285.0,105.0,436.0,17.0,30.0,69.0,140.0,118.0,87.0,70.0,100.0,22.0,230.0,50.0,107.0,165.0,229.0,21.0,10.0,23.0,9.0,372.0,69.0,68.0,0.5426356589147286,0.6086956521739131,0.45263157894736844,0.5666666666666667,0.46153846153846156,0.5612244897959183,0.5070093457943925,0.5948275862068966,0.2692307692307692,0.722972972972973,0.7936507936507936,0.7440758293838863,0.6140350877192983,0.8780487804878049,0.8035714285714286,91.18978525827046,0.391304347826087,15.692148760330578,15.887550200803213,15.097107438016529,15.200803212851406,0.31794871794871793,0.5483870967741935,0.6296296296296297,0.2153846153846154,0.4523809523809524,0.4578313253012048,0.5789473684210527,0.2230769230769231,0.5871794871794872,0.47049884318766066,0.454771875,0.15825688073394495,8.39298245614035,24.247619047619047,0.14049586776859505,61.0,51.0,19.0,32.0,8.0,12.0,23.0,77.0,5.0,18.0,,1.0,2.0,29.0,3.0,8.0,6.0,17.0,34.0,76.0,550.0,23.0,46.0,3.0,9.0,9.0,64.0,7.0,19.0,14.0,90.0,12.0,28.0,29.0,24.0,30.0,25.0,5.0,34.0,14.0,21.0,43.0,,8.0,64.0,14.0,34.0,17.0,17.0,66.0,13.0,36.0,50.0,8.0,30.0,3.0,6.0,116.0,2.0,14.0,42.0,114.0,4.0,,6.0,8.0,102.0,5.0,8.0,6.0,91.0,6.0,3.0,33.0,5.0,2.0,1.0,,11.0,,9.0,5.0,0.8823529411764706,0.3238095238095238,0.3333333333333333,0.3684210526315789,0.3238095238095238,0.5,0.5,0.5333333333333333,0.08421052631578947,0.12903225806451613,0.09090909090909091,0.011904761904761904,0.5689655172413793,1.0,,0.27564102564102566,0.3088235294117647,0.2857142857142857,0.3392857142857143,0.2037037037037037,0.2826086956521739,0.23636363636363636,0.6153846153846154,0.72,0.7142857142857143,0.07142857142857142,0.5,0.19743589743589743,0.2987012987012987,0.32857142857142857,0.6086956521739131,0.046153846153846156,0.2777777777777778,0.2777777777777778,1.0,0.3333333333333333,0.35365853658536583,0.8620689655172413,0.5818181818181818,0.59375,0.10526315789473684,0.01818181818181818,,,0.14545454545454545,0.375,1.0,0.24489795918367346,0.6666666666666666,0.04081632653061224,0.3469387755102041,0.35294117647058826,0.3333333333333333,0.5328789473684211,0.09219858156028368,0.10576923076923077,0.14678899082568808,1.0,5.0,3.0,1.0,6.0,1.0,3.0,0.047619047619047616,0.05747126436781609,0.5,0.05405405405405406,,,1611661320,2017,2017,True
100949-1628282-201050-201496-203824,1611661320,"Alana Beard, Sydney Wiese, Tiffany Jackson, Candace Parker, Odyssey Sims","Beard, Wiese, Jackson, Parker, Sims",100949-1628282-201050-201496-203824,LAS,50.0,1,1.0,-2.0,1.0,1.0,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.599999999999994,,22.0,28.0,22.0,28.0,,,,,,,,,,0.3697,,,13.7,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2017,2017,True
100949-1628282-201050-203014-203824,1611661320,"Alana Beard, Sydney Wiese, Tiffany Jackson, Nneka Ogwumike, Odyssey Sims","Beard, Wiese, Jackson, Ogwumike, Sims",100949-1628282-201050-203014-203824,LAS,871.0,3,15.0,-4.0,27.0,27.0,6.0,54.0,3.0,6.0,3.0,4.0,7.0,8.0,13.0,8.0,30.0,2.0,3.0,6.0,14.0,2.0,6.0,7.0,10.0,3.0,23.0,4.0,3.0,8.0,9.0,1.0,,1.0,1.0,28.0,6.0,6.0,0.875,0.875,0.6153846153846154,0.6666666666666666,0.5952380952380952,0.4,0.6521739130434783,0.5,0.38095238095238093,0.75,1.0,0.875,,1.0,1.0,89.27669345579793,1.0,17.11111111111111,15.148148148148149,17.11111111111111,15.0,0.2857142857142857,0.5,0.5,0.19047619047619047,0.75,0.75,1.0,0.3333333333333333,0.6666666666666666,0.447245,0.3934,0.2,8.261538461538462,26.7375,0.2222222222222222,2.0,1.0,,,1.0,1.0,2.0,3.0,1.0,1.0,,,,2.0,,,,2.0,3.0,5.0,34.0,,,,,2.0,2.0,,2.0,2.0,9.0,,,2.0,,3.0,2.0,1.0,3.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,,3.0,1.0,1.0,2.0,,2.0,,,5.0,,,3.0,5.0,1.0,,,,6.0,1.0,,1.0,5.0,1.0,,3.0,,,,1.0,,,,,1.0,0.375,,,0.42857142857142855,,,1.0,,,,,0.6,1.0,,,0.25,0.1111111111111111,,,,0.25,,1.0,,,1.0,0.14285714285714285,0.6666666666666666,0.6666666666666666,0.5,0.047619047619047616,1.0,1.0,1.0,0.2857142857142857,0.2857142857142857,1.0,,,,,,,,,,0.2,1.0,,0.4,,0.3333333333333333,,0.13043478260869565,0.2,0.06666666666666667,,,,,,,,,,,,1.0,,1611661320,2017,2017,True
100949-1628282-201496-202650-203824,1611661320,"Alana Beard, Sydney Wiese, Candace Parker, Jantel Lavender, Odyssey Sims","Beard, Wiese, Parker, Lavender, Sims",100949-1628282-201496-202650-203824,LAS,114.0,1,2.0,1.0,5.0,4.0,5.0,9.0,1.0,2.0,1.0,1.0,,2.0,3.0,,5.0,2.0,3.0,5.0,2.0,2.0,,1.0,1.0,,2.0,,2.0,2.0,3.0,,,,,5.0,5.0,5.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.8333333333333334,,1.0,,1.0,1.0,1.0,,113.6842105263158,,9.4,16.75,9.4,16.75,0.6666666666666666,0.5,0.5,0.3333333333333333,1.0,1.0,,,0.6666666666666666,0.5045666666666667,0.5045666666666667,1.0,7.466666666666666,,1.0,4.0,1.0,,,1.0,2.0,,,,,,,,,,,,,,1.0,4.0,,,,,,,,,1.0,,,,,,,,,1.0,,,1.0,,,1.0,,,,,2.0,,1.0,,,1.0,,,2.0,,2.0,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,0.5,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,1611661320,2017,2017,True
100949-1628282-201496-203014-203824,1611661320,"Alana Beard, Sydney Wiese, Candace Parker, Nneka Ogwumike, Odyssey Sims","Beard, Wiese, Parker, Ogwumike, Sims",100949-1628282-201496-203014-203824,LAS,361.0,3,6.0,1.0,13.0,14.0,4.0,27.0,3.0,5.0,,2.0,,4.0,10.0,1.0,14.0,1.0,1.0,6.0,6.0,2.0,,3.0,3.0,,6.0,,4.0,4.0,7.0,1.0,,1.0,,12.0,6.0,4.0,0.75,1.0,0.4,1.0,0.36363636363636365,1.0,0.5,1.0,0.09090909090909091,0.8,,0.8,1.0,1.0,,107.70083102493075,,12.615384615384615,14.071428571428571,10.307692307692308,13.5,0.45454545454545453,0.6,0.75,0.18181818181818182,,,,,0.5454545454545454,0.44214545454545456,0.3616,0.42857142857142855,6.7299999999999995,23.2,0.3076923076923077,,2.0,1.0,2.0,,,1.0,3.0,,1.0,,,,,,,,,,6.0,13.0,1.0,3.0,,,,2.0,,,4.0,,,2.0,,1.0,,,,2.0,1.0,,3.0,,,3.0,,2.0,1.0,1.0,2.0,,2.0,,,,,,2.0,1.0,1.0,1.0,2.0,,,,,4.0,,,,6.0,,,2.0,1.0,,,,1.0,,,1.0,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1,0.2,,,1.0,,,0.5,,0.42857142857142855,0.5,0.5,0.5,,,0.5,,,0.6666666666666666,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.09090909090909091,,,,,,,0.6666666666666666,0.5,,,,,,,,,,,,,,0.44870000000000004,0.15384615384615385,0.16666666666666666,0.14285714285714285,,1.0,,1.0,,,,1.0,,,,,1.0,1611661320,2017,2017,True
100949-1628282-202645-203014-203824,1611661320,"Alana Beard, Sydney Wiese, Ify Ibekwe, Nneka Ogwumike, Odyssey Sims","Beard, Wiese, Ibekwe, Ogwumike, Sims",100949-1628282-202645-203014-203824,LAS,37.0,1,1.0,3.0,1.0,2.0,,3.0,,,,,1.0,,,1.0,3.0,,,,,,1.0,,,,,,2.0,2.0,2.0,,,,,3.0,,,,,,,1.5,,1.5,,1.0,1.0,,1.0,1.0,1.0,,116.75675675675676,,7.0,15.0,7.0,11.5,,,,,,,,1.0,1.0,0.5118,,,,23.7,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1611661320,2017,2017,True
100949-201050-201496-203014-203833,1611661320,"Alana Beard, Tiffany Jackson, Candace Parker, Nneka Ogwumike, Chelsea Gray","Beard, Jackson, Parker, Ogwumike, Gray",100949-201050-201496-203014-203833,LAS,118.0,2,2.0,3.0,4.0,3.0,2.0,7.0,1.0,1.0,,,1.0,2.0,2.0,2.0,4.0,,,,2.0,2.0,1.0,1.0,1.0,,2.0,,1.0,2.0,2.0,,,,,4.0,,2.0,0.5,0.5,1.0,,0.5,,0.5,,0.5,1.0,,1.0,,1.0,,85.42372881355932,,12.75,22.333333333333332,12.75,22.333333333333332,0.25,1.0,1.0,,,,,0.25,0.75,0.3505875,0.339225,,3.55,23.95,0.5,2.0,,,,,,1.0,1.0,,1.0,,,1.0,,,,,1.0,,,1.0,,,,,,,,2.0,,,,,,,,,,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,0.25,1.0,1.0,,0.25,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,1611661320,2017,2017,True
100949-201050-201496-203824-203833,1611661320,"Alana Beard, Tiffany Jackson, Candace Parker, Odyssey Sims, Chelsea Gray","Beard, Jackson, Parker, Sims, Gray",100949-201050-201496-203824-203833,LAS,130.0,4,2.0,5.0,6.0,4.0,1.0,10.0,3.0,3.0,,,2.0,3.0,3.0,2.0,7.0,,,,4.0,2.0,2.0,2.0,2.0,,4.0,,1.0,1.0,1.0,,,,,7.0,,1.0,0.6666666666666666,0.6666666666666666,1.0,,0.6,,0.7,,0.4,1.0,,1.0,,1.0,,110.76923076923077,,12.833333333333334,13.25,12.833333333333334,13.25,0.6,1.0,1.0,,,,,0.4,1.0,0.44400000000000006,0.096,,2.6666666666666665,28.8,0.16666666666666666,,,,,,,,,,,,,,,,,,1.0,,1.0,2.0,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,2.0,1.0,1.0,1.0,,1.0,,,,,,1.0,,,1.0,1.0,,,,,3.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.2,0.3333333333333333,,,,,,,,,,,,,,,1611661320,2017,2017,True
